"","WS_GC_c1.which.mclass....1...1."
"1","AT1G01010"
"2","AT1G01030"
"3","AT1G01080"
"4","AT1G01140"
"5","AT1G01180"
"6","AT1G01200"
"7","AT1G01220"
"8","AT1G01225"
"9","AT1G01260"
"10","AT1G01320"
"11","AT1G01380"
"12","AT1G01440"
"13","AT1G01450"
"14","AT1G01500"
"15","AT1G01570"
"16","AT1G01580"
"17","AT1G01610"
"18","AT1G01630"
"19","AT1G01640"
"20","AT1G01670"
"21","AT1G01690"
"22","AT1G01710"
"23","AT1G01715"
"24","AT1G01725"
"25","AT1G01750"
"26","AT1G01760"
"27","AT1G01780"
"28","AT1G01790"
"29","AT1G01810"
"30","AT1G01830"
"31","AT1G01840"
"32","AT1G01860"
"33","AT1G01880"
"34","AT1G01930"
"35","AT1G01950"
"36","AT1G01970"
"37","AT1G02000"
"38","AT1G02010"
"39","AT1G02020"
"40","AT1G02050"
"41","AT1G02060"
"42","AT1G02180"
"43","AT1G02260"
"44","AT1G02270"
"45","AT1G02290"
"46","AT1G02300"
"47","AT1G02360"
"48","AT1G02390"
"49","AT1G02420"
"50","AT1G02430"
"51","AT1G02440"
"52","AT1G02460"
"53","AT1G02475"
"54","AT1G02610"
"55","AT1G02640"
"56","AT1G02650"
"57","AT1G02730"
"58","AT1G02740"
"59","AT1G02810"
"60","AT1G02860"
"61","AT1G02910"
"62","AT1G02920"
"63","AT1G02930"
"64","AT1G02970"
"65","AT1G03000"
"66","AT1G03010"
"67","AT1G03100"
"68","AT1G03130"
"69","AT1G03160"
"70","AT1G03180"
"71","AT1G03190"
"72","AT1G03260"
"73","AT1G03270"
"74","AT1G03300"
"75","AT1G03310"
"76","AT1G03370"
"77","AT1G03440"
"78","AT1G03457"
"79","AT1G03470"
"80","AT1G03510"
"81","AT1G03520"
"82","AT1G03540"
"83","AT1G03550"
"84","AT1G03560"
"85","AT1G03620"
"86","AT1G03650"
"87","AT1G03660"
"88","AT1G03740"
"89","AT1G03750"
"90","AT1G03760"
"91","AT1G03770"
"92","AT1G03820"
"93","AT1G03830"
"94","AT1G03905"
"95","AT1G03920"
"96","AT1G03930"
"97","AT1G03950"
"98","AT1G03960"
"99","AT1G03980"
"100","AT1G03993"
"101","AT1G04000"
"102","AT1G04010"
"103","AT1G04050"
"104","AT1G04067"
"105","AT1G04100"
"106","AT1G04117"
"107","AT1G04150"
"108","AT1G04160"
"109","AT1G04180"
"110","AT1G04200"
"111","AT1G04230"
"112","AT1G04295"
"113","AT1G04310"
"114","AT1G04330"
"115","AT1G04353"
"116","AT1G04360"
"117","AT1G04390"
"118","AT1G04420"
"119","AT1G04425"
"120","AT1G04433"
"121","AT1G04463"
"122","AT1G04477"
"123","AT1G04490"
"124","AT1G04580"
"125","AT1G04620"
"126","AT1G04640"
"127","AT1G04647"
"128","AT1G04650"
"129","AT1G04710"
"130","AT1G04730"
"131","AT1G04760"
"132","AT1G04773"
"133","AT1G04803"
"134","AT1G04833"
"135","AT1G04837"
"136","AT1G04840"
"137","AT1G04917"
"138","AT1G04930"
"139","AT1G04977"
"140","AT1G04990"
"141","AT1G05000"
"142","AT1G05010"
"143","AT1G05030"
"144","AT1G05060"
"145","AT1G05065"
"146","AT1G05087"
"147","AT1G05090"
"148","AT1G05140"
"149","AT1G05160"
"150","AT1G05163"
"151","AT1G05183"
"152","AT1G05187"
"153","AT1G05213"
"154","AT1G05250"
"155","AT1G05280"
"156","AT1G05310"
"157","AT1G05320"
"158","AT1G05340"
"159","AT1G05370"
"160","AT1G05385"
"161","AT1G05440"
"162","AT1G05460"
"163","AT1G05467"
"164","AT1G05523"
"165","AT1G05530"
"166","AT1G05553"
"167","AT1G05557"
"168","AT1G05560"
"169","AT1G05562"
"170","AT1G05577"
"171","AT1G05590"
"172","AT1G05600"
"173","AT1G05630"
"174","AT1G05640"
"175","AT1G05650"
"176","AT1G05660"
"177","AT1G05670"
"178","AT1G05687"
"179","AT1G05753"
"180","AT1G05767"
"181","AT1G05770"
"182","AT1G05780"
"183","AT1G05790"
