"","WS_GC_c1.which.mclass....4...1."
"1","AT1G01090"
"2","AT1G01160"
"3","AT1G01210"
"4","AT1G01230"
"5","AT1G01300"
"6","AT1G01510"
"7","AT1G01550"
"8","AT1G01720"
"9","AT1G01730"
"10","AT1G01800"
"11","AT1G01910"
"12","AT1G01940"
"13","AT1G02080"
"14","AT1G02090"
"15","AT1G02100"
"16","AT1G02130"
"17","AT1G02160"
"18","AT1G02280"
"19","AT1G02305"
"20","AT1G02560"
"21","AT1G02690"
"22","AT1G02816"
"23","AT1G02840"
"24","AT1G02850"
"25","AT1G02870"
"26","AT1G03110"
"27","AT1G03140"
"28","AT1G03150"
"29","AT1G03210"
"30","AT1G03230"
"31","AT1G03330"
"32","AT1G03360"
"33","AT1G03530"
"34","AT1G03900"
"35","AT1G03910"
"36","AT1G04080"
"37","AT1G04140"
"38","AT1G04170"
"39","AT1G04190"
"40","AT1G04250"
"41","AT1G04340"
"42","AT1G04430"
"43","AT1G04503"
"44","AT1G04510"
"45","AT1G04630"
"46","AT1G04680"
"47","AT1G04690"
"48","AT1G04850"
"49","AT1G04870"
"50","AT1G04940"
"51","AT1G04980"
"52","AT1G05205"
"53","AT1G05260"
"54","AT1G05347"
"55","AT1G05620"
"56","AT1G05680"
"57","AT1G05720"
"58","AT1G05850"
"59","AT1G06040"
"60","AT1G06110"
"61","AT1G06200"
"62","AT1G06220"
"63","AT1G06230"
"64","AT1G06390"
"65","AT1G06400"
"66","AT1G06410"
"67","AT1G06470"
"68","AT1G06515"
"69","AT1G06530"
"70","AT1G06540"
"71","AT1G06550"
"72","AT1G06573"
"73","AT1G06670"
"74","AT1G06700"
"75","AT1G06720"
"76","AT1G06760"
"77","AT1G06890"
"78","AT1G06900"
"79","AT1G06950"
"80","AT1G07020"
"81","AT1G07030"
"82","AT1G07070"
"83","AT1G07080"
"84","AT1G07170"
"85","AT1G07210"
"86","AT1G07360"
"87","AT1G07370"
"88","AT1G07420"
"89","AT1G07470"
"90","AT1G07670"
"91","AT1G07750"
"92","AT1G07830"
"93","AT1G07960"
"94","AT1G08110"
"95","AT1G08130"
"96","AT1G08160"
"97","AT1G08200"
"98","AT1G08370"
"99","AT1G08450"
"100","AT1G08480"
"101","AT1G08560"
"102","AT1G08580"
"103","AT1G08650"
"104","AT1G08660"
"105","AT1G08780"
"106","AT1G08820"
"107","AT1G09140"
"108","AT1G09150"
"109","AT1G09160"
"110","AT1G09270"
"111","AT1G09280"
"112","AT1G09330"
"113","AT1G09430"
"114","AT1G09460"
"115","AT1G09570"
"116","AT1G09620"
"117","AT1G09630"
"118","AT1G09660"
"119","AT1G09760"
"120","AT1G09840"
"121","AT1G09970"
"122","AT1G10030"
"123","AT1G10120"
"124","AT1G10200"
"125","AT1G10290"
"126","AT1G10580"
"127","AT1G11240"
"128","AT1G11360"
"129","AT1G11450"
"130","AT1G11480"
"131","AT1G11545"
"132","AT1G11670"
"133","AT1G11750"
"134","AT1G11840"
"135","AT1G11860"
"136","AT1G11890"
"137","AT1G11910"
"138","AT1G12270"
"139","AT1G12440"
"140","AT1G12650"
"141","AT1G12780"
"142","AT1G12810"
"143","AT1G12910"
"144","AT1G13060"
