"","WS_GC_c1.which.mclass....2...1."
"1","AT1G01150"
"2","AT1G01190"
"3","AT1G01420"
"4","AT1G01453"
"5","AT1G01520"
"6","AT1G01560"
"7","AT1G01680"
"8","AT1G01695"
"9","AT1G02205"
"10","AT1G02310"
"11","AT1G02470"
"12","AT1G02570"
"13","AT1G02820"
"14","AT1G03170"
"15","AT1G03390"
"16","AT1G03502"
"17","AT1G03506"
"18","AT1G03743"
"19","AT1G03746"
"20","AT1G03790"
"21","AT1G04013"
"22","AT1G04037"
"23","AT1G04073"
"24","AT1G04083"
"25","AT1G04103"
"26","AT1G04187"
"27","AT1G04193"
"28","AT1G04197"
"29","AT1G04223"
"30","AT1G04227"
"31","AT1G04267"
"32","AT1G04277"
"33","AT1G04303"
"34","AT1G04397"
"35","AT1G04403"
"36","AT1G04427"
"37","AT1G04467"
"38","AT1G04493"
"39","AT1G04500"
"40","AT1G04507"
"41","AT1G04523"
"42","AT1G04533"
"43","AT1G04567"
"44","AT1G04583"
"45","AT1G04587"
"46","AT1G04625"
"47","AT1G04643"
"48","AT1G04657"
"49","AT1G04660"
"50","AT1G04670"
"51","AT1G04703"
"52","AT1G04743"
"53","AT1G04767"
"54","AT1G04797"
"55","AT1G04800"
"56","AT1G04817"
"57","AT1G04853"
"58","AT1G04913"
"59","AT1G04933"
"60","AT1G05013"
"61","AT1G05057"
"62","AT1G05083"
"63","AT1G05103"
"64","AT1G05203"
"65","AT1G05207"
"66","AT1G05243"
"67","AT1G05247"
"68","AT1G05297"
"69","AT1G05303"
"70","AT1G05330"
"71","AT1G05353"
"72","AT1G05383"
"73","AT1G05417"
"74","AT1G05423"
"75","AT1G05450"
"76","AT1G05493"
"77","AT1G05510"
"78","AT1G05550"
"79","AT1G05607"
"80","AT1G05675"
"81","AT1G05693"
"82","AT1G05703"
"83","AT1G05707"
"84","AT1G05727"
"85","AT1G05747"
"86","AT1G05757"
"87","AT1G05783"
"88","AT1G05917"
"89","AT1G05920"
"90","AT1G05927"
"91","AT1G05990"
"92","AT1G05993"
"93","AT1G06030"
"94","AT1G06100"
"95","AT1G06117"
"96","AT1G06135"
"97","AT1G06148"
"98","AT1G06160"
"99","AT1G06163"
"100","AT1G06170"
"101","AT1G06217"
"102","AT1G06237"
"103","AT1G06243"
"104","AT1G06253"
"105","AT1G06260"
"106","AT1G06453"
"107","AT1G06457"
"108","AT1G06467"
"109","AT1G06487"
"110","AT1G06537"
"111","AT1G06583"
"112","AT1G06587"
"113","AT1G06607"
"114","AT1G06613"
"115","AT1G06645"
"116","AT1G06667"
"117","AT1G06717"
"118","AT1G06750"
"119","AT1G06773"
"120","AT1G06837"
"121","AT1G06970"
"122","AT1G06983"
"123","AT1G07023"
"124","AT1G07323"
"125","AT1G07430"
"126","AT1G07473"
"127","AT1G07476"
"128","AT1G07500"
"129","AT1G07547"
"130","AT1G07550"
"131","AT1G07563"
"132","AT1G07653"
"133","AT1G07657"
"134","AT1G07663"
"135","AT1G07690"
"136","AT1G07697"
"137","AT1G07720"
"138","AT1G07743"
"139","AT1G07823"
"140","AT1G07850"
"141","AT1G07853"
"142","AT1G07877"
"143","AT1G07887"
"144","AT1G07900"
"145","AT1G07913"
"146","AT1G07943"
"147","AT1G07963"
"148","AT1G07987"
"149","AT1G08005"
"150","AT1G08090"
"151","AT1G08093"
"152","AT1G08115"
"153","AT1G08147"
"154","AT1G08165"
"155","AT1G08213"
"156","AT1G08217"
"157","AT1G08273"
"158","AT1G08440"
"159","AT1G08537"
"160","AT1G08557"
"161","AT1G08563"
"162","AT1G08567"
"163","AT1G08573"
"164","AT1G08633"
"165","AT1G08643"
