"","phyD_FLT_c1.which.mclass....5...1."
"1","AT1G01040"
"2","AT1G01180"
"3","AT1G01260"
"4","AT1G01320"
"5","AT1G01370"
"6","AT1G01430"
"7","AT1G01440"
"8","AT1G01450"
"9","AT1G01710"
"10","AT1G01760"
"11","AT1G01780"
"12","AT1G01830"
"13","AT1G01930"
"14","AT1G01950"
"15","AT1G02000"
"16","AT1G02110"
"17","AT1G02260"
"18","AT1G02270"
"19","AT1G02340"
"20","AT1G02430"
"21","AT1G02720"
"22","AT1G02740"
"23","AT1G02810"
"24","AT1G02910"
"25","AT1G03000"
"26","AT1G03180"
"27","AT1G03260"
"28","AT1G03365"
"29","AT1G03370"
"30","AT1G03457"
"31","AT1G03760"
"32","AT1G03780"
"33","AT1G03840"
"34","AT1G03905"
"35","AT1G03950"
"36","AT1G04000"
"37","AT1G04020"
"38","AT1G04130"
"39","AT1G04200"
"40","AT1G04230"
"41","AT1G04290"
"42","AT1G04463"
"43","AT1G04550"
"44","AT1G04555"
"45","AT1G04610"
"46","AT1G04647"
"47","AT1G04833"
"48","AT1G04837"
"49","AT1G04945"
"50","AT1G04990"
"51","AT1G05060"
"52","AT1G05120"
"53","AT1G05160"
"54","AT1G05190"
"55","AT1G05280"
"56","AT1G05470"
"57","AT1G05523"
"58","AT1G05590"
"59","AT1G05650"
"60","AT1G05660"
"61","AT1G05730"
"62","AT1G05750"
"63","AT1G05753"
"64","AT1G05760"
"65","AT1G05780"
"66","AT1G05837"
"67","AT1G06000"
"68","AT1G06002"
"69","AT1G06010"
"70","AT1G06150"
"71","AT1G06180"
"72","AT1G06240"
"73","AT1G06380"
"74","AT1G06450"
"75","AT1G06500"
"76","AT1G06510"
"77","AT1G06590"
"78","AT1G06650"
"79","AT1G06730"
"80","AT1G06770"
"81","AT1G06800"
"82","AT1G06820"
"83","AT1G06840"
"84","AT1G07000"
"85","AT1G07110"
"86","AT1G07128"
"87","AT1G07130"
"88","AT1G07300"
"89","AT1G07320"
"90","AT1G07323"
"91","AT1G07410"
"92","AT1G07570"
"93","AT1G07615"
"94","AT1G07650"
"95","AT1G07725"
"96","AT1G07728"
"97","AT1G07780"
"98","AT1G07893"
"99","AT1G07980"
"100","AT1G07983"
"101","AT1G08000"
"102","AT1G08040"
"103","AT1G08060"
"104","AT1G08250"
"105","AT1G08315"
"106","AT1G08340"
"107","AT1G08390"
"108","AT1G08520"
"109","AT1G08530"
"110","AT1G08550"
"111","AT1G08592"
"112","AT1G08630"
"113","AT1G08720"
"114","AT1G08750"
"115","AT1G08760"
"116","AT1G08940"
"117","AT1G08960"
"118","AT1G08990"
"119","AT1G09053"
"120","AT1G09060"
"121","AT1G09230"
"122","AT1G09300"
"123","AT1G09320"
"124","AT1G09363"
"125","AT1G09470"
"126","AT1G09490"
"127","AT1G09810"
"128","AT1G09850"
"129","AT1G09910"
"130","AT1G09940"
"131","AT1G09995"
"132","AT1G10020"
"133","AT1G10340"
"134","AT1G10350"
"135","AT1G10450"
"136","AT1G10480"
"137","AT1G10522"
"138","AT1G10570"
"139","AT1G10650"
"140","AT1G10750"
"141","AT1G10780"
"142","AT1G10830"
"143","AT1G10870"
"144","AT1G10970"
"145","AT1G11050"
"146","AT1G11060"
"147","AT1G11090"
"148","AT1G11130"
"149","AT1G11190"
"150","AT1G11280"
"151","AT1G11540"
"152","AT1G11630"
