"","phyD_FLT_c1.which.mclass....2...1."
"1","AT1G01030"
"2","AT1G01060"
"3","AT1G01080"
"4","AT1G01220"
"5","AT1G01225"
"6","AT1G01500"
"7","AT1G01670"
"8","AT1G01690"
"9","AT1G01790"
"10","AT1G01860"
"11","AT1G01970"
"12","AT1G02020"
"13","AT1G02050"
"14","AT1G02060"
"15","AT1G02180"
"16","AT1G02230"
"17","AT1G02290"
"18","AT1G02300"
"19","AT1G02370"
"20","AT1G02440"
"21","AT1G02450"
"22","AT1G02475"
"23","AT1G02640"
"24","AT1G02730"
"25","AT1G02950"
"26","AT1G02970"
"27","AT1G03010"
"28","AT1G03100"
"29","AT1G03130"
"30","AT1G03160"
"31","AT1G03190"
"32","AT1G03270"
"33","AT1G03310"
"34","AT1G03340"
"35","AT1G03400"
"36","AT1G03440"
"37","AT1G03470"
"38","AT1G03520"
"39","AT1G03550"
"40","AT1G03560"
"41","AT1G03650"
"42","AT1G03660"
"43","AT1G03750"
"44","AT1G03770"
"45","AT1G03830"
"46","AT1G03920"
"47","AT1G03930"
"48","AT1G03960"
"49","AT1G04010"
"50","AT1G04047"
"51","AT1G04053"
"52","AT1G04240"
"53","AT1G04295"
"54","AT1G04310"
"55","AT1G04353"
"56","AT1G04360"
"57","AT1G04390"
"58","AT1G04420"
"59","AT1G04490"
"60","AT1G04635"
"61","AT1G04640"
"62","AT1G04710"
"63","AT1G04730"
"64","AT1G04760"
"65","AT1G04773"
"66","AT1G04803"
"67","AT1G04930"
"68","AT1G04977"
"69","AT1G05000"
"70","AT1G05065"
"71","AT1G05090"
"72","AT1G05140"
"73","AT1G05183"
"74","AT1G05187"
"75","AT1G05230"
"76","AT1G05300"
"77","AT1G05320"
"78","AT1G05385"
"79","AT1G05440"
"80","AT1G05460"
"81","AT1G05467"
"82","AT1G05553"
"83","AT1G05557"
"84","AT1G05630"
"85","AT1G05670"
"86","AT1G05687"
"87","AT1G05700"
"88","AT1G05767"
"89","AT1G05770"
"90","AT1G05790"
"91","AT1G05835"
"92","AT1G05900"
"93","AT1G06050"
"94","AT1G06225"
"95","AT1G06270"
"96","AT1G06420"
"97","AT1G06430"
"98","AT1G06473"
"99","AT1G06475"
"100","AT1G06490"
"101","AT1G06580"
"102","AT1G06660"
"103","AT1G06740"
"104","AT1G06787"
"105","AT1G06910"
"106","AT1G07090"
"107","AT1G07280"
"108","AT1G07367"
"109","AT1G07373"
"110","AT1G07380"
"111","AT1G07560"
"112","AT1G07607"
"113","AT1G07730"
"114","AT1G07743"
"115","AT1G07745"
"116","AT1G07803"
"117","AT1G07847"
"118","AT1G07910"
"119","AT1G07937"
"120","AT1G08043"
"121","AT1G08050"
"122","AT1G08087"
"123","AT1G08180"
"124","AT1G08280"
"125","AT1G08400"
"126","AT1G08470"
"127","AT1G08540"
"128","AT1G08610"
"129","AT1G08645"
"130","AT1G08727"
"131","AT1G08840"
"132","AT1G08857"
"133","AT1G08910"
"134","AT1G08973"
"135","AT1G09000"
"136","AT1G09023"
"137","AT1G09027"
"138","AT1G09195"
"139","AT1G09247"
"140","AT1G09450"
"141","AT1G09540"
"142","AT1G09575"
"143","AT1G09710"
"144","AT1G09783"
"145","AT1G09794"
"146","AT1G09800"
"147","AT1G09820"
"148","AT1G09863"
"149","AT1G09960"
"150","AT1G10040"
"151","AT1G10050"
"152","AT1G10090"
"153","AT1G10230"
"154","AT1G10240"
"155","AT1G10270"
"156","AT1G10280"
"157","AT1G10320"
"158","AT1G10400"
"159","AT1G10460"
"160","AT1G10510"
"161","AT1G10520"
"162","AT1G10560"
"163","AT1G10610"
"164","AT1G10730"
"165","AT1G10810"
"166","AT1G10930"
"167","AT1G11100"
"168","AT1G11120"
"169","AT1G11125"
"170","AT1G11180"
"171","AT1G11220"
"172","AT1G11270"
"173","AT1G11420"
"174","AT1G11440"
"175","AT1G11450"
"176","AT1G11570"
"177","AT1G11800"
"178","AT1G11880"
"179","AT1G11900"
"180","AT1G11940"
"181","AT1G11950"
"182","AT1G11960"
"183","AT1G12244"
"184","AT1G12260"
"185","AT1G12290"
"186","AT1G12420"
"187","AT1G12430"
"188","AT1G12620"
"189","AT1G12710"
"190","AT1G12730"
"191","AT1G12775"
"192","AT1G12800"
"193","AT1G13040"
"194","AT1G13050"
"195","AT1G13100"
"196","AT1G13420"
"197","AT1G13430"
"198","AT1G13448"
"199","AT1G13540"
"200","AT1G13550"
"201","AT1G13609"
"202","AT1G13635"
"203","AT1G13670"
"204","AT1G13700"
"205","AT1G13740"
"206","AT1G13780"
"207","AT1G13820"
"208","AT1G13870"
"209","AT1G13910"
"210","AT1G13920"
"211","AT1G13940"
"212","AT1G13970"
"213","AT1G14460"
"214","AT1G14480"
"215","AT1G14530"
"216","AT1G14540"
"217","AT1G14580"
"218","AT1G14590"
"219","AT1G14687"
"220","AT1G14720"
"221","AT1G14770"
"222","AT1G14780"
"223","AT1G14790"
"224","AT1G14840"
"225","AT1G14970"
"226","AT1G15050"
"227","AT1G15080"
"228","AT1G15175"
"229","AT1G15290"
"230","AT1G15385"
"231","AT1G15490"
"232","AT1G15700"
"233","AT1G15720"
"234","AT1G15730"
"235","AT1G15870"
"236","AT1G15885"
"237","AT1G15890"
"238","AT1G15900"
"239","AT1G16060"
"240","AT1G16110"
"241","AT1G16150"
"242","AT1G16160"
"243","AT1G16220"
"244","AT1G16250"
"245","AT1G16260"
"246","AT1G16310"
"247","AT1G16330"
"248","AT1G16489"
"249","AT1G16590"
"250","AT1G16630"
"251","AT1G16635"
"252","AT1G16690"
"253","AT1G16790"
"254","AT1G16820"
"255","AT1G16825"
"256","AT1G16830"
"257","AT1G17020"
"258","AT1G17040"
"259","AT1G17050"
"260","AT1G17070"
"261","AT1G17090"
"262","AT1G17140"
"263","AT1G17220"
"264","AT1G17232"
"265","AT1G17255"
"266","AT1G17300"
"267","AT1G17450"
"268","AT1G17460"
"269","AT1G17590"
"270","AT1G17640"
"271","AT1G17650"
"272","AT1G17665"
"273","AT1G17744"
"274","AT1G17790"
"275","AT1G17820"
"276","AT1G17840"
"277","AT1G17940"
"278","AT1G18010"
"279","AT1G18030"
"280","AT1G18090"
"281","AT1G18180"
"282","AT1G18200"
"283","AT1G18265"
"284","AT1G18320"
"285","AT1G18335"
"286","AT1G18360"
"287","AT1G18382"
"288","AT1G18415"
"289","AT1G18440"
"290","AT1G18550"
"291","AT1G18560"
"292","AT1G18590"
"293","AT1G18610"
"294","AT1G18620"
"295","AT1G18773"
"296","AT1G19010"
"297","AT1G19100"
"298","AT1G19115"
"299","AT1G19250"
"300","AT1G19290"
"301","AT1G19396"
"302","AT1G19397"
"303","AT1G19480"
"304","AT1G19490"
"305","AT1G19780"
"306","AT1G19840"
"307","AT1G19950"
"308","AT1G19980"
"309","AT1G20060"
"310","AT1G20065"
"311","AT1G20300"
"312","AT1G20480"
"313","AT1G20550"
"314","AT1G20640"
"315","AT1G20700"
"316","AT1G20780"
"317","AT1G20810"
"318","AT1G21010"
"319","AT1G21120"
"320","AT1G21130"
"321","AT1G21140"
"322","AT1G21250"
"323","AT1G21350"
"324","AT1G21390"
"325","AT1G21410"
"326","AT1G21520"
"327","AT1G21650"
"328","AT1G21651"
"329","AT1G21670"
"330","AT1G21790"
"331","AT1G22403"
"332","AT1G22540"
"333","AT1G22570"
"334","AT1G22660"
"335","AT1G22860"
"336","AT1G22870"
"337","AT1G22985"
"338","AT1G23060"
"339","AT1G23140"
"340","AT1G23150"
"341","AT1G23180"
"342","AT1G23230"
"343","AT1G23330"
"344","AT1G23340"
"345","AT1G23360"
"346","AT1G23530"
"347","AT1G23840"
"348","AT1G23880"
"349","AT1G23980"
"350","AT1G24090"
"351","AT1G24095"
"352","AT1G24130"
"353","AT1G24265"
"354","AT1G24290"
"355","AT1G24300"
"356","AT1G24330"
"357","AT1G24490"
"358","AT1G24600"
"359","AT1G24735"
"360","AT1G25250"
"361","AT1G25290"
"362","AT1G25375"
"363","AT1G25450"
"364","AT1G25460"
"365","AT1G25470"
"366","AT1G25480"
"367","AT1G26130"
"368","AT1G26150"
"369","AT1G26190"
"370","AT1G26208"
"371","AT1G26218"
"372","AT1G26330"
"373","AT1G26530"
"374","AT1G26730"
"375","AT1G26760"
"376","AT1G26810"
"377","AT1G26870"
"378","AT1G26900"
"379","AT1G27070"
"380","AT1G27170"
"381","AT1G27180"
"382","AT1G27200"
"383","AT1G27360"
"384","AT1G27370"
"385","AT1G27410"
"386","AT1G27420"
"387","AT1G27430"
"388","AT1G27460"
"389","AT1G27500"
"390","AT1G27620"
"391","AT1G27690"
"392","AT1G27740"
"393","AT1G27910"
"394","AT1G28080"
"395","AT1G28210"
"396","AT1G28390"
"397","AT1G28470"
"398","AT1G28550"
"399","AT1G28760"
"400","AT1G29100"
"401","AT1G29195"
"402","AT1G29240"
"403","AT1G29290"
"404","AT1G29380"
"405","AT1G29410"
"406","AT1G29550"
"407","AT1G29700"
"408","AT1G29710"
"409","AT1G29740"
"410","AT1G29750"
"411","AT1G29800"
"412","AT1G29840"
"413","AT1G29960"
"414","AT1G30080"
"415","AT1G30240"
"416","AT1G30280"
"417","AT1G30282"
"418","AT1G30410"
"419","AT1G30473"
"420","AT1G30570"
"421","AT1G30757"
"422","AT1G30845"
"423","AT1G30960"
"424","AT1G31010"
"425","AT1G31040"
"426","AT1G31150"
"427","AT1G31175"
"428","AT1G31280"
"429","AT1G31320"
"430","AT1G31330"
"431","AT1G31335"
"432","AT1G31410"
"433","AT1G31580"
"434","AT1G31650"
"435","AT1G31710"
"436","AT1G31720"
"437","AT1G31835"
"438","AT1G32200"
"439","AT1G32220"
"440","AT1G32530"
"441","AT1G32583"
"442","AT1G32610"
"443","AT1G32870"
"444","AT1G32900"
"445","AT1G32940"
"446","AT1G33030"
"447","AT1G33080"
"448","AT1G33170"
"449","AT1G33390"
"450","AT1G33540"
"451","AT1G33560"
"452","AT1G33610"
"453","AT1G33612"
"454","AT1G33840"
"455","AT1G34120"
"456","AT1G34180"
"457","AT1G34210"
"458","AT1G34260"
"459","AT1G34270"
"460","AT1G34380"
"461","AT1G34570"
"462","AT1G34670"
"463","AT1G35140"
"464","AT1G35210"
"465","AT1G35340"
"466","AT1G35350"
"467","AT1G35460"
"468","AT1G35610"
"469","AT1G35660"
"470","AT1G35910"
"471","AT1G36280"
"472","AT1G36640"
"473","AT1G38131"
"474","AT1G42540"
"475","AT1G43020"
"476","AT1G43245"
"477","AT1G43620"
"478","AT1G43650"
"479","AT1G43765"
"480","AT1G43770"
"481","AT1G44120"
"482","AT1G44125"
"483","AT1G44350"
"484","AT1G44608"
"485","AT1G44920"
"486","AT1G45110"
"487","AT1G45150"
"488","AT1G45163"
"489","AT1G45165"
"490","AT1G45180"
"491","AT1G45230"
"492","AT1G45231"
"493","AT1G45248"
"494","AT1G47271"
"495","AT1G47340"
"496","AT1G47600"
"497","AT1G47603"
"498","AT1G47760"
"499","AT1G47870"
"500","AT1G48040"
"501","AT1G48050"
"502","AT1G48070"
"503","AT1G48120"
"504","AT1G48280"
"505","AT1G48310"
"506","AT1G48355"
"507","AT1G48360"
"508","AT1G48480"
"509","AT1G48540"
"510","AT1G48560"
"511","AT1G48640"
"512","AT1G48690"
"513","AT1G48745"
"514","AT1G48770"
"515","AT1G48840"
"516","AT1G48880"
"517","AT1G49110"
"518","AT1G49160"
"519","AT1G49180"
"520","AT1G49200"
"521","AT1G49230"
"522","AT1G49560"
"523","AT1G49620"
"524","AT1G49630"
"525","AT1G49730"
"526","AT1G49832"
"527","AT1G49840"
"528","AT1G49870"
"529","AT1G49880"
"530","AT1G49910"
"531","AT1G49980"
"532","AT1G50260"
"533","AT1G50290"
"534","AT1G50360"
"535","AT1G50450"
"536","AT1G50659"
"537","AT1G50700"
"538","AT1G50840"
"539","AT1G50890"
"540","AT1G50900"
"541","AT1G50970"
"542","AT1G51220"
"543","AT1G51270"
"544","AT1G51310"
"545","AT1G51350"
"546","AT1G51355"
"547","AT1G51380"
"548","AT1G51450"
"549","AT1G51580"
"550","AT1G51840"
"551","AT1G51890"
"552","AT1G51965"
"553","AT1G52080"
"554","AT1G52120"
"555","AT1G52160"
"556","AT1G52190"
"557","AT1G52520"
"558","AT1G52550"
"559","AT1G52565"
"560","AT1G52618"
"561","AT1G52630"
"562","AT1G53025"
"563","AT1G53110"
"564","AT1G53140"
"565","AT1G53163"
"566","AT1G53200"
"567","AT1G53345"
"568","AT1G53350"
"569","AT1G53490"
"570","AT1G53633"
"571","AT1G53790"
"572","AT1G53800"
"573","AT1G53887"
"574","AT1G53970"
"575","AT1G54010"
"576","AT1G54110"
"577","AT1G54200"
"578","AT1G54220"
"579","AT1G54330"
"580","AT1G54350"
"581","AT1G54400"
"582","AT1G54450"
"583","AT1G54500"
"584","AT1G54540"
"585","AT1G54570"
"586","AT1G54840"
"587","AT1G54960"
"588","AT1G55020"
"589","AT1G55110"
"590","AT1G55180"
