"","phyD_FLT_c1.which.mclass....8...1."
"1","AT1G01020"
"2","AT1G01070"
"3","AT1G01160"
"4","AT1G01230"
"5","AT1G01300"
"6","AT1G01360"
"7","AT1G01470"
"8","AT1G01490"
"9","AT1G01510"
"10","AT1G01730"
"11","AT1G01910"
"12","AT1G01960"
"13","AT1G02080"
"14","AT1G02090"
"15","AT1G02100"
"16","AT1G02120"
"17","AT1G02170"
"18","AT1G02220"
"19","AT1G02410"
"20","AT1G02560"
"21","AT1G02816"
"22","AT1G02870"
"23","AT1G02920"
"24","AT1G02930"
"25","AT1G03040"
"26","AT1G03080"
"27","AT1G03090"
"28","AT1G03140"
"29","AT1G03150"
"30","AT1G03210"
"31","AT1G03290"
"32","AT1G03330"
"33","AT1G03590"
"34","AT1G03610"
"35","AT1G03910"
"36","AT1G04080"
"37","AT1G04140"
"38","AT1G04170"
"39","AT1G04190"
"40","AT1G04340"
"41","AT1G04430"
"42","AT1G04440"
"43","AT1G04510"
"44","AT1G04520"
"45","AT1G04590"
"46","AT1G04630"
"47","AT1G04770"
"48","AT1G04940"
"49","AT1G04960"
"50","AT1G04985"
"51","AT1G05147"
"52","AT1G05205"
"53","AT1G05340"
"54","AT1G05350"
"55","AT1G05380"
"56","AT1G05575"
"57","AT1G05620"
"58","AT1G05785"
"59","AT1G05840"
"60","AT1G05890"
"61","AT1G05940"
"62","AT1G06130"
"63","AT1G06220"
"64","AT1G06230"
"65","AT1G06400"
"66","AT1G06410"
"67","AT1G06530"
"68","AT1G06540"
"69","AT1G06620"
"70","AT1G06640"
"71","AT1G06670"
"72","AT1G06870"
"73","AT1G06890"
"74","AT1G06900"
"75","AT1G06960"
"76","AT1G06980"
"77","AT1G07020"
"78","AT1G07030"
"79","AT1G07040"
"80","AT1G07070"
"81","AT1G07210"
"82","AT1G07310"
"83","AT1G07350"
"84","AT1G07360"
"85","AT1G07370"
"86","AT1G07470"
"87","AT1G07660"
"88","AT1G07670"
"89","AT1G07750"
"90","AT1G07960"
"91","AT1G07985"
"92","AT1G08037"
"93","AT1G08110"
"94","AT1G08130"
"95","AT1G08160"
"96","AT1G08283"
"97","AT1G08370"
"98","AT1G08430"
"99","AT1G08450"
"100","AT1G08477"
"101","AT1G08510"
"102","AT1G08570"
"103","AT1G08650"
"104","AT1G08660"
"105","AT1G08770"
"106","AT1G08780"
"107","AT1G08820"
"108","AT1G08970"
"109","AT1G09070"
"110","AT1G09160"
"111","AT1G09250"
"112","AT1G09270"
"113","AT1G09280"
"114","AT1G09330"
"115","AT1G09520"
"116","AT1G09570"
"117","AT1G09580"
"118","AT1G09630"
"119","AT1G09645"
"120","AT1G09660"
"121","AT1G09760"
"122","AT1G09815"
"123","AT1G09840"
"124","AT1G09920"
"125","AT1G10070"
"126","AT1G10140"
"127","AT1G10290"
"128","AT1G10410"
"129","AT1G10430"
"130","AT1G10500"
"131","AT1G10530"
"132","AT1G10690"
"133","AT1G10700"
"134","AT1G10760"
"135","AT1G10865"
"136","AT1G10890"
"137","AT1G10940"
"138","AT1G10990"
"139","AT1G11240"
"140","AT1G11260"
"141","AT1G11310"
"142","AT1G11360"
"143","AT1G11400"
"144","AT1G11430"
"145","AT1G11480"
"146","AT1G11530"
"147","AT1G11750"
"148","AT1G11890"
"149","AT1G12010"
"150","AT1G12050"
"151","AT1G12110"
"152","AT1G12120"
"153","AT1G12160"
"154","AT1G12270"
"155","AT1G12360"
"156","AT1G12390"
"157","AT1G12410"
"158","AT1G12520"
"159","AT1G12640"
"160","AT1G12650"
"161","AT1G12760"
"162","AT1G12780"
"163","AT1G12810"
"164","AT1G12820"
"165","AT1G12850"
"166","AT1G13060"
"167","AT1G13245"
"168","AT1G13320"
"169","AT1G13360"
"170","AT1G13450"
"171","AT1G13730"
"172","AT1G13950"
"173","AT1G13980"
"174","AT1G13990"
"175","AT1G14000"
"176","AT1G14010"
"177","AT1G14060"
"178","AT1G14080"
"179","AT1G14210"
"180","AT1G14290"
"181","AT1G14300"
"182","AT1G14380"
"183","AT1G14510"
"184","AT1G14570"
"185","AT1G14610"
"186","AT1G14650"
"187","AT1G14685"
"188","AT1G14690"
"189","AT1G14740"
"190","AT1G14810"
"191","AT1G14830"
"192","AT1G14860"
"193","AT1G14890"
"194","AT1G15100"
"195","AT1G15200"
"196","AT1G15210"
"197","AT1G15230"
"198","AT1G15280"
"199","AT1G15330"
"200","AT1G15390"
"201","AT1G15420"
"202","AT1G15625"
"203","AT1G15640"
"204","AT1G15740"
"205","AT1G15860"
"206","AT1G15880"
"207","AT1G15920"
"208","AT1G15960"
"209","AT1G16010"
"210","AT1G16170"
"211","AT1G16190"
"212","AT1G16210"
"213","AT1G16350"
"214","AT1G16460"
"215","AT1G16840"
"216","AT1G16860"
"217","AT1G16870"
"218","AT1G17060"
"219","AT1G17190"
"220","AT1G17210"
"221","AT1G17280"
"222","AT1G17285"
"223","AT1G17370"
"224","AT1G17455"
"225","AT1G17470"
"226","AT1G17510"
"227","AT1G17530"
"228","AT1G17720"
"229","AT1G17745"
"230","AT1G18070"
"231","AT1G18150"
"232","AT1G18250"
"233","AT1G18270"
"234","AT1G18450"
"235","AT1G18470"
"236","AT1G18500"
"237","AT1G18640"
"238","AT1G18800"
"239","AT1G18880"
"240","AT1G18980"
"241","AT1G19120"
"242","AT1G19130"
"243","AT1G19180"
"244","AT1G19310"
"245","AT1G19450"
"246","AT1G19580"
"247","AT1G19600"
"248","AT1G19660"
"249","AT1G19680"
"250","AT1G19770"
"251","AT1G19835"
"252","AT1G19870"
"253","AT1G19920"
"254","AT1G20110"
"255","AT1G20190"
"256","AT1G20220"
