"","phyD_FLT_c1.which.mclass....6...1."
"1","AT1G01120"
"2","AT1G01130"
"3","AT1G01140"
"4","AT1G01200"
"5","AT1G01340"
"6","AT1G01380"
"7","AT1G01570"
"8","AT1G01610"
"9","AT1G01660"
"10","AT1G01700"
"11","AT1G01715"
"12","AT1G01740"
"13","AT1G01810"
"14","AT1G01840"
"15","AT1G01900"
"16","AT1G02010"
"17","AT1G02380"
"18","AT1G02390"
"19","AT1G02420"
"20","AT1G02460"
"21","AT1G02670"
"22","AT1G03200"
"23","AT1G03300"
"24","AT1G03495"
"25","AT1G03510"
"26","AT1G03545"
"27","AT1G03600"
"28","AT1G03620"
"29","AT1G03790"
"30","AT1G03800"
"31","AT1G03940"
"32","AT1G03980"
"33","AT1G03990"
"34","AT1G03993"
"35","AT1G04007"
"36","AT1G04050"
"37","AT1G04067"
"38","AT1G04100"
"39","AT1G04117"
"40","AT1G04160"
"41","AT1G04220"
"42","AT1G04233"
"43","AT1G04247"
"44","AT1G04297"
"45","AT1G04350"
"46","AT1G04425"
"47","AT1G04433"
"48","AT1G04477"
"49","AT1G04487"
"50","AT1G04513"
"51","AT1G04540"
"52","AT1G04620"
"53","AT1G04650"
"54","AT1G04700"
"55","AT1G04707"
"56","AT1G04733"
"57","AT1G04778"
"58","AT1G04840"
"59","AT1G04917"
"60","AT1G05030"
"61","AT1G05163"
"62","AT1G05240"
"63","AT1G05273"
"64","AT1G05277"
"65","AT1G05287"
"66","AT1G05310"
"67","AT1G05333"
"68","AT1G05370"
"69","AT1G05397"
"70","AT1G05400"
"71","AT1G05453"
"72","AT1G05530"
"73","AT1G05577"
"74","AT1G05600"
"75","AT1G05640"
"76","AT1G05820"
"77","AT1G05873"
"78","AT1G05943"
"79","AT1G05950"
"80","AT1G06080"
"81","AT1G06083"
"82","AT1G06120"
"83","AT1G06140"
"84","AT1G06143"
"85","AT1G06213"
"86","AT1G06265"
"87","AT1G06287"
"88","AT1G06310"
"89","AT1G06330"
"90","AT1G06357"
"91","AT1G06440"
"92","AT1G06463"
"93","AT1G06710"
"94","AT1G06990"
"95","AT1G07119"
"96","AT1G07120"
"97","AT1G07150"
"98","AT1G07187"
"99","AT1G07270"
"100","AT1G07290"
"101","AT1G07400"
"102","AT1G07485"
"103","AT1G07490"
"104","AT1G07513"
"105","AT1G07547"
"106","AT1G07550"
"107","AT1G07603"
"108","AT1G07620"
"109","AT1G07667"
"110","AT1G07710"
"111","AT1G07733"
"112","AT1G07737"
"113","AT1G07740"
"114","AT1G07753"
"115","AT1G07795"
"116","AT1G07897"
"117","AT1G07902"
"118","AT1G07933"
"119","AT1G08003"
"120","AT1G08070"
"121","AT1G08173"
"122","AT1G08213"
"123","AT1G08217"
"124","AT1G08270"
"125","AT1G08310"
"126","AT1G08317"
"127","AT1G08380"
"128","AT1G08387"
"129","AT1G08463"
"130","AT1G08543"
"131","AT1G08643"
"132","AT1G08730"
"133","AT1G08853"
"134","AT1G08900"
"135","AT1G08980"
"136","AT1G09040"
"137","AT1G09050"
"138","AT1G09155"
"139","AT1G09190"
"140","AT1G09220"
"141","AT1G09297"
"142","AT1G09340"
"143","AT1G09383"
"144","AT1G09390"
"145","AT1G09440"
"146","AT1G09443"
"147","AT1G09480"
"148","AT1G09487"
"149","AT1G09497"
"150","AT1G09500"
"151","AT1G09523"
"152","AT1G09530"
"153","AT1G09533"
"154","AT1G09543"
"155","AT1G09600"
"156","AT1G09610"
"157","AT1G09627"
"158","AT1G09650"
"159","AT1G09680"
"160","AT1G09697"
"161","AT1G09750"
"162","AT1G09812"
"163","AT1G09880"
"164","AT1G09890"
"165","AT1G09900"
"166","AT1G09930"
"167","AT1G09963"
"168","AT1G09987"
"169","AT1G09993"
"170","AT1G10300"
"171","AT1G10330"
"172","AT1G10417"
"173","AT1G10657"
"174","AT1G10800"
"175","AT1G10920"
"176","AT1G10960"
"177","AT1G11160"
"178","AT1G11170"
"179","AT1G11300"
"180","AT1G11320"
"181","AT1G11330"
"182","AT1G11490"
"183","AT1G11591"
"184","AT1G11700"
"185","AT1G11710"
"186","AT1G11915"
"187","AT1G12030"
"188","AT1G12060"
"189","AT1G12130"
"190","AT1G12150"
"191","AT1G12210"
"192","AT1G12211"
"193","AT1G12220"
"194","AT1G12250"
"195","AT1G12280"
"196","AT1G12300"
"197","AT1G12330"
"198","AT1G12370"
"199","AT1G12380"
"200","AT1G12460"
"201","AT1G12480"
"202","AT1G12550"
"203","AT1G12600"
"204","AT1G12700"
"205","AT1G12860"
"206","AT1G12950"
"207","AT1G13090"
"208","AT1G13140"
"209","AT1G13150"
"210","AT1G13330"
"211","AT1G13340"
"212","AT1G13410"
"213","AT1G13480"
"214","AT1G13520"
"215","AT1G13600"
"216","AT1G13680"
"217","AT1G13800"
"218","AT1G14030"
"219","AT1G14150"
"220","AT1G14185"
"221","AT1G14190"
"222","AT1G14205"
"223","AT1G14280"
"224","AT1G14430"
"225","AT1G14490"
"226","AT1G14520"
"227","AT1G14660"
"228","AT1G14680"
"229","AT1G14700"
"230","AT1G14750"
"231","AT1G15180"
"232","AT1G15190"
"233","AT1G15415"
"234","AT1G15770"
"235","AT1G15820"
"236","AT1G16022"
"237","AT1G16030"
"238","AT1G16130"
"239","AT1G16225"
"240","AT1G16370"
"241","AT1G16390"
"242","AT1G16400"
"243","AT1G16445"
"244","AT1G16480"
"245","AT1G16490"
"246","AT1G16500"
"247","AT1G16510"
"248","AT1G16515"
"249","AT1G16640"
"250","AT1G16720"
"251","AT1G16780"
"252","AT1G16905"
"253","AT1G17065"
"254","AT1G17100"
"255","AT1G17230"
"256","AT1G17235"
"257","AT1G17250"
"258","AT1G17345"
"259","AT1G17400"
"260","AT1G17630"
"261","AT1G17750"
"262","AT1G17830"
"263","AT1G17870"
"264","AT1G17920"
"265","AT1G17960"
"266","AT1G18000"
"267","AT1G18060"
"268","AT1G18140"
"269","AT1G18170"
"270","AT1G18280"
"271","AT1G18420"
"272","AT1G18485"
"273","AT1G18670"
"274","AT1G18750"
"275","AT1G19025"
"276","AT1G19190"
"277","AT1G19230"
"278","AT1G19330"
"279","AT1G19340"
"280","AT1G19380"
"281","AT1G19650"
"282","AT1G19715"
"283","AT1G20030"
"284","AT1G20230"
"285","AT1G20470"
"286","AT1G20515"
"287","AT1G20530"
"288","AT1G20570"
"289","AT1G20720"
"290","AT1G21060"
"291","AT1G21150"
"292","AT1G21210"
"293","AT1G21320"
"294","AT1G21326"
"295","AT1G21340"
"296","AT1G21460"
"297","AT1G21528"
"298","AT1G21590"
"299","AT1G21695"
"300","AT1G21860"
"301","AT1G21910"
"302","AT1G22030"
"303","AT1G22220"
"304","AT1G22275"
"305","AT1G22370"
"306","AT1G22460"
"307","AT1G22550"
"308","AT1G22830"
"309","AT1G22890"
"310","AT1G22980"
"311","AT1G23010"
"312","AT1G23201"
"313","AT1G23350"
"314","AT1G23550"
"315","AT1G23790"
"316","AT1G23970"
"317","AT1G24140"
"318","AT1G24150"
"319","AT1G24210"
"320","AT1G24430"
"321","AT1G24530"
"322","AT1G24575"
"323","AT1G24620"
"324","AT1G24851"
"325","AT1G25180"
"326","AT1G25360"
"327","AT1G25370"
"328","AT1G25400"
"329","AT1G26200"
"330","AT1G26210"
"331","AT1G26220"
"332","AT1G26290"
"333","AT1G26890"
"334","AT1G26970"
"335","AT1G27020"
"336","AT1G27060"
"337","AT1G27110"
"338","AT1G27120"
"339","AT1G27380"
"340","AT1G27640"
"341","AT1G27720"
"342","AT1G27880"
"343","AT1G27950"
"344","AT1G28230"
"345","AT1G28360"
"346","AT1G28480"
"347","AT1G28530"
"348","AT1G28560"
"349","AT1G28600"
"350","AT1G28670"
"351","AT1G28710"
"352","AT1G28765"
"353","AT1G29071"
"354","AT1G29180"
"355","AT1G29200"
"356","AT1G29270"
"357","AT1G29600"
"358","AT1G29730"
"359","AT1G29770"
"360","AT1G29830"
"361","AT1G29860"
"362","AT1G29930"
"363","AT1G30010"
"364","AT1G30040"
"365","AT1G30220"
"366","AT1G30290"
"367","AT1G30370"
"368","AT1G30500"
"369","AT1G30520"
"370","AT1G30610"
"371","AT1G31190"
"372","AT1G31240"
"373","AT1G31310"
"374","AT1G31350"
"375","AT1G31490"
"376","AT1G31670"
"377","AT1G31790"
"378","AT1G31800"
"379","AT1G31880"
"380","AT1G32270"
"381","AT1G32415"
"382","AT1G32520"
"383","AT1G32550"
"384","AT1G32740"
"385","AT1G33090"
"386","AT1G33260"
"387","AT1G33280"
"388","AT1G33340"
"389","AT1G33350"
"390","AT1G33440"
"391","AT1G33475"
"392","AT1G33500"
"393","AT1G34040"
"394","AT1G34047"
"395","AT1G34160"
"396","AT1G34340"
"397","AT1G34355"
"398","AT1G34460"
"399","AT1G34844"
"400","AT1G35230"
"401","AT1G35250"
"402","AT1G35255"
"403","AT1G35530"
"404","AT1G35545"
"405","AT1G35560"
"406","AT1G35710"
"407","AT1G36180"
"408","AT1G37150"
"409","AT1G38065"
"410","AT1G43980"
"411","AT1G44020"
"412","AT1G44030"
"413","AT1G44446"
"414","AT1G44830"
"415","AT1G45201"
"416","AT1G45229"
"417","AT1G47560"
"418","AT1G47578"
"419","AT1G47580"
"420","AT1G47620"
"421","AT1G47655"
"422","AT1G47890"
"423","AT1G48000"
"424","AT1G48325"
"425","AT1G48390"
"426","AT1G48580"
"427","AT1G48698"
"428","AT1G48740"
"429","AT1G49000"
"430","AT1G49005"
"431","AT1G49205"
"432","AT1G49210"
"433","AT1G49380"
"434","AT1G49490"
"435","AT1G49520"
"436","AT1G49650"
"437","AT1G49960"
"438","AT1G50000"
"439","AT1G50040"
"440","AT1G50270"
"441","AT1G50590"
"442","AT1G50790"
"443","AT1G50930"
"444","AT1G50950"
"445","AT1G51080"
"446","AT1G51100"
"447","AT1G51370"
"448","AT1G51402"
"449","AT1G51405"
"450","AT1G51470"
"451","AT1G51520"
"452","AT1G51620"
"453","AT1G51700"
"454","AT1G52130"
"455","AT1G52240"
"456","AT1G52290"
"457","AT1G52315"
"458","AT1G52450"
"459","AT1G52530"
"460","AT1G52590"
"461","AT1G52620"
"462","AT1G52640"
"463","AT1G52660"
"464","AT1G52920"
"465","AT1G53060"
"466","AT1G53230"
"467","AT1G53233"
"468","AT1G53250"
"469","AT1G53330"
"470","AT1G53340"
"471","AT1G53542"
"472","AT1G53600"
"473","AT1G53625"
"474","AT1G53660"
"475","AT1G53700"
"476","AT1G53708"
"477","AT1G53900"
"478","AT1G53940"
"479","AT1G53950"
"480","AT1G53980"
"481","AT1G53990"
"482","AT1G54050"
"483","AT1G54530"
"484","AT1G54790"
"485","AT1G54970"
"486","AT1G55040"
"487","AT1G55050"
"488","AT1G55200"
"489","AT1G55240"
"490","AT1G55265"
"491","AT1G55380"
"492","AT1G55480"
"493","AT1G55580"
"494","AT1G55700"
"495","AT1G55910"
"496","AT1G55915"
"497","AT1G55940"
"498","AT1G55970"
"499","AT1G55980"
"500","AT1G55990"
"501","AT1G56130"
"502","AT1G56500"
"503","AT1G56670"
"504","AT1G56690"
"505","AT1G57590"
"506","AT1G58007"
"507","AT1G58150"
"508","AT1G58160"
"509","AT1G58170"
"510","AT1G58223"
"511","AT1G58520"
"512","AT1G58643"
"513","AT1G58684"
"514","AT1G59171"
"515","AT1G59312"
"516","AT1G59560"
"517","AT1G59720"
"518","AT1G59730"
"519","AT1G59840"
"520","AT1G60030"
"521","AT1G60060"
"522","AT1G60095"
"523","AT1G60110"
"524","AT1G60130"
"525","AT1G60160"
"526","AT1G60360"
"527","AT1G60460"
"528","AT1G60530"
"529","AT1G60930"
"530","AT1G61190"
"531","AT1G61380"
"532","AT1G61400"
"533","AT1G61415"
"534","AT1G61420"
"535","AT1G61440"
"536","AT1G61460"
"537","AT1G61490"
"538","AT1G61500"
"539","AT1G61860"
"540","AT1G61970"
"541","AT1G62260"
"542","AT1G62262"
"543","AT1G62350"
"544","AT1G62500"
"545","AT1G62620"
"546","AT1G62670"
"547","AT1G62780"
"548","AT1G62870"
"549","AT1G62910"
"550","AT1G62914"
"551","AT1G62930"
"552","AT1G62981"
"553","AT1G62990"
"554","AT1G63020"
"555","AT1G63080"
"556","AT1G63150"
"557","AT1G63230"
"558","AT1G63240"
"559","AT1G63380"
"560","AT1G63450"
"561","AT1G63520"
"562","AT1G63650"
"563","AT1G63670"
"564","AT1G63730"
"565","AT1G63860"
"566","AT1G64065"
"567","AT1G64170"
"568","AT1G64180"
"569","AT1G64355"
"570","AT1G64370"
"571","AT1G64430"
"572","AT1G64455"
"573","AT1G64480"
"574","AT1G64563"
"575","AT1G64572"
"576","AT1G64583"
"577","AT1G64860"
"578","AT1G64940"
"579","AT1G65120"
"580","AT1G65190"
"581","AT1G65620"
"582","AT1G65710"
"583","AT1G65850"
"584","AT1G65910"
"585","AT1G65920"
"586","AT1G66020"
"587","AT1G66345"
"588","AT1G66350"
"589","AT1G66400"
"590","AT1G66440"
"591","AT1G66450"
"592","AT1G66465"
"593","AT1G66480"
"594","AT1G66700"
"595","AT1G66800"
"596","AT1G66810"
"597","AT1G67035"
"598","AT1G67040"
"599","AT1G67070"
"600","AT1G67110"
"601","AT1G67440"
"602","AT1G67470"
"603","AT1G67650"
"604","AT1G67710"
"605","AT1G67790"
"606","AT1G67910"
"607","AT1G67980"
"608","AT1G68030"
"609","AT1G68240"
"610","AT1G68290"
"611","AT1G68360"
"612","AT1G68460"
"613","AT1G68590"
"614","AT1G68630"
"615","AT1G68830"
"616","AT1G68850"
"617","AT1G68870"
"618","AT1G68930"
"619","AT1G69020"
"620","AT1G69200"
"621","AT1G69240"
"622","AT1G69310"
"623","AT1G69430"
"624","AT1G69523"
"625","AT1G69610"
"626","AT1G69690"
"627","AT1G69710"
"628","AT1G69900"
"629","AT1G70070"
"630","AT1G70080"
"631","AT1G70170"
"632","AT1G70250"
"633","AT1G70335"
"634","AT1G70470"
"635","AT1G70505"
"636","AT1G70510"
"637","AT1G70581"
"638","AT1G70630"
"639","AT1G70650"
