"","X","WS_GC_c1.which.mclass....5...1."
"1816",1816,"AT2G29440"
"2022",2022,"AT2G39890"
"1271",1271,"AT1G76070"
"1605",1605,"AT2G19670"
"2258",2258,"AT3G02870"
"4651",4651,"AT5G25900"
"4125",4125,"AT5G01835"
"4942",4942,"AT5G48120"
"63",63,"AT1G03610"
"1680",1680,"AT2G23610"
"4627",4627,"AT5G24840"
"2333",2333,"AT3G05670"
"2120",2120,"AT2G44530"
"2377",2377,"AT3G07350"
"1419",1419,"AT2G02040"
"1462",1462,"AT2G04850"
"1421",1421,"AT2G02180"
"1824",1824,"AT2G30105"
"4861",4861,"AT5G44180"
"2034",2034,"AT2G40490"
"4774",4774,"AT5G40300"
"123",123,"AT1G05840"
"1675",1675,"AT2G23080"
"2433",2433,"AT3G09900"
"2410",2410,"AT3G08890"
"1776",1776,"AT2G27820"
"2732",2732,"AT3G21190"
"4094",4094,"AT4G39690"
"1712",1712,"AT2G25650"
"562",562,"AT1G24340"
"1687",1687,"AT2G24060"
"3395",3395,"AT4G04620"
"1265",1265,"AT1G75785"
"4182",4182,"AT5G04510"
"4352",4352,"AT5G12130"
"2495",2495,"AT3G12140"
"3888",3888,"AT4G31875"
"1126",1126,"AT1G69420"
"4892",4892,"AT5G45920"
"1927",1927,"AT2G35780"
"4498",4498,"AT5G18280"
"1986",1986,"AT2G38600"
"3836",3836,"AT4G29830"
"1137",1137,"AT1G70080"
"5198",5198,"AT5G59480"
"1128",1128,"AT1G69740"
"2591",2591,"AT3G15080"
"3074",3074,"AT3G54170"
"1332",1332,"AT1G78830"
"3119",3119,"AT3G55420"
"187",187,"AT1G08125"
"1455",1455,"AT2G04160"
"3333",3333,"AT4G01330"
"1004",1004,"AT1G62180"
"1929",1929,"AT2G35860"
"2484",2484,"AT3G11730"
"4218",4218,"AT5G06000"
"4975",4975,"AT5G49640"
"1562",1562,"AT2G17720"
"2040",2040,"AT2G40730"
"4872",4872,"AT5G44860"
"4577",4577,"AT5G22370"
"5049",5049,"AT5G53170"
"73",73,"AT1G04070"
"4124",4124,"AT5G01815"
"5174",5174,"AT5G58560"
"570",570,"AT1G25220"
"5212",5212,"AT5G60410"
"1032",1032,"AT1G63640"
"1531",1531,"AT2G16580"
"3993",3993,"AT4G35940"
"1182",1182,"AT1G71900"
"3230",3230,"AT3G60830"
"3378",3378,"AT4G03020"
"1587",1587,"AT2G18876"
"3872",3872,"AT4G31210"
"2195",2195,"AT2G47440"
"2207",2207,"AT2G47930"
"2611",2611,"AT3G15850"
"1239",1239,"AT1G74720"
"2113",2113,"AT2G44430"
"3111",3111,"AT3G55020"
"904",904,"AT1G54360"
"5322",5322,"AT5G64610"
"2029",2029,"AT2G40270"
"4237",4237,"AT5G06560"
"4819",4819,"AT5G42560"
"2924",2924,"AT3G45770"
"2203",2203,"AT2G47790"
"140",140,"AT1G06290"
"199",199,"AT1G08430"
"4460",4460,"AT5G16750"
"16",16,"AT1G01490"
"991",991,"AT1G61590"
"852",852,"AT1G51420"
"1089",1089,"AT1G67620"
"543",543,"AT1G23150"
"1932",1932,"AT2G35930"
"1893",1893,"AT2G33847"
"423",423,"AT1G17490"
"1990",1990,"AT2G38650"
"1445",1445,"AT2G03505"
"3665",3665,"AT4G21710"
"3717",3717,"AT4G24550"
"1924",1924,"AT2G35710"
"3379",3379,"AT4G03110"
"3369",3369,"AT4G02680"
"2150",2150,"AT2G45620"
"2147",2147,"AT2G45510"
"3297",3297,"AT3G63490"
"3589",3589,"AT4G17220"
"711",711,"AT1G33230"
"143",143,"AT1G06470"
"995",995,"AT1G61730"
"634",634,"AT1G28395"
"1838",1838,"AT2G31081"
"1963",1963,"AT2G37550"
"2368",2368,"AT3G07215"
"2716",2716,"AT3G20410"
"2660",2660,"AT3G18140"
"3673",3673,"AT4G22230"
"4358",4358,"AT5G12310"
"4640",4640,"AT5G25350"
"1527",1527,"AT2G16485"
"259",259,"AT1G10600"
"3496",3496,"AT4G12760"
"1492",1492,"AT2G09785"
"4296",4296,"AT5G09960"
"3042",3042,"AT3G52420"
"3521",3521,"AT4G14342"
"3203",3203,"AT3G59380"
"2881",2881,"AT3G29075"
"2534",2534,"AT3G13175"
"3083",3083,"AT3G54320"
"265",265,"AT1G10780"
"1771",1771,"AT2G27580"
"4425",4425,"AT5G15130"
"3579",3579,"AT4G17010"
"3645",3645,"AT4G20280"
"1071",1071,"AT1G66530"
"1395",1395,"AT2G01120"
"5329",5329,"AT5G64810"
"344",344,"AT1G13990"
"380",380,"AT1G15440"
"4972",4972,"AT5G49550"
"1925",1925,"AT2G35720"
"5187",5187,"AT5G58990"
"5093",5093,"AT5G55260"
"3216",3216,"AT3G60030"
"4164",4164,"AT5G03660"
"1104",1104,"AT1G68440"
"1396",1396,"AT2G01150"
"1176",1176,"AT1G71800"
"2351",2351,"AT3G06580"
"3270",3270,"AT3G62370"
"982",982,"AT1G60900"
"4003",4003,"AT4G36410"
"2909",2909,"AT3G43600"
"1318",1318,"AT1G78100"
"4643",4643,"AT5G25490"
"3126",3126,"AT3G55960"
"4037",4037,"AT4G37460"
"702",702,"AT1G32690"
"3279",3279,"AT3G62810"
"1899",1899,"AT2G34310"
"2056",2056,"AT2G41620"
"4966",4966,"AT5G49280"
"2121",2121,"AT2G44640"
"2085",2085,"AT2G43070"
"2929",2929,"AT3G46460"
"859",859,"AT1G51760"
"1728",1728,"AT2G26210"
"2968",2968,"AT3G48670"
"1734",1734,"AT2G26430"
"1619",1619,"AT2G20610"
"2263",2263,"AT3G02935"
"4829",4829,"AT5G42950"
"3360",3360,"AT4G02440"
"4625",4625,"AT5G24735"
"4345",4345,"AT5G11960"
"1411",1411,"AT2G01690"
"456",456,"AT1G19110"
"3843",3843,"AT4G30210"
"930",930,"AT1G55535"
"5124",5124,"AT5G56750"
"2265",2265,"AT3G03000"
"828",828,"AT1G49660"
"3383",3383,"AT4G03210"
"679",679,"AT1G31050"
"2931",2931,"AT3G46510"
"4631",4631,"AT5G24980"
"594",594,"AT1G26690"
"30",30,"AT1G02145"
"5078",5078,"AT5G54840"
"956",956,"AT1G58030"
"4323",4323,"AT5G11070"
"188",188,"AT1G08130"
"3231",3231,"AT3G60860"
"2386",2386,"AT3G07660"
"1029",1029,"AT1G63430"
"3896",3896,"AT4G32260"
"4588",4588,"AT5G22875"
"1902",1902,"AT2G34570"
"2492",2492,"AT3G12040"
"4994",4994,"AT5G50370"
"4115",4115,"AT5G01410"
"4406",4406,"AT5G14250"
"427",427,"AT1G17620"
"5391",5391,"AT5G66880"
"1923",1923,"AT2G35635"
"4790",4790,"AT5G40980"
"2272",2272,"AT3G03220"
"1069",1069,"AT1G66260"
"2731",2731,"AT3G21175"
"1458",1458,"AT2G04550"
"4809",4809,"AT5G42060"
"4762",4762,"AT5G39550"
"3811",3811,"AT4G28510"
"3920",3920,"AT4G32960"
"1952",1952,"AT2G36900"
"2875",2875,"AT3G28730"
"4415",4415,"AT5G14680"
"943",943,"AT1G56200"
"4765",4765,"AT5G39730"
"4081",4081,"AT4G39150"
"5403",5403,"AT5G67530"
"3445",3445,"AT4G09150"
"4943",4943,"AT5G48160"
"3709",3709,"AT4G24310"
"1936",1936,"AT2G36230"
"2850",2850,"AT3G27080"
"5011",5011,"AT5G51280"
"5126",5126,"AT5G56900"
"318",318,"AT1G13110"
"2250",2250,"AT3G02600"
"5357",5357,"AT5G65910"
"4403",4403,"AT5G14150"
"3886",3886,"AT4G31860"
"4472",4472,"AT5G17190"
"919",919,"AT1G55150"
"4944",4944,"AT5G48180"
"4365",4365,"AT5G12880"
"127",127,"AT1G05940"
"1637",1637,"AT2G21187"
"837",837,"AT1G50140"
"1912",1912,"AT2G35020"
"4148",4148,"AT5G03040"
"4314",4314,"AT5G10730"
"3177",3177,"AT3G58100"
"3367",3367,"AT4G02610"
"4451",4451,"AT5G16480"
"5374",5374,"AT5G66250"
"99",99,"AT1G05055"
"1922",1922,"AT2G35630"
"5051",5051,"AT5G53290"
"5406",5406,"ATCG00340"
"4788",4788,"AT5G40890"
"104",104,"AT1G05210"
"4864",4864,"AT5G44450"
"4881",4881,"AT5G45360"
"4398",4398,"AT5G14020"
"5065",5065,"AT5G53850"
"3300",3300,"AT3G66654"
"1291",1291,"AT1G76760"
"4351",4351,"AT5G12120"
"1008",1008,"AT1G62422"
"3127",3127,"AT3G55980"
"1612",1612,"AT2G20000"
"3755",3755,"AT4G26130"
"54",54,"AT1G03280"
"3125",3125,"AT3G55920"
"3403",3403,"AT4G04940"
"1572",1572,"AT2G18196"
"3617",3617,"AT4G18700"
"358",358,"AT1G14685"
"3828",3828,"AT4G29210"
"4645",4645,"AT5G25520"
"3232",3232,"AT3G60880"
"5125",5125,"AT5G56890"
"1467",1467,"AT2G05590"
"2489",2489,"AT3G12010"
"2101",2101,"AT2G43980"
"732",732,"AT1G34370"
"2358",2358,"AT3G06868"
"105",105,"AT1G05220"
"706",706,"AT1G32930"
"372",372,"AT1G15130"
"4984",4984,"AT5G49940"
"2514",2514,"AT3G12670"
"2168",2168,"AT2G46340"
"5164",5164,"AT5G58130"
"2549",2549,"AT3G13700"
"2159",2159,"AT2G46020"
"15",15,"AT1G01470"
"4959",4959,"AT5G48680"
"4129",4129,"AT5G01980"
"3173",3173,"AT3G57950"
"940",940,"AT1G56010"
"4802",4802,"AT5G41760"
"525",525,"AT1G22640"
"4890",4890,"AT5G45660"
"3849",3849,"AT4G30410"
"3382",3382,"AT4G03180"
"1079",1079,"AT1G67105"
"1679",1679,"AT2G23600"
"5393",5393,"AT5G67070"
"4140",4140,"AT5G02440"
"5063",5063,"AT5G53770"
"171",171,"AT1G07480"
"1258",1258,"AT1G75400"
"3564",3564,"AT4G16265"
"1186",1186,"AT1G71990"
"1042",1042,"AT1G64330"
"2026",2026,"AT2G40095"
"836",836,"AT1G50110"
"4664",4664,"AT5G26740"
"4946",4946,"AT5G48360"
"1199",1199,"AT1G72440"
"741",741,"AT1G35670"
"5092",5092,"AT5G55230"
"2715",2715,"AT3G20380"
"2038",2038,"AT2G40650"
"2156",2156,"AT2G45920"
"2296",2296,"AT3G04340"
"4036",4036,"AT4G37450"
"4594",4594,"AT5G23250"
"1366",1366,"AT1G80280"
"4315",4315,"AT5G10745"
"4185",4185,"AT5G04620"
"1375",1375,"AT1G80530"
"3015",3015,"AT3G51238"
"149",149,"AT1G06640"
"1335",1335,"AT1G78920"
"1363",1363,"AT1G80040"
"3592",3592,"AT4G17270"
"1452",1452,"AT2G03830"
"5347",5347,"AT5G65575"
"2256",2256,"AT3G02820"
"3451",3451,"AT4G09695"
"1426",1426,"AT2G02570"
"5069",5069,"AT5G54310"
"1804",1804,"AT2G28800"
"342",342,"AT1G13950"
"4295",4295,"AT5G09920"
"5253",5253,"AT5G62200"
"1889",1889,"AT2G33770"
"3480",3480,"AT4G11630"
"832",832,"AT1G49890"
"5127",5127,"AT5G56980"
"593",593,"AT1G26665"
"4163",4163,"AT5G03610"
"862",862,"AT1G52245"
"1885",1885,"AT2G33600"
"1633",1633,"AT2G21120"
"4355",4355,"AT5G12200"
"2938",2938,"AT3G47000"
"1584",1584,"AT2G18735"
"298",298,"AT1G12200"
"4741",4741,"AT5G37790"
"3625",3625,"AT4G19045"
"4348",4348,"AT5G12040"
"3874",3874,"AT4G31350"
"3128",3128,"AT3G56090"
"1708",1708,"AT2G25430"
"4962",4962,"AT5G49030"
"1035",1035,"AT1G63800"
"2572",2572,"AT3G14415"
"559",559,"AT1G24267"
"3148",3148,"AT3G56960"
"4497",4497,"AT5G18250"
"3812",3812,"AT4G28540"
"5150",5150,"AT5G57815"
"890",890,"AT1G53710"
"2175",2175,"AT2G46600"
"1391",1391,"AT2G01020"
"695",695,"AT1G32260"
"509",509,"AT1G21920"
"2582",2582,"AT3G14840"
"2131",2131,"AT2G45030"
"10",10,"AT1G01290"
"4060",4060,"AT4G38360"
"301",301,"AT1G12360"
"3601",3601,"AT4G17730"
"3806",3806,"AT4G28260"
"2144",2144,"AT2G45380"
"2672",2672,"AT3G18580"
"4807",4807,"AT5G41950"
"694",694,"AT1G32240"
"4624",4624,"AT5G24710"
"3409",3409,"AT4G05160"
"2436",2436,"AT3G09980"
"4368",4368,"AT5G13010"
"48",48,"AT1G03060"
"2786",2786,"AT3G24200"
"1414",1414,"AT2G01820"
"2721",2721,"AT3G20630"
"1872",1872,"AT2G32600"
"4791",4791,"AT5G41020"
"1171",1171,"AT1G71697"
"629",629,"AT1G28200"
"4502",4502,"AT5G18500"
"1565",1565,"AT2G17870"
"196",196,"AT1G08370"
"1412",1412,"AT2G01710"
"4186",4186,"AT5G04670"
"1934",1934,"AT2G36080"
"158",158,"AT1G06960"
"4836",4836,"AT5G43180"
"2665",2665,"AT3G18240"
"505",505,"AT1G21760"
"2500",2500,"AT3G12240"
"4152",4152,"AT5G03170"
"322",322,"AT1G13210"
"9",9,"AT1G01240"
"1978",1978,"AT2G38230"
"3577",3577,"AT4G16830"
"3145",3145,"AT3G56910"
"177",177,"AT1G07780"
"2848",2848,"AT3G27030"
"1485",1485,"AT2G07690"
"2943",2943,"AT3G47300"
"674",674,"AT1G30890"
"209",209,"AT1G08657"
"2916",2916,"AT3G44430"
"2193",2193,"AT2G47390"
"4063",4063,"AT4G38495"
"1164",1164,"AT1G71270"
"3338",3338,"AT4G01600"
"1048",1048,"AT1G64530"
"825",825,"AT1G49570"
"1811",1811,"AT2G29140"
"309",309,"AT1G12780"
"4281",4281,"AT5G09330"
"1504",1504,"AT2G14740"
"877",877,"AT1G53180"
"1913",1913,"AT2G35050"
"1124",1124,"AT1G69340"
"4",4,"AT1G01110"
"1895",1895,"AT2G34050"
"468",468,"AT1G19660"
"3769",3769,"AT4G26720"
"1109",1109,"AT1G68670"
"579",579,"AT1G25682"
"1307",1307,"AT1G77540"
"942",942,"AT1G56190"
"1950",1950,"AT2G36890"
"4756",4756,"AT5G38890"
"2337",2337,"AT3G05970"
"2378",2378,"AT3G07410"
"388",388,"AT1G15860"
"1591",1591,"AT2G19110"
"1568",1568,"AT2G17990"
"2201",2201,"AT2G47700"
"3005",3005,"AT3G50900"
"4567",4567,"AT5G22070"
"4318",4318,"AT5G10820"
"1764",1764,"AT2G27350"
"182",182,"AT1G07970"
"3831",3831,"AT4G29520"
"1393",1393,"AT2G01090"
"3605",3605,"AT4G17940"
"161",161,"AT1G07040"
"1678",1678,"AT2G23420"
"875",875,"AT1G53030"
"2680",2680,"AT3G18980"
"3745",3745,"AT4G25840"
"4563",4563,"AT5G21990"
"2992",2992,"AT3G50070"
"5175",5175,"AT5G58575"
"740",740,"AT1G35620"
"4871",4871,"AT5G44800"
"4280",4280,"AT5G09310"
"3275",3275,"AT3G62660"
"31",31,"AT1G02150"
"2123",2123,"AT2G44660"
"1801",1801,"AT2G28671"
"4815",4815,"AT5G42250"
"5002",5002,"AT5G50760"
"1278",1278,"AT1G76340"
"1664",1664,"AT2G22570"
"1132",1132,"AT1G69840"
"2707",2707,"AT3G20230"
"3857",3857,"AT4G30690"
"4639",4639,"AT5G25270"
"4672",4672,"AT5G27210"
"3695",3695,"AT4G23640"
"2766",2766,"AT3G23090"
"3385",3385,"AT4G03260"
"5058",5058,"AT5G53530"
"4516",4516,"AT5G19050"
"947",947,"AT1G56460"
"5074",5074,"AT5G54585"
"3799",3799,"AT4G28025"
"3387",3387,"AT4G03415"
"1526",1526,"AT2G16460"
"2401",2401,"AT3G08670"
"831",831,"AT1G49850"
"5209",5209,"AT5G60200"
"640",640,"AT1G28540"
"4373",4373,"AT5G13100"
"4834",4834,"AT5G43100"
"2282",2282,"AT3G03600"
"4238",4238,"AT5G06600"
"5120",5120,"AT5G56630"
"5091",5091,"AT5G55200"
"2632",2632,"AT3G16830"
"5326",5326,"AT5G64670"
"2424",2424,"AT3G09690"
"1173",1173,"AT1G71740"
"3727",3727,"AT4G25030"
"1791",1791,"AT2G28410"
"2910",2910,"AT3G44050"
"4142",4142,"AT5G02560"
"1293",1293,"AT1G76880"
"5369",5369,"AT5G66080"
"1220",1220,"AT1G73430"
"2426",2426,"AT3G09720"
"2431",2431,"AT3G09850"
"2290",2290,"AT3G03880"
"5100",5100,"AT5G55630"
"379",379,"AT1G15405"
"3739",3739,"AT4G25500"
"4249",4249,"AT5G07220"
"671",671,"AT1G30590"
"1967",1967,"AT2G37690"
"3669",3669,"AT4G21900"
"1084",1084,"AT1G67320"
"184",184,"AT1G07985"
"5291",5291,"AT5G63550"
"5272",5272,"AT5G62900"
"5102",5102,"AT5G55730"
"3303",3303,"AT4G00080"
"3144",3144,"AT3G56850"
"1023",1023,"AT1G63170"
"2279",2279,"AT3G03490"
"3055",3055,"AT3G52890"
"4523",4523,"AT5G19250"
"5194",5194,"AT5G59430"
"2816",2816,"AT3G25545"
"1554",1554,"AT2G17410"
"1991",1991,"AT2G38730"
"4222",4222,"AT5G06160"
"57",57,"AT1G03360"
"3958",3958,"AT4G34460"
"680",680,"AT1G31160"
"4571",4571,"AT5G22210"
"3996",3996,"AT4G36060"
"1920",1920,"AT2G35610"
"2651",2651,"AT3G17840"
"3032",3032,"AT3G52120"
"3345",3345,"AT4G01860"
"3169",3169,"AT3G57660"
"1208",1208,"AT1G72790"
"4376",4376,"AT5G13190"
"1747",1747,"AT2G26780"
"5228",5228,"AT5G60990"
"599",599,"AT1G26930"
"1402",1402,"AT2G01270"
"745",745,"AT1G36370"
"403",403,"AT1G16460"
"1943",1943,"AT2G36400"
"516",516,"AT1G22230"
"4987",4987,"AT5G50010"
"1499",1499,"AT2G14120"
"394",394,"AT1G15970"
"558",558,"AT1G24190"
"838",838,"AT1G50320"
"2375",2375,"AT3G07330"
"137",137,"AT1G06190"
"709",709,"AT1G33055"
"2745",2745,"AT3G21700"
"2655",2655,"AT3G17940"
"5179",5179,"AT5G58750"
"3574",3574,"AT4G16510"
"1525",1525,"AT2G16440"
"4916",4916,"AT5G47080"
"2981",2981,"AT3G49310"
"3878",3878,"AT4G31430"
"1181",1181,"AT1G71880"
"170",170,"AT1G07470"
"1766",1766,"AT2G27370"
"249",249,"AT1G10310"
"4718",4718,"AT5G35732"
"4514",4514,"AT5G19000"
"4417",4417,"AT5G14710"
"4668",4668,"AT5G26940"
"448",448,"AT1G18745"
"472",472,"AT1G19850"
"247",247,"AT1G10210"
"642",642,"AT1G28960"
"4301",4301,"AT5G10060"
"3117",3117,"AT3G55380"
"777",777,"AT1G45688"
"3323",3323,"AT4G01000"
"286",286,"AT1G11740"
"328",328,"AT1G13390"
"3317",3317,"AT4G00730"
"179",179,"AT1G07840"
"2044",2044,"AT2G40935"
"5259",5259,"AT5G62500"
"1960",1960,"AT2G37400"
"3691",3691,"AT4G23410"
"2456",2456,"AT3G10620"
"4228",4228,"AT5G06300"
"2976",2976,"AT3G48880"
"4583",4583,"AT5G22770"
"1357",1357,"AT1G79850"
"3685",3685,"AT4G22720"
"4971",4971,"AT5G49540"
"3534",3534,"AT4G14760"
"1260",1260,"AT1G75510"
"4919",4919,"AT5G47230"
"950",950,"AT1G57540"
"4243",4243,"AT5G06830"
"2676",2676,"AT3G18860"
"667",667,"AT1G30300"
"5079",5079,"AT5G54855"
"1915",1915,"AT2G35270"
"4652",4652,"AT5G26030"
"3185",3185,"AT3G58490"
"1581",1581,"AT2G18700"
"5352",5352,"AT5G65770"
"1019",1019,"AT1G63010"
"2124",2124,"AT2G44680"
"4179",4179,"AT5G04410"
"4187",4187,"AT5G04710"
"3786",3786,"AT4G27490"
"4904",4904,"AT5G46630"
"2635",2635,"AT3G16910"
"4085",4085,"AT4G39270"
"2374",2374,"AT3G07320"
"2702",2702,"AT3G19790"
"719",719,"AT1G33700"
"3442",3442,"AT4G08960"
"4267",4267,"AT5G08415"
"1770",1770,"AT2G27550"
"1703",1703,"AT2G25250"
"4764",4764,"AT5G39660"
"4038",4038,"AT4G37470"
"4041",4041,"AT4G37610"
"964",964,"AT1G58350"
"2501",2501,"AT3G12270"
"758",758,"AT1G43860"
"2212",2212,"AT2G48070"
"2170",2170,"AT2G46490"
"1976",1976,"AT2G38140"
"752",752,"AT1G43580"
"2008",2008,"AT2G39430"
"4659",4659,"AT5G26600"
"885",885,"AT1G53500"
"1371",1371,"AT1G80370"
"1786",1786,"AT2G28330"
"1551",1551,"AT2G17320"
"3784",3784,"AT4G27430"
"2340",2340,"AT3G06080"
"3707",3707,"AT4G24270"
"128",128,"AT1G05960"
"5277",5277,"AT5G63050"
"5080",5080,"AT5G54910"
"3146",3146,"AT3G56930"
"2920",2920,"AT3G45090"
"2575",2575,"AT3G14560"
"4917",4917,"AT5G47180"
"2828",2828,"AT3G26360"
"5298",5298,"AT5G63680"
"2090",2090,"AT2G43290"
"2630",2630,"AT3G16800"
"1341",1341,"AT1G79180"
"4177",4177,"AT5G04320"
"1508",1508,"AT2G15000"
"5373",5373,"AT5G66230"
"4922",4922,"AT5G47455"
"1267",1267,"AT1G75850"
"302",302,"AT1G12410"
"3855",3855,"AT4G30650"
"4474",4474,"AT5G17270"
"4077",4077,"AT4G39050"
"3914",3914,"AT4G32870"
"5163",5163,"AT5G58100"
"2071",2071,"AT2G42120"
"4734",4734,"AT5G37310"
"1602",1602,"AT2G19572"
"2758",2758,"AT3G22680"
"2580",2580,"AT3G14740"
"1829",1829,"AT2G30400"
"3827",3827,"AT4G29140"
"4119",4119,"AT5G01590"
"4937",4937,"AT5G47870"
"1233",1233,"AT1G74210"
"256",256,"AT1G10500"
"532",532,"AT1G22882"
"1559",1559,"AT2G17530"
"1351",1351,"AT1G79529"
"569",569,"AT1G24764"
"4901",4901,"AT5G46420"
"3397",3397,"AT4G04720"
"2859",2859,"AT3G27325"
"2430",2430,"AT3G09810"
"2560",2560,"AT3G14050"
"2979",2979,"AT3G49240"
"775",775,"AT1G45170"
"1456",1456,"AT2G04240"
"1736",1736,"AT2G26510"
"1072",1072,"AT1G66670"
"4079",4079,"AT4G39100"
"2914",2914,"AT3G44280"
"2009",2009,"AT2G39500"
"1113",1113,"AT1G68820"
"3511",3511,"AT4G13620"
"3550",3550,"AT4G15560"
"2836",2836,"AT3G26610"
"3486",3486,"AT4G12060"
"3668",3668,"AT4G21860"
"3389",3389,"AT4G03510"
"4967",4967,"AT5G49360"
"5070",5070,"AT5G54380"
"5205",5205,"AT5G59960"
"3732",3732,"AT4G25250"
"5044",5044,"AT5G52990"
"2267",2267,"AT3G03040"
"5142",5142,"AT5G57580"
"4492",4492,"AT5G18140"
"969",969,"AT1G59830"
"2078",2078,"AT2G42760"
"3964",3964,"AT4G34660"
"1548",1548,"AT2G17265"
"1713",1713,"AT2G25660"
"1949",1949,"AT2G36850"
"1646",1646,"AT2G21520"
"4445",4445,"AT5G16290"
"4137",4137,"AT5G02270"
"5303",5303,"AT5G63890"
"53",53,"AT1G03250"
"4823",4823,"AT5G42785"
"407",407,"AT1G16860"
"3102",3102,"AT3G54810"
"3950",3950,"AT4G34230"
"1982",1982,"AT2G38450"
"868",868,"AT1G52420"
"5247",5247,"AT5G61960"
"5270",5270,"AT5G62865"
"2998",2998,"AT3G50590"
"3733",3733,"AT4G25260"
"2699",2699,"AT3G19660"
"3290",3290,"AT3G63200"
"2248",2248,"AT3G02540"
"4977",4977,"AT5G49650"
"1878",1878,"AT2G33310"
"5416",5416,"ATCG01010"
"3139",3139,"AT3G56590"
"4956",4956,"AT5G48640"
"2269",2269,"AT3G03060"
"2155",2155,"AT2G45810"
"2512",2512,"AT3G12620"
"213",213,"AT1G08770"
"4095",4095,"AT4G39730"
"1983",1983,"AT2G38470"
"3840",3840,"AT4G30020"
"4561",4561,"AT5G21070"
"771",771,"AT1G44910"
"2467",2467,"AT3G10985"
"1689",1689,"AT2G24170"
"2845",2845,"AT3G26850"
"1051",1051,"AT1G64850"
"1892",1892,"AT2G33845"
"1946",1946,"AT2G36680"
"1227",1227,"AT1G73920"
"924",924,"AT1G55450"
"3467",3467,"AT4G10810"
"929",929,"AT1G55530"
"1092",1092,"AT1G67810"
"3459",3459,"AT4G10140"
"1847",1847,"AT2G31440"
"1400",1400,"AT2G01220"
"2614",2614,"AT3G15980"
"1514",1514,"AT2G15430"
"5353",5353,"AT5G65780"
"5114",5114,"AT5G56240"
"281",281,"AT1G11400"
"3890",3890,"AT4G31910"
"1298",1298,"AT1G77020"
"168",168,"AT1G07367"
"3932",3932,"AT4G33410"
"84",84,"AT1G04537"
"1583",1583,"AT2G18730"
"1146",1146,"AT1G70370"
"3573",3573,"AT4G16490"
"3091",3091,"AT3G54440"
"228",228,"AT1G09420"
"4895",4895,"AT5G46210"
"4656",4656,"AT5G26230"
"3853",3853,"AT4G30580"
"261",261,"AT1G10700"
"800",800,"AT1G48140"
"3021",3021,"AT3G51440"
"4476",4476,"AT5G17350"
"276",276,"AT1G11200"
"2927",2927,"AT3G46400"
"3413",3413,"AT4G05400"
"5199",5199,"AT5G59500"
"5377",5377,"AT5G66390"
"4837",4837,"AT5G43280"
"3930",3930,"AT4G33300"
"4040",4040,"AT4G37540"
"4638",4638,"AT5G25170"
"4586",4586,"AT5G22840"
"4633",4633,"AT5G25070"
"5008",5008,"AT5G51190"
"1192",1192,"AT1G72230"
"4793",4793,"AT5G41190"
"3147",3147,"AT3G56950"
"4796",4796,"AT5G41290"
"2934",2934,"AT3G46620"
"2174",2174,"AT2G46560"
"23",23,"AT1G01920"
"544",544,"AT1G23160"
"1720",1720,"AT2G25950"
"310",310,"AT1G12810"
"5281",5281,"AT5G63160"
"1453",1453,"AT2G03890"
"1417",1417,"AT2G01910"
"821",821,"AT1G49040"
"3381",3381,"AT4G03140"
"2819",2819,"AT3G25790"
"613",613,"AT1G27390"
"3623",3623,"AT4G18950"
"4768",4768,"AT5G40020"
"374",374,"AT1G15230"
"4541",4541,"AT5G19930"
"1323",1323,"AT1G78420"
"1590",1590,"AT2G19080"
"5186",5186,"AT5G58950"
"421",421,"AT1G17430"
"2502",2502,"AT3G12280"
"749",749,"AT1G42440"
"2743",2743,"AT3G21610"
"2266",2266,"AT3G03010"
"1856",1856,"AT2G31880"
"1374",1374,"AT1G80490"
"2823",2823,"AT3G25940"
"4601",4601,"AT5G23450"
"2532",2532,"AT3G13120"
"2158",2158,"AT2G46000"
"1845",1845,"AT2G31370"
"880",880,"AT1G53290"
"4183",4183,"AT5G04550"
"4465",4465,"AT5G16910"
"3839",3839,"AT4G29960"
"5334",5334,"AT5G64970"
"5339",5339,"AT5G65220"
"1149",1149,"AT1G70670"
"1205",1205,"AT1G72710"
"3035",3035,"AT3G52200"
"4231",4231,"AT5G06370"
"2905",2905,"AT3G43430"
"1090",1090,"AT1G67630"
"103",103,"AT1G05190"
"3810",3810,"AT4G28480"
"3019",3019,"AT3G51310"
"1474",1474,"AT2G06210"
"3634",3634,"AT4G19540"
"5274",5274,"AT5G63000"
"2214",2214,"AT2G48160"
"986",986,"AT1G60995"
"1879",1879,"AT2G33390"
"3220",3220,"AT3G60260"
"4519",4519,"AT5G19140"
"3776",3776,"AT4G27020"
"4787",4787,"AT5G40870"
"2771",2771,"AT3G23470"
"98",98,"AT1G04985"
"4438",4438,"AT5G15980"
"300",300,"AT1G12340"
"2648",2648,"AT3G17609"
"586",586,"AT1G26450"
"4495",4495,"AT5G18200"
"3433",3433,"AT4G08390"
"4674",4674,"AT5G27330"
"2096",2096,"AT2G43630"
"872",872,"AT1G52730"
"2542",2542,"AT3G13445"
"5408",5408,"ATCG00470"
"3726",3726,"AT4G24940"
"4057",4057,"AT4G38270"
"4568",4568,"AT5G22090"
"1645",1645,"AT2G21470"
"1131",1131,"AT1G69780"
"766",766,"AT1G44770"
"4906",4906,"AT5G46750"
"5053",5053,"AT5G53350"
"1230",1230,"AT1G74090"
"1282",1282,"AT1G76460"
"999",999,"AT1G61795"
