"","X","WS_GC_c1.which.mclass....5...1."
"2782",2782,"AT3G24040"
"2691",2691,"AT3G19490"
"5387",5387,"AT5G66730"
"1973",1973,"AT2G37970"
"2300",2300,"AT3G04500"
"2211",2211,"AT2G48010"
"2028",2028,"AT2G40190"
"39",39,"AT1G02560"
"4732",4732,"AT5G37130"
"598",598,"AT1G26910"
"119",119,"AT1G05710"
"4700",4700,"AT5G30510"
"323",323,"AT1G13220"
"3871",3871,"AT4G31170"
"966",966,"AT1G59580"
"4632",4632,"AT5G25060"
"5398",5398,"AT5G67270"
"4053",4053,"AT4G38200"
"2334",2334,"AT3G05680"
"450",450,"AT1G18850"
"791",791,"AT1G47550"
"5041",5041,"AT5G52830"
"2302",2302,"AT3G04560"
"5422",5422,"ATMG00570"
"290",290,"AT1G11820"
"5075",5075,"AT5G54600"
"2768",2768,"AT3G23280"
"1871",1871,"AT2G32580"
"1350",1350,"AT1G79500"
"5040",5040,"AT5G52670"
"4542",4542,"AT5G19970"
"897",897,"AT1G54010"
"1974",1974,"AT2G37975"
"1390",1390,"AT2G01010"
"2706",2706,"AT3G20130"
"3114",3114,"AT3G55150"
"1841",1841,"AT2G31240"
"3630",3630,"AT4G19185"
"1489",1489,"AT2G08340"
"1119",1119,"AT1G69040"
"588",588,"AT1G26530"
"4459",4459,"AT5G16730"
"2343",2343,"AT3G06330"
"1586",1586,"AT2G18860"
"435",435,"AT1G18150"
"635",635,"AT1G28400"
"2570",2570,"AT3G14400"
"4410",4410,"AT5G14540"
"5284",5284,"AT5G63260"
"2587",2587,"AT3G14960"
"3356",3356,"AT4G02220"
"5312",5312,"AT5G64090"
"3952",3952,"AT4G34270"
"2315",2315,"AT3G04940"
"3779",3779,"AT4G27120"
"551",551,"AT1G23780"
"5413",5413,"ATCG00810"
"1255",1255,"AT1G75280"
"3218",3218,"AT3G60130"
"5292",5292,"AT5G63570"
"1378",1378,"AT1G80600"
"3432",3432,"AT4G08350"
"1674",1674,"AT2G23050"
"2925",2925,"AT3G45850"
"2725",2725,"AT3G20800"
"725",725,"AT1G34010"
"896",896,"AT1G53920"
"464",464,"AT1G19450"
"2653",2653,"AT3G17880"
"4357",4357,"AT5G12290"
"5355",5355,"AT5G65880"
"1876",1876,"AT2G32900"
"1076",1076,"AT1G67030"
"4401",4401,"AT5G14070"
"4106",4106,"AT4G40065"
"1493",1493,"AT2G12400"
"5365",5365,"AT5G66030"
"4844",4844,"AT5G43560"
"833",833,"AT1G49950"
"524",524,"AT1G22620"
"3555",3555,"AT4G15920"
"1947",1947,"AT2G36740"
"4630",4630,"AT5G24960"
"2162",2162,"AT2G46170"
"963",963,"AT1G58280"
"1650",1650,"AT2G21970"
"2615",2615,"AT3G16050"
"3516",3516,"AT4G14020"
"292",292,"AT1G11905"
"229",229,"AT1G09520"
"2439",2439,"AT3G10080"
"1299",1299,"AT1G77030"
"3346",3346,"AT4G01897"
"1724",1724,"AT2G26140"
"2188",2188,"AT2G47130"
"2089",2089,"AT2G43210"
"4747",4747,"AT5G38530"
"5225",5225,"AT5G60930"
"4715",4715,"AT5G35690"
"1852",1852,"AT2G31740"
"1589",1589,"AT2G18990"
"3049",3049,"AT3G52640"
"254",254,"AT1G10470"
"312",312,"AT1G12830"
"1848",1848,"AT2G31510"
"3488",3488,"AT4G12110"
"2367",2367,"AT3G07180"
"2928",2928,"AT3G46430"
"1808",1808,"AT2G29050"
"3696",3696,"AT4G23740"
"2752",2752,"AT3G22330"
"4389",4389,"AT5G13570"
"563",563,"AT1G24350"
"847",847,"AT1G50600"
"3532",3532,"AT4G14600"
"2493",2493,"AT3G12050"
"1794",1794,"AT2G28510"
"1523",1523,"AT2G16280"
"571",571,"AT1G25280"
"4082",4082,"AT4G39160"
"801",801,"AT1G48170"
"4859",4859,"AT5G44160"
"2623",2623,"AT3G16410"
"2870",2870,"AT3G28455"
"704",704,"AT1G32870"
"628",628,"AT1G28190"
"5420",5420,"ATMG00513"
"1817",1817,"AT2G29480"
"3227",3227,"AT3G60550"
"225",225,"AT1G09250"
"3160",3160,"AT3G57320"
"3682",3682,"AT4G22360"
"3792",3792,"AT4G27740"
"202",202,"AT1G08560"
"3970",3970,"AT4G34960"
"4074",4074,"AT4G38790"
"2128",2128,"AT2G44970"
"1166",1166,"AT1G71400"
"2856",2856,"AT3G27260"
"2166",2166,"AT2G46270"
"2608",2608,"AT3G15680"
"1242",1242,"AT1G74930"
"2799",2799,"AT3G24520"
"3058",3058,"AT3G53100"
"4031",4031,"AT4G37280"
"1938",1938,"AT2G36300"
"921",921,"AT1G55210"
"2076",2076,"AT2G42490"
"698",698,"AT1G32380"
"907",907,"AT1G54385"
"3319",3319,"AT4G00840"
"2104",2104,"AT2G44130"
"3273",3273,"AT3G62630"
"2243",2243,"AT3G02300"
"2318",2318,"AT3G05050"
"1953",1953,"AT2G36910"
"2658",2658,"AT3G18040"
"2869",2869,"AT3G28180"
"908",908,"AT1G54390"
"1622",1622,"AT2G20725"
"2356",2356,"AT3G06850"
"5184",5184,"AT5G58920"
"4439",4439,"AT5G16000"
"5328",5328,"AT5G64760"
"3509",3509,"AT4G13510"
"3699",3699,"AT4G23860"
"5336",5336,"AT5G65010"
"4245",4245,"AT5G06970"
"3206",3206,"AT3G59670"
"608",608,"AT1G27190"
"1528",1528,"AT2G16500"
"4288",4288,"AT5G09570"
"2960",2960,"AT3G48160"
"3985",3985,"AT4G35460"
"4009",4009,"AT4G36640"
"32",32,"AT1G02170"
"978",978,"AT1G60710"
"3217",3217,"AT3G60080"
"4012",4012,"AT4G36730"
"597",597,"AT1G26840"
"4437",4437,"AT5G15930"
"2556",2556,"AT3G13940"
"3640",3640,"AT4G19860"
"2446",2446,"AT3G10250"
"1416",1416,"AT2G01850"
"351",351,"AT1G14300"
"4531",4531,"AT5G19450"
"5389",5389,"AT5G66815"
"2270",2270,"AT3G03130"
"2517",2517,"AT3G12710"
"1275",1275,"AT1G76240"
"2897",2897,"AT3G32930"
"1564",1564,"AT2G17800"
"495",495,"AT1G21380"
"1744",1744,"AT2G26680"
"2751",2751,"AT3G22170"
"967",967,"AT1G59600"
"2459",2459,"AT3G10690"
"1279",1279,"AT1G76405"
"1333",1333,"AT1G78880"
"126",126,"AT1G05910"
"1172",1172,"AT1G71730"
"4395",4395,"AT5G13890"
"3688",3688,"AT4G22756"
"3440",3440,"AT4G08920"
"2312",2312,"AT3G04810"
"4507",4507,"AT5G18830"
"1651",1651,"AT2G22100"
"4402",4402,"AT5G14105"
"2382",2382,"AT3G07570"
"447",447,"AT1G18740"
"4818",4818,"AT5G42520"
"5012",5012,"AT5G51300"
"2559",2559,"AT3G14010"
"2770",2770,"AT3G23325"
"3877",3877,"AT4G31420"
"4842",4842,"AT5G43520"
"3195",3195,"AT3G58810"
"353",353,"AT1G14380"
"802",802,"AT1G48200"
"878",878,"AT1G53190"
"3787",3787,"AT4G27585"
"949",949,"AT1G56680"
"512",512,"AT1G22070"
"2111",2111,"AT2G44380"
"2858",2858,"AT3G27310"
"3151",3151,"AT3G57010"
"2204",2204,"AT2G47840"
"4748",4748,"AT5G38560"
"4490",4490,"AT5G18120"
"3533",3533,"AT4G14750"
"2776",2776,"AT3G23730"
"4595",4595,"AT5G23300"
"4120",4120,"AT5G01620"
"3643",3643,"AT4G20210"
"2991",2991,"AT3G49990"
"2145",2145,"AT2G45400"
"2408",2408,"AT3G08780"
"4054",4054,"AT4G38240"
"5014",5014,"AT5G51430"
"761",761,"AT1G44110"
"3961",3961,"AT4G34570"
"5106",5106,"AT5G56040"
"155",155,"AT1G06900"
"3898",3898,"AT4G32285"
"4704",4704,"AT5G35100"
"4973",4973,"AT5G49555"
"1276",1276,"AT1G76260"
"795",795,"AT1G47900"
"4143",4143,"AT5G02580"
"4855",4855,"AT5G44040"
"5333",5333,"AT5G64930"
"4538",4538,"AT5G19820"
"4291",4291,"AT5G09620"
"1970",1970,"AT2G37840"
"1013",1013,"AT1G62730"
"2363",2363,"AT3G07100"
"3224",3224,"AT3G60440"
"2110",2110,"AT2G44370"
"4992",4992,"AT5G50300"
"3429",3429,"AT4G08240"
"3428",3428,"AT4G08160"
"3644",3644,"AT4G20270"
"1498",1498,"AT2G14100"
"1755",1755,"AT2G27040"
"5110",5110,"AT5G56130"
"4194",4194,"AT5G04990"
"4794",4794,"AT5G41260"
"4010",4010,"AT4G36680"
"5030",5030,"AT5G52170"
"5137",5137,"AT5G57350"
"4363",4363,"AT5G12850"
"2813",2813,"AT3G25470"
"1036",1036,"AT1G63810"
"49",49,"AT1G03080"
"3221",3221,"AT3G60320"
"2347",2347,"AT3G06450"
"1607",1607,"AT2G19720"
"762",762,"AT1G44170"
"5013",5013,"AT5G51410"
"3705",3705,"AT4G24210"
"4749",4749,"AT5G38590"
"3866",3866,"AT4G31080"
"4354",4354,"AT5G12190"
"1107",1107,"AT1G68580"
"1882",1882,"AT2G33450"
"4758",4758,"AT5G39240"
"4339",4339,"AT5G11860"
"3944",3944,"AT4G34070"
"614",614,"AT1G27440"
"2942",2942,"AT3G47220"
"2106",2106,"AT2G44180"
"5112",5112,"AT5G56150"
"1016",1016,"AT1G62790"
"3833",3833,"AT4G29680"
"3444",3444,"AT4G09140"
"997",997,"AT1G61750"
"4260",4260,"AT5G08190"
"440",440,"AT1G18300"
"1306",1306,"AT1G77510"
"3071",3071,"AT3G54030"
"1251",1251,"AT1G75190"
"34",34,"AT1G02330"
"3213",3213,"AT3G59910"
"585",585,"AT1G26440"
"4283",4283,"AT5G09400"
"3466",3466,"AT4G10750"
"4612",4612,"AT5G24105"
"3994",3994,"AT4G35950"
"4717",4717,"AT5G35730"
"3845",3845,"AT4G30260"
"514",514,"AT1G22170"
"2407",2407,"AT3G08760"
"3292",3292,"AT3G63260"
"3565",3565,"AT4G16330"
"4162",4162,"AT5G03570"
"1652",1652,"AT2G22120"
"3981",3981,"AT4G35300"
"2839",2839,"AT3G26670"
"3724",3724,"AT4G24805"
"1093",1093,"AT1G67930"
"1125",1125,"AT1G69390"
"871",871,"AT1G52710"
"336",336,"AT1G13640"
"3580",3580,"AT4G17030"
"3750",3750,"AT4G26000"
"4795",4795,"AT5G41280"
"561",561,"AT1G24310"
"527",527,"AT1G22730"
"4089",4089,"AT4G39460"
"4033",4033,"AT4G37409"
"2087",2087,"AT2G43110"
"941",941,"AT1G56080"
"4705",4705,"AT5G35160"
"2349",2349,"AT3G06540"
"260",260,"AT1G10690"
"4857",4857,"AT5G44090"
"1127",1127,"AT1G69640"
"1769",1769,"AT2G27500"
"4342",4342,"AT5G11910"
"4066",4066,"AT4G38550"
"1831",1831,"AT2G30590"
"3971",3971,"AT4G34990"
"3721",3721,"AT4G24760"
"491",491,"AT1G20930"
"3850",3850,"AT4G30420"
"2473",2473,"AT3G11320"
"4056",4056,"AT4G38260"
"2332",2332,"AT3G05545"
"4230",4230,"AT5G06350"
"2821",2821,"AT3G25900"
"1778",1778,"AT2G27900"
"4653",4653,"AT5G26110"
"2671",2671,"AT3G18560"
"3476",3476,"AT4G11280"
"488",488,"AT1G20823"
"1060",1060,"AT1G65295"
"3628",3628,"AT4G19150"
"1049",1049,"AT1G64600"
"606",606,"AT1G27130"
"108",108,"AT1G05360"
"2228",2228,"AT3G01770"
"1833",1833,"AT2G30710"
"4184",4184,"AT5G04560"
"3767",3767,"AT4G26670"
"2161",2161,"AT2G46080"
"5342",5342,"AT5G65300"
"4976",4976,"AT5G49645"
"2404",2404,"AT3G08710"
"1945",1945,"AT2G36490"
"3090",3090,"AT3G54430"
"3774",3774,"AT4G26970"
"954",954,"AT1G57990"
"1836",1836,"AT2G30990"
"376",376,"AT1G15280"
"1820",1820,"AT2G29750"
"3959",3959,"AT4G34540"
"494",494,"AT1G21110"
"2050",2050,"AT2G41220"
"164",164,"AT1G07135"
"3237",3237,"AT3G60980"
"4462",4462,"AT5G16780"
"1501",1501,"AT2G14260"
"1965",1965,"AT2G37620"
"3214",3214,"AT3G59950"
"916",916,"AT1G54990"
"3785",3785,"AT4G27470"
"294",294,"AT1G12020"
"2112",2112,"AT2G44410"
"2129",2129,"AT2G45000"
"4165",4165,"AT5G03730"
"87",87,"AT1G04770"
"4407",4407,"AT5G14270"
"5383",5383,"AT5G66650"
"4894",4894,"AT5G46180"
"1733",1733,"AT2G26400"
"4554",4554,"AT5G20600"
"2730",2730,"AT3G21140"
"1604",1604,"AT2G19640"
"2692",2692,"AT3G19508"
"3020",3020,"AT3G51390"
"2453",2453,"AT3G10490"
"5087",5087,"AT5G55120"
"4257",4257,"AT5G08080"
"1197",1197,"AT1G72410"
"212",212,"AT1G08700"
"2370",2370,"AT3G07270"
"5203",5203,"AT5G59770"
"1240",1240,"AT1G74790"
"2294",2294,"AT3G04230"
"5350",5350,"AT5G65740"
"4852",4852,"AT5G43880"
"835",835,"AT1G50050"
"3975",3975,"AT4G35050"
"4263",4263,"AT5G08320"
"3468",3468,"AT4G10890"
"1248",1248,"AT1G75130"
"37",37,"AT1G02410"
"655",655,"AT1G29785"
"4526",4526,"AT5G19330"
"203",203,"AT1G08570"
"4426",4426,"AT5G15150"
"458",458,"AT1G19240"
"2765",2765,"AT3G23050"
"4838",4838,"AT5G43310"
"4604",4604,"AT5G23610"
"884",884,"AT1G53400"
"901",901,"AT1G54130"
"4062",4062,"AT4G38490"
"4742",4742,"AT5G37850"
"461",461,"AT1G19400"
"4695",4695,"AT5G28840"
"3099",3099,"AT3G54690"
"643",643,"AT1G29030"
"3863",3863,"AT4G30993"
"400",400,"AT1G16280"
"4076",4076,"AT4G38890"
"3841",3841,"AT4G30160"
"4660",4660,"AT5G26610"
"3875",3875,"AT4G31360"
"3461",3461,"AT4G10300"
"2642",2642,"AT3G17340"
"4691",4691,"AT5G28630"
"452",452,"AT1G18950"
"4620",4620,"AT5G24630"
"913",913,"AT1G54830"
"3225",3225,"AT3G60480"
"5046",5046,"AT5G53045"
"2884",2884,"AT3G29170"
"4274",4274,"AT5G08640"
"2921",2921,"AT3G45100"
"2626",2626,"AT3G16630"
"881",881,"AT1G53300"
"1074",1074,"AT1G66760"
"1429",1429,"AT2G02680"
"3209",3209,"AT3G59770"
"788",788,"AT1G47410"
"1021",1021,"AT1G63100"
"1297",1297,"AT1G76940"
"2443",2443,"AT3G10210"
"2641",2641,"AT3G17205"
"26",26,"AT1G02080"
"3652",3652,"AT4G20835"
"4215",4215,"AT5G05980"
"5067",5067,"AT5G53940"
"381",381,"AT1G15570"
"2342",2342,"AT3G06170"
"4176",4176,"AT5G04290"
"3313",3313,"AT4G00570"
"5055",5055,"AT5G53440"
"4822",4822,"AT5G42770"
"2010",2010,"AT2G39518"
"252",252,"AT1G10410"
"1266",1266,"AT1G75810"
"4126",4126,"AT5G01890"
"4826",4826,"AT5G42830"
"3201",3201,"AT3G59300"
"3150",3150,"AT3G57000"
"735",735,"AT1G34630"
"4343",4343,"AT5G11920"
"1815",1815,"AT2G29340"
"3374",3374,"AT4G02820"
"4885",4885,"AT5G45430"
"2719",2719,"AT3G20570"
"1553",1553,"AT2G17350"
"2074",2074,"AT2G42390"
"1385",1385,"AT1G80790"
"2435",2435,"AT3G09970"
"3603",3603,"AT4G17830"
"583",583,"AT1G26300"
"3706",3706,"AT4G24230"
"3115",3115,"AT3G55200"
"3373",3373,"AT4G02800"
"1480",1480,"AT2G07170"
"1345",1345,"AT1G79410"
"5269",5269,"AT5G62810"
"1281",1281,"AT1G76440"
"1370",1370,"AT1G80360"
"337",337,"AT1G13670"
"2475",2475,"AT3G11397"
"1261",1261,"AT1G75580"
"17",17,"AT1G01540"
"4278",4278,"AT5G09290"
"172",172,"AT1G07510"
"2037",2037,"AT2G40620"
"3770",3770,"AT4G26750"
"2164",2164,"AT2G46225"
"4816",4816,"AT5G42320"
"3340",3340,"AT4G01690"
"4513",4513,"AT5G18970"
"3817",3817,"AT4G28720"
"2741",2741,"AT3G21510"
"5181",5181,"AT5G58790"
"666",666,"AT1G30270"
"3182",3182,"AT3G58180"
"264",264,"AT1G10760"
"4206",4206,"AT5G05620"
"2055",2055,"AT2G41600"
"52",52,"AT1G03150"
"1134",1134,"AT1G69960"
"4909",4909,"AT5G46790"
"3447",3447,"AT4G09460"
"36",36,"AT1G02360"
"3365",3365,"AT4G02590"
"5057",5057,"AT5G53480"
"5024",5024,"AT5G51840"
"2969",2969,"AT3G48690"
"4547",4547,"AT5G20070"
"1613",1613,"AT2G20190"
"4029",4029,"AT4G37250"
"3246",3246,"AT3G61460"
"4500",4500,"AT5G18410"
"396",396,"AT1G16040"
"3894",3894,"AT4G32140"
"2723",2723,"AT3G20740"
"5168",5168,"AT5G58350"
"4628",4628,"AT5G24850"
"4897",4897,"AT5G46250"
"3310",3310,"AT4G00355"
"2613",2613,"AT3G15970"
"1930",1930,"AT2G35880"
"2959",2959,"AT3G48090"
"4551",4551,"AT5G20350"
"4178",4178,"AT5G04340"
"4847",4847,"AT5G43630"
"1471",1471,"AT2G05940"
"3484",3484,"AT4G11830"
"5337",5337,"AT5G65050"
"5173",5173,"AT5G58490"
"457",457,"AT1G19140"
"1550",1550,"AT2G17300"
"632",632,"AT1G28340"
"1015",1015,"AT1G62770"
"3264",3264,"AT3G62240"
"1477",1477,"AT2G06925"
"2329",2329,"AT3G05380"
"3259",3259,"AT3G62040"
"4617",4617,"AT5G24500"
"3559",3559,"AT4G16140"
"668",668,"AT1G30330"
"4636",4636,"AT5G25150"
"305",305,"AT1G12580"
"4848",4848,"AT5G43720"
"4193",4193,"AT5G04930"
"1655",1655,"AT2G22330"
"142",142,"AT1G06410"
"3955",3955,"AT4G34410"
"1730",1730,"AT2G26340"
"4157",4157,"AT5G03380"
"5256",5256,"AT5G62410"
"3637",3637,"AT4G19700"
"3822",3822,"AT4G28990"
"2477",2477,"AT3G11490"
"2685",2685,"AT3G19200"
"2324",2324,"AT3G05165"
"684",684,"AT1G31730"
"1017",1017,"AT1G62820"
"2139",2139,"AT2G45280"
"5032",5032,"AT5G52200"
"2461",2461,"AT3G10760"
"3162",3162,"AT3G57350"
"4226",4226,"AT5G06265"
"2735",2735,"AT3G21240"
"3487",3487,"AT4G12090"
"636",636,"AT1G28420"
"4935",4935,"AT5G47830"
"4584",4584,"AT5G22780"
"3192",3192,"AT3G58670"
"4118",4118,"AT5G01470"
"3161",3161,"AT3G57340"
"1213",1213,"AT1G72880"
"2149",2149,"AT2G45590"
"4028",4028,"AT4G37210"
"4204",4204,"AT5G05520"
"1263",1263,"AT1G75710"
"1981",1981,"AT2G38360"
"4875",4875,"AT5G45100"
"1887",1887,"AT2G33700"
"111",111,"AT1G05430"
"3982",3982,"AT4G35335"
"2448",2448,"AT3G10300"
"4846",4846,"AT5G43620"
"968",968,"AT1G59760"
"1579",1579,"AT2G18630"
"3388",3388,"AT4G03430"
"4948",4948,"AT5G48430"
"5105",5105,"AT5G56000"
"2990",2990,"AT3G49800"
"4687",4687,"AT5G27830"
"3257",3257,"AT3G61990"
"565",565,"AT1G24450"
"4297",4297,"AT5G09978"
"3314",3314,"AT4G00620"
"231",231,"AT1G09580"
"3408",3408,"AT4G05020"
"591",591,"AT1G26650"
"2834",2834,"AT3G26560"
"5319",5319,"AT5G64370"
"5034",5034,"AT5G52280"
"3947",3947,"AT4G34138"
"4510",4510,"AT5G18900"
"3010",3010,"AT3G51040"
"4383",4383,"AT5G13460"
"163",163,"AT1G07130"
"2058",2058,"AT2G41640"
"2841",2841,"AT3G26720"
"2339",2339,"AT3G06070"
"550",550,"AT1G23760"
"2047",2047,"AT2G41070"
"1819",1819,"AT2G29690"
"708",708,"AT1G33050"
"1046",1046,"AT1G64440"
"455",455,"AT1G19020"
"3483",3483,"AT4G11790"
"1717",1717,"AT2G25840"
"4019",4019,"AT4G36980"
"2441",2441,"AT3G10130"
"2857",2857,"AT3G27280"
"4042",4042,"AT4G37630"
"1054",1054,"AT1G65020"
"2421",2421,"AT3G09470"
"2814",2814,"AT3G25500"
"136",136,"AT1G06180"
"5318",5318,"AT5G64340"
"646",646,"AT1G29260"
"3763",3763,"AT4G26550"
"308",308,"AT1G12760"
"3956",3956,"AT4G34412"
"499",499,"AT1G21680"
"932",932,"AT1G55690"
"870",870,"AT1G52540"
"5201",5201,"AT5G59550"
"3689",3689,"AT4G23010"
"183",183,"AT1G07983"
"3120",3120,"AT3G55450"
"2855",2855,"AT3G27230"
"4840",4840,"AT5G43370"
"4729",4729,"AT5G37020"
"5148",5148,"AT5G57700"
"1067",1067,"AT1G66150"
"5160",5160,"AT5G58020"
"2304",2304,"AT3G04600"
"2427",2427,"AT3G09770"
"1670",1670,"AT2G22870"
"4282",4282,"AT5G09390"
"3026",3026,"AT3G51610"
"157",157,"AT1G06950"
"4525",4525,"AT5G19320"
"82",82,"AT1G04520"
"1861",1861,"AT2G32080"
"5331",5331,"AT5G64850"
"3045",3045,"AT3G52480"
"2873",2873,"AT3G28690"
"1169",1169,"AT1G71695"
"2043",2043,"AT2G40900"
"3306",3306,"AT4G00150"
"1870",1870,"AT2G32560"
"1301",1301,"AT1G77130"
"2458",2458,"AT3G10650"
"4879",4879,"AT5G45290"
"3926",3926,"AT4G33110"
"2141",2141,"AT2G45330"
"4711",4711,"AT5G35525"
"3503",3503,"AT4G13235"
"2497",2497,"AT3G12200"
"1971",1971,"AT2G37860"
"5026",5026,"AT5G51940"
"683",683,"AT1G31420"
"50",50,"AT1G03090"
"867",867,"AT1G52370"
"3807",3807,"AT4G28310"
"3311",3311,"AT4G00420"
"409",409,"AT1G16916"
"1244",1244,"AT1G74960"
"1348",1348,"AT1G79450"
"4654",4654,"AT5G26180"
"1259",1259,"AT1G75440"
"1647",1647,"AT2G21640"
"2983",2983,"AT3G49470"
"5043",5043,"AT5G52980"
"2136",2136,"AT2G45240"
"4170",4170,"AT5G04130"
"851",851,"AT1G51390"
"5289",5289,"AT5G63470"
"1714",1714,"AT2G25730"
"2888",2888,"AT3G29270"
"4214",4214,"AT5G05890"
"2153",2153,"AT2G45700"
"70",70,"AT1G03970"
"5244",5244,"AT5G61770"
"2181",2181,"AT2G46900"
"3153",3153,"AT3G57070"
"4821",4821,"AT5G42740"
"568",568,"AT1G24625"
"3028",3028,"AT3G51740"
"658",658,"AT1G29820"
"2383",2383,"AT3G07630"
"5316",5316,"AT5G64290"
"3302",3302,"AT4G00026"
"4160",4160,"AT5G03540"
"1280",1280,"AT1G76410"
"3995",3995,"AT4G36020"
"2519",2519,"AT3G12780"
"4023",4023,"AT4G37080"
"1928",1928,"AT2G35859"
"3472",3472,"AT4G11060"
"185",185,"AT1G08010"
"4044",4044,"AT4G37660"
"335",335,"AT1G13635"
"1053",1053,"AT1G65000"
"3681",3681,"AT4G22350"
"4369",4369,"AT5G13020"
"3650",3650,"AT4G20460"
"416",416,"AT1G17190"
"3320",3320,"AT4G00910"
"1511",1511,"AT2G15280"
"2650",2650,"AT3G17800"
"97",97,"AT1G04980"
"1557",1557,"AT2G17510"
"2385",2385,"AT3G07650"
"3288",3288,"AT3G63120"
"4763",4763,"AT5G39590"
"357",357,"AT1G14650"
"4443",4443,"AT5G16260"
"1827",1827,"AT2G30160"
"3960",3960,"AT4G34560"
"3596",3596,"AT4G17490"
"1163",1163,"AT1G71220"
"1448",1448,"AT2G03690"
"2283",2283,"AT3G03680"
"5302",5302,"AT5G63880"
"3024",3024,"AT3G51550"
"3524",3524,"AT4G14385"
"2091",2091,"AT2G43330"
"2574",2574,"AT3G14510"
"5060",5060,"AT5G53570"
"4565",4565,"AT5G22020"
"3719",3719,"AT4G24680"
"4048",4048,"AT4G37880"
"2948",2948,"AT3G47620"
"4026",4026,"AT4G37160"
"701",701,"AT1G32490"
"3911",3911,"AT4G32840"
"1684",1684,"AT2G23980"
"3156",3156,"AT3G57220"
"5343",5343,"AT5G65380"
"3072",3072,"AT3G54040"
"2539",2539,"AT3G13330"
"3309",3309,"AT4G00300"
"334",334,"AT1G13620"
"5297",5297,"AT5G63650"
"1779",1779,"AT2G27970"
"3260",3260,"AT3G62060"
"476",476,"AT1G20110"
"615",615,"AT1G27470"
"4390",4390,"AT5G13640"
"2274",2274,"AT3G03320"
"4825",4825,"AT5G42825"
"1210",1210,"AT1G72840"
"2980",2980,"AT3G49250"
"4573",4573,"AT5G22300"
"4854",4854,"AT5G44030"
"5073",5073,"AT5G54490"
"1406",1406,"AT2G01570"
"3939",3939,"AT4G33670"
"4723",4723,"AT5G35980"
"965",965,"AT1G58440"
"4073",4073,"AT4G38760"
"3990",3990,"AT4G35850"
"3500",3500,"AT4G13020"
"4592",4592,"AT5G22950"
"151",151,"AT1G06790"
"404",404,"AT1G16520"
"1762",1762,"AT2G27190"
"477",477,"AT1G20140"
"1043",1043,"AT1G64350"
"1524",1524,"AT2G16370"
"4701",4701,"AT5G32470"
"2237",2237,"AT3G02040"
"824",824,"AT1G49500"
"5282",5282,"AT5G63195"
"77",77,"AT1G04280"
"7",7,"AT1G01210"
"4622",4622,"AT5G24670"
"2021",2021,"AT2G39810"
"3075",3075,"AT3G54180"
"726",726,"AT1G34020"
"510",510,"AT1G21980"
"1512",1512,"AT2G15320"
"2815",2815,"AT3G25540"
"653",653,"AT1G29535"
"1935",1935,"AT2G36220"
"5208",5208,"AT5G60190"
"961",961,"AT1G58110"
"3803",3803,"AT4G28100"
"1037",1037,"AT1G63830"
"5409",5409,"ATCG00540"
"364",364,"AT1G14860"
"1056",1056,"AT1G65220"
"3671",3671,"AT4G22140"
"2298",2298,"AT3G04470"
"2913",2913,"AT3G44260"
"5098",5098,"AT5G55530"
"3802",3802,"AT4G28085"
"433",433,"AT1G17970"
"912",912,"AT1G54770"
"2975",2975,"AT3G48860"
"3910",3910,"AT4G32830"
"914",914,"AT1G54890"
"977",977,"AT1G60680"
"4172",4172,"AT5G04160"
"4899",4899,"AT5G46340"
"5166",5166,"AT5G58250"
"2646",2646,"AT3G17430"
"1642",1642,"AT2G21340"
"3928",3928,"AT4G33140"
"1200",1200,"AT1G72480"
"4566",4566,"AT5G22050"
"3752",3752,"AT4G26060"
"3489",3489,"AT4G12130"
"2157",2157,"AT2G45990"
"1517",1517,"AT2G15690"
"3067",3067,"AT3G53670"
"2305",2305,"AT3G04610"
"4599",4599,"AT5G23400"
"4422",4422,"AT5G14880"
"3895",3895,"AT4G32208"
"5118",5118,"AT5G56550"
"3349",3349,"AT4G02010"
"2132",2132,"AT2G45060"
"198",198,"AT1G08420"
"1404",1404,"AT2G01420"
"5280",5280,"AT5G63140"
"2271",2271,"AT3G03170"
"2554",2554,"AT3G13860"
"1682",1682,"AT2G23790"
"2767",2767,"AT3G23170"
"2115",2115,"AT2G44490"
"2083",2083,"AT2G42880"
"4166",4166,"AT5G03860"
"3339",3339,"AT4G01630"
"3057",3057,"AT3G52910"
"61",61,"AT1G03530"
"1706",1706,"AT2G25280"
"4920",4920,"AT5G47310"
"3033",3033,"AT3G52170"
"3903",3903,"AT4G32570"
"2792",2792,"AT3G24420"
"2126",2126,"AT2G44770"
"1437",1437,"AT2G02960"
"5149",5149,"AT5G57785"
"2835",2835,"AT3G26590"
"1316",1316,"AT1G77920"
"2600",2600,"AT3G15380"
"194",194,"AT1G08340"
"2415",2415,"AT3G09090"
"796",796,"AT1G47960"
"4224",4224,"AT5G06210"
"2057",2057,"AT2G41630"
"1874",1874,"AT2G32710"
"2847",2847,"AT3G26980"
"2713",2713,"AT3G20330"
"4393",4393,"AT5G13840"
"3398",3398,"AT4G04745"
"1695",1695,"AT2G24490"
"3820",3820,"AT4G28860"
"3380",3380,"AT4G03120"
"3165",3165,"AT3G57470"
"1745",1745,"AT2G26690"
"2866",2866,"AT3G27830"
"4387",4387,"AT5G13520"
"617",617,"AT1G27600"
"3068",3068,"AT3G53850"
"483",483,"AT1G20540"
