"","X","WS_GC_c1.which.mclass....1...1."
"1153",1153,"AT1G77400"
"910",910,"AT1G64260"
"1813",1813,"AT2G45420"
"952",952,"AT1G66720"
"1790",1790,"AT2G43840"
"3041",3041,"AT4G24970"
"3923",3923,"AT5G52410"
"240",240,"AT1G09415"
"246",246,"AT1G09493"
"3038",3038,"AT4G24860"
"2421",2421,"AT3G47650"
"673",673,"AT1G49490"
"1272",1272,"AT2G05585"
"3113",3113,"AT4G29250"
"2577",2577,"AT3G58430"
"852",852,"AT1G61550"
"2537",2537,"AT3G55820"
"853",853,"AT1G61562"
"4032",4032,"AT5G61270"
"3179",3179,"AT4G35070"
"4079",4079,"AT5G64690"
"3281",3281,"AT5G01535"
"3415",3415,"AT5G08480"
"2107",2107,"AT3G13810"
"1875",1875,"AT3G01760"
"358",358,"AT1G14687"
"2290",2290,"AT3G26210"
"3405",3405,"AT5G07635"
"2403",2403,"AT3G46617"
"2937",2937,"AT4G17970"
"886",886,"AT1G63080"
"1008",1008,"AT1G69240"
"257",257,"AT1G09680"
"2788",2788,"AT4G09010"
"337",337,"AT1G13630"
"2975",2975,"AT4G20235"
"3287",3287,"AT5G01595"
"3725",3725,"AT5G39790"
"3341",3341,"AT5G03795"
"873",873,"AT1G62720"
"3056",3056,"AT4G25719"
"1584",1584,"AT2G31865"
"3391",3391,"AT5G06790"
"2090",2090,"AT3G12880"
"3875",3875,"AT5G48950"
"675",675,"AT1G49620"
"1320",1320,"AT2G08525"
"2990",2990,"AT4G21490"
"2348",2348,"AT3G32030"
"434",434,"AT1G19397"
"2146",2146,"AT3G16450"
"4190",4190,"ATMG01350"
"3822",3822,"AT5G45810"
"417",417,"AT1G18200"
"1560",1560,"AT2G29650"
"137",137,"AT1G05873"
"3539",3539,"AT5G17450"
"459",459,"AT1G21550"
"379",379,"AT1G16090"
"431",431,"AT1G19330"
"3244",3244,"AT4G39110"
"174",174,"AT1G07150"
"2992",2992,"AT4G21620"
"2042",2042,"AT3G09330"
"1392",1392,"AT2G17140"
"2378",2378,"AT3G45080"
"2522",2522,"AT3G54520"
"1324",1324,"AT2G08660"
"2531",2531,"AT3G55485"
"2480",2480,"AT3G51380"
"2653",2653,"AT3G63160"
"2430",2430,"AT3G48080"
"3839",3839,"AT5G46870"
"3483",3483,"AT5G13565"
"3053",3053,"AT4G25433"
"1601",1601,"AT2G32670"
"1348",1348,"AT2G09605"
"2187",2187,"AT3G19480"
"146",146,"AT1G06173"
"2355",2355,"AT3G43840"
"3002",3002,"AT4G22370"
"3732",3732,"AT5G40410"
"3761",3761,"AT5G42440"
"22",22,"AT1G02260"
"2773",2773,"AT4G08055"
"1409",1409,"AT2G18560"
"196",196,"AT1G07901"
"2722",2722,"AT4G04330"
"2388",2388,"AT3G45660"
"3055",3055,"AT4G25540"
"1521",1521,"AT2G26515"
"3595",3595,"AT5G20710"
"3518",3518,"AT5G15940"
"1819",1819,"AT2G45970"
"2945",2945,"AT4G18550"
"3165",3165,"AT4G33925"
"547",547,"AT1G29090"
"4049",4049,"AT5G62140"
"2750",2750,"AT4G06265"
"617",617,"AT1G35320"
"1707",1707,"AT2G38250"
"502",502,"AT1G24430"
"1445",1445,"AT2G21080"
"2708",2708,"AT4G03470"
"1821",1821,"AT2G46070"
"2352",2352,"AT3G41761"
"16",16,"AT1G01900"
"559",559,"AT1G29910"
"1092",1092,"AT1G74200"
"1165",1165,"AT1G78390"
"892",892,"AT1G63330"
"947",947,"AT1G66440"
"3700",3700,"AT5G38240"
"2813",2813,"AT4G11040"
"4041",4041,"AT5G61560"
"2604",2604,"AT3G60330"
"3209",3209,"AT4G36850"
"3702",3702,"AT5G38310"
"1654",1654,"AT2G35420"
"2503",2503,"AT3G53130"
"3096",3096,"AT4G28320"
"1309",1309,"AT2G07835"
"2291",2291,"AT3G26220"
"3707",3707,"AT5G38510"
"1815",1815,"AT2G45630"
"1772",1772,"AT2G42510"
"3330",3330,"AT5G03375"
"1002",1002,"AT1G68870"
"1193",1193,"AT1G80555"
"2947",2947,"AT4G18770"
"1015",1015,"AT1G69523"
"172",172,"AT1G07120"
"3329",3329,"AT5G03285"
"343",343,"AT1G14190"
"388",388,"AT1G16510"
"1638",1638,"AT2G34530"
"1472",1472,"AT2G22905"
"1049",1049,"AT1G71490"
"1031",1031,"AT1G70475"
"2170",2170,"AT3G18485"
"1360",1360,"AT2G13610"
"251",251,"AT1G09533"
"2272",2272,"AT3G25130"
"2845",2845,"AT4G13345"
"3743",3743,"AT5G41470"
"2415",2415,"AT3G47340"
"2711",2711,"AT4G03600"
"3450",3450,"AT5G10180"
"890",890,"AT1G63240"
"4169",4169,"ATMG00820"
"1924",1924,"AT3G04181"
"1886",1886,"AT3G02365"
"3104",3104,"AT4G28750"
"1368",1368,"AT2G14620"
"2942",2942,"AT4G18375"
"3862",3862,"AT5G48060"
"963",963,"AT1G67090"
"1829",1829,"AT2G46570"
"2479",2479,"AT3G51340"
"1505",1505,"AT2G25000"
"3810",3810,"AT5G45113"
"2470",2470,"AT3G50820"
"2336",2336,"AT3G28857"
"2426",2426,"AT3G47840"
"421",421,"AT1G18485"
"3827",3827,"AT5G46080"
"2007",2007,"AT3G08070"
"4067",4067,"AT5G64000"
"211",211,"AT1G08293"
"2749",2749,"AT4G06235"
"631",631,"AT1G43000"
"1070",1070,"AT1G73066"
"1959",1959,"AT3G05470"
"201",201,"AT1G08003"
"102",102,"AT1G05100"
"2455",2455,"AT3G49770"
"2565",2565,"AT3G57540"
"1275",1275,"AT2G05895"
"527",527,"AT1G27170"
"2322",2322,"AT3G28330"
"2199",2199,"AT3G20220"
"2037",2037,"AT3G09190"
"3692",3692,"AT5G37210"
"2265",2265,"AT3G24463"
"3965",3965,"AT5G56600"
"3695",3695,"AT5G37800"
"232",232,"AT1G09180"
"2903",2903,"AT4G15765"
"1444",1444,"AT2G20880"
"249",249,"AT1G09523"
"3265",3265,"AT5G01095"
"223",223,"AT1G08730"
"4062",4062,"AT5G63290"
"1344",1344,"AT2G09435"
"783",783,"AT1G55720"
"4155",4155,"ATCG01120"
"3480",3480,"AT5G13250"
"3397",3397,"AT5G07190"
"390",390,"AT1G16705"
"2842",2842,"AT4G13250"
"1101",1101,"AT1G74460"
"1995",1995,"AT3G07555"
"3838",3838,"AT5G46730"
"3571",3571,"AT5G19220"
"973",973,"AT1G67970"
"2685",2685,"AT4G01533"
"914",914,"AT1G64355"
"1578",1578,"AT2G31345"
"2645",2645,"AT3G62590"
"513",513,"AT1G26200"
"1399",1399,"AT2G17787"
"418",418,"AT1G18280"
"2077",2077,"AT3G11591"
"3735",3735,"AT5G40620"
"2019",2019,"AT3G08705"
"156",156,"AT1G06460"
"2435",2435,"AT3G48350"
"3075",3075,"AT4G26530"
"3310",3310,"AT5G02570"
"284",284,"AT1G10710"
"3617",3617,"AT5G23530"
"2409",2409,"AT3G46845"
"3584",3584,"AT5G19890"
"3573",3573,"AT5G19240"
"428",428,"AT1G19190"
"41",41,"AT1G03130"
"391",391,"AT1G16720"
"1396",1396,"AT2G17525"
"3885",3885,"AT5G49630"
"2318",2318,"AT3G28150"
"2846",2846,"AT4G13390"
"1781",1781,"AT2G43230"
"2863",2863,"AT4G13920"
"4050",4050,"AT5G62210"
"2659",2659,"AT3G63445"
"85",85,"AT1G04560"
"3106",3106,"AT4G28940"
"3462",3462,"AT5G11210"
"1238",1238,"AT2G03720"
"792",792,"AT1G56240"
"609",609,"AT1G34317"
"1798",1798,"AT2G44340"
"3660",3660,"AT5G26310"
"2687",2687,"AT4G01580"
"3904",3904,"AT5G51380"
"3995",3995,"AT5G58360"
"2930",2930,"AT4G17440"
"1036",1036,"AT1G70680"
"2582",2582,"AT3G58930"
"2251",2251,"AT3G23260"
"1945",1945,"AT3G05160"
"1253",1253,"AT2G04295"
"2383",2383,"AT3G45410"
"260",260,"AT1G09713"
"2624",2624,"AT3G61550"
"1742",1742,"AT2G40720"
"1841",1841,"AT2G47480"
"122",122,"AT1G05420"
"1968",1968,"AT3G06145"
"4004",4004,"AT5G58980"
"3616",3616,"AT5G23405"
"2573",2573,"AT3G58090"
"1397",1397,"AT2G17600"
"3472",3472,"AT5G12450"
"2168",2168,"AT3G18300"
"2979",2979,"AT4G20740"
"1858",1858,"AT3G01140"
"1604",1604,"AT2G32765"
"657",657,"AT1G48390"
"1415",1415,"AT2G18950"
"2303",2303,"AT3G26930"
"3787",3787,"AT5G43890"
"3560",3560,"AT5G18705"
"1076",1076,"AT1G73360"
"138",138,"AT1G05943"
"3438",3438,"AT5G09630"
"1274",1274,"AT2G05642"
"2230",2230,"AT3G22250"
"4165",4165,"ATMG00370"
"171",171,"AT1G07119"
"3851",3851,"AT5G47510"
"2716",2716,"AT4G03925"
"2431",2431,"AT3G48187"
"3855",3855,"AT5G47635"
"3110",3110,"AT4G29150"
"2193",2193,"AT3G19850"
"3859",3859,"AT5G47990"
"4172",4172,"ATMG00860"
"731",731,"AT1G52640"
"474",474,"AT1G22490"
"4123",4123,"AT5G67080"
"3246",3246,"AT4G39361"
"3131",3131,"AT4G30830"
"2441",2441,"AT3G48810"
"2862",2862,"AT4G13918"
"796",796,"AT1G56690"
"548",548,"AT1G29179"
"397",397,"AT1G17065"
"2330",2330,"AT3G28630"
"1574",1574,"AT2G31100"
"1290",1290,"AT2G07662"
"604",604,"AT1G33840"
"410",410,"AT1G17870"
"2742",2742,"AT4G05735"
"3461",3461,"AT5G11160"
"1143",1143,"AT1G76770"
"1197",1197,"AT1G80960"
"1747",1747,"AT2G41105"
"3741",3741,"AT5G41390"
"4166",4166,"ATMG00400"
"1541",1541,"AT2G28420"
"2557",2557,"AT3G57157"
"2647",2647,"AT3G62690"
"1257",1257,"AT2G04621"
"61",61,"AT1G04017"
"1952",1952,"AT3G05327"
"1094",1094,"AT1G74350"
"4086",4086,"AT5G64910"
"508",508,"AT1G25370"
"1628",1628,"AT2G34317"
"2649",2649,"AT3G62910"
"2811",2811,"AT4G10910"
"3535",3535,"AT5G17100"
"1750",1750,"AT2G41210"
"689",689,"AT1G50790"
"1116",1116,"AT1G75120"
"2915",2915,"AT4G16680"
"3213",3213,"AT4G37220"
"856",856,"AT1G61810"
"2045",2045,"AT3G09540"
"3675",3675,"AT5G28390"
"53",53,"AT1G03630"
"2271",2271,"AT3G25060"
"446",446,"AT1G20530"
"3257",3257,"AT4G39970"
"728",728,"AT1G52570"
"3371",3371,"AT5G05675"
"927",927,"AT1G64820"
"1343",1343,"AT2G09430"
"3908",3908,"AT5G51630"
"3382",3382,"AT5G06470"
"1689",1689,"AT2G37240"
"67",67,"AT1G04150"
"1169",1169,"AT1G78710"
"334",334,"AT1G13510"
"967",967,"AT1G67470"
"847",847,"AT1G61415"
"3278",3278,"AT5G01420"
"2774",2774,"AT4G08150"
"2389",2389,"AT3G45680"
"1340",1340,"AT2G09350"
"3941",3941,"AT5G54095"
"3266",3266,"AT5G01100"
"2020",2020,"AT3G08785"
"623",623,"AT1G36180"
"1833",1833,"AT2G47010"
"3976",3976,"AT5G57220"
"716",716,"AT1G52230"
"3720",3720,"AT5G39610"
"2463",2463,"AT3G50310"
"2969",2969,"AT4G19960"
"3158",3158,"AT4G33560"
"3936",3936,"AT5G53710"
"3453",3453,"AT5G10370"
"3630",3630,"AT5G24318"
"1303",1303,"AT2G07777"
"3220",3220,"AT4G37553"
"4046",4046,"AT5G61920"
"754",754,"AT1G53633"
"393",393,"AT1G16850"
"3591",3591,"AT5G20260"
"2625",2625,"AT3G61630"
"1912",1912,"AT3G03650"
"4114",4114,"AT5G66607"
"1295",1295,"AT2G07706"
"2280",2280,"AT3G25640"
"802",802,"AT1G57980"
"91",91,"AT1G04733"
"2646",2646,"AT3G62680"
"1387",1387,"AT2G16760"
"3340",3340,"AT5G03780"
"3852",3852,"AT5G47550"
"1807",1807,"AT2G44910"
"3173",3173,"AT4G34345"
"351",351,"AT1G14500"
"3783",3783,"AT5G43740"
"2208",2208,"AT3G20730"
"441",441,"AT1G20230"
"1710",1710,"AT2G38460"
"2598",2598,"AT3G59900"
"640",640,"AT1G45191"
"2450",2450,"AT3G49570"
"949",949,"AT1G66465"
"3823",3823,"AT5G45840"
"3605",3605,"AT5G22794"
"3083",3083,"AT4G27290"
"2489",2489,"AT3G51870"
"2186",2186,"AT3G19470"
"336",336,"AT1G13609"
"4021",4021,"AT5G59940"
"1254",1254,"AT2G04375"
"2694",2694,"AT4G02410"
"2481",2481,"AT3G51400"
"1347",1347,"AT2G09505"
"2427",2427,"AT3G47950"
"1854",1854,"AT3G01065"
"3074",3074,"AT4G26490"
"659",659,"AT1G48540"
"348",348,"AT1G14430"
"3712",3712,"AT5G38865"
"1187",1187,"AT1G79910"
"1319",1319,"AT2G08500"
"2174",2174,"AT3G18715"
"3396",3396,"AT5G07165"
"3742",3742,"AT5G41410"
"3531",3531,"AT5G16770"
"275",275,"AT1G10095"
"3199",3199,"AT4G36220"
"2570",2570,"AT3G57760"
"3755",3755,"AT5G42010"
"3895",3895,"AT5G50590"
"702",702,"AT1G51405"
"443",443,"AT1G20490"
"209",209,"AT1G08283"
"3811",3811,"AT5G45120"
"3079",3079,"AT4G26790"
"3734",3734,"AT5G40500"
"800",800,"AT1G57670"
"3564",3564,"AT5G18740"
"1180",1180,"AT1G79320"
"3737",3737,"AT5G41050"
"781",781,"AT1G55600"
"1242",1242,"AT2G03850"
"1379",1379,"AT2G15980"
"1561",1561,"AT2G29720"
"4069",4069,"AT5G64110"
"3236",3236,"AT4G38300"
"1390",1390,"AT2G16990"
"3230",3230,"AT4G37950"
"375",375,"AT1G15790"
"82",82,"AT1G04487"
"2339",2339,"AT3G29140"
"1316",1316,"AT2G08435"
"3042",3042,"AT4G25020"
"3572",3572,"AT5G19221"
"3231",3231,"AT4G37970"
"220",220,"AT1G08507"
"2529",2529,"AT3G55330"
"158",158,"AT1G06467"
"763",763,"AT1G54020"
"1928",1928,"AT3G04420"
"3824",3824,"AT5G45880"
"723",723,"AT1G52415"
"1393",1393,"AT2G17260"
"3803",3803,"AT5G44770"
"3788",3788,"AT5G43950"
"2033",2033,"AT3G09080"
"2437",2437,"AT3G48450"
"3919",3919,"AT5G52250"
"3626",3626,"AT5G24220"
"2648",2648,"AT3G62780"
"2702",2702,"AT4G03230"
"359",359,"AT1G14700"
"1699",1699,"AT2G37925"
"2166",2166,"AT3G18200"
"3523",3523,"AT5G16240"
"2418",2418,"AT3G47540"
"1725",1725,"AT2G39710"
"1870",1870,"AT3G01600"
"790",790,"AT1G56130"
"432",432,"AT1G19380"
"3197",3197,"AT4G36150"
"511",511,"AT1G25988"
"2132",2132,"AT3G15570"
"3422",3422,"AT5G08870"
"1864",1864,"AT3G01490"
"1027",1027,"AT1G70390"
"1967",1967,"AT3G06100"
"2434",2434,"AT3G48320"
"212",212,"AT1G08300"
"1751",1751,"AT2G41230"
"3449",3449,"AT5G10150"
"3833",3833,"AT5G46530"
"648",648,"AT1G47560"
"3226",3226,"AT4G37770"
"1961",1961,"AT3G05630"
"2871",2871,"AT4G14450"
"1022",1022,"AT1G69935"
"2164",2164,"AT3G18020"
"3272",3272,"AT5G01190"
"992",992,"AT1G68570"
"1405",1405,"AT2G18100"
"1830",1830,"AT2G46572"
"4027",4027,"AT5G60335"
"3831",3831,"AT5G46370"
"920",920,"AT1G64572"
"1745",1745,"AT2G41082"
"1350",1350,"AT2G09740"
"1331",1331,"AT2G08865"
"2181",2181,"AT3G19020"
"1473",1473,"AT2G22920"
"116",116,"AT1G05310"
"4111",4111,"AT5G66500"
"3250",3250,"AT4G39404"
"1453",1453,"AT2G21590"
"732",732,"AT1G52650"
"532",532,"AT1G27640"
"2735",2735,"AT4G05030"
"369",369,"AT1G15415"
"302",302,"AT1G11410"
"3176",3176,"AT4G34850"
"2986",2986,"AT4G21280"
"1577",1577,"AT2G31180"
"4061",4061,"AT5G63100"
"1891",1891,"AT3G02465"
"213",213,"AT1G08310"
"2067",2067,"AT3G10840"
"3491",3491,"AT5G14090"
"4156",4156,"ATCG01170"
"3188",3188,"AT4G35640"
"755",755,"AT1G53635"
"658",658,"AT1G48500"
"3317",3317,"AT5G02695"
"2066",2066,"AT3G10780"
"1225",1225,"AT2G02980"
"1720",1720,"AT2G39435"
"770",770,"AT1G54790"
"1716",1716,"AT2G39220"
"3237",3237,"AT4G38330"
"1142",1142,"AT1G76740"
"2509",2509,"AT3G53680"
"3817",3817,"AT5G45520"
"4113",4113,"AT5G66595"
"4157",4157,"ATCG01250"
"2857",2857,"AT4G13820"
"3318",3318,"AT5G02710"
"3508",3508,"AT5G15420"
"2637",2637,"AT3G62090"
"3127",3127,"AT4G30320"
"646",646,"AT1G45474"
"600",600,"AT1G33500"
"2357",2357,"AT3G43920"
"2719",2719,"AT4G04025"
"2996",2996,"AT4G21780"
"986",986,"AT1G68360"
"620",620,"AT1G35545"
"2023",2023,"AT3G08895"
"1410",1410,"AT2G18680"
"1797",1797,"AT2G44220"
"2709",2709,"AT4G03480"
"3826",3826,"AT5G46040"
"1787",1787,"AT2G43690"
"1345",1345,"AT2G09465"
"2797",2797,"AT4G09500"
"3368",3368,"AT5G05530"
"2835",2835,"AT4G12580"
"3706",3706,"AT5G38450"
"3500",3500,"AT5G14740"
"1330",1330,"AT2G08820"
"3255",3255,"AT4G39810"
"306",306,"AT1G11700"
"1958",1958,"AT3G05430"
"3000",3000,"AT4G22080"
"3557",3557,"AT5G18475"
"3024",3024,"AT4G23610"
"2151",2151,"AT3G16860"
"1314",1314,"AT2G08420"
"255",255,"AT1G09663"
"1674",1674,"AT2G36090"
"4143",4143,"ATCG00580"
"3986",3986,"AT5G57567"
"2138",2138,"AT3G15800"
"21",21,"AT1G02230"
"3323",3323,"AT5G03020"
"1596",1596,"AT2G32487"
"1732",1732,"AT2G40180"
"1095",1095,"AT1G74360"
"4070",4070,"AT5G64120"
"1135",1135,"AT1G76360"
"3604",3604,"AT5G22690"
"4150",4150,"ATCG00960"
"2693",2693,"AT4G02330"
"569",569,"AT1G30370"
"132",132,"AT1G05690"
"3342",3342,"AT5G03800"
"4012",4012,"AT5G59600"
"683",683,"AT1G50280"
"4103",4103,"AT5G65990"
"3932",3932,"AT5G53030"
"3552",3552,"AT5G18290"
"130",130,"AT1G05630"
"1899",1899,"AT3G02925"
"2",2,"AT1G01120"
"767",767,"AT1G54355"
"2960",2960,"AT4G19230"
"2530",2530,"AT3G55390"
"1572",1572,"AT2G30960"
"1957",1957,"AT3G05410"
"2895",2895,"AT4G15430"
"1929",1929,"AT3G04450"
"1158",1158,"AT1G77855"
"1497",1497,"AT2G24220"
"193",193,"AT1G07753"
"2277",2277,"AT3G25570"
"1221",1221,"AT2G02540"
"2354",2354,"AT3G43110"
"2635",2635,"AT3G61950"
"1549",1549,"AT2G28860"
"50",50,"AT1G03545"
"1032",1032,"AT1G70505"
"1625",1625,"AT2G34224"
"2610",2610,"AT3G61080"
"3578",3578,"AT5G19650"
"586",586,"AT1G31820"
"2003",2003,"AT3G07885"
"2626",2626,"AT3G61660"
"166",166,"AT1G06787"
"1354",1354,"AT2G10553"
"1414",1414,"AT2G18938"
"3726",3726,"AT5G39865"
"2670",2670,"AT4G00695"
"3655",3655,"AT5G26160"
"1451",1451,"AT2G21400"
"3344",3344,"AT5G03985"
"234",234,"AT1G09297"
"69",69,"AT1G04163"
"2581",2581,"AT3G58860"
"2756",2756,"AT4G06705"
"3016",3016,"AT4G23020"
"3147",3147,"AT4G32430"
"1843",1843,"AT2G47560"
"466",466,"AT1G22030"
"750",750,"AT1G53420"
"520",520,"AT1G26570"
"710",710,"AT1G51840"
"2079",2079,"AT3G11750"
"1302",1302,"AT2G07776"
"2879",2879,"AT4G14820"
"3411",3411,"AT5G07975"
"3907",3907,"AT5G51530"
"2619",2619,"AT3G61310"
"3120",3120,"AT4G29740"
"2058",2058,"AT3G09965"
"490",490,"AT1G23730"
"2008",2008,"AT3G08215"
"1243",1243,"AT2G03880"
"809",809,"AT1G58643"
"1709",1709,"AT2G38430"
"1748",1748,"AT2G41178"
"2775",2775,"AT4G08210"
"3638",3638,"AT5G25230"
"2252",2252,"AT3G23340"
"3846",3846,"AT5G47350"
"1537",1537,"AT2G27690"
"3727",3727,"AT5G39930"
"2622",2622,"AT3G61390"
"2917",2917,"AT4G16807"
"3150",3150,"AT4G33040"
"1956",1956,"AT3G05400"
"3632",3632,"AT5G24600"
"4179",4179,"ATMG00970"
"814",814,"AT1G59620"
"543",543,"AT1G28660"
"2325",2325,"AT3G28415"
"3156",3156,"AT4G33355"
"2228",2228,"AT3G22150"
"100",100,"AT1G05065"
"2109",2109,"AT3G13900"
"3086",3086,"AT4G27440"
"3559",3559,"AT5G18660"
"479",479,"AT1G22830"
"2850",2850,"AT4G13560"
"3897",3897,"AT5G50690"
"1452",1452,"AT2G21430"
"2145",2145,"AT3G16390"
"2976",2976,"AT4G20290"
"4130",4130,"AT5G67550"
"1098",1098,"AT1G74400"
"1241",1241,"AT2G03840"
"451",451,"AT1G20870"
"2287",2287,"AT3G26120"
"515",515,"AT1G26220"
"2365",2365,"AT3G44670"
"3029",3029,"AT4G24090"
"3447",3447,"AT5G10100"
"2609",2609,"AT3G60840"
"2218",2218,"AT3G21470"
"1702",1702,"AT2G38100"
"1504",1504,"AT2G24980"
"59",59,"AT1G03993"
"3142",3142,"AT4G32000"
"3258",3258,"AT4G40010"
"2737",2737,"AT4G05220"
"3290",3290,"AT5G01730"
"1479",1479,"AT2G23130"
"4042",4042,"AT5G61570"
"2967",2967,"AT4G19850"
"3550",3550,"AT5G18220"
"666",666,"AT1G49010"
"35",35,"AT1G02670"
"1227",1227,"AT2G03110"
"1636",1636,"AT2G34430"
"3136",3136,"AT4G31240"
"2658",2658,"AT3G63440"
"1446",1446,"AT2G21188"
"2840",2840,"AT4G13000"
"492",492,"AT1G23830"
"4084",4084,"AT5G64900"
"4044",4044,"AT5G61660"
"1934",1934,"AT3G04775"
"1941",1941,"AT3G05015"
"1447",1447,"AT2G21280"
"3163",3163,"AT4G33880"
"2054",2054,"AT3G09895"
"3843",3843,"AT5G47220"
"1525",1525,"AT2G26790"
"1487",1487,"AT2G23670"
"2248",2248,"AT3G23150"
"1944",1944,"AT3G05140"
"2786",2786,"AT4G08815"
"1152",1152,"AT1G77390"
"2654",2654,"AT3G63215"
"1764",1764,"AT2G42150"
"3046",3046,"AT4G25270"
"412",412,"AT1G17950"
"3058",3058,"AT4G25790"
"1",1,"AT1G01080"
"292",292,"AT1G11170"
"855",855,"AT1G61680"
"2656",2656,"AT3G63370"
"1437",1437,"AT2G20470"
"3256",3256,"AT4G39952"
"3040",3040,"AT4G24930"
"3906",3906,"AT5G51490"
"3140",3140,"AT4G31850"
"1975",1975,"AT3G06520"
"3459",3459,"AT5G11110"
"738",738,"AT1G52880"
"1955",1955,"AT3G05365"
"835",835,"AT1G60890"
"1643",1643,"AT2G34850"
"1503",1503,"AT2G24820"
"36",36,"AT1G02700"
"2574",2574,"AT3G58200"
"3957",3957,"AT5G55560"
"14",14,"AT1G01810"
"3129",3129,"AT4G30640"
"3607",3607,"AT5G22799"
"1996",1996,"AT3G07725"
"1252",1252,"AT2G04265"
"2859",2859,"AT4G13860"
"2128",2128,"AT3G15440"
"277",277,"AT1G10330"
"1814",1814,"AT2G45570"
"2639",2639,"AT3G62210"
"4178",4178,"ATMG00960"
"546",546,"AT1G28765"
"865",865,"AT1G62420"
"1916",1916,"AT3G03895"
"3098",3098,"AT4G28380"
"3067",3067,"AT4G26020"
"2771",2771,"AT4G07960"
"3784",3784,"AT5G43790"
"372",372,"AT1G15530"
"2782",2782,"AT4G08480"
"1056",1056,"AT1G72060"
"1585",1585,"AT2G31910"
"922",922,"AT1G64590"
"955",955,"AT1G66910"
"4081",4081,"AT5G64710"
"1816",1816,"AT2G45760"
"247",247,"AT1G09497"
"2071",2071,"AT3G11080"
"3202",3202,"AT4G36270"
"773",773,"AT1G55050"
"1385",1385,"AT2G16400"
"3514",3514,"AT5G15840"
"845",845,"AT1G61390"
"136",136,"AT1G05843"
"1188",1188,"AT1G79960"
"1708",1708,"AT2G38330"
"718",718,"AT1G52290"
"4074",4074,"AT5G64510"
"2506",2506,"AT3G53200"
"1852",1852,"AT3G01035"
"4022",4022,"AT5G59990"
"2154",2154,"AT3G17225"
"2234",2234,"AT3G22470"
"2860",2860,"AT4G13880"
"1540",1540,"AT2G28270"
"26",26,"AT1G02400"
"74",74,"AT1G04310"
"1977",1977,"AT3G06630"
"3118",3118,"AT4G29580"
"3667",3667,"AT5G27230"
"2216",2216,"AT3G21210"
"2443",2443,"AT3G48900"
"3027",3027,"AT4G23890"
"736",736,"AT1G52855"
"2823",2823,"AT4G11690"
"2024",2024,"AT3G08920"
"23",23,"AT1G02340"
"4164",4164,"ATMG00320"
"1160",1160,"AT1G77870"
"1383",1383,"AT2G16380"
"1313",1313,"AT2G08345"
"3327",3327,"AT5G03250"
"1108",1108,"AT1G74830"
"1678",1678,"AT2G36500"
"613",613,"AT1G34670"
"3026",3026,"AT4G23880"
"1155",1155,"AT1G77410"
"1865",1865,"AT3G01505"
"248",248,"AT1G09517"
"84",84,"AT1G04540"
"2642",2642,"AT3G62470"
"2440",2440,"AT3G48600"
"3744",3744,"AT5G41550"
"2051",2051,"AT3G09780"
"3730",3730,"AT5G40170"
"1823",1823,"AT2G46300"
"2587",2587,"AT3G59130"
"1795",1795,"AT2G44000"
"722",722,"AT1G52410"
"2700",2700,"AT4G03130"
"3490",3490,"AT5G13990"
"2578",2578,"AT3G58540"
"1789",1789,"AT2G43745"
"2102",2102,"AT3G13437"
"2395",2395,"AT3G45970"
"870",870,"AT1G62680"
"2988",2988,"AT4G21390"
"3171",3171,"AT4G34320"
"2952",2952,"AT4G18990"
"3003",3003,"AT4G22390"
"2139",2139,"AT3G15900"
"1602",1602,"AT2G32740"
"296",296,"AT1G11280"
"1204",1204,"AT2G01510"
"2770",2770,"AT4G07545"
"3690",3690,"AT5G37050"
"2156",2156,"AT3G17600"
"2861",2861,"AT4G13885"
"3877",3877,"AT5G49120"
"1855",1855,"AT3G01105"
"154",154,"AT1G06350"
"236",236,"AT1G09327"
"4053",4053,"AT5G62420"
"3541",3541,"AT5G17540"
"1310",1310,"AT2G07845"
"1992",1992,"AT3G07500"
"1363",1363,"AT2G13900"
"3685",3685,"AT5G36002"
"3848",3848,"AT5G47380"
"2364",2364,"AT3G44660"
"3010",3010,"AT4G22680"
"3519",3519,"AT5G16010"
"2081",2081,"AT3G12060"
"2075",2075,"AT3G11402"
"1051",1051,"AT1G71720"
"2632",2632,"AT3G61897"
"900",900,"AT1G63630"
"406",406,"AT1G17420"
"2666",2666,"AT4G00305"
"932",932,"AT1G65130"
"4174",4174,"ATMG00880"
"791",791,"AT1G56165"
"1776",1776,"AT2G42850"
"3892",3892,"AT5G50530"
"1869",1869,"AT3G01580"
"2745",2745,"AT4G05935"
"664",664,"AT1G48800"
"3590",3590,"AT5G20230"
"1247",1247,"AT2G04020"
"958",958,"AT1G66950"
"3853",3853,"AT5G47600"
"2523",2523,"AT3G54820"
"3664",3664,"AT5G27020"
"827",827,"AT1G60190"
"2521",2521,"AT3G54510"
"1863",1863,"AT3G01475"
"4090",4090,"AT5G65070"
"3553",3553,"AT5G18300"
"4071",4071,"AT5G64230"
"3642",3642,"AT5G25340"
"1932",1932,"AT3G04755"
"2110",2110,"AT3G13950"
"4051",4051,"AT5G62310"
"2238",2238,"AT3G22740"
"980",980,"AT1G68180"
"3103",3103,"AT4G28740"
"1860",1860,"AT3G01250"
"2153",2153,"AT3G17130"
"1606",1606,"AT2G32800"
"2779",2779,"AT4G08400"
"1933",1933,"AT3G04760"
"815",815,"AT1G59660"
"3779",3779,"AT5G43660"
