"","WS_GC_c1.which.mclass....1...1."
"1","AT1G01080"
"2","AT1G01120"
"3","AT1G01130"
"4","AT1G01200"
"5","AT1G01310"
"6","AT1G01340"
"7","AT1G01380"
"8","AT1G01570"
"9","AT1G01610"
"10","AT1G01660"
"11","AT1G01700"
"12","AT1G01715"
"13","AT1G01740"
"14","AT1G01810"
"15","AT1G01880"
"16","AT1G01900"
"17","AT1G02010"
"18","AT1G02030"
"19","AT1G02180"
"20","AT1G02220"
"21","AT1G02230"
"22","AT1G02260"
"23","AT1G02340"
"24","AT1G02350"
"25","AT1G02380"
"26","AT1G02400"
"27","AT1G02420"
"28","AT1G02450"
"29","AT1G02490"
"30","AT1G02530"
"31","AT1G02575"
"32","AT1G02580"
"33","AT1G02650"
"34","AT1G02660"
"35","AT1G02670"
"36","AT1G02700"
"37","AT1G02705"
"38","AT1G02710"
"39","AT1G03070"
"40","AT1G03100"
"41","AT1G03130"
"42","AT1G03200"
"43","AT1G03240"
"44","AT1G03340"
"45","AT1G03400"
"46","AT1G03445"
"47","AT1G03495"
"48","AT1G03510"
"49","AT1G03540"
"50","AT1G03545"
"51","AT1G03600"
"52","AT1G03620"
"53","AT1G03630"
"54","AT1G03800"
"55","AT1G03820"
"56","AT1G03940"
"57","AT1G03980"
"58","AT1G03990"
"59","AT1G03993"
"60","AT1G04007"
"61","AT1G04017"
"62","AT1G04047"
"63","AT1G04067"
"64","AT1G04077"
"65","AT1G04090"
"66","AT1G04123"
"67","AT1G04150"
"68","AT1G04160"
"69","AT1G04163"
"70","AT1G04220"
"71","AT1G04233"
"72","AT1G04240"
"73","AT1G04247"
"74","AT1G04310"
"75","AT1G04330"
"76","AT1G04347"
"77","AT1G04350"
"78","AT1G04380"
"79","AT1G04425"
"80","AT1G04473"
"81","AT1G04477"
"82","AT1G04487"
"83","AT1G04513"
"84","AT1G04540"
"85","AT1G04560"
"86","AT1G04570"
"87","AT1G04580"
"88","AT1G04600"
"89","AT1G04700"
"90","AT1G04707"
"91","AT1G04733"
"92","AT1G04778"
"93","AT1G04823"
"94","AT1G04873"
"95","AT1G04877"
"96","AT1G04880"
"97","AT1G04973"
"98","AT1G05030"
"99","AT1G05033"
"100","AT1G05065"
"101","AT1G05087"
"102","AT1G05100"
"103","AT1G05140"
"104","AT1G05143"
"105","AT1G05153"
"106","AT1G05163"
"107","AT1G05200"
"108","AT1G05230"
"109","AT1G05240"
"110","AT1G05250"
"111","AT1G05267"
"112","AT1G05273"
"113","AT1G05277"
"114","AT1G05287"
"115","AT1G05300"
"116","AT1G05310"
"117","AT1G05333"
"118","AT1G05370"
"119","AT1G05385"
"120","AT1G05397"
"121","AT1G05400"
"122","AT1G05420"
"123","AT1G05453"
"124","AT1G05490"
"125","AT1G05530"
"126","AT1G05557"
"127","AT1G05577"
"128","AT1G05600"
"129","AT1G05610"
"130","AT1G05630"
"131","AT1G05670"
"132","AT1G05690"
"133","AT1G05773"
"134","AT1G05820"
"135","AT1G05837"
"136","AT1G05843"
"137","AT1G05873"
"138","AT1G05943"
"139","AT1G06003"
"140","AT1G06033"
"141","AT1G06045"
"142","AT1G06080"
"143","AT1G06083"
"144","AT1G06113"
"145","AT1G06140"
"146","AT1G06173"
"147","AT1G06177"
"148","AT1G06213"
"149","AT1G06250"
"150","AT1G06257"
"151","AT1G06265"
"152","AT1G06283"
"153","AT1G06320"
"154","AT1G06350"
"155","AT1G06357"
"156","AT1G06460"
"157","AT1G06463"
"158","AT1G06467"
"159","AT1G06483"
"160","AT1G06553"
"161","AT1G06580"
"162","AT1G06643"
"163","AT1G06647"
"164","AT1G06687"
"165","AT1G06690"
"166","AT1G06787"
"167","AT1G06963"
"168","AT1G06983"
"169","AT1G06990"
"170","AT1G07010"
"171","AT1G07119"
"172","AT1G07120"
"173","AT1G07143"
"174","AT1G07150"
"175","AT1G07160"
"176","AT1G07187"
"177","AT1G07390"
"178","AT1G07397"
"179","AT1G07400"
"180","AT1G07407"
"181","AT1G07477"
"182","AT1G07485"
"183","AT1G07513"
"184","AT1G07560"
"185","AT1G07567"
"186","AT1G07607"
"187","AT1G07620"
"188","AT1G07647"
"189","AT1G07667"
"190","AT1G07690"
"191","AT1G07720"
"192","AT1G07733"
"193","AT1G07753"
"194","AT1G07813"
"195","AT1G07897"
"196","AT1G07901"
"197","AT1G07902"
"198","AT1G07903"
"199","AT1G07913"
"200","AT1G07937"
"201","AT1G08003"
"202","AT1G08035"
"203","AT1G08070"
"204","AT1G08073"
"205","AT1G08087"
"206","AT1G08103"
"207","AT1G08173"
"208","AT1G08270"
"209","AT1G08283"
"210","AT1G08287"
"211","AT1G08293"
"212","AT1G08300"
"213","AT1G08310"
"214","AT1G08317"
"215","AT1G08380"
"216","AT1G08387"
"217","AT1G08393"
"218","AT1G08457"
"219","AT1G08463"
"220","AT1G08507"
"221","AT1G08513"
"222","AT1G08723"
"223","AT1G08730"
"224","AT1G08753"
"225","AT1G08810"
"226","AT1G08973"
"227","AT1G09027"
"228","AT1G09050"
"229","AT1G09155"
"230","AT1G09167"
"231","AT1G09170"
"232","AT1G09180"
"233","AT1G09220"
"234","AT1G09297"
"235","AT1G09310"
"236","AT1G09327"
"237","AT1G09340"
"238","AT1G09383"
"239","AT1G09410"
"240","AT1G09415"
"241","AT1G09421"
"242","AT1G09443"
"243","AT1G09463"
"244","AT1G09480"
"245","AT1G09487"
"246","AT1G09493"
"247","AT1G09497"
"248","AT1G09517"
"249","AT1G09523"
"250","AT1G09530"
"251","AT1G09533"
"252","AT1G09617"
"253","AT1G09627"
"254","AT1G09650"
"255","AT1G09663"
"256","AT1G09673"
"257","AT1G09680"
"258","AT1G09687"
"259","AT1G09697"
"260","AT1G09713"
"261","AT1G09783"
"262","AT1G09812"
"263","AT1G09833"
"264","AT1G09860"
"265","AT1G09867"
"266","AT1G09880"
"267","AT1G09897"
"268","AT1G09910"
"269","AT1G09913"
"270","AT1G09930"
"271","AT1G09950"
"272","AT1G09963"
"273","AT1G09987"
"274","AT1G09993"
"275","AT1G10095"
"276","AT1G10220"
"277","AT1G10330"
"278","AT1G10360"
"279","AT1G10417"
"280","AT1G10460"
"281","AT1G10550"
"282","AT1G10610"
"283","AT1G10657"
"284","AT1G10710"
"285","AT1G10790"
"286","AT1G10800"
"287","AT1G10920"
"288","AT1G11080"
"289","AT1G11100"
"290","AT1G11125"
"291","AT1G11160"
"292","AT1G11170"
"293","AT1G11180"
"294","AT1G11210"
"295","AT1G11270"
"296","AT1G11280"
"297","AT1G11290"
"298","AT1G11300"
"299","AT1G11303"
"300","AT1G11320"
"301","AT1G11330"
"302","AT1G11410"
"303","AT1G11490"
"304","AT1G11500"
"305","AT1G11591"
"306","AT1G11700"
"307","AT1G11710"
"308","AT1G11730"
"309","AT1G11880"
"310","AT1G11915"
"311","AT1G12030"
"312","AT1G12060"
"313","AT1G12100"
"314","AT1G12211"
"315","AT1G12220"
