"","col_FLT_c1.which.mclass....7...1."
"1","AT1G01150"
"2","AT1G02470"
"3","AT1G04013"
"4","AT1G04037"
"5","AT1G04500"
"6","AT1G04580"
"7","AT1G05013"
"8","AT1G07493"
"9","AT1G07720"
"10","AT1G08090"
"11","AT1G08165"
"12","AT1G08457"
"13","AT1G09017"
"14","AT1G09557"
"15","AT1G09573"
"16","AT1G09607"
"17","AT1G09773"
"18","AT1G10455"
"19","AT1G10640"
"20","AT1G10875"
"21","AT1G11560"
"22","AT1G11920"
"23","AT1G12340"
"24","AT1G13200"
"25","AT1G13500"
"26","AT1G15600"
"27","AT1G15840"
"28","AT1G16705"
"29","AT1G18350"
"30","AT1G18870"
"31","AT1G19890"
"32","AT1G20400"
"33","AT1G21500"
"34","AT1G21860"
"35","AT1G22290"
"36","AT1G22900"
"37","AT1G23740"
"38","AT1G24260"
"39","AT1G24420"
"40","AT1G24570"
"41","AT1G25210"
"42","AT1G25988"
"43","AT1G26233"
"44","AT1G27570"
"45","AT1G27580"
"46","AT1G28010"
"47","AT1G29090"
"48","AT1G29395"
"49","AT1G29920"
"50","AT1G30560"
"51","AT1G30920"
"52","AT1G31173"
"53","AT1G32585"
"54","AT1G33670"
"55","AT1G33870"
"56","AT1G34490"
"57","AT1G35310"
"58","AT1G35617"
"59","AT1G36580"
"60","AT1G42560"
"61","AT1G45191"
"62","AT1G45616"
"63","AT1G47690"
"64","AT1G47920"
"65","AT1G48800"
"66","AT1G49450"
"67","AT1G49610"
"68","AT1G49920"
"69","AT1G51090"
"70","AT1G51500"
"71","AT1G51538"
"72","AT1G51820"
"73","AT1G51990"
"74","AT1G52440"
"75","AT1G52580"
"76","AT1G52615"
"77","AT1G54760"
"78","AT1G55260"
"79","AT1G55720"
"80","AT1G55800"
"81","AT1G58936"
"82","AT1G59670"
"83","AT1G60350"
"84","AT1G60980"
"85","AT1G61300"
"86","AT1G62190"
"87","AT1G62360"
"88","AT1G63070"
"89","AT1G63320"
"90","AT1G63340"
"91","AT1G63540"
"92","AT1G63550"
"93","AT1G64253"
"94","AT1G64680"
"95","AT1G64795"
"96","AT1G65480"
"97","AT1G66000"
"98","AT1G66360"
"99","AT1G66420"
"100","AT1G66920"
"101","AT1G66940"
"102","AT1G66950"
"103","AT1G66960"
"104","AT1G66970"
"105","AT1G68170"
"106","AT1G68190"
"107","AT1G68530"
"108","AT1G68877"
"109","AT1G69470"
"110","AT1G69480"
"111","AT1G71370"
"112","AT1G72110"
"113","AT1G72270"
"114","AT1G72460"
"115","AT1G72645"
"116","AT1G74130"
"117","AT1G75240"
"118","AT1G75430"
"119","AT1G77160"
"120","AT1G77520"
"121","AT1G78160"
"122","AT1G80580"
"123","AT2G01360"
"124","AT2G02990"
"125","AT2G04005"
"126","AT2G04220"
"127","AT2G05070"
"128","AT2G05145"
"129","AT2G05370"
"130","AT2G05420"
"131","AT2G05585"
"132","AT2G05635"
"133","AT2G05914"
"134","AT2G05915"
"135","AT2G08375"
"136","AT2G08610"
"137","AT2G08675"
"138","AT2G08795"
"139","AT2G09255"
"140","AT2G09365"
"141","AT2G09695"
"142","AT2G09705"
"143","AT2G09970"
"144","AT2G10553"
"145","AT2G10615"
"146","AT2G11205"
"147","AT2G12905"
"148","AT2G13950"
"149","AT2G15090"
"150","AT2G17295"
"151","AT2G18420"
"152","AT2G19910"
"153","AT2G20800"
"154","AT2G21260"
"155","AT2G21330"
"156","AT2G22590"
"157","AT2G23000"
"158","AT2G23220"
"159","AT2G23830"
"160","AT2G24692"
"161","AT2G25150"
"162","AT2G26020"
"163","AT2G26750"
"164","AT2G27240"
"165","AT2G27385"
"166","AT2G27402"
"167","AT2G29110"
"168","AT2G30090"
"169","AT2G30115"
"170","AT2G30830"
"171","AT2G32530"
"172","AT2G32680"
"173","AT2G32870"
"174","AT2G34430"
"175","AT2G34810"
"176","AT2G35150"
"177","AT2G35260"
"178","AT2G36110"
"179","AT2G36255"
"180","AT2G36550"
"181","AT2G38195"
"182","AT2G38920"
"183","AT2G39820"
"184","AT2G40116"
"185","AT2G40130"
"186","AT2G42065"
"187","AT2G42800"
"188","AT2G42840"
"189","AT2G43010"
"190","AT2G44590"
"191","AT2G45570"
"192","AT2G46480"
"193","AT2G47950"
"194","AT3G01625"
"195","AT3G01835"
"196","AT3G02405"
"197","AT3G03585"
"198","AT3G03840"
"199","AT3G03930"
"200","AT3G05790"
"201","AT3G05950"
"202","AT3G06925"
"203","AT3G06955"
"204","AT3G08350"
"205","AT3G08370"
"206","AT3G08745"
"207","AT3G08810"
"208","AT3G09110"
"209","AT3G09120"
"210","AT3G09245"
"211","AT3G09340"
"212","AT3G09865"
"213","AT3G12460"
"214","AT3G12840"
"215","AT3G13010"
"216","AT3G14250"
"217","AT3G14463"
"218","AT3G14820"
"219","AT3G15960"
"220","AT3G16380"
"221","AT3G19270"
"222","AT3G19940"
"223","AT3G20395"
"224","AT3G20530"
"225","AT3G20950"
"226","AT3G21055"
"227","AT3G21080"
"228","AT3G21090"
"229","AT3G21570"
"230","AT3G21760"
"231","AT3G22700"
"232","AT3G22940"
"233","AT3G24060"
"234","AT3G24230"
"235","AT3G24790"
"236","AT3G25719"
"237","AT3G26180"
"238","AT3G26250"
"239","AT3G26813"
"240","AT3G27040"
"241","AT3G27250"
"242","AT3G27503"
"243","AT3G27620"
"244","AT3G27710"
"245","AT3G27860"
"246","AT3G28155"
"247","AT3G28270"
"248","AT3G28320"
"249","AT3G28540"
"250","AT3G28780"
"251","AT3G29633"
"252","AT3G29690"
"253","AT3G29720"
"254","AT3G29970"
"255","AT3G30725"
"256","AT3G43950"
"257","AT3G44830"
"258","AT3G44900"
"259","AT3G45110"
"260","AT3G45160"
"261","AT3G45540"
"262","AT3G46340"
"263","AT3G47770"
"264","AT3G48280"
"265","AT3G50170"
"266","AT3G50610"
"267","AT3G51200"
"268","AT3G51420"
"269","AT3G51820"
"270","AT3G52320"
"271","AT3G53235"
"272","AT3G53280"
"273","AT3G54065"
"274","AT3G55290"
"275","AT3G55500"
"276","AT3G56380"
"277","AT3G57587"
"278","AT3G60100"
"279","AT3G60780"
"280","AT3G61030"
"281","AT3G61035"
"282","AT3G61175"
"283","AT3G61230"
"284","AT3G61920"
"285","AT3G61970"
"286","AT4G00953"
"287","AT4G01520"
