"","col_FLT_c1.which.mclass....5...1."
"1","AT1G01020"
"2","AT1G01110"
"3","AT1G01160"
"4","AT1G01230"
"5","AT1G01360"
"6","AT1G01490"
"7","AT1G02090"
"8","AT1G02330"
"9","AT1G02335"
"10","AT1G02410"
"11","AT1G02560"
"12","AT1G02870"
"13","AT1G03040"
"14","AT1G03080"
"15","AT1G03110"
"16","AT1G03150"
"17","AT1G03590"
"18","AT1G03610"
"19","AT1G03910"
"20","AT1G04440"
"21","AT1G04590"
"22","AT1G04940"
"23","AT1G04980"
"24","AT1G04985"
"25","AT1G05350"
"26","AT1G05360"
"27","AT1G05560"
"28","AT1G05562"
"29","AT1G05785"
"30","AT1G05890"
"31","AT1G06130"
"32","AT1G06210"
"33","AT1G06290"
"34","AT1G06410"
"35","AT1G06530"
"36","AT1G06540"
"37","AT1G06570"
"38","AT1G06620"
"39","AT1G06640"
"40","AT1G06670"
"41","AT1G06720"
"42","AT1G06870"
"43","AT1G06900"
"44","AT1G07310"
"45","AT1G07350"
"46","AT1G07470"
"47","AT1G07480"
"48","AT1G07660"
"49","AT1G08037"
"50","AT1G08160"
"51","AT1G08230"
"52","AT1G08450"
"53","AT1G08560"
"54","AT1G08570"
"55","AT1G08780"
"56","AT1G08820"
"57","AT1G09160"
"58","AT1G09280"
"59","AT1G09520"
"60","AT1G09580"
"61","AT1G09815"
"62","AT1G09870"
"63","AT1G09920"
"64","AT1G09932"
"65","AT1G10430"
"66","AT1G10500"
"67","AT1G10530"
"68","AT1G10580"
"69","AT1G10760"
"70","AT1G10865"
"71","AT1G10890"
"72","AT1G11000"
"73","AT1G11240"
"74","AT1G11260"
"75","AT1G11400"
"76","AT1G11430"
"77","AT1G11750"
"78","AT1G11890"
"79","AT1G12010"
"80","AT1G12120"
"81","AT1G12160"
"82","AT1G12360"
"83","AT1G12410"
"84","AT1G12520"
"85","AT1G12640"
"86","AT1G12650"
"87","AT1G12760"
"88","AT1G12810"
"89","AT1G12820"
"90","AT1G13220"
"91","AT1G13320"
"92","AT1G13360"
"93","AT1G13450"
"94","AT1G13730"
"95","AT1G13950"
"96","AT1G13990"
"97","AT1G14000"
"98","AT1G14060"
"99","AT1G14080"
"100","AT1G14300"
"101","AT1G14330"
"102","AT1G14380"
"103","AT1G14650"
"104","AT1G14740"
"105","AT1G14860"
"106","AT1G14890"
"107","AT1G15100"
"108","AT1G15230"
"109","AT1G15390"
"110","AT1G15860"
"111","AT1G15920"
"112","AT1G15960"
"113","AT1G16040"
"114","AT1G16190"
"115","AT1G16210"
"116","AT1G16840"
"117","AT1G16860"
"118","AT1G16870"
