"","col_FLT_c1.which.mclass....3...1."
"1","AT1G01300"
"2","AT1G01510"
"3","AT1G01730"
"4","AT1G01820"
"5","AT1G01910"
"6","AT1G02100"
"7","AT1G02160"
"8","AT1G02305"
"9","AT1G02816"
"10","AT1G03140"
"11","AT1G03210"
"12","AT1G03330"
"13","AT1G03410"
"14","AT1G04080"
"15","AT1G04140"
"16","AT1G04170"
"17","AT1G04183"
"18","AT1G04190"
"19","AT1G04250"
"20","AT1G04340"
"21","AT1G04430"
"22","AT1G04510"
"23","AT1G04630"
"24","AT1G05205"
"25","AT1G05620"
"26","AT1G05720"
"27","AT1G06110"
"28","AT1G06220"
"29","AT1G06230"
"30","AT1G06400"
"31","AT1G06515"
"32","AT1G06700"
"33","AT1G06890"
"34","AT1G07020"
"35","AT1G07030"
"36","AT1G07070"
"37","AT1G07080"
"38","AT1G07170"
"39","AT1G07210"
"40","AT1G07360"
"41","AT1G07370"
"42","AT1G07670"
"43","AT1G07750"
"44","AT1G07830"
"45","AT1G07887"
"46","AT1G07960"
"47","AT1G08110"
"48","AT1G08370"
"49","AT1G08510"
"50","AT1G08580"
"51","AT1G08650"
"52","AT1G08660"
"53","AT1G08930"
"54","AT1G09140"
"55","AT1G09250"
"56","AT1G09270"
"57","AT1G09330"
"58","AT1G09430"
"59","AT1G09570"
"60","AT1G09620"
"61","AT1G09630"
"62","AT1G09660"
"63","AT1G09760"
"64","AT1G09840"
"65","AT1G09970"
"66","AT1G10030"
"67","AT1G10120"
"68","AT1G10200"
"69","AT1G10290"
"70","AT1G10990"
"71","AT1G11310"
"72","AT1G11360"
"73","AT1G11475"
"74","AT1G11480"
"75","AT1G11860"
"76","AT1G11910"
"77","AT1G12270"
"78","AT1G12390"
"79","AT1G12440"
"80","AT1G12850"
"81","AT1G13060"
"82","AT1G13380"
"83","AT1G14010"
"84","AT1G14210"
"85","AT1G14290"
"86","AT1G14510"
"87","AT1G14570"
"88","AT1G14610"
"89","AT1G14620"
"90","AT1G14685"
"91","AT1G14810"
"92","AT1G14830"
"93","AT1G14900"
"94","AT1G15200"
"95","AT1G15210"
"96","AT1G15250"
"97","AT1G15340"
"98","AT1G15350"
"99","AT1G15370"
"100","AT1G15420"
"101","AT1G15670"
"102","AT1G15750"
"103","AT1G15880"
"104","AT1G16000"
"105","AT1G16170"
"106","AT1G16240"
"107","AT1G16350"
"108","AT1G16460"
"109","AT1G16470"
"110","AT1G16560"
"111","AT1G16740"
"112","AT1G16880"
"113","AT1G17290"
"114","AT1G17370"
"115","AT1G17470"
"116","AT1G18070"
"117","AT1G18450"
"118","AT1G18640"
"119","AT1G18800"
"120","AT1G18880"
"121","AT1G19120"
"122","AT1G19130"
"123","AT1G19600"
"124","AT1G19835"
"125","AT1G19870"
"126","AT1G19920"
"127","AT1G20190"
"128","AT1G20220"
"129","AT1G20430"
"130","AT1G20840"
