"","col_FLT_c1.which.mclass....4...1."
"1","AT1G01130"
"2","AT1G01183"
"3","AT1G01190"
"4","AT1G01310"
"5","AT1G01420"
"6","AT1G01453"
"7","AT1G01480"
"8","AT1G01520"
"9","AT1G01600"
"10","AT1G01680"
"11","AT1G01695"
"12","AT1G02205"
"13","AT1G02310"
"14","AT1G02350"
"15","AT1G02490"
"16","AT1G02510"
"17","AT1G02530"
"18","AT1G02580"
"19","AT1G02650"
"20","AT1G02700"
"21","AT1G02705"
"22","AT1G02710"
"23","AT1G02770"
"24","AT1G02813"
"25","AT1G02820"
"26","AT1G02952"
"27","AT1G02980"
"28","AT1G03106"
"29","AT1G03120"
"30","AT1G03170"
"31","AT1G03240"
"32","AT1G03390"
"33","AT1G03445"
"34","AT1G03495"
"35","AT1G03502"
"36","AT1G03506"
"37","AT1G03630"
"38","AT1G03700"
"39","AT1G03710"
"40","AT1G03743"
"41","AT1G03746"
"42","AT1G04017"
"43","AT1G04023"
"44","AT1G04073"
"45","AT1G04077"
"46","AT1G04083"
"47","AT1G04090"
"48","AT1G04103"
"49","AT1G04105"
"50","AT1G04123"
"51","AT1G04147"
"52","AT1G04150"
"53","AT1G04187"
"54","AT1G04193"
"55","AT1G04197"
"56","AT1G04217"
"57","AT1G04223"
"58","AT1G04227"
"59","AT1G04237"
"60","AT1G04267"
"61","AT1G04273"
"62","AT1G04277"
"63","AT1G04297"
"64","AT1G04303"
"65","AT1G04343"
"66","AT1G04347"
"67","AT1G04350"
"68","AT1G04357"
"69","AT1G04363"
"70","AT1G04397"
"71","AT1G04403"
"72","AT1G04427"
"73","AT1G04445"
"74","AT1G04467"
"75","AT1G04473"
"76","AT1G04493"
"77","AT1G04497"
"78","AT1G04507"
"79","AT1G04523"
"80","AT1G04533"
"81","AT1G04560"
"82","AT1G04563"
"83","AT1G04567"
"84","AT1G04577"
"85","AT1G04583"
"86","AT1G04587"
"87","AT1G04600"
"88","AT1G04625"
"89","AT1G04643"
"90","AT1G04657"
"91","AT1G04660"
"92","AT1G04670"
"93","AT1G04703"
"94","AT1G04713"
"95","AT1G04733"
"96","AT1G04743"
"97","AT1G04767"
"98","AT1G04800"
"99","AT1G04817"
"100","AT1G04827"
"101","AT1G04853"
"102","AT1G04873"
"103","AT1G04877"
"104","AT1G04880"
"105","AT1G04913"
"106","AT1G04933"
"107","AT1G04973"
"108","AT1G05020"
"109","AT1G05023"
"110","AT1G05033"
"111","AT1G05043"
"112","AT1G05047"
"113","AT1G05057"
"114","AT1G05083"
"115","AT1G05103"
"116","AT1G05143"
"117","AT1G05153"
"118","AT1G05203"
"119","AT1G05207"
"120","AT1G05243"
"121","AT1G05247"
"122","AT1G05253"
"123","AT1G05283"
"124","AT1G05297"
"125","AT1G05303"
"126","AT1G05317"
"127","AT1G05327"
"128","AT1G05330"
"129","AT1G05353"
"130","AT1G05357"
"131","AT1G05383"
"132","AT1G05417"
"133","AT1G05423"
"134","AT1G05447"
"135","AT1G05450"
"136","AT1G05463"
"137","AT1G05490"
"138","AT1G05493"
"139","AT1G05510"
"140","AT1G05517"
"141","AT1G05540"
"142","AT1G05550"
"143","AT1G05607"
"144","AT1G05675"
"145","AT1G05690"
"146","AT1G05693"
"147","AT1G05703"
"148","AT1G05707"
"149","AT1G05723"
"150","AT1G05727"
"151","AT1G05747"
"152","AT1G05757"
"153","AT1G05773"
"154","AT1G05783"
"155","AT1G05813"
"156","AT1G05843"
"157","AT1G05894"
"158","AT1G05913"
"159","AT1G05917"
"160","AT1G05920"
"161","AT1G05933"
"162","AT1G05937"
"163","AT1G05943"
"164","AT1G05973"
"165","AT1G05977"
"166","AT1G05990"
"167","AT1G05993"
"168","AT1G05997"
"169","AT1G06003"
"170","AT1G06017"
"171","AT1G06020"
