"","col_FLT_c1.which.mclass....6...1."
"1","AT1G01070"
"2","AT1G01210"
"3","AT1G01350"
"4","AT1G01540"
"5","AT1G01630"
"6","AT1G01650"
"7","AT1G01920"
"8","AT1G01940"
"9","AT1G01960"
"10","AT1G01990"
"11","AT1G02080"
"12","AT1G02120"
"13","AT1G02145"
"14","AT1G02150"
"15","AT1G02170"
"16","AT1G02520"
"17","AT1G02690"
"18","AT1G03030"
"19","AT1G03280"
"20","AT1G03350"
"21","AT1G03360"
"22","AT1G03475"
"23","AT1G03530"
"24","AT1G03687"
"25","AT1G03840"
"26","AT1G04030"
"27","AT1G04070"
"28","AT1G04120"
"29","AT1G04210"
"30","AT1G04260"
"31","AT1G04300"
"32","AT1G04520"
"33","AT1G04530"
"34","AT1G04537"
"35","AT1G04770"
"36","AT1G04780"
"37","AT1G04810"
"38","AT1G04860"
"39","AT1G04900"
"40","AT1G04910"
"41","AT1G04950"
"42","AT1G04960"
"43","AT1G05070"
"44","AT1G05150"
"45","AT1G05170"
"46","AT1G05180"
"47","AT1G05210"
"48","AT1G05270"
"49","AT1G05380"
"50","AT1G05500"
"51","AT1G05520"
"52","AT1G05805"
"53","AT1G05840"
"54","AT1G05870"
"55","AT1G05940"
"56","AT1G05960"
"57","AT1G06070"
"58","AT1G06190"
"59","AT1G06470"
"60","AT1G06550"
"61","AT1G06630"
"62","AT1G06850"
"63","AT1G06930"
"64","AT1G06950"
"65","AT1G06960"
"66","AT1G07230"
"67","AT1G07250"
"68","AT1G07260"
"69","AT1G07510"
"70","AT1G07530"
"71","AT1G07640"
"72","AT1G07810"
"73","AT1G07840"
"74","AT1G07950"
"75","AT1G07970"
"76","AT1G07990"
"77","AT1G08010"
"78","AT1G08125"
"79","AT1G08130"
"80","AT1G08190"
"81","AT1G08210"
"82","AT1G08260"
"83","AT1G08350"
"84","AT1G08410"
"85","AT1G08477"
"86","AT1G08500"
"87","AT1G08620"
"88","AT1G08640"
"89","AT1G08657"
"90","AT1G08680"
"91","AT1G08700"
"92","AT1G08770"
"93","AT1G08970"
"94","AT1G09010"
"95","AT1G09020"
"96","AT1G09100"
"97","AT1G09130"
"98","AT1G09290"
"99","AT1G09645"
"100","AT1G09730"
"101","AT1G09795"
"102","AT1G09830"
"103","AT1G10130"
"104","AT1G10180"
"105","AT1G10380"
"106","AT1G10390"
"107","AT1G10410"
"108","AT1G10470"
"109","AT1G10490"
"110","AT1G10600"
"111","AT1G10700"
"112","AT1G10740"
"113","AT1G10850"
"114","AT1G10940"
"115","AT1G11020"
"116","AT1G11185"
"117","AT1G11200"
"118","AT1G11592"
"119","AT1G11905"
"120","AT1G11930"
"121","AT1G12050"
"122","AT1G12240"
"123","AT1G12400"
"124","AT1G12500"
"125","AT1G12580"
"126","AT1G12830"
"127","AT1G13000"
"128","AT1G13120"
"129","AT1G13160"
"130","AT1G13390"
"131","AT1G13570"
"132","AT1G13640"
"133","AT1G13690"
"134","AT1G13750"
"135","AT1G13980"
"136","AT1G14230"
"137","AT1G14360"
"138","AT1G14410"
"139","AT1G14453"
"140","AT1G14690"
"141","AT1G14710"
"142","AT1G14730"
"143","AT1G14920"
"144","AT1G14990"
"145","AT1G15020"
"146","AT1G15110"
"147","AT1G15130"
"148","AT1G15140"
"149","AT1G15240"
"150","AT1G15280"
"151","AT1G15440"
"152","AT1G15570"
"153","AT1G15630"
"154","AT1G15640"
"155","AT1G15810"
"156","AT1G15910"
"157","AT1G15970"
"158","AT1G16010"
"159","AT1G16270"
"160","AT1G16300"
"161","AT1G16340"
"162","AT1G16900"
"163","AT1G16916"
"164","AT1G16970"
"165","AT1G17060"
