Regulator	Symbol	CO	PD	PWM_num	PWM_source	PWM_name	rank	p-value	q-value	#hits	hits	PDtargets
AT1G08010	GATA11	1	na	PWM1547	CisBP	M0680_1.01	46	0.00014345459395634727	0.006768791762203438	59	AT1G01550,AT1G02840,AT1G03900,AT1G06040,AT1G07790,AT1G11840,AT1G21190,AT1G27130,AT1G30510,AT1G35580,AT1G54270,AT1G74690,AT1G74920,AT1G80920,AT2G04780,AT2G18160,AT2G18960,AT2G20990,AT2G21600,AT2G25490,AT2G26300,AT2G31083,AT2G34690,AT3G02180,AT3G05530,AT3G10985,AT3G11130,AT3G16240,AT3G17100,AT3G23000,AT3G23820,AT3G28860,AT3G48530,AT4G12420,AT4G17530,AT4G20870,AT4G23710,AT4G24520,AT4G27000,AT4G34490,AT4G38510,AT5G13420,AT5G19520,AT5G19990,AT5G27670,AT5G28540,AT5G38470,AT5G39320,AT5G42020,AT5G42080,AT5G42190,AT5G43970,AT5G48870,AT5G49720,AT5G58290,AT5G59890,AT5G60340,AT5G60920,AT5G63660	na
AT4G17570	GATA26	4	0	PWM907	CisBP	M0688_1.01	19	1.0848974662163828e-8	0.0000010806784205144302	72	AT1G01550,AT1G01720,AT1G03860,AT1G03900,AT1G07420,AT1G08880,AT1G11840,AT1G12910,AT1G20260,AT1G24180,AT1G26110,AT1G26670,AT1G27130,AT1G35580,AT1G43890,AT1G72750,AT1G79340,AT1G80920,AT2G04630,AT2G17380,AT2G17440,AT2G25490,AT2G27860,AT2G27960,AT2G30410,AT2G34520,AT2G38810,AT3G09300,AT3G10850,AT3G11130,AT3G12630,AT3G15580,AT3G17100,AT3G20770,AT3G24160,AT3G46900,AT3G49940,AT3G50500,AT3G54110,AT3G59970,AT4G13430,AT4G17530,AT4G17870,AT4G19640,AT4G21980,AT4G22670,AT4G23710,AT4G23850,AT4G24220,AT4G26570,AT4G27320,AT4G34490,AT4G35830,AT5G02770,AT5G05950,AT5G07470,AT5G19690,AT5G20570,AT5G23860,AT5G25460,AT5G28540,AT5G39320,AT5G42020,AT5G45010,AT5G45130,AT5G45550,AT5G46250,AT5G49720,AT5G50375,AT5G60360,AT5G60920,AT5G67360	
AT3G16857	ARR1	2	1	PWM1104	CisBP	M1229_1.01	20	5.7515534369612654e-8	0.000005156267656235775	70	AT1G01550,AT1G03900,AT1G08650,AT1G11840,AT1G24180,AT1G26670,AT1G27130,AT1G35580,AT1G54690,AT1G63000,AT1G65960,AT1G72750,AT1G79340,AT2G04780,AT2G17380,AT2G20990,AT2G21600,AT2G25490,AT2G27860,AT2G30410,AT2G34520,AT2G34690,AT2G36060,AT2G38810,AT2G45430,AT3G02580,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G17100,AT3G27360,AT3G46440,AT3G46900,AT3G47833,AT3G49870,AT3G50500,AT3G59970,AT4G04830,AT4G12420,AT4G17870,AT4G20890,AT4G21150,AT4G23710,AT4G33580,AT4G34490,AT4G35630,AT4G35830,AT4G37870,AT5G02770,AT5G07470,AT5G19690,AT5G23860,AT5G24400,AT5G25460,AT5G28540,AT5G28640,AT5G34850,AT5G37510,AT5G38470,AT5G39320,AT5G40370,AT5G42080,AT5G43970,AT5G45010,AT5G50375,AT5G53250,AT5G59520,AT5G60360,AT5G66760	AT1G04250
AT3G16857	ARR1	2	1	PWM2544	JASPAR	MA0945.1	24	2.8321807186157265e-7	0.000021158750118658323	68	AT1G01550,AT1G03900,AT1G08650,AT1G11840,AT1G24180,AT1G26670,AT1G27130,AT1G35580,AT1G54690,AT1G63000,AT1G65960,AT1G72750,AT2G04780,AT2G17380,AT2G20990,AT2G21600,AT2G25490,AT2G27860,AT2G30410,AT2G34520,AT2G34690,AT2G36060,AT2G38810,AT2G45430,AT3G02580,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G17100,AT3G27360,AT3G46440,AT3G46900,AT3G47833,AT3G49870,AT3G50500,AT3G59970,AT4G04830,AT4G12420,AT4G17870,AT4G20890,AT4G21150,AT4G23710,AT4G33580,AT4G34490,AT4G35630,AT4G35830,AT4G37870,AT5G02770,AT5G07470,AT5G19690,AT5G23860,AT5G24400,AT5G25460,AT5G28540,AT5G28640,AT5G34850,AT5G37510,AT5G38470,AT5G39320,AT5G40370,AT5G42080,AT5G45010,AT5G50375,AT5G53250,AT5G59520,AT5G60360,AT5G66760	AT1G04250
AT4G36240	GATA7	0	na	PWM1222	CisBP	M0691_1.01	21	5.7515534369612654e-8	0.000005156267656235775	70	AT1G01550,AT1G01720,AT1G03900,AT1G07420,AT1G08650,AT1G11840,AT1G20260,AT1G26110,AT1G26670,AT1G27130,AT1G35580,AT1G43890,AT1G53850,AT1G74690,AT1G80920,AT2G04780,AT2G17380,AT2G17440,AT2G18960,AT2G20990,AT2G25490,AT2G27860,AT2G27960,AT2G30410,AT2G34520,AT3G02180,AT3G09300,AT3G10985,AT3G11130,AT3G12630,AT3G17100,AT3G20060,AT3G20770,AT3G24160,AT3G46900,AT3G47520,AT3G47833,AT3G48530,AT3G59970,AT4G04830,AT4G17530,AT4G20890,AT4G21150,AT4G21980,AT4G22670,AT4G23710,AT4G23850,AT4G26570,AT4G34490,AT4G35830,AT4G38510,AT5G11200,AT5G19690,AT5G20570,AT5G23290,AT5G23860,AT5G24400,AT5G25460,AT5G28540,AT5G38470,AT5G39320,AT5G42020,AT5G45010,AT5G45130,AT5G45550,AT5G56170,AT5G57490,AT5G58290,AT5G60360,AT5G60920	na
AT1G08000	GATA10	0	na	PWM2610	JASPAR	MA1013.1	22	1.2882262904068058e-7	0.000010499044266815467	69	AT1G01550,AT1G03900,AT1G06040,AT1G06390,AT1G07420,AT1G07790,AT1G08650,AT1G11650,AT1G11840,AT1G20260,AT1G21190,AT1G27130,AT1G30510,AT1G35580,AT1G53850,AT1G54270,AT1G74690,AT1G74920,AT1G80920,AT2G04780,AT2G17380,AT2G18160,AT2G18960,AT2G21600,AT2G25490,AT2G27860,AT2G30410,AT2G30980,AT2G31083,AT2G33120,AT2G34690,AT3G02180,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G16240,AT3G23000,AT3G24160,AT3G26780,AT3G44310,AT3G48530,AT4G03520,AT4G12420,AT4G17530,AT4G21150,AT4G21980,AT4G24520,AT4G27000,AT4G34490,AT4G35830,AT4G38510,AT5G19690,AT5G23290,AT5G27670,AT5G28540,AT5G38470,AT5G39320,AT5G42080,AT5G42190,AT5G43970,AT5G45550,AT5G48870,AT5G49720,AT5G59890,AT5G60340,AT5G60640,AT5G60920,AT5G63660	na
AT1G08000	GATA10	0	na	PWM914	CisBP	M0679_1.01	26	2.8321807186157265e-7	0.000021158750118658323	68	AT1G01550,AT1G03900,AT1G06040,AT1G06390,AT1G07420,AT1G07790,AT1G08650,AT1G11650,AT1G11840,AT1G20260,AT1G21190,AT1G27130,AT1G30510,AT1G35580,AT1G54270,AT1G74690,AT1G74920,AT1G80920,AT2G04780,AT2G17380,AT2G18160,AT2G18960,AT2G21600,AT2G25490,AT2G26300,AT2G27860,AT2G30410,AT2G30980,AT2G31083,AT2G33120,AT2G34690,AT3G02180,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G16240,AT3G23000,AT3G24160,AT3G26780,AT3G44310,AT3G48530,AT4G03520,AT4G12420,AT4G17530,AT4G21150,AT4G24520,AT4G27000,AT4G34490,AT4G35830,AT4G38510,AT5G19690,AT5G23290,AT5G27670,AT5G28540,AT5G38470,AT5G39320,AT5G42020,AT5G42080,AT5G42190,AT5G43970,AT5G48870,AT5G49720,AT5G50375,AT5G59890,AT5G60340,AT5G60920,AT5G63660	na
AT4G32890	GATA9	1	0	PWM2615	JASPAR	MA1018.1	23	1.2882262904068058e-7	0.000010499044266815467	69	AT1G01550,AT1G02840,AT1G06040,AT1G06390,AT1G08650,AT1G13280,AT1G26670,AT1G27130,AT1G35580,AT1G47200,AT1G50370,AT1G50430,AT1G74690,AT1G74920,AT1G80920,AT2G04780,AT2G18160,AT2G21600,AT2G25490,AT2G27860,AT2G30980,AT2G33120,AT2G34690,AT2G44100,AT3G02180,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G15000,AT3G17100,AT3G18820,AT3G23000,AT3G23820,AT3G25040,AT3G26780,AT3G28860,AT3G44310,AT3G47520,AT3G49940,AT4G12420,AT4G17530,AT4G21830,AT4G21980,AT4G23710,AT4G23850,AT4G27000,AT4G34490,AT4G38510,AT5G04430,AT5G08530,AT5G11200,AT5G19690,AT5G19990,AT5G23860,AT5G25460,AT5G27670,AT5G28540,AT5G38470,AT5G39320,AT5G42080,AT5G42190,AT5G43970,AT5G48870,AT5G49720,AT5G59890,AT5G60920,AT5G66760,AT5G67260	
AT4G32890	GATA9	1	0	PWM1091	CisBP	M0689_1.01	27	6.110924604426265e-7	0.0000405810659842085	67	AT1G01550,AT1G02840,AT1G06040,AT1G06390,AT1G08650,AT1G13280,AT1G26670,AT1G27130,AT1G35580,AT1G47200,AT1G50370,AT1G50430,AT1G74690,AT1G74920,AT1G80920,AT2G04780,AT2G18160,AT2G21600,AT2G25490,AT2G27860,AT2G30980,AT2G33120,AT2G34690,AT2G44100,AT3G02180,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G15000,AT3G17100,AT3G18820,AT3G23000,AT3G23820,AT3G26780,AT3G28860,AT3G44310,AT3G47520,AT3G49940,AT4G12420,AT4G17530,AT4G21980,AT4G23710,AT4G23850,AT4G27000,AT4G34490,AT4G38510,AT5G04430,AT5G08530,AT5G11200,AT5G19690,AT5G19990,AT5G23860,AT5G25460,AT5G27670,AT5G28540,AT5G38470,AT5G39320,AT5G42020,AT5G42080,AT5G43970,AT5G48870,AT5G49720,AT5G59890,AT5G60920,AT5G66760,AT5G67260	
AT4G31920	ARR10	6	na	PWM1730	JASPAR	MA0121.1	28	0.0000012938506711756248	0.00008285265190778197	66	AT1G01550,AT1G02840,AT1G03900,AT1G06390,AT1G08650,AT1G11840,AT1G13560,AT1G26670,AT1G27130,AT1G35580,AT1G53320,AT1G63000,AT1G72750,AT1G74690,AT1G74920,AT1G79340,AT2G04780,AT2G18160,AT2G20990,AT2G21600,AT2G27860,AT2G30410,AT2G34690,AT2G36060,AT2G38810,AT2G45430,AT2G46800,AT3G02580,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G15000,AT3G27360,AT3G44310,AT3G46900,AT3G47833,AT3G49870,AT3G49940,AT4G03190,AT4G17640,AT4G20890,AT4G33580,AT4G35630,AT4G37870,AT5G04430,AT5G11200,AT5G11670,AT5G13420,AT5G19690,AT5G19990,AT5G23860,AT5G28640,AT5G34850,AT5G37510,AT5G38470,AT5G39320,AT5G42080,AT5G43970,AT5G48870,AT5G50375,AT5G60360,AT5G63600,AT5G66760,AT5G67260,AT5G67420	na
AT4G31920	ARR10	6	na	PWM903	CisBP	M1811_1.01	71	0.0013608626182857043	0.03536270542878649	55	AT1G01550,AT1G02840,AT1G06390,AT1G08650,AT1G11840,AT1G13560,AT1G26670,AT1G27130,AT1G35580,AT1G63000,AT1G72750,AT1G74500,AT1G74690,AT1G74920,AT2G04780,AT2G18160,AT2G20990,AT2G21600,AT2G27860,AT2G30410,AT2G34690,AT2G36060,AT2G38810,AT2G45430,AT2G46800,AT3G01470,AT3G02580,AT3G09300,AT3G10985,AT3G11130,AT3G15000,AT3G27360,AT3G44310,AT3G46900,AT3G49870,AT3G49940,AT4G20890,AT4G33580,AT4G37870,AT5G19690,AT5G19990,AT5G23860,AT5G25460,AT5G28640,AT5G34850,AT5G37510,AT5G38470,AT5G39320,AT5G42080,AT5G43970,AT5G48870,AT5G50375,AT5G59520,AT5G60360,AT5G67260	na
AT2G01760	ARR14	0	0	PWM816	CisBP	M1226_1.01	29	0.000002687729508569462	0.00016617582789189812	65	AT1G02840,AT1G03900,AT1G08650,AT1G11840,AT1G24180,AT1G26670,AT1G27130,AT1G35580,AT1G63000,AT1G65960,AT1G72750,AT1G77440,AT2G04780,AT2G17380,AT2G20990,AT2G21600,AT2G25490,AT2G27860,AT2G30410,AT2G34520,AT2G34690,AT2G36060,AT2G38810,AT2G45430,AT2G46800,AT3G02580,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G17100,AT3G27360,AT3G46900,AT3G47833,AT3G49870,AT3G50500,AT3G59970,AT4G04830,AT4G17870,AT4G20890,AT4G21150,AT4G23710,AT4G33580,AT4G34490,AT4G35630,AT4G37870,AT5G02770,AT5G07470,AT5G19690,AT5G23860,AT5G24400,AT5G25460,AT5G28540,AT5G28640,AT5G34850,AT5G37510,AT5G38470,AT5G39320,AT5G43970,AT5G45010,AT5G50375,AT5G53250,AT5G59520,AT5G60360,AT5G66760	
AT2G01760	ARR14	0	0	PWM1312	PBM		34	0.000041233801237746015	0.0021744766358611353	61	AT1G01550,AT1G03860,AT1G08650,AT1G11840,AT1G20260,AT1G26110,AT1G26670,AT1G27130,AT1G35580,AT1G50430,AT1G65960,AT1G70410,AT1G72750,AT1G74690,AT2G04780,AT2G17380,AT2G27860,AT2G34690,AT2G38810,AT2G41530,AT3G02180,AT3G04730,AT3G09300,AT3G10985,AT3G11130,AT3G11660,AT3G22630,AT3G44310,AT3G46900,AT3G47520,AT3G49870,AT3G50500,AT4G04830,AT4G08770,AT4G17530,AT4G20850,AT4G20870,AT4G20890,AT4G21830,AT4G21980,AT4G22670,AT4G27000,AT4G35830,AT4G37870,AT4G37910,AT5G04430,AT5G05950,AT5G11200,AT5G19520,AT5G19690,AT5G25460,AT5G28540,AT5G28640,AT5G38470,AT5G39320,AT5G42020,AT5G43970,AT5G45010,AT5G54810,AT5G60360,AT5G60920	
AT1G77080	AGL27	0	7	PWM2609	JASPAR	MA1012.1	30	0.000010946793951699991	0.0006542533851799361	63	AT1G07420,AT1G07790,AT1G10030,AT1G11475,AT1G11840,AT1G13280,AT1G16470,AT1G26670,AT1G30360,AT1G50430,AT1G61250,AT1G64720,AT1G70710,AT1G74500,AT1G74920,AT2G17380,AT2G21060,AT2G34520,AT2G39570,AT2G46800,AT3G01470,AT3G14310,AT3G15000,AT3G16240,AT3G18820,AT3G23820,AT3G24160,AT3G25040,AT3G27890,AT3G46900,AT3G54110,AT3G54920,AT3G56190,AT3G60750,AT4G02570,AT4G03190,AT4G04830,AT4G12420,AT4G17870,AT4G21790,AT4G27230,AT4G27320,AT4G33580,AT5G02770,AT5G04430,AT5G11670,AT5G13740,AT5G14920,AT5G19520,AT5G23290,AT5G28640,AT5G40370,AT5G42890,AT5G45130,AT5G45550,AT5G46250,AT5G54810,AT5G59520,AT5G60640,AT5G60920,AT5G63600,AT5G66760,AT5G67420	AT1G13280,AT1G50430,AT2G21060,AT3G54920,AT4G12420,AT4G17870,AT5G28640
AT5G42520	ATBPC6	0	1	PWM2874	DAP-seq	BPC6_col	31	0.000010946793951699991	0.0006542533851799361	63	AT1G01720,AT1G06390,AT1G07420,AT1G13560,AT1G15500,AT1G16470,AT1G23820,AT1G24880,AT1G26110,AT1G30120,AT1G30510,AT1G50370,AT1G54080,AT1G61250,AT1G72750,AT1G74690,AT2G18960,AT2G21050,AT2G26300,AT2G30980,AT2G34690,AT2G41530,AT2G44100,AT3G01470,AT3G12630,AT3G15000,AT3G17300,AT3G20060,AT3G27360,AT3G28860,AT3G49870,AT3G49940,AT3G54110,AT3G54920,AT3G58680,AT4G02570,AT4G03190,AT4G13430,AT4G17530,AT4G17640,AT4G20870,AT4G21150,AT4G21790,AT4G21830,AT4G22670,AT4G23850,AT4G24520,AT4G27000,AT4G27230,AT4G27320,AT4G34490,AT4G35490,AT4G35890,AT5G04430,AT5G08530,AT5G11670,AT5G23860,AT5G28640,AT5G45130,AT5G45550,AT5G56950,AT5G67260,AT5G67420	AT2G40890
AT4G01500	NGA4	1	na	PWM2727	DAP-seq	NGA4_col	32	0.000021455934644418403	0.0012022028380450685	62	AT1G02840,AT1G07420,AT1G16470,AT1G30120,AT1G30360,AT1G35580,AT1G50370,AT1G54080,AT1G70410,AT1G72750,AT1G77440,AT2G17380,AT2G17440,AT2G18960,AT2G20990,AT2G21050,AT2G26300,AT2G30980,AT2G31083,AT2G40890,AT2G42590,AT2G47510,AT3G01470,AT3G02180,AT3G05530,AT3G09300,AT3G11130,AT3G12630,AT3G13200,AT3G23000,AT3G24160,AT3G28860,AT3G49870,AT3G60750,AT4G02570,AT4G03190,AT4G13430,AT4G17530,AT4G19640,AT4G20870,AT4G21830,AT4G23100,AT4G27320,AT4G28410,AT4G33580,AT4G35490,AT4G35830,AT4G35890,AT4G38510,AT5G02770,AT5G10540,AT5G19690,AT5G24400,AT5G28640,AT5G38470,AT5G42020,AT5G42190,AT5G45550,AT5G46290,AT5G59890,AT5G60920,ATMG00580	na
AT4G24470	GATA25	0	0	PWM3017	DAP-seq	ZIM_col	33	0.000021455934644418403	0.0012022028380450685	62	AT1G01550,AT1G01720,AT1G07790,AT1G11475,AT1G13590,AT1G14620,AT1G14900,AT1G15500,AT1G21190,AT1G31970,AT1G43890,AT1G54080,AT1G68000,AT1G70410,AT1G70710,AT1G74690,AT1G79340,AT2G17380,AT2G18960,AT2G21050,AT2G21060,AT2G25060,AT2G39570,AT2G46800,AT3G02180,AT3G02580,AT3G12630,AT3G17300,AT3G22630,AT3G23000,AT3G23820,AT3G27360,AT3G27380,AT3G48530,AT3G49870,AT3G54920,AT3G59970,AT3G60750,AT3G61440,AT4G20890,AT4G21790,AT4G23100,AT4G23710,AT4G27230,AT4G37870,AT5G11670,AT5G14920,AT5G18520,AT5G23290,AT5G25460,AT5G27670,AT5G28540,AT5G34850,AT5G38470,AT5G39320,AT5G42020,AT5G45550,AT5G57490,AT5G63660,AT5G67260,AT5G67360,AT5G67420	
AT4G36620	GATA19	2	0	PWM3009	DAP-seq	GATA19_col	36	0.00007768426906551276	0.0038691081787351218	60	AT1G01550,AT1G01720,AT1G03900,AT1G11840,AT1G20260,AT1G21190,AT1G26670,AT1G27130,AT1G35580,AT1G49480,AT1G53850,AT1G61250,AT1G63000,AT1G65960,AT1G79340,AT2G04780,AT2G27860,AT2G30410,AT2G38810,AT2G39780,AT2G42590,AT3G02180,AT3G04730,AT3G11130,AT3G12630,AT3G14310,AT3G16240,AT3G17100,AT3G18820,AT3G24160,AT3G28860,AT3G46900,AT3G49870,AT3G54110,AT3G56190,AT3G60750,AT4G17530,AT4G21150,AT4G23710,AT4G23850,AT4G26570,AT4G34490,AT4G35830,AT4G37870,AT5G02770,AT5G04430,AT5G19690,AT5G19990,AT5G25460,AT5G28540,AT5G38470,AT5G39320,AT5G42020,AT5G46290,AT5G49720,AT5G53250,AT5G56170,AT5G63660,AT5G67260,ATMG00580	
AT4G18960	AG	0	na	PWM435	AGRIS		37	0.00007768426906551276	0.0038691081787351218	60	AT1G01550,AT1G01720,AT1G02130,AT1G02840,AT1G03860,AT1G03900,AT1G04250,AT1G04870,AT1G06040,AT1G06390,AT1G07420,AT1G07790,AT1G08650,AT1G08880,AT1G10030,AT1G11475,AT1G11650,AT1G11840,AT1G12910,AT1G13280,AT1G13560,AT1G13590,AT1G14620,AT1G14870,AT1G14900,AT1G15500,AT1G15950,AT1G16240,AT1G16470,AT1G16610,AT1G17170,AT1G35580,AT1G70710,AT1G74920,AT1G77440,AT2G04780,AT2G21060,AT2G30410,AT2G31083,AT2G32720,AT2G38810,AT2G45170,AT3G17100,AT3G20060,AT3G24160,AT3G47520,AT3G47833,AT4G20850,AT4G21790,AT4G24520,AT4G27320,AT4G38510,AT5G10540,AT5G18110,AT5G19520,AT5G20650,AT5G35620,AT5G42020,AT5G45550,ATMG00580	na
AT2G40970	MYBC1	15	na	PWM1028	CisBP	M1239_1.01	38	0.00014345459395634727	0.006768791762203438	59	AT1G01550,AT1G03900,AT1G07420,AT1G08650,AT1G11840,AT1G13560,AT1G14620,AT1G26670,AT1G27130,AT1G30510,AT1G35580,AT1G63000,AT1G72750,AT1G74690,AT1G78870,AT2G01490,AT2G04780,AT2G21600,AT2G25490,AT2G27860,AT2G30410,AT2G32720,AT2G34690,AT2G38810,AT2G45430,AT2G46800,AT3G02580,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G11340,AT3G27360,AT3G27890,AT3G44310,AT3G46900,AT3G49870,AT3G56190,AT4G12420,AT4G20850,AT4G20870,AT4G20890,AT4G37870,AT4G37910,AT5G04430,AT5G19690,AT5G23290,AT5G34850,AT5G37510,AT5G38470,AT5G39320,AT5G43970,AT5G45010,AT5G50375,AT5G59090,AT5G59520,AT5G60360,AT5G67260,ATMG00580	na
AT3G10760	AT3G10760	2	na	PWM1029	CisBP	M1239_1.01	39	0.00014345459395634727	0.006768791762203438	59	AT1G01550,AT1G03900,AT1G07420,AT1G08650,AT1G11840,AT1G13560,AT1G14620,AT1G26670,AT1G27130,AT1G30510,AT1G35580,AT1G63000,AT1G72750,AT1G74690,AT1G78870,AT2G01490,AT2G04780,AT2G21600,AT2G25490,AT2G27860,AT2G30410,AT2G32720,AT2G34690,AT2G38810,AT2G45430,AT2G46800,AT3G02580,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G11340,AT3G27360,AT3G27890,AT3G44310,AT3G46900,AT3G49870,AT3G56190,AT4G12420,AT4G20850,AT4G20870,AT4G20890,AT4G37870,AT4G37910,AT5G04430,AT5G19690,AT5G23290,AT5G34850,AT5G37510,AT5G38470,AT5G39320,AT5G43970,AT5G45010,AT5G50375,AT5G59090,AT5G59520,AT5G60360,AT5G67260,ATMG00580	na
AT3G46640	LUX	5	na	PWM1030	CisBP	M1239_1.01	40	0.00014345459395634727	0.006768791762203438	59	AT1G01550,AT1G03900,AT1G07420,AT1G08650,AT1G11840,AT1G13560,AT1G14620,AT1G26670,AT1G27130,AT1G30510,AT1G35580,AT1G63000,AT1G72750,AT1G74690,AT1G78870,AT2G01490,AT2G04780,AT2G21600,AT2G25490,AT2G27860,AT2G30410,AT2G32720,AT2G34690,AT2G38810,AT2G45430,AT2G46800,AT3G02580,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G11340,AT3G27360,AT3G27890,AT3G44310,AT3G46900,AT3G49870,AT3G56190,AT4G12420,AT4G20850,AT4G20870,AT4G20890,AT4G37870,AT4G37910,AT5G04430,AT5G19690,AT5G23290,AT5G34850,AT5G37510,AT5G38470,AT5G39320,AT5G43970,AT5G45010,AT5G50375,AT5G59090,AT5G59520,AT5G60360,AT5G67260,ATMG00580	na
AT5G05090	AT5G05090	3	na	PWM1031	CisBP	M1239_1.01	41	0.00014345459395634727	0.006768791762203438	59	AT1G01550,AT1G03900,AT1G07420,AT1G08650,AT1G11840,AT1G13560,AT1G14620,AT1G26670,AT1G27130,AT1G30510,AT1G35580,AT1G63000,AT1G72750,AT1G74690,AT1G78870,AT2G01490,AT2G04780,AT2G21600,AT2G25490,AT2G27860,AT2G30410,AT2G32720,AT2G34690,AT2G38810,AT2G45430,AT2G46800,AT3G02580,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G11340,AT3G27360,AT3G27890,AT3G44310,AT3G46900,AT3G49870,AT3G56190,AT4G12420,AT4G20850,AT4G20870,AT4G20890,AT4G37870,AT4G37910,AT5G04430,AT5G19690,AT5G23290,AT5G34850,AT5G37510,AT5G38470,AT5G39320,AT5G43970,AT5G45010,AT5G50375,AT5G59090,AT5G59520,AT5G60360,AT5G67260,ATMG00580	na
AT5G59570	BOA	2	na	PWM1032	CisBP	M1239_1.01	42	0.00014345459395634727	0.006768791762203438	59	AT1G01550,AT1G03900,AT1G07420,AT1G08650,AT1G11840,AT1G13560,AT1G14620,AT1G26670,AT1G27130,AT1G30510,AT1G35580,AT1G63000,AT1G72750,AT1G74690,AT1G78870,AT2G01490,AT2G04780,AT2G21600,AT2G25490,AT2G27860,AT2G30410,AT2G32720,AT2G34690,AT2G38810,AT2G45430,AT2G46800,AT3G02580,AT3G05530,AT3G09300,AT3G10985,AT3G11130,AT3G11340,AT3G27360,AT3G27890,AT3G44310,AT3G46900,AT3G49870,AT3G56190,AT4G12420,AT4G20850,AT4G20870,AT4G20890,AT4G37870,AT4G37910,AT5G04430,AT5G19690,AT5G23290,AT5G34850,AT5G37510,AT5G38470,AT5G39320,AT5G43970,AT5G45010,AT5G50375,AT5G59090,AT5G59520,AT5G60360,AT5G67260,ATMG00580	na
AT1G25550	At1g25550	3	na	PWM1334	CisBP	M1222_1.01	43	0.00014345459395634727	0.006768791762203438	59	AT1G02840,AT1G03900,AT1G07420,AT1G08650,AT1G10030,AT1G14900,AT1G26110,AT1G47200,AT1G54000,AT1G54690,AT1G63000,AT1G65960,AT1G74500,AT1G78660,AT1G78870,AT1G79340,AT2G18960,AT2G20990,AT2G21060,AT2G21600,AT2G34690,AT2G39570,AT2G46800,AT3G01470,AT3G02580,AT3G10850,AT3G46440,AT3G46900,AT3G47833,AT3G48530,AT3G49870,AT3G50500,AT3G54110,AT4G20870,AT4G21790,AT4G23400,AT4G26570,AT4G27000,AT4G35630,AT4G35830,AT5G02770,AT5G13740,AT5G19520,AT5G23290,AT5G23860,AT5G37510,AT5G38470,AT5G39320,AT5G45010,AT5G45550,AT5G50375,AT5G53250,AT5G56950,AT5G57490,AT5G59090,AT5G59890,AT5G60360,AT5G67260,ATMG00580	na
AT1G68670	At1g68670	3	0	PWM1497	CisBP	M1223_1.01	44	0.00014345459395634727	0.006768791762203438	59	AT1G02840,AT1G03900,AT1G07420,AT1G08650,AT1G14620,AT1G23400,AT1G24180,AT1G26110,AT1G47200,AT1G49480,AT1G54000,AT1G54690,AT1G63000,AT1G68000,AT1G78660,AT1G79340,AT2G17380,AT2G20990,AT2G21600,AT2G30410,AT2G34690,AT2G39570,AT2G44100,AT3G01470,AT3G02580,AT3G46440,AT3G46900,AT3G47833,AT3G48530,AT3G49870,AT3G50500,AT3G59970,AT4G12420,AT4G17530,AT4G23850,AT4G26570,AT4G35630,AT4G35830,AT5G02770,AT5G07470,AT5G13740,AT5G18520,AT5G19520,AT5G23290,AT5G23860,AT5G25460,AT5G28540,AT5G37510,AT5G38470,AT5G39320,AT5G45010,AT5G50375,AT5G53250,AT5G56950,AT5G59090,AT5G59890,AT5G60360,AT5G67260,AT5G67360	
AT3G25790	AT3G25790	22	na	PWM1498	CisBP	M1223_1.01	45	0.00014345459395634727	0.006768791762203438	59	AT1G02840,AT1G03900,AT1G07420,AT1G08650,AT1G14620,AT1G23400,AT1G24180,AT1G26110,AT1G47200,AT1G49480,AT1G54000,AT1G54690,AT1G63000,AT1G68000,AT1G78660,AT1G79340,AT2G17380,AT2G20990,AT2G21600,AT2G30410,AT2G34690,AT2G39570,AT2G44100,AT3G01470,AT3G02580,AT3G46440,AT3G46900,AT3G47833,AT3G48530,AT3G49870,AT3G50500,AT3G59970,AT4G12420,AT4G17530,AT4G23850,AT4G26570,AT4G35630,AT4G35830,AT5G02770,AT5G07470,AT5G13740,AT5G18520,AT5G19520,AT5G23290,AT5G23860,AT5G25460,AT5G28540,AT5G37510,AT5G38470,AT5G39320,AT5G45010,AT5G50375,AT5G53250,AT5G56950,AT5G59090,AT5G59890,AT5G60360,AT5G67260,AT5G67360	na
