Regulator	Symbol	CO	PD	PWM_num	PWM_source	PWM_name	rank	p-value	q-value	#hits	hits	PDtargets
AT4G28790	AT4G28790	8	na	PWM1083	CisBP	M0155_1.01	63	0.00011286471423836277	0.0033174825021210566	63	AT1G09970,AT1G10470,AT1G11545,AT1G13260,AT1G15670,AT1G17290,AT1G19350,AT1G19850,AT1G20850,AT1G20960,AT1G22360,AT1G30120,AT1G35720,AT1G44800,AT1G49860,AT1G56200,AT1G60940,AT1G70710,AT1G74690,AT1G75380,AT1G76930,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G05710,AT2G13360,AT2G24150,AT2G29390,AT2G41900,AT2G45980,AT3G15950,AT3G17810,AT3G18035,AT3G22380,AT3G28860,AT3G45600,AT3G46640,AT3G50070,AT3G53460,AT3G62600,AT3G63080,AT4G01480,AT4G11220,AT4G11240,AT4G11600,AT4G16370,AT4G16500,AT4G17640,AT4G22930,AT4G36930,AT4G38220,AT5G02260,AT5G04470,AT5G13180,AT5G14920,AT5G15490,AT5G54160,AT5G60200,AT5G63660,AT5G64260,AT5G65050	na
AT4G28800	AT4G28800	0	na	PWM1084	CisBP	M0155_1.01	64	0.00011286471423836277	0.0033174825021210566	63	AT1G09970,AT1G10470,AT1G11545,AT1G13260,AT1G15670,AT1G17290,AT1G19350,AT1G19850,AT1G20850,AT1G20960,AT1G22360,AT1G30120,AT1G35720,AT1G44800,AT1G49860,AT1G56200,AT1G60940,AT1G70710,AT1G74690,AT1G75380,AT1G76930,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G05710,AT2G13360,AT2G24150,AT2G29390,AT2G41900,AT2G45980,AT3G15950,AT3G17810,AT3G18035,AT3G22380,AT3G28860,AT3G45600,AT3G46640,AT3G50070,AT3G53460,AT3G62600,AT3G63080,AT4G01480,AT4G11220,AT4G11240,AT4G11600,AT4G16370,AT4G16500,AT4G17640,AT4G22930,AT4G36930,AT4G38220,AT5G02260,AT5G04470,AT5G13180,AT5G14920,AT5G15490,AT5G54160,AT5G60200,AT5G63660,AT5G64260,AT5G65050	na
AT4G28811	AT4G28811	10	na	PWM1085	CisBP	M0155_1.01	65	0.00011286471423836277	0.0033174825021210566	63	AT1G09970,AT1G10470,AT1G11545,AT1G13260,AT1G15670,AT1G17290,AT1G19350,AT1G19850,AT1G20850,AT1G20960,AT1G22360,AT1G30120,AT1G35720,AT1G44800,AT1G49860,AT1G56200,AT1G60940,AT1G70710,AT1G74690,AT1G75380,AT1G76930,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G05710,AT2G13360,AT2G24150,AT2G29390,AT2G41900,AT2G45980,AT3G15950,AT3G17810,AT3G18035,AT3G22380,AT3G28860,AT3G45600,AT3G46640,AT3G50070,AT3G53460,AT3G62600,AT3G63080,AT4G01480,AT4G11220,AT4G11240,AT4G11600,AT4G16370,AT4G16500,AT4G17640,AT4G22930,AT4G36930,AT4G38220,AT5G02260,AT5G04470,AT5G13180,AT5G14920,AT5G15490,AT5G54160,AT5G60200,AT5G63660,AT5G64260,AT5G65050	na
AT4G28815	AT4G28815	10	na	PWM1086	CisBP	M0155_1.01	66	0.00011286471423836277	0.0033174825021210566	63	AT1G09970,AT1G10470,AT1G11545,AT1G13260,AT1G15670,AT1G17290,AT1G19350,AT1G19850,AT1G20850,AT1G20960,AT1G22360,AT1G30120,AT1G35720,AT1G44800,AT1G49860,AT1G56200,AT1G60940,AT1G70710,AT1G74690,AT1G75380,AT1G76930,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G05710,AT2G13360,AT2G24150,AT2G29390,AT2G41900,AT2G45980,AT3G15950,AT3G17810,AT3G18035,AT3G22380,AT3G28860,AT3G45600,AT3G46640,AT3G50070,AT3G53460,AT3G62600,AT3G63080,AT4G01480,AT4G11220,AT4G11240,AT4G11600,AT4G16370,AT4G16500,AT4G17640,AT4G22930,AT4G36930,AT4G38220,AT5G02260,AT5G04470,AT5G13180,AT5G14920,AT5G15490,AT5G54160,AT5G60200,AT5G63660,AT5G64260,AT5G65050	na
AT4G36930	SPT	7	0	PWM1293	CisBP	M0161_1.01	68	0.00011286471423836277	0.0033174825021210566	63	AT1G01820,AT1G09970,AT1G10470,AT1G13260,AT1G15670,AT1G19850,AT1G20850,AT1G20960,AT1G22360,AT1G30120,AT1G35720,AT1G44800,AT1G56200,AT1G60940,AT1G64040,AT1G74690,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G05710,AT2G13360,AT2G18160,AT2G24150,AT2G33770,AT2G45980,AT2G47400,AT3G10410,AT3G15950,AT3G17810,AT3G18035,AT3G18830,AT3G22380,AT3G25530,AT3G28860,AT3G45600,AT3G46640,AT3G48990,AT3G50070,AT3G55830,AT3G62600,AT3G63080,AT4G11220,AT4G11240,AT4G11600,AT4G16370,AT4G16500,AT4G17640,AT4G19690,AT4G22930,AT4G36930,AT4G37540,AT4G38220,AT5G02260,AT5G13180,AT5G14920,AT5G38470,AT5G47120,AT5G54160,AT5G63660,AT5G64260,ATCG00740	
AT4G36930	SPT	7	0	PWM2657	JASPAR	MA1061.1	75	0.00011286471423836277	0.0033174825021210566	63	AT1G01820,AT1G09970,AT1G10470,AT1G13260,AT1G15670,AT1G19350,AT1G19850,AT1G20850,AT1G20960,AT1G22360,AT1G30120,AT1G35720,AT1G44800,AT1G56200,AT1G60940,AT1G64040,AT1G74690,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G05710,AT2G13360,AT2G24150,AT2G33770,AT2G45980,AT2G47400,AT3G10410,AT3G15950,AT3G17810,AT3G18035,AT3G18830,AT3G22380,AT3G25530,AT3G28860,AT3G45600,AT3G46640,AT3G48990,AT3G50070,AT3G55830,AT3G62600,AT3G63080,AT4G11220,AT4G11240,AT4G11600,AT4G16370,AT4G16500,AT4G17640,AT4G19690,AT4G22930,AT4G36930,AT4G37540,AT4G38220,AT5G02260,AT5G13180,AT5G14920,AT5G38470,AT5G47120,AT5G54160,AT5G63660,AT5G64260,ATCG00740	
AT5G67110	ALC	1	na	PWM1294	CisBP	M0161_1.01	69	0.00011286471423836277	0.0033174825021210566	63	AT1G01820,AT1G09970,AT1G10470,AT1G13260,AT1G15670,AT1G19850,AT1G20850,AT1G20960,AT1G22360,AT1G30120,AT1G35720,AT1G44800,AT1G56200,AT1G60940,AT1G64040,AT1G74690,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G05710,AT2G13360,AT2G18160,AT2G24150,AT2G33770,AT2G45980,AT2G47400,AT3G10410,AT3G15950,AT3G17810,AT3G18035,AT3G18830,AT3G22380,AT3G25530,AT3G28860,AT3G45600,AT3G46640,AT3G48990,AT3G50070,AT3G55830,AT3G62600,AT3G63080,AT4G11220,AT4G11240,AT4G11600,AT4G16370,AT4G16500,AT4G17640,AT4G19690,AT4G22930,AT4G36930,AT4G37540,AT4G38220,AT5G02260,AT5G13180,AT5G14920,AT5G38470,AT5G47120,AT5G54160,AT5G63660,AT5G64260,ATCG00740	na
AT1G19210	At1g19210	4	na	PWM1379	CisBP	M0014_1.01	70	0.00011286471423836277	0.0033174825021210566	63	AT1G04250,AT1G08930,AT1G10470,AT1G11545,AT1G14620,AT1G15670,AT1G20850,AT1G32170,AT1G37130,AT1G43890,AT1G44800,AT1G49300,AT1G53580,AT1G70710,AT1G71010,AT1G74690,AT1G76930,AT2G05710,AT2G06850,AT2G19830,AT2G20120,AT2G24150,AT2G30500,AT2G43910,AT2G44050,AT2G45980,AT2G47400,AT3G13772,AT3G16770,AT3G17810,AT3G20060,AT3G22380,AT3G24300,AT3G24503,AT3G45600,AT3G49940,AT3G62600,AT4G10380,AT4G11600,AT4G12080,AT4G12420,AT4G13660,AT4G14710,AT4G18040,AT4G30440,AT4G30530,AT4G35310,AT4G37590,AT5G03455,AT5G05080,AT5G07220,AT5G20960,AT5G37510,AT5G43060,AT5G50920,AT5G53450,AT5G56760,AT5G60200,AT5G60920,AT5G63660,AT5G65050,AT5G66040,AT5G66390	na
AT1G19210	At1g19210	4	na	PWM2739	DAP-seq	AT1G19210_col	76	0.00011286471423836277	0.0033174825021210566	63	AT1G02900,AT1G10470,AT1G17290,AT1G19850,AT1G32170,AT1G37130,AT1G44800,AT1G47128,AT1G49300,AT1G63180,AT1G70710,AT1G73030,AT1G76690,AT1G79930,AT1G80240,AT2G01470,AT2G05710,AT2G06850,AT2G14170,AT2G19830,AT2G20120,AT2G38700,AT2G43750,AT2G43910,AT2G43920,AT2G44050,AT3G06420,AT3G13772,AT3G18035,AT3G23800,AT3G24503,AT3G45600,AT3G49940,AT3G50070,AT3G52880,AT3G53460,AT4G11240,AT4G12080,AT4G12420,AT4G15780,AT4G18040,AT4G30440,AT4G30530,AT4G34350,AT4G35310,AT4G37590,AT4G40060,AT5G02260,AT5G03455,AT5G09978,AT5G50920,AT5G53160,AT5G53450,AT5G54160,AT5G56760,AT5G60200,AT5G60920,AT5G63030,AT5G63660,AT5G64200,AT5G65050,AT5G66040,AT5G66390	na
AT4G31060	At4g31060	0	0	PWM1380	CisBP	M0014_1.01	71	0.00011286471423836277	0.0033174825021210566	63	AT1G04250,AT1G08930,AT1G10470,AT1G11545,AT1G14620,AT1G15670,AT1G20850,AT1G32170,AT1G37130,AT1G43890,AT1G44800,AT1G49300,AT1G53580,AT1G70710,AT1G71010,AT1G74690,AT1G76930,AT2G05710,AT2G06850,AT2G19830,AT2G20120,AT2G24150,AT2G30500,AT2G43910,AT2G44050,AT2G45980,AT2G47400,AT3G13772,AT3G16770,AT3G17810,AT3G20060,AT3G22380,AT3G24300,AT3G24503,AT3G45600,AT3G49940,AT3G62600,AT4G10380,AT4G11600,AT4G12080,AT4G12420,AT4G13660,AT4G14710,AT4G18040,AT4G30440,AT4G30530,AT4G35310,AT4G37590,AT5G03455,AT5G05080,AT5G07220,AT5G20960,AT5G37510,AT5G43060,AT5G50920,AT5G53450,AT5G56760,AT5G60200,AT5G60920,AT5G63660,AT5G65050,AT5G66040,AT5G66390	
AT4G31060	At4g31060	0	0	PWM2769	DAP-seq	AT4G31060_col	143	0.0006110633057160933	0.008627059111409097	60	AT1G05570,AT1G09430,AT1G10470,AT1G19850,AT1G20960,AT1G22360,AT1G23080,AT1G27130,AT1G34370,AT1G37130,AT1G49860,AT1G56200,AT1G63940,AT1G70710,AT2G14170,AT2G16850,AT2G19830,AT2G24150,AT2G30500,AT2G38700,AT2G43750,AT2G43910,AT2G43920,AT2G44050,AT3G06420,AT3G14310,AT3G16770,AT3G18035,AT3G26690,AT3G45600,AT3G48750,AT3G49940,AT3G52880,AT3G63080,AT4G10380,AT4G11240,AT4G12080,AT4G12420,AT4G16500,AT4G18040,AT4G19690,AT4G21830,AT4G30440,AT4G35310,AT4G37590,AT5G02260,AT5G07220,AT5G07350,AT5G09978,AT5G13180,AT5G15490,AT5G18480,AT5G20960,AT5G48160,AT5G56760,AT5G57870,AT5G60920,AT5G63660,AT5G66040,ATCG00830	
AT5G21960	AT5G21960	3	na	PWM1381	CisBP	M0014_1.01	72	0.00011286471423836277	0.0033174825021210566	63	AT1G04250,AT1G08930,AT1G10470,AT1G11545,AT1G14620,AT1G15670,AT1G20850,AT1G32170,AT1G37130,AT1G43890,AT1G44800,AT1G49300,AT1G53580,AT1G70710,AT1G71010,AT1G74690,AT1G76930,AT2G05710,AT2G06850,AT2G19830,AT2G20120,AT2G24150,AT2G30500,AT2G43910,AT2G44050,AT2G45980,AT2G47400,AT3G13772,AT3G16770,AT3G17810,AT3G20060,AT3G22380,AT3G24300,AT3G24503,AT3G45600,AT3G49940,AT3G62600,AT4G10380,AT4G11600,AT4G12080,AT4G12420,AT4G13660,AT4G14710,AT4G18040,AT4G30440,AT4G30530,AT4G35310,AT4G37590,AT5G03455,AT5G05080,AT5G07220,AT5G20960,AT5G37510,AT5G43060,AT5G50920,AT5G53450,AT5G56760,AT5G60200,AT5G60920,AT5G63660,AT5G65050,AT5G66040,AT5G66390	na
AT3G62420	ATBZIP53	2	na	PWM2925	DAP-seq	BZIP53_col	78	0.00011286471423836277	0.0033174825021210566	63	AT1G03410,AT1G05570,AT1G06570,AT1G08930,AT1G09970,AT1G13260,AT1G14900,AT1G15340,AT1G19350,AT1G19850,AT1G32170,AT1G44800,AT1G49300,AT1G49860,AT1G62180,AT1G63180,AT1G63940,AT1G64040,AT1G68000,AT1G70710,AT1G75380,AT1G79340,AT2G01420,AT2G05440,AT2G06850,AT2G24150,AT2G29540,AT2G41900,AT2G43920,AT3G06850,AT3G18035,AT3G18830,AT3G22380,AT3G23990,AT3G24503,AT3G46640,AT3G54620,AT3G55830,AT3G57050,AT3G61060,AT4G00430,AT4G03210,AT4G11650,AT4G16370,AT4G17030,AT4G18040,AT4G21600,AT4G21830,AT4G23710,AT4G30440,AT4G34350,AT5G02260,AT5G23220,AT5G25540,AT5G40850,AT5G44790,AT5G50375,AT5G60620,AT5G60920,AT5G65050,AT5G65700,AT5G66170,AT5G67320	na
AT4G34590	ATB2	0	0	PWM2934	DAP-seq	GBF6_col	79	0.00011286471423836277	0.0033174825021210566	63	AT1G03410,AT1G05570,AT1G06570,AT1G08930,AT1G09970,AT1G13260,AT1G14900,AT1G15340,AT1G19350,AT1G19850,AT1G32170,AT1G44800,AT1G49300,AT1G49860,AT1G62180,AT1G63180,AT1G63940,AT1G64040,AT1G68000,AT1G70710,AT1G75380,AT1G79340,AT2G01420,AT2G05440,AT2G06850,AT2G24150,AT2G29540,AT2G41900,AT2G43920,AT3G06850,AT3G18035,AT3G18830,AT3G22380,AT3G23990,AT3G24503,AT3G46640,AT3G54620,AT3G55830,AT3G57050,AT3G61060,AT4G00430,AT4G03210,AT4G11650,AT4G16370,AT4G17030,AT4G18040,AT4G21830,AT4G22930,AT4G23710,AT4G30440,AT4G34350,AT5G02260,AT5G23220,AT5G25540,AT5G40850,AT5G50375,AT5G60620,AT5G60920,AT5G64260,AT5G65050,AT5G65700,AT5G66170,AT5G67320	
AT5G14340	AtMYB40	17	0	PWM3252	DAP-seq	MYB40_col	80	0.00011286471423836277	0.0033174825021210566	63	AT1G06570,AT1G15750,AT1G17890,AT1G19850,AT1G20850,AT1G30360,AT1G32170,AT1G44800,AT1G53210,AT1G68825,AT1G70710,AT1G71010,AT2G05710,AT2G16850,AT2G17720,AT2G18160,AT2G24150,AT2G25110,AT2G26080,AT2G30500,AT2G32300,AT2G32720,AT2G43750,AT2G43920,AT2G47160,AT3G06850,AT3G17810,AT3G18830,AT3G20060,AT3G22380,AT3G24300,AT3G26690,AT3G27890,AT3G48750,AT3G48890,AT3G49940,AT3G51920,AT3G53460,AT3G54260,AT3G57050,AT4G10380,AT4G11360,AT4G19690,AT4G30530,AT4G33150,AT4G37590,AT5G02260,AT5G07220,AT5G07460,AT5G15490,AT5G40850,AT5G43700,AT5G44790,AT5G50375,AT5G54160,AT5G55300,AT5G56760,AT5G56870,AT5G59090,AT5G60200,AT5G64260,AT5G65480,AT5G66040	
AT3G56400	ATWRKY70	3	na	PWM3564	DAP-seq	WRKY70_col	81	0.00011286471423836277	0.0033174825021210566	63	AT1G09430,AT1G09970,AT1G10470,AT1G11545,AT1G15670,AT1G16880,AT1G17890,AT1G19360,AT1G29900,AT1G34370,AT1G47128,AT1G67730,AT1G70710,AT1G76690,AT1G76930,AT1G80240,AT2G01470,AT2G16720,AT2G17720,AT2G33770,AT2G38700,AT2G47650,AT3G13772,AT3G14310,AT3G17810,AT3G18035,AT3G18830,AT3G23990,AT3G24300,AT3G24503,AT3G26690,AT3G29360,AT3G50070,AT3G55830,AT3G59990,AT4G00430,AT4G01750,AT4G10380,AT4G16500,AT4G19690,AT4G22930,AT4G30440,AT4G34350,AT4G37010,AT4G37590,AT5G02260,AT5G07460,AT5G09978,AT5G09980,AT5G18650,AT5G24090,AT5G42180,AT5G43060,AT5G43350,AT5G48160,AT5G50375,AT5G50920,AT5G56870,AT5G59090,AT5G60620,AT5G63030,AT5G66390,ATMG01190	na
AT1G03970	GBF4	3	0	PWM994	CisBP	M0319_1.01	82	0.00011286471423836277	0.0033174825021210566	63	AT1G04250,AT1G06110,AT1G06570,AT1G10470,AT1G19350,AT1G19850,AT1G20850,AT1G22360,AT1G30120,AT1G35720,AT1G44800,AT1G49860,AT1G60940,AT1G68825,AT1G70710,AT1G75380,AT1G77450,AT1G78670,AT2G01420,AT2G14170,AT2G16720,AT2G19830,AT2G24150,AT2G25110,AT2G32300,AT2G33770,AT2G41900,AT2G45980,AT2G47400,AT3G03250,AT3G10410,AT3G15950,AT3G18830,AT3G22380,AT3G25530,AT3G45600,AT3G46640,AT3G48990,AT3G50070,AT3G52880,AT3G53460,AT3G55830,AT3G57050,AT3G61060,AT3G62600,AT4G11220,AT4G11600,AT4G16370,AT4G16500,AT4G22930,AT4G34490,AT4G38220,AT5G04470,AT5G07350,AT5G14920,AT5G22000,AT5G38630,AT5G47120,AT5G54160,AT5G60200,AT5G63660,AT5G64260,AT5G65050	
AT5G44080	AT5G44080	0	0	PWM995	CisBP	M0319_1.01	83	0.00011286471423836277	0.0033174825021210566	63	AT1G04250,AT1G06110,AT1G06570,AT1G10470,AT1G19350,AT1G19850,AT1G20850,AT1G22360,AT1G30120,AT1G35720,AT1G44800,AT1G49860,AT1G60940,AT1G68825,AT1G70710,AT1G75380,AT1G77450,AT1G78670,AT2G01420,AT2G14170,AT2G16720,AT2G19830,AT2G24150,AT2G25110,AT2G32300,AT2G33770,AT2G41900,AT2G45980,AT2G47400,AT3G03250,AT3G10410,AT3G15950,AT3G18830,AT3G22380,AT3G25530,AT3G45600,AT3G46640,AT3G48990,AT3G50070,AT3G52880,AT3G53460,AT3G55830,AT3G57050,AT3G61060,AT3G62600,AT4G11220,AT4G11600,AT4G16370,AT4G16500,AT4G22930,AT4G34490,AT4G38220,AT5G04470,AT5G07350,AT5G14920,AT5G22000,AT5G38630,AT5G47120,AT5G54160,AT5G60200,AT5G63660,AT5G64260,AT5G65050	
AT1G03040	AT1G03040	0	na	PWM1022	CisBP	M0247_1.01	84	0.0002020084194016335	0.004311917809370581	62	AT1G06570,AT1G10470,AT1G11545,AT1G13260,AT1G19350,AT1G19850,AT1G20850,AT1G22360,AT1G30120,AT1G44800,AT1G56200,AT1G60940,AT1G64040,AT1G74690,AT1G75380,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G05710,AT2G13360,AT2G24150,AT2G29390,AT2G33770,AT3G10410,AT3G15950,AT3G18035,AT3G22380,AT3G24503,AT3G28860,AT3G45600,AT3G46640,AT3G48750,AT3G50070,AT3G57650,AT3G62600,AT3G63080,AT4G01480,AT4G10380,AT4G11220,AT4G11240,AT4G11600,AT4G16370,AT4G16500,AT4G17640,AT4G19690,AT4G22930,AT4G30440,AT4G36930,AT4G37540,AT4G38220,AT5G02260,AT5G03455,AT5G04470,AT5G07350,AT5G13180,AT5G14920,AT5G47120,AT5G54160,AT5G59090,AT5G63660	na
AT4G02590	UNE12	0	na	PWM1024	CisBP	M0247_1.01	85	0.0002020084194016335	0.004311917809370581	62	AT1G06570,AT1G10470,AT1G11545,AT1G13260,AT1G19350,AT1G19850,AT1G20850,AT1G22360,AT1G30120,AT1G44800,AT1G56200,AT1G60940,AT1G64040,AT1G74690,AT1G75380,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G05710,AT2G13360,AT2G24150,AT2G29390,AT2G33770,AT3G10410,AT3G15950,AT3G18035,AT3G22380,AT3G24503,AT3G28860,AT3G45600,AT3G46640,AT3G48750,AT3G50070,AT3G57650,AT3G62600,AT3G63080,AT4G01480,AT4G10380,AT4G11220,AT4G11240,AT4G11600,AT4G16370,AT4G16500,AT4G17640,AT4G19690,AT4G22930,AT4G30440,AT4G36930,AT4G37540,AT4G38220,AT5G02260,AT5G03455,AT5G04470,AT5G07350,AT5G13180,AT5G14920,AT5G47120,AT5G54160,AT5G59090,AT5G63660	na
AT4G30980	LRL2	6	na	PWM1025	CisBP	M0247_1.01	86	0.0002020084194016335	0.004311917809370581	62	AT1G06570,AT1G10470,AT1G11545,AT1G13260,AT1G19350,AT1G19850,AT1G20850,AT1G22360,AT1G30120,AT1G44800,AT1G56200,AT1G60940,AT1G64040,AT1G74690,AT1G75380,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G05710,AT2G13360,AT2G24150,AT2G29390,AT2G33770,AT3G10410,AT3G15950,AT3G18035,AT3G22380,AT3G24503,AT3G28860,AT3G45600,AT3G46640,AT3G48750,AT3G50070,AT3G57650,AT3G62600,AT3G63080,AT4G01480,AT4G10380,AT4G11220,AT4G11240,AT4G11600,AT4G16370,AT4G16500,AT4G17640,AT4G19690,AT4G22930,AT4G30440,AT4G36930,AT4G37540,AT4G38220,AT5G02260,AT5G03455,AT5G04470,AT5G07350,AT5G13180,AT5G14920,AT5G47120,AT5G54160,AT5G59090,AT5G63660	na
AT4G30980	LRL2	6	na	PWM2890	DAP-seq	BHLH69_col	369	0.006913725034113489	0.03593133039468256	55	AT1G04250,AT1G06570,AT1G09970,AT1G19350,AT1G19850,AT1G20850,AT1G22360,AT1G30120,AT1G44800,AT1G60940,AT1G64040,AT1G68825,AT1G70710,AT1G71010,AT1G77450,AT1G78670,AT1G80240,AT2G01420,AT2G05440,AT2G07340,AT2G16720,AT2G23030,AT2G24150,AT2G25810,AT2G33770,AT2G41900,AT3G01420,AT3G10410,AT3G15950,AT3G18035,AT3G22380,AT3G25530,AT3G28860,AT3G43800,AT3G45600,AT3G50070,AT3G52880,AT3G53460,AT4G11240,AT4G16370,AT4G16500,AT4G17640,AT4G22930,AT4G30440,AT4G36930,AT4G37540,AT4G38220,AT5G02260,AT5G03455,AT5G38630,AT5G43350,AT5G47120,AT5G54160,AT5G64260,AT5G65050	na
AT5G65310	ATHB5	3	148	PWM1430	CisBP	M2532_1.01	87	0.0002020084194016335	0.004311917809370581	62	AT1G05570,AT1G09970,AT1G10200,AT1G13260,AT1G14900,AT1G17180,AT1G19360,AT1G20840,AT1G22360,AT1G23080,AT1G29900,AT1G29990,AT1G32170,AT1G34370,AT1G47128,AT1G49860,AT1G53210,AT1G63940,AT1G75380,AT2G04630,AT2G25810,AT2G26080,AT2G30500,AT2G33770,AT2G43910,AT2G45980,AT3G01420,AT3G06420,AT3G13300,AT3G18035,AT3G18830,AT3G19930,AT3G23800,AT3G26690,AT3G45600,AT3G48990,AT3G50070,AT3G50670,AT3G51160,AT4G10380,AT4G11220,AT4G17510,AT4G19690,AT4G28040,AT4G34490,AT5G04470,AT5G05080,AT5G10510,AT5G13180,AT5G15490,AT5G20960,AT5G38470,AT5G44790,AT5G50375,AT5G53160,AT5G60200,AT5G60620,AT5G63660,AT5G64200,AT5G65700,AT5G66040,ATCG00170	AT1G02900,AT1G04250,AT1G06110,AT1G06570,AT1G08930,AT1G09970,AT1G10200,AT1G10470,AT1G13260,AT1G13280,AT1G14620,AT1G14900,AT1G15340,AT1G15670,AT1G15750,AT1G16880,AT1G17180,AT1G17890,AT1G19350,AT1G19850,AT1G20840,AT1G20850,AT1G20960,AT1G22360,AT1G23080,AT1G27130,AT1G29900,AT1G30360,AT1G30510,AT1G34370,AT1G35720,AT1G37130,AT1G43890,AT1G47128,AT1G49300,AT1G53210,AT1G53580,AT1G56200,AT1G59870,AT1G60710,AT1G60940,AT1G68560,AT1G68825,AT1G70710,AT1G73030,AT1G75380,AT1G76930,AT1G78670,AT1G79340,AT2G01420,AT2G05710,AT2G06850,AT2G13360,AT2G16720,AT2G18160,AT2G19830,AT2G20990,AT2G24150,AT2G25810,AT2G29390,AT2G30440,AT2G30500,AT2G38700,AT2G41900,AT2G43750,AT2G43910,AT2G43920,AT2G47160,AT2G47400,AT3G06850,AT3G09300,AT3G13300,AT3G14310,AT3G15950,AT3G17810,AT3G18035,AT3G18830,AT3G19930,AT3G22380,AT3G23800,AT3G24503,AT3G26690,AT3G28860,AT3G29360,AT3G43800,AT3G45600,AT3G48750,AT3G49940,AT3G50070,AT3G51160,AT3G51920,AT3G52880,AT3G54260,AT3G54620,AT3G56400,AT3G57650,AT3G58120,AT3G61060,AT4G00430,AT4G03210,AT4G10380,AT4G11220,AT4G11240,AT4G11360,AT4G12080,AT4G12420,AT4G13660,AT4G16370,AT4G16500,AT4G18040,AT4G19690,AT4G21830,AT4G27230,AT4G30440,AT4G30530,AT4G33150,AT4G34490,AT4G35310,AT4G36930,AT4G37590,AT4G40060,AT5G02260,AT5G04470,AT5G05080,AT5G07220,AT5G09980,AT5G10510,AT5G13180,AT5G14920,AT5G18650,AT5G20900,AT5G23220,AT5G24090,AT5G25540,AT5G38470,AT5G43060,AT5G43700,AT5G47120,AT5G53160,AT5G54160,AT5G56870,AT5G59890,AT5G60200,AT5G60620,AT5G60920,AT5G64260,AT5G65700,AT5G66040
