Regulator	Symbol	CO	PD	PWM_num	PWM_source	PWM_name	rank	p-value	q-value	#hits	hits	PDtargets
AT3G54810	BME3	9	1	PWM2614	JASPAR	MA1017.1	1	3.6835880073194815e-20	6.604673297123831e-17	195	AT1G05250,AT1G07960,AT1G09140,AT1G09270,AT1G09630,AT1G14830,AT1G15100,AT1G15750,AT1G15880,AT1G17190,AT1G17890,AT1G19870,AT1G23190,AT1G25490,AT1G32230,AT1G32790,AT1G33240,AT1G33800,AT1G49300,AT1G50200,AT1G50640,AT1G51690,AT1G53000,AT1G53210,AT1G53310,AT1G53480,AT1G57620,AT1G57680,AT1G59610,AT1G60780,AT1G63780,AT1G64980,AT1G71010,AT1G71340,AT1G71860,AT1G75680,AT1G75780,AT1G76030,AT1G77180,AT1G78340,AT1G78570,AT1G78670,AT1G79040,AT1G79830,AT1G79930,AT1G80860,AT2G01470,AT2G03890,AT2G05710,AT2G13560,AT2G16850,AT2G18030,AT2G19520,AT2G20120,AT2G20630,AT2G24790,AT2G26900,AT2G30970,AT2G36900,AT2G38040,AT2G38080,AT2G38670,AT2G39705,AT2G39970,AT2G40900,AT2G41900,AT2G44050,AT2G44350,AT2G45140,AT2G45200,AT2G47650,AT3G02260,AT3G02520,AT3G03250,AT3G03780,AT3G06300,AT3G06420,AT3G06650,AT3G07990,AT3G08530,AT3G11200,AT3G13772,AT3G13870,AT3G16870,AT3G16920,AT3G17810,AT3G21865,AT3G22950,AT3G23990,AT3G25140,AT3G25530,AT3G25540,AT3G26030,AT3G26420,AT3G26810,AT3G27080,AT3G29360,AT3G43300,AT3G44320,AT3G46830,AT3G47220,AT3G50070,AT3G50360,AT3G51160,AT3G53480,AT3G53750,AT3G54670,AT3G55380,AT3G55830,AT3G57520,AT3G58170,AT3G58460,AT3G59280,AT3G61060,AT3G62030,AT3G62600,AT3G62830,AT3G63460,AT4G00355,AT4G02500,AT4G04910,AT4G08390,AT4G11220,AT4G11600,AT4G12880,AT4G14455,AT4G17190,AT4G18040,AT4G19030,AT4G21990,AT4G22810,AT4G28880,AT4G29130,AT4G29160,AT4G30260,AT4G32410,AT4G35260,AT4G39220,AT4G39730,AT4G39800,AT5G02260,AT5G03290,AT5G04470,AT5G05170,AT5G05610,AT5G06140,AT5G06150,AT5G07350,AT5G08160,AT5G08590,AT5G09600,AT5G10550,AT5G10840,AT5G11520,AT5G12210,AT5G13010,AT5G13120,AT5G13840,AT5G15490,AT5G16510,AT5G18480,AT5G18580,AT5G18650,AT5G20900,AT5G23670,AT5G23820,AT5G26751,AT5G26780,AT5G27520,AT5G27740,AT5G28840,AT5G35630,AT5G36880,AT5G45100,AT5G45600,AT5G46630,AT5G46750,AT5G47750,AT5G49460,AT5G52200,AT5G55300,AT5G55910,AT5G56040,AT5G56360,AT5G56760,AT5G57020,AT5G57870,AT5G57990,AT5G59160,AT5G61780,AT5G61790,AT5G63850,AT5G64740,AT5G65700,AT5G65810	AT4G37940
AT3G54810	BME3	9	1	PWM1517	CisBP	M0686_1.01	4	4.338455658276346e-19	1.9447127488223722e-16	192	AT1G05250,AT1G07960,AT1G09140,AT1G09270,AT1G09630,AT1G14830,AT1G15100,AT1G15750,AT1G15880,AT1G17190,AT1G17890,AT1G19870,AT1G23190,AT1G25490,AT1G32230,AT1G32790,AT1G33240,AT1G33800,AT1G49300,AT1G50200,AT1G50640,AT1G51690,AT1G53000,AT1G53210,AT1G53310,AT1G53480,AT1G57620,AT1G57680,AT1G59610,AT1G60780,AT1G63780,AT1G64980,AT1G71010,AT1G71340,AT1G71860,AT1G75680,AT1G75780,AT1G76030,AT1G77180,AT1G78340,AT1G78570,AT1G78670,AT1G79040,AT1G79830,AT1G79930,AT1G80860,AT2G01470,AT2G03890,AT2G05710,AT2G13560,AT2G16850,AT2G18030,AT2G19520,AT2G20120,AT2G20630,AT2G24790,AT2G26900,AT2G30970,AT2G36900,AT2G38080,AT2G38670,AT2G39705,AT2G39970,AT2G40900,AT2G41900,AT2G44050,AT2G45140,AT2G45200,AT2G47650,AT3G02260,AT3G02520,AT3G03250,AT3G03780,AT3G06300,AT3G06420,AT3G06650,AT3G07990,AT3G08530,AT3G11200,AT3G13772,AT3G13870,AT3G16870,AT3G16920,AT3G17810,AT3G21865,AT3G22950,AT3G23990,AT3G25140,AT3G25530,AT3G25540,AT3G26030,AT3G26420,AT3G26810,AT3G27080,AT3G29360,AT3G43300,AT3G44320,AT3G46830,AT3G47220,AT3G50070,AT3G50360,AT3G51160,AT3G53480,AT3G53750,AT3G55380,AT3G55830,AT3G57520,AT3G58170,AT3G58460,AT3G59280,AT3G61060,AT3G62030,AT3G62600,AT3G62830,AT3G63460,AT4G00355,AT4G02500,AT4G04910,AT4G08390,AT4G11220,AT4G11600,AT4G12880,AT4G14455,AT4G17190,AT4G18040,AT4G19030,AT4G21990,AT4G22810,AT4G28880,AT4G29130,AT4G29160,AT4G30260,AT4G32410,AT4G35260,AT4G39220,AT4G39730,AT4G39800,AT5G02260,AT5G03290,AT5G04470,AT5G05170,AT5G05610,AT5G06140,AT5G06150,AT5G07350,AT5G08160,AT5G08590,AT5G09600,AT5G10550,AT5G10840,AT5G11520,AT5G12210,AT5G13010,AT5G13120,AT5G13840,AT5G15490,AT5G16510,AT5G18480,AT5G18580,AT5G18650,AT5G20900,AT5G23670,AT5G23820,AT5G26751,AT5G26780,AT5G27520,AT5G27740,AT5G28840,AT5G35630,AT5G36880,AT5G45100,AT5G45600,AT5G46630,AT5G46750,AT5G47750,AT5G49460,AT5G52200,AT5G55300,AT5G55910,AT5G56040,AT5G56360,AT5G56760,AT5G57020,AT5G57870,AT5G57990,AT5G59160,AT5G61780,AT5G61790,AT5G63850,AT5G64740,AT5G65700,AT5G65810	AT4G37940
AT2G45050	GATA2	32	na	PWM1069	CisBP	M0687_1.01	2	1.920218491456473e-19	1.721475877590728e-16	193	AT1G05620,AT1G09140,AT1G09270,AT1G09330,AT1G09630,AT1G14830,AT1G15100,AT1G15210,AT1G15880,AT1G17190,AT1G17890,AT1G19870,AT1G23190,AT1G25490,AT1G29900,AT1G32230,AT1G32790,AT1G33240,AT1G33800,AT1G47128,AT1G49300,AT1G50200,AT1G50640,AT1G51690,AT1G53000,AT1G53310,AT1G53480,AT1G53580,AT1G57620,AT1G57680,AT1G59610,AT1G60780,AT1G62180,AT1G63780,AT1G64980,AT1G66680,AT1G71010,AT1G71340,AT1G71860,AT1G73030,AT1G75680,AT1G75780,AT1G76030,AT1G77180,AT1G78340,AT1G78570,AT1G79830,AT1G79930,AT1G80070,AT2G01450,AT2G01470,AT2G01570,AT2G03890,AT2G05710,AT2G11890,AT2G16850,AT2G18030,AT2G19520,AT2G20120,AT2G20630,AT2G24790,AT2G26900,AT2G28740,AT2G30970,AT2G32700,AT2G38040,AT2G38080,AT2G39705,AT2G39970,AT2G41900,AT2G44050,AT2G44350,AT2G45140,AT2G45200,AT2G47650,AT3G02520,AT3G03250,AT3G03780,AT3G05840,AT3G06300,AT3G06350,AT3G06420,AT3G06650,AT3G07990,AT3G08530,AT3G11200,AT3G13772,AT3G16870,AT3G17465,AT3G21865,AT3G22380,AT3G23990,AT3G25140,AT3G25530,AT3G25540,AT3G26030,AT3G26420,AT3G26810,AT3G27740,AT3G29360,AT3G43300,AT3G44320,AT3G46830,AT3G47220,AT3G48750,AT3G50360,AT3G51160,AT3G53610,AT3G53750,AT3G55460,AT3G55830,AT3G57520,AT3G58170,AT3G61060,AT3G62600,AT3G62830,AT3G63460,AT4G00355,AT4G01480,AT4G01750,AT4G02500,AT4G04910,AT4G08390,AT4G11220,AT4G12880,AT4G14455,AT4G17190,AT4G17890,AT4G18040,AT4G21990,AT4G22810,AT4G23750,AT4G23800,AT4G28880,AT4G29130,AT4G29160,AT4G30260,AT4G31580,AT4G32410,AT4G33360,AT4G35260,AT4G39220,AT4G39730,AT4G39800,AT5G03290,AT5G04470,AT5G05170,AT5G06140,AT5G06150,AT5G07350,AT5G08160,AT5G08590,AT5G09600,AT5G10550,AT5G10840,AT5G11630,AT5G12210,AT5G13010,AT5G13840,AT5G15490,AT5G16510,AT5G18480,AT5G18580,AT5G18650,AT5G20900,AT5G26751,AT5G27450,AT5G27520,AT5G27740,AT5G28840,AT5G35080,AT5G35630,AT5G45100,AT5G46630,AT5G46750,AT5G49460,AT5G52200,AT5G54310,AT5G55300,AT5G55910,AT5G56040,AT5G56360,AT5G56550,AT5G57020,AT5G57870,AT5G57990,AT5G59150,AT5G59160,AT5G61780,AT5G61790,AT5G63850,AT5G64740,AT5G65810	na
AT3G60530	GATA4	0	1	PWM1070	CisBP	M0687_1.01	3	1.920218491456473e-19	1.721475877590728e-16	193	AT1G05620,AT1G09140,AT1G09270,AT1G09330,AT1G09630,AT1G14830,AT1G15100,AT1G15210,AT1G15880,AT1G17190,AT1G17890,AT1G19870,AT1G23190,AT1G25490,AT1G29900,AT1G32230,AT1G32790,AT1G33240,AT1G33800,AT1G47128,AT1G49300,AT1G50200,AT1G50640,AT1G51690,AT1G53000,AT1G53310,AT1G53480,AT1G53580,AT1G57620,AT1G57680,AT1G59610,AT1G60780,AT1G62180,AT1G63780,AT1G64980,AT1G66680,AT1G71010,AT1G71340,AT1G71860,AT1G73030,AT1G75680,AT1G75780,AT1G76030,AT1G77180,AT1G78340,AT1G78570,AT1G79830,AT1G79930,AT1G80070,AT2G01450,AT2G01470,AT2G01570,AT2G03890,AT2G05710,AT2G11890,AT2G16850,AT2G18030,AT2G19520,AT2G20120,AT2G20630,AT2G24790,AT2G26900,AT2G28740,AT2G30970,AT2G32700,AT2G38040,AT2G38080,AT2G39705,AT2G39970,AT2G41900,AT2G44050,AT2G44350,AT2G45140,AT2G45200,AT2G47650,AT3G02520,AT3G03250,AT3G03780,AT3G05840,AT3G06300,AT3G06350,AT3G06420,AT3G06650,AT3G07990,AT3G08530,AT3G11200,AT3G13772,AT3G16870,AT3G17465,AT3G21865,AT3G22380,AT3G23990,AT3G25140,AT3G25530,AT3G25540,AT3G26030,AT3G26420,AT3G26810,AT3G27740,AT3G29360,AT3G43300,AT3G44320,AT3G46830,AT3G47220,AT3G48750,AT3G50360,AT3G51160,AT3G53610,AT3G53750,AT3G55460,AT3G55830,AT3G57520,AT3G58170,AT3G61060,AT3G62600,AT3G62830,AT3G63460,AT4G00355,AT4G01480,AT4G01750,AT4G02500,AT4G04910,AT4G08390,AT4G11220,AT4G12880,AT4G14455,AT4G17190,AT4G17890,AT4G18040,AT4G21990,AT4G22810,AT4G23750,AT4G23800,AT4G28880,AT4G29130,AT4G29160,AT4G30260,AT4G31580,AT4G32410,AT4G33360,AT4G35260,AT4G39220,AT4G39730,AT4G39800,AT5G03290,AT5G04470,AT5G05170,AT5G06140,AT5G06150,AT5G07350,AT5G08160,AT5G08590,AT5G09600,AT5G10550,AT5G10840,AT5G11630,AT5G12210,AT5G13010,AT5G13840,AT5G15490,AT5G16510,AT5G18480,AT5G18580,AT5G18650,AT5G20900,AT5G26751,AT5G27450,AT5G27520,AT5G27740,AT5G28840,AT5G35080,AT5G35630,AT5G45100,AT5G46630,AT5G46750,AT5G49460,AT5G52200,AT5G54310,AT5G55300,AT5G55910,AT5G56040,AT5G56360,AT5G56550,AT5G57020,AT5G57870,AT5G57990,AT5G59150,AT5G59160,AT5G61780,AT5G61790,AT5G63850,AT5G64740,AT5G65810	AT4G37940
AT3G60530	GATA4	0	1	PWM3015	DAP-seq	GATA4_col	60	0.000016740622464395307	0.000545744292339287	142	AT1G01470,AT1G04190,AT1G07360,AT1G09140,AT1G09630,AT1G11400,AT1G14830,AT1G15100,AT1G16880,AT1G17190,AT1G19350,AT1G20190,AT1G20840,AT1G22190,AT1G22880,AT1G32230,AT1G33240,AT1G47128,AT1G52280,AT1G53210,AT1G53580,AT1G57620,AT1G57680,AT1G59610,AT1G60780,AT1G72680,AT1G78570,AT1G78670,AT1G79650,AT1G79830,AT1G79930,AT1G80460,AT2G01470,AT2G05710,AT2G13560,AT2G18030,AT2G18390,AT2G19520,AT2G20630,AT2G24570,AT2G24790,AT2G25110,AT2G26900,AT2G27230,AT2G29390,AT2G30520,AT2G32920,AT2G36910,AT2G39900,AT2G39970,AT2G41310,AT2G41900,AT2G43790,AT2G44050,AT2G45200,AT2G45290,AT3G01770,AT3G03250,AT3G03780,AT3G04570,AT3G06050,AT3G06300,AT3G06650,AT3G07990,AT3G08530,AT3G14010,AT3G15950,AT3G20670,AT3G21865,AT3G22480,AT3G22950,AT3G25140,AT3G26030,AT3G26810,AT3G27740,AT3G29360,AT3G30775,AT3G44320,AT3G47220,AT3G48750,AT3G51160,AT3G54590,AT3G54640,AT3G55360,AT3G55830,AT3G59280,AT3G61060,AT3G61070,AT3G62600,AT3G62830,AT4G00355,AT4G00710,AT4G00830,AT4G11220,AT4G11600,AT4G12550,AT4G12880,AT4G14455,AT4G17890,AT4G19030,AT4G22810,AT4G24990,AT4G28880,AT4G29130,AT4G29160,AT4G30260,AT4G32410,AT4G36410,AT4G39220,AT4G39730,AT5G02840,AT5G03290,AT5G03520,AT5G05080,AT5G05170,AT5G06150,AT5G08590,AT5G10840,AT5G12210,AT5G13000,AT5G15490,AT5G18480,AT5G20960,AT5G27450,AT5G28840,AT5G36880,AT5G42100,AT5G43350,AT5G45600,AT5G46750,AT5G52200,AT5G54640,AT5G55910,AT5G56040,AT5G57870,AT5G61230,AT5G61780,AT5G61790,AT5G63850,AT5G64240,AT5G65810,AT5G67560	AT4G37940
AT3G45170	GATA14	4	na	PWM989	CisBP	M0685_1.01	5	2.168433095750802e-18	7.776001081362376e-16	190	AT1G01470,AT1G06400,AT1G09140,AT1G09270,AT1G09330,AT1G09430,AT1G09630,AT1G10200,AT1G14830,AT1G15100,AT1G15210,AT1G15750,AT1G15880,AT1G17190,AT1G17890,AT1G19870,AT1G22190,AT1G22530,AT1G23190,AT1G25490,AT1G30270,AT1G31817,AT1G32230,AT1G33800,AT1G43190,AT1G49300,AT1G50640,AT1G51070,AT1G51690,AT1G53310,AT1G53480,AT1G53580,AT1G57620,AT1G57680,AT1G59610,AT1G60780,AT1G64980,AT1G68560,AT1G71010,AT1G71340,AT1G71860,AT1G72710,AT1G73030,AT1G75680,AT1G75780,AT1G76030,AT1G78570,AT1G79830,AT1G79930,AT1G80070,AT2G01450,AT2G01470,AT2G03890,AT2G05710,AT2G06850,AT2G18030,AT2G20120,AT2G23050,AT2G24790,AT2G26900,AT2G30520,AT2G30970,AT2G36910,AT2G38040,AT2G38120,AT2G40900,AT2G41310,AT2G41900,AT2G44050,AT2G45140,AT2G45200,AT2G46020,AT2G47420,AT3G01770,AT3G03250,AT3G03780,AT3G05840,AT3G06300,AT3G06420,AT3G06650,AT3G07990,AT3G08530,AT3G11200,AT3G13772,AT3G16870,AT3G17240,AT3G17465,AT3G21865,AT3G22380,AT3G22480,AT3G22950,AT3G23990,AT3G25140,AT3G25530,AT3G25540,AT3G26030,AT3G26810,AT3G27080,AT3G29360,AT3G30775,AT3G43300,AT3G44320,AT3G45300,AT3G46830,AT3G48750,AT3G50360,AT3G51160,AT3G51880,AT3G52140,AT3G53750,AT3G57050,AT3G57520,AT3G57550,AT3G58170,AT3G61060,AT3G62030,AT3G62980,AT3G63460,AT4G00355,AT4G01480,AT4G01750,AT4G01900,AT4G02500,AT4G04955,AT4G08390,AT4G11220,AT4G12880,AT4G14455,AT4G16500,AT4G20210,AT4G23750,AT4G23800,AT4G24990,AT4G28910,AT4G29130,AT4G30930,AT4G32410,AT4G36410,AT4G39220,AT5G02840,AT5G04470,AT5G05170,AT5G05610,AT5G06150,AT5G07350,AT5G08160,AT5G08590,AT5G10550,AT5G10840,AT5G11520,AT5G11630,AT5G12210,AT5G13010,AT5G13840,AT5G15490,AT5G18480,AT5G18650,AT5G19330,AT5G20900,AT5G21170,AT5G25760,AT5G26751,AT5G27520,AT5G27740,AT5G35630,AT5G43320,AT5G43700,AT5G45100,AT5G46750,AT5G49460,AT5G52200,AT5G53160,AT5G55910,AT5G56360,AT5G56550,AT5G57020,AT5G57870,AT5G58220,AT5G58230,AT5G58240,AT5G59150,AT5G59160,AT5G61230,AT5G61780,AT5G61790,AT5G63850,AT5G64740,AT5G65700,AT5G65810,AT5G67560	na
AT3G45170	GATA14	4	na	PWM3006	DAP-seq	GATA14_col	21	6.1692101519407896e-9	5.267330382109445e-7	158	AT1G06400,AT1G07360,AT1G09140,AT1G09270,AT1G09630,AT1G09840,AT1G13060,AT1G13950,AT1G14290,AT1G14830,AT1G15100,AT1G19350,AT1G20190,AT1G22190,AT1G23190,AT1G30270,AT1G37130,AT1G43190,AT1G50640,AT1G52280,AT1G53480,AT1G53910,AT1G57620,AT1G59610,AT1G60780,AT1G63780,AT1G67730,AT1G71340,AT1G75330,AT1G75680,AT1G78570,AT1G79650,AT1G79830,AT1G79930,AT1G80410,AT1G80460,AT2G01470,AT2G01570,AT2G03890,AT2G16850,AT2G20630,AT2G24200,AT2G24260,AT2G24570,AT2G24790,AT2G25110,AT2G26900,AT2G27230,AT2G30520,AT2G36910,AT2G37080,AT2G38040,AT2G38700,AT2G39970,AT2G41310,AT2G43790,AT2G44050,AT2G45140,AT2G45200,AT3G03250,AT3G03780,AT3G06300,AT3G06420,AT3G06650,AT3G07990,AT3G09390,AT3G13772,AT3G16870,AT3G16920,AT3G22380,AT3G22480,AT3G23990,AT3G25710,AT3G26030,AT3G26810,AT3G27740,AT3G28050,AT3G29360,AT3G30775,AT3G43300,AT3G44320,AT3G46830,AT3G47220,AT3G51880,AT3G51920,AT3G52940,AT3G53620,AT3G53750,AT3G55360,AT3G55460,AT3G57520,AT3G57550,AT3G58460,AT3G61060,AT3G61070,AT3G62600,AT3G62830,AT3G63130,AT4G01430,AT4G02500,AT4G08390,AT4G11220,AT4G11600,AT4G11820,AT4G12880,AT4G18040,AT4G22810,AT4G23800,AT4G24620,AT4G28910,AT4G32410,AT4G33360,AT4G35920,AT4G36410,AT4G39080,AT4G39220,AT5G03520,AT5G04470,AT5G05170,AT5G06150,AT5G07350,AT5G08590,AT5G08620,AT5G09830,AT5G10840,AT5G11520,AT5G12210,AT5G13280,AT5G15490,AT5G16150,AT5G16510,AT5G18480,AT5G18650,AT5G19330,AT5G20900,AT5G22060,AT5G26751,AT5G27520,AT5G40780,AT5G42100,AT5G43350,AT5G43700,AT5G45600,AT5G49460,AT5G52200,AT5G53160,AT5G55910,AT5G56040,AT5G56360,AT5G57020,AT5G57870,AT5G60620,AT5G60660,AT5G61780,AT5G61790,AT5G63670,AT5G65810,AT5G67560	na
AT5G25830	GATA12	4	1	PWM1092	CisBP	M0689_1.01	6	4.7968158588640855e-18	1.4334484724905508e-15	189	AT1G04170,AT1G09140,AT1G09270,AT1G09630,AT1G14290,AT1G14830,AT1G15100,AT1G15750,AT1G15880,AT1G17890,AT1G19120,AT1G19870,AT1G22190,AT1G22530,AT1G23190,AT1G25490,AT1G29900,AT1G32230,AT1G33800,AT1G49300,AT1G50640,AT1G53310,AT1G53480,AT1G57620,AT1G57680,AT1G59610,AT1G60780,AT1G63780,AT1G64980,AT1G66140,AT1G66680,AT1G71010,AT1G71340,AT1G75680,AT1G75780,AT1G76030,AT1G77180,AT1G78340,AT1G78570,AT1G79830,AT1G79930,AT2G01470,AT2G01570,AT2G03890,AT2G05710,AT2G16850,AT2G18030,AT2G20120,AT2G20630,AT2G24570,AT2G24790,AT2G26900,AT2G30970,AT2G38040,AT2G38080,AT2G39700,AT2G39705,AT2G39970,AT2G40900,AT2G41310,AT2G41900,AT2G44050,AT2G45140,AT2G45200,AT2G46020,AT3G02520,AT3G03250,AT3G03780,AT3G05840,AT3G06300,AT3G06350,AT3G06420,AT3G06650,AT3G07990,AT3G08530,AT3G11200,AT3G13300,AT3G13772,AT3G16870,AT3G16920,AT3G21865,AT3G22380,AT3G22480,AT3G22950,AT3G23990,AT3G25140,AT3G25710,AT3G26030,AT3G26810,AT3G27080,AT3G29360,AT3G30775,AT3G43300,AT3G44320,AT3G46830,AT3G47220,AT3G48750,AT3G50070,AT3G50360,AT3G51160,AT3G52140,AT3G53620,AT3G54670,AT3G55380,AT3G55830,AT3G57520,AT3G58170,AT3G58460,AT3G59990,AT3G62600,AT3G63460,AT4G00355,AT4G01480,AT4G01750,AT4G02500,AT4G08390,AT4G11220,AT4G12880,AT4G14455,AT4G17190,AT4G17460,AT4G17890,AT4G21990,AT4G22810,AT4G23800,AT4G24990,AT4G28880,AT4G29130,AT4G29160,AT4G31580,AT4G32410,AT4G33360,AT4G35260,AT4G37590,AT4G39220,AT4G39800,AT5G02260,AT5G04470,AT5G05170,AT5G06140,AT5G06150,AT5G07350,AT5G08160,AT5G08590,AT5G10550,AT5G10840,AT5G11630,AT5G12210,AT5G13840,AT5G15490,AT5G16510,AT5G17290,AT5G18480,AT5G18580,AT5G18650,AT5G20900,AT5G22060,AT5G26751,AT5G27520,AT5G28840,AT5G35080,AT5G35630,AT5G38110,AT5G43350,AT5G43700,AT5G45100,AT5G45600,AT5G46630,AT5G46750,AT5G47750,AT5G49460,AT5G52040,AT5G52200,AT5G53160,AT5G55910,AT5G56040,AT5G56360,AT5G56550,AT5G57020,AT5G57870,AT5G59150,AT5G59160,AT5G61780,AT5G61790,AT5G63510,AT5G63670,AT5G64740,AT5G65050,AT5G65810	AT4G37940
AT5G25830	GATA12	4	1	PWM1589	PBM		7	4.7968158588640855e-18	1.4334484724905508e-15	189	AT1G04170,AT1G09140,AT1G09270,AT1G09630,AT1G14290,AT1G14830,AT1G15100,AT1G15750,AT1G15880,AT1G17890,AT1G19120,AT1G19870,AT1G22190,AT1G22530,AT1G23190,AT1G25490,AT1G29900,AT1G32230,AT1G33800,AT1G49300,AT1G50640,AT1G53310,AT1G53480,AT1G57620,AT1G57680,AT1G59610,AT1G60780,AT1G63780,AT1G64980,AT1G66140,AT1G66680,AT1G71010,AT1G71340,AT1G75680,AT1G75780,AT1G76030,AT1G77180,AT1G78340,AT1G78570,AT1G79830,AT1G79930,AT2G01470,AT2G01570,AT2G03890,AT2G05710,AT2G16850,AT2G18030,AT2G20120,AT2G20630,AT2G24570,AT2G24790,AT2G26900,AT2G30970,AT2G38040,AT2G38080,AT2G39700,AT2G39705,AT2G39970,AT2G40900,AT2G41310,AT2G41900,AT2G44050,AT2G45140,AT2G45200,AT2G46020,AT3G02520,AT3G03250,AT3G03780,AT3G05840,AT3G06300,AT3G06350,AT3G06420,AT3G06650,AT3G07990,AT3G08530,AT3G11200,AT3G13300,AT3G13772,AT3G16870,AT3G16920,AT3G21865,AT3G22380,AT3G22480,AT3G22950,AT3G23990,AT3G25140,AT3G25710,AT3G26030,AT3G26810,AT3G27080,AT3G29360,AT3G30775,AT3G43300,AT3G44320,AT3G46830,AT3G47220,AT3G48750,AT3G50070,AT3G50360,AT3G51160,AT3G52140,AT3G53620,AT3G54670,AT3G55380,AT3G55830,AT3G57520,AT3G58170,AT3G58460,AT3G59990,AT3G62600,AT3G63460,AT4G00355,AT4G01480,AT4G01750,AT4G02500,AT4G08390,AT4G11220,AT4G12880,AT4G14455,AT4G17190,AT4G17460,AT4G17890,AT4G21990,AT4G22810,AT4G23800,AT4G24990,AT4G28880,AT4G29130,AT4G29160,AT4G31580,AT4G32410,AT4G33360,AT4G35260,AT4G37590,AT4G39220,AT4G39800,AT5G02260,AT5G04470,AT5G05170,AT5G06140,AT5G06150,AT5G07350,AT5G08160,AT5G08590,AT5G10550,AT5G10840,AT5G11630,AT5G12210,AT5G13840,AT5G15490,AT5G16510,AT5G17290,AT5G18480,AT5G18580,AT5G18650,AT5G20900,AT5G22060,AT5G26751,AT5G27520,AT5G28840,AT5G35080,AT5G35630,AT5G38110,AT5G43350,AT5G43700,AT5G45100,AT5G45600,AT5G46630,AT5G46750,AT5G47750,AT5G49460,AT5G52040,AT5G52200,AT5G53160,AT5G55910,AT5G56040,AT5G56360,AT5G56550,AT5G57020,AT5G57870,AT5G59150,AT5G59160,AT5G61780,AT5G61790,AT5G63510,AT5G63670,AT5G64740,AT5G65050,AT5G65810	AT4G37940
AT5G25830	GATA12	4	1	PWM2612	JASPAR	MA1015.1	11	2.1268306420591843e-15	3.46673394655647e-13	181	AT1G09140,AT1G09270,AT1G09330,AT1G09630,AT1G14290,AT1G14830,AT1G15100,AT1G15880,AT1G17190,AT1G17890,AT1G19870,AT1G21900,AT1G22190,AT1G22530,AT1G23190,AT1G25490,AT1G29900,AT1G32230,AT1G33800,AT1G49300,AT1G50640,AT1G51690,AT1G53310,AT1G53480,AT1G57620,AT1G57680,AT1G59610,AT1G60780,AT1G63780,AT1G64980,AT1G66140,AT1G71010,AT1G75680,AT1G75780,AT1G77180,AT1G78340,AT1G78570,AT1G79830,AT1G79930,AT1G80860,AT2G01450,AT2G01470,AT2G03890,AT2G05710,AT2G16850,AT2G18030,AT2G19520,AT2G19830,AT2G20120,AT2G20630,AT2G24790,AT2G26900,AT2G30970,AT2G38040,AT2G38080,AT2G39705,AT2G39900,AT2G39970,AT2G41900,AT2G43790,AT2G44050,AT2G45140,AT2G45200,AT3G02520,AT3G03250,AT3G03780,AT3G05840,AT3G06300,AT3G06420,AT3G06650,AT3G07990,AT3G08530,AT3G11200,AT3G13300,AT3G13772,AT3G16870,AT3G16920,AT3G21865,AT3G22380,AT3G23990,AT3G25140,AT3G25540,AT3G25710,AT3G26030,AT3G26810,AT3G27080,AT3G29360,AT3G43300,AT3G44320,AT3G46830,AT3G47220,AT3G50070,AT3G50360,AT3G51160,AT3G51840,AT3G51880,AT3G53620,AT3G54670,AT3G57050,AT3G57520,AT3G57550,AT3G58170,AT3G58460,AT3G59990,AT3G62600,AT3G63460,AT4G00355,AT4G01480,AT4G01750,AT4G02500,AT4G08390,AT4G11220,AT4G11600,AT4G12880,AT4G14455,AT4G17190,AT4G17460,AT4G17890,AT4G21990,AT4G22810,AT4G23800,AT4G28880,AT4G29130,AT4G29160,AT4G31580,AT4G32410,AT4G33360,AT4G37590,AT4G39220,AT4G39800,AT5G03290,AT5G05170,AT5G06140,AT5G06150,AT5G07350,AT5G08160,AT5G08590,AT5G10550,AT5G10840,AT5G12210,AT5G13840,AT5G15490,AT5G16510,AT5G18480,AT5G18580,AT5G18650,AT5G19330,AT5G20900,AT5G23670,AT5G26751,AT5G27450,AT5G27520,AT5G28840,AT5G35630,AT5G43700,AT5G45100,AT5G46630,AT5G46750,AT5G47750,AT5G49460,AT5G50870,AT5G52040,AT5G52200,AT5G55300,AT5G55910,AT5G56040,AT5G56360,AT5G56550,AT5G57020,AT5G57870,AT5G57990,AT5G59150,AT5G59160,AT5G61780,AT5G61790,AT5G63670,AT5G63850,AT5G64740,AT5G65050,AT5G65810,AT5G67560	AT4G37940
