"","col_FLT_c1.which.mclass....7...1."
"1","AT1G01010"
"2","AT1G01240"
"3","AT1G01260"
"4","AT1G01290"
"5","AT1G01370"
"6","AT1G01430"
"7","AT1G01448"
"8","AT1G01540"
"9","AT1G01640"
"10","AT1G01770"
"11","AT1G01780"
"12","AT1G01830"
"13","AT1G01950"
"14","AT1G02000"
"15","AT1G02110"
"16","AT1G02260"
"17","AT1G02270"
"18","AT1G02280"
"19","AT1G02520"
"20","AT1G02720"
"21","AT1G02730"
"22","AT1G02750"
"23","AT1G02890"
"24","AT1G02960"
"25","AT1G02990"
"26","AT1G03030"
"27","AT1G03060"
"28","AT1G03250"
"29","AT1G03260"
"30","AT1G03365"
"31","AT1G03370"
"32","AT1G03680"
"33","AT1G03687"
"34","AT1G03740"
"35","AT1G03780"
"36","AT1G03840"
"37","AT1G04000"
"38","AT1G04020"
"39","AT1G04130"
"40","AT1G04200"
"41","AT1G04280"
"42","AT1G04290"
"43","AT1G04530"
"44","AT1G04550"
"45","AT1G04610"
"46","AT1G04790"
"47","AT1G04803"
"48","AT1G04830"
"49","AT1G04833"
"50","AT1G04970"
"51","AT1G04990"
"52","AT1G05055"
"53","AT1G05120"
"54","AT1G05183"
"55","AT1G05190"
"56","AT1G05213"
"57","AT1G05220"
"58","AT1G05280"
"59","AT1G05410"
"60","AT1G05430"
"61","AT1G05523"
"62","AT1G05660"
"63","AT1G05750"
"64","AT1G05810"
"65","AT1G05830"
"66","AT1G05860"
"67","AT1G05910"
"68","AT1G05970"
"69","AT1G06000"
"70","AT1G06002"
"71","AT1G06010"
"72","AT1G06040"
"73","AT1G06070"
"74","AT1G06090"
"75","AT1G06150"
"76","AT1G06180"
"77","AT1G06380"
"78","AT1G06450"
"79","AT1G06460"
"80","AT1G06500"
"81","AT1G06510"
"82","AT1G06560"
"83","AT1G06590"
"84","AT1G06730"
"85","AT1G06770"
"86","AT1G06780"
"87","AT1G06790"
"88","AT1G06800"
"89","AT1G07110"
"90","AT1G07128"
"91","AT1G07130"
"92","AT1G07175"
"93","AT1G07220"
"94","AT1G07240"
"95","AT1G07250"
"96","AT1G07320"
"97","AT1G07323"
"98","AT1G07410"
"99","AT1G07520"
"100","AT1G07570"
"101","AT1G07615"
"102","AT1G07630"
"103","AT1G07640"
"104","AT1G07705"
"105","AT1G07728"
"106","AT1G07780"
"107","AT1G07870"
"108","AT1G07893"
"109","AT1G07970"
"110","AT1G07980"
"111","AT1G07983"
"112","AT1G08030"
"113","AT1G08040"
"114","AT1G08220"
"115","AT1G08260"
"116","AT1G08420"
"117","AT1G08460"
"118","AT1G08490"
"119","AT1G08530"
"120","AT1G08550"
"121","AT1G08590"
"122","AT1G08592"
"123","AT1G08600"
"124","AT1G08710"
"125","AT1G08750"
"126","AT1G08760"
