"","col_FLT_c1.which.mclass....5...1."
"1","AT1G01030"
"2","AT1G01040"
"3","AT1G01140"
"4","AT1G01180"
"5","AT1G01220"
"6","AT1G01225"
"7","AT1G01320"
"8","AT1G01440"
"9","AT1G01450"
"10","AT1G01500"
"11","AT1G01610"
"12","AT1G01690"
"13","AT1G01710"
"14","AT1G01760"
"15","AT1G01790"
"16","AT1G01930"
"17","AT1G02020"
"18","AT1G02050"
"19","AT1G02060"
"20","AT1G02180"
"21","AT1G02290"
"22","AT1G02340"
"23","AT1G02370"
"24","AT1G02390"
"25","AT1G02430"
"26","AT1G02440"
"27","AT1G02460"
"28","AT1G02475"
"29","AT1G02640"
"30","AT1G02740"
"31","AT1G02860"
"32","AT1G02910"
"33","AT1G02950"
"34","AT1G02970"
"35","AT1G03000"
"36","AT1G03010"
"37","AT1G03100"
"38","AT1G03160"
"39","AT1G03180"
"40","AT1G03190"
"41","AT1G03270"
"42","AT1G03400"
"43","AT1G03440"
"44","AT1G03457"
"45","AT1G03470"
"46","AT1G03520"
"47","AT1G03550"
"48","AT1G03560"
"49","AT1G03650"
"50","AT1G03660"
"51","AT1G03760"
"52","AT1G03770"
"53","AT1G03830"
"54","AT1G03905"
"55","AT1G03930"
"56","AT1G03950"
"57","AT1G03960"
"58","AT1G04010"
"59","AT1G04053"
"60","AT1G04230"
"61","AT1G04310"
"62","AT1G04353"
"63","AT1G04360"
"64","AT1G04420"
"65","AT1G04463"
"66","AT1G04555"
"67","AT1G04635"
"68","AT1G04640"
"69","AT1G04647"
"70","AT1G04710"
"71","AT1G04730"
"72","AT1G04760"
"73","AT1G04773"
"74","AT1G04837"
"75","AT1G04930"
"76","AT1G04945"
"77","AT1G04977"
"78","AT1G05060"
"79","AT1G05090"
"80","AT1G05160"
"81","AT1G05163"
"82","AT1G05187"
"83","AT1G05300"
"84","AT1G05320"
"85","AT1G05385"
"86","AT1G05440"
"87","AT1G05460"
"88","AT1G05470"
"89","AT1G05553"
"90","AT1G05590"
"91","AT1G05630"
"92","AT1G05640"
"93","AT1G05650"
"94","AT1G05687"
"95","AT1G05730"
"96","AT1G05753"
"97","AT1G05760"
"98","AT1G05770"
"99","AT1G05790"
"100","AT1G05837"
"101","AT1G05900"
"102","AT1G06225"
"103","AT1G06227"
"104","AT1G06240"
"105","AT1G06270"
"106","AT1G06473"
"107","AT1G06475"
"108","AT1G06490"
"109","AT1G06650"
"110","AT1G06660"
"111","AT1G06820"
"112","AT1G06840"
"113","AT1G06910"
"114","AT1G07000"
"115","AT1G07200"
"116","AT1G07280"
"117","AT1G07300"
"118","AT1G07380"
"119","AT1G07650"
"120","AT1G07700"
"121","AT1G07725"
"122","AT1G07730"
"123","AT1G07745"
"124","AT1G07803"
"125","AT1G07847"
"126","AT1G07910"
"127","AT1G08000"
"128","AT1G08060"
"129","AT1G08250"
"130","AT1G08280"
"131","AT1G08283"
"132","AT1G08315"
"133","AT1G08320"
"134","AT1G08340"
"135","AT1G08390"
"136","AT1G08400"
"137","AT1G08430"
"138","AT1G08470"
"139","AT1G08520"
"140","AT1G08540"
