"","col_FLT_c1.which.mclass....8...1."
"1","AT1G01130"
"2","AT1G01380"
"3","AT1G01453"
"4","AT1G01520"
"5","AT1G01560"
"6","AT1G01880"
"7","AT1G02310"
"8","AT1G02350"
"9","AT1G02400"
"10","AT1G02510"
"11","AT1G02530"
"12","AT1G02650"
"13","AT1G02705"
"14","AT1G02980"
"15","AT1G03106"
"16","AT1G03170"
"17","AT1G03240"
"18","AT1G03445"
"19","AT1G03495"
"20","AT1G03540"
"21","AT1G03700"
"22","AT1G03800"
"23","AT1G04017"
"24","AT1G04023"
"25","AT1G04077"
"26","AT1G04090"
"27","AT1G04103"
"28","AT1G04105"
"29","AT1G04123"
"30","AT1G04150"
"31","AT1G04347"
"32","AT1G04350"
"33","AT1G04397"
"34","AT1G04445"
"35","AT1G04467"
"36","AT1G04473"
"37","AT1G04583"
"38","AT1G04643"
"39","AT1G04743"
"40","AT1G04767"
"41","AT1G04778"
"42","AT1G04797"
"43","AT1G04873"
"44","AT1G04880"
"45","AT1G04933"
"46","AT1G04973"
"47","AT1G05033"
"48","AT1G05043"
"49","AT1G05047"
"50","AT1G05057"
"51","AT1G05153"
"52","AT1G05240"
"53","AT1G05243"
"54","AT1G05267"
"55","AT1G05297"
"56","AT1G05330"
"57","AT1G05383"
"58","AT1G05450"
"59","AT1G05490"
"60","AT1G05510"
"61","AT1G05540"
"62","AT1G05607"
"63","AT1G05690"
"64","AT1G05773"
"65","AT1G05843"
"66","AT1G05920"
"67","AT1G05943"
"68","AT1G05973"
"69","AT1G05997"
"70","AT1G06003"
"71","AT1G06017"
"72","AT1G06020"
"73","AT1G06033"
"74","AT1G06045"
"75","AT1G06113"
"76","AT1G06117"
"77","AT1G06160"
"78","AT1G06173"
"79","AT1G06177"
"80","AT1G06207"
"81","AT1G06213"
"82","AT1G06233"
"83","AT1G06250"
"84","AT1G06253"
"85","AT1G06260"
"86","AT1G06467"
"87","AT1G06487"
"88","AT1G06553"
"89","AT1G06607"
"90","AT1G06645"
"91","AT1G06667"
"92","AT1G06680"
"93","AT1G06687"
"94","AT1G06750"
"95","AT1G06970"
"96","AT1G06977"
"97","AT1G06983"
