"","col_FLT_c1.which.mclass....2...1."
"1","AT1G01150"
"2","AT1G02470"
"3","AT1G04013"
"4","AT1G04037"
"5","AT1G04500"
"6","AT1G04580"
"7","AT1G05013"
"8","AT1G05103"
"9","AT1G05247"
"10","AT1G05303"
"11","AT1G05723"
"12","AT1G06537"
"13","AT1G06583"
"14","AT1G06613"
"15","AT1G07493"
"16","AT1G07720"
"17","AT1G07900"
"18","AT1G08090"
"19","AT1G08165"
"20","AT1G08457"
"21","AT1G09017"
"22","AT1G09557"
"23","AT1G09573"
"24","AT1G09607"
"25","AT1G09773"
"26","AT1G10455"
"27","AT1G10540"
"28","AT1G10640"
"29","AT1G10875"
"30","AT1G11560"
"31","AT1G11920"
"32","AT1G12013"
"33","AT1G12340"
"34","AT1G12663"
"35","AT1G13200"
"36","AT1G13500"
"37","AT1G15600"
"38","AT1G15840"
"39","AT1G16705"
"40","AT1G18350"
"41","AT1G18870"
"42","AT1G19890"
"43","AT1G20400"
"44","AT1G21500"
"45","AT1G21860"
"46","AT1G22290"
"47","AT1G22480"
"48","AT1G22900"
"49","AT1G23520"
"50","AT1G23740"
"51","AT1G23965"
"52","AT1G24260"
"53","AT1G24420"
"54","AT1G24570"
"55","AT1G25210"
"56","AT1G25422"
"57","AT1G25988"
"58","AT1G26233"
"59","AT1G26410"
"60","AT1G26710"
"61","AT1G27570"
"62","AT1G27580"
"63","AT1G28010"
"64","AT1G29090"
"65","AT1G29395"
"66","AT1G29920"
"67","AT1G30560"
"68","AT1G30920"
"69","AT1G31173"
"70","AT1G32585"
"71","AT1G32850"
"72","AT1G33670"
"73","AT1G33870"
"74","AT1G34490"
"75","AT1G35180"
"76","AT1G35310"
"77","AT1G35617"
"78","AT1G36580"
"79","AT1G42560"
"80","AT1G45191"
"81","AT1G45616"
"82","AT1G47690"
"83","AT1G47920"
"84","AT1G48800"
"85","AT1G49450"
"86","AT1G49610"
"87","AT1G49920"
"88","AT1G51090"
"89","AT1G51500"
"90","AT1G51538"
"91","AT1G51820"
"92","AT1G51990"
"93","AT1G52440"
"94","AT1G52580"
"95","AT1G52615"
"96","AT1G54470"
"97","AT1G54760"
"98","AT1G55260"
"99","AT1G55720"
"100","AT1G55800"
"101","AT1G58936"
"102","AT1G59670"
"103","AT1G60350"
"104","AT1G60970"
"105","AT1G60980"
"106","AT1G61300"
"107","AT1G62190"
"108","AT1G62360"
"109","AT1G63070"
"110","AT1G63320"
"111","AT1G63340"
"112","AT1G63540"
"113","AT1G63550"
"114","AT1G64010"
"115","AT1G64253"
"116","AT1G64680"
"117","AT1G64795"
"118","AT1G65240"
"119","AT1G65480"
"120","AT1G66000"
"121","AT1G66360"
"122","AT1G66420"
"123","AT1G66920"
"124","AT1G66940"
"125","AT1G66950"
"126","AT1G66960"
"127","AT1G66970"
"128","AT1G68170"
"129","AT1G68190"
"130","AT1G68530"
"131","AT1G68877"
"132","AT1G69470"
"133","AT1G69480"
"134","AT1G71370"
"135","AT1G72110"
"136","AT1G72270"
"137","AT1G72460"
"138","AT1G72645"
"139","AT1G74130"
"140","AT1G75240"
"141","AT1G75430"
"142","AT1G77160"
"143","AT1G77520"
"144","AT1G78160"
"145","AT1G79170"
"146","AT1G80580"
"147","AT2G01360"
"148","AT2G02990"
"149","AT2G03250"
"150","AT2G04005"
"151","AT2G04220"
"152","AT2G05070"
"153","AT2G05145"
"154","AT2G05370"
"155","AT2G05420"
"156","AT2G05585"
"157","AT2G05635"
"158","AT2G05914"
"159","AT2G05915"
"160","AT2G05945"
"161","AT2G07632"
"162","AT2G07654"
"163","AT2G07714"
"164","AT2G08375"
"165","AT2G08610"
"166","AT2G08675"
"167","AT2G08795"
"168","AT2G09255"
"169","AT2G09365"
"170","AT2G09695"
"171","AT2G09705"
"172","AT2G09935"
"173","AT2G09970"
"174","AT2G10553"
"175","AT2G10615"
"176","AT2G11205"
"177","AT2G12905"
"178","AT2G13905"
"179","AT2G13950"
"180","AT2G15090"
"181","AT2G17295"
"182","AT2G18420"
"183","AT2G19910"
"184","AT2G20380"
"185","AT2G20570"
"186","AT2G20800"
"187","AT2G21260"
"188","AT2G21330"
"189","AT2G21650"
"190","AT2G22590"
"191","AT2G23000"
"192","AT2G23220"
"193","AT2G23830"
"194","AT2G24692"
"195","AT2G25150"
"196","AT2G26020"
"197","AT2G26750"
"198","AT2G27240"
"199","AT2G27385"
"200","AT2G27402"
"201","AT2G29110"
"202","AT2G30090"
"203","AT2G30115"
"204","AT2G30830"
"205","AT2G32530"
"206","AT2G32550"
"207","AT2G32680"
"208","AT2G32870"
"209","AT2G34430"
"210","AT2G34810"
"211","AT2G34960"
"212","AT2G35150"
"213","AT2G35260"
"214","AT2G36110"
"215","AT2G36255"
"216","AT2G36550"
"217","AT2G37880"
"218","AT2G38195"
"219","AT2G38920"
"220","AT2G39820"
"221","AT2G40116"
"222","AT2G40130"
"223","AT2G42065"
"224","AT2G42800"
"225","AT2G42840"
"226","AT2G43010"
"227","AT2G44590"
"228","AT2G45570"
"229","AT2G46480"
"230","AT2G47950"
"231","AT3G00985"
"232","AT3G01625"
"233","AT3G01635"
"234","AT3G01835"
"235","AT3G02405"
"236","AT3G03585"
"237","AT3G03840"
"238","AT3G03930"
"239","AT3G05790"
"240","AT3G05950"
"241","AT3G06025"
"242","AT3G06805"
"243","AT3G06925"
"244","AT3G06955"
"245","AT3G08350"
"246","AT3G08360"
"247","AT3G08370"
"248","AT3G08745"
"249","AT3G08810"
"250","AT3G09055"
"251","AT3G09110"
"252","AT3G09120"
"253","AT3G09225"
"254","AT3G09245"
"255","AT3G09340"
"256","AT3G09815"
"257","AT3G09865"
"258","AT3G12460"
"259","AT3G12840"
"260","AT3G13010"
"261","AT3G14250"
"262","AT3G14463"
"263","AT3G14490"
"264","AT3G14820"
"265","AT3G15670"
"266","AT3G15960"
"267","AT3G16380"
"268","AT3G17130"
"269","AT3G19270"
"270","AT3G19940"
"271","AT3G20395"
"272","AT3G20530"
"273","AT3G20950"
"274","AT3G21055"
"275","AT3G21080"
"276","AT3G21090"
"277","AT3G21570"
"278","AT3G21760"
"279","AT3G22700"
"280","AT3G22940"
"281","AT3G24060"
"282","AT3G24230"
"283","AT3G24790"
"284","AT3G25670"
"285","AT3G25719"
"286","AT3G26180"
"287","AT3G26250"
