"","col_FLT_c1.which.mclass....3...1."
"1","AT1G01160"
"2","AT1G01230"
"3","AT1G01300"
"4","AT1G01470"
"5","AT1G01490"
"6","AT1G01510"
"7","AT1G01725"
"8","AT1G01730"
"9","AT1G01820"
"10","AT1G01910"
"11","AT1G02090"
"12","AT1G02100"
"13","AT1G02160"
"14","AT1G02305"
"15","AT1G02816"
"16","AT1G02870"
"17","AT1G02900"
"18","AT1G02930"
"19","AT1G03080"
"20","AT1G03140"
"21","AT1G03210"
"22","AT1G03330"
"23","AT1G03410"
"24","AT1G03610"
"25","AT1G04080"
"26","AT1G04140"
"27","AT1G04170"
"28","AT1G04183"
"29","AT1G04190"
"30","AT1G04250"
"31","AT1G04340"
"32","AT1G04430"
"33","AT1G04510"
"34","AT1G04630"
"35","AT1G04940"
"36","AT1G05205"
"37","AT1G05250"
"38","AT1G05340"
"39","AT1G05570"
"40","AT1G05620"
"41","AT1G06110"
"42","AT1G06220"
"43","AT1G06230"
"44","AT1G06400"
"45","AT1G06570"
"46","AT1G06620"
"47","AT1G06640"
"48","AT1G06700"
"49","AT1G06870"
"50","AT1G06890"
"51","AT1G07020"
"52","AT1G07030"
"53","AT1G07070"
"54","AT1G07080"
"55","AT1G07210"
"56","AT1G07310"
"57","AT1G07360"
"58","AT1G07370"
"59","AT1G07470"
"60","AT1G07660"
"61","AT1G07750"
"62","AT1G07830"
"63","AT1G07887"
"64","AT1G07960"
"65","AT1G08110"
"66","AT1G08370"
"67","AT1G08510"
"68","AT1G08570"
"69","AT1G08580"
"70","AT1G08650"
"71","AT1G08660"
"72","AT1G08780"
"73","AT1G08803"
"74","AT1G08820"
"75","AT1G08930"
"76","AT1G09140"
"77","AT1G09250"
"78","AT1G09270"
"79","AT1G09330"
"80","AT1G09430"
"81","AT1G09570"
"82","AT1G09620"
"83","AT1G09630"
"84","AT1G09660"
"85","AT1G09760"
"86","AT1G09840"
"87","AT1G09970"
"88","AT1G10030"
"89","AT1G10120"
"90","AT1G10140"
"91","AT1G10200"
"92","AT1G10290"
"93","AT1G10500"
"94","AT1G10530"
"95","AT1G10760"
"96","AT1G10865"
"97","AT1G10890"
"98","AT1G10990"
"99","AT1G11185"
"100","AT1G11240"
"101","AT1G11260"
"102","AT1G11310"
"103","AT1G11360"
"104","AT1G11400"
"105","AT1G11480"
"106","AT1G11750"
"107","AT1G11860"
"108","AT1G11890"
"109","AT1G11910"
"110","AT1G12010"
"111","AT1G12110"
"112","AT1G12270"
"113","AT1G12390"
"114","AT1G12410"
"115","AT1G12440"
"116","AT1G12650"
"117","AT1G12850"
"118","AT1G13060"
"119","AT1G13360"
"120","AT1G13380"
"121","AT1G13730"
"122","AT1G13930"
"123","AT1G13950"
"124","AT1G14010"
"125","AT1G14210"
"126","AT1G14290"
"127","AT1G14510"
"128","AT1G14570"
"129","AT1G14610"
"130","AT1G14620"
"131","AT1G14685"
"132","AT1G14810"
"133","AT1G14830"
"134","AT1G14860"
"135","AT1G14890"
"136","AT1G14900"
"137","AT1G15010"
"138","AT1G15100"
"139","AT1G15200"
"140","AT1G15210"
"141","AT1G15230"
"142","AT1G15250"
"143","AT1G15340"
"144","AT1G15350"
"145","AT1G15405"
"146","AT1G15420"
"147","AT1G15625"
"148","AT1G15670"
"149","AT1G15750"
"150","AT1G15880"
"151","AT1G15920"
"152","AT1G16170"
"153","AT1G16240"
"154","AT1G16350"
"155","AT1G16460"
"156","AT1G16470"
"157","AT1G16560"
"158","AT1G16740"
"159","AT1G16840"
"160","AT1G16880"
"161","AT1G17190"
"162","AT1G17280"
"163","AT1G17290"
"164","AT1G17370"
"165","AT1G17470"
"166","AT1G17530"
"167","AT1G17720"
"168","AT1G18070"
"169","AT1G18250"
"170","AT1G18300"
"171","AT1G18450"
"172","AT1G18640"
"173","AT1G18720"
"174","AT1G18800"
"175","AT1G18880"
"176","AT1G19020"
"177","AT1G19120"
"178","AT1G19130"
"179","AT1G19310"
"180","AT1G19400"
"181","AT1G19600"
"182","AT1G19835"
"183","AT1G19870"
"184","AT1G19920"
"185","AT1G20190"
"186","AT1G20220"
"187","AT1G20225"
"188","AT1G20430"
"189","AT1G20840"
"190","AT1G20850"
"191","AT1G20900"
"192","AT1G20920"
"193","AT1G20950"
"194","AT1G20960"
"195","AT1G21000"
"196","AT1G21065"
"197","AT1G21080"
"198","AT1G21090"
"199","AT1G21190"
"200","AT1G21630"
"201","AT1G21690"
"202","AT1G21900"
"203","AT1G21920"
"204","AT1G21930"
"205","AT1G22140"
"206","AT1G22200"
"207","AT1G22360"
"208","AT1G22440"
"209","AT1G22520"
"210","AT1G22530"
"211","AT1G22885"
"212","AT1G23020"
"213","AT1G23190"
"214","AT1G23260"
"215","AT1G23280"
"216","AT1G23400"
"217","AT1G23410"
"218","AT1G23710"
"219","AT1G23750"
"220","AT1G23860"
"221","AT1G24881"
"222","AT1G25055"
"223","AT1G25220"
"224","AT1G25230"
"225","AT1G25280"
"226","AT1G25350"
"227","AT1G25490"
"228","AT1G25550"
"229","AT1G26270"
"230","AT1G26470"
"231","AT1G26665"
"232","AT1G26740"
"233","AT1G26750"
"234","AT1G26920"
"235","AT1G26945"
"236","AT1G27000"
"237","AT1G27030"
"238","AT1G27340"
"239","AT1G27435"
"240","AT1G27770"
"241","AT1G28190"
"242","AT1G28200"
"243","AT1G28250"
"244","AT1G28395"
"245","AT1G28400"
"246","AT1G28580"
"247","AT1G29070"
"248","AT1G29280"
"249","AT1G29310"
"250","AT1G29330"
"251","AT1G29640"
"252","AT1G29900"
"253","AT1G29965"
"254","AT1G29970"
"255","AT1G29990"
"256","AT1G30110"
"257","AT1G30120"
"258","AT1G30130"
"259","AT1G30270"
"260","AT1G30360"
"261","AT1G30400"
"262","AT1G30440"
"263","AT1G30510"
"264","AT1G30690"
"265","AT1G30750"
"266","AT1G30880"
"267","AT1G30970"
"268","AT1G31130"
"269","AT1G31770"
"270","AT1G31780"
"271","AT1G31817"
"272","AT1G31850"
"273","AT1G31860"
"274","AT1G31950"
"275","AT1G32130"
"276","AT1G32170"
"277","AT1G32400"
"278","AT1G32790"
"279","AT1G33040"
"280","AT1G33110"
"281","AT1G33230"
"282","AT1G33250"
"283","AT1G33470"
"284","AT1G33750"
"285","AT1G33790"
"286","AT1G33800"
"287","AT1G34370"
"288","AT1G35516"
"289","AT1G35680"
"290","AT1G35780"
"291","AT1G36050"
"292","AT1G37130"
"293","AT1G41830"
"294","AT1G42480"
"295","AT1G43130"
"296","AT1G43670"
"297","AT1G43790"
"298","AT1G43890"
"299","AT1G44180"
"300","AT1G44770"
"301","AT1G44800"
"302","AT1G45130"
"303","AT1G45688"
"304","AT1G46264"
"305","AT1G47128"
"306","AT1G47250"
"307","AT1G47278"
"308","AT1G47290"
"309","AT1G47395"
"310","AT1G47400"
"311","AT1G47490"
"312","AT1G47670"
"313","AT1G47740"
"314","AT1G47830"
"315","AT1G48030"
"316","AT1G48140"
"317","AT1G48160"
"318","AT1G48200"
"319","AT1G48350"
"320","AT1G48410"
"321","AT1G48620"
"322","AT1G48750"
"323","AT1G48760"
"324","AT1G48790"
"325","AT1G48850"
"326","AT1G49300"
"327","AT1G49400"
"328","AT1G49480"
"329","AT1G49860"
"330","AT1G50480"
"331","AT1G50640"
"332","AT1G50660"
"333","AT1G50670"
"334","AT1G50745"
"335","AT1G51070"
"336","AT1G51160"
"337","AT1G51420"
"338","AT1G51680"
"339","AT1G51690"
"340","AT1G51730"
"341","AT1G51850"
"342","AT1G52050"
"343","AT1G52060"
"344","AT1G52280"
"345","AT1G52360"
"346","AT1G52380"
"347","AT1G52600"
"348","AT1G52670"
"349","AT1G52710"
"350","AT1G52910"
"351","AT1G52930"
"352","AT1G52980"
"353","AT1G53000"
"354","AT1G53210"
"355","AT1G53310"
"356","AT1G53480"
"357","AT1G53560"
"358","AT1G53580"
"359","AT1G53760"
"360","AT1G53840"
"361","AT1G53850"
"362","AT1G54030"
"363","AT1G54320"
"364","AT1G54360"
"365","AT1G54460"
"366","AT1G54890"
"367","AT1G55160"
"368","AT1G55310"
"369","AT1G55520"
"370","AT1G55840"
"371","AT1G55890"
"372","AT1G56010"
"373","AT1G56200"
"374","AT1G56300"
"375","AT1G56680"
"376","AT1G57620"
"377","AT1G57680"
"378","AT1G58180"
"379","AT1G58684"
"380","AT1G59359"
"381","AT1G59580"
"382","AT1G59610"
"383","AT1G59870"
"384","AT1G59960"
"385","AT1G60010"
"386","AT1G60070"
"387","AT1G60140"
"388","AT1G60710"
"389","AT1G60730"
"390","AT1G60770"
"391","AT1G60780"
"392","AT1G60940"
"393","AT1G61100"
"394","AT1G61340"
"395","AT1G61620"
"396","AT1G61770"
"397","AT1G62180"
"398","AT1G62390"
"399","AT1G62640"
"400","AT1G62660"
"401","AT1G62790"
"402","AT1G63000"
"403","AT1G63110"
"404","AT1G63180"
"405","AT1G63220"
"406","AT1G63290"
"407","AT1G63690"
"408","AT1G63770"
"409","AT1G63780"
"410","AT1G63830"
"411","AT1G63940"
"412","AT1G64040"
"413","AT1G64190"
"414","AT1G64490"
"415","AT1G64550"
"416","AT1G64850"
"417","AT1G64880"
"418","AT1G64980"
"419","AT1G65010"
"420","AT1G65220"
"421","AT1G65270"
"422","AT1G65440"
"423","AT1G65500"
"424","AT1G66140"
"425","AT1G66180"
"426","AT1G66260"
"427","AT1G66500"
"428","AT1G66680"
"429","AT1G67148"
"430","AT1G67328"
"431","AT1G67330"
"432","AT1G67480"
"433","AT1G67590"
"434","AT1G67680"
"435","AT1G67730"
"436","AT1G67810"
"437","AT1G68000"
"438","AT1G68140"
"439","AT1G68300"
"440","AT1G68310"
"441","AT1G68490"
"442","AT1G68560"
"443","AT1G68680"
"444","AT1G68790"
"445","AT1G68840"
"446","AT1G68945"
"447","AT1G69040"
"448","AT1G69295"
"449","AT1G69640"
"450","AT1G69750"
"451","AT1G69850"
"452","AT1G70160"
"453","AT1G70190"
"454","AT1G70290"
"455","AT1G70300"
"456","AT1G70350"
"457","AT1G71010"
"458","AT1G71070"
"459","AT1G71260"
"460","AT1G71340"
"461","AT1G71730"
"462","AT1G71780"
"463","AT1G71790"
"464","AT1G71840"
"465","AT1G71860"
"466","AT1G71950"
"467","AT1G72040"
"468","AT1G72170"
"469","AT1G72200"
"470","AT1G72510"
"471","AT1G72550"
"472","AT1G72710"
"473","AT1G72730"
"474","AT1G72850"
"475","AT1G72900"
"476","AT1G73030"
"477","AT1G73165"
"478","AT1G73180"
"479","AT1G73500"
"480","AT1G73720"
"481","AT1G73840"
"482","AT1G74030"
"483","AT1G74100"
"484","AT1G74230"
"485","AT1G74250"
"486","AT1G74340"
"487","AT1G74500"
"488","AT1G74510"
"489","AT1G74660"
"490","AT1G74790"
"491","AT1G74910"
"492","AT1G75180"
"493","AT1G75220"
"494","AT1G75330"
"495","AT1G75380"
"496","AT1G75440"
"497","AT1G75560"
"498","AT1G75660"
"499","AT1G75680"
"500","AT1G75780"
"501","AT1G75840"
"502","AT1G76030"
"503","AT1G76150"
"504","AT1G76160"
"505","AT1G76300"
"506","AT1G76400"
"507","AT1G76540"
"508","AT1G76590"
"509","AT1G76690"
"510","AT1G76790"
"511","AT1G76990"
"512","AT1G77180"
"513","AT1G77370"
"514","AT1G77440"
"515","AT1G77540"
"516","AT1G77610"
"517","AT1G77770"
"518","AT1G77840"
"519","AT1G77885"
"520","AT1G78290"
"521","AT1G78570"
"522","AT1G78670"
"523","AT1G78700"
"524","AT1G78880"
"525","AT1G78890"
"526","AT1G79150"
"527","AT1G79210"
"528","AT1G79230"
"529","AT1G79280"
"530","AT1G79390"
"531","AT1G79440"
"532","AT1G79650"
"533","AT1G79660"
"534","AT1G79830"
"535","AT1G79930"
"536","AT1G79940"
"537","AT1G79985"
"538","AT1G80040"
"539","AT1G80070"
"540","AT1G80240"
"541","AT1G80360"
"542","AT1G80410"
"543","AT1G80440"
"544","AT1G80460"
"545","AT1G80500"
"546","AT1G80530"
"547","AT1G80670"
"548","AT1G80790"
"549","AT1G80840"
"550","AT1G80860"
"551","AT1G80930"
"552","AT2G01008"
"553","AT2G01020"
"554","AT2G01060"
"555","AT2G01100"
"556","AT2G01350"
"557","AT2G01420"
"558","AT2G01470"
"559","AT2G01570"
"560","AT2G01600"
"561","AT2G01670"
"562","AT2G01970"
"563","AT2G02040"
"564","AT2G02470"
"565","AT2G02710"
"566","AT2G02870"
"567","AT2G02960"
"568","AT2G03240"
"569","AT2G03440"
"570","AT2G03510"
"571","AT2G03640"
"572","AT2G03690"
"573","AT2G03760"
"574","AT2G03830"
"575","AT2G03890"
"576","AT2G04030"
"577","AT2G04160"
"578","AT2G04240"
"579","AT2G04280"
"580","AT2G04378"
"581","AT2G04410"
"582","AT2G04630"
"583","AT2G04700"
"584","AT2G04755"
"585","AT2G04800"
"586","AT2G05440"
"587","AT2G05630"
"588","AT2G05710"
"589","AT2G05840"
"590","AT2G05920"
"591","AT2G05940"
"592","AT2G06530"
"593","AT2G06850"
"594","AT2G07050"
"595","AT2G07340"
"596","AT2G07698"
"597","AT2G07708"
"598","AT2G07718"
"599","AT2G08340"
"600","AT2G11890"
"601","AT2G13360"
"602","AT2G13560"
"603","AT2G14100"
"604","AT2G14170"
"605","AT2G14210"
