"","col_FLT_c1.which.mclass....4...1."
"1","AT1G01060"
"2","AT1G01080"
"3","AT1G01120"
"4","AT1G01200"
"5","AT1G01340"
"6","AT1G01480"
"7","AT1G01570"
"8","AT1G01660"
"9","AT1G01670"
"10","AT1G01700"
"11","AT1G01715"
"12","AT1G01740"
"13","AT1G01810"
"14","AT1G01840"
"15","AT1G01860"
"16","AT1G01900"
"17","AT1G01970"
"18","AT1G02010"
"19","AT1G02030"
"20","AT1G02230"
"21","AT1G02300"
"22","AT1G02380"
"23","AT1G02420"
"24","AT1G02450"
"25","AT1G02570"
"26","AT1G02575"
"27","AT1G02580"
"28","AT1G02660"
"29","AT1G02670"
"30","AT1G03070"
"31","AT1G03130"
"32","AT1G03200"
"33","AT1G03300"
"34","AT1G03310"
"35","AT1G03340"
"36","AT1G03510"
"37","AT1G03545"
"38","AT1G03600"
"39","AT1G03620"
"40","AT1G03750"
"41","AT1G03790"
"42","AT1G03820"
"43","AT1G03920"
"44","AT1G03940"
"45","AT1G03980"
"46","AT1G03990"
"47","AT1G03993"
"48","AT1G04007"
"49","AT1G04050"
"50","AT1G04067"
"51","AT1G04100"
"52","AT1G04117"
"53","AT1G04160"
"54","AT1G04163"
"55","AT1G04180"
"56","AT1G04220"
"57","AT1G04233"
"58","AT1G04240"
"59","AT1G04247"
"60","AT1G04295"
"61","AT1G04330"
"62","AT1G04390"
"63","AT1G04425"
"64","AT1G04433"
"65","AT1G04477"
"66","AT1G04487"
"67","AT1G04490"
"68","AT1G04513"
"69","AT1G04540"
"70","AT1G04570"
"71","AT1G04620"
"72","AT1G04650"
"73","AT1G04700"
"74","AT1G04707"
"75","AT1G04733"
"76","AT1G04823"
"77","AT1G04840"
"78","AT1G04917"
"79","AT1G05000"
"80","AT1G05030"
"81","AT1G05065"
"82","AT1G05087"
"83","AT1G05100"
"84","AT1G05140"
"85","AT1G05200"
"86","AT1G05230"
"87","AT1G05273"
"88","AT1G05277"
"89","AT1G05287"
"90","AT1G05310"
"91","AT1G05333"
"92","AT1G05370"
"93","AT1G05397"
"94","AT1G05400"
"95","AT1G05420"
"96","AT1G05453"
"97","AT1G05467"
"98","AT1G05530"
"99","AT1G05557"
"100","AT1G05577"
"101","AT1G05600"
"102","AT1G05610"
"103","AT1G05670"
"104","AT1G05700"
"105","AT1G05767"
"106","AT1G05820"
"107","AT1G05835"
"108","AT1G05873"
"109","AT1G05894"
"110","AT1G05950"
"111","AT1G06050"
"112","AT1G06080"
"113","AT1G06083"
"114","AT1G06120"
"115","AT1G06140"
"116","AT1G06143"
"117","AT1G06163"
"118","AT1G06265"
"119","AT1G06287"
"120","AT1G06310"
"121","AT1G06320"
"122","AT1G06330"
"123","AT1G06357"
"124","AT1G06420"
"125","AT1G06430"
"126","AT1G06440"
"127","AT1G06463"
"128","AT1G06520"
"129","AT1G06580"
"130","AT1G06643"
"131","AT1G06647"
"132","AT1G06690"
"133","AT1G06710"
"134","AT1G06740"
"135","AT1G06787"
"136","AT1G06923"
"137","AT1G06980"
"138","AT1G07090"
"139","AT1G07119"
"140","AT1G07120"
"141","AT1G07150"
"142","AT1G07160"
"143","AT1G07270"
"144","AT1G07290"
"145","AT1G07367"
"146","AT1G07373"
"147","AT1G07390"
"148","AT1G07400"
"149","AT1G07485"
"150","AT1G07490"
"151","AT1G07513"
"152","AT1G07560"
"153","AT1G07567"
"154","AT1G07587"
"155","AT1G07603"
"156","AT1G07607"
"157","AT1G07620"
"158","AT1G07667"
"159","AT1G07710"
"160","AT1G07733"
"161","AT1G07737"
"162","AT1G07740"
"163","AT1G07743"
"164","AT1G07753"
"165","AT1G07795"
"166","AT1G07897"
"167","AT1G07902"
"168","AT1G07933"
"169","AT1G07937"
"170","AT1G08003"
"171","AT1G08043"
"172","AT1G08050"
"173","AT1G08070"
"174","AT1G08087"
"175","AT1G08173"
"176","AT1G08180"
"177","AT1G08213"
"178","AT1G08217"
"179","AT1G08270"
"180","AT1G08300"
"181","AT1G08317"
"182","AT1G08380"
"183","AT1G08387"
"184","AT1G08507"
"185","AT1G08543"
"186","AT1G08630"
"187","AT1G08643"
"188","AT1G08727"
"189","AT1G08753"
"190","AT1G08857"
"191","AT1G08900"
"192","AT1G08973"
"193","AT1G08980"
"194","AT1G09023"
"195","AT1G09040"
"196","AT1G09050"
"197","AT1G09190"
"198","AT1G09195"
"199","AT1G09220"
"200","AT1G09247"
"201","AT1G09297"
"202","AT1G09327"
"203","AT1G09340"
"204","AT1G09383"
"205","AT1G09390"
"206","AT1G09410"
"207","AT1G09420"
"208","AT1G09440"
"209","AT1G09443"
"210","AT1G09480"
"211","AT1G09487"
"212","AT1G09523"
"213","AT1G09530"
"214","AT1G09543"
"215","AT1G09600"
"216","AT1G09610"
"217","AT1G09617"
"218","AT1G09627"
"219","AT1G09650"
"220","AT1G09673"
"221","AT1G09680"
"222","AT1G09860"
"223","AT1G09880"
"224","AT1G09890"
"225","AT1G09913"
"226","AT1G09993"
"227","AT1G10000"
"228","AT1G10220"
"229","AT1G10300"
"230","AT1G10330"
"231","AT1G10417"
"232","AT1G10460"
"233","AT1G10657"
"234","AT1G10920"
"235","AT1G10960"
"236","AT1G11070"
"237","AT1G11080"
"238","AT1G11100"
"239","AT1G11125"
"240","AT1G11160"
"241","AT1G11320"
"242","AT1G11330"
"243","AT1G11450"
"244","AT1G11490"
"245","AT1G11500"
"246","AT1G11591"
"247","AT1G11710"
"248","AT1G11800"
"249","AT1G11900"
"250","AT1G11915"
"251","AT1G12030"
"252","AT1G12060"
"253","AT1G12130"
"254","AT1G12210"
"255","AT1G12211"
"256","AT1G12220"
"257","AT1G12250"
"258","AT1G12280"
"259","AT1G12290"
"260","AT1G12300"
"261","AT1G12330"
"262","AT1G12370"
"263","AT1G12380"
"264","AT1G12460"
"265","AT1G12480"
"266","AT1G12550"
"267","AT1G12610"
"268","AT1G12700"
"269","AT1G12775"
"270","AT1G12860"
"271","AT1G12950"
"272","AT1G13040"
"273","AT1G13050"
"274","AT1G13090"
"275","AT1G13100"
"276","AT1G13140"
"277","AT1G13150"
"278","AT1G13330"
"279","AT1G13340"
"280","AT1G13410"
"281","AT1G13420"
"282","AT1G13430"
"283","AT1G13448"
"284","AT1G13480"
"285","AT1G13510"
"286","AT1G13520"
"287","AT1G13550"
"288","AT1G13600"
"289","AT1G13630"
"290","AT1G13780"
"291","AT1G13800"
"292","AT1G14030"
"293","AT1G14185"
"294","AT1G14190"
"295","AT1G14260"
"296","AT1G14270"
"297","AT1G14280"
"298","AT1G14455"
"299","AT1G14480"
"300","AT1G14500"
"301","AT1G14540"
"302","AT1G14590"
"303","AT1G14660"
"304","AT1G14680"
"305","AT1G14750"
"306","AT1G14780"
"307","AT1G15050"
"308","AT1G15160"
"309","AT1G15190"
"310","AT1G15415"
"311","AT1G15510"
"312","AT1G15520"
"313","AT1G15820"
"314","AT1G15885"
"315","AT1G15890"
"316","AT1G16030"
"317","AT1G16130"
"318","AT1G16260"
"319","AT1G16310"
"320","AT1G16360"
"321","AT1G16390"
"322","AT1G16400"
"323","AT1G16420"
"324","AT1G16440"
"325","AT1G16445"
"326","AT1G16480"
"327","AT1G16489"
"328","AT1G16490"
"329","AT1G16500"
"330","AT1G16590"
"331","AT1G16635"
"332","AT1G16640"
"333","AT1G16720"
"334","AT1G16780"
"335","AT1G16830"
"336","AT1G17020"
"337","AT1G17065"
"338","AT1G17100"
"339","AT1G17220"
"340","AT1G17230"
"341","AT1G17232"
"342","AT1G17235"
"343","AT1G17240"
"344","AT1G17250"
"345","AT1G17255"
"346","AT1G17345"
"347","AT1G17420"
"348","AT1G17480"
"349","AT1G17640"
"350","AT1G17750"
"351","AT1G17820"
"352","AT1G17840"
"353","AT1G17920"
"354","AT1G17950"
"355","AT1G18000"
"356","AT1G18010"
"357","AT1G18060"
"358","AT1G18140"
"359","AT1G18170"
"360","AT1G18280"
"361","AT1G18320"
"362","AT1G18382"
"363","AT1G18420"
"364","AT1G18550"
"365","AT1G18750"
"366","AT1G18773"
"367","AT1G18835"
"368","AT1G18940"
"369","AT1G19025"
"370","AT1G19100"
"371","AT1G19190"
"372","AT1G19200"
"373","AT1G19230"
"374","AT1G19340"
"375","AT1G19380"
"376","AT1G19397"
"377","AT1G19610"
"378","AT1G19715"
"379","AT1G19720"
"380","AT1G20060"
"381","AT1G20230"
"382","AT1G20340"
"383","AT1G20470"
"384","AT1G20515"
"385","AT1G20570"
"386","AT1G20720"
"387","AT1G20810"
"388","AT1G21060"
"389","AT1G21120"
"390","AT1G21130"
"391","AT1G21140"
"392","AT1G21150"
"393","AT1G21210"
"394","AT1G21250"
"395","AT1G21326"
"396","AT1G21460"
"397","AT1G21695"
"398","AT1G22030"
"399","AT1G22220"
"400","AT1G22275"
"401","AT1G22370"
"402","AT1G22430"
"403","AT1G22460"
"404","AT1G22810"
"405","AT1G22830"
"406","AT1G22980"
"407","AT1G22985"
"408","AT1G23010"
"409","AT1G23201"
"410","AT1G23550"
"411","AT1G23790"
"412","AT1G23840"
"413","AT1G24140"
"414","AT1G24150"
"415","AT1G24210"
"416","AT1G24330"
"417","AT1G24430"
"418","AT1G24480"
"419","AT1G24530"
"420","AT1G24620"
"421","AT1G24735"
"422","AT1G24851"
"423","AT1G25250"
"424","AT1G25360"
"425","AT1G25400"
"426","AT1G25425"
"427","AT1G26200"
"428","AT1G26210"
"429","AT1G26220"
"430","AT1G26290"
"431","AT1G26500"
"432","AT1G26530"
"433","AT1G26770"
"434","AT1G26810"
"435","AT1G26890"
"436","AT1G26970"
"437","AT1G27110"
"438","AT1G27120"
"439","AT1G27380"
"440","AT1G27410"
"441","AT1G27640"
"442","AT1G27720"
"443","AT1G27880"
"444","AT1G27950"
"445","AT1G28210"
"446","AT1G28230"
"447","AT1G28470"
"448","AT1G28550"
"449","AT1G28560"
"450","AT1G28600"
"451","AT1G28670"
"452","AT1G28710"
"453","AT1G28765"
"454","AT1G29000"
"455","AT1G29100"
"456","AT1G29180"
"457","AT1G29200"
"458","AT1G29270"
"459","AT1G29380"
"460","AT1G29540"
"461","AT1G29590"
"462","AT1G29700"
"463","AT1G29740"
"464","AT1G29750"
"465","AT1G29770"
"466","AT1G29830"
"467","AT1G29860"
"468","AT1G29930"
"469","AT1G30010"
"470","AT1G30040"
"471","AT1G30280"
"472","AT1G30282"
"473","AT1G30290"
"474","AT1G30370"
"475","AT1G30380"
"476","AT1G30473"
"477","AT1G30500"
"478","AT1G30520"
"479","AT1G30610"
"480","AT1G30850"
"481","AT1G31190"
"482","AT1G31280"
"483","AT1G31350"
"484","AT1G31490"
"485","AT1G31580"
"486","AT1G31720"
"487","AT1G31790"
"488","AT1G31800"
"489","AT1G31835"
"490","AT1G31880"
"491","AT1G32270"
"492","AT1G32415"
"493","AT1G32550"
"494","AT1G32740"
"495","AT1G32870"
"496","AT1G32900"
"497","AT1G32940"
"498","AT1G33340"
"499","AT1G33350"
"500","AT1G33440"
"501","AT1G33475"
"502","AT1G33500"
"503","AT1G33560"
"504","AT1G33615"
"505","AT1G33840"
"506","AT1G34040"
"507","AT1G34160"
"508","AT1G34180"
"509","AT1G34317"
"510","AT1G34380"
"511","AT1G34844"
"512","AT1G35230"
"513","AT1G35250"
"514","AT1G35255"
"515","AT1G35330"
"516","AT1G35350"
"517","AT1G35530"
"518","AT1G35545"
"519","AT1G35560"
"520","AT1G35710"
"521","AT1G36180"
"522","AT1G36622"
"523","AT1G36640"
"524","AT1G36940"
"525","AT1G37150"
"526","AT1G43040"
"527","AT1G43770"
"528","AT1G43980"
"529","AT1G44020"
"530","AT1G44350"
"531","AT1G44446"
"532","AT1G44830"
"533","AT1G45110"
"534","AT1G45163"
"535","AT1G45165"
"536","AT1G45180"
"537","AT1G45248"
"538","AT1G47271"
"539","AT1G47560"
"540","AT1G47578"
"541","AT1G47580"
"542","AT1G47655"
"543","AT1G48120"
"544","AT1G48390"
"545","AT1G48540"
"546","AT1G48580"
"547","AT1G48698"
"548","AT1G48740"
"549","AT1G48745"
"550","AT1G48780"
"551","AT1G49005"
"552","AT1G49110"
"553","AT1G49180"
"554","AT1G49200"
"555","AT1G49230"
"556","AT1G49520"
"557","AT1G49560"
"558","AT1G49650"
"559","AT1G49832"
"560","AT1G49990"
"561","AT1G50000"
"562","AT1G50040"
"563","AT1G50290"
"564","AT1G50400"
"565","AT1G50450"
"566","AT1G50590"
"567","AT1G50700"
"568","AT1G50790"
"569","AT1G50930"
"570","AT1G50950"
"571","AT1G50970"
"572","AT1G51080"
"573","AT1G51100"
"574","AT1G51220"
"575","AT1G51260"
"576","AT1G51270"
"577","AT1G51355"
"578","AT1G51370"
"579","AT1G51402"
"580","AT1G51405"
"581","AT1G51460"
"582","AT1G51520"
"583","AT1G51620"
"584","AT1G51890"
"585","AT1G52120"
"586","AT1G52130"
"587","AT1G52240"
"588","AT1G52315"
"589","AT1G52450"
"590","AT1G52530"
"591","AT1G52550"
"592","AT1G52590"
"593","AT1G52618"
"594","AT1G52620"
"595","AT1G52640"
"596","AT1G52660"
"597","AT1G52880"
"598","AT1G52920"
"599","AT1G53250"
"600","AT1G53330"
"601","AT1G53340"
"602","AT1G53350"
"603","AT1G53542"
"604","AT1G53625"
"605","AT1G53700"
"606","AT1G53708"
"607","AT1G53790"
"608","AT1G53940"
"609","AT1G53970"
"610","AT1G53980"
"611","AT1G53990"
"612","AT1G54050"
"613","AT1G54200"
"614","AT1G54400"
"615","AT1G54530"
"616","AT1G54540"
"617","AT1G54790"
"618","AT1G54840"
"619","AT1G54940"
"620","AT1G55020"
"621","AT1G55040"
"622","AT1G55050"
"623","AT1G55200"
"624","AT1G55280"
"625","AT1G55320"
"626","AT1G55370"
"627","AT1G55420"
"628","AT1G55580"
"629","AT1G55700"
"630","AT1G55910"
"631","AT1G55915"
"632","AT1G55970"
"633","AT1G55980"
"634","AT1G55990"
