"","col_FLT_c1.which.mclass....1...1."
"362","AT1G49100"
"363","AT1G49150"
"364","AT1G49210"
"365","AT1G49220"
"366","AT1G49225"
"367","AT1G49250"
"368","AT1G49330"
"369","AT1G49750"
"370","AT1G49790"
"371","AT1G49938"
"372","AT1G49952"
"373","AT1G50190"
"374","AT1G50610"
"375","AT1G50732"
"376","AT1G50830"
"377","AT1G51000"
"378","AT1G51010"
"379","AT1G51020"
"380","AT1G51670"
"381","AT1G51870"
"382","AT1G51913"
"383","AT1G51920"
"384","AT1G52220"
"385","AT1G52230"
"386","AT1G52270"
"387","AT1G52415"
"388","AT1G52560"
"389","AT1G52570"
"390","AT1G52650"
"391","AT1G52690"
"392","AT1G52790"
"393","AT1G52800"
"394","AT1G52830"
"395","AT1G52855"
"396","AT1G52857"
"397","AT1G53100"
"398","AT1G53230"
"399","AT1G53233"
"400","AT1G53541"
"401","AT1G53610"
"402","AT1G53640"
"403","AT1G53935"
"404","AT1G54070"
"405","AT1G54215"
"406","AT1G54560"
"407","AT1G54590"
"408","AT1G54773"
"409","AT1G54930"
"410","AT1G55175"
"411","AT1G55230"
"412","AT1G55525"
"413","AT1G55600"
"414","AT1G55640"
"415","AT1G55673"
"416","AT1G55770"
"417","AT1G55945"
"418","AT1G56160"
"419","AT1G56250"
"420","AT1G56270"
"421","AT1G56510"
"422","AT1G56555"
"423","AT1G57670"
"424","AT1G57770"
"425","AT1G57943"
"426","AT1G57980"
"427","AT1G58215"
"428","AT1G58807"
"429","AT1G59124"
"430","AT1G59218"
"431","AT1G59620"
"432","AT1G59790"
"433","AT1G59860"
"434","AT1G60270"
"435","AT1G60380"
"436","AT1G61080"
"437","AT1G61224"
"438","AT1G61226"
"439","AT1G61480"
"440","AT1G61562"
"441","AT1G61566"
"442","AT1G61710"
"443","AT1G61720"
"444","AT1G61810"
"445","AT1G61920"
"446","AT1G61950"
"447","AT1G62035"
"448","AT1G62240"
"449","AT1G62333"
"450","AT1G62400"
"451","AT1G62421"
"452","AT1G62450"
"453","AT1G62490"
"454","AT1G62580"
"455","AT1G62690"
"456","AT1G62886"
"457","AT1G62900"
"458","AT1G62920"
"459","AT1G63105"
"460","AT1G63390"
"461","AT1G63522"
"462","AT1G63580"
"463","AT1G63630"
"464","AT1G63870"
"465","AT1G64000"
"466","AT1G64100"
"467","AT1G64130"
"468","AT1G64260"
"469","AT1G64370"
"470","AT1G64405"
"471","AT1G64500"
"472","AT1G64584"
"473","AT1G64618"
"474","AT1G64625"
"475","AT1G64820"
"476","AT1G65060"
"477","AT1G65110"
"478","AT1G65140"
"479","AT1G65150"
"480","AT1G65346"
"481","AT1G65800"
"482","AT1G65860"
"483","AT1G66235"
"484","AT1G66540"
"485","AT1G66720"
"486","AT1G66725"
"487","AT1G66840"
"488","AT1G66910"
"489","AT1G67090"
"490","AT1G67100"
"491","AT1G67195"
"492","AT1G67220"
"493","AT1G67460"
"494","AT1G67481"
"495","AT1G67520"
"496","AT1G67540"
"497","AT1G67635"
"498","AT1G67650"
"499","AT1G67670"
"500","AT1G67740"
"501","AT1G67760"
"502","AT1G67770"
"503","AT1G68010"
"504","AT1G68090"
"505","AT1G68200"
"506","AT1G68568"
"507","AT1G68570"
"508","AT1G68600"
"509","AT1G68750"
"510","AT1G68800"
"511","AT1G68935"
"512","AT1G69085"
"513","AT1G69540"
"514","AT1G69990"
"515","AT1G70270"
"516","AT1G70390"
"517","AT1G70440"
"518","AT1G70720"
"519","AT1G70830"
"520","AT1G70910"
"521","AT1G71250"
"522","AT1G71280"
"523","AT1G71390"
"524","AT1G71690"
"525","AT1G72540"
"526","AT1G72590"
"527","AT1G73050"
"528","AT1G73560"
"529","AT1G73610"
"530","AT1G73687"
"531","AT1G73700"
"532","AT1G73810"
"533","AT1G74035"
"534","AT1G74205"
"535","AT1G74290"
"536","AT1G74453"
"537","AT1G74456"
"538","AT1G74630"
"539","AT1G74670"
"540","AT1G74810"
"541","AT1G74870"
"542","AT1G74880"
"543","AT1G74990"
"544","AT1G75160"
"545","AT1G75166"
"546","AT1G75920"
"547","AT1G76465"
"548","AT1G76530"
"549","AT1G76750"
"550","AT1G76800"
"551","AT1G76892"
"552","AT1G76952"
"553","AT1G77235"
"554","AT1G77525"
"555","AT1G77730"
"556","AT1G77790"
"557","AT1G77980"
"558","AT1G78030"
"559","AT1G78390"
"560","AT1G78410"
"561","AT1G78470"
"562","AT1G78478"
"563","AT1G78500"
"564","AT1G78815"
"565","AT1G78820"
"566","AT1G78840"
"567","AT1G78990"
"568","AT1G79100"
"569","AT1G79485"
"570","AT1G80330"
"571","AT1G80470"
"572","AT2G01023"
"573","AT2G01280"
"574","AT2G01310"
"575","AT2G01755"
"576","AT2G01770"
"577","AT2G01960"
"578","AT2G02010"
"579","AT2G02061"
"580","AT2G02741"
"581","AT2G02950"
"582","AT2G03020"
"583","AT2G03230"
"584","AT2G03290"
"585","AT2G03310"
"586","AT2G03370"
"587","AT2G03460"
"588","AT2G03630"
"589","AT2G03840"
"590","AT2G04020"
"591","AT2G04039"
"592","AT2G04065"
"593","AT2G04125"
"594","AT2G04190"
"595","AT2G04255"
"596","AT2G04285"
"597","AT2G04405"
"598","AT2G04435"
"599","AT2G04495"
"600","AT2G04535"
"601","AT2G04725"
"602","AT2G04840"
"603","AT2G05095"
"604","AT2G05100"
"605","AT2G05155"
"606","AT2G05245"
"607","AT2G05505"
"608","AT2G05642"
"609","AT2G05753"
"610","AT2G05765"
"611","AT2G05825"
"612","AT2G05965"
"613","AT2G06002"
"614","AT2G06225"
"615","AT2G06345"
"616","AT2G06365"
"617","AT2G06525"
"618","AT2G06615"
"619","AT2G06655"
"620","AT2G06765"
"621","AT2G06865"
"622","AT2G07000"
"623","AT2G07042"
"624","AT2G07045"
"625","AT2G07345"
"626","AT2G07485"
"627","AT2G07595"
"628","AT2G07621"
"629","AT2G07625"
"630","AT2G07628"
"631","AT2G07637"
"632","AT2G07643"
"633","AT2G07648"
"634","AT2G07652"
"635","AT2G07656"
"636","AT2G07659"
"637","AT2G07661"
"638","AT2G07673"
"639","AT2G07676"
"640","AT2G07681"
"641","AT2G07691"
"642","AT2G07692"
"643","AT2G07702"
"644","AT2G07705"
"645","AT2G07721"
"646","AT2G07722"
"647","AT2G07728"
"648","AT2G07738"
"649","AT2G07768"
"650","AT2G07772"
"651","AT2G07775"
"652","AT2G07795"
"653","AT2G07875"
"654","AT2G07950"
"655","AT2G08025"
"656","AT2G08060"
"657","AT2G08205"
"658","AT2G08235"
"659","AT2G08275"
"660","AT2G08315"
"661","AT2G08320"
"662","AT2G08330"
"663","AT2G08350"
"664","AT2G08405"
"665","AT2G08430"
"666","AT2G08445"
"667","AT2G08450"
"668","AT2G08485"
"669","AT2G08530"
"670","AT2G08595"
"671","AT2G08640"
"672","AT2G08700"
"673","AT2G08735"
"674","AT2G08740"
"675","AT2G08760"
"676","AT2G08765"
"677","AT2G08775"
"678","AT2G08820"
"679","AT2G08825"
"680","AT2G08850"
"681","AT2G08870"
"682","AT2G08900"
"683","AT2G08905"
"684","AT2G08910"
"685","AT2G08915"
"686","AT2G08955"
"687","AT2G09000"
"688","AT2G09010"
"689","AT2G09025"
"690","AT2G09045"
"691","AT2G09165"
"692","AT2G09170"
"693","AT2G09175"
"694","AT2G09195"
"695","AT2G09205"
"696","AT2G09300"
"697","AT2G09305"
"698","AT2G09310"
"699","AT2G09335"
"700","AT2G09425"
"701","AT2G09440"
"702","AT2G09460"
"703","AT2G09510"
"704","AT2G09525"
"705","AT2G09540"
"706","AT2G09565"
"707","AT2G09575"
"708","AT2G09610"
"709","AT2G09665"
"710","AT2G09685"
"711","AT2G09700"
"712","AT2G09775"
"713","AT2G09845"
"714","AT2G09885"
"715","AT2G09965"
"716","AT2G10537"
"717","AT2G10940"
"718","AT2G11271"
"719","AT2G11815"
"720","AT2G12190"
"721","AT2G12461"
"722","AT2G14070"
"723","AT2G14160"
"724","AT2G14810"
"725","AT2G15130"
"726","AT2G15318"
"727","AT2G15555"
"728","AT2G16005"
"729","AT2G16190"
"730","AT2G16630"
"731","AT2G17010"
"732","AT2G17050"
"733","AT2G17210"
"734","AT2G17470"
"735","AT2G17680"
"736","AT2G17850"
"737","AT2G17920"
"738","AT2G18010"
"739","AT2G18025"
"740","AT2G18260"
"741","AT2G18300"
"742","AT2G18340"
"743","AT2G18720"
"744","AT2G19150"
"745","AT2G19190"
"746","AT2G19410"
"747","AT2G19650"
"748","AT2G19700"
"749","AT2G20170"
"750","AT2G20250"
"751","AT2G20510"
"752","AT2G20700"
"753","AT2G20721"
"754","AT2G21200"
"755","AT2G21210"
"756","AT2G21237"
"757","AT2G21490"
"758","AT2G21510"
"759","AT2G21530"
"760","AT2G21770"
"761","AT2G21960"
"762","AT2G22060"
"763","AT2G22340"
"764","AT2G22426"
"765","AT2G22460"
"766","AT2G22496"
"767","AT2G22750"
"768","AT2G22820"
"769","AT2G23096"
"770","AT2G23110"
"771","AT2G23190"
"772","AT2G23347"
"773","AT2G23445"
"774","AT2G24270"
"775","AT2G24285"
"776","AT2G24450"
"777","AT2G24681"
"778","AT2G24850"
"779","AT2G25055"
"780","AT2G25297"
"781","AT2G25440"
"782","AT2G25600"
"783","AT2G25820"
"784","AT2G25890"
"785","AT2G26160"
"786","AT2G26500"
"787","AT2G26620"
"788","AT2G26720"
"789","AT2G26940"
"790","AT2G27160"
"791","AT2G27320"
"792","AT2G27630"
"793","AT2G27650"
"794","AT2G27670"
"795","AT2G27750"
"796","AT2G27780"
"797","AT2G28140"
"798","AT2G28170"
"799","AT2G28270"
"800","AT2G28490"
"801","AT2G28500"
"802","AT2G28680"
"803","AT2G28755"
"804","AT2G28850"
"805","AT2G28860"
"806","AT2G29090"
"807","AT2G29310"
"808","AT2G29360"
"809","AT2G29630"
"810","AT2G30630"
"811","AT2G30650"
"812","AT2G30760"
"813","AT2G30790"
"814","AT2G30820"
"815","AT2G31220"
"816","AT2G31335"
"817","AT2G31480"
"818","AT2G31550"
"819","AT2G31590"
"820","AT2G32130"
"821","AT2G32200"
"822","AT2G32290"
"823","AT2G32315"
"824","AT2G32370"
"825","AT2G32860"
"826","AT2G32885"
"827","AT2G33100"
"828","AT2G33160"
"829","AT2G33300"
"830","AT2G34010"
"831","AT2G34186"
"832","AT2G34238"
"833","AT2G34315"
"834","AT2G34610"
"835","AT2G34925"
"836","AT2G35070"
"837","AT2G35343"
"838","AT2G35384"
"839","AT2G35637"
"840","AT2G35640"
"841","AT2G35747"
"842","AT2G35820"
"843","AT2G35850"
"844","AT2G36020"
"845","AT2G36145"
"846","AT2G36440"
"847","AT2G36540"
"848","AT2G36792"
"849","AT2G36815"
"850","AT2G36854"
"851","AT2G36870"
"852","AT2G36920"
"853","AT2G37140"
"854","AT2G37720"
"855","AT2G38220"
"856","AT2G38255"
"857","AT2G38540"
"858","AT2G38890"
"859","AT2G39010"
"860","AT2G39030"
"861","AT2G39175"
"862","AT2G39310"
"863","AT2G39415"
"864","AT2G39470"
"865","AT2G39510"
"866","AT2G39540"
"867","AT2G39980"
"868","AT2G40050"
"869","AT2G40180"
"870","AT2G40250"
"871","AT2G40710"
"872","AT2G40955"
"873","AT2G41355"
"874","AT2G41445"
"875","AT2G41451"
"876","AT2G41470"
"877","AT2G41590"
"878","AT2G42005"
"879","AT2G42100"
"880","AT2G42200"
"881","AT2G42560"
"882","AT2G42830"
"883","AT2G42835"
"884","AT2G42865"
"885","AT2G42885"
"886","AT2G42930"
"887","AT2G42955"
"888","AT2G43137"
"889","AT2G43138"
"890","AT2G43141"
"891","AT2G43255"
"892","AT2G43270"
"893","AT2G43550"
"894","AT2G44195"
"895","AT2G44250"
"896","AT2G44400"
"897","AT2G44920"
"898","AT2G45130"
"899","AT2G45243"
"900","AT2G45410"
"901","AT2G45600"
"902","AT2G45780"
"903","AT2G45940"
"904","AT2G46360"
"905","AT2G46455"
"906","AT2G46493"
"907","AT2G47150"
"908","AT2G47240"
"909","AT2G47275"
"910","AT2G47340"
"911","AT2G47560"
"912","AT2G47770"
"913","AT2G47780"
"914","AT2G47844"
"915","AT2G47870"
"916","AT2G48090"
"917","AT2G48121"
"918","AT3G01015"
"919","AT3G01145"
"920","AT3G01215"
"921","AT3G01225"
"922","AT3G01240"
"923","AT3G01250"
"924","AT3G01313"
"925","AT3G01326"
"926","AT3G01365"
"927","AT3G01375"
"928","AT3G01385"
"929","AT3G01440"
"930","AT3G01485"
"931","AT3G01500"
"932","AT3G01530"
"933","AT3G01600"
"934","AT3G01660"
"935","AT3G01675"
"936","AT3G01865"
"937","AT3G01905"
"938","AT3G01935"
"939","AT3G02015"
"940","AT3G02035"
"941","AT3G02075"
"942","AT3G02100"
"943","AT3G02125"
"944","AT3G02165"
"945","AT3G02225"
"946","AT3G02255"
"947","AT3G02425"
"948","AT3G02445"
"949","AT3G02475"
"950","AT3G02495"
"951","AT3G02525"
"952","AT3G02695"
"953","AT3G02725"
"954","AT3G02755"
"955","AT3G02885"
"956","AT3G02895"
"957","AT3G02945"
"958","AT3G02985"
"959","AT3G03025"
"960","AT3G03105"
"961","AT3G03135"
"962","AT3G03190"
"963","AT3G03195"
"964","AT3G03230"
"965","AT3G03265"
"966","AT3G03272"
"967","AT3G03325"
"968","AT3G03445"
"969","AT3G03455"
"970","AT3G03595"
"971","AT3G03605"
"972","AT3G03620"
"973","AT3G03635"
"974","AT3G03670"
"975","AT3G03745"
"976","AT3G03776"
"977","AT3G03820"
"978","AT3G03825"
"979","AT3G03895"
"980","AT3G03935"
"981","AT3G03975"
"982","AT3G04015"
"983","AT3G04035"
"984","AT3G04050"
"985","AT3G04065"
"986","AT3G04085"
"987","AT3G04155"
"988","AT3G04165"
"989","AT3G04175"
"990","AT3G04255"
"991","AT3G04275"
"992","AT3G04355"
"993","AT3G04510"
"994","AT3G04635"
"995","AT3G04765"
"996","AT3G04785"
"997","AT3G04900"
"998","AT3G04915"
"999","AT3G04960"
"1000","AT3G04965"
"1001","AT3G04985"
"1002","AT3G05055"
"1003","AT3G05110"
"1004","AT3G05135"
"1005","AT3G05145"
"1006","AT3G05152"
"1007","AT3G05260"
"1008","AT3G05310"
"1009","AT3G05335"
"1010","AT3G05355"
"1011","AT3G05600"
"1012","AT3G05625"
"1013","AT3G05650"
"1014","AT3G05655"
"1015","AT3G05715"
"1016","AT3G05780"
"1017","AT3G05955"
"1018","AT3G05995"
"1019","AT3G06085"
"1020","AT3G06220"
"1021","AT3G06260"
"1022","AT3G06495"
"1023","AT3G06515"
"1024","AT3G06560"
"1025","AT3G06605"
"1026","AT3G06755"
"1027","AT3G06962"
"1028","AT3G07005"
"1029","AT3G07265"
"1030","AT3G07275"
"1031","AT3G07450"
"1032","AT3G07515"
"1033","AT3G07605"
"1034","AT3G07655"
"1035","AT3G07665"
"1036","AT3G07735"
"1037","AT3G07895"
"1038","AT3G07970"
"1039","AT3G08045"
"1040","AT3G08075"
"1041","AT3G08115"
"1042","AT3G08135"
"1043","AT3G08165"
"1044","AT3G08175"
"1045","AT3G08240"
"1046","AT3G08245"
"1047","AT3G08280"
"1048","AT3G08300"
"1049","AT3G08410"
"1050","AT3G08425"
"1051","AT3G08475"
"1052","AT3G08515"
"1053","AT3G08585"
"1054","AT3G08605"
"1055","AT3G08655"
"1056","AT3G08660"
"1057","AT3G08685"
"1058","AT3G08700"
"1059","AT3G08755"
"1060","AT3G08765"
"1061","AT3G08805"
"1062","AT3G08835"
"1063","AT3G08855"
"1064","AT3G08985"
"1065","AT3G09065"
"1066","AT3G09105"
"1067","AT3G09145"
"1068","AT3G09240"
"1069","AT3G09305"
"1070","AT3G09335"
"1071","AT3G09345"
"1072","AT3G09450"
"1073","AT3G09525"
"1074","AT3G09545"
"1075","AT3G09550"
"1076","AT3G09555"
"1077","AT3G09620"
"1078","AT3G09625"
"1079","AT3G09635"
"1080","AT3G09645"
"1081","AT3G09655"
"1082","AT3G09725"
"1083","AT3G09775"
"1084","AT3G09922"
"1085","AT3G09935"
"1086","AT3G10113"
"1087","AT3G10195"
"1088","AT3G10510"
"1089","AT3G10560"
"1090","AT3G10570"
"1091","AT3G10590"
"1092","AT3G10605"
"1093","AT3G10745"
"1094","AT3G11325"
"1095","AT3G11380"
"1096","AT3G11860"
"1097","AT3G11870"
"1098","AT3G11980"
"1099","AT3G12410"
"1100","AT3G12545"
"1101","AT3G12833"
"1102","AT3G13140"
"1103","AT3G13210"
"1104","AT3G13276"
"1105","AT3G13390"
"1106","AT3G13400"
"1107","AT3G13403"
"1108","AT3G13405"
"1109","AT3G13525"
"1110","AT3G13640"
"1111","AT3G13660"
"1112","AT3G13680"
"1113","AT3G13857"
"1114","AT3G13960"
"1115","AT3G14030"
"1116","AT3G14140"
"1117","AT3G14210"
"1118","AT3G14395"
"1119","AT3G14420"
"1120","AT3G14640"
"1121","AT3G14700"
"1122","AT3G14950"
"1123","AT3G14981"
"1124","AT3G15050"
"1125","AT3G15370"
"1126","AT3G15490"
"1127","AT3G15740"
"1128","AT3G16040"
"1129","AT3G16130"
"1130","AT3G16140"
"1131","AT3G16160"
"1132","AT3G16175"
"1133","AT3G16250"
"1134","AT3G16540"
"1135","AT3G16650"
"1136","AT3G16712"
"1137","AT3G17040"
"1138","AT3G17760"
"1139","AT3G17980"
"1140","AT3G18360"
"1141","AT3G18460"
"1142","AT3G18530"
"1143","AT3G18720"
"1144","AT3G18775"
"1145","AT3G18810"
"1146","AT3G18915"
"1147","AT3G19090"
"1148","AT3G19530"
"1149","AT3G19550"
"1150","AT3G19552"
"1151","AT3G19595"
"1152","AT3G19700"
"1153","AT3G20140"
"1154","AT3G20400"
"1155","AT3G20470"
"1156","AT3G20520"
"1157","AT3G20557"
"1158","AT3G20580"
"1159","AT3G20760"
"1160","AT3G20865"
"1161","AT3G21520"
"1162","AT3G21560"
"1163","AT3G21755"
"1164","AT3G21790"
"1165","AT3G21890"
"1166","AT3G22090"
"1167","AT3G22100"
"1168","AT3G22250"
"1169","AT3G22420"
"1170","AT3G22436"
"1171","AT3G22650"
"1172","AT3G22770"
"1173","AT3G22820"
"1174","AT3G22860"
"1175","AT3G23010"
"1176","AT3G23120"
"1177","AT3G23230"
"1178","AT3G23350"
"1179","AT3G23380"
"1180","AT3G23450"
"1181","AT3G23635"
"1182","AT3G24068"
"1183","AT3G24280"
"1184","AT3G24332"
"1185","AT3G24614"
"1186","AT3G24900"
"1187","AT3G25011"
"1188","AT3G25505"
"1189","AT3G25550"
"1190","AT3G25573"
"1191","AT3G25577"
"1192","AT3G25760"
"1193","AT3G25770"
"1194","AT3G25880"
"1195","AT3G26110"
"1196","AT3G26135"
"1197","AT3G26200"
"1198","AT3G26230"
"1199","AT3G26460"
"1200","AT3G26539"
"1201","AT3G26620"
"1202","AT3G26650"
"1203","AT3G26742"
"1204","AT3G26819"
"1205","AT3G26820"
"1206","AT3G26930"
"1207","AT3G27590"
"1208","AT3G27720"
"1209","AT3G27865"
"1210","AT3G28360"
"1211","AT3G28415"
"1212","AT3G28500"
"1213","AT3G28560"
"1214","AT3G28590"
"1215","AT3G28620"
"1216","AT3G28630"
"1217","AT3G28635"
"1218","AT3G28875"
"1219","AT3G28890"
"1220","AT3G28960"
"1221","AT3G29110"
"1222","AT3G29190"
"1223","AT3G29631"
"1224","AT3G29638"
"1225","AT3G29639"
"1226","AT3G30739"
"1227","AT3G43250"
"1228","AT3G43630"
"1229","AT3G44450"
"1230","AT3G44490"
"1231","AT3G44635"
"1232","AT3G44755"
"1233","AT3G44770"
"1234","AT3G44790"
"1235","AT3G44990"
"1236","AT3G45000"
"1237","AT3G45060"
"1238","AT3G45070"
"1239","AT3G45080"
"1240","AT3G45130"
"1241","AT3G46150"
"1242","AT3G46260"
"1243","AT3G46300"
"1244","AT3G46614"
"1245","AT3G46616"
"1246","AT3G46666"
