"","col_FLT_c1.which.mclass....6...1."
"1","AT1G02920"
"2","AT1G03850"
"3","AT1G05575"
"4","AT1G05720"
"5","AT1G06515"
"6","AT1G07135"
"7","AT1G07170"
"8","AT1G07985"
"9","AT1G09070"
"10","AT1G09740"
"11","AT1G11475"
"12","AT1G13260"
"13","AT1G15040"
"14","AT1G15370"
"15","AT1G15400"
"16","AT1G16000"
"17","AT1G18740"
"18","AT1G19770"
"19","AT1G20450"
"20","AT1G21680"
"21","AT1G21770"
"22","AT1G21780"
"23","AT1G22880"
"24","AT1G23440"
"25","AT1G24880"
"26","AT1G24996"
"27","AT1G27100"
"28","AT1G27290"
"29","AT1G27300"
"30","AT1G27730"
"31","AT1G32630"
"32","AT1G32640"
"33","AT1G33055"
"34","AT1G34418"
"35","AT1G48440"
"36","AT1G49310"
"37","AT1G49500"
"38","AT1G50060"
"39","AT1G50740"
"40","AT1G52200"
"41","AT1G52342"
"42","AT1G56660"
"43","AT1G58235"
"44","AT1G61780"
"45","AT1G65510"
"46","AT1G66200"
"47","AT1G70660"
"48","AT1G72060"
"49","AT1G72070"
"50","AT1G73540"
"51","AT1G74458"
"52","AT1G74930"
"53","AT1G75800"
"54","AT1G76410"
"55","AT1G76860"
"56","AT1G76930"
"57","AT1G77450"
"58","AT1G78000"
"59","AT1G80180"
"60","AT1G80380"
"61","AT1G80920"
"62","AT2G02510"
"63","AT2G04690"
"64","AT2G05510"
"65","AT2G14247"
"66","AT2G15910"
"67","AT2G16720"
"68","AT2G18370"
"69","AT2G23320"
"70","AT2G24570"
"71","AT2G25250"
"72","AT2G27960"
"73","AT2G29995"
"74","AT2G30500"
"75","AT2G31090"
"76","AT2G35635"
"77","AT2G38470"
"78","AT2G40000"
"79","AT2G40140"
"80","AT2G41010"
"81","AT2G43350"
"82","AT2G45170"
"83","AT2G46540"
"84","AT3G03170"
"85","AT3G06390"
"86","AT3G07720"
"87","AT3G11500"
"88","AT3G11780"
"89","AT3G13435"
"90","AT3G14362"
"91","AT3G15210"
"92","AT3G15353"
"93","AT3G16470"
"94","AT3G17185"
"95","AT3G19030"
"96","AT3G20060"
"97","AT3G22240"
"98","AT3G24100"
"99","AT3G25780"
"100","AT3G27890"
"101","AT3G28340"
"102","AT3G47510"
"103","AT3G49940"
"104","AT3G54040"
"105","AT3G54590"
"106","AT3G54880"
"107","AT3G56400"
"108","AT3G57450"
"109","AT3G61190"
"110","AT3G63080"
"111","AT3G63310"
"112","AT4G02370"
"113","AT4G02510"
"114","AT4G05070"
"115","AT4G08555"
"116","AT4G11360"
"117","AT4G11600"
"118","AT4G14010"
"119","AT4G14615"
"120","AT4G15990"
"121","AT4G16370"
"122","AT4G16520"
"123","AT4G17215"
"124","AT4G17490"
"125","AT4G17500"
"126","AT4G18510"
"127","AT4G21980"
"128","AT4G23800"
"129","AT4G24570"
"130","AT4G27280"
"131","AT4G28240"
"132","AT4G29905"
"133","AT4G30660"
"134","AT4G33420"
"135","AT4G34150"
"136","AT4G37520"
"137","AT4G38060"
"138","AT4G38080"
"139","AT4G38470"
"140","AT4G38932"
"141","AT5G02020"
"142","AT5G02090"
"143","AT5G03380"
"144","AT5G03455"
"145","AT5G03460"
"146","AT5G04080"
"147","AT5G04470"
"148","AT5G06320"
"149","AT5G07322"
"150","AT5G07460"
"151","AT5G08240"
"152","AT5G10695"
"153","AT5G11970"
"154","AT5G13180"
"155","AT5G14120"
"156","AT5G16250"
"157","AT5G17460"
"158","AT5G18310"
"159","AT5G19120"
"160","AT5G19230"
"161","AT5G19860"
"162","AT5G19890"
"163","AT5G20180"
"164","AT5G20250"
"165","AT5G20900"
"166","AT5G24165"
"167","AT5G24530"
"168","AT5G25940"
"169","AT5G37740"
"170","AT5G37770"
"171","AT5G38940"
"172","AT5G42050"
"173","AT5G42890"
"174","AT5G43520"
"175","AT5G44460"
"176","AT5G48480"
"177","AT5G49450"
"178","AT5G52720"
"179","AT5G53650"
"180","AT5G54940"
"181","AT5G55660"
"182","AT5G57560"
"183","AT5G57625"
"184","AT5G59820"
"185","AT5G60680"
"186","AT5G61590"
"187","AT5G64100"
"188","AT5G64260"
"189","AT5G66040"
"190","AT5G66052"
"191","AT5G67488"
"192","AT5G67490"
"193","ATCG01210"
