"","col_FLT_c1.which.mclass....7...1."
"1","AT1G01120"
"2","AT1G01130"
"3","AT1G01200"
"4","AT1G01340"
"5","AT1G01380"
"6","AT1G01480"
"7","AT1G01520"
"8","AT1G01560"
"9","AT1G01700"
"10","AT1G01810"
"11","AT1G01880"
"12","AT1G01900"
"13","AT1G02030"
"14","AT1G02310"
"15","AT1G02350"
"16","AT1G02380"
"17","AT1G02400"
"18","AT1G02510"
"19","AT1G02530"
"20","AT1G02570"
"21","AT1G02580"
"22","AT1G02660"
"23","AT1G02670"
"24","AT1G02705"
"25","AT1G03106"
"26","AT1G03240"
"27","AT1G03300"
"28","AT1G03495"
"29","AT1G03510"
"30","AT1G03540"
"31","AT1G03545"
"32","AT1G03620"
"33","AT1G03790"
"34","AT1G03800"
"35","AT1G03940"
"36","AT1G03990"
"37","AT1G03993"
"38","AT1G04007"
"39","AT1G04067"
"40","AT1G04077"
"41","AT1G04090"
"42","AT1G04123"
"43","AT1G04150"
"44","AT1G04163"
"45","AT1G04247"
"46","AT1G04330"
"47","AT1G04350"
"48","AT1G04433"
"49","AT1G04445"
"50","AT1G04473"
"51","AT1G04477"
"52","AT1G04487"
"53","AT1G04700"
"54","AT1G04707"
"55","AT1G04733"
"56","AT1G04743"
"57","AT1G04778"
"58","AT1G04873"
"59","AT1G04880"
"60","AT1G04933"
"61","AT1G05033"
"62","AT1G05057"
"63","AT1G05065"
"64","AT1G05087"
"65","AT1G05100"
"66","AT1G05200"
"67","AT1G05240"
"68","AT1G05267"
"69","AT1G05273"
"70","AT1G05277"
"71","AT1G05287"
"72","AT1G05330"
"73","AT1G05333"
"74","AT1G05400"
"75","AT1G05420"
"76","AT1G05453"
"77","AT1G05577"
"78","AT1G05610"
"79","AT1G05773"
"80","AT1G05820"
"81","AT1G05894"
"82","AT1G05973"
"83","AT1G06033"
"84","AT1G06080"
"85","AT1G06083"
"86","AT1G06113"
"87","AT1G06160"
"88","AT1G06163"
"89","AT1G06213"
"90","AT1G06250"
"91","AT1G06265"
"92","AT1G06287"
"93","AT1G06320"
"94","AT1G06357"
"95","AT1G06463"
"96","AT1G06520"
"97","AT1G06643"
"98","AT1G06647"
"99","AT1G06680"
"100","AT1G06690"
"101","AT1G06923"
"102","AT1G06983"
"103","AT1G06990"
"104","AT1G07120"
"105","AT1G07150"
"106","AT1G07160"
"107","AT1G07187"
"108","AT1G07390"
"109","AT1G07513"
"110","AT1G07567"
"111","AT1G07587"
"112","AT1G07657"
"113","AT1G07667"
"114","AT1G07733"
"115","AT1G07743"
"116","AT1G07753"
"117","AT1G07813"
"118","AT1G07897"
"119","AT1G07903"
"120","AT1G08035"
"121","AT1G08173"
"122","AT1G08217"
"123","AT1G08270"
"124","AT1G08290"
"125","AT1G08293"
"126","AT1G08310"
"127","AT1G08317"
"128","AT1G08380"
"129","AT1G08387"
"130","AT1G08463"
"131","AT1G08507"
"132","AT1G08513"
"133","AT1G08573"
"134","AT1G08630"
"135","AT1G08643"
"136","AT1G08723"
"137","AT1G08730"
"138","AT1G08753"
"139","AT1G08810"
"140","AT1G08847"
"141","AT1G08973"
"142","AT1G09155"
"143","AT1G09170"
"144","AT1G09327"
"145","AT1G09383"
"146","AT1G09410"
"147","AT1G09415"
"148","AT1G09420"
"149","AT1G09443"
"150","AT1G09480"
"151","AT1G09487"
"152","AT1G09493"
"153","AT1G09497"
"154","AT1G09523"
"155","AT1G09533"
"156","AT1G09543"
"157","AT1G09617"
"158","AT1G09663"
"159","AT1G09673"
"160","AT1G09697"
"161","AT1G09713"
"162","AT1G09812"
"163","AT1G09860"
"164","AT1G09880"
"165","AT1G09913"
"166","AT1G09950"
"167","AT1G09963"
"168","AT1G10000"
"169","AT1G10095"
"170","AT1G10110"
"171","AT1G10220"
"172","AT1G10300"
"173","AT1G10330"
"174","AT1G10360"
"175","AT1G10370"
"176","AT1G10417"
"177","AT1G10460"
"178","AT1G10550"
"179","AT1G10770"
"180","AT1G10800"
"181","AT1G10920"
"182","AT1G10960"
"183","AT1G11080"
"184","AT1G11290"
"185","AT1G11300"
"186","AT1G11303"
"187","AT1G11330"
"188","AT1G11362"
"189","AT1G11410"
"190","AT1G11500"
"191","AT1G11591"
"192","AT1G11655"
"193","AT1G11700"
"194","AT1G11730"
"195","AT1G12030"
"196","AT1G12060"
"197","AT1G12070"
"198","AT1G12130"
"199","AT1G12150"
"200","AT1G12250"
"201","AT1G12280"
"202","AT1G12480"
"203","AT1G12550"
"204","AT1G12700"
"205","AT1G12775"
"206","AT1G12890"
"207","AT1G12950"
"208","AT1G13090"
"209","AT1G13130"
"210","AT1G13150"
"211","AT1G13250"
"212","AT1G13310"
"213","AT1G13370"
"214","AT1G13510"
"215","AT1G13600"
"216","AT1G13630"
"217","AT1G13680"
"218","AT1G13780"
"219","AT1G14030"
"220","AT1G14150"
"221","AT1G14190"
"222","AT1G14205"
"223","AT1G14270"
"224","AT1G14345"
"225","AT1G14430"
"226","AT1G14470"
"227","AT1G14490"
"228","AT1G14500"
"229","AT1G14520"
"230","AT1G14550"
"231","AT1G14600"
"232","AT1G14686"
"233","AT1G14700"
"234","AT1G14750"
"235","AT1G15160"
"236","AT1G15165"
"237","AT1G15190"
"238","AT1G15260"
"239","AT1G15520"
"240","AT1G15530"
"241","AT1G15770"
"242","AT1G16090"
"243","AT1G16130"
"244","AT1G16225"
"245","AT1G16360"
"246","AT1G16400"
"247","AT1G16420"
"248","AT1G16440"
"249","AT1G16480"
"250","AT1G16490"
"251","AT1G16500"
"252","AT1G16510"
"253","AT1G16515"
"254","AT1G16635"
"255","AT1G16640"
"256","AT1G16720"
"257","AT1G16780"
"258","AT1G16850"
"259","AT1G17020"
"260","AT1G17030"
"261","AT1G17100"
"262","AT1G17200"
"263","AT1G17235"
"264","AT1G17240"
"265","AT1G17250"
"266","AT1G17420"
"267","AT1G17630"
"268","AT1G17960"
"269","AT1G18000"
"270","AT1G18075"
"271","AT1G18485"
"272","AT1G18750"
"273","AT1G18835"
"274","AT1G18940"
"275","AT1G19050"
"276","AT1G19200"
"277","AT1G19330"
"278","AT1G19394"
"279","AT1G19610"
"280","AT1G19650"
"281","AT1G19715"
"282","AT1G19720"
"283","AT1G20150"
"284","AT1G20340"
"285","AT1G20515"
"286","AT1G20520"
"287","AT1G20570"
"288","AT1G21210"
"289","AT1G21320"
"290","AT1G21326"
"291","AT1G21510"
"292","AT1G21530"
"293","AT1G21695"
"294","AT1G22110"
"295","AT1G22340"
"296","AT1G22430"
"297","AT1G22490"
"298","AT1G22670"
"299","AT1G23160"
"300","AT1G23201"
"301","AT1G23350"
"302","AT1G23450"
"303","AT1G23465"
"304","AT1G23550"
"305","AT1G23985"
"306","AT1G24068"
"307","AT1G24140"
"308","AT1G24210"
"309","AT1G24405"
"310","AT1G24480"
"311","AT1G24735"
"312","AT1G24851"
"313","AT1G25141"
"314","AT1G25277"
"315","AT1G25370"
"316","AT1G25425"
"317","AT1G26200"
"318","AT1G26210"
"319","AT1G26220"
"320","AT1G26360"
"321","AT1G26500"
"322","AT1G26570"
"323","AT1G26610"
"324","AT1G26770"
"325","AT1G26890"
"326","AT1G27950"
"327","AT1G28135"
"328","AT1G28230"
"329","AT1G28270"
"330","AT1G28360"
"331","AT1G28370"
"332","AT1G28660"
"333","AT1G28690"
"334","AT1G28765"
"335","AT1G29071"
"336","AT1G29100"
"337","AT1G29179"
"338","AT1G29180"
"339","AT1G29200"
"340","AT1G29540"
"341","AT1G29560"
"342","AT1G29590"
"343","AT1G29670"
"344","AT1G29770"
"345","AT1G29830"
"346","AT1G29930"
"347","AT1G30020"
"348","AT1G30050"
"349","AT1G30282"
"350","AT1G30370"
"351","AT1G30380"
"352","AT1G30500"
"353","AT1G30515"
"354","AT1G30740"
"355","AT1G30800"
"356","AT1G30850"
"357","AT1G30860"
"358","AT1G31240"
"359","AT1G31258"
"360","AT1G31310"
"361","AT1G31430"
"362","AT1G31490"
"363","AT1G31750"
"364","AT1G31790"
"365","AT1G31800"
"366","AT1G31840"
"367","AT1G32060"
"368","AT1G32172"
"369","AT1G32415"
"370","AT1G32540"
"371","AT1G32950"
"372","AT1G33090"
"373","AT1G33340"
"374","AT1G33440"
"375","AT1G33500"
"376","AT1G33600"
"377","AT1G33615"
"378","AT1G34050"
"379","AT1G34060"
"380","AT1G34315"
"381","AT1G34317"
"382","AT1G34420"
"383","AT1G34460"
"384","AT1G34480"
"385","AT1G34510"
"386","AT1G34640"
"387","AT1G35230"
"388","AT1G35250"
"389","AT1G35255"
"390","AT1G35330"
"391","AT1G35350"
"392","AT1G35530"
"393","AT1G35545"
"394","AT1G35560"
"395","AT1G35625"
"396","AT1G36180"
"397","AT1G36622"
"398","AT1G43980"
"399","AT1G44030"
"400","AT1G44318"
"401","AT1G44740"
"402","AT1G45229"
"403","AT1G47280"
"404","AT1G47560"
"405","AT1G47578"
"406","AT1G47655"
"407","AT1G47890"
"408","AT1G48020"
"409","AT1G48325"
"410","AT1G48500"
"411","AT1G48670"
"412","AT1G48698"
"413","AT1G48700"
"414","AT1G49010"
"415","AT1G49130"
"416","AT1G49200"
"417","AT1G49205"
"418","AT1G49405"
"419","AT1G49490"
"420","AT1G49900"
"421","AT1G49990"
"422","AT1G50040"
"423","AT1G50250"
"424","AT1G50270"
"425","AT1G50310"
"426","AT1G50390"
"427","AT1G50400"
"428","AT1G50590"
"429","AT1G50950"
"430","AT1G51340"
"431","AT1G51355"
"432","AT1G51370"
"433","AT1G51405"
"434","AT1G51460"
"435","AT1G51480"
"436","AT1G51620"
"437","AT1G51770"
"438","AT1G51890"
"439","AT1G52100"
"440","AT1G52120"
"441","AT1G52315"
"442","AT1G52430"
"443","AT1G52510"
"444","AT1G52640"
"445","AT1G52700"
"446","AT1G52870"
"447","AT1G52880"
"448","AT1G52920"
"449","AT1G53060"
"450","AT1G53250"
"451","AT1G53420"
"452","AT1G53600"
"453","AT1G53625"
"454","AT1G53708"
"455","AT1G53900"
"456","AT1G53940"
"457","AT1G53990"
"458","AT1G54160"
"459","AT1G54530"
"460","AT1G54780"
"461","AT1G54940"
"462","AT1G55290"
"463","AT1G55480"
"464","AT1G55580"
"465","AT1G55775"
"466","AT1G55865"
"467","AT1G55980"
"468","AT1G56060"
"469","AT1G56120"
"470","AT1G56130"
"471","AT1G56242"
"472","AT1G56690"
"473","AT1G56710"
"474","AT1G58007"
"475","AT1G58150"
"476","AT1G58170"
"477","AT1G58602"
"478","AT1G58848"
"479","AT1G59530"
"480","AT1G59720"
"481","AT1G59850"
"482","AT1G60030"
"483","AT1G60360"
"484","AT1G60460"
"485","AT1G60530"
"486","AT1G60600"
"487","AT1G60630"
"488","AT1G60720"
"489","AT1G61230"
"490","AT1G61290"
"491","AT1G61390"
"492","AT1G61410"
"493","AT1G61415"
"494","AT1G61440"
"495","AT1G61460"
"496","AT1G61470"
"497","AT1G61490"
"498","AT1G61520"
"499","AT1G61550"
"500","AT1G61600"
"501","AT1G61680"
"502","AT1G62260"
"503","AT1G62290"
"504","AT1G62320"
"505","AT1G62420"
"506","AT1G62620"
"507","AT1G62710"
"508","AT1G62720"
"509","AT1G62780"
"510","AT1G62870"
"511","AT1G62935"
"512","AT1G63020"
"513","AT1G63080"
"514","AT1G63140"
"515","AT1G63380"
"516","AT1G63400"
"517","AT1G63530"
"518","AT1G63860"
"519","AT1G63930"
"520","AT1G64170"
"521","AT1G64210"
"522","AT1G64235"
"523","AT1G64300"
"524","AT1G64320"
"525","AT1G64380"
"526","AT1G64540"
"527","AT1G64563"
"528","AT1G65120"
"529","AT1G65130"
"530","AT1G65250"
"531","AT1G65310"
"532","AT1G65483"
"533","AT1G65486"
"534","AT1G65570"
"535","AT1G65910"
"536","AT1G66020"
"537","AT1G66040"
"538","AT1G66060"
"539","AT1G66090"
"540","AT1G66170"
"541","AT1G66440"
"542","AT1G66460"
"543","AT1G66650"
"544","AT1G66700"
"545","AT1G66780"
"546","AT1G66800"
"547","AT1G66870"
"548","AT1G67040"
"549","AT1G67070"
"550","AT1G67110"
"551","AT1G67270"
"552","AT1G67370"
"553","AT1G67710"
"554","AT1G68110"
"555","AT1G68180"
"556","AT1G68240"
"557","AT1G68290"
"558","AT1G68350"
"559","AT1G68360"
"560","AT1G68390"
"561","AT1G68460"
"562","AT1G68470"
"563","AT1G68540"
"564","AT1G68585"
"565","AT1G68630"
"566","AT1G68725"
"567","AT1G68740"
"568","AT1G68870"
"569","AT1G69150"
"570","AT1G69310"
"571","AT1G69350"
"572","AT1G69430"
"573","AT1G69440"
"574","AT1G69610"
"575","AT1G69630"
"576","AT1G69710"
"577","AT1G70185"
"578","AT1G70250"
"579","AT1G70260"
"580","AT1G70430"
"581","AT1G70470"
"582","AT1G70510"
"583","AT1G70581"
"584","AT1G70680"
"585","AT1G70760"
"586","AT1G70800"
"587","AT1G70860"
"588","AT1G70880"
"589","AT1G70890"
"590","AT1G70920"
"591","AT1G70985"
"592","AT1G71330"
"593","AT1G71380"
"594","AT1G71420"
"595","AT1G71480"
"596","AT1G71490"
"597","AT1G71760"
"598","AT1G71870"
"599","AT1G71910"
"600","AT1G71920"
"601","AT1G72220"
"602","AT1G72610"
"603","AT1G72660"
"604","AT1G72720"
"605","AT1G72950"
"606","AT1G73010"
"607","AT1G73040"
"608","AT1G73066"
"609","AT1G73110"
"610","AT1G73330"
"611","AT1G73360"
"612","AT1G73410"
"613","AT1G73600"
"614","AT1G73630"
"615","AT1G73680"
"616","AT1G73780"
"617","AT1G74000"
"618","AT1G74010"
"619","AT1G74070"
"620","AT1G74080"
"621","AT1G74180"
"622","AT1G74350"
"623","AT1G74360"
"624","AT1G74385"
"625","AT1G74400"
"626","AT1G74420"
"627","AT1G74470"
"628","AT1G74540"
"629","AT1G74545"
"630","AT1G74580"
"631","AT1G74650"
"632","AT1G74730"
"633","AT1G74850"
"634","AT1G74890"
"635","AT1G75100"
"636","AT1G75120"
"637","AT1G75125"
"638","AT1G75260"
"639","AT1G75290"
