"","col_FLT_c1.which.mclass....6...1."
"1","AT1G01070"
"2","AT1G01110"
"3","AT1G01210"
"4","AT1G01350"
"5","AT1G01360"
"6","AT1G01540"
"7","AT1G01580"
"8","AT1G01630"
"9","AT1G01640"
"10","AT1G01650"
"11","AT1G01750"
"12","AT1G01920"
"13","AT1G01940"
"14","AT1G01960"
"15","AT1G01990"
"16","AT1G02080"
"17","AT1G02120"
"18","AT1G02145"
"19","AT1G02150"
"20","AT1G02170"
"21","AT1G02220"
"22","AT1G02270"
"23","AT1G02330"
"24","AT1G02335"
"25","AT1G02360"
"26","AT1G02410"
"27","AT1G02520"
"28","AT1G02560"
"29","AT1G02610"
"30","AT1G02680"
"31","AT1G02690"
"32","AT1G02880"
"33","AT1G02890"
"34","AT1G03030"
"35","AT1G03040"
"36","AT1G03060"
"37","AT1G03090"
"38","AT1G03110"
"39","AT1G03150"
"40","AT1G03280"
"41","AT1G03290"
"42","AT1G03350"
"43","AT1G03360"
"44","AT1G03380"
"45","AT1G03430"
"46","AT1G03475"
"47","AT1G03530"
"48","AT1G03687"
"49","AT1G03730"
"50","AT1G03740"
"51","AT1G03840"
"52","AT1G03970"
"53","AT1G04030"
"54","AT1G04047"
"55","AT1G04070"
"56","AT1G04120"
"57","AT1G04210"
"58","AT1G04260"
"59","AT1G04280"
"60","AT1G04300"
"61","AT1G04400"
"62","AT1G04440"
"63","AT1G04520"
"64","AT1G04530"
"65","AT1G04537"
"66","AT1G04590"
"67","AT1G04770"
"68","AT1G04780"
"69","AT1G04810"
"70","AT1G04860"
"71","AT1G04900"
"72","AT1G04910"
"73","AT1G04950"
"74","AT1G04960"
"75","AT1G04980"
"76","AT1G04985"
"77","AT1G05010"
"78","AT1G05055"
"79","AT1G05070"
"80","AT1G05147"
"81","AT1G05150"
"82","AT1G05170"
"83","AT1G05180"
"84","AT1G05210"
"85","AT1G05220"
"86","AT1G05270"
"87","AT1G05350"
"88","AT1G05360"
"89","AT1G05380"
"90","AT1G05430"
"91","AT1G05500"
"92","AT1G05520"
"93","AT1G05560"
"94","AT1G05562"
"95","AT1G05710"
"96","AT1G05780"
"97","AT1G05785"
"98","AT1G05805"
"99","AT1G05840"
"100","AT1G05860"
"101","AT1G05870"
"102","AT1G05890"
"103","AT1G05910"
"104","AT1G05940"
"105","AT1G05960"
"106","AT1G06010"
"107","AT1G06060"
"108","AT1G06070"
"109","AT1G06130"
"110","AT1G06190"
"111","AT1G06210"
"112","AT1G06290"
"113","AT1G06460"
"114","AT1G06470"
"115","AT1G06500"
"116","AT1G06530"
"117","AT1G06540"
"118","AT1G06550"
"119","AT1G06630"
"120","AT1G06670"
"121","AT1G06720"
"122","AT1G06850"
"123","AT1G06930"
"124","AT1G06950"
"125","AT1G06960"
"126","AT1G07040"
"127","AT1G07175"
"128","AT1G07230"
"129","AT1G07250"
"130","AT1G07260"
"131","AT1G07480"
"132","AT1G07510"
"133","AT1G07530"
"134","AT1G07640"
"135","AT1G07810"
"136","AT1G07840"
"137","AT1G07950"
"138","AT1G07970"
"139","AT1G07990"
"140","AT1G08010"
"141","AT1G08037"
"142","AT1G08125"
"143","AT1G08130"
"144","AT1G08160"
"145","AT1G08190"
"146","AT1G08210"
"147","AT1G08260"
"148","AT1G08350"
"149","AT1G08410"
"150","AT1G08420"
"151","AT1G08460"
"152","AT1G08477"
"153","AT1G08490"
"154","AT1G08500"
"155","AT1G08560"
"156","AT1G08600"
"157","AT1G08620"
"158","AT1G08640"
"159","AT1G08657"
"160","AT1G08680"
"161","AT1G08700"
"162","AT1G08750"
"163","AT1G08770"
"164","AT1G08845"
"165","AT1G08890"
"166","AT1G08920"
"167","AT1G08970"
"168","AT1G09010"
"169","AT1G09020"
"170","AT1G09100"
"171","AT1G09130"
"172","AT1G09280"
"173","AT1G09290"
"174","AT1G09580"
"175","AT1G09645"
"176","AT1G09730"
"177","AT1G09795"
"178","AT1G09815"
"179","AT1G09830"
"180","AT1G09870"
"181","AT1G09920"
"182","AT1G09927"
"183","AT1G09932"
"184","AT1G09980"
"185","AT1G10070"
"186","AT1G10130"
"187","AT1G10180"
"188","AT1G10210"
"189","AT1G10310"
"190","AT1G10380"
"191","AT1G10390"
"192","AT1G10410"
"193","AT1G10430"
"194","AT1G10470"
"195","AT1G10490"
"196","AT1G10570"
"197","AT1G10580"
"198","AT1G10600"
"199","AT1G10700"
"200","AT1G10720"
"201","AT1G10740"
"202","AT1G10850"
"203","AT1G10890"
"204","AT1G10900"
"205","AT1G10940"
"206","AT1G11000"
"207","AT1G11020"
"208","AT1G11185"
"209","AT1G11200"
"210","AT1G11430"
"211","AT1G11530"
"212","AT1G11592"
"213","AT1G11760"
"214","AT1G11905"
"215","AT1G11930"
"216","AT1G12050"
"217","AT1G12240"
"218","AT1G12360"
"219","AT1G12400"
"220","AT1G12500"
"221","AT1G12520"
"222","AT1G12530"
"223","AT1G12560"
"224","AT1G12580"
"225","AT1G12640"
"226","AT1G12680"
"227","AT1G12760"
"228","AT1G12780"
"229","AT1G12820"
"230","AT1G12830"
"231","AT1G12990"
"232","AT1G13000"
"233","AT1G13110"
"234","AT1G13120"
"235","AT1G13160"
"236","AT1G13195"
"237","AT1G13220"
"238","AT1G13245"
"239","AT1G13300"
"240","AT1G13390"
"241","AT1G13450"
"242","AT1G13530"
"243","AT1G13570"
"244","AT1G13640"
"245","AT1G13690"
"246","AT1G13750"
"247","AT1G13880"
"248","AT1G13960"
"249","AT1G13980"
"250","AT1G13990"
"251","AT1G14020"
"252","AT1G14060"
"253","AT1G14080"
"254","AT1G14170"
"255","AT1G14200"
"256","AT1G14230"
"257","AT1G14330"
"258","AT1G14360"
"259","AT1G14380"
"260","AT1G14410"
"261","AT1G14453"
"262","AT1G14650"
"263","AT1G14690"
"264","AT1G14710"
"265","AT1G14730"
"266","AT1G14740"
"267","AT1G14920"
"268","AT1G14990"
"269","AT1G15020"
"270","AT1G15030"
"271","AT1G15110"
"272","AT1G15130"
"273","AT1G15140"
"274","AT1G15170"
"275","AT1G15240"
"276","AT1G15280"
"277","AT1G15330"
"278","AT1G15390"
"279","AT1G15430"
"280","AT1G15440"
"281","AT1G15570"
"282","AT1G15630"
"283","AT1G15640"
"284","AT1G15660"
"285","AT1G15740"
"286","AT1G15800"
"287","AT1G15810"
"288","AT1G15860"
"289","AT1G15910"
"290","AT1G15940"
"291","AT1G15960"
"292","AT1G16010"
"293","AT1G16040"
"294","AT1G16190"
"295","AT1G16210"
"296","AT1G16270"
"297","AT1G16300"
"298","AT1G16340"
"299","AT1G16520"
"300","AT1G16570"
"301","AT1G16900"
"302","AT1G16916"
"303","AT1G16970"
"304","AT1G17060"
"305","AT1G17110"
"306","AT1G17120"
"307","AT1G17130"
"308","AT1G17147"
"309","AT1G17210"
"310","AT1G17285"
"311","AT1G17350"
"312","AT1G17410"
"313","AT1G17430"
"314","AT1G17455"
"315","AT1G17490"
"316","AT1G17500"
"317","AT1G17510"
"318","AT1G17520"
"319","AT1G17620"
"320","AT1G17690"
"321","AT1G17730"
"322","AT1G17745"
"323","AT1G17970"
"324","AT1G18100"
"325","AT1G18150"
"326","AT1G18160"
"327","AT1G18260"
"328","AT1G18270"
"329","AT1G18470"
"330","AT1G18480"
"331","AT1G18500"
"332","AT1G18580"
"333","AT1G18700"
"334","AT1G18840"
"335","AT1G18860"
"336","AT1G18890"
"337","AT1G18950"
"338","AT1G18970"
"339","AT1G18975"
"340","AT1G19110"
"341","AT1G19210"
"342","AT1G19240"
"343","AT1G19370"
"344","AT1G19440"
"345","AT1G19450"
"346","AT1G19520"
"347","AT1G19570"
"348","AT1G19580"
"349","AT1G19680"
"350","AT1G19730"
"351","AT1G19800"
"352","AT1G19850"
"353","AT1G19880"
"354","AT1G19968"
"355","AT1G20110"
"356","AT1G20140"
"357","AT1G20460"
"358","AT1G20490"
"359","AT1G20510"
"360","AT1G20540"
"361","AT1G20560"
"362","AT1G20610"
"363","AT1G20620"
"364","AT1G20630"
"365","AT1G20670"
"366","AT1G20770"
"367","AT1G20890"
"368","AT1G20920"
"369","AT1G20930"
"370","AT1G20980"
"371","AT1G21010"
"372","AT1G21050"
"373","AT1G21370"
"374","AT1G21380"
"375","AT1G21450"
"376","AT1G21560"
"377","AT1G21600"
"378","AT1G21660"
"379","AT1G21700"
"380","AT1G21710"
"381","AT1G21730"
"382","AT1G21740"
"383","AT1G21760"
"384","AT1G21830"
"385","AT1G21880"
"386","AT1G21980"
"387","AT1G22070"
"388","AT1G22280"
"389","AT1G22330"
"390","AT1G22400"
"391","AT1G22470"
