"","X","col_FLT_c1.which.mclass....6...1."
"499",499,"AT1G29390"
"732",732,"AT1G56430"
"3049",3049,"AT4G30580"
"957",957,"AT1G72430"
"1907",1907,"AT3G09035"
"4078",4078,"AT5G57230"
"1882",1882,"AT3G07310"
"607",607,"AT1G47500"
"3205",3205,"AT4G37660"
"2952",2952,"AT4G24770"
"259",259,"AT1G14380"
"3109",3109,"AT4G33400"
"2326",2326,"AT3G47490"
"3014",3014,"AT4G28400"
"3703",3703,"AT5G26622"
"2876",2876,"AT4G19490"
"2717",2717,"AT4G09180"
"897",897,"AT1G69530"
"3309",3309,"AT5G04420"
"3605",3605,"AT5G20050"
"533",533,"AT1G31935"
"14",14,"AT1G01960"
"396",396,"AT1G22770"
"3880",3880,"AT5G45590"
"960",960,"AT1G72480"
"2958",2958,"AT4G25320"
"1973",1973,"AT3G12360"
"377",377,"AT1G21600"
"2410",2410,"AT3G51980"
"1430",1430,"AT2G29480"
"2527",2527,"AT3G59360"
"2102",2102,"AT3G18040"
"4070",4070,"AT5G56750"
"1061",1061,"AT1G79000"
"270",270,"AT1G15030"
"4267",4267,"AT5G65910"
"354",354,"AT1G19968"
"1600",1600,"AT2G39660"
"1490",1490,"AT2G33210"
"19",19,"AT1G02150"
"3683",3683,"AT5G25350"
"4082",4082,"AT5G57370"
"566",566,"AT1G34220"
"2945",2945,"AT4G24470"
"2242",2242,"AT3G26770"
"2200",2200,"AT3G23980"
"1345",1345,"AT2G24240"
"4248",4248,"AT5G65260"
"1389",1389,"AT2G26980"
"1060",1060,"AT1G78895"
"710",710,"AT1G55080"
"457",457,"AT1G26960"
"2260",2260,"AT3G27850"
"2628",2628,"AT4G01150"
"567",567,"AT1G34320"
"439",439,"AT1G25420"
"1643",1643,"AT2G42030"
"144",144,"AT1G08160"
"2025",2025,"AT3G14350"
"484",484,"AT1G28410"
"400",400,"AT1G22930"
"454",454,"AT1G26830"
"515",515,"AT1G30590"
"3123",3123,"AT4G33890"
"3425",3425,"AT5G10460"
"3362",3362,"AT5G06600"
"1466",1466,"AT2G31510"
"3150",3150,"AT4G35060"
"1410",1410,"AT2G28080"
"1395",1395,"AT2G27285"
"3494",3494,"AT5G13840"
"2433",2433,"AT3G52910"
"4057",4057,"AT5G56150"
"3213",3213,"AT4G38230"
"485",485,"AT1G28420"
"4109",4109,"AT5G58490"
"2875",2875,"AT4G19390"
"1686",1686,"AT2G44770"
"3821",3821,"AT5G42200"
"3183",3183,"AT4G36790"
"154",154,"AT1G08500"
"2968",2968,"AT4G26100"
"3758",3758,"AT5G37350"
"3025",3025,"AT4G29010"
"3075",3075,"AT4G31860"
"24",24,"AT1G02335"
"573",573,"AT1G35320"
"1485",1485,"AT2G32710"
"206",206,"AT1G11000"
"3327",3327,"AT5G05440"
"3884",3884,"AT5G46050"
"3444",3444,"AT5G11710"
"3774",3774,"AT5G38880"
"1073",1073,"AT1G79690"
"2418",2418,"AT3G52280"
"3038",3038,"AT4G30160"
"3602",3602,"AT5G19930"
"2904",2904,"AT4G21610"
"577",577,"AT1G36160"
"184",184,"AT1G09980"
"628",628,"AT1G48610"
"3058",3058,"AT4G31000"
"1800",1800,"AT3G03420"
"529",529,"AT1G31660"
"1523",1523,"AT2G35470"
"2018",2018,"AT3G14060"
"1919",1919,"AT3G09890"
"1670",1670,"AT2G44040"
"16",16,"AT1G02080"
"589",589,"AT1G43910"
"1151",1151,"AT2G04550"
"1228",1228,"AT2G17630"
"941",941,"AT1G71865"
"2587",2587,"AT3G62900"
"2048",2048,"AT3G15360"
"2465",2465,"AT3G55140"
"161",161,"AT1G08700"
"1564",1564,"AT2G38270"
"1099",1099,"AT1G80690"
"2247",2247,"AT3G27100"
"2436",2436,"AT3G53160"
"3003",3003,"AT4G27870"
"276",276,"AT1G15280"
"3221",3221,"AT4G38370"
"3578",3578,"AT5G18940"
"496",496,"AT1G29290"
"3882",3882,"AT5G45750"
"4066",4066,"AT5G56630"
"427",427,"AT1G24450"
"1057",1057,"AT1G78680"
"3033",3033,"AT4G29680"
"2510",2510,"AT3G58470"
"3644",3644,"AT5G22950"
"181",181,"AT1G09920"
"3992",3992,"AT5G52180"
"361",361,"AT1G20560"
"3069",3069,"AT4G31470"
"1728",1728,"AT2G46890"
"2887",2887,"AT4G20300"
"2999",2999,"AT4G27740"
"1088",1088,"AT1G80350"
"2290",2290,"AT3G42170"
"1435",1435,"AT2G29750"
"265",265,"AT1G14730"
"1381",1381,"AT2G26650"
"1315",1315,"AT2G22250"
"4154",4154,"AT5G61150"
"4088",4088,"AT5G57630"
"819",819,"AT1G64790"
"1672",1672,"AT2G44090"
"3562",3562,"AT5G17850"
"3905",3905,"AT5G47500"
"2030",2030,"AT3G14660"
"2603",2603,"AT3G63520"
"620",620,"AT1G48320"
"2623",2623,"AT4G00990"
"4126",4126,"AT5G59450"
"50",50,"AT1G03740"
"1016",1016,"AT1G76340"
"1930",1930,"AT3G10490"
"2001",2001,"AT3G13350"
"3555",3555,"AT5G17440"
"101",101,"AT1G05870"
"1746",1746,"AT2G47970"
"3800",3800,"AT5G40930"
"3993",3993,"AT5G52210"
"444",444,"AT1G25682"
"3572",3572,"AT5G18540"
"3369",3369,"AT5G06910"
"91",91,"AT1G05500"
"3486",3486,"AT5G13390"
"3632",3632,"AT5G22370"
"3886",3886,"AT5G46150"
"1130",1130,"AT2G02570"
"2068",2068,"AT3G16270"
"212",212,"AT1G11592"
"2957",2957,"AT4G25315"
"4275",4275,"AT5G66100"
"194",194,"AT1G10470"
"1346",1346,"AT2G24280"
"556",556,"AT1G33700"
"3511",3511,"AT5G14590"
"4302",4302,"AT5G67530"
"4317",4317,"ATMG01080"
"636",636,"AT1G49050"
"3781",3781,"AT5G39730"
"929",929,"AT1G71230"
"833",833,"AT1G65540"
"245",245,"AT1G13690"
"4277",4277,"AT5G66200"
"3428",3428,"AT5G10625"
"3651",3651,"AT5G23400"
"2361",2361,"AT3G49360"
"236",236,"AT1G13195"
"4116",4116,"AT5G58920"
"2441",2441,"AT3G53850"
"827",827,"AT1G65040"
"2769",2769,"AT4G13395"
"1821",1821,"AT3G04600"
"1492",1492,"AT2G33390"
"412",412,"AT1G23480"
"2218",2218,"AT3G25470"
"3356",3356,"AT5G06330"
"3723",3723,"AT5G27840"
"2796",2796,"AT4G14770"
"4289",4289,"AT5G66730"
"1028",1028,"AT1G76878"
"4156",4156,"AT5G61330"
"966",966,"AT1G72790"
"3947",3947,"AT5G49640"
"3402",3402,"AT5G09400"
"542",542,"AT1G32370"
"1479",1479,"AT2G32280"
"3044",3044,"AT4G30330"
"3654",3654,"AT5G23510"
"1953",1953,"AT3G11530"
"2134",2134,"AT3G19680"
"165",165,"AT1G08890"
"1121",1121,"AT2G01820"
"1856",1856,"AT3G06325"
"4285",4285,"AT5G66590"
"300",300,"AT1G16570"
"2614",2614,"AT4G00440"
"462",462,"AT1G27385"
"1778",1778,"AT3G02600"
"2551",2551,"AT3G60800"
"3836",3836,"AT5G42920"
"43",43,"AT1G03360"
"2423",2423,"AT3G52450"
"1475",1475,"AT2G32080"
"752",752,"AT1G58684"
"1693",1693,"AT2G45060"
"3081",3081,"AT4G32260"
"1883",1883,"AT3G07320"
"169",169,"AT1G09020"
"2407",2407,"AT3G51740"
"3710",3710,"AT5G26940"
"3500",3500,"AT5G14105"
"4025",4025,"AT5G54110"
"1299",1299,"AT2G21240"
"1309",1309,"AT2G21850"
"2568",2568,"AT3G62140"
"3227",3227,"AT4G38580"
"1901",1901,"AT3G08670"
"1059",1059,"AT1G78830"
"3809",3809,"AT5G41340"
"2548",2548,"AT3G60500"
"3767",3767,"AT5G38380"
"1355",1355,"AT2G25170"
"3709",3709,"AT5G26860"
"734",734,"AT1G56570"
"1384",1384,"AT2G26710"
"2785",2785,"AT4G14430"
"2844",2844,"AT4G17150"
"3721",3721,"AT5G27820"
"275",275,"AT1G15240"
"464",464,"AT1G27470"
"1843",1843,"AT3G05520"
"1948",1948,"AT3G11330"
"4293",4293,"AT5G66930"
"4215",4215,"AT5G63890"
"1741",1741,"AT2G47840"
"1837",1837,"AT3G05120"
"209",209,"AT1G11200"
"3316",3316,"AT5G04860"
"2890",2890,"AT4G20390"
"2671",2671,"AT4G03260"
"4023",4023,"AT5G53980"
"1966",1966,"AT3G12090"
"1698",1698,"AT2G45245"
"3955",3955,"AT5G49910"
"1498",1498,"AT2G33600"
"1610",1610,"AT2G40070"
"2329",2329,"AT3G47610"
"2009",2009,"AT3G13670"
"1139",1139,"AT2G02850"
"146",146,"AT1G08210"
"2379",2379,"AT3G50740"
"4237",4237,"AT5G64650"
"1781",1781,"AT3G02740"
"4002",4002,"AT5G52750"
"2386",2386,"AT3G50920"
"3416",3416,"AT5G10010"
"4195",4195,"AT5G63140"
"3680",3680,"AT5G25170"
"1353",1353,"AT2G24755"
"1362",1362,"AT2G25660"
"3668",3668,"AT5G24520"
"4036",4036,"AT5G55110"
"345",345,"AT1G19450"
"774",774,"AT1G61590"
"2819",2819,"AT4G15930"
"332",332,"AT1G18580"
"3159",3159,"AT4G35470"
"4244",4244,"AT5G64920"
"3136",3136,"AT4G34290"
"4177",4177,"AT5G62480"
"843",843,"AT1G66250"
"3844",3844,"AT5G43280"
"3454",3454,"AT5G11920"
"3728",3728,"AT5G28740"
"2310",2310,"AT3G45730"
"1367",1367,"AT2G25964"
"2590",2590,"AT3G62970"
"434",434,"AT1G25055"
"945",945,"AT1G71980"
"1785",1785,"AT3G02860"
"3408",3408,"AT5G09620"
"3220",3220,"AT4G38360"
"2372",2372,"AT3G50210"
"1364",1364,"AT2G25790"
"2487",2487,"AT3G56930"
"1633",1633,"AT2G41310"
"1972",1972,"AT3G12340"
"2229",2229,"AT3G26100"
"2998",2998,"AT4G27720"
"3682",3682,"AT5G25270"
"2345",2345,"AT3G48185"
"3653",3653,"AT5G23420"
"1261",1261,"AT2G19340"
"538",538,"AT1G32190"
"2656",2656,"AT4G02440"
"2118",2118,"AT3G18980"
"333",333,"AT1G18700"
"3466",3466,"AT5G12320"
"3926",3926,"AT5G48300"
"730",730,"AT1G56290"
"3716",3716,"AT5G27420"
"374",374,"AT1G21380"
"3299",3299,"AT5G03905"
"908",908,"AT1G70180"
"2564",2564,"AT3G61850"
"325",325,"AT1G18150"
"56",56,"AT1G04120"
"1532",1532,"AT2G35910"
"3822",3822,"AT5G42220"
"997",997,"AT1G75170"
"771",771,"AT1G61010"
"1727",1727,"AT2G46750"
"2644",2644,"AT4G01940"
"2759",2759,"AT4G13020"
"4102",4102,"AT5G58250"
"1834",1834,"AT3G05070"
"3948",3948,"AT5G49645"
"3649",3649,"AT5G23300"
"1240",1240,"AT2G18196"
"3391",3391,"AT5G08560"
"2563",2563,"AT3G61790"
"2500",2500,"AT3G57410"
"135",135,"AT1G07810"
"4099",4099,"AT5G58100"
"3839",3839,"AT5G42970"
"1422",1422,"AT2G28810"
"1918",1918,"AT3G09850"
"2745",2745,"AT4G11080"
"2143",2143,"AT3G20290"
"3560",3560,"AT5G17760"
"2810",2810,"AT4G15520"
"1757",1757,"AT3G01310"
"759",759,"AT1G60080"
"995",995,"AT1G75130"
"1007",1007,"AT1G75785"
"438",438,"AT1G25380"
"1552",1552,"AT2G37200"
"2823",2823,"AT4G16155"
"1005",1005,"AT1G75710"
"2189",2189,"AT3G23325"
"1382",1382,"AT2G26680"
"2283",2283,"AT3G29575"
"2919",2919,"AT4G22666"
"800",800,"AT1G63300"
"417",417,"AT1G23870"
"2537",2537,"AT3G59910"
"3200",3200,"AT4G37460"
"2367",2367,"AT3G49800"
"3771",3771,"AT5G38690"
"2710",2710,"AT4G08810"
"571",571,"AT1G35190"
"2583",2583,"AT3G62770"
"2779",2779,"AT4G14145"
"971",971,"AT1G72930"
"3845",3845,"AT5G43310"
"3278",3278,"AT5G02820"
"1761",1761,"AT3G01435"
"2413",2413,"AT3G52120"
"85",85,"AT1G05220"
"372",372,"AT1G21050"
"2220",2220,"AT3G25545"
"4087",4087,"AT5G57620"
"3972",3972,"AT5G51140"
"2918",2918,"AT4G22550"
"1132",1132,"AT2G02630"
"679",679,"AT1G53180"
"2666",2666,"AT4G03020"
"1008",1008,"AT1G75850"
"1717",1717,"AT2G46200"
"3938",3938,"AT5G48900"
"1089",1089,"AT1G80370"
"3011",3011,"AT4G28220"
"2632",2632,"AT4G01395"
"357",357,"AT1G20460"
"126",126,"AT1G07040"
"3350",3350,"AT5G06210"
"2937",2937,"AT4G24026"
"1179",1179,"AT2G14210"
"1431",1431,"AT2G29510"
"2008",2008,"AT3G13650"
"1970",1970,"AT3G12280"
"2355",2355,"AT3G48880"
"3367",3367,"AT5G06800"
"370",370,"AT1G20980"
"312",312,"AT1G17410"
"2474",2474,"AT3G55605"
"1401",1401,"AT2G27550"
"2971",2971,"AT4G26220"
"3770",3770,"AT5G38660"
"2494",2494,"AT3G57090"
"2884",2884,"AT4G20170"
"292",292,"AT1G16010"
"720",720,"AT1G55680"
"1234",1234,"AT2G17980"
"1172",1172,"AT2G09795"
"3140",3140,"AT4G34540"
"4134",4134,"AT5G59960"
"4085",4085,"AT5G57510"
"3996",3996,"AT5G52430"
"490",490,"AT1G29020"
"2743",2743,"AT4G10970"
"649",649,"AT1G50140"
"850",850,"AT1G67080"
"1143",1143,"AT2G03150"
"3355",3355,"AT5G06310"
"2664",2664,"AT4G02940"
"830",830,"AT1G65370"
"1321",1321,"AT2G22480"
"2453",2453,"AT3G54540"
"1660",1660,"AT2G43130"
"4040",4040,"AT5G55230"
"886",886,"AT1G69070"
"2255",2255,"AT3G27560"
"315",315,"AT1G17490"
"3043",3043,"AT4G30310"
"87",87,"AT1G05350"
"1659",1659,"AT2G43110"
"1400",1400,"AT2G27500"
"2736",2736,"AT4G10610"
"2725",2725,"AT4G09720"
"2159",2159,"AT3G20970"
"234",234,"AT1G13120"
"1534",1534,"AT2G35940"
"3752",3752,"AT5G36800"
"812",812,"AT1G64110"
"2051",2051,"AT3G15430"
"2539",2539,"AT3G59980"
"3255",3255,"AT5G01470"
"1482",1482,"AT2G32580"
"2922",2922,"AT4G22756"
"2230",2230,"AT3G26340"
"2464",2464,"AT3G55020"
"3383",3383,"AT5G08260"
"318",318,"AT1G17520"
"2941",2941,"AT4G24240"
"3470",3470,"AT5G12440"
"1706",1706,"AT2G45440"
"3941",3941,"AT5G49230"
"4218",4218,"AT5G63930"
"1486",1486,"AT2G32850"
"3023",3023,"AT4G28860"
"3177",3177,"AT4G36400"
"2807",2807,"AT4G15393"
"3131",3131,"AT4G34120"
"3501",3501,"AT5G14150"
"460",460,"AT1G27190"
"2944",2944,"AT4G24400"
"544",544,"AT1G32410"
"211",211,"AT1G11530"
"2286",2286,"AT3G32930"
"1984",1984,"AT3G12860"
"3679",3679,"AT5G25150"
"4086",4086,"AT5G57580"
"1947",1947,"AT3G11280"
"3422",3422,"AT5G10270"
"1864",1864,"AT3G06550"
"1974",1974,"AT3G12370"
"3927",3927,"AT5G48360"
"690",690,"AT1G53710"
"1551",1551,"AT2G37060"
"1322",1322,"AT2G22500"
"591",591,"AT1G44760"
"2475",2475,"AT3G55840"
"3888",3888,"AT5G46230"
"4174",4174,"AT5G62330"
"3262",3262,"AT5G01835"
"1496",1496,"AT2G33580"
"3095",3095,"AT4G32850"
"583",583,"AT1G43580"
"3785",3785,"AT5G40080"
"981",981,"AT1G73920"
"1859",1859,"AT3G06400"
"4136",4136,"AT5G60170"
"1418",1418,"AT2G28670"
"2605",2605,"AT4G00026"
"3450",3450,"AT5G11860"
"4145",4145,"AT5G60690"
"1344",1344,"AT2G24180"
"1031",1031,"AT1G76920"
"3957",3957,"AT5G50010"
"780",780,"AT1G61840"
"2788",2788,"AT4G14510"
"3707",3707,"AT5G26740"
"394",394,"AT1G22620"
"322",322,"AT1G17745"
"3867",3867,"AT5G44480"
"3066",3066,"AT4G31420"
"1681",1681,"AT2G44530"
"1783",1783,"AT3G02800"
"2943",2943,"AT4G24390"
"228",228,"AT1G12780"
"4038",4038,"AT5G55130"
"2846",2846,"AT4G17260"
"3496",3496,"AT5G13980"
"3607",3607,"AT5G20120"
"805",805,"AT1G63700"
"3856",3856,"AT5G43900"
"3711",3711,"AT5G26990"
"597",597,"AT1G45015"
"4076",4076,"AT5G57100"
"2860",2860,"AT4G18593"
"4004",4004,"AT5G52830"
"1830",1830,"AT3G04940"
"4249",4249,"AT5G65270"
"1218",1218,"AT2G17290"
"634",634,"AT1G48970"
"3593",3593,"AT5G19430"
"3246",3246,"AT4G39990"
"4024",4024,"AT5G54080"
"1880",1880,"AT3G07220"
"202",202,"AT1G10850"
"3321",3321,"AT5G04990"
"364",364,"AT1G20630"
"3314",3314,"AT5G04830"
"2034",2034,"AT3G14860"
"2740",2740,"AT4G10790"
"3685",3685,"AT5G25475"
"3388",3388,"AT5G08390"
"1027",1027,"AT1G76850"
"1052",1052,"AT1G78260"
"4032",4032,"AT5G54855"
"4282",4282,"AT5G66380"
"1505",1505,"AT2G34170"
"2166",2166,"AT3G21250"
"4254",4254,"AT5G65530"
"2827",2827,"AT4G16330"
"2515",2515,"AT3G58600"
"2377",2377,"AT3G50660"
"3053",3053,"AT4G30810"
"319",319,"AT1G17620"
"2535",2535,"AT3G59840"
"3315",3315,"AT5G04850"
"1149",1149,"AT2G04100"
"1419",1419,"AT2G28671"
"2121",2121,"AT3G19240"
"327",327,"AT1G18260"
"2892",2892,"AT4G20410"
"3702",3702,"AT5G26610"
"1167",1167,"AT2G07690"
"3413",3413,"AT5G09920"
"1069",1069,"AT1G79430"
"4194",4194,"AT5G63135"
"272",272,"AT1G15130"
"1788",1788,"AT3G02950"
"2296",2296,"AT3G43590"
"2851",2851,"AT4G17650"
"2786",2786,"AT4G14455"
"23",23,"AT1G02330"
"2417",2417,"AT3G52240"
"3677",3677,"AT5G25070"
"2063",2063,"AT3G16060"
"1169",1169,"AT2G08780"
"2942",2942,"AT4G24370"
"4148",4148,"AT5G60890"
"4030",4030,"AT5G54800"
"133",133,"AT1G07530"
"3696",3696,"AT5G26180"
"2429",2429,"AT3G52760"
"141",141,"AT1G08037"
"1476",1476,"AT2G32170"
"73",73,"AT1G04950"
"2895",2895,"AT4G21090"
"4257",4257,"AT5G65650"
"1125",1125,"AT2G02090"
"3196",3196,"AT4G37280"
"3988",3988,"AT5G51890"
"3421",3421,"AT5G10240"
"2",2,"AT1G01110"
"820",820,"AT1G64920"
"1407",1407,"AT2G27970"
"2498",2498,"AT3G57320"
"2719",2719,"AT4G09310"
"3891",3891,"AT5G46410"
"3952",3952,"AT5G49760"
"2320",2320,"AT3G46820"
"1238",1238,"AT2G18170"
"1601",1601,"AT2G39700"
"3364",3364,"AT5G06665"
"2559",2559,"AT3G61270"
"1305",1305,"AT2G21440"
"3078",3078,"AT4G31920"
"1456",1456,"AT2G30880"
"1656",1656,"AT2G43030"
"3045",3045,"AT4G30410"
"1103",1103,"AT1G80910"
"1738",1738,"AT2G47620"
"1283",1283,"AT2G20390"
"3041",3041,"AT4G30270"
"3317",3317,"AT5G04870"
"684",684,"AT1G53400"
"1118",1118,"AT2G01690"
"3378",3378,"AT5G07590"
"4014",4014,"AT5G53530"
"2616",2616,"AT4G00620"
"2794",2794,"AT4G14600"
"4306",4306,"ATCG00180"
"1493",1493,"AT2G33400"
"2381",2381,"AT3G50800"
"3117",3117,"AT4G33565"
"251",251,"AT1G14020"
"3603",3603,"AT5G19980"
"3169",3169,"AT4G35950"
"1507",1507,"AT2G34260"
"2097",2097,"AT3G17860"
"1506",1506,"AT2G34190"
"1207",1207,"AT2G16900"
"2519",2519,"AT3G58710"
"2680",2680,"AT4G04720"
"3946",3946,"AT5G49560"
"3216",3216,"AT4G38260"
"3137",3137,"AT4G34360"
"1394",1394,"AT2G27130"
"1068",1068,"AT1G79380"
"537",537,"AT1G32127"
"2357",2357,"AT3G49080"
"1352",1352,"AT2G24640"
"4274",4274,"AT5G66090"
"3751",3751,"AT5G36710"
"525",525,"AT1G31340"
"424",424,"AT1G24267"
"1331",1331,"AT2G22970"
"3883",3883,"AT5G45920"
"3129",3129,"AT4G34030"
"1872",1872,"AT3G06860"
"2582",2582,"AT3G62720"
"1109",1109,"AT2G01150"
"3358",3358,"AT5G06350"
"1514",1514,"AT2G34680"
"3816",3816,"AT5G41910"
"4092",4092,"AT5G57815"
"1874",1874,"AT3G06930"
"4247",4247,"AT5G65180"
"483",483,"AT1G28350"
"1489",1489,"AT2G32980"
"1977",1977,"AT3G12620"
"1833",1833,"AT3G05050"
"873",873,"AT1G68550"
"2221",2221,"AT3G25580"
"3192",3192,"AT4G37180"
"4269",4269,"AT5G65940"
"3301",3301,"AT5G04090"
"107",107,"AT1G06060"
"1379",1379,"AT2G26600"
"1067",1067,"AT1G79270"
"431",431,"AT1G24764"
"514",514,"AT1G30550"
"1399",1399,"AT2G27470"
"3211",3211,"AT4G38090"
"1556",1556,"AT2G37500"
"3606",3606,"AT5G20070"
"777",777,"AT1G61730"
"2271",2271,"AT3G28730"
"1177",1177,"AT2G14045"
"3438",3438,"AT5G11230"
"1860",1860,"AT3G06435"
"17",17,"AT1G02120"
"3765",3765,"AT5G37930"
"2016",2016,"AT3G13990"
"1590",1590,"AT2G39380"
"3108",3108,"AT4G33260"
"2404",2404,"AT3G51600"
"2816",2816,"AT4G15800"
"1826",1826,"AT3G04740"
"1614",1614,"AT2G40316"
"63",63,"AT1G04520"
"2155",2155,"AT3G20800"
"2185",2185,"AT3G23090"
"4207",4207,"AT5G63610"
"4103",4103,"AT5G58300"
"3615",3615,"AT5G20660"
"1421",1421,"AT2G28800"
"3864",3864,"AT5G44250"
"1776",1776,"AT3G02555"
"715",715,"AT1G55450"
"37",37,"AT1G03090"
"1317",1317,"AT2G22370"
"1756",1756,"AT3G01300"
"2456",2456,"AT3G54750"
"2314",2314,"AT3G46460"
"1895",1895,"AT3G07650"
"463",463,"AT1G27390"
"528",528,"AT1G31600"
"961",961,"AT1G72490"
"284",284,"AT1G15660"
"2039",2039,"AT3G15070"
"2858",2858,"AT4G18580"
"1554",1554,"AT2G37230"
"1377",1377,"AT2G26510"
"2577",2577,"AT3G62560"
"3265",3265,"AT5G01980"
"1637",1637,"AT2G41710"
"2385",2385,"AT3G50910"
"2936",2936,"AT4G23910"
"2371",2371,"AT3G50190"
"4219",4219,"AT5G63940"
"2613",2613,"AT4G00420"
"1862",1862,"AT3G06530"
"1512",1512,"AT2G34650"
"703",703,"AT1G54390"
"442",442,"AT1G25530"
"2373",2373,"AT3G50480"
"1",1,"AT1G01070"
"314",314,"AT1G17455"
"2478",2478,"AT3G55960"
"1550",1550,"AT2G37020"
"1544",1544,"AT2G36680"
"449",449,"AT1G26460"
"1704",1704,"AT2G45380"
"673",673,"AT1G52500"
"1960",1960,"AT3G11770"
"1248",1248,"AT2G18630"
"1641",1641,"AT2G41945"
"3012",3012,"AT4G28260"
"3006",3006,"AT4G28025"
"2171",2171,"AT3G21640"
"1766",1766,"AT3G01720"
"1615",1615,"AT2G40410"
"39",39,"AT1G03150"
"719",719,"AT1G55535"
"54",54,"AT1G04047"
"2920",2920,"AT4G22720"
"3597",3597,"AT5G19570"
"1592",1592,"AT2G39410"
"2046",2046,"AT3G15351"
"2340",2340,"AT3G47990"
"2931",2931,"AT4G23810"
"227",227,"AT1G12760"
"298",298,"AT1G16340"
"2040",2040,"AT3G15080"
"1239",1239,"AT2G18193"
"1867",1867,"AT3G06740"
"588",588,"AT1G43900"
"3568",3568,"AT5G18250"
"2787",2787,"AT4G14465"
"2299",2299,"AT3G44260"
"2463",2463,"AT3G55010"
"751",751,"AT1G58470"
"1979",1979,"AT3G12670"
"401",401,"AT1G22970"
"2853",2853,"AT4G18060"
"3135",3135,"AT4G34230"
"2056",2056,"AT3G15680"
"993",993,"AT1G75020"
"4110",4110,"AT5G58560"
"3789",3789,"AT5G40280"
"2199",2199,"AT3G23920"
"266",266,"AT1G14740"
"3628",3628,"AT5G22280"
"2266",2266,"AT3G28345"
"2804",2804,"AT4G15080"
"2673",2673,"AT4G03390"
"2127",2127,"AT3G19515"
"910",910,"AT1G70280"
"2243",2243,"AT3G26900"
"3326",3326,"AT5G05320"
"2747",2747,"AT4G11790"
"773",773,"AT1G61150"
"1126",1126,"AT2G02180"
"243",243,"AT1G13570"
"2538",2538,"AT3G59950"
"1521",1521,"AT2G35270"
"4162",4162,"AT5G61510"
"1621",1621,"AT2G40760"
"4196",4196,"AT5G63195"
"3145",3145,"AT4G34910"
"28",28,"AT1G02560"
"79",79,"AT1G05070"
"297",297,"AT1G16300"
"480",480,"AT1G28260"
"3744",3744,"AT5G35670"
"2164",2164,"AT3G21220"
"3065",3065,"AT4G31410"
"2720",2720,"AT4G09460"
"2924",2924,"AT4G23270"
"3564",3564,"AT5G17930"
"423",423,"AT1G24240"
"25",25,"AT1G02360"
"3110",3110,"AT4G33410"
"3359",3359,"AT5G06450"
"1742",1742,"AT2G47850"
"1416",1416,"AT2G28520"
"545",545,"AT1G32440"
"3325",3325,"AT5G05250"
"1644",1644,"AT2G42060"
"661",661,"AT1G51540"
"762",762,"AT1G60420"
"3700",3700,"AT5G26340"
"3757",3757,"AT5G37310"
"2073",2073,"AT3G16565"
"2558",2558,"AT3G61180"
"1044",1044,"AT1G77580"
"331",331,"AT1G18500"
"2867",2867,"AT4G18910"
"72",72,"AT1G04910"
"790",790,"AT1G62510"
"3163",3163,"AT4G35770"
"1929",1929,"AT3G10480"
"2057",2057,"AT3G15690"
"1875",1875,"AT3G06960"
"4163",4163,"AT5G61530"
"3253",3253,"AT5G01430"
"806",806,"AT1G63720"
"1817",1817,"AT3G04230"
"2697",2697,"AT4G05590"
"513",513,"AT1G30480"
"4179",4179,"AT5G62560"
"1708",1708,"AT2G45540"
"3861",3861,"AT5G44160"
"3870",3870,"AT5G44860"
"3890",3890,"AT5G46340"
"2602",2602,"AT3G63500"
"3436",3436,"AT5G11040"
"1779",1779,"AT3G02630"
"4235",4235,"AT5G64570"
"796",796,"AT1G63050"
"2052",2052,"AT3G15460"
"2677",2677,"AT4G04210"
"2222",2222,"AT3G25600"
"1804",1804,"AT3G03600"
"399",399,"AT1G22920"
"2620",2620,"AT4G00840"
"255",255,"AT1G14200"
"2976",2976,"AT4G26550"
"4141",4141,"AT5G60540"
"2273",2273,"AT3G29035"
"4131",4131,"AT5G59732"
"3662",3662,"AT5G24070"
"407",407,"AT1G23100"
"2630",2630,"AT4G01310"
"2380",2380,"AT3G50780"
"3482",3482,"AT5G13260"
"1904",1904,"AT3G08780"
"2250",2250,"AT3G27260"
"549",549,"AT1G32990"
"1752",1752,"AT3G01040"
"3363",3363,"AT5G06640"
"2727",2727,"AT4G10050"
"2061",2061,"AT3G15980"
"1371",1371,"AT2G26170"
"3322",3322,"AT5G05000"
"1201",1201,"AT2G16530"
"2871",2871,"AT4G19140"
"2738",2738,"AT4G10710"
"1840",1840,"AT3G05250"
"3427",3427,"AT5G10560"
"1773",1773,"AT3G02170"
"718",718,"AT1G55530"
"3306",3306,"AT5G04320"
"1349",1349,"AT2G24420"
"1674",1674,"AT2G44200"
"2114",2114,"AT3G18790"
"451",451,"AT1G26660"
"3717",3717,"AT5G27490"
"2668",2668,"AT4G03120"
"2702",2702,"AT4G07950"
"2277",2277,"AT3G29170"
"2688",2688,"AT4G05020"
"2908",2908,"AT4G22150"
"4213",4213,"AT5G63870"
"643",643,"AT1G49820"
"2181",2181,"AT3G22790"
"3510",3510,"AT5G14550"
"2593",2593,"AT3G63030"
"51",51,"AT1G03840"
"2695",2695,"AT4G05420"
"670",670,"AT1G52347"
"2803",2803,"AT4G15030"
"2297",2297,"AT3G44050"
"1961",1961,"AT3G11810"
"498",498,"AT1G29357"
"4171",4171,"AT5G62165"
