"","col_FLT_c1.which.mclass....4...1."
"1","AT1G02920"
"2","AT1G03850"
"3","AT1G05575"
"4","AT1G07135"
"5","AT1G07985"
"6","AT1G09070"
"7","AT1G09740"
"8","AT1G10200"
"9","AT1G11475"
"10","AT1G13260"
"11","AT1G15040"
"12","AT1G15370"
"13","AT1G15400"
"14","AT1G16000"
"15","AT1G18720"
"16","AT1G18740"
"17","AT1G19770"
"18","AT1G20450"
"19","AT1G21770"
"20","AT1G21780"
"21","AT1G22880"
"22","AT1G23440"
"23","AT1G24881"
"24","AT1G27100"
"25","AT1G27290"
"26","AT1G27300"
"27","AT1G27730"
"28","AT1G32630"
"29","AT1G32640"
"30","AT1G33055"
"31","AT1G33470"
"32","AT1G34418"
"33","AT1G47128"
"34","AT1G48440"
"35","AT1G49310"
"36","AT1G49500"
"37","AT1G50060"
"38","AT1G50740"
"39","AT1G52200"
"40","AT1G52342"
"41","AT1G53580"
"42","AT1G56660"
"43","AT1G56680"
"44","AT1G57680"
"45","AT1G58235"
"46","AT1G65510"
"47","AT1G66200"
"48","AT1G67148"
"49","AT1G70660"
"50","AT1G72060"
"51","AT1G72070"
"52","AT1G73540"
"53","AT1G74458"
"54","AT1G74930"
"55","AT1G76410"
"56","AT1G76930"
"57","AT1G77450"
"58","AT1G78000"
"59","AT1G80180"
"60","AT1G80240"
"61","AT1G80380"
"62","AT1G80840"
"63","AT1G80920"
"64","AT2G04690"
"65","AT2G05510"
"66","AT2G15910"
"67","AT2G16720"
"68","AT2G18370"
"69","AT2G23030"
"70","AT2G23320"
"71","AT2G24570"
"72","AT2G27960"
"73","AT2G29995"
"74","AT2G30500"
"75","AT2G31090"
"76","AT2G35635"
"77","AT2G38470"
"78","AT2G40000"
"79","AT2G40140"
"80","AT2G41010"
"81","AT2G41100"
"82","AT2G43350"
"83","AT2G45170"
"84","AT2G46540"
"85","AT3G01345"
"86","AT3G03170"
"87","AT3G06390"
"88","AT3G08690"
"89","AT3G09270"
"90","AT3G11780"
"91","AT3G13435"
"92","AT3G14280"
"93","AT3G14362"
"94","AT3G15210"
"95","AT3G15353"
"96","AT3G16470"
"97","AT3G17185"
"98","AT3G19030"
"99","AT3G20060"
"100","AT3G20670"
"101","AT3G22240"
"102","AT3G23190"
"103","AT3G24100"
"104","AT3G25780"
"105","AT3G26470"
"106","AT3G27890"
"107","AT3G28340"
"108","AT3G46280"
"109","AT3G47510"
"110","AT3G48990"
"111","AT3G49940"
"112","AT3G51880"
"113","AT3G54040"
"114","AT3G54590"
"115","AT3G54880"
"116","AT3G56400"
"117","AT3G57450"
"118","AT3G58550"
"119","AT3G61190"
"120","AT3G63310"
"121","AT4G00080"
"122","AT4G02370"
"123","AT4G02510"
"124","AT4G05070"
"125","AT4G08555"
"126","AT4G11360"
"127","AT4G11600"
"128","AT4G14010"
"129","AT4G14615"
"130","AT4G15990"
"131","AT4G16520"
"132","AT4G17215"
"133","AT4G17490"
"134","AT4G17500"
"135","AT4G18510"
"136","AT4G20210"
"137","AT4G21980"
"138","AT4G23800"
"139","AT4G24275"
"140","AT4G24570"
"141","AT4G27280"
"142","AT4G28240"
"143","AT4G29905"
"144","AT4G30530"
"145","AT4G30660"
"146","AT4G33420"
"147","AT4G34150"
"148","AT4G37520"
"149","AT4G38080"
"150","AT4G38470"
"151","AT4G38932"
"152","AT4G40090"
"153","AT5G02020"
"154","AT5G02090"
"155","AT5G03380"
"156","AT5G03455"
"157","AT5G03460"
"158","AT5G04080"
"159","AT5G04470"
"160","AT5G05500"
"161","AT5G06320"
"162","AT5G07322"
"163","AT5G07460"
"164","AT5G08240"
"165","AT5G09978"
"166","AT5G10695"
"167","AT5G11970"
"168","AT5G13180"
"169","AT5G14120"
"170","AT5G16250"
"171","AT5G17460"
"172","AT5G18310"
"173","AT5G19120"
"174","AT5G19230"
"175","AT5G19860"
"176","AT5G19890"
"177","AT5G20900"
"178","AT5G22555"
"179","AT5G24165"
"180","AT5G24530"
"181","AT5G25940"
"182","AT5G35940"
"183","AT5G37740"
"184","AT5G37770"
"185","AT5G38940"
"186","AT5G42050"
"187","AT5G42890"
"188","AT5G43520"
"189","AT5G44460"
"190","AT5G46780"
"191","AT5G49450"
"192","AT5G52720"
"193","AT5G54940"
"194","AT5G55660"
"195","AT5G57560"
"196","AT5G57625"
"197","AT5G59820"
"198","AT5G60680"
"199","AT5G61590"
"200","AT5G63030"
"201","AT5G64100"
"202","AT5G64260"
"203","AT5G66040"
"204","AT5G66052"
"205","AT5G67488"
"206","AT5G67490"
"207","ATCG01210"
