"","col_FLT_c1.which.mclass....1...1."
"1","AT1G01020"
"2","AT1G01160"
"3","AT1G01170"
"4","AT1G01230"
"5","AT1G01300"
"6","AT1G01470"
"7","AT1G01490"
"8","AT1G01510"
"9","AT1G01725"
"10","AT1G01730"
"11","AT1G01820"
"12","AT1G01910"
"13","AT1G02090"
"14","AT1G02100"
"15","AT1G02160"
"16","AT1G02305"
"17","AT1G02810"
"18","AT1G02816"
"19","AT1G02870"
"20","AT1G02900"
"21","AT1G02930"
"22","AT1G03080"
"23","AT1G03140"
"24","AT1G03210"
"25","AT1G03330"
"26","AT1G03410"
"27","AT1G03590"
"28","AT1G03610"
"29","AT1G03910"
"30","AT1G04080"
"31","AT1G04140"
"32","AT1G04170"
"33","AT1G04183"
"34","AT1G04190"
"35","AT1G04250"
"36","AT1G04340"
"37","AT1G04430"
"38","AT1G04510"
"39","AT1G04630"
"40","AT1G04940"
"41","AT1G05205"
"42","AT1G05250"
"43","AT1G05340"
"44","AT1G05570"
"45","AT1G05620"
"46","AT1G05720"
"47","AT1G06110"
"48","AT1G06220"
"49","AT1G06230"
"50","AT1G06400"
"51","AT1G06410"
"52","AT1G06515"
"53","AT1G06570"
"54","AT1G06620"
"55","AT1G06640"
"56","AT1G06700"
"57","AT1G06870"
"58","AT1G06890"
"59","AT1G06900"
"60","AT1G07020"
"61","AT1G07030"
"62","AT1G07070"
"63","AT1G07080"
"64","AT1G07170"
"65","AT1G07210"
"66","AT1G07310"
"67","AT1G07350"
"68","AT1G07360"
"69","AT1G07370"
"70","AT1G07470"
"71","AT1G07660"
"72","AT1G07670"
"73","AT1G07750"
"74","AT1G07830"
"75","AT1G07887"
"76","AT1G07960"
"77","AT1G08110"
"78","AT1G08230"
"79","AT1G08370"
"80","AT1G08450"
"81","AT1G08510"
"82","AT1G08570"
"83","AT1G08580"
"84","AT1G08650"
"85","AT1G08660"
"86","AT1G08780"
"87","AT1G08803"
"88","AT1G08820"
"89","AT1G08930"
"90","AT1G09140"
"91","AT1G09160"
"92","AT1G09250"
"93","AT1G09270"
"94","AT1G09330"
"95","AT1G09430"
"96","AT1G09520"
"97","AT1G09570"
"98","AT1G09620"
"99","AT1G09630"
"100","AT1G09660"
