"","col_FLT_c1.which.mclass....2...1."
"1","AT1G01150"
"2","AT1G01183"
"3","AT1G01420"
"4","AT1G01600"
"5","AT1G01680"
"6","AT1G01695"
"7","AT1G02470"
"8","AT1G02700"
"9","AT1G02813"
"10","AT1G03120"
"11","AT1G03502"
"12","AT1G03710"
"13","AT1G04013"
"14","AT1G04037"
"15","AT1G04073"
"16","AT1G04083"
"17","AT1G04147"
"18","AT1G04187"
"19","AT1G04193"
"20","AT1G04197"
"21","AT1G04223"
"22","AT1G04273"
"23","AT1G04303"
"24","AT1G04363"
"25","AT1G04380"
"26","AT1G04403"
"27","AT1G04427"
"28","AT1G04493"
"29","AT1G04500"
"30","AT1G04507"
"31","AT1G04523"
"32","AT1G04533"
"33","AT1G04560"
"34","AT1G04563"
"35","AT1G04567"
"36","AT1G04580"
"37","AT1G04587"
"38","AT1G04625"
"39","AT1G04657"
"40","AT1G04713"
"41","AT1G04800"
"42","AT1G05013"
"43","AT1G05023"
"44","AT1G05103"
"45","AT1G05247"
"46","AT1G05303"
"47","AT1G05317"
"48","AT1G05327"
"49","AT1G05353"
"50","AT1G05357"
"51","AT1G05417"
"52","AT1G05493"
"53","AT1G05550"
"54","AT1G05675"
"55","AT1G05693"
"56","AT1G05707"
"57","AT1G05723"
"58","AT1G05727"
"59","AT1G05747"
"60","AT1G05757"
"61","AT1G05917"
"62","AT1G05993"
"63","AT1G06030"
"64","AT1G06087"
"65","AT1G06135"
"66","AT1G06170"
"67","AT1G06243"
"68","AT1G06257"
"69","AT1G06350"
"70","AT1G06423"
"71","AT1G06457"
"72","AT1G06537"
"73","AT1G06547"
"74","AT1G06583"
"75","AT1G06587"
"76","AT1G06613"
"77","AT1G06963"
"78","AT1G07267"
"79","AT1G07476"
"80","AT1G07493"
"81","AT1G07500"
"82","AT1G07563"
"83","AT1G07653"
"84","AT1G07663"
"85","AT1G07720"
"86","AT1G07900"
"87","AT1G07963"
"88","AT1G07987"
"89","AT1G08073"
"90","AT1G08090"
"91","AT1G08093"
"92","AT1G08115"
"93","AT1G08123"
"94","AT1G08147"
"95","AT1G08165"
"96","AT1G08287"
"97","AT1G08440"
"98","AT1G08457"
"99","AT1G08557"
"100","AT1G08563"
"101","AT1G08567"
"102","AT1G08697"
"103","AT1G08823"
"104","AT1G08827"
"105","AT1G08860"
"106","AT1G08867"
"107","AT1G08967"
"108","AT1G09017"
"109","AT1G09157"
"110","AT1G09163"
"111","AT1G09267"
"112","AT1G09400"
"113","AT1G09557"
"114","AT1G09573"
"115","AT1G09603"
"116","AT1G09607"
"117","AT1G09720"
"118","AT1G09757"
"119","AT1G09773"
"120","AT1G09823"
"121","AT1G09853"
"122","AT1G10010"
"123","AT1G10385"
"124","AT1G10455"
