1,AT1G01453
2,AT1G01520
3,AT1G02205
4,AT1G02310
5,AT1G02470
6,AT1G02510
7,AT1G02580
8,AT1G02650
9,AT1G02700
10,AT1G02710
11,AT1G02770
12,AT1G02952
13,AT1G02980
14,AT1G03120
15,AT1G03170
16,AT1G03390
17,AT1G03630
18,AT1G03710
19,AT1G03743
20,AT1G03746
21,AT1G04017
22,AT1G04023
23,AT1G04037
24,AT1G04073
25,AT1G04103
26,AT1G04105
27,AT1G04123
28,AT1G04187
29,AT1G04217
30,AT1G04223
31,AT1G04227
32,AT1G04237
33,AT1G04267
34,AT1G04277
35,AT1G04297
36,AT1G04347
37,AT1G04357
38,AT1G04363
39,AT1G04397
40,AT1G04445
41,AT1G04473
42,AT1G04493
43,AT1G04523
44,AT1G04567
45,AT1G04577
46,AT1G04657
47,AT1G04660
48,AT1G04670
49,AT1G04713
50,AT1G04743
51,AT1G04797
52,AT1G04827
53,AT1G04853
54,AT1G04877
55,AT1G04933
56,AT1G05020
57,AT1G05043
58,AT1G05047
59,AT1G05057
60,AT1G05143
61,AT1G05153
62,AT1G05200
63,AT1G05203
64,AT1G05243
65,AT1G05247
66,AT1G05283
67,AT1G05317
68,AT1G05327
69,AT1G05330
70,AT1G05417
71,AT1G05447
72,AT1G05450
73,AT1G05490
74,AT1G05517
75,AT1G05540
76,AT1G05675
77,AT1G05690
78,AT1G05703
79,AT1G05727
80,AT1G05813
81,AT1G05913
82,AT1G05917
83,AT1G05933
84,AT1G05937
85,AT1G05990
86,AT1G05993
87,AT1G05997
88,AT1G06003
89,AT1G06017
90,AT1G06020
91,AT1G06045
92,AT1G06087
93,AT1G06117
94,AT1G06135
95,AT1G06148
96,AT1G06153
97,AT1G06177
98,AT1G06207
99,AT1G06217
100,AT1G06233
101,AT1G06237
102,AT1G06250
103,AT1G06253
104,AT1G06257
105,AT1G06283
106,AT1G06350
107,AT1G06423
108,AT1G06453
109,AT1G06467
110,AT1G06483
111,AT1G06553
112,AT1G06607
113,AT1G06687
114,AT1G06717
115,AT1G06750
116,AT1G06753
117,AT1G06773
118,AT1G06837
119,AT1G06977
120,AT1G07017
121,AT1G07023
122,AT1G07060
123,AT1G07143
124,AT1G07473
125,AT1G07477
126,AT1G07517
127,AT1G07563
128,AT1G07587
129,AT1G07647
130,AT1G07690
131,AT1G07693
132,AT1G07703
133,AT1G07877
134,AT1G07880
135,AT1G07901
136,AT1G07913
137,AT1G08103
138,AT1G08120
139,AT1G08147
140,AT1G08537
141,AT1G08547
142,AT1G08573
143,AT1G08667
144,AT1G08697
145,AT1G08713
146,AT1G08723
147,AT1G08967
148,AT1G09003
149,AT1G09063
150,AT1G09067
151,AT1G09083
152,AT1G09127
153,AT1G09167
154,AT1G09180
155,AT1G09253
156,AT1G09267
157,AT1G09287
158,AT1G09400
159,AT1G09427
160,AT1G09433
161,AT1G09453
162,AT1G09473
163,AT1G09517
164,AT1G09537
165,AT1G09663
166,AT1G09677
167,AT1G09687
168,AT1G09713
169,AT1G09753
170,AT1G09757
171,AT1G09793
172,AT1G09797
173,AT1G09803
174,AT1G09833
175,AT1G09843
176,AT1G09877
177,AT1G09897
178,AT1G09907
179,AT1G09950
180,AT1G10588
181,AT1G10710
182,AT1G10770
183,AT1G11070
184,AT1G11112
185,AT1G11362
186,AT1G11410
187,AT1G11572
188,AT1G11655
189,AT1G12013
190,AT1G12070
191,AT1G12100
192,AT1G12900
193,AT1G13143
194,AT1G13250
195,AT1G13310
196,AT1G13500
197,AT1G13608
198,AT1G13790
199,AT1G14071
200,AT1G14440
201,AT1G14550
202,AT1G14640
203,AT1G14960
204,AT1G15125
205,AT1G15260
206,AT1G15320
207,AT1G15772
208,AT1G15830
209,AT1G15840
210,AT1G16025
211,AT1G16230
212,AT1G16380
213,AT1G16530
214,AT1G17260
215,AT1G17600
216,AT1G17610
217,AT1G17700
218,AT1G18020
219,AT1G18193
220,AT1G18197
221,AT1G18400
222,AT1G18410
223,AT1G18960
224,AT1G19070
225,AT1G19160
226,AT1G19550
227,AT1G19610
228,AT1G19750
229,AT1G19900
230,AT1G20020
231,AT1G20120
232,AT1G20130
233,AT1G20870
234,AT1G20990
235,AT1G21230
236,AT1G21810
237,AT1G21860
238,AT1G22080
239,AT1G22110
240,AT1G22160
241,AT1G22250
242,AT1G22260
243,AT1G22290
244,AT1G22340
245,AT1G23110
246,AT1G23450
247,AT1G23465
248,AT1G23510
249,AT1G23540
250,AT1G23730
251,AT1G23740
252,AT1G24000
253,AT1G24270
254,AT1G24420
255,AT1G25210
256,AT1G25240
257,AT1G25277
258,AT1G25422
259,AT1G25440
260,AT1G26230
261,AT1G26410
262,AT1G26500
263,AT1G26540
264,AT1G26560
265,AT1G26590
266,AT1G26710
267,AT1G27610
268,AT1G27890
269,AT1G28010
270,AT1G28450
271,AT1G28570
272,AT1G28610
273,AT1G28690
274,AT1G29230
275,AT1G29395
276,AT1G29420
277,AT1G29540
278,AT1G29670
279,AT1G29780
280,AT1G30020
281,AT1G30135
282,AT1G30210
283,AT1G30220
284,AT1G30560
285,AT1G30800
286,AT1G31173
287,AT1G31200
288,AT1G31243
289,AT1G31290
290,AT1G31430
291,AT1G31485
292,AT1G31750
293,AT1G31772
294,AT1G31920
295,AT1G31990
296,AT1G32120
297,AT1G32172
298,AT1G32350
299,AT1G32385
300,AT1G32470
301,AT1G32585
302,AT1G32710
303,AT1G32850
304,AT1G32950
305,AT1G33100
306,AT1G33430
307,AT1G33600
308,AT1G34480
309,AT1G34500
310,AT1G34510
311,AT1G35310
312,AT1G35515
313,AT1G35830
314,AT1G36992
315,AT1G42550
316,AT1G43000
317,AT1G43010
318,AT1G44010
319,AT1G44130
320,AT1G44414
321,AT1G44542
322,AT1G44890
323,AT1G45616
324,AT1G46480
325,AT1G47690
326,AT1G47890
327,AT1G47990
328,AT1G48020
329,AT1G48195
330,AT1G48267
331,AT1G48720
332,AT1G49130
333,AT1G49220
334,AT1G49330
335,AT1G49405
336,AT1G49530
337,AT1G49790
338,AT1G49900
339,AT1G49920
340,AT1G49940
341,AT1G49952
