1,AT1G01020
2,AT1G01160
3,AT1G01170
4,AT1G01210
5,AT1G01300
6,AT1G01350
7,AT1G01360
8,AT1G01448
9,AT1G01630
10,AT1G01640
11,AT1G01650
12,AT1G01725
13,AT1G01750
14,AT1G01770
15,AT1G01910
16,AT1G01940
17,AT1G01960
18,AT1G01990
19,AT1G02080
20,AT1G02090
21,AT1G02120
22,AT1G02170
23,AT1G02220
24,AT1G02330
25,AT1G02335
26,AT1G02410
27,AT1G02560
28,AT1G02870
29,AT1G02880
30,AT1G02890
31,AT1G03040
32,AT1G03060
33,AT1G03110
34,AT1G03150
35,AT1G03280
36,AT1G03290
37,AT1G03350
38,AT1G03360
39,AT1G03380
40,AT1G03590
41,AT1G03730
42,AT1G03910
43,AT1G04030
44,AT1G04120
45,AT1G04260
46,AT1G04300
47,AT1G04400
48,AT1G04520
49,AT1G04537
50,AT1G04590
51,AT1G04770
52,AT1G04780
53,AT1G04810
54,AT1G04940
55,AT1G04950
56,AT1G04960
57,AT1G04970
58,AT1G04985
59,AT1G05070
60,AT1G05180
61,AT1G05210
62,AT1G05350
63,AT1G05360
64,AT1G05380
65,AT1G05500
66,AT1G05560
67,AT1G05562
68,AT1G05620
69,AT1G05785
70,AT1G05805
71,AT1G05810
72,AT1G05840
73,AT1G05890
74,AT1G05940
75,AT1G05960
76,AT1G06090
77,AT1G06130
78,AT1G06210
79,AT1G06290
80,AT1G06410
81,AT1G06470
82,AT1G06530
83,AT1G06540
84,AT1G06550
85,AT1G06620
86,AT1G06670
87,AT1G06720
88,AT1G06870
89,AT1G06900
90,AT1G06960
91,AT1G07030
92,AT1G07040
93,AT1G07260
94,AT1G07480
95,AT1G07640
96,AT1G07660
97,AT1G07670
98,AT1G07840
99,AT1G08037
100,AT1G08160
101,AT1G08210
102,AT1G08230
103,AT1G08260
104,AT1G08450
105,AT1G08477
106,AT1G08500
107,AT1G08510
108,AT1G08560
109,AT1G08640
110,AT1G08660
111,AT1G08700
112,AT1G08780
113,AT1G08820
114,AT1G08970
115,AT1G09090
116,AT1G09130
117,AT1G09160
118,AT1G09250
119,AT1G09280
120,AT1G09520
121,AT1G09580
122,AT1G09630
123,AT1G09645
124,AT1G09815
125,AT1G09870
