"","WS_GC_c1.which.mclass....1...1."
"1","AT1G01020"
"2","AT1G01070"
"3","AT1G01110"
"4","AT1G01240"
"5","AT1G01260"
"6","AT1G01290"
"7","AT1G01350"
"8","AT1G01430"
"9","AT1G01440"
"10","AT1G01448"
"11","AT1G01540"
"12","AT1G01550"
"13","AT1G01580"
"14","AT1G01650"
"15","AT1G01710"
"16","AT1G01720"
"17","AT1G01770"
"18","AT1G01780"
"19","AT1G01800"
"20","AT1G01830"
"21","AT1G01990"
"22","AT1G02110"
"23","AT1G02120"
"24","AT1G02145"
"25","AT1G02150"
"26","AT1G02170"
"27","AT1G02270"
"28","AT1G02305"
"29","AT1G02520"
"30","AT1G02680"
"31","AT1G02690"
"32","AT1G02720"
"33","AT1G02750"
"34","AT1G02880"
"35","AT1G02890"
"36","AT1G02900"
"37","AT1G02950"
"38","AT1G02960"
"39","AT1G02990"
"40","AT1G03030"
"41","AT1G03060"
"42","AT1G03090"
"43","AT1G03250"
"44","AT1G03260"
"45","AT1G03280"
"46","AT1G03290"
"47","AT1G03350"
"48","AT1G03380"
"49","AT1G03430"
"50","AT1G03475"
"51","AT1G03530"
"52","AT1G03680"
"53","AT1G03687"
"54","AT1G03730"
"55","AT1G03780"
"56","AT1G03840"
"57","AT1G03905"
"58","AT1G03970"
"59","AT1G04000"
"60","AT1G04020"
"61","AT1G04070"
"62","AT1G04183"
"63","AT1G04200"
"64","AT1G04210"
"65","AT1G04250"
"66","AT1G04260"
"67","AT1G04290"
"68","AT1G04300"
"69","AT1G04400"
"70","AT1G04530"
"71","AT1G04537"
"72","AT1G04590"
"73","AT1G04610"
"74","AT1G04770"
"75","AT1G04780"
"76","AT1G04790"
"77","AT1G04810"
"78","AT1G04830"
"79","AT1G04860"
"80","AT1G04900"
"81","AT1G04910"
"82","AT1G04970"
"83","AT1G04985"
"84","AT1G05055"
"85","AT1G05070"
"86","AT1G05120"
"87","AT1G05150"
"88","AT1G05180"
"89","AT1G05183"
"90","AT1G05190"
"91","AT1G05210"
"92","AT1G05213"
"93","AT1G05220"
"94","AT1G05270"
"95","AT1G05347"
"96","AT1G05350"
"97","AT1G05360"
"98","AT1G05380"
"99","AT1G05410"
"100","AT1G05430"
"101","AT1G05470"
"102","AT1G05500"
"103","AT1G05520"
"104","AT1G05710"
"105","AT1G05750"
"106","AT1G05760"
"107","AT1G05805"
"108","AT1G05830"
"109","AT1G05850"
"110","AT1G05870"
"111","AT1G05910"
"112","AT1G05940"
"113","AT1G05960"
"114","AT1G05970"
"115","AT1G06000"
"116","AT1G06002"
"117","AT1G06040"
"118","AT1G06060"
"119","AT1G06070"
"120","AT1G06090"
"121","AT1G06180"
"122","AT1G06190"
"123","AT1G06210"
"124","AT1G06240"
"125","AT1G06400"
"126","AT1G06573"
"127","AT1G06590"
"128","AT1G06620"
"129","AT1G06630"
"130","AT1G06780"
"131","AT1G06790"
"132","AT1G06850"
"133","AT1G06930"
"134","AT1G06950"
"135","AT1G07040"
"136","AT1G07230"
"137","AT1G07250"
"138","AT1G07350"
"139","AT1G07367"
"140","AT1G07410"
"141","AT1G07480"
"142","AT1G07510"
"143","AT1G07530"
"144","AT1G07570"
"145","AT1G07640"
"146","AT1G07705"
"147","AT1G07750"
"148","AT1G07780"
"149","AT1G07810"
"150","AT1G07840"
"151","AT1G07893"
"152","AT1G07950"
"153","AT1G07970"
"154","AT1G07990"
"155","AT1G08010"
"156","AT1G08030"
"157","AT1G08040"
"158","AT1G08125"
"159","AT1G08130"
"160","AT1G08190"
"161","AT1G08210"
"162","AT1G08220"
"163","AT1G08260"
"164","AT1G08350"
"165","AT1G08410"
"166","AT1G08420"
"167","AT1G08460"
"168","AT1G08490"
"169","AT1G08550"
"170","AT1G08590"
"171","AT1G08592"
"172","AT1G08600"
"173","AT1G08620"
"174","AT1G08657"
"175","AT1G08680"
"176","AT1G08700"
"177","AT1G08760"
"178","AT1G08845"
"179","AT1G09010"
"180","AT1G09020"
"181","AT1G09100"
"182","AT1G09130"
"183","AT1G09230"
"184","AT1G09290"
"185","AT1G09420"
"186","AT1G09430"
"187","AT1G09460"
"188","AT1G09490"
"189","AT1G09520"
"190","AT1G09730"
"191","AT1G09740"
"192","AT1G09750"
"193","AT1G09815"
"194","AT1G09870"
"195","AT1G09927"
"196","AT1G09932"
"197","AT1G09980"
"198","AT1G10130"
"199","AT1G10170"
"200","AT1G10180"
"201","AT1G10310"
"202","AT1G10390"
"203","AT1G10410"
"204","AT1G10430"
"205","AT1G10470"
"206","AT1G10490"
"207","AT1G10570"
"208","AT1G10660"
"209","AT1G10690"
"210","AT1G10700"
"211","AT1G10720"
"212","AT1G10740"
"213","AT1G10750"
"214","AT1G10760"
"215","AT1G10820"
"216","AT1G10850"
"217","AT1G10870"
"218","AT1G10900"
"219","AT1G10970"
"220","AT1G10990"
"221","AT1G11020"
"222","AT1G11060"
"223","AT1G11200"
"224","AT1G11310"
"225","AT1G11380"
"226","AT1G11592"
"227","AT1G11740"
"228","AT1G11760"
"229","AT1G11780"
"230","AT1G11790"
"231","AT1G11820"
"232","AT1G11870"
"233","AT1G11930"
"234","AT1G12010"
"235","AT1G12050"
"236","AT1G12160"
"237","AT1G12200"
"238","AT1G12240"
"239","AT1G12500"
"240","AT1G12530"
"241","AT1G12640"
"242","AT1G12680"
"243","AT1G12740"
"244","AT1G12760"
"245","AT1G12820"
"246","AT1G12830"
"247","AT1G12845"
"248","AT1G12990"
"249","AT1G13120"
"250","AT1G13160"
"251","AT1G13170"
"252","AT1G13195"
"253","AT1G13210"
"254","AT1G13245"
"255","AT1G13260"
"256","AT1G13270"
