"","WS_GC_c1.which.mclass....2...1."
"1","AT1G01030"
"2","AT1G01140"
"3","AT1G01220"
"4","AT1G01380"
"5","AT1G01450"
"6","AT1G01500"
"7","AT1G01670"
"8","AT1G01690"
"9","AT1G01760"
"10","AT1G01840"
"11","AT1G01860"
"12","AT1G01930"
"13","AT1G01970"
"14","AT1G02000"
"15","AT1G02010"
"16","AT1G02020"
"17","AT1G02050"
"18","AT1G02060"
"19","AT1G02290"
"20","AT1G02390"
"21","AT1G02740"
"22","AT1G02910"
"23","AT1G02970"
"24","AT1G03000"
"25","AT1G03010"
"26","AT1G03160"
"27","AT1G03190"
"28","AT1G03270"
"29","AT1G03300"
"30","AT1G03310"
"31","AT1G03440"
"32","AT1G03470"
"33","AT1G03520"
"34","AT1G03560"
"35","AT1G03650"
"36","AT1G03750"
"37","AT1G03760"
"38","AT1G03770"
"39","AT1G03830"
"40","AT1G03930"
"41","AT1G03960"
"42","AT1G04010"
"43","AT1G04050"
"44","AT1G04117"
"45","AT1G04230"
"46","AT1G04295"
"47","AT1G04353"
"48","AT1G04360"
"49","AT1G04390"
"50","AT1G04420"
"51","AT1G04463"
"52","AT1G04640"
"53","AT1G04730"
"54","AT1G04760"
"55","AT1G04773"
"56","AT1G04833"
"57","AT1G04837"
"58","AT1G04930"
"59","AT1G04977"
"60","AT1G05090"
"61","AT1G05160"
"62","AT1G05187"
"63","AT1G05280"
"64","AT1G05385"
"65","AT1G05440"
"66","AT1G05460"
"67","AT1G05467"
"68","AT1G05553"
"69","AT1G05600"
"70","AT1G05630"
"71","AT1G05640"
"72","AT1G05687"
"73","AT1G05950"
"74","AT1G06143"
"75","AT1G06225"
"76","AT1G06270"
"77","AT1G06287"
"78","AT1G06310"
"79","AT1G06420"
"80","AT1G06440"
"81","AT1G06490"
"82","AT1G06510"
"83","AT1G06660"
"84","AT1G06710"
"85","AT1G06800"
"86","AT1G06820"
"87","AT1G06840"
"88","AT1G06910"
"89","AT1G07270"
"90","AT1G07290"
"91","AT1G07380"
"92","AT1G07490"
"93","AT1G07603"
"94","AT1G07630"
"95","AT1G07650"
"96","AT1G07710"
"97","AT1G07740"
"98","AT1G07745"
"99","AT1G07803"
"100","AT1G07847"
"101","AT1G07910"
"102","AT1G08000"
"103","AT1G08043"
"104","AT1G08250"
"105","AT1G08400"
"106","AT1G08470"
"107","AT1G08520"
"108","AT1G08530"
"109","AT1G08540"
"110","AT1G08645"
"111","AT1G08840"
"112","AT1G08910"
"113","AT1G09000"
"114","AT1G09023"
"115","AT1G09040"
"116","AT1G09060"
"117","AT1G09190"
"118","AT1G09195"
"119","AT1G09247"
"120","AT1G09320"
"121","AT1G09390"
"122","AT1G09450"
"123","AT1G09575"
"124","AT1G09600"
"125","AT1G09800"
"126","AT1G09810"
"127","AT1G09820"
