"","WS_GC_c1.which.mclass....4...1."
"1","AT1G01080"
"2","AT1G01120"
"3","AT1G01130"
"4","AT1G01183"
"5","AT1G01200"
"6","AT1G01310"
"7","AT1G01570"
"8","AT1G01600"
"9","AT1G01610"
"10","AT1G01660"
"11","AT1G01700"
"12","AT1G01715"
"13","AT1G01740"
"14","AT1G01810"
"15","AT1G01880"
"16","AT1G01900"
"17","AT1G02180"
"18","AT1G02260"
"19","AT1G02350"
"20","AT1G02400"
"21","AT1G02420"
"22","AT1G02490"
"23","AT1G02530"
"24","AT1G02650"
"25","AT1G02660"
"26","AT1G02670"
"27","AT1G02705"
"28","AT1G02710"
"29","AT1G02813"
"30","AT1G02980"
"31","AT1G03100"
"32","AT1G03445"
"33","AT1G03495"
"34","AT1G03506"
"35","AT1G03540"
"36","AT1G03545"
"37","AT1G03710"
"38","AT1G03746"
"39","AT1G03800"
"40","AT1G03820"
"41","AT1G03940"
"42","AT1G03980"
"43","AT1G04017"
"44","AT1G04067"
"45","AT1G04077"
"46","AT1G04083"
"47","AT1G04090"
"48","AT1G04150"
"49","AT1G04160"
"50","AT1G04163"
"51","AT1G04240"
"52","AT1G04267"
"53","AT1G04297"
"54","AT1G04310"
"55","AT1G04330"
"56","AT1G04343"
"57","AT1G04347"
"58","AT1G04425"
"59","AT1G04473"
"60","AT1G04497"
"61","AT1G04513"
"62","AT1G04540"
"63","AT1G04580"
"64","AT1G04583"
"65","AT1G04587"
"66","AT1G04600"
"67","AT1G04650"
"68","AT1G04700"
"69","AT1G04713"
"70","AT1G04767"
"71","AT1G04797"
"72","AT1G04823"
"73","AT1G04840"
"74","AT1G04873"
"75","AT1G04880"
"76","AT1G05030"
"77","AT1G05065"
"78","AT1G05087"
"79","AT1G05103"
"80","AT1G05230"
"81","AT1G05240"
"82","AT1G05247"
"83","AT1G05250"
"84","AT1G05267"
"85","AT1G05277"
"86","AT1G05283"
"87","AT1G05287"
"88","AT1G05310"
"89","AT1G05317"
"90","AT1G05333"
"91","AT1G05370"
"92","AT1G05400"
"93","AT1G05417"
"94","AT1G05420"
"95","AT1G05423"
"96","AT1G05453"
"97","AT1G05490"
"98","AT1G05530"
"99","AT1G05557"
"100","AT1G05577"
"101","AT1G05610"
"102","AT1G05773"
"103","AT1G05820"
"104","AT1G05873"
"105","AT1G05894"
"106","AT1G05937"
"107","AT1G05943"
"108","AT1G05997"
"109","AT1G06003"
"110","AT1G06017"
"111","AT1G06033"
"112","AT1G06080"
"113","AT1G06113"
"114","AT1G06140"
"115","AT1G06213"
"116","AT1G06257"
"117","AT1G06265"
"118","AT1G06273"
"119","AT1G06283"
"120","AT1G06320"
"121","AT1G06330"
"122","AT1G06350"
"123","AT1G06357"
"124","AT1G06547"
"125","AT1G06553"
"126","AT1G06580"
"127","AT1G06643"
"128","AT1G06647"
"129","AT1G06687"
"130","AT1G06717"
"131","AT1G06740"
"132","AT1G06757"
"133","AT1G06787"
"134","AT1G06963"
"135","AT1G06990"
"136","AT1G07119"
"137","AT1G07120"
"138","AT1G07267"
"139","AT1G07323"
"140","AT1G07390"
"141","AT1G07400"
"142","AT1G07485"
"143","AT1G07513"
"144","AT1G07567"
"145","AT1G07657"
"146","AT1G07667"
"147","AT1G07733"
"148","AT1G07813"
"149","AT1G07880"
"150","AT1G07897"
"151","AT1G07902"
"152","AT1G07903"
"153","AT1G07937"
"154","AT1G07943"
"155","AT1G07963"
"156","AT1G08003"
"157","AT1G08035"
"158","AT1G08070"
"159","AT1G08073"
"160","AT1G08103"
"161","AT1G08270"
"162","AT1G08287"
"163","AT1G08293"
"164","AT1G08300"
"165","AT1G08317"
"166","AT1G08387"
"167","AT1G08393"
"168","AT1G08457"
"169","AT1G08463"
"170","AT1G08537"
"171","AT1G08667"
"172","AT1G08707"
"173","AT1G08713"
"174","AT1G08730"
"175","AT1G08753"
"176","AT1G08860"
"177","AT1G08973"
"178","AT1G08980"
"179","AT1G09050"
"180","AT1G09170"
"181","AT1G09180"
"182","AT1G09220"
"183","AT1G09310"
"184","AT1G09323"
"185","AT1G09327"
"186","AT1G09340"
"187","AT1G09383"
"188","AT1G09410"
"189","AT1G09421"
"190","AT1G09433"
"191","AT1G09443"
"192","AT1G09487"
"193","AT1G09493"
"194","AT1G09517"
"195","AT1G09523"
"196","AT1G09530"
"197","AT1G09533"
"198","AT1G09617"
"199","AT1G09627"
"200","AT1G09650"
"201","AT1G09663"
"202","AT1G09673"
"203","AT1G09680"
"204","AT1G09697"
"205","AT1G09713"
"206","AT1G09793"
"207","AT1G09812"
"208","AT1G09823"
"209","AT1G09843"
"210","AT1G09860"
"211","AT1G09867"
"212","AT1G09877"
"213","AT1G09880"
"214","AT1G09910"
"215","AT1G09913"
"216","AT1G09917"
"217","AT1G09950"
"218","AT1G09963"
"219","AT1G09987"
"220","AT1G09993"
"221","AT1G10330"
"222","AT1G10417"
"223","AT1G10540"
"224","AT1G10640"
"225","AT1G10657"
"226","AT1G10790"
"227","AT1G11100"
"228","AT1G11125"
"229","AT1G11160"
"230","AT1G11170"
"231","AT1G11270"
"232","AT1G11280"
"233","AT1G11290"
"234","AT1G11300"
"235","AT1G11320"
"236","AT1G11591"
"237","AT1G11700"
"238","AT1G11710"
"239","AT1G11730"
"240","AT1G11880"
"241","AT1G11915"
"242","AT1G12013"
"243","AT1G12060"
"244","AT1G12070"
"245","AT1G12150"
"246","AT1G12211"
"247","AT1G12220"
"248","AT1G12480"
"249","AT1G12620"
"250","AT1G12700"
"251","AT1G12805"
"252","AT1G12890"
"253","AT1G12950"
"254","AT1G13040"
"255","AT1G13140"
"256","AT1G13230"
"257","AT1G13310"
"258","AT1G13340"
"259","AT1G13370"
"260","AT1G13448"
"261","AT1G13609"
"262","AT1G13630"
"263","AT1G13680"
"264","AT1G13780"
"265","AT1G14030"
"266","AT1G14071"
"267","AT1G14205"
"268","AT1G14260"
"269","AT1G14270"
"270","AT1G14345"
"271","AT1G14430"
"272","AT1G14470"
"273","AT1G14490"
"274","AT1G14500"
"275","AT1G14630"
"276","AT1G14660"
"277","AT1G14680"
"278","AT1G14750"
"279","AT1G14790"
"280","AT1G15160"
"281","AT1G15165"
"282","AT1G15190"
"283","AT1G15260"
"284","AT1G15320"
"285","AT1G15510"
"286","AT1G15520"
"287","AT1G15530"
"288","AT1G15580"
"289","AT1G15772"
"290","AT1G15830"
"291","AT1G15900"
"292","AT1G16130"
"293","AT1G16360"
"294","AT1G16390"
"295","AT1G16400"
"296","AT1G16480"
"297","AT1G16500"
"298","AT1G16510"
"299","AT1G16515"
"300","AT1G16705"
"301","AT1G16750"
"302","AT1G16905"
"303","AT1G17030"
"304","AT1G17100"
"305","AT1G17200"
"306","AT1G17230"
"307","AT1G17232"
"308","AT1G17250"
"309","AT1G17255"
"310","AT1G17480"
"311","AT1G17630"
"312","AT1G17920"
"313","AT1G17990"
"314","AT1G18010"
"315","AT1G18075"
