"","WS_GC_c1.which.mclass....9...1."
"1","AT1G01150"
"2","AT1G01190"
"3","AT1G01453"
"4","AT1G01480"
"5","AT1G01520"
"6","AT1G01560"
"7","AT1G01695"
"8","AT1G02310"
"9","AT1G02470"
"10","AT1G02510"
"11","AT1G02570"
"12","AT1G02770"
"13","AT1G02952"
"14","AT1G03070"
"15","AT1G03106"
"16","AT1G03120"
"17","AT1G03170"
"18","AT1G03390"
"19","AT1G03502"
"20","AT1G03600"
"21","AT1G03630"
"22","AT1G03700"
"23","AT1G04013"
"24","AT1G04023"
"25","AT1G04037"
"26","AT1G04073"
"27","AT1G04105"
"28","AT1G04147"
"29","AT1G04187"
"30","AT1G04197"
"31","AT1G04217"
"32","AT1G04220"
"33","AT1G04223"
"34","AT1G04227"
"35","AT1G04237"
"36","AT1G04273"
"37","AT1G04277"
"38","AT1G04357"
"39","AT1G04363"
"40","AT1G04380"
"41","AT1G04397"
"42","AT1G04403"
"43","AT1G04427"
"44","AT1G04445"
"45","AT1G04467"
"46","AT1G04493"
"47","AT1G04500"
"48","AT1G04507"
"49","AT1G04523"
"50","AT1G04560"
"51","AT1G04563"
"52","AT1G04567"
"53","AT1G04577"
"54","AT1G04625"
"55","AT1G04643"
"56","AT1G04657"
"57","AT1G04660"
"58","AT1G04670"
"59","AT1G04733"
"60","AT1G04743"
"61","AT1G04800"
"62","AT1G04827"
"63","AT1G04853"
"64","AT1G04877"
"65","AT1G04913"
"66","AT1G04933"
"67","AT1G05020"
"68","AT1G05023"
"69","AT1G05043"
"70","AT1G05047"
"71","AT1G05057"
"72","AT1G05143"
"73","AT1G05153"
"74","AT1G05203"
"75","AT1G05207"
"76","AT1G05243"
"77","AT1G05253"
"78","AT1G05297"
"79","AT1G05303"
"80","AT1G05327"
"81","AT1G05330"
"82","AT1G05357"
"83","AT1G05447"
"84","AT1G05463"
"85","AT1G05493"
"86","AT1G05510"
"87","AT1G05517"
"88","AT1G05540"
"89","AT1G05550"
"90","AT1G05607"
"91","AT1G05693"
"92","AT1G05707"
"93","AT1G05723"
"94","AT1G05727"
"95","AT1G05783"
"96","AT1G05813"
"97","AT1G05913"
"98","AT1G05927"
"99","AT1G05933"
"100","AT1G05973"
"101","AT1G05977"
"102","AT1G06020"
"103","AT1G06030"
"104","AT1G06087"
"105","AT1G06100"
"106","AT1G06135"
"107","AT1G06153"
"108","AT1G06160"
"109","AT1G06170"
"110","AT1G06173"
"111","AT1G06177"
"112","AT1G06207"
"113","AT1G06217"
"114","AT1G06233"
"115","AT1G06237"
"116","AT1G06253"
"117","AT1G06260"
"118","AT1G06337"
"119","AT1G06423"
"120","AT1G06453"
"121","AT1G06457"
"122","AT1G06463"
"123","AT1G06467"
"124","AT1G06483"
"125","AT1G06487"
"126","AT1G06520"
"127","AT1G06537"
"128","AT1G06583"
"129","AT1G06607"
"130","AT1G06613"
"131","AT1G06645"
"132","AT1G06667"
"133","AT1G06750"
"134","AT1G06753"
"135","AT1G06830"
"136","AT1G06837"
"137","AT1G06923"
"138","AT1G06970"
"139","AT1G06977"
"140","AT1G06983"
"141","AT1G07010"
"142","AT1G07017"
"143","AT1G07060"
"144","AT1G07180"
"145","AT1G07187"
"146","AT1G07287"
"147","AT1G07340"
"148","AT1G07476"
"149","AT1G07493"
"150","AT1G07517"
"151","AT1G07547"
"152","AT1G07587"
"153","AT1G07653"
"154","AT1G07663"
"155","AT1G07690"
"156","AT1G07693"
"157","AT1G07697"
"158","AT1G07703"
"159","AT1G07720"
"160","AT1G07823"
"161","AT1G07850"
"162","AT1G07877"
"163","AT1G07901"
"164","AT1G07913"
"165","AT1G07987"
