"","WS_GC_c1.which.mclass....5...1."
"1","AT1G01040"
"2","AT1G01225"
"3","AT1G01320"
"4","AT1G01370"
"5","AT1G01790"
"6","AT1G01950"
"7","AT1G02370"
"8","AT1G02640"
"9","AT1G02730"
"10","AT1G02810"
"11","AT1G03180"
"12","AT1G03365"
"13","AT1G04130"
"14","AT1G04550"
"15","AT1G04635"
"16","AT1G04710"
"17","AT1G04945"
"18","AT1G05170"
"19","AT1G05590"
"20","AT1G05730"
"21","AT1G05780"
"22","AT1G05860"
"23","AT1G06010"
"24","AT1G06150"
"25","AT1G06227"
"26","AT1G06380"
"27","AT1G06450"
"28","AT1G06475"
"29","AT1G06500"
"30","AT1G06560"
"31","AT1G06730"
"32","AT1G06770"
"33","AT1G07110"
"34","AT1G07220"
"35","AT1G07320"
"36","AT1G07520"
"37","AT1G07615"
"38","AT1G07725"
"39","AT1G07728"
"40","AT1G07980"
"41","AT1G07983"
"42","AT1G08060"
"43","AT1G08280"
"44","AT1G08390"
"45","AT1G08430"
"46","AT1G08477"
"47","AT1G08610"
"48","AT1G08710"
"49","AT1G08750"
"50","AT1G08960"
"51","AT1G09053"
"52","AT1G09300"
"53","AT1G09470"
"54","AT1G09700"
"55","AT1G09795"
"56","AT1G09830"
"57","AT1G09850"
"58","AT1G09995"
"59","AT1G10230"
"60","AT1G10270"
"61","AT1G10350"
"62","AT1G10400"
"63","AT1G10450"
"64","AT1G10522"
"65","AT1G10780"
"66","AT1G10910"
"67","AT1G10930"
"68","AT1G11090"
"69","AT1G11120"
"70","AT1G11130"
"71","AT1G11390"
"72","AT1G11420"
"73","AT1G11660"
"74","AT1G11720"
"75","AT1G11755"
"76","AT1G11800"
"77","AT1G12020"
"78","AT1G12350"
"79","AT1G12400"
"80","AT1G12470"
"81","AT1G12770"
"82","AT1G12930"
"83","AT1G13000"
"84","AT1G13020"
"85","AT1G13030"
"86","AT1G13180"
"87","AT1G13190"
"88","AT1G13750"
"89","AT1G13810"
"90","AT1G13860"
"91","AT1G14020"
"92","AT1G14040"
"93","AT1G14140"
"94","AT1G14180"
"95","AT1G14330"
"96","AT1G14390"
"97","AT1G14820"
"98","AT1G15000"
"99","AT1G15002"
"100","AT1G15060"
"101","AT1G15215"
"102","AT1G15470"
"103","AT1G15480"
"104","AT1G15760"
"105","AT1G15870"
"106","AT1G16020"
"107","AT1G16060"
"108","AT1G16070"
"109","AT1G16220"
"110","AT1G16330"
"111","AT1G16430"
"112","AT1G16630"
"113","AT1G16650"
"114","AT1G16680"
"115","AT1G16690"
"116","AT1G16800"
"117","AT1G17050"
"118","AT1G17070"
"119","AT1G17140"
"120","AT1G17160"
"121","AT1G17440"
"122","AT1G17680"
"123","AT1G17760"
"124","AT1G17850"
"125","AT1G17930"
