"","WS_GC_c1.which.mclass....8...1."
"1","AT1G01060"
"2","AT1G01230"
"3","AT1G01360"
"4","AT1G01490"
"5","AT1G01820"
"6","AT1G01920"
"7","AT1G01960"
"8","AT1G02080"
"9","AT1G02100"
"10","AT1G02280"
"11","AT1G02330"
"12","AT1G02335"
"13","AT1G02410"
"14","AT1G02560"
"15","AT1G03040"
"16","AT1G03080"
"17","AT1G03150"
"18","AT1G03360"
"19","AT1G03410"
"20","AT1G03590"
"21","AT1G03610"
"22","AT1G04030"
"23","AT1G04120"
"24","AT1G04280"
"25","AT1G04440"
"26","AT1G04520"
"27","AT1G04950"
"28","AT1G04960"
"29","AT1G05570"
"30","AT1G05785"
"31","AT1G05810"
"32","AT1G05840"
"33","AT1G05890"
"34","AT1G06130"
"35","AT1G06230"
"36","AT1G06290"
"37","AT1G06470"
"38","AT1G06530"
"39","AT1G06540"
"40","AT1G06550"
"41","AT1G06570"
"42","AT1G06640"
"43","AT1G06870"
"44","AT1G06960"
"45","AT1G07030"
"46","AT1G07260"
"47","AT1G07310"
"48","AT1G07470"
"49","AT1G07670"
"50","AT1G07985"
"51","AT1G08037"
"52","AT1G08160"
"53","AT1G08370"
"54","AT1G08450"
"55","AT1G08510"
"56","AT1G08570"
"57","AT1G08640"
"58","AT1G08650"
"59","AT1G08660"
"60","AT1G08770"
"61","AT1G08820"
"62","AT1G08930"
"63","AT1G08970"
"64","AT1G09070"
"65","AT1G09160"
"66","AT1G09250"
"67","AT1G09280"
"68","AT1G09570"
"69","AT1G09580"
"70","AT1G09645"
"71","AT1G09920"
"72","AT1G09970"
"73","AT1G10120"
"74","AT1G10140"
"75","AT1G10380"
"76","AT1G10500"
"77","AT1G10530"
"78","AT1G10580"
"79","AT1G10600"
"80","AT1G10865"
"81","AT1G10890"
"82","AT1G10940"
"83","AT1G11000"
"84","AT1G11185"
"85","AT1G11260"
"86","AT1G11400"
"87","AT1G11430"
"88","AT1G11450"
"89","AT1G11905"
"90","AT1G12120"
"91","AT1G12340"
"92","AT1G12360"
"93","AT1G12410"
"94","AT1G12520"
"95","AT1G12580"
"96","AT1G12650"
"97","AT1G12780"
"98","AT1G12810"
"99","AT1G12850"
"100","AT1G13300"
"101","AT1G13320"
"102","AT1G13360"
"103","AT1G13620"
"104","AT1G13670"
"105","AT1G13690"
"106","AT1G13950"
"107","AT1G13980"
"108","AT1G14000"
"109","AT1G14220"
"110","AT1G14380"
"111","AT1G14410"
"112","AT1G14510"
"113","AT1G14650"
"114","AT1G14685"
"115","AT1G14690"
"116","AT1G14740"
"117","AT1G14860"
"118","AT1G14890"
"119","AT1G15040"
"120","AT1G15110"
"121","AT1G15230"
"122","AT1G15280"
"123","AT1G15630"
"124","AT1G15640"
"125","AT1G15670"
"126","AT1G15740"
"127","AT1G15860"
"128","AT1G15880"
"129","AT1G15920"
"130","AT1G15960"
"131","AT1G16040"
"132","AT1G16210"
"133","AT1G16460"
"134","AT1G16840"
"135","AT1G16860"
"136","AT1G16916"
"137","AT1G17130"
"138","AT1G17180"
"139","AT1G17190"
"140","AT1G17300"
"141","AT1G17455"
"142","AT1G17530"
"143","AT1G17620"
"144","AT1G17720"
"145","AT1G17745"
"146","AT1G17970"
"147","AT1G18150"
"148","AT1G18470"
"149","AT1G18500"
"150","AT1G18720"
"151","AT1G18840"
"152","AT1G18890"
"153","AT1G19400"
"154","AT1G19450"
"155","AT1G19570"
"156","AT1G19580"
"157","AT1G19660"
"158","AT1G19680"
"159","AT1G19800"
"160","AT1G20110"
"161","AT1G20575"
"162","AT1G20770"
"163","AT1G20900"
"164","AT1G20920"
"165","AT1G20970"
"166","AT1G20980"
"167","AT1G21000"
"168","AT1G21680"
"169","AT1G21710"
"170","AT1G21880"
"171","AT1G21920"
"172","AT1G22140"
"173","AT1G22200"
"174","AT1G22280"
"175","AT1G22360"
"176","AT1G22440"
"177","AT1G22470"
"178","AT1G22620"
"179","AT1G22910"
"180","AT1G22930"
"181","AT1G22970"
"182","AT1G23030"
"183","AT1G23040"
"184","AT1G23260"
"185","AT1G23310"
"186","AT1G23760"
"187","AT1G23800"
"188","AT1G23850"
"189","AT1G23870"
"190","AT1G24170"
"191","AT1G24267"
"192","AT1G25220"
"193","AT1G25280"
"194","AT1G26470"
"195","AT1G26580"
"196","AT1G26640"
"197","AT1G26665"
"198","AT1G26690"
"199","AT1G26945"
"200","AT1G26960"
"201","AT1G27000"
"202","AT1G27130"
"203","AT1G27300"
"204","AT1G27340"
"205","AT1G27770"
"206","AT1G28060"
"207","AT1G28110"
"208","AT1G28190"
"209","AT1G28200"
"210","AT1G28310"
"211","AT1G28400"
"212","AT1G28490"
"213","AT1G28510"
"214","AT1G28580"
"215","AT1G28680"
"216","AT1G29040"
"217","AT1G29050"
"218","AT1G29330"
"219","AT1G29520"
"220","AT1G29785"
"221","AT1G29890"
"222","AT1G29940"
"223","AT1G29970"
"224","AT1G30110"
"225","AT1G30130"
"226","AT1G30270"
"227","AT1G30360"
"228","AT1G30400"
"229","AT1G30690"
"230","AT1G30890"
"231","AT1G31020"
"232","AT1G31160"
"233","AT1G31300"
"234","AT1G31730"
"235","AT1G31780"
"236","AT1G31935"
"237","AT1G32130"
"238","AT1G32370"
"239","AT1G32410"
"240","AT1G32490"
"241","AT1G33050"
"242","AT1G33055"
"243","AT1G33110"
"244","AT1G33230"
"245","AT1G33250"
"246","AT1G33520"
"247","AT1G33680"
"248","AT1G33800"
"249","AT1G33980"
"250","AT1G33990"
"251","AT1G34110"
"252","AT1G34320"
"253","AT1G34370"
"254","AT1G35516"
"255","AT1G35620"
"256","AT1G35680"
"257","AT1G37130"
"258","AT1G43580"
"259","AT1G43670"
"260","AT1G43700"
"261","AT1G43860"
"262","AT1G44760"
"263","AT1G44770"
"264","AT1G45015"
"265","AT1G45130"
"266","AT1G45688"
"267","AT1G45976"
"268","AT1G46264"
"269","AT1G47530"
"270","AT1G47840"
"271","AT1G48140"
"272","AT1G48170"
"273","AT1G48200"
"274","AT1G48350"
"275","AT1G48420"
"276","AT1G48610"
"277","AT1G48620"
"278","AT1G48790"
"279","AT1G48850"
"280","AT1G48860"
"281","AT1G48900"
"282","AT1G49050"
"283","AT1G49310"
"284","AT1G49500"
"285","AT1G49590"
"286","AT1G49820"
"287","AT1G49850"
"288","AT1G49950"
"289","AT1G49970"
"290","AT1G50320"
"291","AT1G50420"
"292","AT1G50480"
"293","AT1G50500"
"294","AT1G50600"
"295","AT1G50640"
"296","AT1G50710"
"297","AT1G51630"
"298","AT1G51690"
"299","AT1G51760"
"300","AT1G52340"
"301","AT1G52750"
