$RNA_seq	FLT_Light_Rep1	FLT_Light_Rep2	FLT_Light_Rep3	FLT_Dark_Rep1	FLT_Dark_Rep2	FLT_Dark_Rep3	GC_Light_Rep1	GC_Light_Rep2	GC_Light_Rep3	GC_Dark_Rep1	GC_Dark_Rep2	GC_Dark_Rep3
AT1G01020	281.1455835	240.5884624	264.0038989	216.3844949	318.711079	423.2570057	301.2102923	280.7288606	246.714005	306.5568875	285.0940731	289.0310919
AT1G01070	295.6498001	291.073589	165.4943782	122.0516606	87.53276942	195.6838922	148.0103625	180.3886792	255.9747771	122.7956211	72.31943629	412.4433561
AT1G01110	322.7210149	314.1752837	229.5419043	199.0842115	257.1922868	210.9814938	328.2955337	145.2904323	181.692411	296.8263263	434.9540785	268.6342948
AT1G01160	358.8464289	360.3880996	388.2991126	390.959999	398.1650611	406.6035443	562.1144579	524.2831163	435.6980323	379.1595303	568.3893481	312.744438
AT1G01170	124.230493	103.8101928	140.7673758	89.93640645	55.48595275	325.8421301	161.2690147	122.6018126	110.1564265	67.60031935	68.86690754	60.83273975
AT1G01350	184.2954349	201.6280251	189.4402469	182.5967258	193.619212	285.0156636	210.4179038	256.4990163	252.7618717	197.6633926	221.2150782	184.7635353
AT1G01360	223.9481484	211.3181096	314.8618247	242.6936127	209.1093314	323.6046388	387.2003623	247.0185885	276.6639101	213.205198	358.289789	274.5282972
AT1G01630	217.1017555	191.6919862	224.2578537	305.7387893	162.6909266	182.0415805	147.7546534	279.1258157	307.8199565	221.134865	78.50437243	163.0902395
AT1G01650	219.6660342	249.4040268	276.3664899	208.7070779	191.2289391	314.2751662	249.8515778	116.5245266	170.3992206	201.8761921	242.2583057	173.2938696
AT1G01725	98.86009309	87.50020954	170.4571433	98.35868846	60.56751679	405.000142	161.0003568	238.0826023	279.3168406	88.05835955	100.8847073	120.5853495
AT1G01750	160.660393	204.7168477	221.9691885	214.0210155	42.55448947	260.6822528	109.4473038	240.8713553	245.6391191	15.65841	32.42802191	36.9328993
AT1G01910	436.2398895	424.0039948	362.0553423	437.0593316	409.3196389	351.0055011	373.9988367	419.8890802	389.7094613	387.5156984	398.7503639	282.866601
AT1G01920	259.8143326	256.3466369	225.4432347	279.4468345	363.8486952	194.364625	335.1006109	186.1724219	181.5121113	272.335139	352.7263726	260.1713299
AT1G01960	291.5942631	320.3614587	327.2548466	276.5758819	283.5792744	179.7118597	261.0614245	163.983822	183.8215029	378.2869223	370.2064424	382.0550549
AT1G02090	349.7794513	435.0850949	299.0448074	386.4948697	420.1509289	449.0453484	368.7063368	348.7320148	446.9176804	394.8262876	368.2253308	285.5178719
AT1G02100	400.5365595	473.9411122	456.1944975	406.7959839	384.9416989	389.0098808	474.6660858	326.6802008	313.6804961	352.7875425	346.4416602	460.8402674
AT1G02120	250.8528281	304.3440908	274.9725163	282.4616848	209.6901972	285.7909468	279.9442868	192.9166138	204.0545308	182.1654637	291.1590564	232.8186827
AT1G02170	239.8308084	219.3688424	223.4446292	270.7508738	190.9287025	248.0302405	231.2498079	127.6174557	243.2631284	234.9190688	181.9750281	216.7631665
AT1G02330	280.3476531	261.1286048	246.065034	318.9349963	202.3837991	359.5918458	218.8463948	308.1686437	337.9450819	274.8027777	279.873728	211.5745095
AT1G02335	160.8860277	382.226437	186.9308535	225.8328809	65.90230518	336.0979855	59.50134968	363.3266595	250.883144	355.3538148	28.49386102	845.1234005
AT1G02410	266.1620353	255.2974658	262.1630156	341.1025224	277.3339623	304.6133222	331.8390591	279.513289	287.1269654	232.7928777	286.0722399	280.5257346
AT1G02560	284.4201293	269.2552176	273.6431573	318.332149	296.4739613	314.0717378	292.9018718	401.6059658	398.7908028	295.6565045	331.8593926	306.5683616
AT1G02680	165.9898295	169.9689916	211.1774687	157.2821979	157.3715136	286.9774739	186.7571457	268.6237782	289.5829484	219.1575216	242.0579706	164.0554567
AT1G02870	314.3678234	277.9099874	261.3059182	318.0035829	464.7502695	575.5073131	415.4599299	356.7017916	401.8899847	378.4008887	523.0140787	345.6218447
AT1G02930	72.90153699	60.9685477	175.87907	318.6463256	160.1110412	495.3520768	4.290162343	23.42191359	20.78254008	15.15584143	62.0981546	434.7521592
AT1G03040	304.9962504	298.9893885	334.0755235	307.7553596	312.5284147	340.1941311	338.6619657	231.4223449	303.5708847	324.5444977	281.5115856	278.532407
AT1G03080	277.9640739	332.5031644	560.4060636	308.795818	276.6553126	241.8325025	255.9108348	299.167995	255.8379517	265.004483	166.0054376	341.0160307
AT1G03090	172.6746232	171.8911213	391.5490008	149.6655462	79.37053812	175.0763671	138.8493003	121.1859591	200.4112812	106.0376847	98.17141587	148.7161327
AT1G03110	316.3579835	239.4224478	218.6019425	307.160965	387.889462	261.1482339	357.8053096	231.5372126	238.1017727	403.3126651	422.9447116	223.9986725
AT1G03140	437.5286819	434.4718663	548.9272359	435.8951683	397.3043588	368.1800449	520.3024092	408.2069503	385.1595064	411.4293523	492.5184867	411.8652833
AT1G03150	277.3379352	259.0085308	245.9130079	271.8412981	341.009637	359.2380295	351.7966392	449.8382508	353.2551323	346.83747	280.9750554	276.4765506
AT1G03210	327.4302261	386.2969049	490.5111308	425.1063466	533.5194936	373.1991098	421.0826267	534.9730704	473.4059748	477.7445361	398.9872484	436.273199
AT1G03280	227.0082725	188.0111898	272.9891399	217.2257415	230.0771556	297.5899433	195.1019592	222.6967169	236.4782637	272.87589	252.6260523	245.9700803
AT1G03290	193.2990338	215.5699776	339.3312487	196.65673	118.6103003	260.4321867	161.6887558	195.4950292	188.8287511	121.218879	165.1544062	221.5121199
AT1G03350	266.6506338	258.4508259	245.3452735	282.0147085	248.0423466	205.2576571	273.1267411	222.0852518	242.5344248	240.4372302	189.2481703	239.4987251
AT1G03590	396.0854303	286.3993305	375.7507578	440.2363436	258.1041502	338.6723476	320.2690337	270.7932649	222.606328	278.3715524	223.2738686	311.7831834
AT1G03730	133.8389262	185.9736087	207.2269805	155.9858586	164.7236046	267.8145107	161.1359433	196.9939177	208.1573786	113.4602973	133.7355045	161.0105457
AT1G03910	372.4776619	344.2840614	349.0498976	401.7805114	344.1210993	367.8952436	400.3489744	349.8690703	234.3927829	368.1012727	441.3150909	274.6285678
AT1G04030	203.558744	180.8153817	226.7236267	289.0161682	155.9497563	161.21155	228.8758011	246.6384054	341.0542292	213.7151378	241.0323692	189.9483195
AT1G04260	243.2598645	261.2711947	235.5618338	244.8253931	235.3174288	307.8123821	254.2845152	330.2943026	392.0510286	276.3442204	272.8349302	233.2608907
AT1G04400	185.3441857	187.925822	332.5873449	169.9449117	78.28689919	147.3652526	110.6712023	205.1232117	174.4912555	105.8060854	148.4426275	114.6731726
AT1G04440	354.0043013	421.9431534	357.1387794	363.2678096	282.2929645	263.5920277	306.2326936	250.853992	279.9355883	231.4025931	209.0190491	347.9255706
AT1G04537	197.3892387	187.6307248	197.6442998	234.0166563	236.3660524	293.042398	223.2528891	286.7978434	214.777331	225.9849573	236.007566	214.1575556
AT1G04590	343.3087463	361.0685332	230.6922492	327.3611011	436.2584421	272.9485623	390.7228855	356.2886901	268.5548527	393.6730993	317.4850661	300.3241309
AT1G04810	237.8862603	291.1901438	276.1905038	338.134396	319.2264162	143.4504341	237.3946603	158.6074289	221.8539503	277.3797908	361.0758257	309.7516291
AT1G04940	404.9423091	352.9773455	339.9598913	320.33602	420.9032263	446.506761	455.9705832	458.0912967	385.4825895	370.4506728	525.8876174	328.1995653
AT1G04960	231.9706074	188.4717889	298.5853897	229.9093673	211.8829644	247.7336571	214.4709111	263.0314353	272.6371534	191.0954303	167.6375139	195.6955591
AT1G04980	323.898706	205.1190052	236.4236564	300.881754	334.7716485	240.2017421	162.2989988	263.8892877	263.5852258	264.7854983	139.2211872	183.745827
AT1G04985	231.9346447	245.6328686	306.9133054	241.0705629	215.2389561	269.7766237	320.6159357	314.3415118	325.3418185	187.7852505	303.499501	262.4076228
AT1G05010	157.3466281	98.6344938	306.0353016	263.7713303	34.9577113	223.0909353	65.15871667	43.20162378	198.9091546	92.33282255	28.55031225	124.9004805
AT1G05070	235.0107641	184.4868347	186.931142	203.4597889	209.8112335	333.1091777	239.7501857	315.1869948	265.6439854	221.4865158	286.7212283	218.7623338
AT1G05147	87.85562913	36.12081696	268.2427797	99.76899058	0.672938413	145.3119248	61.61630192	104.5823576	248.2553318	2.445164157	0	16.49188467
AT1G05180	252.5359876	268.682299	257.1651346	281.9179531	316.7818235	216.1423995	277.1444435	197.3535249	219.7363976	295.5112351	236.2289202	256.0748508
AT1G05210	221.7466612	198.2559933	205.4445381	221.4891506	275.1103602	248.6186504	181.4468871	469.2363744	297.3036691	245.3892296	227.5301123	161.9534928
AT1G05270	220.4030478	188.5280754	205.6625339	192.4330112	168.0542687	228.2386131	196.0535099	202.6553751	238.2380909	133.591976	183.8674787	172.3942456
AT1G05340	131.5164795	107.9795658	321.9361631	71.972518	24.88692862	240.7490954	175.1356883	137.5176212	167.1076912	34.12041307	72.89759391	79.4327026
AT1G05350	374.2951962	369.4450688	303.6534834	426.1882117	346.1766308	272.3922967	370.0787544	235.0605475	289.1990352	384.4976582	298.1902926	299.37879
AT1G05360	267.1845277	274.4701604	256.3585931	234.5562835	304.7190052	271.9855385	390.9148367	353.1382382	371.1396488	293.1792189	247.9107522	249.7753449
AT1G05500	302.704766	240.2447079	283.2086719	253.2297877	212.8870512	181.8461313	263.5531385	299.7418792	272.4136695	257.0400137	233.0868347	214.4624127
AT1G05560	346.1802907	319.0968408	418.4629164	405.509837	111.6506785	214.3618725	255.6761614	109.234694	86.93134667	93.196138	37.27554419	132.5559917
AT1G05562	349.8501745	285.250298	381.4120811	428.3259823	84.01953234	220.4086852	242.4400136	125.3552328	95.38770881	78.50012505	37.5068789	131.1124844
AT1G05620	436.734393	398.5119545	404.4422835	479.2237525	436.3302132	310.292707	358.7781089	475.4593865	475.7343642	427.5325258	247.6637183	336.4636517
AT1G05785	268.5142323	227.7156678	255.5736133	211.6626414	259.383286	383.8201842	212.5635893	398.6754666	380.8912828	242.5155983	221.4770182	285.1599083
AT1G05840	225.4596991	192.9411718	235.6172331	198.0261474	231.2455641	236.2200775	278.5392479	320.7102819	265.7315915	208.9025945	305.2335556	333.4294429
AT1G05890	297.5737224	369.6970944	317.3756327	290.5241948	270.209543	235.5814018	379.805995	296.724371	224.7651549	197.3546742	364.3698717	369.5099458
AT1G05940	177.9360129	184.041745	278.9271836	230.3338846	181.6518212	218.8291848	208.9006917	197.1258691	273.8065923	201.1857348	261.5911471	211.5656435
AT1G06130	287.2280981	277.7882599	270.711372	339.1884106	318.6505603	202.1670514	296.578019	247.1618283	216.3721492	269.4071531	311.2654771	303.624068
AT1G06210	347.885271	304.1941428	263.4038707	311.1470195	281.3117018	242.5217713	290.50419	324.2823222	280.6750585	280.4918966	231.6447799	208.8416375
AT1G06220	505.8104175	540.4751081	398.4099699	430.8862824	521.9241217	359.1884565	404.4922072	225.5074855	381.7872544	528.6066525	599.4748627	390.9670269
AT1G06230	454.6131234	449.6115121	490.2073724	324.5888249	339.3320111	334.5045151	425.4256584	348.787126	308.7855679	446.0376333	535.5459588	437.1586938
AT1G06290	310.2638518	269.8596578	338.5191593	405.27584	250.6991096	244.5824638	233.4932524	219.8640421	186.6540941	223.2944042	200.103868	342.7678259
AT1G06410	340.6806616	431.4414911	420.7758667	370.976057	417.8721403	156.227988	421.9789135	249.2844048	207.7822315	533.405947	290.586592	378.9712964
AT1G06470	250.3949553	342.2548943	215.5728775	282.4130044	340.4888497	178.5273675	235.0819421	289.3451233	211.3350887	367.4595107	318.1756301	321.5763645
AT1G06530	307.1647865	263.653039	304.3972702	326.7114268	270.9339396	276.0006941	299.1428858	364.0977462	296.1041209	228.4536827	290.7810435	268.3701804
AT1G06540	335.598959	300.672473	314.1820663	330.3163239	276.2678364	315.4673997	327.5790247	361.6534585	340.0641093	242.8349608	328.5536691	280.7977846
AT1G06550	202.7703752	178.4625627	218.6026835	259.583778	279.6561963	161.0950537	263.9979058	239.2844249	303.7201931	396.8287809	481.8426457	601.8042346
AT1G06620	312.8423854	216.5224383	478.8198402	436.2096883	160.8043814	277.085694	300.7408991	103.1616424	179.7853417	218.2834958	110.2002824	160.234238
AT1G06670	270.1175538	291.9890412	303.4477212	225.0534886	323.9974179	383.2765892	296.8137895	261.9831625	305.5208198	334.0682686	485.5454626	426.1524444
AT1G06720	288.1421096	290.3460877	305.0698425	237.3546017	373.8697573	371.9154476	254.520287	165.0779419	202.8050572	274.7022415	343.4968916	333.2482729
AT1G06870	410.5123176	391.4988191	409.7095571	426.8572958	336.106191	346.3840665	190.8203711	224.6196765	285.9074088	300.3688616	242.7862859	307.6275734
AT1G06900	320.254307	345.6782075	357.9988055	339.540276	345.433287	355.1435357	328.8378027	200.7104554	183.6575325	347.7196635	416.509617	358.2819822
AT1G06960	248.0180517	241.9664776	242.1785652	203.2313611	290.2791215	234.4908601	273.6550262	409.5458636	286.0293963	283.4847464	311.9823982	342.2788905
AT1G07030	357.6222832	458.7557085	408.8487546	437.2744025	428.9100859	328.0918525	366.7352431	166.9722954	301.4917493	337.7677477	360.4183048	387.0832831
AT1G07040	154.7824992	149.7256681	259.9151396	203.6325839	98.14284626	182.2047423	117.090249	125.2217347	146.1330639	103.6304385	78.5492511	103.2308803
AT1G07260	305.3617001	273.9354151	231.5746211	203.6314797	110.2429523	243.2672993	318.3304955	132.9625839	155.6588349	178.1173055	158.8811883	161.0397798
AT1G07310	354.9672319	403.7802578	463.9730865	426.8753463	322.6549913	364.4750024	443.0226907	286.6649612	419.4286255	311.6694867	235.6747417	384.0256137
AT1G07350	310.0715531	442.7704227	333.7944565	219.2377724	507.4081356	203.7267202	469.4484362	118.7775688	183.5951818	395.0995399	260.6182715	221.8751704
AT1G07370	494.2570161	348.3919191	246.0491264	432.9002736	596.417812	461.2872224	345.5992144	482.2323768	489.7806447	731.3501268	402.7697469	252.8462574
AT1G07480	264.7848181	285.1529059	311.9042892	296.8133342	272.1194535	367.1062052	394.0310418	142.871541	214.2223892	231.0412023	209.5900051	253.5680061
AT1G07660	317.1211452	329.0054926	419.7154009	341.5934975	365.275245	438.1532231	331.8871433	563.7337186	464.8733939	361.7562662	525.8426888	412.5772253
AT1G07670	365.6083581	451.4763718	371.4268989	402.7204533	546.6048548	297.0907991	360.8986177	168.2317812	160.1451609	437.1096617	329.0628661	398.7194971
AT1G07840	263.0551817	229.7406085	223.6363489	239.9906828	320.7357857	283.9810751	334.7607677	186.2044834	211.8470934	329.340953	176.59953	224.9832716
AT1G08037	198.1279689	230.2469737	232.1442024	217.3074998	243.4916976	367.0374365	191.9241985	330.6102108	360.4255529	229.9252372	188.4486776	227.9782655
AT1G08230	263.2257171	279.022144	219.8317588	252.5441014	135.0837769	379.1390898	422.2382556	223.9868398	211.4957478	164.7267937	190.5861532	249.2885666
AT1G08370	540.9255847	392.5552687	395.1272994	471.6290925	465.17756	493.4836478	367.8732681	240.7110045	429.853719	427.5099941	442.6915778	414.9822791
AT1G08450	349.0726329	320.1060451	323.3593308	444.6971835	332.1565376	385.8043147	272.6829963	334.7973204	253.359379	265.5481221	391.5795006	296.674236
AT1G08500	214.6414441	306.6598971	334.3194502	274.204127	221.8708354	191.8820611	133.2397015	267.1951603	355.0629096	169.3727422	55.28009884	146.5620743
AT1G08560	285.2994252	276.9042038	461.4429208	335.0956929	332.7900017	267.9613404	412.3316127	539.2652157	450.4221952	567.9399319	667.1282702	475.8338267
AT1G08570	349.6817038	293.564279	470.1601723	393.8655185	355.5290941	301.7390236	425.3131344	359.5692017	450.4847034	366.5260662	241.7442665	414.7904552
AT1G08660	390.5509633	430.257327	386.9606524	432.5341841	476.30258	331.0847625	439.5949009	452.7021503	325.6362261	470.355471	306.2607229	439.2430133
AT1G08770	165.0841517	230.9399269	283.2395674	227.2437234	195.6850733	227.4442062	225.6303332	339.693289	363.7791175	206.8572725	195.9254836	243.5341288
AT1G08780	291.8149616	309.2126144	326.7172982	348.5825813	425.8167057	446.1202972	285.0778527	568.8754101	525.7634135	399.9555302	435.2532862	278.4910886
AT1G08803	26.44584068	49.10101589	309.5861675	96.14286904	1.350733346	312.7623535	22.51349919	61.81842408	123.2511417	7.494698983	8.722572427	30.72586479
AT1G08820	431.2294948	369.5901971	425.339329	451.6527738	316.0365778	286.8877032	328.8957126	439.615299	387.1994487	352.2568673	277.0863123	412.9392622
AT1G08970	253.5120922	215.8079535	233.5519216	251.0440536	240.2734452	322.3831447	265.2725106	290.1951825	318.7950417	264.1194036	306.7413086	315.5214965
AT1G09130	288.5382433	224.7266832	221.7889174	292.9754818	246.1745364	243.0999043	175.489464	194.2887948	292.115088	226.0151636	246.6510133	227.868916
AT1G09160	362.5907001	390.5375232	316.3686554	381.1826583	459.8757354	259.2482558	364.0258743	343.3636968	301.3132986	448.8676246	421.0323083	392.6923596
AT1G09280	338.1145948	376.142403	213.7753386	247.7405884	328.6959295	318.4917453	365.6566636	228.6374508	276.5214094	336.7193098	437.4937476	398.4874939
AT1G09520	302.2586238	288.7280827	342.375327	336.4047056	293.8324345	366.5076557	435.2867719	180.7291801	338.9169109	330.773793	415.2986093	317.8707476
AT1G09580	305.6761622	275.319182	233.8986242	304.9000164	398.7429864	421.236583	215.6961851	442.1969727	358.7766984	302.4759357	217.3871622	160.991336
AT1G09645	234.2763776	197.4678346	244.3296081	207.5909113	169.4844822	311.7466555	177.3000629	371.5970199	404.1432872	176.9908264	229.5317051	226.9836072
AT1G09815	335.6668518	288.317331	313.7801517	292.0018293	265.7140088	347.7695584	345.943744	411.1980776	375.7202199	273.9472272	385.5203039	208.3535751
AT1G09840	380.0495976	463.3357683	389.3292814	484.4527396	419.9446764	249.7249937	430.138864	407.5470044	424.0619552	520.9712496	532.5686601	564.5740079
AT1G09870	348.2055739	264.0807094	321.4735117	358.3152923	261.4774856	240.3749194	427.1613905	231.2262364	183.2915991	284.9138097	319.6414975	222.9881594
AT1G09920	276.2941246	208.7696602	335.014216	313.9224303	183.5864808	269.2540262	241.553686	335.0402745	345.719235	148.4766789	128.2152362	246.6209196
AT1G09932	171.8265356	287.4908225	271.7751323	529.7759255	165.0814965	329.6964954	132.8195741	42.10060329	88.40192431	137.5798066	124.5897406	352.0714092
AT1G10290	410.2044417	401.2261937	464.098217	445.9467562	531.5950529	363.1456411	372.9124986	282.909986	318.4563057	621.066693	493.3557619	426.4253149
AT1G10380	241.2235455	369.7013775	128.0599952	159.3405088	209.7972949	157.502095	410.0664185	309.6360555	355.0013154	261.471206	127.1403234	239.2412593
AT1G10410	237.9777186	253.1271062	231.6088479	300.9638424	229.1988771	202.4248977	154.0343707	184.8681347	238.5393662	193.3910205	178.6320416	294.2356477
AT1G10430	306.911631	232.3708122	343.1708656	358.9130034	296.4419082	274.7186434	271.5911772	353.2603804	243.8685896	249.439114	189.910951	266.2576977
AT1G10470	162.7743737	146.9273226	217.7065789	243.5693643	247.7691178	147.852394	182.0204904	419.5964261	422.464549	210.4929706	208.90721	232.0646104
AT1G10500	218.2865592	208.4355083	321.1724288	255.1026107	231.3659886	358.4524563	223.9722768	318.2842972	381.9070344	215.9954769	234.8247667	268.2442594
AT1G10580	332.1784031	307.477971	255.0879245	273.6580816	251.3838324	281.5477114	337.6123597	159.6230079	259.6949484	287.2794562	307.2170372	199.2514115
AT1G10700	231.2351024	176.3361066	238.9835157	231.4309784	146.1150463	241.2668507	152.0920379	145.188198	160.9358178	161.7232997	119.6336388	183.8496023
AT1G10760	357.1642057	269.1417958	396.0979378	301.771382	195.5530698	504.908752	399.9472608	198.2835517	214.5887886	247.3672588	261.0818239	320.0950751
AT1G10865	296.9434997	315.0633213	362.4453818	315.9870858	351.067047	491.1702715	276.7594037	325.488774	374.4803034	301.9234967	349.3315563	437.9800473
AT1G10890	248.2478659	295.7040951	399.4397609	201.1785225	349.300656	328.0481705	341.6513694	290.3218842	358.7919546	263.149082	294.1722235	293.7364685
AT1G10940	275.0443046	328.3941819	327.135816	306.5193219	278.9579984	210.3019927	305.0796183	330.6325938	272.2482718	247.6980238	294.6183634	252.9233577
AT1G10990	408.0497557	403.6693329	373.7879141	451.189889	459.7477447	552.5303089	259.662146	70.11852207	220.2403964	247.2463541	123.0017187	315.9514531
AT1G11000	314.0578979	324.9243047	253.9607477	378.3195715	323.615564	314.9911249	198.8671454	174.6727022	173.8001807	312.4184214	292.3310734	227.3919785
AT1G11200	287.8539037	256.8892259	179.7117995	253.2292018	268.2570618	233.8980535	206.3053635	284.6527591	247.3287847	170.1663575	187.2604564	197.139975
AT1G11240	299.3530195	298.6772728	319.0742708	265.273925	421.4252623	453.9991776	392.7806182	435.0865813	371.1065972	380.2867395	416.23964	315.9192047
AT1G11400	361.8548036	382.3809401	426.1197121	322.5966767	392.684595	332.7138026	517.414275	465.3142835	444.7857225	376.8957997	507.4373881	421.8441704
AT1G11430	282.1405672	182.3572752	193.4181377	239.8400381	256.8739989	378.1484976	225.5305943	290.9710583	300.58186	261.9920271	333.1143223	201.2294997
AT1G11530	135.0190426	104.3511872	301.5560524	106.1374125	8.073293994	178.5376812	116.0777562	115.9166335	190.6049057	8.136474502	0	4.124826381
AT1G11890	372.1987967	302.9663822	275.9848483	344.7619698	367.1388741	501.0993568	303.8853238	390.144446	438.9816863	330.0447777	279.7550192	310.6312241
AT1G11930	226.0212639	201.1670566	294.9571578	297.4788741	194.709763	161.6419206	257.2396913	208.9282321	199.4093682	160.9762602	150.4419727	192.6753919
AT1G12120	372.5715986	432.8209975	380.596195	349.9313133	454.3832406	290.507037	376.7437174	428.3366622	288.2451945	437.8472271	394.68787	376.8154217
AT1G12160	404.6477061	395.8676477	330.3506069	398.8524314	379.8068299	310.2932965	502.3960384	250.378364	280.557832	461.525482	314.1612316	412.9162715
AT1G12270	577.8311025	358.3744396	444.5529025	526.9690627	489.3491008	355.5347214	537.2708539	305.477983	365.4992744	532.6112972	451.7677411	357.1920729
AT1G12360	273.2531323	309.8853746	350.6742883	373.7892102	243.9738712	215.5443314	267.1299993	321.457145	267.3009422	262.106746	323.4117693	321.0910404
AT1G12410	353.5797392	402.7979186	398.2428376	386.7869775	320.0456982	421.5620617	509.946771	371.2694923	388.6814738	288.5682285	386.8556649	349.8755603
AT1G12520	345.9585785	415.1083442	266.428427	318.3834598	310.6617121	340.8187167	287.5135067	204.0764756	354.0313542	219.5736273	249.4777816	280.4532432
AT1G12580	271.6404477	322.9810043	279.3774604	320.5432353	259.4529015	225.4134869	464.9869044	281.7180217	266.0193784	310.7668731	376.8500605	291.1311061
AT1G12640	353.2612752	256.2944093	302.0361267	355.510414	250.0524684	209.3114014	214.9164951	393.3016537	327.3538397	259.8325104	251.7730893	312.8006589
AT1G12650	309.5401501	315.2609724	334.1540281	282.2966144	349.4758274	401.2708593	325.0651304	436.9643436	376.3014733	374.2108437	483.1717134	290.3303436
AT1G12760	220.5212115	296.4803092	320.4562241	316.419759	167.5895542	204.1145622	262.3576662	276.0280427	256.7944094	179.3882011	138.5951369	254.2849046
AT1G12780	522.2881306	244.135285	289.0877774	116.1752091	38.31372265	120.2002711	259.8713384	418.5973964	674.9806636	116.5486521	92.8630465	177.5664653
AT1G12810	218.3766432	252.2163248	313.0178958	206.8145985	211.8826773	351.0369988	325.0455424	372.6849635	404.4418628	289.2721908	343.0648041	384.766803
AT1G12820	319.5567329	297.5070734	227.5567061	301.6578446	346.8265581	208.4184622	354.8739959	301.8248697	251.2339434	284.8416708	317.9465564	243.6456584
AT1G12830	198.7853545	194.4444199	199.0719569	178.2925841	257.5549182	297.2275222	206.4643599	320.3572279	243.5288175	275.0215408	277.8302722	199.1579485
AT1G12850	446.6989026	503.4672825	335.212437	370.8688002	439.63122	312.3184249	413.8193413	250.405473	458.4617398	462.3159167	348.0928723	372.6596651
AT1G13220	291.5164807	307.7366606	283.7284359	199.8255878	291.960637	291.4698426	306.2823542	262.8062314	284.002992	345.1496075	417.468831	262.3615292
AT1G13245	82.61932684	122.3033857	241.0476799	83.85147728	32.95836493	235.7749406	151.3735597	195.0831371	312.1445553	46.30627487	44.44975238	110.3805088
AT1G13320	427.0797956	360.3337549	333.8090515	378.3586402	409.0069269	222.2143773	422.4448492	331.3949861	261.8564252	350.7837825	342.0819095	346.0689222
AT1G13390	189.7600565	196.2221939	205.8990159	193.0988413	148.7911051	219.1982002	247.4023499	229.9837205	244.2931822	179.7760193	176.8633145	213.294429
AT1G13450	273.9149052	364.7424247	391.3139062	238.5826393	297.21819	246.9259797	297.1586343	394.6652318	387.4943436	300.6109297	255.7188035	349.1091549
AT1G13530	212.1079806	210.3685118	275.2313846	203.5596119	65.88816394	219.8891681	201.1142409	101.0996895	49.67310199	129.6554363	87.3844028	168.2386839
AT1G13730	421.6004245	338.7581762	360.1016833	384.4018312	410.3243438	498.5137604	320.5389456	371.452504	311.9441473	419.1911873	513.8517914	389.8948503
AT1G13980	233.5892892	227.9371447	217.0428166	228.2094597	291.6845926	224.9115473	315.5407049	180.740258	173.192285	312.7992215	364.8504283	379.2013599
AT1G13990	265.2436609	268.6999332	288.9308084	255.2558153	112.9627283	297.4765824	297.7351717	145.2690502	168.8581084	154.0666781	151.4622301	235.3043755
AT1G14000	366.7572451	410.3914	346.5574115	457.6559822	285.0152084	308.3697217	288.7719246	302.7599757	290.1744329	306.020706	274.9355773	360.2784272
AT1G14060	331.7083345	305.3720744	278.4398591	367.8902452	426.2855908	345.5907194	252.8792282	391.7772868	406.5662813	351.8218961	367.2112753	223.9581873
AT1G14080	360.8418221	159.7544004	268.023463	346.4065972	115.6167099	287.4041941	141.2824364	149.8114196	215.0367128	223.4176315	39.28170624	162.0769511
AT1G14220	172.7092135	154.5750716	104.3811696	213.2223917	94.82320369	127.5914554	125.2771683	289.9311331	436.1412206	114.4266314	17.80274091	54.68735086
AT1G14300	294.6449246	315.914491	289.8354906	342.7378689	543.3086135	221.1357206	344.3527457	358.9669444	335.4498394	384.4994475	401.2782017	293.2714643
AT1G14330	306.0967658	287.5293915	275.3372941	332.4566947	242.6429365	197.4050618	238.86613	193.9042794	182.3397803	214.4351001	232.214687	257.0678933
AT1G14360	273.510126	171.6935199	223.4380004	271.4388559	211.7738468	276.9800766	142.6392944	177.8409053	180.8189169	220.3615838	135.5724411	203.3404743
AT1G14380	372.4102199	379.0319394	317.9008287	276.3102259	279.4600899	196.1168429	350.498604	243.8958338	256.4653745	309.1600917	289.0970908	280.4873761
AT1G14453	163.2350181	202.7901916	179.24659	175.6702939	280.0240263	315.1393616	206.2763997	336.6753182	420.5869753	240.9068921	208.4430293	234.890019
AT1G14650	378.3969963	281.9157906	343.9235914	314.470842	287.8928626	338.3908727	412.7765456	176.2587428	230.0186119	349.9210237	485.8168049	263.1765418
AT1G14690	338.0319619	257.37306	289.6355957	218.2803159	210.4420904	207.200359	288.6274674	256.8032454	204.9017902	245.9465724	250.3426918	280.9436627
AT1G14730	144.8291228	218.970038	236.3335024	123.0839998	228.6175202	299.5119358	362.2515746	289.9470273	345.1339729	348.6640982	468.6846003	235.2996848
AT1G14740	330.4174102	363.2259768	465.6808128	367.4949766	243.2997434	203.5284865	385.5019275	344.1308329	324.6075047	262.9050468	446.721592	386.1377624
AT1G14810	398.7179968	374.6088788	367.5041216	398.7448483	587.421393	460.2069076	428.8421644	381.7809196	439.1212719	580.5245049	613.8022977	438.620358
AT1G15010	24.45069397	30.84319367	224.0517693	16.76931129	3.363176798	230.7423926	96.86559333	7.672601873	10.50674731	13.0000268	0	8.252510361
AT1G15020	244.5646403	295.7743899	245.3019907	319.2828603	163.9927679	168.1074005	227.379419	212.8114454	204.0776613	182.6631841	259.9997593	307.4545187
AT1G15110	253.9837811	265.5311445	252.8036131	336.4877057	200.9878431	207.9673731	289.4310008	105.2176446	213.6850962	149.5215097	147.2446399	273.8434714
