$RNA_seq	FLT_Light_Rep1	FLT_Light_Rep2	FLT_Light_Rep3	FLT_Dark_Rep1	FLT_Dark_Rep2	FLT_Dark_Rep3	GC_Light_Rep1	GC_Light_Rep2	GC_Light_Rep3	GC_Dark_Rep1	GC_Dark_Rep2	GC_Dark_Rep3
AT1G74510	432.785778	506.3721943	363.3161008	411.4451469	399.9435044	184.921564	365.9157691	377.8797413	305.5466475	498.6160223	315.4373206	340.5643003
AT1G74790	296.7832411	253.2678772	370.1169118	560.6965872	213.0544135	346.9131433	227.3061784	87.97787436	91.23346068	207.0840838	191.2011697	266.3739876
AT1G74950	117.2724784	104.7808796	220.9458073	124.7988785	80.86734735	279.5517787	116.7506291	127.7725232	159.9326203	99.09842286	106.7518245	108.6241471
AT1G74960	374.7862143	360.0292858	276.4747563	426.3574902	472.22174	296.1433185	367.0526758	485.156854	317.7083106	503.6919147	533.1258255	310.3523928
AT1G75080	305.252022	346.5276991	184.1029431	321.0135192	248.0491065	311.6032791	290.2031331	176.9769812	270.5875498	224.0876108	263.0146375	352.1195608
AT1G75170	179.3933273	211.9590705	281.1774762	219.2899302	258.7733102	197.3942478	267.651357	225.2238024	256.6153939	276.3708075	185.6263986	274.5241001
AT1G75180	392.0880958	370.2642119	366.5086729	345.3391918	370.0046397	375.7279033	419.4132686	337.2584265	226.7873912	369.5397164	339.7859805	404.5257593
AT1G75190	239.1192685	222.3355187	252.5289987	204.2170885	170.1148546	377.4630262	216.3745492	171.7051843	117.1844882	204.310308	265.5637428	258.0097822
AT1G75220	492.7538324	390.8373973	479.4217874	408.0605761	289.687598	289.6397215	289.8217878	296.0950054	320.2149947	319.6012623	209.0140822	387.1561742
AT1G75280	150.591712	332.6263973	173.269466	94.4629349	155.957828	259.2184504	158.8263114	480.6805196	520.8207727	422.6844354	167.7796836	982.7307668
AT1G75400	358.2763459	344.0315029	280.9927029	272.9454877	243.9961732	254.4400415	331.7200111	292.6576241	256.4485522	256.5597369	237.5246823	263.2542084
AT1G75440	143.2488879	168.8339238	271.8492122	274.7084483	153.3390638	403.4899418	128.9424431	333.9302597	362.1646384	161.5408154	185.0818594	275.4840383
AT1G75510	366.2230452	286.5702807	281.6786255	376.9846839	207.0909091	408.5262838	271.1756624	218.7340656	284.0767692	301.5575423	240.6519746	246.6642736
AT1G75710	309.5760589	250.6260412	251.0046774	319.7872342	326.0260238	201.2061879	257.6579719	174.252553	196.9386044	291.4767848	444.4892982	220.9119368
AT1G75760	315.1868292	308.691436	280.9364367	320.7233738	318.4391693	290.0924514	278.1500115	360.9268044	350.3905342	314.5801916	189.7805956	348.152732
AT1G75780	525.7428252	413.7158139	380.5649757	479.3484094	486.0050921	257.3066575	294.8471278	606.1591714	489.2680209	406.4100848	142.8230244	336.5349142
AT1G75990	391.9901461	357.1584863	321.4571991	382.7811229	358.2848748	323.3938666	298.2977449	335.6919787	294.4172474	318.9705659	312.4305705	271.4997191
AT1G76160	491.9345193	499.5878328	396.8117896	375.8540485	547.7926576	354.7411142	573.7480092	258.5531037	319.1088818	510.5875179	132.1868799	522.3968377
AT1G76240	279.485554	357.4688255	369.1094945	358.1190508	327.4380543	344.6799973	127.236229	155.0957823	282.0424937	179.1284074	37.44029156	183.7126136
AT1G76340	324.6725242	290.6668346	206.4835935	326.812484	305.8462382	236.3343841	234.0214699	267.3392153	270.1227672	387.7410595	258.9035606	296.2810408
AT1G76500	243.9607729	262.8203684	223.4746082	280.6000941	340.8154201	223.2252561	308.8538271	154.8876245	339.8715356	324.6756028	446.2699366	300.398479
AT1G76550	352.3448633	203.162406	302.8719798	307.9613143	340.7746938	206.4280342	267.4127026	326.4158343	233.2313474	459.6137588	289.3792056	243.6471763
AT1G76560	118.8824988	132.1731012	256.4020411	212.4069029	90.80646677	310.2815879	150.6123991	203.2983353	283.6526086	109.6928387	56.88318327	139.2596762
AT1G76590	160.7381296	162.8368643	407.2094837	146.9137325	46.38841432	317.986415	125.2357622	82.48044085	171.3081157	44.55768705	67.787486	105.2831997
AT1G76660	209.9039126	229.3407223	229.6342515	223.7455046	215.2221611	240.2897189	189.2292695	195.9544414	253.9474994	192.9131224	206.2672429	198.5667034
AT1G76760	144.0734968	126.9491633	163.4449471	173.3672945	157.3688215	274.0740419	173.5314545	276.3905304	290.6997639	152.583428	158.4243962	152.7088784
AT1G76900	318.5380091	355.8673853	285.6057004	368.2482685	261.3013143	180.8620293	366.7661623	287.9827476	368.8292749	263.6984644	237.6838827	276.7635939
AT1G76920	294.4307333	318.2823046	338.4529066	397.4623051	326.6972212	263.2772733	291.4725482	306.5681017	315.53603	279.3274698	278.480269	366.4670872
AT1G76980	104.5188992	185.8746816	262.0093591	214.855707	69.40893312	177.4361327	114.7705794	98.34639058	93.96704552	61.80666893	82.72274117	129.9039994
AT1G77080	275.3152287	311.6220326	263.5077148	255.3303155	367.9280264	218.8428426	367.2327907	417.3405454	415.8040469	314.3899337	390.2149589	363.502251
AT1G77130	206.0367127	311.9094257	360.3608984	324.0485046	250.7124444	143.2749043	221.6260193	226.8238712	216.2288795	207.1680274	148.247566	217.8338924
AT1G77380	338.9742011	293.9885386	337.6603352	160.9561522	26.88764553	190.2651369	246.1681913	84.59020807	216.0926776	101.9957434	28.56827959	161.044413
AT1G77470	255.7776177	248.2932635	225.8891124	255.3851208	285.0344953	265.1539124	305.688604	172.8499508	202.1250568	282.6407861	280.1808613	248.7730387
AT1G77510	389.4427365	197.4702184	206.4827408	352.7034222	234.5948763	343.4764206	186.3625311	120.1040499	188.5499938	156.232143	135.6987693	99.10419199
AT1G77540	168.895085	189.5806357	260.2140478	203.7788338	233.4941836	384.9540068	217.3339298	399.9446455	359.2996269	266.3725918	297.6916416	246.3818372
AT1G77670	349.9669511	260.5822053	217.8043353	299.4884855	475.9354959	236.2207205	334.071436	305.224475	248.7933364	353.028653	290.954128	257.0401039
AT1G77750	289.7039082	300.6650084	264.6419109	279.7074227	373.2010412	337.2965237	242.9205157	573.7295993	533.7702628	424.9890577	381.25166	254.8953511
AT1G77840	480.2279916	383.976408	327.9589205	418.5148021	367.675416	267.4577819	339.5291554	277.7913921	276.5770202	361.7771556	369.6770681	341.7137012
AT1G77920	278.4093986	213.0110423	360.3349056	335.9111262	162.6695982	218.3121177	173.3432453	164.0232539	177.9663952	131.1347138	141.0591338	260.1495802
AT1G78100	281.0287095	412.302071	206.4547251	291.7624698	232.6013653	336.1621439	416.0746656	342.4262023	427.4813112	204.9055383	224.8444378	237.4159191
AT1G78290	199.8361741	180.6567534	463.7749622	143.2630195	15.38680604	235.2022849	237.6532564	96.5774941	220.2128647	21.30241329	20.64936393	135.2263313
AT1G78420	230.7027725	179.355876	264.1442588	237.3672834	99.23283965	305.798685	177.0737057	177.2455394	162.8081248	184.8248731	202.9314667	191.5463411
AT1G78560	393.7566451	366.9145766	359.4818579	412.1186299	485.3630143	217.1356745	401.1748536	410.2226378	342.8900416	341.752027	412.2523089	331.3547697
AT1G78630	321.4853973	212.6671794	279.295321	295.9209872	346.9075834	353.9565391	385.345551	409.7770364	499.0721562	309.4871213	390.6499941	264.2380218
AT1G78680	195.3485806	215.2639369	397.5513185	276.0955142	150.6417956	247.2388582	197.1337916	272.5791319	308.5749595	163.8627972	135.4689372	166.2181058
AT1G78700	462.7323773	422.381587	323.0525258	517.0832259	325.3646445	370.2666084	440.1527472	247.7159141	397.9671475	336.8750765	308.761836	298.3253493
AT1G78880	548.2885041	465.140961	423.5319126	337.3541478	448.3194635	246.4993103	439.6792252	345.7826668	391.1700716	417.5477825	342.957479	458.3849791
AT1G78895	116.316369	91.51243549	174.7374979	131.3886993	70.62100864	293.6615278	163.454227	251.5996298	192.4771301	94.20521038	160.0846749	154.7526501
AT1G78920	445.6239829	358.6166367	401.4349747	397.6803492	445.4508979	188.6941675	410.6522543	230.3436193	244.0624838	366.8047443	340.4181701	371.6382254
AT1G79040	42.15439365	33.05096065	98.6820427	85.94542847	2.690507257	95.49262759	264.0951034	381.7870132	445.5585131	1.624883499	7.11142481	7.221057841
AT1G79150	368.2363784	326.6079241	336.1054404	331.1032961	544.3929062	606.6424947	371.5756795	376.5350471	331.0164751	429.5192374	407.4388414	303.5445667
AT1G79180	128.4005755	245.1264037	351.9381735	307.3951229	254.1514186	285.1743577	244.7932143	204.6247779	240.1312185	357.672476	281.3025302	514.4711819
AT1G79280	376.5539723	408.2564343	465.0922664	388.7871664	509.304497	373.4937143	326.3970806	322.8163204	266.7184925	463.8795431	629.52052	485.2678501
AT1G79380	234.6879829	224.0597805	310.9316545	338.6960248	158.6399181	201.248412	134.4022603	209.1669368	234.0557335	144.9116851	107.1201758	155.8803172
AT1G79440	469.2718833	380.6997761	495.5920467	523.5084168	425.4753905	330.6097477	335.9603671	218.3992582	154.7382219	379.5542767	203.6074865	346.8799459
AT1G79500	275.35016	235.5653336	286.7615439	391.3476903	287.141283	287.0234562	237.2880647	289.1364135	248.8237797	227.0521389	250.5916333	227.372634
AT1G79590	243.5132045	220.5876262	325.5235921	316.6259944	209.2325644	351.0987287	262.4668065	303.9906654	385.6282918	186.5925739	235.9945462	256.2410621
AT1G79650	502.8957751	414.7102621	325.6955401	552.0033305	508.4268523	399.3830884	377.1928667	458.2989601	455.8605546	514.2127834	460.8233095	405.9195974
AT1G79690	278.6834122	353.8306302	268.2170284	322.2001698	340.7677689	292.3381681	294.2028073	244.8208741	204.4458181	279.43703	253.3610616	246.3338576
AT1G79870	330.4932833	333.4379913	332.6521176	323.168413	278.3571088	326.4570017	275.2688746	245.8679558	417.0154247	260.1905107	237.3473041	264.2828975
AT1G79920	300.169599	228.7425251	234.0355739	298.1649476	415.8007929	195.4426795	259.7406088	133.8381922	171.7840092	369.7303733	275.1182067	226.0918002
AT1G79940	578.8170191	490.4723663	436.6831353	516.098301	346.0171902	245.950924	420.6754409	201.1515745	247.2845242	460.064237	246.3344491	273.3021519
AT1G79970	296.765772	286.2106182	358.8426996	355.5510491	246.4390443	278.1212904	296.3174836	164.529401	305.2380514	197.7560903	278.8439146	256.625127
AT1G79985	346.7520969	328.4642742	368.1602151	369.1412462	435.1792005	442.9933255	387.3484969	493.8549227	518.2892458	389.6514506	335.1816106	463.8995309
AT1G79990	399.2982847	442.2747835	323.1591666	324.8218045	438.1856552	320.9608305	291.0118926	287.3744774	237.7348329	470.6921739	446.8336791	395.442665
AT1G80050	206.8489529	356.0347151	194.46317	106.6908982	91.98064823	324.7045356	260.4497044	136.7690146	156.4610058	168.1278771	94.10096563	304.460918
AT1G80160	178.567905	45.498191	110.5987015	21.23823215	1.319286765	88.24920536	89.03375395	291.5368422	292.8589085	8.745967937	25.21659568	14.40213133
AT1G80270	321.2044612	266.9445436	232.2766784	299.5984374	353.3600848	350.1963305	198.928111	227.8780945	264.1410069	357.1614508	440.9497561	157.8769415
AT1G80370	276.7446641	254.0139019	235.628629	236.5284652	228.5485036	275.3456376	290.4681215	151.7152156	219.2341744	334.345374	424.9157031	292.1471517
AT1G80440	45.42735062	35.48590624	294.726918	57.37943888	18.14995458	179.1789261	40.77664447	60.663391	185.2858872	17.81273151	30.34615223	112.520276
AT1G80530	455.8207839	376.2489959	375.7414217	401.7272624	300.4551543	403.7331473	546.4047935	205.4677083	328.542564	417.5973367	383.9896288	458.375828
AT1G80560	398.0295231	296.9353929	292.2608187	398.0841304	332.1070178	300.0481539	321.6344378	252.6709415	243.274352	355.6112482	253.3440262	331.3392809
AT1G80600	285.1809238	262.8225152	246.955926	315.5881769	272.9209886	204.2076676	291.4971575	194.9024884	235.0535522	307.6712877	310.6054307	228.1378527
AT1G80620	349.0658282	335.0412229	224.2976518	366.7012947	445.6619791	401.5656027	322.4343847	238.9241278	261.6463246	463.8338737	421.3861491	289.0544949
AT1G80670	385.3357506	325.9178365	393.4900295	356.847079	412.0856345	443.300361	429.7774478	397.3530391	504.8422087	410.576247	399.7732687	350.9695143
AT1G80680	314.3530098	249.0157344	223.5514701	198.8298007	317.8736217	306.0307279	291.6234083	259.0374668	230.4091858	322.6240698	393.3079142	284.9773776
AT1G80690	217.9703049	258.0423154	147.4238108	136.3513112	377.0291594	138.048106	294.3654726	308.5806669	327.4703681	416.0409648	406.3362138	294.2082415
AT1G80790	397.3216182	393.4764414	410.021833	407.3599712	381.7518525	468.3178868	455.9159805	358.4665802	323.9463829	399.6595176	518.8898271	438.5111603
AT1G80950	353.7037704	315.8074443	235.201401	378.928408	234.4998749	213.641334	240.1661068	203.6095058	276.7381542	331.1615174	240.6530421	340.6003261
AT2G01008	328.9693176	775.9699286	197.5537451	483.4895378	456.4552722	234.1514251	368.1590516	290.9061244	710.1396315	436.4978533	324.8093822	173.419697
AT2G01020	87.6815732	146.9982918	163.1684492	61.38687369	189.6843493	425.8123193	188.070807	366.6872888	503.4949127	400.6610758	404.0271477	216.3862866
AT2G01090	208.5321104	232.9519698	225.3312594	181.2527662	312.0513043	411.3387377	312.6704114	378.6979739	326.3267969	306.8551208	348.5866958	317.3289387
AT2G01170	342.2888006	315.8732268	367.6905224	355.027006	156.5415396	305.8003539	281.6931897	83.12675404	205.7347816	146.950285	96.6081214	190.2123445
AT2G01180	86.48907153	122.1964025	222.3721729	162.4968991	72.21260593	313.2777913	109.246912	72.83719736	153.3381827	95.16943029	25.8890908	79.82573576
AT2G01220	333.6304652	303.7435701	295.2462442	361.29307	297.0368187	269.8758248	342.1275228	388.6571083	277.2223761	322.5490597	336.0964959	339.1063605
AT2G01270	380.5693825	456.0110912	337.3923216	416.343365	433.4925145	246.4822153	367.492955	231.560059	404.6172889	420.5919067	390.705367	490.8645961
AT2G01350	420.8420469	319.5595002	425.3773481	424.2809748	270.4844326	337.4844042	405.8199381	336.3558066	331.9303666	275.3377869	246.3083457	298.3428066
AT2G01420	593.1815781	462.641525	467.4550632	422.0534913	309.1713631	392.1242994	674.1919698	378.9471221	374.6948286	456.7048347	549.3238032	376.038091
AT2G01600	410.3644053	337.5028083	438.1132402	383.5539201	339.429422	383.8056228	421.4311154	253.3856951	502.5229315	421.5762414	457.2980266	428.4483993
AT2G01690	254.8016539	323.2527547	232.3969566	289.0528405	198.2240623	211.7993108	221.142087	201.8504221	215.3622235	274.2979233	223.3497043	282.8420591
AT2G01710	313.5817059	329.7869871	285.3103857	287.6587958	303.7515939	293.7975988	342.8066737	378.8483519	310.7579803	278.0104802	318.7290591	246.4706075
AT2G01910	234.6493729	227.1251216	313.9612582	209.8643386	247.6342225	205.7614199	278.2074666	264.8742896	258.3821759	210.858238	260.0668004	324.9284833
AT2G02180	170.7953845	206.1842908	300.3784265	242.0941209	160.6670404	154.0982153	178.0052997	252.8462316	274.1044814	187.8813178	167.7576914	177.5485719
AT2G02470	338.0020045	318.8930471	349.9945427	321.65952	430.8818973	443.425639	338.6542827	589.7355594	449.1756691	322.4783291	458.6962294	392.006988
AT2G02570	243.8396386	212.5082696	268.4911501	208.8694019	203.2044771	245.4135353	234.4365576	278.8158372	228.0182105	238.5296514	226.1249247	165.6173547
AT2G02780	354.3738901	287.6405818	200.0952863	249.5387628	220.4718492	282.8177808	218.0067535	217.6583665	137.7966984	309.7290012	219.2877178	345.9112298
AT2G02800	253.2045218	256.1994644	321.1523429	288.1496604	220.1606257	318.4553127	293.8283661	165.613295	221.561498	251.3504624	170.6908273	353.7412393
AT2G02820	296.2643836	307.1772612	290.7150879	231.6501663	359.9848675	113.8445425	240.4767345	323.3163691	321.1959073	354.6779224	391.4575698	367.1829703
AT2G03240	458.1039608	395.7022339	390.3977319	380.1463134	385.083489	575.8629902	475.546357	213.6642769	220.8177197	400.2784478	396.849908	448.1112229
AT2G03350	300.03173	272.4193903	310.6590801	269.0852002	325.5245977	351.5068211	299.4604538	453.4561989	418.7644909	268.7664749	227.7190478	261.0244155
AT2G03470	311.6714982	227.8456026	380.0311962	310.469499	243.0888842	225.2900436	217.5205051	331.0794308	289.5283384	245.1793715	274.5261054	259.1395129
AT2G03690	312.3626866	299.788429	348.0407543	346.1956015	334.8481636	524.2922738	400.4000905	462.4307909	424.4346939	346.9894333	376.0842922	343.6717047
AT2G03830	252.1445315	198.1497053	201.3799529	184.4359057	163.4598318	448.2690097	328.0561743	172.4760035	161.6840863	281.2151975	357.1746191	235.179989
AT2G04025	336.634873	402.9567329	280.9552553	257.277351	191.7229734	360.3550687	326.5588413	294.2673511	264.2437554	378.4064853	551.6411125	196.4815951
AT2G04030	432.780369	364.2018613	510.8080203	409.3155236	673.1309257	424.9450557	411.1684763	437.131852	369.0294918	523.1217743	482.2649443	321.9817953
AT2G04160	657.4933585	386.5165704	324.7575754	667.7782056	172.7311681	353.8874479	256.7666458	188.8592771	162.2864123	244.3118324	214.4142315	368.5829996
AT2G04240	225.5448786	224.163174	257.5303724	156.0042077	211.618058	405.1633755	259.1322046	431.0980728	348.1131153	222.4832688	260.4019856	250.5908666
AT2G04280	525.6544292	411.6961085	385.449739	545.1823555	473.8808468	168.2785097	332.643933	317.1728311	282.9159163	548.7533398	291.0878762	361.3267242
AT2G04755	423.1226196	341.6094213	345.7457133	471.6476296	370.3869075	123.1429039	352.9751431	227.2186237	202.2655479	422.6091562	241.0090381	305.5645068
AT2G05250	0	127.763905	266.457294	152.603737	155.2515453	158.4398013	95.03902321	153.9936438	200.5360621	105.960125	0	0
AT2G05630	209.9026248	192.8851184	284.6548147	199.1680635	153.3558582	417.9637306	249.7708928	270.6815242	329.0857238	199.8191257	248.9720061	239.34244
AT2G05830	350.595182	328.6189824	263.9328303	273.4449455	424.4722531	326.633399	328.5891145	402.9673939	408.25275	499.9502457	374.2632934	527.5759286
AT2G05940	24.39021793	59.92446005	260.7460507	64.38633726	19.49293447	326.5458754	85.7564359	40.69729691	25.43115102	53.4179658	25.0016774	113.560009
AT2G06010	202.916962	191.3567322	225.0086187	227.9940627	280.3878682	260.6204881	258.273553	310.5976469	256.528733	265.1218121	267.3402961	369.4686769
AT2G06025	228.1047664	240.5365103	358.9025307	207.2934792	168.4166196	201.9878003	248.4813862	281.452476	251.505155	217.5289143	185.4722592	206.1990452
AT2G06050	408.5234253	310.970838	359.4489288	399.6999965	278.7114511	326.3171128	440.8282909	258.429769	311.3358224	338.8254569	332.8708935	291.6706204
AT2G06530	302.7958923	271.4624735	329.180348	278.4835274	196.6793548	401.2829283	165.2021886	286.5245433	315.1310318	186.8017457	170.6288705	257.9578117
AT2G07050	404.5665444	495.7822635	450.9168549	442.6358259	493.8797382	332.1083292	370.7750315	389.0977714	324.8648129	585.4302243	497.0782922	518.5597124
AT2G07175	180.3503357	216.1921027	219.2446057	183.1217276	240.7784837	248.9660568	255.4953497	260.7088877	380.929269	263.0692102	218.8371425	173.3303245
AT2G07360	306.1377859	302.0134631	313.4219262	249.7067376	360.4967926	190.3897959	331.5301307	182.7300031	179.2022614	517.8489228	346.1345677	357.5555833
AT2G07725	255.755096	389.1659573	247.7585061	297.3822019	396.6176307	149.1231198	330.6843468	152.9106665	184.188939	289.0800527	503.3335574	449.0411335
AT2G08340	392.450583	449.0497821	388.032201	410.5325318	236.8260785	331.1309545	353.0338642	295.3269314	316.1093554	257.9884521	260.7839562	464.0185748
AT2G12646	384.9464261	307.819851	234.1150059	330.8910224	406.015644	488.5334144	458.4118026	247.7647769	339.236169	392.2898956	433.9392334	409.2745662
AT2G13550	131.0319198	171.4663286	120.8616339	133.4026968	245.731858	158.3461728	174.595677	148.4167234	172.0882127	290.9659656	429.6908777	271.5388114
AT2G14045	255.608119	244.1315359	273.1345856	228.9249815	332.5602373	278.0309773	270.2761195	447.3078621	348.658238	266.8820387	242.0748575	356.2388934
AT2G14100	521.5346343	415.9392903	534.4113408	445.0604065	307.8700393	339.4085506	488.2185871	197.5377291	176.8591484	387.7871069	266.0099047	388.1511509
AT2G14720	508.1081118	322.369028	348.2009954	450.0406452	357.5572057	294.9476935	329.8333537	267.1621983	321.516992	387.9099992	373.4775927	339.7080794
AT2G14750	218.7471621	187.3532614	271.2340839	195.2176444	150.5821814	261.184916	190.1304885	239.970581	281.5365236	268.8540359	160.6263087	208.517814
AT2G14820	319.5353975	257.6485936	268.5327851	319.5642064	242.0320338	319.2617425	397.1934265	149.6127446	145.0318432	282.0336993	167.6197144	210.8572013
AT2G15270	152.7873957	180.1777897	170.7445761	158.5012589	148.0116832	265.9160081	209.7240257	317.3183458	226.7722051	185.1248284	194.2804103	163.3500037
AT2G15292	266.8451425	378.5512101	234.7457918	232.9245382	460.5582909	237.812361	293.5943041	295.4495729	324.3500323	416.5834788	349.4738921	397.3617575
AT2G15620	469.2545543	547.2441867	287.4800419	254.7609762	248.6952352	184.3586438	289.1346876	337.3409317	332.8335257	293.7533594	394.7381699	370.6282732
AT2G15830	64.93572467	26.41728971	130.2074577	71.95634134	24.216497	216.6588097	24.69758147	136.6839925	190.0092459	43.8913983	55.08318248	54.66844172
AT2G15880	105.9358513	79.97529861	189.5114949	98.69838265	29.57238855	231.5984216	113.2337684	60.80393823	71.07310352	28.31305685	50.03241249	73.3041409
AT2G16060	366.4170153	448.5040418	335.0184137	387.3409973	290.5083803	570.4635551	204.7591414	160.4777647	172.8754973	189.8475345	169.1812636	435.4599449
AT2G16280	437.3082877	354.0757785	261.5639149	357.6403343	335.4049155	269.5071987	289.1775547	290.7842215	238.4772095	431.3392815	228.6173966	201.3149772
AT2G16460	203.59661	273.2750674	157.5395753	213.6509532	224.6173536	248.7418704	168.0739402	316.0899187	301.3627737	224.4598301	146.1314365	201.0248045
AT2G16500	337.9621504	487.7235365	288.3245054	370.3088695	376.3674942	209.5812325	244.5109328	186.9915915	219.6340687	359.132544	255.5534782	310.7737051
AT2G16640	276.5442059	218.8166717	273.3542792	243.9840666	251.982095	233.2596368	352.3029549	203.0219131	190.0145944	294.4633	364.9416737	336.2821296
AT2G16710	186.1136828	218.4589245	346.211646	258.1072638	185.0107346	367.6479968	221.0632168	254.3335179	231.6586003	166.6869226	231.1375937	190.8718441
AT2G16780	447.6052227	393.5147911	295.5195747	414.2168493	393.9376963	344.2118289	433.3130923	389.5771565	252.9314634	420.3086169	533.6047528	323.0964025
AT2G16800	322.2993925	264.7926326	212.9199368	295.9367475	255.4680876	393.0463925	252.1167312	196.5813332	265.4728744	283.5236265	258.689348	270.4377484
AT2G17070	194.5013194	188.0264307	206.3907952	234.9844911	141.2033807	294.5530014	171.04323	83.5902883	81.28093327	165.4026338	51.68375892	136.2277764
AT2G17120	308.8351881	245.9580102	248.5415232	396.6811722	310.5954117	367.0433232	258.2023075	201.7375648	327.8748648	285.953829	303.2909597	267.341133
AT2G17200	518.0726411	395.0776751	464.0017511	554.9880921	408.0050307	338.5825486	437.3944881	354.673176	385.7284142	381.1995063	471.474891	456.306905
AT2G17240	223.357615	248.0868212	247.5463152	246.7054748	317.4566754	386.2559485	316.3309231	256.0968242	339.7446376	301.2869192	325.5142929	334.2670302
AT2G17250	282.5823407	312.9634483	180.5807946	262.4485845	379.7728992	248.4340414	208.7238231	208.6773707	241.6178049	367.435201	308.9641537	219.8950639
AT2G17265	318.1076806	253.6764835	234.7736067	298.0263626	278.3298801	291.9935586	315.6833333	263.5586938	348.9695996	389.6727626	362.1326675	329.2687413
AT2G17290	472.0856797	294.4947516	448.1938776	353.0481289	361.166659	248.7646617	287.5652914	181.8301126	244.088158	358.7015026	268.1908884	432.9240857
AT2G17340	243.9675848	186.288028	194.3234912	204.3237987	198.9787412	194.1809112	161.3965736	301.3515124	231.8534603	223.4771941	103.5295101	175.4891805
AT2G17630	342.464995	345.7610849	206.4511862	319.0416814	371.0910735	251.0927375	277.1664196	206.3246275	203.1319572	371.7690272	114.1984571	174.4471062
AT2G17790	290.051514	343.2638727	291.5604402	207.2011116	311.1784608	198.5332515	370.7302856	174.6756961	169.7476391	325.9856533	173.3378309	265.3428509
AT2G17800	400.6931117	414.7881687	314.0081327	393.5288134	534.9768504	373.3132701	460.1848537	458.8357671	481.2845444	510.6576543	541.1933582	476.4001464
AT2G17980	393.5478196	377.4658057	301.2529698	304.4626842	299.7736993	154.3221868	269.1345726	243.6857964	251.2580614	335.8066402	275.091367	180.6708189
AT2G17990	343.9379963	326.9165981	322.9244072	288.8953726	336.6804418	240.6665459	312.5522398	341.0326141	339.6377885	328.2566203	346.62999	331.7190644
AT2G18050	220.3895426	220.3833558	294.5512534	37.95235665	0	64.82128614	376.2320511	296.1889827	409.1680225	6.961899471	10.72557017	7.017206519
AT2G18090	178.809764	354.517545	288.4000786	211.1313634	200.9242863	266.4519339	251.675441	157.7247694	193.5118637	305.8005316	257.6915361	310.0000298
AT2G18196	279.5498607	189.8369093	270.3157164	102.2362313	112.2156691	327.8504258	314.8063031	438.6812266	556.3732067	130.5456893	152.0094256	295.269875
AT2G18230	260.2507726	214.3888291	225.7862513	232.8430483	229.3056331	313.2676559	320.8764853	242.1246598	349.0610767	328.5192189	441.7529166	334.3473822
AT2G18370	127.2349707	0	83.33698266	20.27149345	4.035204662	944.5449557	0.876987055	5.128153714	3.158730437	21.10486157	480.5270438	60.87530201
AT2G18630	331.2238257	254.0133728	272.1401182	238.970743	263.5429937	209.3246331	258.196145	270.7211393	177.0310387	238.8567453	311.1928646	303.9603772
AT2G18670	218.0610651	245.5947253	294.6226548	245.4866656	59.16968878	318.5844269	132.5804354	124.1377086	110.8658176	81.8809863	146.1602336	124.8783126
AT2G18690	102.2023038	57.0260405	319.0472183	169.3105819	46.75051306	319.9371037	0	27.30551523	29.64953023	13.04153944	4.80823389	56.76955212
AT2G18710	257.3962699	290.623405	264.779198	269.4194618	266.19131	305.3882735	299.9945967	317.6410231	276.4310412	220.1964105	271.3775251	247.7576915
AT2G18910	273.772537	171.2027607	156.1766293	252.3930148	336.9133019	410.837564	265.2198793	300.9972091	333.047625	362.6840387	416.6837596	234.2367323
AT2G19080	408.769813	303.6600983	351.7612746	412.912274	384.1803151	373.01991	451.6060753	446.0992657	410.8395654	381.4313233	373.0123892	327.6481622
AT2G19110	335.4526907	489.1176043	503.748086	253.0983477	186.7181442	274.9800932	247.2358445	284.9645978	245.1016202	230.0486116	286.957231	500.1789548
AT2G19270	272.7032354	322.2204231	330.2813903	285.4078034	273.6355133	394.8298076	290.7393385	352.9203616	335.0584405	290.9026678	256.8151296	319.9655638
AT2G19340	243.4693154	211.0115853	212.6917892	181.7029719	284.9107334	296.9234662	257.0546378	265.6521998	394.2071911	303.9790947	271.0980639	243.0371711
AT2G19350	173.7148316	183.8498738	225.6485639	157.8903828	169.5129471	271.3624908	194.8673153	390.3392306	343.339751	188.5578152	195.475922	263.0319051
AT2G19570	213.7593211	211.5688752	304.3934052	274.2366842	145.2164804	197.9840944	168.7351425	155.9310637	189.2763786	149.0688247	80.27272462	191.9862725
AT2G19572	225.4905066	254.9362841	285.8011006	290.3675367	140.500934	235.1296668	153.7231092	178.0021413	196.8269918	162.7842899	92.79703867	209.5468065
AT2G19600	331.2935235	313.1461193	228.376481	297.4775201	332.7000822	284.6566748	308.7838648	257.3422083	205.7252907	334.1467303	330.5130216	269.4631854
AT2G19640	369.1435181	255.0235312	223.8582897	256.405935	360.9455539	382.2609518	360.9780927	161.6931862	143.3840515	328.5267091	333.2004229	216.227937
AT2G19680	240.05971	274.5137399	244.2981636	260.1332203	318.1342658	279.9449406	242.0456389	458.6647488	396.7701467	304.3966603	293.4622442	224.8077657
AT2G19800	75.7203361	60.97257081	190.2685121	81.86535527	68.56871698	99.06954048	19.10013563	247.0643086	517.5577522	62.354912	24.98621814	125.9364257
AT2G19810	429.8765205	276.1262203	445.3294853	484.9267898	211.7493477	355.3567249	477.1676478	291.7027964	338.8106154	200.7974722	365.9401229	219.8791855
AT2G19880	315.2878209	240.2186859	273.8950227	311.9967171	283.594857	164.5320026	345.4952283	171.3674037	213.2131803	284.0972463	190.4409935	227.4630959
