RNA_seq,FLT_Light_Rep1,FLT_Light_Rep2,FLT_Light_Rep3,FLT_Dark_Rep1,FLT_Dark_Rep2,FLT_Dark_Rep3,GC_Light_Rep1,GC_Light_Rep2,GC_Light_Rep3,GC_Dark_Rep1,GC_Dark_Rep2,GC_Dark_Rep3
AT1G04960,247.810152,240.8089342,333.9199463,298.07271,243.2812166,179.2932748,232.2499557,345.6057668,267.2415069,267.8727657,213.0867706,245.9904135
AT1G04970,251.3453334,178.4088254,232.3460707,108.328015,106.9418722,106.5315526,68.49956368,283.6391665,139.8674265,129.2529912,137.6113592,110.7830788
AT1G04985,307.483726,388.5353088,330.9184818,290.6197433,355.1914469,348.3724211,213.705038,356.7258781,368.0015926,291.8401902,201.4598352,240.6474386
AT1G05070,215.4331966,238.0652819,223.7740923,189.8288242,318.6069434,384.808417,242.9341525,242.2342766,265.0995511,237.5232995,227.7663313,178.9525341
AT1G05180,252.4107352,254.8981364,242.4265596,229.5974942,212.9677437,219.3974507,272.9146951,151.0934637,202.8407391,304.7888061,255.7958361,329.95909
AT1G05210,232.5854357,189.6205629,189.071755,268.148027,249.7674393,121.6490549,165.5756174,230.9519305,282.7676063,232.0336966,387.038877,279.9518031
AT1G05350,316.1980032,247.5490892,318.6415891,323.7922063,287.604505,353.4701276,231.809533,257.2587191,227.4665982,285.8939117,362.3650759,386.0852607
AT1G05360,254.1580564,269.1534192,195.5375642,207.7798402,217.3281987,255.2131992,209.9569241,403.9439378,254.2304448,244.5988973,346.8345399,359.6212332
AT1G05380,209.5802274,243.8311441,249.8938697,175.5293384,297.9124773,496.0877588,289.7919023,373.4522404,252.1436492,238.5946789,229.786096,258.0073821
AT1G05500,241.400145,247.175573,219.7278085,212.7111107,224.7941113,290.66239,206.2299949,255.5301007,258.6640099,246.1267803,206.1797274,191.6918008
AT1G05560,183.4902562,249.7320081,243.9645216,157.4625677,103.7977204,196.6191963,48.42729066,348.506214,142.5041504,195.8873289,64.9782021,141.6804197
AT1G05562,201.5999493,212.8848816,229.0744738,178.0132627,95.1557891,171.5049251,69.99573529,312.4695192,147.3267249,211.2765217,75.82351248,132.675067
AT1G05620,319.426755,279.8132983,398.094801,341.3182718,230.2781438,347.1852026,245.7258897,246.6808062,245.3455841,397.5527372,528.3477851,339.8290637
AT1G05785,289.6985688,278.7261055,325.8611928,252.4108326,268.4744206,203.0364775,234.0810917,333.1710294,317.9652735,273.129669,287.9381544,264.528424
AT1G05805,211.2288928,222.6386744,233.1150892,218.0994351,137.4379009,156.1005982,182.214325,247.2221539,204.3974467,251.4995063,219.761465,142.5009446
AT1G05810,115.8364453,66.51981069,138.8443795,247.9960276,55.7954296,19.78337929,58.54701615,290.723403,198.6399804,291.7036522,183.3585855,103.33575
AT1G05840,291.102019,335.0991245,285.0175133,235.4202481,237.2155071,370.1716437,308.9952071,405.3480453,276.510532,262.0447989,180.7995035,177.3689775
AT1G05890,365.7909608,371.676603,322.6851257,340.1956422,310.9042955,519.310301,357.2685278,301.0868478,341.9989331,416.6167974,194.7603686,160.0394202
AT1G05940,258.485748,265.2524932,290.4540331,260.1842143,345.0209706,277.5203994,271.8302375,334.8820533,249.7732091,240.8464658,149.0575393,208.4147639
AT1G05960,234.2680462,232.7931708,278.469998,304.0195553,127.0935268,433.4380753,161.932903,317.0837974,179.8232751,350.5810777,183.0298289,176.2542623
AT1G06090,159.3722651,85.3477288,162.906084,245.6396263,12.53082402,44.4155137,144.3868128,444.2283739,311.7247114,176.8407084,228.189438,164.1722201
AT1G06130,238.5138782,285.1698707,314.2308448,281.1442678,250.5704565,365.00521,281.5047487,245.1515897,210.3215399,288.7026691,219.6591498,212.7811494
AT1G06210,224.8754848,263.257493,266.3412185,253.4778857,291.8269202,204.6667003,230.6069783,137.2692778,284.7228713,279.1690158,261.0011112,278.347132
AT1G06290,275.7848436,214.6811246,259.6449866,375.4678605,200.654418,205.5036454,150.2414874,321.246004,191.4650719,262.8426747,275.5243208,253.8604026
AT1G06410,314.995201,299.7357104,295.432246,306.1136977,349.7943589,235.6967668,323.9281206,334.6611346,333.9065522,360.1520081,472.1073048,463.6744034
AT1G06470,218.345747,194.9264034,240.1157702,233.172605,286.8977553,226.4703246,334.4546789,235.135534,190.3261324,262.1149673,399.8752509,369.7234106
AT1G06530,277.9459706,351.2458092,294.122974,305.7652168,261.4414195,334.2521989,356.9154849,262.2935878,361.5315594,276.4954541,257.19951,300.0019694
AT1G06540,274.7071035,341.9497989,324.7524399,333.7106115,315.1546584,354.4907734,317.8339521,309.9648272,359.7439318,326.0473217,287.2536478,331.8385045
AT1G06550,296.2495635,216.6891049,231.0517221,294.4967813,226.9897567,144.803057,426.9764704,264.7975823,224.3833183,527.989182,408.8313114,629.5563574
AT1G06620,239.268069,239.9973955,273.4526904,293.1439206,194.6872982,114.5527212,262.9291487,381.5421877,145.7749281,297.2992469,248.8239314,149.5864071
AT1G06670,266.8153702,264.9547101,293.9355635,285.5882133,445.1467372,445.3365802,377.7082664,206.669037,315.3858676,269.8418272,325.7131651,405.2166435
AT1G06720,300.0192988,264.6002558,198.6453156,176.978348,325.7448605,350.0439814,367.5650189,198.7230318,303.4764745,251.4618636,356.2445793,377.6490946
AT1G06870,353.7779402,309.5170217,422.4518232,313.1677283,174.8854062,246.0536214,218.6494358,239.6932118,234.4496256,362.4369549,350.4967232,409.7232088
AT1G06900,379.7138684,339.3650425,207.7502901,319.8159223,374.6915914,577.8718118,363.3675252,234.6505537,271.7510478,332.4977913,302.7557191,213.2170466
AT1G06960,272.8231646,294.7928341,243.5384487,321.754351,372.2394788,346.6185277,323.2205506,217.4444774,294.4126858,269.2970923,257.3407797,337.3773643
AT1G07030,333.0524318,397.6631271,328.7443963,471.5163542,451.0571445,622.8213733,362.7967469,353.9043759,249.3947417,399.8686238,378.193297,430.3989713
AT1G07040,187.8303076,341.7991316,362.3934996,132.1415769,154.9055918,141.6340593,86.00279814,341.3429994,166.3199666,115.7113501,96.66532386,86.63950323
AT1G07260,231.574447,167.9978131,231.0755902,159.3027035,197.3646134,182.9910602,163.2573709,258.5173943,257.4927793,152.052015,105.7049553,178.9524313
AT1G07480,300.2798652,250.1995906,271.413221,195.5780335,239.1283089,355.4498895,185.7756225,202.0751789,268.9557923,202.4503768,161.2518025,215.365531
AT1G07640,233.7113882,137.869566,322.8756332,149.1790171,150.8068633,354.74158,222.930672,392.9316337,171.7259193,216.7378858,214.05037,276.5872821
AT1G07660,376.4700491,404.2266733,285.5787786,369.9002161,527.4703217,446.3964218,451.4681116,298.7326648,490.4011108,346.2513865,339.0561393,378.3091565
AT1G07670,377.6192848,317.7370405,330.097744,315.1760213,384.9497127,725.9288393,268.630395,244.7920906,238.2829708,334.5456429,410.3161315,392.6642114
AT1G07840,227.2590838,225.7747209,260.3724402,287.6422557,248.9919522,230.1834017,253.0165871,167.2186308,226.6138305,198.0652096,289.6836559,360.5096219
AT1G08037,299.9735909,309.5460426,326.3160955,247.8367378,245.0221509,259.8880362,223.6977128,377.8055389,326.7597914,328.8476591,225.4444796,239.0834199
AT1G08160,153.9337031,115.3632708,333.6458079,176.9493512,247.1799212,633.597493,309.8948141,579.8520172,329.1597012,271.016384,291.6824678,225.2461847
AT1G08210,243.2688408,217.634509,239.3447055,236.2678454,339.835345,284.3662861,249.392621,209.7030984,214.5289815,225.8365095,126.4663295,122.9843348
AT1G08230,185.2576218,199.0340733,274.8124741,193.5098743,259.8636469,361.2918315,159.4311359,481.5942833,268.5402834,246.5221651,100.3511839,85.93288677
AT1G08260,153.0679737,204.5530326,186.8673036,202.2108296,327.8479708,205.0255355,263.0961408,276.3449927,281.8517287,220.4739021,242.3669734,236.1741749
AT1G08450,351.010154,319.3818606,353.5853686,292.8464185,411.8345219,238.5010117,293.7752354,296.1792227,327.0021258,341.1734452,335.0835864,271.4581618
AT1G08477,166.8182313,228.2594161,319.2001682,254.2621347,178.8661701,155.9328217,174.3099061,205.8475362,127.9059734,345.1462311,217.8140511,290.4904351
AT1G08500,235.5759583,164.3411472,193.343386,182.6174301,106.865441,108.7159384,49.51468789,350.1508982,226.27592,318.67131,285.6317559,114.4101782
AT1G08510,324.7434361,326.4342546,430.6741101,355.897431,290.6225583,413.2051619,371.8849352,350.1138486,405.9269305,406.2731985,304.7043904,339.7095167
AT1G08560,430.7719117,319.7826542,165.8844143,236.8855973,311.1004931,112.8115509,380.1942504,161.8950075,121.1709364,179.8762847,273.1720882,291.945548
AT1G08640,185.4863685,208.4692977,238.1862658,271.7246764,302.0046837,280.2488947,260.8768168,262.2855675,223.3995204,256.3217329,240.5891388,273.7952824
AT1G08660,368.2183422,323.0914817,319.2161897,375.1625382,299.4865584,450.0834071,314.2842557,282.9998318,419.098508,406.1275384,378.5246379,317.1823996
AT1G08700,225.537725,245.7876251,290.1164885,295.9820979,264.8122181,325.6642043,269.6651047,197.0254548,220.4211637,264.8964724,251.7439682,308.5135785
AT1G08780,321.9590285,335.3695219,286.5978134,382.7477553,322.3829601,340.2483598,442.7683573,263.5875365,396.5228152,326.1042386,499.2321979,382.3758414
AT1G08820,417.6403896,278.4156662,361.4685399,290.9328531,300.9695375,393.2559584,309.7541844,376.5046633,311.7536538,279.8868808,297.1913447,316.3867848
AT1G08970,282.2550817,298.3014621,348.8692374,230.6232612,392.4779196,333.7605757,286.5751551,244.7943977,213.7455634,303.2242518,297.0685078,309.9267852
AT1G09090,134.72462,177.6861986,229.4640234,81.33728,60.3131269,2.068392094,59.90266733,260.164338,165.4531622,291.0028046,104.9722364,109.2994261
AT1G09130,249.6587532,257.4561735,276.9923152,252.8246244,250.6088028,239.0568877,308.8122546,208.1748118,300.6298164,136.2869367,234.2917643,239.9809162
AT1G09160,312.8297622,307.4265934,253.9713122,308.2191316,291.7243415,437.1169152,405.2075253,116.4798172,383.970044,399.5110266,383.7844471,378.6432135
AT1G09250,369.5481244,373.2797253,406.0215423,352.5112812,447.3506733,502.1618735,348.0600895,356.4259405,356.4353796,414.3675437,329.4153801,237.7445074
AT1G09280,323.7882223,294.7784059,240.2587348,339.9943368,225.1536825,626.2671716,294.5165185,219.6101111,335.7026379,422.6075834,172.4954138,220.9390826
AT1G09520,351.1510317,337.4649093,387.645396,364.9077572,426.517833,358.4699158,372.6700809,307.4876242,270.2491657,340.7813107,275.1293158,293.1789267
AT1G09580,291.571823,251.5103025,331.6533233,248.6830068,260.0053372,276.7340236,211.0292225,258.5443418,251.1833404,280.5268818,371.6345053,284.4050167
AT1G09630,402.7899411,335.6219447,362.1735678,434.5120667,507.6294679,292.2808788,375.4864786,327.5731709,320.2337407,350.4192449,532.7918983,334.785334
AT1G09645,286.2429461,310.86384,335.5599759,327.6802079,297.6439866,227.4117649,219.4990949,362.7370316,318.9385123,282.6874192,256.796004,189.0163168
AT1G09815,258.4773552,282.9054039,318.1061097,431.4724014,324.8651075,317.3459029,380.3538251,291.2012058,279.6682453,327.0581282,330.7467163,356.2129878
AT1G09870,230.2038033,244.2733614,251.4580304,237.8069178,165.1207035,311.0623937,274.1067918,202.0411631,188.3955117,227.5564417,277.5245362,299.4354981
AT1G09920,329.4893317,294.0460649,343.791289,335.9212914,148.1464392,258.2887722,254.5584435,362.7247718,256.0860037,272.0127478,269.4207215,278.2216553
AT1G10130,276.8349642,160.9656962,186.3634024,253.1628427,191.104367,257.9837013,234.9456383,257.2375334,189.5220741,187.2706756,237.3306009,264.1057751
AT1G10380,170.2222054,59.19940227,235.545443,66.48794465,84.89310548,163.4146989,240.0260297,441.9254269,243.8939227,391.934116,181.7026101,242.210104
AT1G10410,233.3867201,303.2661072,318.6836109,261.0049912,150.3595263,229.3125162,271.2689602,302.4269719,184.4271146,302.0658672,254.6238514,298.4295724
AT1G10430,294.9332351,333.522584,248.4127262,259.063133,269.6094281,427.1580636,236.9600752,336.6056517,294.7731439,284.5236754,275.3220753,239.5492911
AT1G10470,154.5685771,184.6026391,174.067713,320.7940613,524.508574,996.3844213,365.09394,116.3110245,152.7136351,288.9714204,236.8114499,157.1388087
AT1G10530,187.6755462,69.20102405,451.6231811,370.4780904,180.3327063,214.6923787,628.4509239,243.4889537,328.132144,207.8275071,479.1549954,265.9676825
AT1G10580,243.9120371,219.5363138,209.7342254,257.479982,360.6917386,254.1374946,390.8285605,159.371348,264.5964713,279.142077,260.1741376,379.3760794
AT1G10600,177.2692846,249.0118444,247.671731,186.1529065,283.160544,401.285192,195.0869361,303.9013388,278.2290749,195.3201421,176.9924868,96.28942662
AT1G10720,182.5745394,230.9300828,206.6500576,199.0719391,192.4439974,177.8017985,183.6771877,245.9666751,254.5002379,165.431458,166.9107925,216.1666443
AT1G10760,325.4912675,392.7407359,454.2487419,152.9605496,357.7121547,611.619275,315.3043802,376.4338221,326.976532,173.8510323,202.5760841,196.928052
AT1G10940,305.6312468,334.4793156,332.8936476,261.3877489,225.0788823,264.5868008,281.3782355,399.0648172,290.5956031,376.730425,218.3924203,221.7775726
AT1G10990,518.5532327,142.6933673,467.4034627,858.0601058,129.0065851,37.81779527,335.8715823,287.0984696,224.7336703,244.709305,412.286031,367.65062
AT1G11000,274.5816908,223.2336046,216.05234,327.3474944,371.9075483,253.5871114,266.0963098,138.9081609,148.9075771,219.6935122,314.1387259,245.9298265
AT1G11175,139.1874497,170.0180368,262.2879074,154.1203432,230.5032845,164.212297,197.5797749,230.9495318,318.8008268,141.8788276,36.76865442,31.81336668
AT1G11185,142.9996929,73.22845056,201.933269,335.6869704,314.032073,331.6009528,331.2531559,267.3396508,224.1159199,394.1483272,243.4552298,167.9286226
AT1G11200,245.417097,192.4617457,263.5673326,261.5582713,159.1420571,181.1652201,184.9697216,218.3723077,178.2303044,211.4752974,293.9917397,328.5542428
AT1G11240,371.655339,374.5723826,268.7992885,389.1619754,629.2018216,397.6458865,476.9342629,318.7389617,426.0039607,338.3758289,426.476725,403.5170928
AT1G11430,229.8205398,287.6390937,274.6566044,289.0405322,425.3494876,261.2852708,328.8363819,322.5569817,288.1583293,247.0597966,298.6455676,325.2047395
AT1G11592,233.9973043,249.4516391,188.0482003,232.6521258,314.9294266,330.3641424,188.9082132,277.7957098,258.3353256,243.7316454,218.6982332,189.762154
AT1G11890,329.9033732,301.8178994,374.3828516,317.9030446,341.7367664,282.9491348,296.8986897,310.0020577,269.1981443,288.1846044,473.7499369,377.0330423
AT1G11930,223.9374519,254.7835517,283.6876763,276.5398806,181.1847754,260.4335551,183.1907201,274.370924,231.8930508,215.8875879,224.0968865,158.7352798
AT1G12050,223.2173382,244.9003679,320.6422021,146.6973504,197.2401643,191.2962464,218.6241789,242.2052516,152.278795,144.4138358,171.7569909,210.5848758
AT1G12120,326.1379523,369.3926784,275.9014684,307.3049496,322.9204816,550.7282274,335.3767113,355.1377693,339.7385826,369.0336462,303.9770297,368.141349
AT1G12160,370.2943272,397.1611445,404.1152282,378.4720124,197.2716266,512.8574242,336.6906209,373.9741488,239.443404,430.363142,347.6931644,341.7738605
AT1G12270,391.6954372,349.4111224,405.1788482,434.9779727,265.1483697,304.8767421,520.4957793,239.6891676,380.7908845,291.6231955,486.8747623,505.0282383
AT1G12360,311.3552921,381.3546668,287.1449917,348.2797866,168.1229233,322.155652,198.392345,367.6735808,385.9597226,216.9515629,235.8784411,232.7990377
AT1G12520,339.3768055,189.884885,455.0046024,293.5698913,111.7773787,246.4573462,371.2648763,328.8470405,348.0631663,384.6572686,328.0769146,333.686423
AT1G12580,278.6084518,227.7895283,286.0874287,260.2541699,202.8196523,262.4277898,287.2711126,356.3912556,372.8238338,374.7560287,177.3839348,235.4230576
AT1G12640,206.0319715,269.0908573,279.959345,266.7840043,102.5522602,233.5699224,214.3199278,382.7499883,320.6639074,287.8005695,260.1286115,213.6700254
AT1G12650,303.5838082,340.5155009,302.5293945,341.1050673,371.1038742,359.7656838,386.1259708,298.6606748,366.6445438,311.5526961,437.7575724,465.0366202
AT1G12760,244.9099986,349.7872975,410.9426252,330.6310444,319.4085596,169.9959364,238.4522492,347.0016394,259.7529593,275.0688664,233.9669495,201.3303798
AT1G12820,276.4057798,280.0339123,201.5917181,191.5025209,365.77181,571.2613811,282.9226512,257.2522331,313.7150554,294.4298574,245.5712837,229.7112645
AT1G12830,219.2076767,262.8021246,208.5201283,248.1970306,385.3793357,218.8392858,354.9601865,179.4789267,215.0874464,192.5031145,293.7439209,373.3266413
AT1G13080,103.6712254,179.2803614,156.5413657,89.41474165,48.60156631,0,15.59134495,318.0189121,122.942061,11.45650887,3.818464961,5.344984319
AT1G13110,107.1469995,107.6175046,194.4389291,173.6901709,7.500544574,0,20.40986913,335.0651593,132.2662807,57.37226379,38.94761801,39.66531929
AT1G13220,231.5482024,208.8548164,237.8626919,219.4132356,293.8561227,242.8968936,260.424671,164.5769305,260.7959645,257.5953969,245.2086052,280.5321081
AT1G13300,140.788202,175.9557899,228.9709126,421.3379575,154.2000914,60.03987244,244.6931157,274.8472532,264.3487385,419.1117061,272.453266,167.1030816
AT1G13320,368.0677603,315.8224478,311.4428341,358.2431642,228.7795431,355.8404211,341.8876112,340.6964058,219.9384876,253.4788614,313.9379861,297.0882913
AT1G13390,197.2491184,236.8603312,241.4414971,194.4636144,281.5923958,153.1277175,209.3874973,243.7385755,242.9934013,150.5100944,111.5652877,122.4537764
AT1G13570,327.7986134,236.6201051,231.3739716,302.5903332,181.010073,158.1381523,155.971629,257.8257867,240.771785,166.0659435,171.627326,150.6806212
AT1G13640,231.0411591,260.9117114,216.7137212,156.9078831,203.0354852,303.3597566,240.4975882,258.3014544,326.1251348,251.172984,137.6578074,153.4814499
AT1G13690,208.2881713,243.4003489,187.0963743,267.3235707,300.0210757,306.354926,306.7019508,170.7001766,212.9508065,213.7002333,226.2498993,250.1481475
AT1G13730,338.4274215,346.8698514,260.5954579,299.9427633,290.7065886,256.9586981,399.0995269,164.3714568,318.8994346,303.3213134,470.1112583,515.9476689
AT1G13960,142.218038,201.2181685,253.384748,168.5867588,151.5244398,125.2802612,99.94026495,248.1436492,176.2997596,147.3624668,78.27015088,80.7435069
AT1G13980,241.4075169,236.8465354,219.0269538,291.5066941,229.1569602,665.5650788,275.8326576,314.8926973,245.6834256,278.0698609,215.7586182,212.2379464
AT1G13990,266.7930699,314.203549,397.7782255,209.4746968,136.2209102,318.1652317,155.7279205,298.6994945,155.114618,163.7121231,106.9759734,147.0618101
AT1G14000,345.5208843,347.6245419,355.2731873,402.6934402,219.9168285,263.6080578,272.5961288,356.4011203,296.5795573,258.1908527,317.1270547,373.2444326
AT1G14060,284.2877872,326.8023117,280.8233512,374.7873632,312.5996584,222.7181901,329.0260323,223.3980333,285.2815747,215.3677491,459.9668786,686.9310038
