Cluster,Score,Type,Gene,Symbol,Network
1,1.7999999999999998,Clustered,829682,GLUR2,hits_SUB2
1,1.7999999999999998,Clustered,834896,GLR1.3,hits_SUB2
1,1.7999999999999998,Clustered,819940,GLR1.4,hits_SUB2
1,1.7999999999999998,Clustered,817460,GLR2.7,hits_SUB2
1,1.7999999999999998,Seed,819566,GLR1.1,hits_SUB2
