"","phyD_GC_c1.which.mclass....3...1."
"1","AT1G01120"
"2","AT1G01220"
"3","AT1G01610"
"4","AT1G01760"
"5","AT1G01790"
"6","AT1G02020"
"7","AT1G02180"
"8","AT1G02460"
"9","AT1G02640"
"10","AT1G02970"
"11","AT1G03160"
"12","AT1G03190"
"13","AT1G03440"
"14","AT1G03650"
"15","AT1G03770"
"16","AT1G03830"
"17","AT1G03930"
"18","AT1G03960"
"19","AT1G04010"
"20","AT1G04050"
"21","AT1G04220"
"22","AT1G04360"
"23","AT1G04635"
"24","AT1G04640"
"25","AT1G04710"
"26","AT1G04730"
"27","AT1G04760"
"28","AT1G04773"
"29","AT1G04930"
"30","AT1G04977"
"31","AT1G05000"
"32","AT1G05183"
"33","AT1G05187"
"34","AT1G05280"
"35","AT1G05460"
"36","AT1G05553"
"37","AT1G05700"
"38","AT1G05900"
"39","AT1G06270"
"40","AT1G06490"
"41","AT1G06820"
"42","AT1G06910"
"43","AT1G07090"
"44","AT1G07380"
"45","AT1G07650"
"46","AT1G07740"
"47","AT1G07745"
"48","AT1G07847"
"49","AT1G07910"
"50","AT1G08043"
"51","AT1G08400"
"52","AT1G08610"
"53","AT1G08840"
"54","AT1G08910"
"55","AT1G09000"
"56","AT1G09027"
"57","AT1G09053"
"58","AT1G09195"
"59","AT1G09320"
"60","AT1G09450"
"61","AT1G09750"
"62","AT1G09783"
"63","AT1G09800"
"64","AT1G09960"
"65","AT1G10040"
"66","AT1G10230"
"67","AT1G10240"
"68","AT1G10320"
"69","AT1G10510"
"70","AT1G10560"
"71","AT1G10730"
"72","AT1G10810"
"73","AT1G10930"
"74","AT1G11220"
"75","AT1G11880"
"76","AT1G12420"
"77","AT1G12430"
"78","AT1G12620"
"79","AT1G12800"
"80","AT1G12860"
"81","AT1G12970"
"82","AT1G13270"
"83","AT1G13609"
"84","AT1G13740"
"85","AT1G13870"
"86","AT1G13970"
"87","AT1G14460"
"88","AT1G14530"
"89","AT1G14590"
"90","AT1G14720"
"91","AT1G14840"
"92","AT1G14970"
"93","AT1G15290"
"94","AT1G15310"
"95","AT1G15490"
"96","AT1G15620"
"97","AT1G15700"
"98","AT1G15720"
"99","AT1G15870"
"100","AT1G16330"
"101","AT1G16489"
"102","AT1G16500"
"103","AT1G16540"
"104","AT1G16630"
"105","AT1G16670"
"106","AT1G16790"
"107","AT1G16820"
"108","AT1G16825"
"109","AT1G17270"
"110","AT1G17450"
"111","AT1G17460"
"112","AT1G17590"
"113","AT1G17640"
"114","AT1G17665"
"115","AT1G17940"
"116","AT1G18030"
"117","AT1G18060"
"118","AT1G18140"
"119","AT1G18335"
"120","AT1G18360"
"121","AT1G18440"
"122","AT1G18460"
"123","AT1G18590"
"124","AT1G18610"
"125","AT1G19010"
"126","AT1G19290"
"127","AT1G19490"
"128","AT1G19690"
"129","AT1G19840"
"130","AT1G19950"
"131","AT1G19980"
"132","AT1G20065"
"133","AT1G20550"
"134","AT1G20640"
"135","AT1G20691"
"136","AT1G21270"
"137","AT1G21280"
"138","AT1G21390"
"139","AT1G21650"
"140","AT1G21790"
"141","AT1G22310"
"142","AT1G22403"
"143","AT1G22540"
"144","AT1G22660"
"145","AT1G23060"
"146","AT1G23230"
"147","AT1G23460"
"148","AT1G23530"
"149","AT1G23970"
"150","AT1G23980"
"151","AT1G24265"
"152","AT1G24290"
"153","AT1G24300"
"154","AT1G24600"
"155","AT1G24800"
"156","AT1G25375"
"157","AT1G25450"
"158","AT1G25480"
"159","AT1G26150"
"160","AT1G26190"
"161","AT1G26208"
"162","AT1G26218"
"163","AT1G26330"
"164","AT1G26620"
"165","AT1G26680"
"166","AT1G26700"
"167","AT1G26730"
"168","AT1G26870"
"169","AT1G26900"
"170","AT1G27070"
"171","AT1G27200"
"172","AT1G27370"
"173","AT1G27380"
"174","AT1G27430"
"175","AT1G27620"
"176","AT1G27690"
"177","AT1G27880"
"178","AT1G27960"
"179","AT1G28050"
"180","AT1G28080"
"181","AT1G28380"
"182","AT1G28390"
"183","AT1G28530"
"184","AT1G28760"
"185","AT1G29195"
"186","AT1G29270"
"187","AT1G29530"
"188","AT1G29700"
"189","AT1G29710"
"190","AT1G29730"
"191","AT1G29800"
"192","AT1G29840"
"193","AT1G30040"
"194","AT1G30420"
"195","AT1G30475"
"196","AT1G30570"
"197","AT1G30845"
"198","AT1G31010"
"199","AT1G31320"
"200","AT1G31335"
"201","AT1G31410"
"202","AT1G31460"
"203","AT1G31650"
"204","AT1G31720"
"205","AT1G32150"
"206","AT1G32200"
"207","AT1G32340"
"208","AT1G32610"
"209","AT1G33290"
"210","AT1G33390"
"211","AT1G33540"
"212","AT1G33610"
"213","AT1G34160"
"214","AT1G34210"
"215","AT1G34260"
"216","AT1G34760"
"217","AT1G35610"
"218","AT1G35910"
"219","AT1G36940"
"220","AT1G38131"
"221","AT1G42540"
"222","AT1G43620"
"223","AT1G43765"
"224","AT1G44120"
"225","AT1G44125"
"226","AT1G45110"
"227","AT1G45230"
"228","AT1G45231"
"229","AT1G45249"
"230","AT1G47056"
"231","AT1G47271"
"232","AT1G47870"
"233","AT1G48040"
"234","AT1G48050"
"235","AT1G48070"
"236","AT1G48120"
"237","AT1G48280"
"238","AT1G48360"
"239","AT1G48560"
"240","AT1G49110"
"241","AT1G49160"
"242","AT1G49730"
"243","AT1G49870"
"244","AT1G49880"
"245","AT1G49960"
"246","AT1G49980"
"247","AT1G50260"
"248","AT1G50360"
"249","AT1G50659"
"250","AT1G50840"
"251","AT1G51310"
"252","AT1G51580"
"253","AT1G51640"
"254","AT1G51645"
"255","AT1G52190"
"256","AT1G52520"
"257","AT1G52700"
"258","AT1G53025"
"259","AT1G53035"
"260","AT1G53130"
"261","AT1G53163"
"262","AT1G53200"
"263","AT1G53345"
"264","AT1G53440"
"265","AT1G53660"
"266","AT1G53800"
"267","AT1G53830"
"268","AT1G54110"
"269","AT1G54200"
"270","AT1G54220"
"271","AT1G54540"
"272","AT1G54570"
"273","AT1G54575"
"274","AT1G54790"
"275","AT1G54950"
"276","AT1G54960"
"277","AT1G55110"
"278","AT1G55180"
"279","AT1G55610"
"280","AT1G55630"
"281","AT1G55910"
"282","AT1G55930"
"283","AT1G56050"
"284","AT1G56090"
"285","AT1G56350"
"286","AT1G58210"
"287","AT1G58410"
"288","AT1G58643"
"289","AT1G59312"
"290","AT1G59510"
"291","AT1G59560"
"292","AT1G59640"
"293","AT1G59730"
"294","AT1G59970"
"295","AT1G59980"
"296","AT1G60390"
"297","AT1G60525"
"298","AT1G60545"
"299","AT1G60560"
"300","AT1G60670"
"301","AT1G60787"
"302","AT1G61000"
"303","AT1G61180"
"304","AT1G61260"
"305","AT1G61280"
"306","AT1G61360"
"307","AT1G61450"
"308","AT1G61667"
"309","AT1G61960"
"310","AT1G62010"
"311","AT1G62120"
"312","AT1G62150"
"313","AT1G62610"
"314","AT1G62830"
"315","AT1G62960"
"316","AT1G63250"
"317","AT1G63650"
"318","AT1G64105"
"319","AT1G64400"
"320","AT1G64760"
"321","AT1G64890"
"322","AT1G64910"
"323","AT1G64960"
"324","AT1G65070"
"325","AT1G65080"
"326","AT1G65560"
"327","AT1G65730"
"328","AT1G65950"
"329","AT1G66080"
"330","AT1G66330"
"331","AT1G66520"
"332","AT1G66660"
"333","AT1G66690"
"334","AT1G66700"
"335","AT1G67050"
"336","AT1G67190"
"337","AT1G67210"
"338","AT1G67310"
"339","AT1G67420"
"340","AT1G67570"
"341","AT1G67660"
"342","AT1G67690"
"343","AT1G67780"
"344","AT1G67792"
"345","AT1G68330"
"346","AT1G68400"
"347","AT1G68730"
"348","AT1G68850"
"349","AT1G69260"
"350","AT1G69400"
"351","AT1G69572"
"352","AT1G69690"
"353","AT1G70200"
"354","AT1G70500"
"355","AT1G70740"
"356","AT1G70750"
"357","AT1G71360"
"358","AT1G71930"
"359","AT1G71990"
"360","AT1G72240"
"361","AT1G72250"
"362","AT1G72670"
"363","AT1G72860"
"364","AT1G72970"
"365","AT1G73160"
"366","AT1G73320"
"367","AT1G73450"
"368","AT1G73690"
"369","AT1G73740"
"370","AT1G73770"
"371","AT1G74055"
"372","AT1G74088"
"373","AT1G74240"
"374","AT1G74330"
"375","AT1G74550"
"376","AT1G74640"
"377","AT1G74700"
"378","AT1G74750"
"379","AT1G74800"
"380","AT1G74900"
"381","AT1G75090"
"382","AT1G75150"
"383","AT1G75370"
"384","AT1G76170"
"385","AT1G76270"
"386","AT1G76280"
"387","AT1G76320"
"388","AT1G76390"
"389","AT1G76630"
"390","AT1G76720"
"391","AT1G76780"
"392","AT1G77120"
"393","AT1G77240"
"394","AT1G77310"
"395","AT1G77320"
"396","AT1G77500"
"397","AT1G77620"
"398","AT1G77700"
"399","AT1G78010"
"400","AT1G78190"
"401","AT1G78270"
"402","AT1G78790"
"403","AT1G79080"
"404","AT1G79110"
"405","AT1G79490"
"406","AT1G79520"
"407","AT1G79540"
"408","AT1G79600"
"409","AT1G80030"
"410","AT1G80100"
"411","AT1G80120"
"412","AT1G80170"
"413","AT1G80510"
"414","AT1G80630"
"415","AT1G80640"
"416","AT1G80760"
"417","AT1G80820"
"418","AT1G80980"
"419","AT2G01200"
"420","AT2G01290"
"421","AT2G02020"
"422","AT2G02080"
"423","AT2G02148"
"424","AT2G02170"
"425","AT2G02590"
"426","AT2G02635"
"427","AT2G02880"
"428","AT2G02955"
"429","AT2G03050"
"430","AT2G03060"
"431","AT2G03200"
"432","AT2G03270"
"433","AT2G03340"
"434","AT2G03450"
"435","AT2G03590"
"436","AT2G03670"
"437","AT2G04235"
"438","AT2G04350"
"439","AT2G04530"
"440","AT2G04852"
"441","AT2G05120"
"442","AT2G05632"
"443","AT2G06040"
"444","AT2G07325"
"445","AT2G07515"
"446","AT2G07627"
"447","AT2G07641"
"448","AT2G07687"
"449","AT2G07707"
"450","AT2G07773"
"451","AT2G09640"
"452","AT2G12550"
"453","AT2G13440"
"454","AT2G13690"
"455","AT2G13840"
"456","AT2G14115"
"457","AT2G14520"
"458","AT2G14660"
"459","AT2G15790"
"460","AT2G16385"
"461","AT2G16760"
"462","AT2G16880"
"463","AT2G17030"
"464","AT2G17550"
"465","AT2G17830"
"466","AT2G17970"
"467","AT2G18245"
"468","AT2G18620"
"469","AT2G18915"
"470","AT2G19090"
"471","AT2G19280"
"472","AT2G19380"
"473","AT2G19530"
"474","AT2G19660"
"475","AT2G19690"
"476","AT2G19860"
"477","AT2G20100"
"478","AT2G20110"
"479","AT2G20210"
"480","AT2G20240"
"481","AT2G20290"
"482","AT2G20400"
"483","AT2G20440"
"484","AT2G20495"
"485","AT2G20590"
"486","AT2G20710"
"487","AT2G20800"
"488","AT2G21100"
"489","AT2G21130"
"490","AT2G21590"
"491","AT2G21630"
"492","AT2G22260"
"493","AT2G22360"
"494","AT2G22560"
"495","AT2G22650"
"496","AT2G22830"
"497","AT2G22910"
"498","AT2G23390"
"499","AT2G23740"
"500","AT2G23755"
"501","AT2G24120"
"502","AT2G24520"
"503","AT2G24630"
"504","AT2G24690"
"505","AT2G24762"
"506","AT2G24960"
"507","AT2G25050"
"508","AT2G25300"
"509","AT2G25350"
"510","AT2G25580"
"511","AT2G25737"
"512","AT2G26000"
"513","AT2G26180"
"514","AT2G26270"
"515","AT2G26310"
"516","AT2G26820"
"517","AT2G27150"
"518","AT2G27200"
"519","AT2G27490"
"520","AT2G27760"
"521","AT2G27800"
"522","AT2G27920"
"523","AT2G28100"
"524","AT2G28105"
"525","AT2G28590"
"526","AT2G28870"
"527","AT2G29525"
"528","AT2G29680"
"529","AT2G29990"
"530","AT2G30140"
"531","AT2G30170"
"532","AT2G30320"
"533","AT2G30350"
"534","AT2G30390"
"535","AT2G30720"
"536","AT2G30933"
"537","AT2G31010"
"538","AT2G31150"
"539","AT2G31170"
"540","AT2G31190"
"541","AT2G31300"
"542","AT2G31450"
"543","AT2G31580"
"544","AT2G31600"
"545","AT2G31650"
"546","AT2G31840"
"547","AT2G31902"
"548","AT2G32010"
"549","AT2G32450"
"550","AT2G32590"
"551","AT2G32840"
"552","AT2G33290"
"553","AT2G33360"
"554","AT2G33530"
"555","AT2G33793"
"556","AT2G33860"
"557","AT2G34090"
"558","AT2G34355"
"559","AT2G34450"
"560","AT2G34860"
"561","AT2G35160"
"562","AT2G35410"
"563","AT2G35430"
"564","AT2G35490"
"565","AT2G35500"
"566","AT2G35540"
"567","AT2G35658"
"568","AT2G35738"
"569","AT2G35750"
"570","AT2G35760"
"571","AT2G35800"
"572","AT2G36490"
"573","AT2G36885"
"574","AT2G37210"
"575","AT2G37310"
"576","AT2G37360"
"577","AT2G37362"
"578","AT2G37420"
"579","AT2G37460"
"580","AT2G37530"
"581","AT2G37560"
"582","AT2G37630"
"583","AT2G37650"
"584","AT2G37710"
"585","AT2G37890"
"586","AT2G38185"
"587","AT2G38300"
"588","AT2G38390"
"589","AT2G38420"
"590","AT2G38695"
"591","AT2G38830"
"592","AT2G39050"
"593","AT2G39120"
"594","AT2G39190"
"595","AT2G39290"
"596","AT2G39910"
"597","AT2G40030"
"598","AT2G40090"
"599","AT2G40120"
"600","AT2G40150"
"601","AT2G40370"
"602","AT2G40860"
"603","AT2G40960"
"604","AT2G41290"
"605","AT2G41330"
"606","AT2G41380"
"607","AT2G41550"
"608","AT2G41720"
"609","AT2G41820"
"610","AT2G41835"
"611","AT2G41990"
"612","AT2G42010"
"613","AT2G42130"
"614","AT2G42260"
"615","AT2G42330"
"616","AT2G42365"
"617","AT2G42450"
"618","AT2G42485"
"619","AT2G42730"
"620","AT2G43100"
"621","AT2G43120"
"622","AT2G43180"
"623","AT2G43235"
"624","AT2G43250"
"625","AT2G43375"
"626","AT2G43800"
"627","AT2G43880"
"628","AT2G43990"
"629","AT2G44280"
"630","AT2G44440"
"631","AT2G44760"
"632","AT2G44900"
"633","AT2G44980"
"634","AT2G45150"
"635","AT2G45320"
"636","AT2G45460"
"637","AT2G45500"
"638","AT2G45530"
"639","AT2G45870"
"640","AT2G45880"
"641","AT2G46110"
"642","AT2G46210"
"643","AT2G46240"
"644","AT2G46310"
"645","AT2G46320"
"646","AT2G46495"
"647","AT2G46535"
"648","AT2G46915"
"649","AT2G46980"
"650","AT2G46990"
"651","AT2G47090"
"652","AT2G47310"
"653","AT2G47350"
"654","AT2G47520"
"655","AT2G48110"
"656","AT3G01180"
"657","AT3G01330"
"658","AT3G01515"
"659","AT3G01600"
"660","AT3G01840"
"661","AT3G01890"
"662","AT3G01990"
"663","AT3G02000"
"664","AT3G02050"
"665","AT3G02130"
"666","AT3G02250"
"667","AT3G02400"
"668","AT3G02450"
"669","AT3G02490"
"670","AT3G02680"
"671","AT3G02890"
"672","AT3G02930"
"673","AT3G02990"
"674","AT3G03030"
"675","AT3G03110"
"676","AT3G03495"
"677","AT3G03630"
"678","AT3G03680"
"679","AT3G03710"
"680","AT3G03750"
"681","AT3G03770"
"682","AT3G03970"
"683","AT3G04160"
"684","AT3G04260"
"685","AT3G04380"
"686","AT3G04650"
"687","AT3G04850"
"688","AT3G04980"
"689","AT3G05170"
"690","AT3G05350"
"691","AT3G05480"
"692","AT3G05510"
"693","AT3G05850"
"694","AT3G05945"
"695","AT3G05980"
"696","AT3G06210"
"697","AT3G06250"
"698","AT3G06325"
"699","AT3G06360"
"700","AT3G06480"
"701","AT3G06570"
"702","AT3G06660"
"703","AT3G06690"
"704","AT3G06910"
"705","AT3G06990"
"706","AT3G07060"
"707","AT3G07080"
"708","AT3G07550"
"709","AT3G07600"
"710","AT3G07870"
"711","AT3G08020"
"712","AT3G08225"
"713","AT3G08840"
"714","AT3G08947"
"715","AT3G09070"
"716","AT3G09150"
"717","AT3G09210"
"718","AT3G09220"
"719","AT3G09370"
"720","AT3G09830"
"721","AT3G09910"
"722","AT3G10070"
"723","AT3G10130"
"724","AT3G10310"
"725","AT3G10370"
"726","AT3G10390"
"727","AT3G10525"
"728","AT3G11240"
"729","AT3G11440"
"730","AT3G11470"
"731","AT3G11670"
"732","AT3G12550"
"733","AT3G13090"
"734","AT3G13225"
"735","AT3G13380"
"736","AT3G13600"
"737","AT3G14075"
"738","AT3G14360"
"739","AT3G14540"
"740","AT3G14570"
"741","AT3G14870"
"742","AT3G15030"
"743","AT3G15390"
"744","AT3G15420"
"745","AT3G15550"
"746","AT3G15650"
"747","AT3G16010"
"748","AT3G16170"
"749","AT3G16300"
"750","AT3G16560"
"751","AT3G16730"
"752","AT3G16750"
"753","AT3G17680"
"754","AT3G17690"
"755","AT3G17740"
"756","AT3G17830"
"757","AT3G17920"
"758","AT3G18320"
"759","AT3G18350"
"760","AT3G18390"
"761","AT3G18440"
"762","AT3G18630"
"763","AT3G18660"
"764","AT3G18730"
"765","AT3G18750"
"766","AT3G19210"
"767","AT3G19250"
"768","AT3G19330"
"769","AT3G19570"
"770","AT3G19810"
"771","AT3G19830"
"772","AT3G20100"
"773","AT3G20280"
"774","AT3G20350"
"775","AT3G20440"
"776","AT3G20720"
"777","AT3G20820"
"778","AT3G20890"
"779","AT3G20910"
"780","AT3G21330"
"781","AT3G21810"
"782","AT3G22104"
"783","AT3G22430"
"784","AT3G22760"
"785","AT3G22800"
"786","AT3G22900"
"787","AT3G23150"
"788","AT3G23370"
"789","AT3G23670"
"790","AT3G23930"
"791","AT3G24090"
"792","AT3G24150"
"793","AT3G24210"
"794","AT3G24320"
"795","AT3G24460"
"796","AT3G24480"
"797","AT3G24515"
"798","AT3G24820"
"799","AT3G25430"
"800","AT3G25640"
"801","AT3G25700"
"802","AT3G26240"
"803","AT3G26400"
"804","AT3G26630"
"805","AT3G26710"
"806","AT3G26744"
"807","AT3G26782"
"808","AT3G27180"
"809","AT3G27460"
"810","AT3G27470"
"811","AT3G27473"
"812","AT3G27475"
"813","AT3G27500"
"814","AT3G27670"
"815","AT3G28040"
"816","AT3G28130"
"817","AT3G28370"
"818","AT3G28930"
"819","AT3G29185"
"820","AT3G29300"
"821","AT3G29330"
"822","AT3G29400"
"823","AT3G42670"
"824","AT3G42860"
"825","AT3G43210"
"826","AT3G43580"
"827","AT3G44160"
"828","AT3G44510"
"829","AT3G44540"
"830","AT3G44550"
"831","AT3G44820"
"832","AT3G44850"
"833","AT3G44940"
"834","AT3G45020"
"835","AT3G45050"
"836","AT3G45530"
"837","AT3G45610"
"838","AT3G46540"
"839","AT3G46630"
"840","AT3G46810"
"841","AT3G46950"
"842","AT3G46980"
"843","AT3G46990"
"844","AT3G47060"
"845","AT3G47390"
"846","AT3G47450"
"847","AT3G47700"
"848","AT3G47780"
"849","AT3G48110"
"850","AT3G48120"
"851","AT3G48190"
"852","AT3G48250"
"853","AT3G48260"
"854","AT3G48425"
"855","AT3G48800"
"856","AT3G48980"
"857","AT3G49000"
"858","AT3G49140"
"859","AT3G49400"
"860","AT3G49410"
"861","AT3G49725"
"862","AT3G50050"
"863","AT3G50100"
"864","AT3G50110"
"865","AT3G50200"
"866","AT3G50230"
"867","AT3G50430"
"868","AT3G50770"
"869","AT3G51080"
"870","AT3G51110"
"871","AT3G51150"
"872","AT3G51320"
"873","AT3G51325"
"874","AT3G51450"
"875","AT3G51750"
"876","AT3G51860"
"877","AT3G51930"
"878","AT3G52680"
"879","AT3G52750"
"880","AT3G53010"
"881","AT3G53350"
"882","AT3G53390"
"883","AT3G53400"
"884","AT3G53510"
"885","AT3G53590"
"886","AT3G53760"
"887","AT3G53810"
"888","AT3G53930"
"889","AT3G54090"
"890","AT3G54270"
"891","AT3G54530"
"892","AT3G54625"
"893","AT3G54630"
"894","AT3G54780"
"895","AT3G54820"
"896","AT3G54980"
"897","AT3G55220"
"898","AT3G55320"
"899","AT3G55640"
"900","AT3G55660"
"901","AT3G55720"
"902","AT3G55760"
"903","AT3G56000"
"904","AT3G56030"
"905","AT3G56320"
"906","AT3G56690"
"907","AT3G57060"
"908","AT3G57580"
"909","AT3G57630"
"910","AT3G57750"
"911","AT3G57830"
"912","AT3G57980"
"913","AT3G58150"
"914","AT3G58620"
"915","AT3G58650"
"916","AT3G58990"
"917","AT3G59000"
"918","AT3G59068"
"919","AT3G59290"
"920","AT3G59330"
"921","AT3G59390"
"922","AT3G59410"
"923","AT3G59430"
"924","AT3G59850"
"925","AT3G60070"
"926","AT3G60110"
"927","AT3G60620"
"928","AT3G60680"
"929","AT3G60740"
"930","AT3G60850"
"931","AT3G61320"
"932","AT3G61380"
"933","AT3G61520"
"934","AT3G61570"
"935","AT3G61630"
"936","AT3G61898"
"937","AT3G62050"
"938","AT3G62080"
"939","AT3G62090"
"940","AT3G62200"
"941","AT3G62460"
"942","AT3G62470"
"943","AT3G62690"
"944","AT3G63110"
"945","AT3G63470"
"946","AT3G66652"
"947","AT4G00040"
"948","AT4G00360"
"949","AT4G00370"
"950","AT4G00490"
"951","AT4G00520"
"952","AT4G00530"
"953","AT4G00590"
"954","AT4G00760"
"955","AT4G00770"
"956","AT4G00900"
"957","AT4G00950"
