"","phyD_GC_c1.which.mclass....5...1."
"1","AT1G01110"
"2","AT1G01210"
"3","AT1G01350"
"4","AT1G01640"
"5","AT1G01650"
"6","AT1G01920"
"7","AT1G01990"
"8","AT1G02080"
"9","AT1G02145"
"10","AT1G02150"
"11","AT1G02170"
"12","AT1G02330"
"13","AT1G02520"
"14","AT1G02680"
"15","AT1G02690"
"16","AT1G02930"
"17","AT1G03030"
"18","AT1G03150"
"19","AT1G03280"
"20","AT1G03290"
"21","AT1G03350"
"22","AT1G03360"
"23","AT1G03530"
"24","AT1G03590"
"25","AT1G03687"
"26","AT1G03840"
"27","AT1G04070"
"28","AT1G04120"
"29","AT1G04210"
"30","AT1G04343"
"31","AT1G04520"
"32","AT1G04530"
"33","AT1G04537"
"34","AT1G04860"
"35","AT1G04900"
"36","AT1G04950"
"37","AT1G04980"
"38","AT1G05055"
"39","AT1G05070"
"40","AT1G05150"
"41","AT1G05180"
"42","AT1G05210"
"43","AT1G05220"
"44","AT1G05270"
"45","AT1G05410"
"46","AT1G05430"
"47","AT1G05500"
"48","AT1G05520"
"49","AT1G05723"
"50","AT1G05805"
"51","AT1G05870"
"52","AT1G06070"
"53","AT1G06130"
"54","AT1G06190"
"55","AT1G06210"
"56","AT1G06537"
"57","AT1G06613"
"58","AT1G06850"
"59","AT1G06930"
"60","AT1G06950"
"61","AT1G07480"
"62","AT1G07510"
"63","AT1G07810"
"64","AT1G07840"
"65","AT1G07950"
"66","AT1G07987"
"67","AT1G08010"
"68","AT1G08093"
"69","AT1G08125"
"70","AT1G08130"
"71","AT1G08190"
"72","AT1G08210"
"73","AT1G08260"
"74","AT1G08283"
"75","AT1G08350"
"76","AT1G08410"
"77","AT1G08430"
"78","AT1G08477"
"79","AT1G08490"
"80","AT1G08560"
"81","AT1G08620"
"82","AT1G08640"
"83","AT1G08657"
"84","AT1G08680"
"85","AT1G08700"
"86","AT1G09020"
"87","AT1G09100"
"88","AT1G09130"
"89","AT1G09290"
"90","AT1G09830"
"91","AT1G09870"
"92","AT1G09927"
"93","AT1G09980"
"94","AT1G10130"
"95","AT1G10170"
"96","AT1G10180"
"97","AT1G10310"
"98","AT1G10390"
"99","AT1G10410"
"100","AT1G10470"
"101","AT1G10490"
"102","AT1G10690"
"103","AT1G10700"
"104","AT1G10720"
"105","AT1G10820"
"106","AT1G10850"
"107","AT1G10900"
"108","AT1G11000"
"109","AT1G11200"
"110","AT1G11760"
"111","AT1G11820"
"112","AT1G12050"
"113","AT1G12400"
"114","AT1G12500"
"115","AT1G12530"
"116","AT1G13120"
"117","AT1G13160"
"118","AT1G13220"
"119","AT1G13460"
"120","AT1G13690"
"121","AT1G13980"
"122","AT1G14080"
"123","AT1G14230"
"124","AT1G14330"
"125","AT1G14360"
"126","AT1G14410"
"127","AT1G14453"
"128","AT1G14710"
"129","AT1G14730"
"130","AT1G14920"
"131","AT1G14990"
"132","AT1G15020"
"133","AT1G15130"
"134","AT1G15140"
"135","AT1G15240"
"136","AT1G15280"
"137","AT1G15440"
"138","AT1G15570"
"139","AT1G15625"
"140","AT1G15810"
"141","AT1G15910"
"142","AT1G16010"
"143","AT1G16040"
"144","AT1G16300"
"145","AT1G16340"
"146","AT1G16520"
"147","AT1G16705"
"148","AT1G16710"
"149","AT1G16900"
"150","AT1G16916"
"151","AT1G16970"
"152","AT1G17110"
"153","AT1G17130"
"154","AT1G17350"
"155","AT1G17430"
"156","AT1G17500"
"157","AT1G17520"
"158","AT1G17730"
"159","AT1G18040"
"160","AT1G18260"
"161","AT1G18500"
"162","AT1G18745"
"163","AT1G19110"
"164","AT1G19240"
"165","AT1G19300"
"166","AT1G19440"
"167","AT1G19450"
"168","AT1G19520"
"169","AT1G19730"
"170","AT1G19800"
"171","AT1G19850"
"172","AT1G19880"
"173","AT1G20140"
"174","AT1G20490"
"175","AT1G20540"
"176","AT1G20560"
"177","AT1G20670"
"178","AT1G20890"
"179","AT1G20980"
"180","AT1G21560"
"181","AT1G21660"
"182","AT1G21730"
"183","AT1G21740"
"184","AT1G21880"
"185","AT1G22230"
"186","AT1G22280"
"187","AT1G22510"
"188","AT1G22610"
"189","AT1G22970"
"190","AT1G23220"
"191","AT1G23780"
"192","AT1G23890"
"193","AT1G24160"
"194","AT1G24240"
"195","AT1G24267"
"196","AT1G24280"
"197","AT1G24310"
"198","AT1G24764"
"199","AT1G24793"
"200","AT1G25054"
"201","AT1G25150"
"202","AT1G25211"
"203","AT1G25380"
"204","AT1G25420"
"205","AT1G25500"
"206","AT1G25510"
"207","AT1G26100"
"208","AT1G26300"
"209","AT1G26340"
"210","AT1G26450"
"211","AT1G26830"
"212","AT1G26930"
"213","AT1G26940"
"214","AT1G27050"
"215","AT1G27190"
"216","AT1G27385"
"217","AT1G27440"
"218","AT1G27470"
"219","AT1G27540"
"220","AT1G27600"
"221","AT1G27700"
"222","AT1G27760"
"223","AT1G27770"
"224","AT1G27930"
"225","AT1G28120"
"226","AT1G28130"
"227","AT1G28310"
"228","AT1G28340"
"229","AT1G28490"
"230","AT1G28960"
"231","AT1G29040"
"232","AT1G29220"
"233","AT1G29790"
"234","AT1G29820"
"235","AT1G29890"
"236","AT1G29940"
"237","AT1G30000"
"238","AT1G30300"
"239","AT1G30910"
"240","AT1G31050"
"241","AT1G31070"
"242","AT1G31340"
"243","AT1G31440"
"244","AT1G31600"
"245","AT1G31830"
"246","AT1G31940"
"247","AT1G32127"
"248","AT1G32190"
"249","AT1G32260"
"250","AT1G32310"
"251","AT1G32380"
"252","AT1G32440"
"253","AT1G32490"
"254","AT1G32750"
"255","AT1G32990"
"256","AT1G33410"
"257","AT1G33790"
"258","AT1G33810"
"259","AT1G34010"
"260","AT1G34130"
"261","AT1G34190"
"262","AT1G35220"
"263","AT1G35320"
"264","AT1G35620"
"265","AT1G35670"
"266","AT1G36160"
"267","AT1G36370"
"268","AT1G43690"
"269","AT1G43850"
"270","AT1G43900"
"271","AT1G43910"
"272","AT1G44750"
"273","AT1G44760"
"274","AT1G44835"
"275","AT1G44900"
"276","AT1G44910"
"277","AT1G45332"
"278","AT1G47210"
"279","AT1G47230"
"280","AT1G47310"
"281","AT1G47380"
"282","AT1G47410"
"283","AT1G47550"
"284","AT1G47570"
"285","AT1G47710"
"286","AT1G48110"
"287","AT1G48210"
"288","AT1G48240"
"289","AT1G48380"
"290","AT1G48510"
"291","AT1G48550"
"292","AT1G48635"
"293","AT1G48650"
"294","AT1G48900"
"295","AT1G48950"
"296","AT1G49050"
"297","AT1G49340"
"298","AT1G49510"
"299","AT1G49890"
"300","AT1G50140"
"301","AT1G50380"
"302","AT1G50500"
"303","AT1G50510"
"304","AT1G51390"
"305","AT1G51590"
"306","AT1G51600"
"307","AT1G52050"
"308","AT1G52340"
"309","AT1G52370"
"310","AT1G52500"
"311","AT1G52730"
"312","AT1G52905"
"313","AT1G53040"
"314","AT1G53180"
"315","AT1G53280"
"316","AT1G53290"
"317","AT1G53300"
"318","AT1G53380"
"319","AT1G53500"
"320","AT1G53645"
"321","AT1G53710"
"322","AT1G53880"
"323","AT1G54115"
"324","AT1G54170"
"325","AT1G54390"
"326","AT1G54490"
"327","AT1G54890"
"328","AT1G54990"
"329","AT1G55080"
"330","AT1G55500"
"331","AT1G55535"
"332","AT1G55690"
"333","AT1G55880"
"334","AT1G55900"
"335","AT1G56190"
"336","AT1G56210"
"337","AT1G56290"
"338","AT1G56590"
"339","AT1G57610"
"340","AT1G58025"
"341","AT1G58230"
"342","AT1G58440"
"343","AT1G59600"
"344","AT1G59650"
"345","AT1G60080"
"346","AT1G60170"
"347","AT1G60850"
"348","AT1G60860"
"349","AT1G60900"
"350","AT1G61010"
"351","AT1G61040"
"352","AT1G61580"
"353","AT1G61670"
"354","AT1G61990"
"355","AT1G62330"
"356","AT1G62430"
"357","AT1G62810"
"358","AT1G63300"
"359","AT1G63500"
"360","AT1G63640"
"361","AT1G63700"
"362","AT1G63850"
"363","AT1G63970"
"364","AT1G64160"
"365","AT1G64330"
"366","AT1G64350"
"367","AT1G64385"
"368","AT1G64440"
"369","AT1G64530"
"370","AT1G64950"
"371","AT1G65020"
"372","AT1G65040"
"373","AT1G65280"
"374","AT1G65650"
"375","AT1G65660"
"376","AT1G65985"
"377","AT1G66250"
"378","AT1G66530"
"379","AT1G66590"
"380","AT1G66670"
"381","AT1G66760"
"382","AT1G67120"
"383","AT1G67140"
"384","AT1G67320"
"385","AT1G67325"
"386","AT1G67620"
"387","AT1G68100"
"388","AT1G68150"
"389","AT1G68370"
"390","AT1G68550"
"391","AT1G68580"
"392","AT1G68720"
"393","AT1G68760"
"394","AT1G68990"
"395","AT1G69010"
"396","AT1G69030"
"397","AT1G69250"
"398","AT1G69330"
"399","AT1G69340"
"400","AT1G69420"
"401","AT1G69740"
"402","AT1G69770"
"403","AT1G69840"
"404","AT1G70180"
"405","AT1G70280"
"406","AT1G70340"
"407","AT1G70900"
"408","AT1G71020"
"409","AT1G71040"
"410","AT1G71080"
"411","AT1G71350"
"412","AT1G71820"
"413","AT1G71830"
"414","AT1G71865"
"415","AT1G71900"
"416","AT1G71940"
"417","AT1G72090"
"418","AT1G72175"
"419","AT1G72320"
"420","AT1G72330"
"421","AT1G72340"
"422","AT1G72410"
"423","AT1G72440"
"424","AT1G72480"
"425","AT1G72700"
"426","AT1G72790"
"427","AT1G72840"
"428","AT1G73350"
"429","AT1G73430"
"430","AT1G73790"
"431","AT1G73920"
"432","AT1G74090"
"433","AT1G74530"
"434","AT1G74770"
"435","AT1G74790"
"436","AT1G75170"
"437","AT1G75190"
"438","AT1G75440"
"439","AT1G75670"
"440","AT1G75710"
"441","AT1G75860"
"442","AT1G75980"
"443","AT1G76140"
"444","AT1G76260"
"445","AT1G76405"
"446","AT1G76440"
"447","AT1G76500"
"448","AT1G76660"
"449","AT1G76878"
"450","AT1G76880"
"451","AT1G76940"
"452","AT1G77020"
"453","AT1G77470"
"454","AT1G77510"
"455","AT1G77550"
"456","AT1G77580"
"457","AT1G77590"
"458","AT1G77760"
"459","AT1G78110"
"460","AT1G78240"
"461","AT1G78420"
"462","AT1G78520"
"463","AT1G78620"
"464","AT1G78630"
"465","AT1G79000"
"466","AT1G79070"
"467","AT1G79200"
"468","AT1G79260"
"469","AT1G79500"
"470","AT1G79690"
"471","AT1G79710"
"472","AT1G79730"
"473","AT1G79810"
"474","AT1G79820"
"475","AT1G79850"
"476","AT1G79920"
"477","AT1G80245"
"478","AT1G80260"
"479","AT1G80350"
"480","AT1G80370"
"481","AT1G80420"
"482","AT1G80490"
"483","AT1G80560"
"484","AT1G80600"
"485","AT1G80680"
"486","AT1G80700"
"487","AT1G80720"
"488","AT1G80890"
"489","AT1G80910"
"490","AT2G01070"
"491","AT2G01120"
"492","AT2G01505"
"493","AT2G01630"
"494","AT2G01690"
"495","AT2G01820"
"496","AT2G01830"
"497","AT2G02090"
"498","AT2G02560"
"499","AT2G02570"
"500","AT2G02740"
"501","AT2G02780"
"502","AT2G02790"
"503","AT2G03150"
"504","AT2G03220"
"505","AT2G03780"
"506","AT2G03830"
"507","AT2G04050"
"508","AT2G04160"
"509","AT2G04305"
"510","AT2G04360"
"511","AT2G04850"
"512","AT2G04940"
"513","AT2G05250"
"514","AT2G05630"
"515","AT2G06010"
"516","AT2G06050"
"517","AT2G06990"
"518","AT2G07045"
"519","AT2G07690"
"520","AT2G08505"
"521","AT2G09785"
"522","AT2G09795"
"523","AT2G09965"
"524","AT2G12400"
"525","AT2G13540"
"526","AT2G13550"
"527","AT2G14120"
"528","AT2G14255"
"529","AT2G14820"
"530","AT2G15270"
"531","AT2G15280"
"532","AT2G15320"
"533","AT2G15430"
"534","AT2G15860"
"535","AT2G16280"
"536","AT2G16370"
"537","AT2G16460"
"538","AT2G16485"
"539","AT2G16595"
"540","AT2G16800"
"541","AT2G16950"
"542","AT2G17020"
"543","AT2G17190"
"544","AT2G17280"
"545","AT2G17320"
"546","AT2G17340"
"547","AT2G17370"
"548","AT2G17410"
"549","AT2G17510"
"550","AT2G17530"
"551","AT2G17540"
"552","AT2G17630"
"553","AT2G17790"
"554","AT2G17980"
"555","AT2G18150"
"556","AT2G18220"
"557","AT2G18410"
"558","AT2G18510"
"559","AT2G18630"
"560","AT2G18730"
"561","AT2G18840"
"562","AT2G18990"
"563","AT2G19385"
"564","AT2G19430"
"565","AT2G19450"
"566","AT2G19470"
"567","AT2G19560"
"568","AT2G19670"
"569","AT2G19880"
"570","AT2G19940"
"571","AT2G20130"
"572","AT2G20190"
"573","AT2G20330"
"574","AT2G20370"
"575","AT2G20390"
"576","AT2G20610"
"577","AT2G20780"
"578","AT2G20840"
"579","AT2G20940"
"580","AT2G21150"
"581","AT2G21180"
"582","AT2G21300"
"583","AT2G21340"
"584","AT2G21410"
"585","AT2G21440"
"586","AT2G21470"
"587","AT2G21560"
"588","AT2G22300"
"589","AT2G22420"
"590","AT2G22475"
"591","AT2G22720"
"592","AT2G22840"
"593","AT2G22900"
"594","AT2G23080"
"595","AT2G23380"
"596","AT2G23420"
"597","AT2G23540"
"598","AT2G23790"
"599","AT2G24060"
"600","AT2G24170"
"601","AT2G24280"
"602","AT2G24300"
"603","AT2G24490"
"604","AT2G24590"
"605","AT2G24640"
"606","AT2G24755"
"607","AT2G25180"
"608","AT2G25480"
"609","AT2G25650"
"610","AT2G25660"
"611","AT2G25710"
"612","AT2G25730"
"613","AT2G25790"
"614","AT2G26110"
"615","AT2G26510"
"616","AT2G26700"
"617","AT2G27040"
"618","AT2G27050"
"619","AT2G27130"
"620","AT2G27140"
"621","AT2G27350"
"622","AT2G27400"
"623","AT2G27470"
"624","AT2G27580"
"625","AT2G27590"
"626","AT2G27900"
"627","AT2G28060"
"628","AT2G28070"
"629","AT2G28080"
"630","AT2G28390"
"631","AT2G28410"
"632","AT2G28660"
"633","AT2G29080"
"634","AT2G29140"
"635","AT2G29210"
"636","AT2G29560"
"637","AT2G29750"
"638","AT2G30000"
"639","AT2G30105"
"640","AT2G30130"
"641","AT2G30160"
"642","AT2G30590"
"643","AT2G30710"
"644","AT2G30766"
"645","AT2G30880"
"646","AT2G30990"
"647","AT2G31060"
"648","AT2G31270"
"649","AT2G31305"
"650","AT2G31400"
"651","AT2G31510"
"652","AT2G31660"
"653","AT2G31710"
"654","AT2G31740"
"655","AT2G31900"
"656","AT2G31970"
"657","AT2G32220"
"658","AT2G32580"
"659","AT2G32600"
"660","AT2G32650"
"661","AT2G32850"
"662","AT2G32910"
"663","AT2G33450"
"664","AT2G33600"
"665","AT2G33610"
"666","AT2G33800"
"667","AT2G34190"
"668","AT2G34357"
"669","AT2G34410"
"670","AT2G34570"
"671","AT2G34630"
"672","AT2G34710"
"673","AT2G34730"
"674","AT2G35010"
"675","AT2G35320"
"676","AT2G35380"
"677","AT2G35510"
"678","AT2G35530"
"679","AT2G35612"
"680","AT2G35900"
"681","AT2G36240"
"682","AT2G36250"
"683","AT2G36350"
"684","AT2G36420"
"685","AT2G36460"
"686","AT2G36850"
"687","AT2G37020"
"688","AT2G37060"
"689","AT2G37220"
"690","AT2G37230"
"691","AT2G37400"
"692","AT2G37570"
"693","AT2G37690"
"694","AT2G38090"
"695","AT2G38230"
"696","AT2G38450"
"697","AT2G38610"
"698","AT2G38650"
"699","AT2G38730"
"700","AT2G38840"
"701","AT2G38860"
"702","AT2G38880"
"703","AT2G39130"
"704","AT2G39260"
"705","AT2G39300"
"706","AT2G39340"
"707","AT2G39450"
"708","AT2G39500"
"709","AT2G39580"
"710","AT2G39630"
"711","AT2G39700"
"712","AT2G39705"
"713","AT2G39760"
"714","AT2G40010"
"715","AT2G40550"
"716","AT2G40700"
"717","AT2G40800"
"718","AT2G40950"
"719","AT2G40980"
"720","AT2G41070"
"721","AT2G41440"
"722","AT2G41480"
"723","AT2G41560"
"724","AT2G41620"
"725","AT2G41630"
"726","AT2G41710"
"727","AT2G41730"
"728","AT2G41740"
"729","AT2G41760"
"730","AT2G41790"
"731","AT2G41945"
"732","AT2G41960"
"733","AT2G42030"
"734","AT2G42190"
"735","AT2G42230"
"736","AT2G42400"
"737","AT2G42770"
"738","AT2G43080"
"739","AT2G43130"
"740","AT2G43210"
"741","AT2G43290"
"742","AT2G43630"
"743","AT2G43950"
"744","AT2G43980"
"745","AT2G44040"
"746","AT2G44200"
"747","AT2G44270"
"748","AT2G44530"
"749","AT2G44660"
"750","AT2G44770"
"751","AT2G44870"
"752","AT2G44970"
"753","AT2G45030"
"754","AT2G45245"
"755","AT2G45260"
"756","AT2G45340"
"757","AT2G45620"
"758","AT2G45695"
"759","AT2G46520"
"760","AT2G46600"
"761","AT2G46920"
"762","AT2G46930"
"763","AT2G47070"
"764","AT2G47490"
"765","AT2G47500"
"766","AT2G47760"
"767","AT2G47790"
"768","AT2G47840"
"769","AT2G47850"
"770","AT2G47860"
"771","AT2G47980"
"772","AT2G48140"
"773","AT2G48160"
"774","AT3G01150"
"775","AT3G01165"
"776","AT3G01360"
"777","AT3G01435"
"778","AT3G01516"
"779","AT3G01720"
"780","AT3G01780"
"781","AT3G01820"
"782","AT3G02120"
"783","AT3G02170"
"784","AT3G02600"
"785","AT3G02650"
"786","AT3G02740"
"787","AT3G02750"
"788","AT3G02820"
"789","AT3G02920"
"790","AT3G02950"
"791","AT3G03010"
"792","AT3G03120"
"793","AT3G03130"
"794","AT3G03220"
"795","AT3G03310"
"796","AT3G03320"
"797","AT3G03340"
"798","AT3G03550"
"799","AT3G03570"
"800","AT3G03740"
"801","AT3G03773"
"802","AT3G03880"
"803","AT3G03940"
"804","AT3G03950"
"805","AT3G04080"
"806","AT3G04240"
"807","AT3G04480"
"808","AT3G04680"
"809","AT3G04710"
"810","AT3G04810"
"811","AT3G05040"
"812","AT3G05050"
"813","AT3G05070"
"814","AT3G05090"
"815","AT3G05520"
"816","AT3G05570"
"817","AT3G05680"
"818","AT3G05710"
"819","AT3G06110"
"820","AT3G06345"
"821","AT3G06400"
"822","AT3G06435"
"823","AT3G06450"
"824","AT3G06530"
"825","AT3G06540"
"826","AT3G06550"
"827","AT3G06670"
"828","AT3G06740"
"829","AT3G06860"
"830","AT3G06868"
"831","AT3G06925"
"832","AT3G06930"
"833","AT3G07020"
"834","AT3G07130"
"835","AT3G07140"
"836","AT3G07215"
"837","AT3G07220"
"838","AT3G07300"
"839","AT3G07510"
"840","AT3G07630"
"841","AT3G07640"
"842","AT3G07650"
"843","AT3G08590"
"844","AT3G08670"
"845","AT3G08760"
"846","AT3G08850"
"847","AT3G09035"
"848","AT3G09090"
"849","AT3G09100"
"850","AT3G09690"
"851","AT3G09700"
"852","AT3G09720"
"853","AT3G09770"
"854","AT3G09810"
"855","AT3G10050"
"856","AT3G10080"
"857","AT3G10330"
"858","AT3G10380"
"859","AT3G10480"
"860","AT3G10490"
"861","AT3G10530"
"862","AT3G10620"
"863","AT3G10650"
"864","AT3G10720"
"865","AT3G10760"
"866","AT3G10810"
"867","AT3G10940"
"868","AT3G10980"
"869","AT3G11220"
"870","AT3G11397"
"871","AT3G11490"
"872","AT3G11700"
"873","AT3G11820"
"874","AT3G11945"
"875","AT3G11964"
"876","AT3G12010"
"877","AT3G12210"
"878","AT3G12240"
"879","AT3G12280"
"880","AT3G12300"
"881","AT3G12340"
"882","AT3G12560"
"883","AT3G12620"
"884","AT3G12680"
"885","AT3G12710"
"886","AT3G12780"
"887","AT3G12970"
"888","AT3G13070"
"889","AT3G13080"
"890","AT3G13222"
"891","AT3G13224"
"892","AT3G13235"
"893","AT3G13320"
"894","AT3G13330"
"895","AT3G13350"
"896","AT3G13360"
"897","AT3G13650"
"898","AT3G13860"
"899","AT3G13940"
"900","AT3G13990"
"901","AT3G14080"
"902","AT3G14172"
"903","AT3G14180"
"904","AT3G14790"
"905","AT3G14860"
"906","AT3G15020"
"907","AT3G15080"
"908","AT3G15095"
"909","AT3G15120"
"910","AT3G15351"
"911","AT3G15352"
"912","AT3G15380"
"913","AT3G15430"
"914","AT3G15460"
"915","AT3G15970"
