"","phyD_GC_c1.which.mclass....1...1."
"1","AT1G01130"
"2","AT1G01183"
"3","AT1G01190"
"4","AT1G01310"
"5","AT1G01420"
"6","AT1G01453"
"7","AT1G01480"
"8","AT1G01520"
"9","AT1G01560"
"10","AT1G01600"
"11","AT1G01660"
"12","AT1G02030"
"13","AT1G02305"
"14","AT1G02310"
"15","AT1G02350"
"16","AT1G02400"
"17","AT1G02450"
"18","AT1G02470"
"19","AT1G02490"
"20","AT1G02530"
"21","AT1G02570"
"22","AT1G02575"
"23","AT1G02580"
"24","AT1G02650"
"25","AT1G02670"
"26","AT1G02700"
"27","AT1G02705"
"28","AT1G02710"
"29","AT1G02770"
"30","AT1G02813"
"31","AT1G02952"
"32","AT1G02980"
"33","AT1G03070"
"34","AT1G03106"
"35","AT1G03120"
"36","AT1G03170"
"37","AT1G03240"
"38","AT1G03445"
"39","AT1G03502"
"40","AT1G03506"
"41","AT1G03540"
"42","AT1G03600"
"43","AT1G03630"
"44","AT1G03700"
"45","AT1G03710"
"46","AT1G03743"
"47","AT1G03746"
"48","AT1G03790"
"49","AT1G03850"
"50","AT1G04007"
"51","AT1G04013"
"52","AT1G04017"
"53","AT1G04023"
"54","AT1G04037"
"55","AT1G04047"
"56","AT1G04073"
"57","AT1G04077"
"58","AT1G04090"
"59","AT1G04103"
"60","AT1G04105"
"61","AT1G04123"
"62","AT1G04147"
"63","AT1G04187"
"64","AT1G04193"
"65","AT1G04197"
"66","AT1G04217"
"67","AT1G04223"
"68","AT1G04227"
"69","AT1G04237"
"70","AT1G04267"
"71","AT1G04273"
"72","AT1G04277"
"73","AT1G04297"
"74","AT1G04303"
"75","AT1G04347"
"76","AT1G04357"
"77","AT1G04363"
"78","AT1G04380"
"79","AT1G04397"
"80","AT1G04427"
"81","AT1G04445"
"82","AT1G04467"
"83","AT1G04473"
"84","AT1G04487"
"85","AT1G04493"
"86","AT1G04497"
"87","AT1G04507"
"88","AT1G04523"
"89","AT1G04533"
"90","AT1G04563"
"91","AT1G04567"
"92","AT1G04577"
"93","AT1G04580"
"94","AT1G04583"
"95","AT1G04587"
"96","AT1G04600"
"97","AT1G04620"
"98","AT1G04625"
"99","AT1G04643"
"100","AT1G04657"
"101","AT1G04660"
"102","AT1G04670"
"103","AT1G04713"
"104","AT1G04733"
"105","AT1G04743"
"106","AT1G04767"
"107","AT1G04797"
"108","AT1G04800"
"109","AT1G04827"
"110","AT1G04840"
"111","AT1G04853"
"112","AT1G04873"
"113","AT1G04877"
"114","AT1G04880"
"115","AT1G04913"
"116","AT1G04933"
"117","AT1G04973"
"118","AT1G05013"
"119","AT1G05020"
"120","AT1G05023"
"121","AT1G05033"
"122","AT1G05043"
"123","AT1G05047"
"124","AT1G05057"
"125","AT1G05083"
"126","AT1G05103"
"127","AT1G05143"
"128","AT1G05153"
"129","AT1G05200"
"130","AT1G05203"
"131","AT1G05207"
"132","AT1G05240"
"133","AT1G05243"
"134","AT1G05247"
"135","AT1G05253"
"136","AT1G05267"
"137","AT1G05273"
"138","AT1G05283"
"139","AT1G05287"
"140","AT1G05317"
"141","AT1G05327"
"142","AT1G05330"
"143","AT1G05333"
"144","AT1G05357"
"145","AT1G05383"
"146","AT1G05417"
"147","AT1G05423"
"148","AT1G05447"
"149","AT1G05450"
"150","AT1G05463"
"151","AT1G05490"
"152","AT1G05510"
"153","AT1G05517"
"154","AT1G05540"
"155","AT1G05570"
"156","AT1G05575"
"157","AT1G05607"
"158","AT1G05610"
"159","AT1G05675"
"160","AT1G05690"
"161","AT1G05703"
"162","AT1G05707"
"163","AT1G05727"
"164","AT1G05747"
"165","AT1G05767"
"166","AT1G05783"
"167","AT1G05813"
"168","AT1G05843"
"169","AT1G05894"
"170","AT1G05913"
"171","AT1G05917"
