"","phyD_GC_c1.which.mclass....9...1."
"131","AT1G66970"
"132","AT1G67540"
"133","AT1G68090"
"134","AT1G68170"
"135","AT1G69470"
"136","AT1G70390"
"137","AT1G70910"
"138","AT1G72110"
"139","AT1G72645"
"140","AT1G72910"
"141","AT1G73050"
"142","AT1G73560"
"143","AT1G74290"
"144","AT1G74810"
"145","AT1G74820"
"146","AT1G74990"
"147","AT1G75160"
"148","AT1G75430"
"149","AT1G76062"
"150","AT1G76465"
"151","AT1G77160"
"152","AT1G77210"
"153","AT1G78030"
"154","AT1G79400"
"155","AT1G80330"
"156","AT1G80580"
"157","AT1G80590"
"158","AT2G01310"
"159","AT2G01360"
"160","AT2G02061"
"161","AT2G03210"
"162","AT2G03290"
"163","AT2G04005"
"164","AT2G04220"
"165","AT2G04840"
"166","AT2G05585"
"167","AT2G05642"
"168","AT2G05914"
"169","AT2G05915"
"170","AT2G06002"
"171","AT2G06305"
"172","AT2G07628"
"173","AT2G07714"
"174","AT2G07738"
"175","AT2G08375"
"176","AT2G08405"
"177","AT2G08910"
"178","AT2G09295"
"179","AT2G09425"
"180","AT2G09460"
"181","AT2G09565"
"182","AT2G09575"
"183","AT2G09970"
"184","AT2G10537"
"185","AT2G10553"
"186","AT2G10615"
"187","AT2G11205"
"188","AT2G11270"
"189","AT2G11271"
"190","AT2G12190"
"191","AT2G12905"
"192","AT2G13950"
"193","AT2G16005"
"194","AT2G16190"
"195","AT2G17850"
"196","AT2G18025"
"197","AT2G18260"
"198","AT2G18340"
"199","AT2G18490"
"200","AT2G19920"
"201","AT2G20380"
"202","AT2G21200"
"203","AT2G21490"
"204","AT2G21770"
"205","AT2G22426"
"206","AT2G23220"
"207","AT2G23270"
"208","AT2G24285"
"209","AT2G24450"
"210","AT2G24692"
"211","AT2G25482"
"212","AT2G25820"
"213","AT2G26020"
"214","AT2G27240"
"215","AT2G27270"
"216","AT2G28490"
"217","AT2G29310"
"218","AT2G29630"
"219","AT2G30090"
"220","AT2G30115"
"221","AT2G30690"
"222","AT2G32370"
"223","AT2G32860"
"224","AT2G32870"
"225","AT2G35990"
"226","AT2G36440"
"227","AT2G36550"
"228","AT2G36920"
"229","AT2G38150"
"230","AT2G39640"
"231","AT2G40050"
"232","AT2G40580"
"233","AT2G40925"
"234","AT2G40955"
"235","AT2G42560"
"236","AT2G43220"
"237","AT2G47115"
"238","AT2G47870"
"239","AT3G01530"
"240","AT3G02075"
"241","AT3G02270"
"242","AT3G02885"
"243","AT3G03635"
"244","AT3G03670"
"245","AT3G04035"
"246","AT3G04510"
"247","AT3G04660"
"248","AT3G05110"
"249","AT3G05600"
"250","AT3G05790"
"251","AT3G05950"
"252","AT3G06025"
"253","AT3G06560"
"254","AT3G06955"
"255","AT3G07275"
"256","AT3G07450"
"257","AT3G08245"
"258","AT3G08280"
"259","AT3G08350"
"260","AT3G08515"
"261","AT3G08585"
"262","AT3G08660"
"263","AT3G08745"
"264","AT3G08750"
"265","AT3G08755"
"266","AT3G08810"
"267","AT3G09120"
"268","AT3G09245"
"269","AT3G09335"
"270","AT3G09340"
"271","AT3G09450"
"272","AT3G09620"
"273","AT3G09645"
"274","AT3G09935"
"275","AT3G10195"
"276","AT3G10240"
"277","AT3G10510"
"278","AT3G11350"
"279","AT3G12660"
"280","AT3G13020"
"281","AT3G13390"
"282","AT3G13960"
"283","AT3G14250"
"284","AT3G14700"
"285","AT3G14820"
"286","AT3G14950"
"287","AT3G15490"
"288","AT3G15960"
"289","AT3G17760"
"290","AT3G17980"
"291","AT3G18485"
"292","AT3G18570"
"293","AT3G18810"
"294","AT3G19920"
"295","AT3G20400"
"296","AT3G20950"
"297","AT3G21352"
"298","AT3G21570"
"299","AT3G22650"
"300","AT3G22770"
"301","AT3G22820"
"302","AT3G22860"
"303","AT3G22940"
"304","AT3G23230"
"305","AT3G24068"
"306","AT3G24230"
"307","AT3G24332"
"308","AT3G24600"
"309","AT3G24790"
"310","AT3G25719"
"311","AT3G25770"
"312","AT3G26180"
"313","AT3G26200"
"314","AT3G26250"
"315","AT3G26813"
"316","AT3G26930"
"317","AT3G27250"
"318","AT3G27503"
"319","AT3G28220"
"320","AT3G28270"
"321","AT3G28320"
"322","AT3G28330"
"323","AT3G28360"
"324","AT3G28610"
"325","AT3G28780"
"326","AT3G29720"
"327","AT3G29970"
"328","AT3G43950"
"329","AT3G44006"
"330","AT3G44060"
"331","AT3G44660"
"332","AT3G44790"
"333","AT3G44900"
"334","AT3G45000"
"335","AT3G46230"
"336","AT3G46614"
"337","AT3G46840"
"338","AT3G46910"
"339","AT3G47150"
"340","AT3G47870"
"341","AT3G49230"
"342","AT3G49520"
"343","AT3G50330"
"344","AT3G50450"
"345","AT3G50940"
"346","AT3G51190"
"347","AT3G51420"
"348","AT3G51760"
"349","AT3G52310"
"350","AT3G52320"
"351","AT3G52810"
"352","AT3G53232"
"353","AT3G53280"
"354","AT3G54730"
"355","AT3G55930"
"356","AT3G57240"
"357","AT3G57310"
"358","AT3G57587"
"359","AT3G57600"
"360","AT3G58910"
"361","AT3G59030"
"362","AT3G59790"
"363","AT3G60020"
"364","AT3G60270"
"365","AT3G60760"
"366","AT3G60950"
"367","AT3G61030"
"368","AT3G61035"
"369","AT3G61175"
"370","AT3G61182"
"371","AT3G61250"
"372","AT3G61700"
"373","AT3G62230"
"374","AT3G62380"
"375","AT3G62510"
"376","AT3G63320"
"377","AT3G66656"
"378","AT4G00130"
"379","AT4G01260"
"380","AT4G01520"
"381","AT4G03220"
"382","AT4G03290"
"383","AT4G03705"
"384","AT4G03805"
"385","AT4G04260"
"386","AT4G05110"
"387","AT4G06080"
"388","AT4G07090"
"389","AT4G07120"
"390","AT4G07408"
"391","AT4G07545"
"392","AT4G07975"
"393","AT4G08045"
"394","AT4G08315"
"395","AT4G08515"
"396","AT4G08870"
"397","AT4G08925"
"398","AT4G09525"
"399","AT4G10150"
"400","AT4G10600"
"401","AT4G10613"
"402","AT4G11745"
"403","AT4G12280"
"404","AT4G12500"
"405","AT4G12870"
"406","AT4G13570"
"407","AT4G13575"
"408","AT4G14670"
"409","AT4G15096"
"410","AT4G15200"
"411","AT4G15242"
"412","AT4G15245"
"413","AT4G15490"
"414","AT4G16215"
"415","AT4G17470"
"416","AT4G17710"
"417","AT4G17780"
"418","AT4G18080"
"419","AT4G18310"
"420","AT4G18330"
"421","AT4G18970"
"422","AT4G19240"
"423","AT4G19750"
"424","AT4G19760"
"425","AT4G19770"
"426","AT4G21380"
"427","AT4G22060"
"428","AT4G22200"
"429","AT4G22390"
"430","AT4G22410"
"431","AT4G23130"
"432","AT4G23720"
"433","AT4G23990"
"434","AT4G24170"
"435","AT4G24540"
"436","AT4G24600"
"437","AT4G24660"
"438","AT4G24890"
"439","AT4G24972"
"440","AT4G25040"
"441","AT4G26150"
"442","AT4G26170"
"443","AT4G26260"
"444","AT4G26330"
"445","AT4G26390"
"446","AT4G26530"
"447","AT4G26830"
"448","AT4G27550"
"449","AT4G28340"
"450","AT4G28560"
"451","AT4G28811"
"452","AT4G29760"
"453","AT4G29980"
"454","AT4G31710"
"455","AT4G31740"
"456","AT4G33320"
"457","AT4G33720"
"458","AT4G34400"
"459","AT4G34470"
"460","AT4G35820"
"461","AT4G36570"
"462","AT4G36600"
"463","AT4G36925"
"464","AT4G38850"
"465","AT4G39130"
"466","AT5G00835"
"467","AT5G00845"
"468","AT5G02225"
"469","AT5G02295"
"470","AT5G02330"
"471","AT5G02340"
"472","AT5G02900"
"473","AT5G03130"
"474","AT5G03475"
"475","AT5G03695"
"476","AT5G03955"
"477","AT5G04120"
"478","AT5G04245"
"479","AT5G04445"
"480","AT5G04615"
"481","AT5G04815"
"482","AT5G05070"
"483","AT5G05125"
"484","AT5G05280"
"485","AT5G06010"
"486","AT5G06070"
"487","AT5G06615"
"488","AT5G07055"
"489","AT5G07060"
"490","AT5G07180"
"491","AT5G09020"
"492","AT5G09090"
"493","AT5G09215"
"494","AT5G09610"
"495","AT5G09640"
"496","AT5G09711"
"497","AT5G11820"
"498","AT5G12280"
"499","AT5G13320"
"500","AT5G14160"
"501","AT5G14290"
"502","AT5G14565"
"503","AT5G15250"
"504","AT5G15360"
"505","AT5G15380"
"506","AT5G15420"
"507","AT5G16350"
"508","AT5G16980"
"509","AT5G17100"
"510","AT5G17320"
"511","AT5G17340"
"512","AT5G17780"
"513","AT5G18320"
"514","AT5G18510"
"515","AT5G18720"
"516","AT5G18890"
"517","AT5G19675"
"518","AT5G20100"
"519","AT5G20310"
"520","AT5G20690"
"521","AT5G24080"
"522","AT5G24200"
"523","AT5G24206"
"524","AT5G24540"
"525","AT5G24950"
"526","AT5G25290"
"527","AT5G26220"
"528","AT5G26673"
"529","AT5G27010"
"530","AT5G28370"
"531","AT5G28520"
"532","AT5G28660"
"533","AT5G36000"
"534","AT5G36970"
"535","AT5G37150"
"536","AT5G37165"
"537","AT5G37640"
"538","AT5G37950"
"539","AT5G38260"
"540","AT5G38710"
"541","AT5G38800"
"542","AT5G39220"
"543","AT5G39330"
"544","AT5G39750"
"545","AT5G41310"
"546","AT5G41540"
"547","AT5G41890"
"548","AT5G41900"
"549","AT5G41905"
"550","AT5G41908"
"551","AT5G44140"
"552","AT5G44316"
"553","AT5G44330"
"554","AT5G44495"
"555","AT5G44567"
"556","AT5G44850"
"557","AT5G45113"
"558","AT5G45450"
"559","AT5G45570"
"560","AT5G45680"
"561","AT5G45960"
"562","AT5G46085"
"563","AT5G46500"
"564","AT5G46670"
"565","AT5G46950"
"566","AT5G47260"
"567","AT5G47610"
"568","AT5G48550"
"569","AT5G48750"
"570","AT5G50130"
"571","AT5G50190"
"572","AT5G50610"
"573","AT5G50700"
"574","AT5G51030"
"575","AT5G52300"
"576","AT5G52320"
"577","AT5G52480"
"578","AT5G52490"
"579","AT5G53380"
"580","AT5G54060"
"581","AT5G54610"
"582","AT5G54700"
"583","AT5G54990"
"584","AT5G55135"
"585","AT5G55800"
"586","AT5G57200"
"587","AT5G57260"
"588","AT5G57380"
"589","AT5G57550"
"590","AT5G57640"
"591","AT5G58080"
"592","AT5G60010"
"593","AT5G60130"
"594","AT5G60290"
"595","AT5G63450"
"596","AT5G63580"
"597","AT5G63750"
"598","AT5G64190"
"599","AT5G64667"
"600","AT5G64910"
"601","AT5G65130"
"602","AT5G65158"
"603","AT5G65370"
"604","AT5G65730"
"605","AT5G66150"
"606","AT5G66890"
"607","ATCG00320"
"608","ATMG00550"
"609","ATMG00600"
"610","ATMG00740"
"611","ATMG00750"
"612","ATMG00910"
"613","ATMG01110"
"614","ATMG01270"
