"","X","phyD_GC_c1.which.mclass....6...1."
"113",113,"AT1G09300"
"2174",2174,"AT4G27690"
"2711",2711,"AT5G41140"
"924",924,"AT2G21850"
"1866",1866,"AT3G62640"
"1021",1021,"AT2G30460"
"2790",2790,"AT5G48440"
"820",820,"AT2G04430"
"2852",2852,"AT5G51890"
"2382",2382,"AT5G05730"
"2191",2191,"AT4G28760"
"2853",2853,"AT5G52110"
"2016",2016,"AT4G13950"
"1038",1038,"AT2G31680"
"2054",2054,"AT4G16670"
"2832",2832,"AT5G50840"
"1736",1736,"AT3G52500"
"1939",1939,"AT4G04885"
"231",231,"AT1G18490"
"1243",1243,"AT2G47410"
"1487",1487,"AT3G17580"
"2996",2996,"AT5G65440"
"1903",1903,"AT4G01770"
"2249",2249,"AT4G34040"
"1082",1082,"AT2G35480"
"626",626,"AT1G67490"
"140",140,"AT1G11390"
"2390",2390,"AT5G06050"
"1769",1769,"AT3G55050"
"1501",1501,"AT3G18620"
"2524",2524,"AT5G15740"
"2307",2307,"AT4G38760"
"928",928,"AT2G22270"
"2354",2354,"AT5G03370"
"1685",1685,"AT3G48160"
"2950",2950,"AT5G61900"
"111",111,"AT1G08960"
"947",947,"AT2G24070"
"1212",1212,"AT2G44640"
"72",72,"AT1G06730"
"1329",1329,"AT3G06410"
"2162",2162,"AT4G26660"
"62",62,"AT1G06150"
"649",649,"AT1G69270"
"2177",2177,"AT4G27840"
"1324",1324,"AT3G06010"
"2297",2297,"AT4G38160"
"437",437,"AT1G48970"
"2305",2305,"AT4G38580"
"2567",2567,"AT5G19160"
"1517",1517,"AT3G19650"
"60",60,"AT1G06002"
"2758",2758,"AT5G45440"
"1974",1974,"AT4G09810"
"2395",2395,"AT5G06410"
"1221",1221,"AT2G45350"
"2520",2520,"AT5G15570"
"361",361,"AT1G30960"
"725",725,"AT1G76040"
"1577",1577,"AT3G24440"
"192",192,"AT1G15660"
"902",902,"AT2G19590"
"2707",2707,"AT5G40840"
"895",895,"AT2G18790"
"2757",2757,"AT5G45330"
"855",855,"AT2G14460"
"2880",2880,"AT5G55280"
"1554",1554,"AT3G21630"
"1208",1208,"AT2G44260"
"2248",2248,"AT4G33800"
"384",384,"AT1G33400"
"998",998,"AT2G27810"
"541",541,"AT1G56610"
"148",148,"AT1G11870"
"1965",1965,"AT4G09340"
"2234",2234,"AT4G33140"
"1942",1942,"AT4G04970"
"2092",2092,"AT4G20010"
"768",768,"AT1G79470"
"2435",2435,"AT5G09500"
"2",2,"AT1G01290"
"2995",2995,"AT5G65420"
"2498",2498,"AT5G13970"
"1345",1345,"AT3G07320"
"811",811,"AT2G03500"
"2530",2530,"AT5G16170"
"225",225,"AT1G17810"
"2144",2144,"AT4G24790"
"793",793,"AT2G01260"
"740",740,"AT1G77260"
"2181",2181,"AT4G28170"
"2102",2102,"AT4G21140"
"1881",1881,"AT4G00170"
"1026",1026,"AT2G30780"
"449",449,"AT1G49840"
"2032",2032,"AT4G14790"
"2196",2196,"AT4G29220"
"2469",2469,"AT5G11730"
"914",914,"AT2G20725"
"2222",2222,"AT4G31930"
"243",243,"AT1G19080"
"2364",2364,"AT5G04110"
"2420",2420,"AT5G08415"
"1111",1111,"AT2G37680"
"775",775,"AT1G79630"
"1918",1918,"AT4G02680"
"2545",2545,"AT5G17010"
"388",388,"AT1G33490"
"3005",3005,"AT5G65900"
"688",688,"AT1G72740"
"2526",2526,"AT5G15802"
"3044",3044,"ATCG01010"
"2740",2740,"AT5G43670"
"105",105,"AT1G08600"
"371",371,"AT1G31930"
"1715",1715,"AT3G51390"
"2172",2172,"AT4G27400"
"51",51,"AT1G05590"
"3007",3007,"AT5G66000"
"2262",2262,"AT4G35030"
"2276",2276,"AT4G36630"
"2692",2692,"AT5G38640"
"2572",2572,"AT5G19620"
"1456",1456,"AT3G15180"
"167",167,"AT1G13750"
"492",492,"AT1G53520"
"1937",1937,"AT4G04610"
"2229",2229,"AT4G32620"
"2404",2404,"AT5G07040"
"910",910,"AT2G20310"
"2829",2829,"AT5G50630"
"1081",1081,"AT2G35450"
"934",934,"AT2G23096"
"1031",1031,"AT2G31082"
"777",777,"AT1G80010"
"964",964,"AT2G25620"
"1187",1187,"AT2G42660"
"1087",1087,"AT2G35840"
"2647",2647,"AT5G27210"
"1401",1401,"AT3G11960"
"287",287,"AT1G23330"
"2495",2495,"AT5G13900"
"1112",1112,"AT2G38020"
"2621",2621,"AT5G23850"
"403",403,"AT1G36320"
"2296",2296,"AT4G38150"
"2049",2049,"AT4G16155"
"186",186,"AT1G15215"
"1063",1063,"AT2G33700"
"141",141,"AT1G11420"
"1405",1405,"AT3G12200"
"2436",2436,"AT5G09670"
"1463",1463,"AT3G15850"
"2742",2742,"AT5G43710"
"2066",2066,"AT4G17080"
"1206",1206,"AT2G44195"
"21",21,"AT1G02910"
"1890",1890,"AT4G00755"
"2603",2603,"AT5G22640"
"2121",2121,"AT4G22340"
"1475",1475,"AT3G16565"
"1516",1516,"AT3G19640"
"1415",1415,"AT3G12870"
"1398",1398,"AT3G11760"
"2975",2975,"AT5G63800"
"2791",2791,"AT5G48450"
"2648",2648,"AT5G27550"
"89",89,"AT1G07970"
"840",840,"AT2G07678"
"945",945,"AT2G24020"
"2132",2132,"AT4G23740"
"661",661,"AT1G70480"
"1622",1622,"AT3G27640"
"557",557,"AT1G59990"
"132",132,"AT1G10870"
"779",779,"AT1G80190"
"444",444,"AT1G49540"
"530",530,"AT1G56020"
"845",845,"AT2G10931"
"3048",3048,"ATMG00180"
"815",815,"AT2G03975"
"1234",1234,"AT2G46620"
"1292",1292,"AT3G03610"
"867",867,"AT2G16440"
"309",309,"AT1G26260"
"2578",2578,"AT5G19950"
"2987",2987,"AT5G64470"
"2378",2378,"AT5G05310"
"944",944,"AT2G23950"
"666",666,"AT1G70730"
"2022",2022,"AT4G14310"
"887",887,"AT2G17975"
"1265",1265,"AT3G01650"
"2845",2845,"AT5G51670"
"1784",1784,"AT3G56100"
"933",933,"AT2G23040"
"1449",1449,"AT3G14980"
"1465",1465,"AT3G15920"
"1605",1605,"AT3G26922"
"487",487,"AT1G53390"
"2658",2658,"AT5G28290"
"2343",2343,"AT5G02590"
"1201",1201,"AT2G43670"
"204",204,"AT1G16430"
"2029",2029,"AT4G14695"
"1999",1999,"AT4G11860"
"1344",1344,"AT3G07315"
"646",646,"AT1G68935"
"1618",1618,"AT3G27330"
"1847",1847,"AT3G61610"
"1275",1275,"AT3G02290"
"2461",2461,"AT5G10870"
"545",545,"AT1G57870"
"817",817,"AT2G04270"
"3040",3040,"ATCG00750"
"1105",1105,"AT2G37500"
"2476",2476,"AT5G12330"
"149",149,"AT1G11905"
"1047",1047,"AT2G32320"
"215",215,"AT1G17160"
"2438",2438,"AT5G09740"
"524",524,"AT1G55750"
"2953",2953,"AT5G62070"
"1041",1041,"AT2G31955"
"1543",1543,"AT3G21060"
"1351",1351,"AT3G07580"
"905",905,"AT2G19870"
"1806",1806,"AT3G57710"
"182",182,"AT1G14910"
"3001",3001,"AT5G65683"
"468",468,"AT1G51450"
"1388",1388,"AT3G10690"
"1687",1687,"AT3G48730"
"1902",1902,"AT4G01730"
"336",336,"AT1G28715"
"402",402,"AT1G36280"
"455",455,"AT1G50300"
"2897",2897,"AT5G57070"
"2287",2287,"AT4G37190"
"2543",2543,"AT5G16930"
"2764",2764,"AT5G45850"
"1248",1248,"AT2G47935"
"418",418,"AT1G47340"
"1563",1563,"AT3G22590"
"1639",1639,"AT3G42180"
"184",184,"AT1G15002"
"584",584,"AT1G63170"
"98",98,"AT1G08250"
"425",425,"AT1G48090"
"2800",2800,"AT5G49010"
"991",991,"AT2G27110"
"2339",2339,"AT5G02310"
"2969",2969,"AT5G63120"
"188",188,"AT1G15330"
"610",610,"AT1G65430"
"122",122,"AT1G10270"
"1322",1322,"AT3G05870"
"479",479,"AT1G52540"
"1443",1443,"AT3G14510"
"1839",1839,"AT3G60830"
"1446",1446,"AT3G14780"
"2146",2146,"AT4G24900"
"2130",2130,"AT4G23570"
"1948",1948,"AT4G05450"
"2306",2306,"AT4G38670"
"1998",1998,"AT4G11740"
"2059",2059,"AT4G16845"
"2938",2938,"AT5G60230"
"1885",1885,"AT4G00310"
"1241",1241,"AT2G47230"
"2634",2634,"AT5G25060"
"1310",1310,"AT3G05130"
"1319",1319,"AT3G05675"
"2470",2470,"AT5G11790"
"2472",2472,"AT5G12080"
"698",698,"AT1G73470"
"1330",1330,"AT3G06430"
"40",40,"AT1G04803"
"349",349,"AT1G30240"
"678",678,"AT1G71696"
"463",463,"AT1G50910"
"1658",1658,"AT3G45010"
"510",510,"AT1G54650"
"2946",2946,"AT5G60930"
"1530",1530,"AT3G20150"
"2220",2220,"AT4G31670"
"2878",2878,"AT5G55060"
"2266",2266,"AT4G35480"
"2821",2821,"AT5G50250"
"2340",2340,"AT5G02370"
"2396",2396,"AT5G06460"
"2118",2118,"AT4G22230"
"1099",1099,"AT2G36960"
"1532",1532,"AT3G20330"
"3024",3024,"AT5G67100"
"1680",1680,"AT3G47690"
"1542",1542,"AT3G20840"
"2198",2198,"AT4G29730"
"540",540,"AT1G56580"
"1825",1825,"AT3G59050"
"1550",1550,"AT3G21400"
"1857",1857,"AT3G62130"
"1774",1774,"AT3G55260"
"2928",2928,"AT5G58970"
"2667",2667,"AT5G34940"
"1169",1169,"AT2G41520"
"99",99,"AT1G08280"
"1544",1544,"AT3G21100"
"2847",2847,"AT5G51690"
"2077",2077,"AT4G18372"
"2252",2252,"AT4G34290"
"1373",1373,"AT3G09670"
"931",931,"AT2G22610"
"2422",2422,"AT5G08510"
"2843",2843,"AT5G51630"
"937",937,"AT2G23210"
"930",930,"AT2G22450"
"1259",1259,"AT3G01380"
"199",199,"AT1G16070"
"1152",1152,"AT2G40490"
"1355",1355,"AT3G07800"
"254",254,"AT1G20300"
"1057",1057,"AT2G33460"
"2923",2923,"AT5G58760"
"533",533,"AT1G56180"
"2891",2891,"AT5G56250"
"1910",1910,"AT4G02090"
"1457",1457,"AT3G15190"
"1192",1192,"AT2G43020"
"2615",2615,"AT5G23430"
"2381",2381,"AT5G05590"
"2551",2551,"AT5G17510"
"2971",2971,"AT5G63440"
"2148",2148,"AT4G25180"
"1016",1016,"AT2G29900"
"1220",1220,"AT2G45315"
"550",550,"AT1G58370"
"2324",2324,"AT5G01390"
"1336",1336,"AT3G06840"
"1879",1879,"AT4G00020"
"2592",2592,"AT5G20930"
"992",992,"AT2G27210"
"952",952,"AT2G24650"
"1462",1462,"AT3G15790"
"2051",2051,"AT4G16390"
"240",240,"AT1G18850"
"1940",1940,"AT4G04920"
"1421",1421,"AT3G13050"
"95",95,"AT1G08060"
"2363",2363,"AT5G04060"
"324",324,"AT1G27850"
"2210",2210,"AT4G30840"
"1797",1797,"AT3G57140"
"2918",2918,"AT5G58480"
"2107",2107,"AT4G21520"
"844",844,"AT2G09695"
"381",381,"AT1G33170"
"1080",1080,"AT2G35390"
"2057",2057,"AT4G16780"
"555",555,"AT1G59820"
"1581",1581,"AT3G24800"
"82",82,"AT1G07520"
"925",925,"AT2G21940"
"1533",1533,"AT3G20360"
"430",430,"AT1G48320"
"710",710,"AT1G74720"
"1655",1655,"AT3G44735"
"650",650,"AT1G69380"
"227",227,"AT1G18190"
"31",31,"AT1G03905"
"258",258,"AT1G20690"
"233",233,"AT1G18600"
"70",70,"AT1G06560"
"1072",1072,"AT2G34780"
"1450",1450,"AT3G15040"
"2488",2488,"AT5G13520"
"1119",1119,"AT2G38620"
"1240",1240,"AT2G47200"
"2466",2466,"AT5G11430"
"1537",1537,"AT3G20560"
"327",327,"AT1G27980"
"734",734,"AT1G76950"
"391",391,"AT1G34150"
"515",515,"AT1G55140"
"1991",1991,"AT4G10955"
"1144",1144,"AT2G40070"
"2311",2311,"AT4G39190"
"2041",2041,"AT4G15830"
"1193",1193,"AT2G43040"
"1588",1588,"AT3G25210"
"2037",2037,"AT4G15393"
"1812",1812,"AT3G57940"
"1524",1524,"AT3G20010"
"1394",1394,"AT3G11290"
"2547",2547,"AT5G17410"
"864",864,"AT2G15690"
"552",552,"AT1G59540"
"2113",2113,"AT4G21840"
"2030",2030,"AT4G14720"
"643",643,"AT1G68430"
"411",411,"AT1G44110"
"147",147,"AT1G11790"
"460",460,"AT1G50575"
"2465",2465,"AT5G11030"
"2725",2725,"AT5G42660"
"745",745,"AT1G77740"
"1245",1245,"AT2G47620"
"1305",1305,"AT3G04590"
"2002",2002,"AT4G12460"
"267",267,"AT1G21350"
"1707",1707,"AT3G50530"
"2462",2462,"AT5G10910"
"3035",3035,"ATCG00160"
"90",90,"AT1G07980"
"400",400,"AT1G35470"
"640",640,"AT1G68238"
"770",770,"AT1G79560"
"1914",1914,"AT4G02210"
"1776",1776,"AT3G55350"
"335",335,"AT1G28685"
"2203",2203,"AT4G30150"
"1792",1792,"AT3G56820"
"614",614,"AT1G66340"
"2611",2611,"AT5G23310"
"2516",2516,"AT5G15400"
"1149",1149,"AT2G40320"
"854",854,"AT2G14285"
"96",96,"AT1G08123"
"1227",1227,"AT2G45720"
"1180",1180,"AT2G42080"
"1195",1195,"AT2G43240"
"2445",2445,"AT5G10050"
"440",440,"AT1G49245"
"2134",2134,"AT4G23820"
"1282",1282,"AT3G02870"
"2797",2797,"AT5G48900"
"101",101,"AT1G08420"
"790",790,"AT2G01110"
"1519",1519,"AT3G19680"
"161",161,"AT1G13020"
"2346",2346,"AT5G02970"
"2521",2521,"AT5G15680"
"377",377,"AT1G32860"
"173",173,"AT1G14140"
"2751",2751,"AT5G44780"
"747",747,"AT1G77890"
"2622",2622,"AT5G23870"
"1648",1648,"AT3G44290"
"2661",2661,"AT5G28750"
"1468",1468,"AT3G16090"
"2656",2656,"AT5G28150"
"2004",2004,"AT4G12640"
"1309",1309,"AT3G04950"
"1718",1718,"AT3G51642"
"3006",3006,"AT5G65920"
"1572",1572,"AT3G23740"
"2942",2942,"AT5G60630"
"1795",1795,"AT3G56900"
"2440",2440,"AT5G09790"
"2320",2320,"AT5G01230"
"2957",2957,"AT5G62500"
"713",713,"AT1G75020"
"145",145,"AT1G11755"
"763",763,"AT1G79050"
"1307",1307,"AT3G04790"
"156",156,"AT1G12770"
"2660",2660,"AT5G28460"
"3013",3013,"AT5G66440"
"1397",1397,"AT3G11620"
"2224",2224,"AT4G32120"
"968",968,"AT2G25830"
"1410",1410,"AT3G12380"
"2738",2738,"AT5G43380"
"1299",1299,"AT3G03980"
"358",358,"AT1G30620"
"697",697,"AT1G73460"
"722",722,"AT1G75450"
"320",320,"AT1G27680"
"307",307,"AT1G26170"
"187",187,"AT1G15220"
"2736",2736,"AT5G43250"
"2527",2527,"AT5G15930"
"995",995,"AT2G27340"
"2788",2788,"AT5G48300"
"2904",2904,"AT5G57950"
"1209",1209,"AT2G44450"
"1734",1734,"AT3G52390"
"2000",2000,"AT4G12130"
"1796",1796,"AT3G56960"
"1507",1507,"AT3G19180"
"1010",1010,"AT2G28940"
"797",797,"AT2G01680"
"1253",1253,"AT2G48120"
"78",78,"AT1G07320"
"2577",2577,"AT5G19920"
"674",674,"AT1G71310"
"1029",1029,"AT2G30920"
"936",936,"AT2G23200"
"253",253,"AT1G20270"
"921",921,"AT2G21350"
"639",639,"AT1G68185"
"2218",2218,"AT4G31210"
"1386",1386,"AT3G10660"
"544",544,"AT1G57820"
"633",633,"AT1G67890"
"1252",1252,"AT2G48060"
"1113",1113,"AT2G38025"
"2124",2124,"AT4G22740"
"1673",1673,"AT3G46720"
"2629",2629,"AT5G24580"
"458",458,"AT1G50520"
"1368",1368,"AT3G09310"
"1039",1039,"AT2G31725"
"1359",1359,"AT3G08620"
"715",715,"AT1G75140"
"201",201,"AT1G16270"
"255",255,"AT1G20370"
"2383",2383,"AT5G05760"
"705",705,"AT1G73930"
"1749",1749,"AT3G53440"
"434",434,"AT1G48480"
"2003",2003,"AT4G12610"
"135",135,"AT1G11090"
"908",908,"AT2G20270"
"1211",1211,"AT2G44580"
"1624",1624,"AT3G28430"
"2342",2342,"AT5G02555"
"1786",1786,"AT3G56270"
"2720",2720,"AT5G42200"
"2789",2789,"AT5G48340"
"1961",1961,"AT4G09020"
"2299",2299,"AT4G38200"
"657",657,"AT1G70090"
"1185",1185,"AT2G42600"
"2409",2409,"AT5G07340"
"2834",2834,"AT5G50900"
"2331",2331,"AT5G01835"
"1589",1589,"AT3G25250"
"494",494,"AT1G53720"
"559",559,"AT1G60230"
"1871",1871,"AT3G63090"
"2612",2612,"AT5G23330"
"2045",2045,"AT4G16060"
"1892",1892,"AT4G00880"
"659",659,"AT1G70230"
"2014",2014,"AT4G13690"
"1977",1977,"AT4G10030"
"1131",1131,"AT2G39280"
"1333",1333,"AT3G06760"
"281",281,"AT1G22960"
"2575",2575,"AT5G19900"
"472",472,"AT1G51660"
"3004",3004,"AT5G65880"
"2645",2645,"AT5G27070"
"1214",1214,"AT2G44710"
"2954",2954,"AT5G62090"
"432",432,"AT1G48430"
"1510",1510,"AT3G19360"
"343",343,"AT1G29535"
"2604",2604,"AT5G22700"
"796",796,"AT2G01640"
"2259",2259,"AT4G34760"
"3017",3017,"AT5G66600"
"2511",2511,"AT5G14910"
"1945",1945,"AT4G05120"
"334",334,"AT1G28440"
"1611",1611,"AT3G27150"
"270",270,"AT1G21520"
"1626",1626,"AT3G28480"
"1470",1470,"AT3G16110"
"736",736,"AT1G77140"
"1894",1894,"AT4G01210"
"542",542,"AT1G56720"
"2033",2033,"AT4G14980"
"1842",1842,"AT3G60960"
"1788",1788,"AT3G56430"
"1230",1230,"AT2G46060"
"1471",1471,"AT3G16260"
"2477",2477,"AT5G12350"
"2219",2219,"AT4G31540"
"1297",1297,"AT3G03840"
"979",979,"AT2G26640"
"1108",1108,"AT2G37555"
"1034",1034,"AT2G31260"
"2886",2886,"AT5G55860"
"1822",1822,"AT3G58760"
"3037",3037,"ATCG00470"
"2441",2441,"AT5G09800"
"2597",2597,"AT5G22030"
"1619",1619,"AT3G27520"
"2351",2351,"AT5G03140"
"988",988,"AT2G26920"
"330",330,"AT1G28240"
"2460",2460,"AT5G10790"
"2027",2027,"AT4G14560"
"2510",2510,"AT5G14850"
"306",306,"AT1G26120"
"1540",1540,"AT3G20780"
"2608",2608,"AT5G23070"
"2136",2136,"AT4G24100"
"2482",2482,"AT5G12970"
"44",44,"AT1G04945"
"1223",1223,"AT2G45490"
"2778",2778,"AT5G47490"
"1070",1070,"AT2G34640"
"2818",2818,"AT5G49960"
"1773",1773,"AT3G55200"
"1009",1009,"AT2G28815"
"1598",1598,"AT3G26600"
"328",328,"AT1G28090"
"457",457,"AT1G50460"
"1296",1296,"AT3G03810"
"2448",2448,"AT5G10170"
"523",523,"AT1G55620"
"1683",1683,"AT3G48070"
"1700",1700,"AT3G49670"
"2780",2780,"AT5G47640"
"1219",1219,"AT2G45310"
"139",139,"AT1G11280"
"1595",1595,"AT3G26020"
"1791",1791,"AT3G56720"
"2559",2559,"AT5G18390"
"834",834,"AT2G05810"
"1335",1335,"AT3G06810"
"726",726,"AT1G76050"
"2225",2225,"AT4G32175"
"1729",1729,"AT3G52190"
"1810",1810,"AT3G57880"
"1815",1815,"AT3G58050"
"2170",2170,"AT4G27070"
"1158",1158,"AT2G40780"
"341",341,"AT1G29170"
"2048",2048,"AT4G16120"
"2069",2069,"AT4G17430"
"1110",1110,"AT2G37620"
"53",53,"AT1G05730"
"1873",1873,"AT3G63170"
"1189",1189,"AT2G42800"
"2649",2649,"AT5G27620"
"683",683,"AT1G72390"
"2794",2794,"AT5G48660"
"2662",2662,"AT5G28830"
"1173",1173,"AT2G41705"
"2199",2199,"AT4G29910"
"2183",2183,"AT4G28220"
"1908",1908,"AT4G02040"
"155",155,"AT1G12570"
"387",387,"AT1G33480"
"1813",1813,"AT3G57950"
"708",708,"AT1G74370"
"1001",1001,"AT2G28150"
"2972",2972,"AT5G63490"
"2978",2978,"AT5G63920"
"194",194,"AT1G15760"
"615",615,"AT1G66430"
"772",772,"AT1G79580"
"2691",2691,"AT5G38600"
"2687",2687,"AT5G37830"
"2930",2930,"AT5G59210"
"313",313,"AT1G26660"
"32",32,"AT1G04000"
"547",547,"AT1G58250"
"2584",2584,"AT5G20360"
"2450",2450,"AT5G10200"
"591",591,"AT1G63990"
"18",18,"AT1G02720"
"248",248,"AT1G19485"
"2703",2703,"AT5G40590"
"2653",2653,"AT5G27830"
"2619",2619,"AT5G23710"
"370",370,"AT1G31870"
"1688",1688,"AT3G49050"
"1022",1022,"AT2G30470"
"1134",1134,"AT2G39480"
"1761",1761,"AT3G54290"
"859",859,"AT2G14860"
"2325",2325,"AT5G01400"
"2487",2487,"AT5G13480"
"389",389,"AT1G33780"
"1207",1207,"AT2G44255"
"675",675,"AT1G71430"
"298",298,"AT1G24320"
"662",662,"AT1G70520"
"1789",1789,"AT3G56570"
"1807",1807,"AT3G57790"
"2956",2956,"AT5G62410"
"833",833,"AT2G05755"
"522",522,"AT1G55490"
"1382",1382,"AT3G10520"
"144",144,"AT1G11720"
"2439",2439,"AT5G09760"
"2108",2108,"AT4G21540"
"2298",2298,"AT4G38170"
"1060",1060,"AT2G33570"
"1874",1874,"AT3G63180"
"1409",1409,"AT3G12350"
"2589",2589,"AT5G20680"
"966",966,"AT2G25720"
"691",691,"AT1G72990"
"2366",2366,"AT5G04240"
"1065",1065,"AT2G34050"
"2539",2539,"AT5G16620"
"1657",1657,"AT3G44890"
"1143",1143,"AT2G40008"
"1760",1760,"AT3G54280"
"1098",1098,"AT2G36800"
"1717",1717,"AT3G51640"
"819",819,"AT2G04400"
"2373",2373,"AT5G04920"
"160",160,"AT1G12990"
"2988",2988,"AT5G64570"
"24",24,"AT1G03000"
"2285",2285,"AT4G37110"
"957",957,"AT2G25140"
"2931",2931,"AT5G59300"
"1713",1713,"AT3G51090"
"2858",2858,"AT5G52990"
"2900",2900,"AT5G57850"
"355",355,"AT1G30540"
"1320",1320,"AT3G05685"
"2668",2668,"AT5G35180"
"482",482,"AT1G52825"
"1407",1407,"AT3G12250"
"1867",1867,"AT3G62800"
"395",395,"AT1G34470"
"102",102,"AT1G08470"
"19",19,"AT1G02730"
"1448",1448,"AT3G14910"
"1146",1146,"AT2G40190"
"1758",1758,"AT3G54130"
"1969",1969,"AT4G09630"
"1412",1412,"AT3G12590"
"2680",2680,"AT5G37020"
"2137",2137,"AT4G24130"
"2628",2628,"AT5G24360"
"2473",2473,"AT5G12130"
"2015",2015,"AT4G13710"
"2685",2685,"AT5G37680"
"1684",1684,"AT3G48150"
"2061",2061,"AT4G16892"
"348",348,"AT1G30070"
"785",785,"AT1G80550"
"2755",2755,"AT5G45140"
"23",23,"AT1G02990"
"2187",2187,"AT4G28600"
"1287",1287,"AT3G03210"
"471",471,"AT1G51610"
"1826",1826,"AT3G59140"
"1692",1692,"AT3G49420"
"509",509,"AT1G54590"
"2098",2098,"AT4G20835"
"536",536,"AT1G56423"
"2490",2490,"AT5G13570"
"477",477,"AT1G52260"
"2430",2430,"AT5G08920"
"2245",2245,"AT4G33650"
"755",755,"AT1G78610"
"2386",2386,"AT5G05900"
"2264",2264,"AT4G35270"
"1315",1315,"AT3G05330"
"2869",2869,"AT5G54650"
"792",792,"AT2G01210"
"3020",3020,"AT5G66810"
"2682",2682,"AT5G37380"
"985",985,"AT2G26830"
"360",360,"AT1G30825"
"93",93,"AT1G08030"
"2201",2201,"AT4G30060"
"1445",1445,"AT3G14740"
"397",397,"AT1G34670"
"513",513,"AT1G55090"
"344",344,"AT1G29550"
"213",213,"AT1G17090"
"2071",2071,"AT4G17610"
"1086",1086,"AT2G35780"
"1853",1853,"AT3G61770"
"362",362,"AT1G31150"
"209",209,"AT1G16800"
"718",718,"AT1G75230"
"1046",1046,"AT2G32250"
"1042",1042,"AT2G32000"
"2820",2820,"AT5G50020"
"871",871,"AT2G16660"
"549",549,"AT1G58360"
"2064",2064,"AT4G17060"
"1137",1137,"AT2G39750"
"2070",2070,"AT4G17560"
"2270",2270,"AT4G35880"
"288",288,"AT1G23340"
"1380",1380,"AT3G10400"
"1015",1015,"AT2G29690"
"2775",2775,"AT5G46920"
"759",759,"AT1G78800"
"1753",1753,"AT3G53780"
"961",961,"AT2G25355"
"654",654,"AT1G69680"
"2752",2752,"AT5G44785"
"2125",2125,"AT4G22745"
"781",781,"AT1G80300"
"1115",1115,"AT2G38170"
"340",340,"AT1G29160"
"638",638,"AT1G68080"
"517",517,"AT1G55250"
"1225",1225,"AT2G45660"
"971",971,"AT2G25920"
"230",230,"AT1G18415"
"2355",2355,"AT5G03440"
"507",507,"AT1G54510"
"1381",1381,"AT3G10405"
"2288",2288,"AT4G37400"
"1247",1247,"AT2G47820"
"1023",1023,"AT2G30550"
"244",244,"AT1G19140"
"607",607,"AT1G65032"
"221",221,"AT1G17680"
"935",935,"AT2G23150"
"2122",2122,"AT4G22540"
"974",974,"AT2G26260"
"2099",2099,"AT4G20940"
"1085",1085,"AT2G35720"
"2402",2402,"AT5G06910"
"2321",2321,"AT5G01270"
"383",383,"AT1G33330"
"1078",1078,"AT2G35110"
"1552",1552,"AT3G21540"
"297",297,"AT1G24100"
"1067",1067,"AT2G34150"
"1426",1426,"AT3G13226"
"446",446,"AT1G49670"
"1603",1603,"AT3G26910"
"3029",3029,"AT5G67340"
"435",435,"AT1G48520"
"1304",1304,"AT3G04580"
"1291",1291,"AT3G03560"
"1129",1129,"AT2G39090"
"2970",2970,"AT5G63200"
"2943",2943,"AT5G60700"
"2600",2600,"AT5G22355"
"159",159,"AT1G12930"
"226",226,"AT1G17850"
"1399",1399,"AT3G11880"
"2349",2349,"AT5G03070"
"1432",1432,"AT3G13560"
"1817",1817,"AT3G58360"
"609",609,"AT1G65420"
"1973",1973,"AT4G09730"
"1901",1901,"AT4G01690"
"2468",2468,"AT5G11530"
"1242",1242,"AT2G47330"
"295",295,"AT1G24090"
"1848",1848,"AT3G61650"
"519",519,"AT1G55325"
"2857",2857,"AT5G52810"
"2407",2407,"AT5G07140"
"876",876,"AT2G17070"
"564",564,"AT1G60800"
"2998",2998,"AT5G65470"
"1954",1954,"AT4G08180"
"185",185,"AT1G15060"
"2193",2193,"AT4G29000"
"627",627,"AT1G67500"
"2247",2247,"AT4G33760"
"813",813,"AT2G03667"
"1002",1002,"AT2G28240"
"2623",2623,"AT5G23880"
"2728",2728,"AT5G42765"
"1478",1478,"AT3G16830"
"488",488,"AT1G53450"
"2518",2518,"AT5G15470"
"1481",1481,"AT3G17205"
"1690",1690,"AT3G49290"
"279",279,"AT1G22940"
"1375",1375,"AT3G09875"
"2076",2076,"AT4G18240"
"2123",2123,"AT4G22710"
"1561",1561,"AT3G22330"
"2140",2140,"AT4G24390"
"1205",1205,"AT2G44150"
"2431",2431,"AT5G09275"
"1504",1504,"AT3G19000"
"973",973,"AT2G26200"
"1363",1363,"AT3G08950"
"2919",2919,"AT5G58510"
"1585",1585,"AT3G24890"
"2563",2563,"AT5G18700"
"1953",1953,"AT4G08160"
"2500",2500,"AT5G14200"
"61",61,"AT1G06010"
"2846",2846,"AT5G51680"
"1037",1037,"AT2G31530"
"1778",1778,"AT3G55480"
"2951",2951,"AT5G61910"
"1699",1699,"AT3G49660"
"3033",3033,"AT5G67580"
"2327",2327,"AT5G01500"
"2278",2278,"AT4G36910"
"365",365,"AT1G31230"
"2542",2542,"AT5G16890"
"1509",1509,"AT3G19340"
"948",948,"AT2G24330"
"2496",2496,"AT5G13950"
"1334",1334,"AT3G06778"
"302",302,"AT1G25290"
"963",963,"AT2G25570"
"2908",2908,"AT5G58140"
"2280",2280,"AT4G36940"
"2205",2205,"AT4G30400"
"1153",1153,"AT2G40540"
"351",351,"AT1G30330"
"2963",2963,"AT5G62670"
