"","X","phyD_GC_c1.which.mclass....6...1."
"436",436,"AT1G48570"
"3010",3010,"AT5G66210"
"1317",1317,"AT3G05390"
"451",451,"AT1G50055"
"1237",1237,"AT2G46710"
"264",264,"AT1G21070"
"3023",3023,"AT5G66950"
"196",196,"AT1G15970"
"1620",1620,"AT3G27550"
"474",474,"AT1G51965"
"1093",1093,"AT2G36340"
"972",972,"AT2G26100"
"2646",2646,"AT5G27150"
"2145",2145,"AT4G24880"
"704",704,"AT1G73875"
"1697",1697,"AT3G49630"
"2825",2825,"AT5G50420"
"2517",2517,"AT5G15450"
"2385",2385,"AT5G05860"
"133",133,"AT1G10910"
"1213",1213,"AT2G44670"
"2876",2876,"AT5G54930"
"1408",1408,"AT3G12270"
"2712",2712,"AT5G41180"
"10",10,"AT1G01830"
"1946",1946,"AT4G05410"
"2493",2493,"AT5G13680"
"2082",2082,"AT4G18890"
"816",816,"AT2G04100"
"2762",2762,"AT5G45760"
"2625",2625,"AT5G24260"
"2651",2651,"AT5G27660"
"2659",2659,"AT5G28350"
"1870",1870,"AT3G63070"
"2631",2631,"AT5G24830"
"1497",1497,"AT3G18420"
"223",223,"AT1G17760"
"1852",1852,"AT3G61710"
"1025",1025,"AT2G30580"
"276",276,"AT1G22730"
"2877",2877,"AT5G55000"
"1302",1302,"AT3G04460"
"2979",2979,"AT5G63950"
"1385",1385,"AT3G10630"
"235",235,"AT1G18630"
"1496",1496,"AT3G18370"
"2808",2808,"AT5G49530"
"2785",2785,"AT5G47970"
"1982",1982,"AT4G10350"
"445",445,"AT1G49630"
"1043",1043,"AT2G32040"
"2549",2549,"AT5G17430"
"1492",1492,"AT3G17890"
"2898",2898,"AT5G57420"
"1469",1469,"AT3G16100"
"2453",2453,"AT5G10290"
"1176",1176,"AT2G41890"
"1061",1061,"AT2G33585"
"2626",2626,"AT5G24314"
"234",234,"AT1G18620"
"809",809,"AT2G03430"
"1428",1428,"AT3G13480"
"1404",1404,"AT3G12170"
"2447",2447,"AT5G10110"
"1515",1515,"AT3G19590"
"2195",2195,"AT4G29140"
"2949",2949,"AT5G61760"
"1138",1138,"AT2G39810"
"839",839,"AT2G07170"
"293",293,"AT1G24030"
"2129",2129,"AT4G23540"
"1200",1200,"AT2G43490"
"1775",1775,"AT3G55270"
"2184",2184,"AT4G28250"
"1712",1712,"AT3G50880"
"292",292,"AT1G23950"
"2271",2271,"AT4G35910"
"1376",1376,"AT3G10110"
"514",514,"AT1G55130"
"1157",1157,"AT2G40750"
"917",917,"AT2G20980"
"198",198,"AT1G16060"
"1441",1441,"AT3G14130"
"2437",2437,"AT5G09690"
"88",88,"AT1G07893"
"300",300,"AT1G24610"
"310",310,"AT1G26370"
"858",858,"AT2G14740"
"252",252,"AT1G20080"
"2929",2929,"AT5G59180"
"1829",1829,"AT3G59470"
"913",913,"AT2G20690"
"794",794,"AT2G01440"
"2038",2038,"AT4G15410"
"2213",2213,"AT4G31000"
"2756",2756,"AT5G45210"
"1860",1860,"AT3G62220"
"1835",1835,"AT3G60050"
"1573",1573,"AT3G23780"
"1995",1995,"AT4G11270"
"269",269,"AT1G21440"
"77",77,"AT1G07220"
"2060",2060,"AT4G16850"
"520",520,"AT1G55380"
"2156",2156,"AT4G25770"
"825",825,"AT2G04740"
"2024",2024,"AT4G14340"
"131",131,"AT1G10780"
"652",652,"AT1G69580"
"719",719,"AT1G75335"
"1720",1720,"AT3G51770"
"1328",1328,"AT3G06200"
"881",881,"AT2G17580"
"1964",1964,"AT4G09225"
"1249",1249,"AT2G47940"
"592",592,"AT1G64050"
"119",119,"AT1G09850"
"504",504,"AT1G54380"
"2531",2531,"AT5G16190"
"750",750,"AT1G78090"
"1985",1985,"AT4G10590"
"2089",2089,"AT4G19610"
"2793",2793,"AT5G48630"
"1435",1435,"AT3G13674"
"1298",1298,"AT3G03900"
"2771",2771,"AT5G46570"
"1731",1731,"AT3G52260"
"2723",2723,"AT5G42360"
"124",124,"AT1G10385"
"1429",1429,"AT3G13490"
"1727",1727,"AT3G52100"
"899",899,"AT2G19260"
"2747",2747,"AT5G44280"
"1698",1698,"AT3G49645"
"780",780,"AT1G80290"
"438",438,"AT1G49040"
"1594",1594,"AT3G25890"
"2654",2654,"AT5G27970"
"2552",2552,"AT5G17520"
"1361",1361,"AT3G08880"
"671",671,"AT1G71170"
"2870",2870,"AT5G54670"
"1406",1406,"AT3G12230"
"1541",1541,"AT3G20810"
"896",896,"AT2G18850"
"2117",2117,"AT4G22190"
"2410",2410,"AT5G07475"
"1877",1877,"AT3G63300"
"2208",2208,"AT4G30710"
"224",224,"AT1G17790"
"2779",2779,"AT5G47540"
"3047",3047,"ATCG01280"
"1656",1656,"AT3G44740"
"1568",1568,"AT3G23310"
"42",42,"AT1G04833"
"103",103,"AT1G08530"
"2497",2497,"AT5G13960"
"2867",2867,"AT5G54440"
"2094",2094,"AT4G20140"
"953",953,"AT2G24970"
"2080",2080,"AT4G18570"
"50",50,"AT1G05190"
"827",827,"AT2G04865"
"1191",1191,"AT2G42960"
"2865",2865,"AT5G53930"
"2328",2328,"AT5G01590"
"572",572,"AT1G62085"
"1264",1264,"AT3G01640"
"986",986,"AT2G26840"
"1164",1164,"AT2G41150"
"2945",2945,"AT5G60840"
"426",426,"AT1G48175"
"1106",1106,"AT2G37510"
"2686",2686,"AT5G37690"
"2739",2739,"AT5G43500"
"1674",1674,"AT3G46870"
"2141",2141,"AT4G24530"
"2955",2955,"AT5G62170"
"2168",2168,"AT4G27050"
"1771",1771,"AT3G55080"
"647",647,"AT1G69060"
"1739",1739,"AT3G52790"
"1370",1370,"AT3G09360"
"829",829,"AT2G05210"
"3011",3011,"AT5G66230"
"1896",1896,"AT4G01410"
"1008",1008,"AT2G28620"
"1312",1312,"AT3G05200"
"2389",2389,"AT5G06000"
"116",116,"AT1G09700"
"877",877,"AT2G17230"
"466",466,"AT1G51350"
"2155",2155,"AT4G25610"
"1104",1104,"AT2G37390"
"2566",2566,"AT5G19130"
"1670",1670,"AT3G46220"
"245",245,"AT1G19170"
"2585",2585,"AT5G20450"
"1831",1831,"AT3G59520"
"1899",1899,"AT4G01650"
"1273",1273,"AT3G02245"
"2163",2163,"AT4G26780"
"1174",1174,"AT2G41750"
"505",505,"AT1G54385"
"835",835,"AT2G05812"
"2400",2400,"AT5G06830"
"1627",1627,"AT3G28580"
"2104",2104,"AT4G21340"
"208",208,"AT1G16690"
"2246",2246,"AT4G33700"
"892",892,"AT2G18370"
"2746",2746,"AT5G44040"
"1935",1935,"AT4G04340"
"1316",1316,"AT3G05380"
"1978",1978,"AT4G10070"
"337",337,"AT1G29020"
"757",757,"AT1G78690"
"2708",2708,"AT5G40910"
"2173",2173,"AT4G27595"
"1444",1444,"AT3G14530"
"420",420,"AT1G47620"
"282",282,"AT1G22990"
"1872",1872,"AT3G63150"
"2399",2399,"AT5G06780"
"2822",2822,"AT5G50330"
"1889",1889,"AT4G00730"
"1433",1433,"AT3G13620"
"286",286,"AT1G23170"
"2893",2893,"AT5G56380"
"2782",2782,"AT5G47790"
"1668",1668,"AT3G46020"
"2564",2564,"AT5G18920"
"1459",1459,"AT3G15350"
"2835",2835,"AT5G50970"
"485",485,"AT1G53140"
"1638",1638,"AT3G30380"
"1841",1841,"AT3G60900"
"2020",2020,"AT4G14210"
"586",586,"AT1G63480"
"1018",1018,"AT2G30120"
"3014",3014,"AT5G66558"
"205",205,"AT1G16570"
"1177",1177,"AT2G41950"
"1830",1830,"AT3G59480"
"2235",2235,"AT4G33160"
"2377",2377,"AT5G05240"
"766",766,"AT1G79190"
"2421",2421,"AT5G08440"
"92",92,"AT1G08000"
"1762",1762,"AT3G54340"
"2119",2119,"AT4G22250"
"2538",2538,"AT5G16610"
"1079",1079,"AT2G35230"
"861",861,"AT2G15290"
"743",743,"AT1G77680"
"2275",2275,"AT4G36390"
"655",655,"AT1G69910"
"1701",1701,"AT3G49730"
"1944",1944,"AT4G05090"
"1049",1049,"AT2G32440"
"1569",1569,"AT3G23580"
"2640",2640,"AT5G26240"
"475",475,"AT1G52140"
"2427",2427,"AT5G08660"
"1607",1607,"AT3G26990"
"2576",2576,"AT5G19910"
"2716",2716,"AT5G41650"
"1779",1779,"AT3G55490"
"2228",2228,"AT4G32590"
"720",720,"AT1G75340"
"976",976,"AT2G26400"
"1485",1485,"AT3G17360"
"1036",1036,"AT2G31340"
"1454",1454,"AT3G15150"
"1932",1932,"AT4G03550"
"2479",2479,"AT5G12430"
"2494",2494,"AT5G13860"
"2915",2915,"AT5G58410"
"1155",1155,"AT2G40630"
"862",862,"AT2G15300"
"1651",1651,"AT3G44435"
"2863",2863,"AT5G53470"
"363",363,"AT1G31175"
"2021",2021,"AT4G14290"
"181",181,"AT1G14850"
"1833",1833,"AT3G59640"
"2161",2161,"AT4G26600"
"969",969,"AT2G25840"
"275",275,"AT1G22400"
"2434",2434,"AT5G09460"
"406",406,"AT1G42430"
"765",765,"AT1G79090"
"2677",2677,"AT5G36890"
"1689",1689,"AT3G49240"
"2044",2044,"AT4G15880"
"1014",1014,"AT2G29580"
"398",398,"AT1G34770"
"2540",2540,"AT5G16630"
"842",842,"AT2G07734"
"1557",1557,"AT3G22180"
"568",568,"AT1G61350"
"28",28,"AT1G03365"
"2977",2977,"AT5G63830"
"493",493,"AT1G53530"
"1986",1986,"AT4G10620"
"229",229,"AT1G18370"
"732",732,"AT1G76380"
"2302",2302,"AT4G38225"
"1662",1662,"AT3G45590"
"2274",2274,"AT4G36090"
"1258",1258,"AT3G01313"
"2356",2356,"AT5G03450"
"2983",2983,"AT5G64150"
"2927",2927,"AT5G58960"
"251",251,"AT1G19990"
"1327",1327,"AT3G06190"
"1862",1862,"AT3G62300"
"137",137,"AT1G11130"
"2722",2722,"AT5G42350"
"2666",2666,"AT5G33300"
"1926",1926,"AT4G02990"
"2714",2714,"AT5G41300"
"2952",2952,"AT5G62030"
"1898",1898,"AT4G01440"
"2506",2506,"AT5G14600"
"2999",2999,"AT5G65490"
"2823",2823,"AT5G50380"
"2139",2139,"AT4G24270"
"1120",1120,"AT2G38630"
"30",30,"AT1G03780"
"1350",1350,"AT3G07440"
"1276",1276,"AT3G02320"
"2179",2179,"AT4G27940"
"375",375,"AT1G32730"
"1667",1667,"AT3G45900"
"1118",1118,"AT2G38580"
"791",791,"AT2G01130"
"1124",1124,"AT2G38823"
"1030",1030,"AT2G31081"
"2694",2694,"AT5G39040"
"2548",2548,"AT5G17420"
"274",274,"AT1G22170"
"1714",1714,"AT3G51290"
"2458",2458,"AT5G10720"
"315",315,"AT1G26910"
"412",412,"AT1G44780"
"417",417,"AT1G47240"
"1921",1921,"AT4G02790"
"2499",2499,"AT5G14140"
"1855",1855,"AT3G62060"
"2633",2633,"AT5G25050"
"906",906,"AT2G20000"
"570",570,"AT1G61850"
"2200",2200,"AT4G30020"
"490",490,"AT1G53470"
"2546",2546,"AT5G17270"
"1861",1861,"AT3G62280"
"2609",2609,"AT5G23150"
"14",14,"AT1G02110"
"2286",2286,"AT4G37160"
"1633",1633,"AT3G29320"
"563",563,"AT1G60650"
"1390",1390,"AT3G10730"
"2316",2316,"AT4G39630"
"1017",1017,"AT2G30070"
"2737",2737,"AT5G43270"
"2334",2334,"AT5G01950"
"2227",2227,"AT4G32560"
"1371",1371,"AT3G09410"
"782",782,"AT1G80400"
"35",35,"AT1G04200"
"2731",2731,"AT5G42940"
"1271",1271,"AT3G02140"
"2525",2525,"AT5G15760"
"2903",2903,"AT5G57940"
"2178",2178,"AT4G27900"
"2932",2932,"AT5G59480"
"2980",2980,"AT5G63960"
"2338",2338,"AT5G02290"
"1599",1599,"AT3G26680"
"2454",2454,"AT5G10490"
"1782",1782,"AT3G55730"
"1508",1508,"AT3G19220"
"967",967,"AT2G25740"
"676",676,"AT1G71440"
"1261",1261,"AT3G01420"
"2135",2135,"AT4G23980"
"3015",3015,"AT5G66560"
"1781",1781,"AT3G55690"
"2890",2890,"AT5G56130"
"575",575,"AT1G62440"
"2347",2347,"AT5G03030"
"1165",1165,"AT2G41350"
"2211",2211,"AT4G30860"
"1600",1600,"AT3G26700"
"2655",2655,"AT5G28040"
"2105",2105,"AT4G21460"
"1122",1122,"AT2G38680"
"560",560,"AT1G60440"
"2826",2826,"AT5G50443"
"1095",1095,"AT2G36390"
"2023",2023,"AT4G14330"
"670",670,"AT1G71110"
"117",117,"AT1G09795"
"1933",1933,"AT4G04055"
"491",491,"AT1G53490"
"2367",2367,"AT5G04270"
"2251",2251,"AT4G34160"
"296",296,"AT1G24095"
"2556",2556,"AT5G18040"
"1724",1724,"AT3G51990"
"846",846,"AT2G10950"
"1536",1536,"AT3G20540"
"257",257,"AT1G20410"
"2607",2607,"AT5G22840"
"2679",2679,"AT5G37010"
"495",495,"AT1G53730"
"45",45,"AT1G05010"
"2871",2871,"AT5G54830"
"1136",1136,"AT2G39675"
"576",576,"AT1G62520"
"1602",1602,"AT3G26850"
"1845",1845,"AT3G61480"
"1452",1452,"AT3G15115"
"2160",2160,"AT4G26470"
"2046",2046,"AT4G16100"
"2415",2415,"AT5G07970"
"2721",2721,"AT5G42240"
"648",648,"AT1G69210"
"1818",1818,"AT3G58530"
"1000",1000,"AT2G28130"
"2166",2166,"AT4G26990"
"2042",2042,"AT4G15840"
"91",91,"AT1G07983"
"3032",3032,"AT5G67470"
"66",66,"AT1G06380"
"316",316,"AT1G27210"
"2944",2944,"AT5G60760"
"716",716,"AT1G75200"
"1534",1534,"AT3G20430"
"574",574,"AT1G62305"
"2809",2809,"AT5G49570"
"134",134,"AT1G11060"
"2457",2457,"AT5G10710"
"1798",1798,"AT3G57350"
"1365",1365,"AT3G08980"
"2670",2670,"AT5G35520"
"2387",2387,"AT5G05920"
"2081",2081,"AT4G18820"
"2260",2260,"AT4G34840"
"1474",1474,"AT3G16490"
"571",571,"AT1G61980"
"177",177,"AT1G14390"
"378",378,"AT1G32870"
"703",703,"AT1G73850"
"2413",2413,"AT5G07840"
"322",322,"AT1G27752"
"176",176,"AT1G14350"
"1117",1117,"AT2G38530"
"1695",1695,"AT3G49550"
"81",81,"AT1G07410"
"1728",1728,"AT3G52170"
"2840",2840,"AT5G51230"
"1437",1437,"AT3G13800"
"2371",2371,"AT5G04710"
"739",739,"AT1G77250"
"1121",1121,"AT2G38660"
"707",707,"AT1G74040"
"1737",1737,"AT3G52570"
"605",605,"AT1G64900"
"2815",2815,"AT5G49930"
"1499",1499,"AT3G18524"
"499",499,"AT1G54120"
"3051",3051,"ATMG00560"
"1630",1630,"AT3G29010"
"891",891,"AT2G18330"
"2157",2157,"AT4G26430"
"2803",2803,"AT5G49160"
"562",562,"AT1G60620"
"1967",1967,"AT4G09520"
"2243",2243,"AT4G33530"
"1801",1801,"AT3G57470"
"2223",2223,"AT4G32010"
"696",696,"AT1G73440"
"2236",2236,"AT4G33200"
"1972",1972,"AT4G09680"
"1884",1884,"AT4G00290"
"1281",1281,"AT3G02710"
"2828",2828,"AT5G50550"
"501",501,"AT1G54180"
"2079",2079,"AT4G18465"
"1442",1442,"AT3G14190"
"290",290,"AT1G23900"
"210",210,"AT1G16930"
"3052",3052,"ATMG00570"
"146",146,"AT1G11780"
"1135",1135,"AT2G39670"
"228",228,"AT1G18340"
"1224",1224,"AT2G45590"
"621",621,"AT1G66830"
"658",658,"AT1G70150"
"496",496,"AT1G53770"
"2913",2913,"AT5G58340"
"1531",1531,"AT3G20240"
"1486",1486,"AT3G17450"
"1288",1288,"AT3G03305"
"2433",2433,"AT5G09445"
"1300",1300,"AT3G04020"
"826",826,"AT2G04845"
"2940",2940,"AT5G60490"
"218",218,"AT1G17550"
"1396",1396,"AT3G11520"
"2529",2529,"AT5G16040"
"2606",2606,"AT5G22760"
"667",667,"AT1G70895"
"886",886,"AT2G17900"
"2043",2043,"AT4G15850"
"1745",1745,"AT3G53240"
"1723",1723,"AT3G51980"
"2614",2614,"AT5G23405"
"2641",2641,"AT5G26330"
"681",681,"AT1G71850"
"2596",2596,"AT5G21970"
"599",599,"AT1G64580"
"2824",2824,"AT5G50390"
"1686",1686,"AT3G48490"
"730",730,"AT1G76310"
"2535",2535,"AT5G16310"
"1565",1565,"AT3G22942"
"2096",2096,"AT4G20340"
"369",369,"AT1G31810"
"1691",1691,"AT3G49320"
"238",238,"AT1G18690"
"1294",1294,"AT3G03745"
"2895",2895,"AT5G56790"
"2693",2693,"AT5G38660"
"920",920,"AT2G21230"
"1148",1148,"AT2G40280"
"680",680,"AT1G71800"
"512",512,"AT1G54850"
"1326",1326,"AT3G06180"
"114",114,"AT1G09470"
"746",746,"AT1G77810"
"1419",1419,"AT3G13000"
"860",860,"AT2G14880"
"2239",2239,"AT4G33440"
"723",723,"AT1G75730"
"1050",1050,"AT2G32480"
"2083",2083,"AT4G18910"
"1289",1289,"AT3G03450"
"1238",1238,"AT2G46850"
"448",448,"AT1G49740"
"2624",2624,"AT5G24070"
"1583",1583,"AT3G24860"
"2985",2985,"AT5G64360"
"2630",2630,"AT5G24740"
"1846",1846,"AT3G61590"
"2419",2419,"AT5G08400"
"1140",1140,"AT2G39840"
"1802",1802,"AT3G57520"
"629",629,"AT1G67630"
"595",595,"AT1G64220"
"2683",2683,"AT5G37590"
"872",872,"AT2G16750"
"2579",2579,"AT5G19960"
"422",422,"AT1G47750"
"2063",2063,"AT4G17020"
"2215",2215,"AT4G31100"
"2796",2796,"AT5G48840"
"2610",2610,"AT5G23200"
"49",49,"AT1G05170"
"1114",1114,"AT2G38160"
"25",25,"AT1G03180"
"2268",2268,"AT4G35560"
"1553",1553,"AT3G21600"
"2380",2380,"AT5G05570"
"2190",2190,"AT4G28730"
"1623",1623,"AT3G27930"
"1538",1538,"AT3G20620"
"1",1,"AT1G01260"
"1011",1011,"AT2G28950"
"1178",1178,"AT2G41980"
"2595",2595,"AT5G21920"
"2958",2958,"AT5G62520"
"984",984,"AT2G26810"
"1959",1959,"AT4G08590"
"508",508,"AT1G54520"
"2456",2456,"AT5G10700"
"2854",2854,"AT5G52220"
"1197",1197,"AT2G43320"
"1500",1500,"AT3G18580"
"693",693,"AT1G73150"
"3000",3000,"AT5G65540"
"2763",2763,"AT5G45800"
"2062",2062,"AT4G16970"
"1130",1130,"AT2G39140"
"372",372,"AT1G32240"
"2329",2329,"AT5G01720"
"1593",1593,"AT3G25730"
"617",617,"AT1G66620"
"727",727,"AT1G76060"
"2933",2933,"AT5G59500"
"2798",2798,"AT5G48970"
"1556",1556,"AT3G21820"
"1005",1005,"AT2G28350"
"506",506,"AT1G54440"
"1004",1004,"AT2G28315"
"1340",1340,"AT3G07030"
"1277",1277,"AT3G02410"
"2217",2217,"AT4G31200"
"1495",1495,"AT3G18160"
"1107",1107,"AT2G37520"
"1983",1983,"AT4G10430"
"1424",1424,"AT3G13180"
"970",970,"AT2G25880"
"2715",2715,"AT5G41480"
"631",631,"AT1G67850"
"784",784,"AT1G80520"
"164",164,"AT1G13180"
"1968",1968,"AT4G09570"
"183",183,"AT1G15000"
"2100",2100,"AT4G20960"
"2504",2504,"AT5G14270"
"2455",2455,"AT5G10630"
"350",350,"AT1G30320"
"870",870,"AT2G16650"
"33",33,"AT1G04020"
"2884",2884,"AT5G55760"
"68",68,"AT1G06475"
"1828",1828,"AT3G59310"
"2851",2851,"AT5G51820"
"138",138,"AT1G11270"
"641",641,"AT1G68260"
"1951",1951,"AT4G06634"
"989",989,"AT2G26930"
"2345",2345,"AT5G02755"
"118",118,"AT1G09810"
"2414",2414,"AT5G07940"
"1947",1947,"AT4G05440"
"1950",1950,"AT4G06135"
"529",529,"AT1G55990"
"1013",1013,"AT2G29200"
"2697",2697,"AT5G39550"
"179",179,"AT1G14770"
"1503",1503,"AT3G18910"
"3030",3030,"AT5G67370"
"2078",2078,"AT4G18440"
"2403",2403,"AT5G07025"
"278",278,"AT1G22882"
"2056",2056,"AT4G16765"
"2657",2657,"AT5G28220"
"414",414,"AT1G45160"
"1547",1547,"AT3G21280"
"812",812,"AT2G03505"
"1239",1239,"AT2G47140"
"2446",2446,"AT5G10070"
"136",136,"AT1G11120"
"1592",1592,"AT3G25660"
"1523",1523,"AT3G19870"
"106",106,"AT1G08645"
"489",489,"AT1G53460"
"980",980,"AT2G26710"
"1337",1337,"AT3G06870"
"2095",2095,"AT4G20325"
"368",368,"AT1G31500"
"776",776,"AT1G79950"
"151",151,"AT1G12140"
"6",6,"AT1G01440"
"2344",2344,"AT5G02750"
"2700",2700,"AT5G40150"
"2353",2353,"AT5G03320"
"2357",2357,"AT5G03470"
"1587",1587,"AT3G25100"
"565",565,"AT1G60995"
"706",706,"AT1G73970"
"1125",1125,"AT2G38950"
"1027",1027,"AT2G30800"
"551",551,"AT1G59520"
"2814",2814,"AT5G49910"
"454",454,"AT1G50240"
"1923",1923,"AT4G02820"
"486",486,"AT1G53165"
"753",753,"AT1G78580"
"2379",2379,"AT5G05480"
"2719",2719,"AT5G42130"
"1171",1171,"AT2G41670"
"1529",1529,"AT3G20130"
"2536",2536,"AT5G16570"
"1850",1850,"AT3G61680"
"56",56,"AT1G05860"
"2741",2741,"AT5G43680"
"3034",3034,"AT5G67610"
"1979",1979,"AT4G10090"
"1453",1453,"AT3G15140"
"1358",1358,"AT3G08600"
"773",773,"AT1G79610"
"1895",1895,"AT4G01220"
"1597",1597,"AT3G26590"
"2574",2574,"AT5G19875"
"2519",2519,"AT5G15540"
"1301",1301,"AT3G04340"
"69",69,"AT1G06500"
"2959",2959,"AT5G62600"
"1912",1912,"AT4G02130"
"1621",1621,"AT3G27580"
"1069",1069,"AT2G34325"
"342",342,"AT1G29300"
"1338",1338,"AT3G06890"
"997",997,"AT2G27770"
"1142",1142,"AT2G39930"
"1934",1934,"AT4G04200"
"1132",1132,"AT2G39350"
"2323",2323,"AT5G01295"
"1996",1996,"AT4G11410"
"1040",1040,"AT2G31820"
"2101",2101,"AT4G21100"
"2901",2901,"AT5G57890"
"824",824,"AT2G04660"
"1052",1052,"AT2G32760"
"2664",2664,"AT5G30490"
"1232",1232,"AT2G46290"
"1584",1584,"AT3G24880"
"2393",2393,"AT5G06190"
"852",852,"AT2G13790"
"1348",1348,"AT3G07400"
"1383",1383,"AT3G10540"
"259",259,"AT1G20700"
"1400",1400,"AT3G11890"
"465",465,"AT1G51190"
"553",553,"AT1G59710"
"2253",2253,"AT4G34310"
"16",16,"AT1G02270"
"903",903,"AT2G19620"
"1020",1020,"AT2G30340"
"1267",1267,"AT3G01810"
"484",484,"AT1G53070"
"3043",3043,"ATCG01000"
"2515",2515,"AT5G15390"
"65",65,"AT1G06240"
"1451",1451,"AT3G15090"
"2879",2879,"AT5G55180"
"1055",1055,"AT2G33255"
"1490",1490,"AT3G17750"
"166",166,"AT1G13580"
"262",262,"AT1G20910"
"625",625,"AT1G67300"
"752",752,"AT1G78210"
"2892",2892,"AT5G56290"
"942",942,"AT2G23700"
"2115",2115,"AT4G21910"
"2509",2509,"AT5G14710"
"1665",1665,"AT3G45740"
"1059",1059,"AT2G33560"
"2856",2856,"AT5G52580"
"1480",1480,"AT3G17170"
"1575",1575,"AT3G24000"
"1661",1661,"AT3G45400"
"965",965,"AT2G25640"
"778",778,"AT1G80150"
"401",401,"AT1G35510"
"1447",1447,"AT3G14890"
"2704",2704,"AT5G40640"
"409",409,"AT1G44000"
"2768",2768,"AT5G46280"
"2573",2573,"AT5G19730"
"2242",2242,"AT4G33520"
"1625",1625,"AT3G28450"
"2281",2281,"AT4G36945"
"1527",1527,"AT3G20090"
"305",305,"AT1G25580"
"1596",1596,"AT3G26550"
"1851",1851,"AT3G61690"
"1250",1250,"AT2G47990"
"1766",1766,"AT3G54790"
"1128",1128,"AT2G39080"
"1145",1145,"AT2G40160"
"1190",1190,"AT2G42840"
"701",701,"AT1G73760"
"2991",2991,"AT5G64816"
"80",80,"AT1G07367"
"2571",2571,"AT5G19485"
"1740",1740,"AT3G52870"
"1606",1606,"AT3G26950"
"2639",2639,"AT5G25800"
"345",345,"AT1G29630"
"561",561,"AT1G60610"
"319",319,"AT1G27660"
"756",756,"AT1G78650"
"1233",1233,"AT2G46590"
"1513",1513,"AT3G19508"
"1325",1325,"AT3G06030"
"390",390,"AT1G34065"
"1479",1479,"AT3G17130"
"714",714,"AT1G75130"
"311",311,"AT1G26520"
"427",427,"AT1G48270"
"2866",2866,"AT5G54200"
"2911",2911,"AT5G58210"
"2309",2309,"AT4G38950"
"1643",1643,"AT3G43610"
"1632",1632,"AT3G29280"
"1650",1650,"AT3G44380"
"2605",2605,"AT5G22740"
"927",927,"AT2G22100"
"2702",2702,"AT5G40540"
"1558",1558,"AT3G22190"
"202",202,"AT1G16280"
"1395",1395,"AT3G11385"
"2026",2026,"AT4G14548"
"1767",1767,"AT3G54950"
"442",442,"AT1G49390"
"1493",1493,"AT3G17910"
"2770",2770,"AT5G46560"
"2562",2562,"AT5G18550"
"2186",2186,"AT4G28570"
"939",939,"AT2G23370"
"129",129,"AT1G10650"
"1103",1103,"AT2G37380"
"165",165,"AT1G13210"
"2074",2074,"AT4G17960"
"1856",1856,"AT3G62110"
"2405",2405,"AT5G07120"
"3002",3002,"AT5G65685"
"878",878,"AT2G17270"
"2989",2989,"AT5G64600"
"321",321,"AT1G27750"
"909",909,"AT2G20300"
"2993",2993,"AT5G64900"
"326",326,"AT1G27950"
"556",556,"AT1G59890"
"2180",2180,"AT4G28070"
"987",987,"AT2G26860"
"2474",2474,"AT5G12220"
"2010",2010,"AT4G13330"
"1166",1166,"AT2G41460"
"2894",2894,"AT5G56580"
"1284",1284,"AT3G03040"
"954",954,"AT2G24990"
"2937",2937,"AT5G60170"
"2084",2084,"AT4G19020"
"2085",2085,"AT4G19120"
"265",265,"AT1G21170"
"2216",2216,"AT4G31160"
"1976",1976,"AT4G09980"
"2734",2734,"AT5G43070"
"2018",2018,"AT4G14096"
"2717",2717,"AT5G41880"
"2322",2322,"AT5G01290"
"1840",1840,"AT3G60870"
"104",104,"AT1G08550"
"2773",2773,"AT5G46740"
"2981",2981,"AT5G63980"
"1864",1864,"AT3G62570"
"1660",1660,"AT3G45240"
"2005",2005,"AT4G12670"
"898",898,"AT2G19170"
"1352",1352,"AT3G07610"
"2330",2330,"AT5G01765"
"2025",2025,"AT4G14350"
"1628",1628,"AT3G28700"
"1869",1869,"AT3G63030"
"2684",2684,"AT5G37630"
"1491",1491,"AT3G17770"
"2040",2040,"AT4G15570"
"2093",2093,"AT4G20030"
"900",900,"AT2G19390"
"1439",1439,"AT3G14090"
"2053",2053,"AT4G16442"
"462",462,"AT1G50620"
"338",338,"AT1G29030"
"2317",2317,"AT4G39920"
"1917",1917,"AT4G02600"
"2602",2602,"AT5G22620"
"2681",2681,"AT5G37130"
"2182",2182,"AT4G28210"
"1369",1369,"AT3G09350"
"1909",1909,"AT4G02070"
"774",774,"AT1G79620"
"11",11,"AT1G01930"
"744",744,"AT1G77720"
"1824",1824,"AT3G58930"
"885",885,"AT2G17870"
"1913",1913,"AT4G02150"
"828",828,"AT2G05170"
"1755",1755,"AT3G53940"
"1868",1868,"AT3G62920"
"1783",1783,"AT3G55990"
"805",805,"AT2G02810"
"1793",1793,"AT3G56840"
"2616",2616,"AT5G23490"
"2209",2209,"AT4G30820"
"1768",1768,"AT3G54970"
"632",632,"AT1G67880"
"1467",1467,"AT3G16050"
"822",822,"AT2G04540"
"882",882,"AT2G17670"
"2598",2598,"AT5G22040"
"2152",2152,"AT4G25450"
"823",823,"AT2G04650"
"2231",2231,"AT4G32840"
"3042",3042,"ATCG00900"
"1202",1202,"AT2G43720"
"1907",1907,"AT4G01990"
"1535",1535,"AT3G20490"
"480",480,"AT1G52630"
"613",613,"AT1G65580"
"2194",2194,"AT4G29020"
"2058",2058,"AT4G16800"
