TAIR,SYMBOL,Log2fc_.Col.0_GC_Alight.v.Col.0_GC_dark.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_FLT_dark.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_GC_Alight.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0_GC_Alight.v.Ws_FLT_Alight.,Log2fc_.Col.0_GC_Alight.v.Ws_FLT_dark.,Log2fc_.Col.0_GC_Alight.v.Ws_GC_Alight.,Log2fc_.Col.0_GC_Alight.v.Ws_GC_dark.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_FLT_dark.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_GC_Alight.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0_GC_dark.v.Ws_FLT_Alight.,Log2fc_.Col.0_GC_dark.v.Ws_FLT_dark.,Log2fc_.Col.0_GC_dark.v.Ws_GC_Alight.,Log2fc_.Col.0_GC_dark.v.Ws_GC_dark.,Log2fc_.Col.0_GC_Alight.v.Col.0_FLT_Alight.,Log2fc_.Col.0_GC_dark.v.Col.0_FLT_Alight.,Log2fc_.Col.0_GC_Alight.v.Col.0_FLT_dark.,Log2fc_.Col.0_GC_dark.v.Col.0_FLT_dark.
AT2G17980,ATSLY1,-0.0522092,0.0104178,0.3769353,0.2551418,0.1532261,-0.1694435,-0.06304698,-0.0513473,-0.2950915,0.06262699,0.4291445,0.307351,0.2054353,-0.1172343,-0.01083778,0.000861899,-0.2428823,-0.4886277,-0.4364185,0.006205235,0.05841443
AT2G19470,ckl5,-0.02365036,-0.02169064,0.2080085,-0.05411878,-0.3086454,0.6772529,-0.2808396,-0.08385522,0.04387846,0.001959717,0.2316589,-0.03046842,-0.2849951,0.7009032,-0.2571892,-0.06020486,0.06752882,-0.1588713,-0.1352209,0.1072083,0.1308587
AT2G19950,GC1,-0.3275662,-0.4662189,-0.4697733,-0.2358711,-0.262207,-0.1254038,-0.6509613,-0.3821079,-0.4323138,-0.1386528,-0.1422072,0.09169502,0.06535919,0.2021624,-0.3233952,-0.05454173,-0.1047476,-0.4587015,-0.1311353,-0.3855032,-0.05793699
AT2G30330,BLOS1,0.8266384,0.1125979,0.5839804,0.4378847,0.5446707,0.009507228,0.3375251,0.4683873,0.4397597,-0.7140406,-0.242658,-0.3887537,-0.2819678,-0.8171312,-0.4891133,-0.3582511,-0.3868788,0.2001613,-0.6264771,0.5021437,-0.3244947
AT2G32900,ATZW10,-0.2281661,0.02340007,0.04468232,0.09171381,0.07042245,0.2358896,0.07347007,-0.07905779,-0.241528,0.2515662,0.2728485,0.31988,0.2985886,0.4640558,0.3016362,0.1491084,-0.01336189,-0.2123577,0.01580845,0.06014296,0.2883091
AT2G38360,PRA1.B4,0.09777517,0.1142628,-0.1545804,0.1208792,-0.5563824,-0.6391306,-0.3165365,-0.09908666,-0.2444961,0.01648761,-0.2523556,0.02310402,-0.6541575,-0.7369058,-0.4143116,-0.1968618,-0.3422713,-0.2815683,-0.3793435,-0.3874633,-0.4852385
AT2G43130,ARA-4,0.06132346,-0.06877787,-0.03802032,0.02194491,-0.285936,-0.2840668,-0.3540161,0.2013014,-0.3365845,-0.1301013,-0.09934377,-0.03937855,-0.3472594,-0.3453902,-0.4153396,0.1399779,-0.3979079,-0.1742447,-0.2355682,-0.1369658,-0.1982892
AT3G01780,TPLATE,-0.5617905,0.1047095,-0.1694851,-0.1265719,-0.2209182,-0.01077366,-0.3041305,-0.2183649,-0.5803259,0.6665,0.3923054,0.4352186,0.3408723,0.5510168,0.25766,0.3434256,-0.01853536,-0.5118622,0.04992829,-0.1520472,0.4097433
AT3G03120,ARFB1C,0.5813376,-0.01692332,0.4140416,0.3140136,0.5049443,0.4697449,0.8776544,0.5387486,0.7051651,-0.5982609,-0.167296,-0.267324,-0.07639328,-0.1115927,0.2963168,-0.04258904,0.1238275,0.3954527,-0.1858849,0.297273,-0.2840646
AT3G05710,ATSYP43,-0.2387205,-0.1438226,-0.1770365,-0.2222741,-0.1196083,-0.2571805,-0.3587439,-0.3087489,-0.4594741,0.09489796,0.06168397,0.01644645,0.1191122,-0.01845998,-0.1200234,-0.07002836,-0.2207536,-0.3640213,-0.1253008,-0.2738787,-0.0351582
AT3G10380,ATSEC8,-0.4851337,-0.1340296,-0.4704125,-0.04894998,-0.3780283,-0.02570081,-0.4233701,-0.5485021,-0.3678139,0.3511041,0.01472117,0.4361837,0.1071054,0.4594329,0.06176355,-0.0633684,0.1173198,-0.2957327,0.189401,-0.3174679,0.1676658
AT3G11397,PRA1.A3,0.2131441,0.3116659,0.2753085,0.00743324,0.0175042,0.1087131,-0.002270053,-0.01980453,0.1124286,0.09852179,0.06216444,-0.2057109,-0.1956399,-0.104431,-0.2154142,-0.2329486,-0.1007155,0.3269065,0.1137624,0.2598253,0.04668118
AT3G13710,PRA1.F4,9.754631,-0.6025298,-0.2454029,-0.6322533,2.359221,-0.3794618,3.094946,0.3085997,9.882141,-10.35716,-10.00003,-10.38688,-7.39541,-10.13409,-6.659685,-9.446031,0,0.4430081,-9.311623,0.2205226,-9.534108
AT3G18480,AtCASP,-0.2759425,-0.08553428,-0.04123021,0.1217976,-0.1297638,0.07208812,-0.2881853,-0.009771896,-0.3547844,0.1904082,0.2347123,0.3977401,0.1461787,0.3480306,-0.0122428,0.2661706,-0.07884186,-0.07997713,0.1959654,-0.2193632,0.05657929
AT3G20290,ATEHD1,0.1756781,0.01297939,0.2314756,-0.155311,0.08565339,0.3477418,0.4205949,-0.003506677,0.2295841,-0.1626987,0.05579749,-0.3309891,-0.09002473,0.1720637,0.2449168,-0.1791848,0.053906,0.1589576,-0.01672052,0.1705846,-0.005093508
AT3G24350,ATSYP32,0.248803,0.4651112,0.1842281,0.3874808,0.3962635,0.2535161,0.2326311,0.1735404,0.1763817,0.2163083,-0.06457484,0.1386779,0.1474605,0.004713088,-0.01617192,-0.07526256,-0.07242125,0.2362095,-0.01259348,0.1725692,-0.07623376
AT3G27530,GC6,-0.02558666,0.09997872,0.1044957,0.2033554,0.1348852,0.6892105,0.4529872,0.3843927,0.2276741,0.1255654,0.1300824,0.228942,0.1604719,0.7147971,0.4785739,0.4099794,0.2532607,-0.08263104,-0.05704438,-0.02204794,0.003538724
AT3G44340,CEF,-0.6666301,-0.04851461,-0.1653192,-0.3676911,-0.3538084,0.3341803,-0.4364605,-0.08763689,-0.3334223,0.6181155,0.5013109,0.2989389,0.3128217,1.00081,0.2301696,0.5789932,0.3332077,-0.4522071,0.214423,-0.4680464,0.1985837
AT3G51310,VPS35C,-0.4315294,0.02092399,-0.01924056,0.0452616,-0.01037876,0.1336501,-0.06713857,-0.1080641,-0.2393653,0.4524534,0.4122889,0.476791,0.4211507,0.5651795,0.3643909,0.3234653,0.1921642,-0.2827351,0.1487944,0.07998894,0.5115184
AT3G52190,AtPHF1,0.1564838,-0.1070368,0.1659702,0.4152507,-0.09553267,-0.6618706,0.2190663,-0.02406313,-0.09344485,-0.2635206,0.009486343,0.2587669,-0.2520165,-0.8183544,0.06258252,-0.1805469,-0.2499287,-0.01890952,-0.1753933,0.06978158,-0.08670223
AT3G53120,VPS37-1,0.6265807,0.1490331,0.5480391,0.4665221,0.4545811,0.1482417,0.6943303,0.5308628,0.6649094,-0.4775476,-0.07854152,-0.1600585,-0.1719996,-0.4783389,0.06774968,-0.09571789,0.03832877,0.3163194,-0.3102613,0.4172158,-0.2093649
AT3G54860,ATVPS33,-0.2046621,-0.1667338,0.1019527,0.2143813,0.1966425,0.1659367,0.1408845,-0.2970359,-0.2258658,0.03792831,0.3066148,0.4190433,0.4013046,0.3705988,0.3455465,-0.0923738,-0.02120374,0.002059878,0.206722,0.1192356,0.3238977
AT3G56960,PIP5K4,-2.633791,-2.041596,-1.426756,-2.294263,-1.983048,-2.9109,-3.917586,-2.742562,-3.332073,0.5921948,1.207035,0.3395276,0.6507433,-0.2771092,-1.283795,-0.1087708,-0.6982822,-0.4404709,2.19332,-2.245383,0.3884081
AT4G05000,VPS28-1,0.3245715,0.01929751,0.3919169,0.1466796,0.4502403,0.089318,0.3061306,0.3589973,0.2881164,-0.305274,0.06734539,-0.1778919,0.1256687,-0.2352535,-0.01844099,0.03442571,-0.03645515,0.2143993,-0.1101723,0.3027944,-0.02177714
AT4G14950,KMS1,0.1029563,-0.01217098,0.05306051,0.3855287,-0.1743617,0.04664604,-0.1669514,0.07577494,-0.3411151,-0.1151273,-0.04989583,0.2825724,-0.277318,-0.05631031,-0.2699077,-0.02718141,-0.4440714,-0.01188242,-0.1148388,-0.05153371,-0.1544901
AT4G16340,SPK1,-0.9235871,-0.3080033,-0.7204857,-0.2327848,-0.6239049,0.006475099,-0.9896663,-0.8915927,-1.177058,0.6155838,0.2031014,0.6908023,0.2996822,0.9300622,-0.06607924,0.03199441,-0.2534706,-0.4583482,0.4652389,-0.2701602,0.6534269
AT4G19003,VPS25,0.05545317,0.06968953,-0.2700973,0.01949995,0.116701,0.1383018,0.3440847,0.2164551,0.187888,0.01423636,-0.3255505,-0.03595322,0.06124783,0.08284861,0.2886315,0.161002,0.1324348,0.2449892,0.189536,0.0771173,0.02166413
AT4G19490,ATVPS54,-0.6984337,-0.2480589,-0.1923339,-0.1702049,-0.4426739,0.6624573,0.3717641,0.2885775,0.737493,0.4503748,0.5060998,0.5282289,0.2557598,1.360891,1.070198,0.9870112,1.435927,-0.4380603,0.2603734,-0.01938363,0.6790501
AT4G26100,CK1,-0.3262514,-0.1390541,-0.4147092,-0.104505,-0.2066393,-0.03917296,-0.161634,-0.2782257,0.06526541,0.1871974,-0.08845776,0.2217464,0.1196121,0.2870785,0.1646174,0.0480257,0.3915168,-0.2508518,0.0753996,-0.3009043,0.02534714
AT4G26750,EXT-like,-0.3205678,-0.3761638,-0.3482997,-0.3238805,0.0163156,-0.4707833,-0.4298503,-0.1369426,-0.1672241,-0.05559604,-0.02773192,-0.003312668,0.3368834,-0.1502155,-0.1092825,0.1836251,0.1533436,-0.355912,-0.03534426,-0.1724971,0.1480707
AT4G27040,VPS22,0.2681502,0.1657445,0.4223553,0.1166833,0.175383,0.185238,0.09092471,0.03971415,0.2524595,-0.1024057,0.154205,-0.1514669,-0.09276726,-0.08291228,-0.1772255,-0.2284361,-0.01569069,0.2198709,-0.04827929,0.3311621,0.0630119
AT4G27690,VPS26B,-0.08893162,0.2002287,-0.0543372,0.386085,0.1714814,-0.1180239,-0.1016071,0.1872197,-0.001523141,0.2891603,0.03459441,0.4750166,0.260413,-0.02909232,-0.01267549,0.2761513,0.08740848,0.3468762,0.4358078,0.2183019,0.3072335
AT4G28860,ckl4,0.1649194,0.0781832,0.140923,-0.1075671,0.642476,0.2741001,0.4214378,-0.03535283,0.4998502,-0.08673624,-0.02399649,-0.2724866,0.4775566,0.1091806,0.2565184,-0.2002723,0.3349308,0.1697675,0.004848026,0.3238936,0.1589742
AT4G38360,LAZ1,0.213981,-0.4446583,-0.04224419,-0.528351,-0.08923624,0.2669577,0.2687457,-0.1386104,0.7025064,-0.6586393,-0.2562252,-0.742332,-0.3032172,0.05297669,0.05476469,-0.3525914,0.4885254,0.1122869,-0.1016941,0.07718293,-0.1367981
AT4G39990,ATGB3,0.2758295,0.2697191,0.02438079,-0.002953089,0.03777165,0.1225792,0.4295773,0.2728677,0.4569069,-0.006110416,-0.2514487,-0.2787826,-0.2380579,-0.1532503,0.1537477,-0.00296187,0.1810774,0.1494103,-0.1264192,0.161354,-0.1144756
AT5G02040,PRA1.A1,0.1276344,-0.08388376,-0.1873159,0.09483096,0.1131751,0.3278431,0.6671307,0.4142228,0.886325,-0.2115181,-0.3149502,-0.03280339,-0.0144593,0.2002088,0.5394964,0.2865884,0.7586907,-0.1121512,-0.2397855,-0.01868638,-0.1463207
AT5G03540,ATEXO70A1,-0.3145918,-0.4346806,-0.3032226,-0.1751873,-0.1166734,0.01240206,-0.3895729,-0.33747,-0.1258154,-0.1200888,0.01136919,0.1394045,0.1979184,0.3269938,-0.07498107,-0.02287822,0.1887764,-0.2374786,0.07711322,-0.284548,0.03004378
AT5G05987,PRA1.A2,0.1341611,0.02361904,0.3346557,-0.04895448,0.2753111,0.03146428,0.1030424,0.2125685,0.1676171,-0.1105421,0.2004946,-0.1831156,0.1411499,-0.1026968,-0.03111869,0.07840739,0.03345601,0.1339502,-0.000210969,0.251434,0.1172729
AT5G09260,VPS20.2,0.5086041,0.3548259,0.3895502,0.0944511,0.1995213,0.1079909,0.2872626,0.2823904,0.2591739,-0.1537782,-0.1190539,-0.414153,-0.3090828,-0.4006132,-0.2213415,-0.2262136,-0.2494302,0.540939,0.03233495,0.64336,0.1347559
AT5G11150,ATVAMP713,0.1540808,-0.177646,0.3529129,0.1010396,-0.1615119,-0.2827876,0.2006254,-0.02736816,0.04561704,-0.3317268,0.1988321,-0.05304113,-0.3155927,-0.4368683,0.04654459,-0.1814489,-0.1084637,-0.02965572,-0.1837365,0.01802559,-0.1360552
AT5G12370,SEC10,-0.5551628,-0.2646179,-0.5331661,-0.3375249,-0.3859823,0.3355047,-0.3146309,-0.7006389,-0.3611258,0.2905449,0.0219968,0.217638,0.1691806,0.8906675,0.240532,-0.1454761,0.1940371,-0.3720883,0.1830745,-0.3191402,0.2360227
AT5G13300,AGD3,-0.5259506,-0.2268758,-0.7011177,-0.4063867,-0.1390281,0.005109197,-0.4233535,-0.6704734,-0.4326049,0.2990748,-0.1751671,0.1195639,0.3869225,0.5310598,0.1025971,-0.1445227,0.09334575,-0.5526985,-0.0267479,-0.1283613,0.3975893
AT5G16490,RIC4,-0.3625169,0.4338585,1.057567,-0.7422391,0.3562644,0.413684,0.6472139,1.223596,1.608225,0.7963753,1.420084,-0.3797223,0.7187813,0.7762008,1.009731,1.586113,1.970742,0.4651466,0.8276635,0.9007118,1.263229
AT5G17060,ARFB1B,-0.1166893,-0.35557,-0.3229651,-0.1908147,-0.318235,-0.3600081,-0.2806971,-0.05363363,-0.06672333,-0.2388807,-0.2062758,-0.07412542,-0.2015457,-0.2433188,-0.1640078,0.06305566,0.04996596,-0.03774702,0.07894228,-0.2517052,-0.1350159
AT5G22770,alpha-ADR,-0.05161946,-0.3730738,-0.08861762,-0.2637284,-0.1012546,-0.03541645,-0.07946922,-0.264139,0.006841869,-0.3214543,-0.03699816,-0.2121089,-0.04963509,0.01620302,-0.02784976,-0.2125195,0.05846133,-0.223573,-0.1719536,-0.4057097,-0.3540902
AT5G39500,ERMO1,-0.4163126,-0.1776522,-0.5221894,0.04498084,-0.1417023,0.4428772,-0.4066995,-0.4559777,-0.232913,0.2386604,-0.1058768,0.4612935,0.2746103,0.8591899,0.009613185,-0.03966507,0.1833997,-0.541289,-0.1249764,-0.3026976,0.1136151
AT5G44100,ckl7,-0.08458373,-0.05640684,-0.1257845,-0.04865156,-0.2743845,0.4497919,0.2245277,0.4550797,0.2737945,0.02817689,-0.04120073,0.03593217,-0.1898007,0.5343756,0.3091114,0.5396634,0.3583783,0.09268007,0.1772638,0.01454908,0.09913281
AT5G47480,MAG5,-0.5200471,-0.2822916,-0.4646161,-0.569161,-0.2436712,0.09461107,-0.5183646,-0.2503949,-0.6411805,0.2377555,0.055431,-0.04911385,0.2763759,0.6146582,0.00168255,0.2696523,-0.1211334,-0.3864509,0.1335962,-0.1623844,0.3576627
AT5G49830,EXO84B,0.02219115,0.01641523,0.1161874,0.2542626,0.02731219,0.4131171,0.03677839,-0.194879,-0.2605851,-0.005775917,0.09399625,0.2320715,0.005121041,0.3909259,0.01458725,-0.2170702,-0.2827762,-0.1676057,-0.1897968,0.1115386,0.08934748
AT5G51430,EYE,-0.1058534,-0.06919096,0.1969807,0.2399823,-0.03872845,0.3692788,-0.1938965,-0.3050242,-0.2692998,0.03666248,0.3028341,0.3458358,0.06712499,0.4751323,-0.08804304,-0.1991708,-0.1634464,-0.2840161,-0.1781627,-0.1076948,-0.001841339
AT5G52210,ATARLB1,0.344282,-0.04102207,0.456159,0.332502,0.2160019,-0.007668185,0.2424578,0.04605425,0.2929044,-0.385304,0.111877,-0.01177998,-0.1282801,-0.3519502,-0.1018241,-0.2982277,-0.05137753,0.2134504,-0.1308316,-0.000212334,-0.3444943
AT5G53530,VPS26A,0.3853485,0.1718265,0.6097641,0.4939121,0.257791,-0.5411812,-0.422982,-0.2802583,-0.1467387,-0.213522,0.2244156,0.1085636,-0.1275574,-0.9265297,-0.8083305,-0.6656067,-0.5320872,0.2906466,-0.09470186,0.3937169,0.008368391
AT5G57015,ckl12,-0.244223,0.5502702,-0.003291905,0.5074258,0.09706737,0.2380633,0.006263801,0.02785253,-0.5394786,0.7944932,0.2409311,0.7516488,0.3412903,0.4822863,0.2504868,0.2720755,-0.2952556,0.3561255,0.6003485,0.2969376,0.5411606
AT5G58430,ATEXO70B1,-0.463215,-0.5518922,-0.3164123,-0.5420354,-0.1193909,-0.1016532,0.04703203,-0.4268126,-0.007718567,-0.08867715,0.1468028,-0.07882038,0.3438241,0.3615618,0.5102471,0.03640243,0.4554965,-0.6062784,-0.1430634,-0.5177961,-0.05458111
AT5G61210,ATSNAP33,0.3922166,-0.3371247,-0.1420272,-0.02222188,0.05717767,-0.2706323,0.197472,0.4260736,0.3754415,-0.7293413,-0.5342438,-0.4144385,-0.3350389,-0.6628488,-0.1947446,0.03385699,-0.01677511,-0.07330904,-0.4655256,-0.2939549,-0.6861715
