"","WS_c1.which.mclass....3...1."
"1","AT1G01170"
"2","AT1G01970"
"3","AT1G02475"
"4","AT1G03400"
"5","AT1G03440"
"6","AT1G04350"
"7","AT1G04620"
"8","AT1G04640"
"9","AT1G04800"
"10","AT1G05140"
"11","AT1G05200"
"12","AT1G05230"
"13","AT1G05385"
"14","AT1G05680"
"15","AT1G05900"
"16","AT1G06360"
"17","AT1G06510"
"18","AT1G06650"
"19","AT1G06690"
"20","AT1G07135"
"21","AT1G07280"
"22","AT1G07400"
"23","AT1G07440"
"24","AT1G07570"
"25","AT1G07700"
"26","AT1G07720"
"27","AT1G08230"
"28","AT1G08550"
"29","AT1G08900"
"30","AT1G09530"
"31","AT1G09863"
"32","AT1G09900"
"33","AT1G10360"
"34","AT1G10522"
"35","AT1G10830"
"36","AT1G10920"
"37","AT1G11350"
"38","AT1G11600"
"39","AT1G11700"
"40","AT1G12330"
"41","AT1G12860"
"42","AT1G13245"
"43","AT1G13270"
"44","AT1G13820"
"45","AT1G14030"
"46","AT1G14270"
"47","AT1G14280"
"48","AT1G14410"
"49","AT1G14430"
"50","AT1G14700"
"51","AT1G14840"
"52","AT1G15125"
"53","AT1G15180"
"54","AT1G15730"
"55","AT1G16320"
"56","AT1G17200"
"57","AT1G17650"
"58","AT1G17850"
"59","AT1G18000"
"60","AT1G18020"
"61","AT1G18170"
"62","AT1G18360"
"63","AT1G18400"
"64","AT1G18485"
"65","AT1G18650"
"66","AT1G19650"
"67","AT1G19670"
"68","AT1G19720"
"69","AT1G19740"
"70","AT1G20630"
"71","AT1G20650"
"72","AT1G20810"
"73","AT1G20830"
"74","AT1G21130"
"75","AT1G21250"
"76","AT1G21270"
"77","AT1G21350"
"78","AT1G21670"
"79","AT1G21910"
"80","AT1G22430"
"81","AT1G22690"
"82","AT1G23090"
"83","AT1G23205"
"84","AT1G23360"
"85","AT1G24040"
"86","AT1G24530"
"87","AT1G25450"
"88","AT1G26180"
"89","AT1G26208"
"90","AT1G26210"
"91","AT1G26218"
"92","AT1G26220"
"93","AT1G26230"
"94","AT1G26560"
"95","AT1G26570"
"96","AT1G26761"
"97","AT1G27385"
"98","AT1G27480"
"99","AT1G28150"
"100","AT1G28660"
"101","AT1G29390"
"102","AT1G29395"
"103","AT1G29530"
"104","AT1G29670"
"105","AT1G29700"
"106","AT1G29720"
"107","AT1G30520"
"108","AT1G30610"
"109","AT1G31190"
"110","AT1G32520"
"111","AT1G32550"
"112","AT1G33290"
"113","AT1G33600"
"114","AT1G33811"
"115","AT1G34000"
"116","AT1G34570"
"117","AT1G35340"
"118","AT1G35350"
"119","AT1G35420"
"120","AT1G36390"
"121","AT1G43560"
"122","AT1G43910"
"123","AT1G45230"
"124","AT1G47580"
"125","AT1G48460"
"126","AT1G49010"
"127","AT1G49380"
"128","AT1G49730"
"129","AT1G50020"
"130","AT1G50450"
"131","AT1G51100"
"132","AT1G51700"
"133","AT1G51805"
"134","AT1G52000"
"135","AT1G52190"
"136","AT1G52290"
"137","AT1G52590"
"138","AT1G52770"
"139","AT1G53520"
"140","AT1G54820"
"141","AT1G55110"
"142","AT1G55140"
"143","AT1G55260"
"144","AT1G55370"
"145","AT1G55450"
"146","AT1G55910"
"147","AT1G56050"
"148","AT1G56430"
"149","AT1G57770"
"150","AT1G58520"
"151","AT1G58807"
"152","AT1G59124"
"153","AT1G59359"
"154","AT1G59700"
"155","AT1G59840"
"156","AT1G60010"
"157","AT1G60160"
"158","AT1G60230"
"159","AT1G60590"
"160","AT1G60600"
"161","AT1G60810"
"162","AT1G60870"
"163","AT1G60990"
"164","AT1G61190"
"165","AT1G61310"
"166","AT1G61380"
"167","AT1G62250"
"168","AT1G62510"
"169","AT1G62850"
"170","AT1G63610"
"171","AT1G64150"
"172","AT1G64355"
"173","AT1G64400"
"174","AT1G64670"
"175","AT1G64710"
"176","AT1G64810"
"177","AT1G64970"
"178","AT1G65860"
"179","AT1G66130"
"180","AT1G66330"
"181","AT1G66820"
"182","AT1G66830"
"183","AT1G66840"
"184","AT1G66940"
"185","AT1G66980"
"186","AT1G67040"
