"","WS_FLT_c1.which.mclass....2...1."
"1","AT1G01010"
"2","AT1G01040"
"3","AT1G01140"
"4","AT1G01225"
"5","AT1G01240"
"6","AT1G01260"
"7","AT1G01320"
"8","AT1G01370"
"9","AT1G01430"
"10","AT1G01440"
"11","AT1G01448"
"12","AT1G01540"
"13","AT1G01580"
"14","AT1G01640"
"15","AT1G01690"
"16","AT1G01725"
"17","AT1G01770"
"18","AT1G01780"
"19","AT1G01790"
"20","AT1G01830"
"21","AT1G01950"
"22","AT1G02000"
"23","AT1G02110"
"24","AT1G02150"
"25","AT1G02270"
"26","AT1G02360"
"27","AT1G02370"
"28","AT1G02430"
"29","AT1G02450"
"30","AT1G02460"
"31","AT1G02520"
"32","AT1G02610"
"33","AT1G02640"
"34","AT1G02720"
"35","AT1G02730"
"36","AT1G02750"
"37","AT1G02810"
"38","AT1G02890"
"39","AT1G02930"
"40","AT1G02960"
"41","AT1G02990"
"42","AT1G03030"
"43","AT1G03090"
"44","AT1G03180"
"45","AT1G03250"
"46","AT1G03260"
"47","AT1G03365"
"48","AT1G03370"
"49","AT1G03380"
"50","AT1G03457"
"51","AT1G03530"
"52","AT1G03680"
"53","AT1G03740"
"54","AT1G03780"
"55","AT1G03840"
"56","AT1G03905"
"57","AT1G03970"
"58","AT1G04000"
"59","AT1G04020"
"60","AT1G04053"
"61","AT1G04130"
"62","AT1G04183"
"63","AT1G04200"
"64","AT1G04400"
"65","AT1G04550"
"66","AT1G04610"
"67","AT1G04635"
"68","AT1G04730"
"69","AT1G04770"
"70","AT1G04790"
"71","AT1G04803"
"72","AT1G04830"
"73","AT1G04837"
"74","AT1G04860"
"75","AT1G04900"
"76","AT1G04945"
"77","AT1G04970"
"78","AT1G04990"
"79","AT1G05000"
"80","AT1G05010"
"81","AT1G05055"
"82","AT1G05120"
"83","AT1G05147"
"84","AT1G05150"
"85","AT1G05160"
"86","AT1G05183"
"87","AT1G05213"
"88","AT1G05320"
"89","AT1G05340"
"90","AT1G05470"
"91","AT1G05520"
"92","AT1G05523"
"93","AT1G05730"
"94","AT1G05750"
"95","AT1G05760"
"96","AT1G05770"
"97","AT1G05780"
"98","AT1G05790"
"99","AT1G05830"
"100","AT1G05900"
"101","AT1G06000"
"102","AT1G06002"
"103","AT1G06070"
"104","AT1G06120"
"105","AT1G06150"
"106","AT1G06180"
"107","AT1G06225"
"108","AT1G06227"
"109","AT1G06240"
"110","AT1G06380"
"111","AT1G06450"
"112","AT1G06490"
"113","AT1G06500"
"114","AT1G06510"
"115","AT1G06560"
"116","AT1G06630"
"117","AT1G06640"
"118","AT1G06730"
"119","AT1G06770"
"120","AT1G06780"
"121","AT1G06790"
"122","AT1G06800"
"123","AT1G06820"
"124","AT1G06840"
"125","AT1G07110"
"126","AT1G07128"
"127","AT1G07130"
"128","AT1G07200"
"129","AT1G07220"
"130","AT1G07230"
"131","AT1G07240"
"132","AT1G07250"
"133","AT1G07300"
"134","AT1G07320"
"135","AT1G07380"
"136","AT1G07410"
"137","AT1G07520"
"138","AT1G07570"
"139","AT1G07615"
"140","AT1G07705"
"141","AT1G07725"
"142","AT1G07728"
"143","AT1G07745"
"144","AT1G07795"
"145","AT1G07810"
"146","AT1G07870"
"147","AT1G07893"
"148","AT1G07933"
"149","AT1G07950"
"150","AT1G07970"
"151","AT1G07980"
"152","AT1G07983"
"153","AT1G07990"
"154","AT1G08000"
"155","AT1G08030"
"156","AT1G08040"
"157","AT1G08043"
"158","AT1G08060"
"159","AT1G08230"
"160","AT1G08250"
"161","AT1G08280"
"162","AT1G08315"
"163","AT1G08340"
"164","AT1G08390"
"165","AT1G08420"
"166","AT1G08430"
"167","AT1G08460"
"168","AT1G08477"
"169","AT1G08490"
"170","AT1G08530"
"171","AT1G08550"
"172","AT1G08590"
"173","AT1G08592"
"174","AT1G08670"
"175","AT1G08710"
"176","AT1G08720"
"177","AT1G08750"
"178","AT1G08760"
"179","AT1G08800"
"180","AT1G08845"
"181","AT1G08920"
"182","AT1G08940"
"183","AT1G08960"
"184","AT1G09010"
"185","AT1G09060"
"186","AT1G09100"
"187","AT1G09300"
"188","AT1G09363"
"189","AT1G09470"
"190","AT1G09490"
"191","AT1G09540"
"192","AT1G09700"
"193","AT1G09730"
"194","AT1G09795"
"195","AT1G09810"
"196","AT1G09830"
"197","AT1G09850"
"198","AT1G09995"
"199","AT1G10020"
"200","AT1G10150"
"201","AT1G10155"
"202","AT1G10170"
"203","AT1G10180"
"204","AT1G10210"
"205","AT1G10350"
"206","AT1G10400"
"207","AT1G10450"
"208","AT1G10480"
"209","AT1G10510"
"210","AT1G10522"
"211","AT1G10570"
"212","AT1G10650"
"213","AT1G10660"
"214","AT1G10780"
"215","AT1G10810"
"216","AT1G10820"
"217","AT1G10830"
"218","AT1G10850"
"219","AT1G10870"
