"","WS_FLT_c1.which.mclass....7...1."
"1","AT1G01020"
"2","AT1G01070"
"3","AT1G01110"
"4","AT1G01160"
"5","AT1G01170"
"6","AT1G01210"
"7","AT1G01290"
"8","AT1G01350"
"9","AT1G01360"
"10","AT1G01470"
"11","AT1G01490"
"12","AT1G01630"
"13","AT1G01650"
"14","AT1G01820"
"15","AT1G01910"
"16","AT1G01920"
"17","AT1G01940"
"18","AT1G01960"
"19","AT1G01990"
"20","AT1G02080"
"21","AT1G02100"
"22","AT1G02120"
"23","AT1G02145"
"24","AT1G02170"
"25","AT1G02280"
"26","AT1G02305"
"27","AT1G02330"
"28","AT1G02335"
"29","AT1G02410"
"30","AT1G02560"
"31","AT1G02680"
"32","AT1G02690"
"33","AT1G02880"
"34","AT1G02920"
"35","AT1G02950"
"36","AT1G03040"
"37","AT1G03060"
"38","AT1G03080"
"39","AT1G03110"
"40","AT1G03140"
"41","AT1G03150"
"42","AT1G03280"
"43","AT1G03290"
"44","AT1G03350"
"45","AT1G03360"
"46","AT1G03410"
"47","AT1G03430"
"48","AT1G03475"
"49","AT1G03590"
"50","AT1G03610"
"51","AT1G03687"
"52","AT1G03730"
"53","AT1G03910"
"54","AT1G04030"
"55","AT1G04070"
"56","AT1G04080"
"57","AT1G04120"
"58","AT1G04210"
"59","AT1G04260"
"60","AT1G04280"
"61","AT1G04290"
"62","AT1G04300"
"63","AT1G04440"
"64","AT1G04520"
"65","AT1G04530"
"66","AT1G04537"
"67","AT1G04590"
"68","AT1G04780"
"69","AT1G04810"
"70","AT1G04910"
"71","AT1G04940"
"72","AT1G04950"
"73","AT1G04960"
"74","AT1G04980"
"75","AT1G04985"
"76","AT1G05070"
"77","AT1G05170"
"78","AT1G05180"
"79","AT1G05190"
"80","AT1G05210"
"81","AT1G05220"
"82","AT1G05250"
"83","AT1G05270"
"84","AT1G05350"
"85","AT1G05360"
"86","AT1G05380"
"87","AT1G05410"
"88","AT1G05430"
"89","AT1G05500"
"90","AT1G05560"
"91","AT1G05562"
"92","AT1G05575"
"93","AT1G05650"
"94","AT1G05660"
"95","AT1G05710"
"96","AT1G05785"
"97","AT1G05805"
"98","AT1G05810"
"99","AT1G05840"
"100","AT1G05860"
"101","AT1G05870"
"102","AT1G05890"
"103","AT1G05910"
"104","AT1G05940"
"105","AT1G05960"
"106","AT1G05970"
"107","AT1G06010"
"108","AT1G06060"
"109","AT1G06090"
"110","AT1G06130"
"111","AT1G06190"
"112","AT1G06210"
"113","AT1G06220"
"114","AT1G06230"
"115","AT1G06290"
"116","AT1G06410"
"117","AT1G06470"
"118","AT1G06475"
"119","AT1G06530"
"120","AT1G06540"
"121","AT1G06550"
"122","AT1G06570"
"123","AT1G06620"
"124","AT1G06700"
"125","AT1G06720"
"126","AT1G06850"
"127","AT1G06870"
"128","AT1G06890"
"129","AT1G06900"
"130","AT1G06930"
"131","AT1G06950"
"132","AT1G06960"
"133","AT1G07030"
"134","AT1G07040"
"135","AT1G07175"
"136","AT1G07260"
"137","AT1G07310"
"138","AT1G07373"
"139","AT1G07470"
"140","AT1G07480"
"141","AT1G07510"
"142","AT1G07530"
"143","AT1G07640"
"144","AT1G07670"
"145","AT1G07780"
"146","AT1G07840"
"147","AT1G07985"
"148","AT1G08010"
"149","AT1G08037"
"150","AT1G08125"
"151","AT1G08130"
"152","AT1G08190"
"153","AT1G08210"
"154","AT1G08220"
"155","AT1G08260"
"156","AT1G08350"
"157","AT1G08370"
"158","AT1G08410"
"159","AT1G08450"
"160","AT1G08510"
"161","AT1G08560"
"162","AT1G08570"
"163","AT1G08600"
"164","AT1G08620"
"165","AT1G08640"
"166","AT1G08657"
"167","AT1G08660"
"168","AT1G08680"
"169","AT1G08700"
"170","AT1G08770"
"171","AT1G08780"
"172","AT1G08820"
"173","AT1G08890"
"174","AT1G08930"
"175","AT1G08970"
"176","AT1G09020"
"177","AT1G09070"
"178","AT1G09090"
"179","AT1G09130"
"180","AT1G09160"
"181","AT1G09230"
"182","AT1G09250"
"183","AT1G09280"
"184","AT1G09290"
"185","AT1G09420"
"186","AT1G09520"
"187","AT1G09570"
"188","AT1G09580"
"189","AT1G09645"
"190","AT1G09750"
"191","AT1G09815"
"192","AT1G09870"
"193","AT1G09920"
"194","AT1G09927"
"195","AT1G09980"
"196","AT1G10120"
"197","AT1G10130"
"198","AT1G10140"
"199","AT1G10290"
"200","AT1G10310"
"201","AT1G10380"
"202","AT1G10390"
"203","AT1G10410"
"204","AT1G10430"
"205","AT1G10470"
"206","AT1G10490"
"207","AT1G10500"
"208","AT1G10580"
"209","AT1G10600"
"210","AT1G10690"
"211","AT1G10700"
"212","AT1G10720"
"213","AT1G10740"
"214","AT1G10750"
"215","AT1G10760"
"216","AT1G10890"
"217","AT1G10940"
"218","AT1G10990"
"219","AT1G11000"
"220","AT1G11020"
"221","AT1G11200"
"222","AT1G11240"
"223","AT1G11260"
"224","AT1G11310"
"225","AT1G11400"
"226","AT1G11430"
"227","AT1G11450"
"228","AT1G11480"
"229","AT1G11530"
"230","AT1G11592"
"231","AT1G11740"
"232","AT1G11760"
"233","AT1G11905"
"234","AT1G11930"
"235","AT1G12010"
"236","AT1G12040"
"237","AT1G12050"
"238","AT1G12120"
"239","AT1G12160"
"240","AT1G12200"
"241","AT1G12240"
"242","AT1G12340"
"243","AT1G12360"
"244","AT1G12410"
"245","AT1G12500"
"246","AT1G12580"
"247","AT1G12640"
"248","AT1G12650"
"249","AT1G12740"
"250","AT1G12760"
"251","AT1G12780"
"252","AT1G12820"
"253","AT1G12830"
"254","AT1G12845"
"255","AT1G12850"
"256","AT1G13000"
