"","WS_FLT_c1.which.mclass....4...1."
"1","AT1G01090"
"2","AT1G01230"
"3","AT1G01300"
"4","AT1G01510"
"5","AT1G01550"
"6","AT1G01720"
"7","AT1G01730"
"8","AT1G01750"
"9","AT1G01800"
"10","AT1G02090"
"11","AT1G02130"
"12","AT1G02160"
"13","AT1G02816"
"14","AT1G02840"
"15","AT1G02850"
"16","AT1G02870"
"17","AT1G02900"
"18","AT1G03210"
"19","AT1G03230"
"20","AT1G03330"
"21","AT1G03850"
"22","AT1G04140"
"23","AT1G04170"
"24","AT1G04190"
"25","AT1G04250"
"26","AT1G04340"
"27","AT1G04430"
"28","AT1G04503"
"29","AT1G04510"
"30","AT1G04630"
"31","AT1G04680"
"32","AT1G04870"
"33","AT1G05205"
"34","AT1G05347"
"35","AT1G05570"
"36","AT1G05620"
"37","AT1G05680"
"38","AT1G05720"
"39","AT1G05850"
"40","AT1G06040"
"41","AT1G06110"
"42","AT1G06200"
"43","AT1G06390"
"44","AT1G06400"
"45","AT1G06670"
"46","AT1G07020"
"47","AT1G07070"
"48","AT1G07080"
"49","AT1G07170"
"50","AT1G07210"
"51","AT1G07350"
"52","AT1G07360"
"53","AT1G07367"
"54","AT1G07370"
"55","AT1G07750"
"56","AT1G07830"
"57","AT1G07960"
"58","AT1G08110"
"59","AT1G08160"
"60","AT1G08500"
"61","AT1G08580"
"62","AT1G08650"
"63","AT1G08803"
"64","AT1G09140"
"65","AT1G09150"
"66","AT1G09270"
"67","AT1G09330"
"68","AT1G09430"
"69","AT1G09620"
"70","AT1G09630"
"71","AT1G09660"
"72","AT1G09740"
"73","AT1G09760"
"74","AT1G09840"
"75","AT1G09932"
"76","AT1G09970"
"77","AT1G10030"
"78","AT1G10200"
"79","AT1G10530"
"80","AT1G10865"
"81","AT1G11185"
"82","AT1G11360"
"83","AT1G11545"
"84","AT1G11670"
"85","AT1G11750"
"86","AT1G11840"
"87","AT1G11860"
"88","AT1G11890"
"89","AT1G11910"
"90","AT1G12270"
"91","AT1G12440"
"92","AT1G12520"
"93","AT1G12810"
"94","AT1G12910"
"95","AT1G13060"
"96","AT1G13380"
"97","AT1G13560"
"98","AT1G14010"
"99","AT1G14210"
"100","AT1G14290"
"101","AT1G14570"
"102","AT1G14610"
"103","AT1G14620"
"104","AT1G14670"
"105","AT1G14730"
"106","AT1G14810"
"107","AT1G14830"
"108","AT1G14890"
"109","AT1G14900"
"110","AT1G15040"
"111","AT1G15100"
"112","AT1G15210"
"113","AT1G15250"
"114","AT1G15340"
"115","AT1G15350"
"116","AT1G15370"
"117","AT1G15400"
"118","AT1G15420"
"119","AT1G15500"
"120","AT1G15625"
"121","AT1G15630"
"122","AT1G15640"
"123","AT1G15950"
"124","AT1G16000"
"125","AT1G16170"
"126","AT1G16240"
"127","AT1G16350"
"128","AT1G16470"
"129","AT1G16560"
"130","AT1G16610"
"131","AT1G16740"
"132","AT1G16840"
"133","AT1G16880"
"134","AT1G17080"
"135","AT1G17180"
"136","AT1G17190"
"137","AT1G17290"
"138","AT1G17370"
"139","AT1G17470"
"140","AT1G17860"
"141","AT1G17890"
"142","AT1G18070"
"143","AT1G18250"
"144","AT1G18450"
"145","AT1G18640"
"146","AT1G18720"
"147","AT1G18800"
"148","AT1G18880"
"149","AT1G19120"
"150","AT1G19130"
"151","AT1G19350"
"152","AT1G19360"
"153","AT1G19835"
"154","AT1G19870"
"155","AT1G19920"
"156","AT1G20010"
"157","AT1G20100"
"158","AT1G20160"
"159","AT1G20190"
"160","AT1G20200"
"161","AT1G20260"
"162","AT1G20430"
"163","AT1G20450"
"164","AT1G20840"
"165","AT1G20850"
"166","AT1G20900"
"167","AT1G20920"
"168","AT1G20950"
"169","AT1G20960"
"170","AT1G21050"
"171","AT1G21065"
"172","AT1G21080"
"173","AT1G21090"
"174","AT1G21190"
"175","AT1G21630"
"176","AT1G21770"
"177","AT1G21780"
"178","AT1G21900"
"179","AT1G21930"
"180","AT1G22190"
"181","AT1G22520"
"182","AT1G22530"
"183","AT1G22880"
"184","AT1G23020"
"185","AT1G23190"
"186","AT1G23280"
"187","AT1G23400"
"188","AT1G23410"
"189","AT1G23440"
"190","AT1G23750"
"191","AT1G23820"
"192","AT1G23860"
"193","AT1G24180"
"194","AT1G25230"
"195","AT1G25490"
"196","AT1G25510"
"197","AT1G25530"
"198","AT1G25550"
"199","AT1G26110"
"200","AT1G26250"
"201","AT1G26255"
"202","AT1G26550"
"203","AT1G26580"
"204","AT1G26670"
"205","AT1G26740"
"206","AT1G26750"
"207","AT1G26850"
"208","AT1G26920"
"209","AT1G26945"
"210","AT1G27090"
"211","AT1G27290"
"212","AT1G27435"
"213","AT1G27650"
"214","AT1G28250"
"215","AT1G28400"
"216","AT1G29070"
"217","AT1G29280"
"218","AT1G29310"
"219","AT1G29350"
"220","AT1G29470"
"221","AT1G29520"
"222","AT1G29900"
"223","AT1G29965"
"224","AT1G29990"
"225","AT1G30120"
"226","AT1G30510"
"227","AT1G30750"
"228","AT1G30760"
"229","AT1G30820"
"230","AT1G30880"
"231","AT1G30970"
"232","AT1G31130"
"233","AT1G31180"
"234","AT1G31340"
"235","AT1G31770"
"236","AT1G31817"
"237","AT1G31850"
"238","AT1G31860"
"239","AT1G31970"
"240","AT1G32100"
"241","AT1G32170"
"242","AT1G32230"
"243","AT1G32400"
"244","AT1G32450"
"245","AT1G32580"
"246","AT1G32790"
"247","AT1G32920"
"248","AT1G33040"
"249","AT1G33110"
"250","AT1G33240"
"251","AT1G33470"
"252","AT1G33800"
"253","AT1G33810"
"254","AT1G34418"
"255","AT1G35516"
"256","AT1G35580"
"257","AT1G35720"
"258","AT1G35780"
"259","AT1G36050"
"260","AT1G36060"
"261","AT1G36730"
"262","AT1G41830"
"263","AT1G42480"
"264","AT1G43130"
"265","AT1G43190"
"266","AT1G43670"
"267","AT1G43790"
"268","AT1G43890"
"269","AT1G44800"
"270","AT1G45000"
"271","AT1G47128"
"272","AT1G47278"
"273","AT1G47490"
"274","AT1G47570"
"275","AT1G47670"
"276","AT1G47740"
"277","AT1G47830"
"278","AT1G48030"
"279","AT1G48070"
