"","WS_FLT_c1.which.mclass....3...1."
"1","AT1G01150"
"2","AT1G01680"
"3","AT1G02205"
"4","AT1G02470"
"5","AT1G02770"
"6","AT1G02813"
"7","AT1G03390"
"8","AT1G03743"
"9","AT1G04187"
"10","AT1G04193"
"11","AT1G04303"
"12","AT1G04427"
"13","AT1G04567"
"14","AT1G05013"
"15","AT1G05103"
"16","AT1G05243"
"17","AT1G05297"
"18","AT1G05353"
"19","AT1G05357"
"20","AT1G05423"
"21","AT1G05493"
"22","AT1G05675"
"23","AT1G05693"
"24","AT1G05707"
"25","AT1G05727"
"26","AT1G05747"
"27","AT1G05757"
"28","AT1G05783"
"29","AT1G05917"
"30","AT1G05927"
"31","AT1G05933"
"32","AT1G05993"
"33","AT1G06020"
"34","AT1G06100"
"35","AT1G06135"
"36","AT1G06243"
"37","AT1G06537"
"38","AT1G06717"
"39","AT1G06773"
"40","AT1G07287"
"41","AT1G07663"
"42","AT1G07720"
"43","AT1G07743"
"44","AT1G07823"
"45","AT1G07853"
"46","AT1G07900"
"47","AT1G07943"
"48","AT1G07987"
"49","AT1G08090"
"50","AT1G08213"
"51","AT1G08217"
"52","AT1G08563"
"53","AT1G08573"
"54","AT1G08707"
"55","AT1G08853"
"56","AT1G08857"
"57","AT1G08867"
"58","AT1G08937"
"59","AT1G09067"
"60","AT1G09083"
"61","AT1G09127"
"62","AT1G09157"
"63","AT1G09257"
"64","AT1G09260"
"65","AT1G09317"
"66","AT1G09463"
"67","AT1G09473"
"68","AT1G09557"
"69","AT1G09603"
"70","AT1G09757"
"71","AT1G09777"
"72","AT1G10000"
"73","AT1G10640"
"74","AT1G10770"
"75","AT1G11362"
"76","AT1G11470"
"77","AT1G12610"
"78","AT1G12663"
"79","AT1G14071"
"80","AT1G14550"
"81","AT1G15610"
"82","AT1G15620"
"83","AT1G15885"
"84","AT1G15890"
"85","AT1G16380"
"86","AT1G17260"
"87","AT1G17610"
"88","AT1G18197"
"89","AT1G18870"
"90","AT1G18960"
"91","AT1G19070"
"92","AT1G19390"
"93","AT1G19394"
"94","AT1G20020"
"95","AT1G20310"
"96","AT1G21500"
"97","AT1G21550"
"98","AT1G21860"
"99","AT1G22000"
"100","AT1G22480"
"101","AT1G23201"
"102","AT1G23520"
"103","AT1G23960"
"104","AT1G24000"
"105","AT1G24020"
"106","AT1G24260"
"107","AT1G24577"
"108","AT1G24807"
"109","AT1G24851"
"110","AT1G24880"
"111","AT1G24881"
"112","AT1G24996"
"113","AT1G25054"
"114","AT1G25055"
"115","AT1G25098"
"116","AT1G25141"
"117","AT1G25150"
"118","AT1G25175"
"119","AT1G25210"
"120","AT1G25211"
"121","AT1G25440"
"122","AT1G26233"
"123","AT1G26762"
"124","AT1G27565"
"125","AT1G27710"
"126","AT1G28450"
"127","AT1G29000"
"128","AT1G29600"
"129","AT1G29680"
"130","AT1G29775"
