Cluster,Score,Type,Gene,Symbol,Network
1,1.5,Clustered,819940,GLR1.4,hits_SUB3
1,1.5,Clustered,829682,GLUR2,hits_SUB3
1,1.5,Clustered,839268,GLR3.4,hits_SUB3
1,1.5,Seed,817460,GLR2.7,hits_SUB3
