"","col_GC_c1.which.mclass....2...1."
"1","AT1G01010"
"2","AT1G01170"
"3","AT1G01225"
"4","AT1G01260"
"5","AT1G01320"
"6","AT1G01370"
"7","AT1G01430"
"8","AT1G01440"
"9","AT1G01448"
"10","AT1G01690"
"11","AT1G01710"
"12","AT1G01760"
"13","AT1G01780"
"14","AT1G01830"
"15","AT1G01930"
"16","AT1G01950"
"17","AT1G02000"
"18","AT1G02220"
"19","AT1G02260"
"20","AT1G02270"
"21","AT1G02360"
"22","AT1G02430"
"23","AT1G02475"
"24","AT1G02610"
"25","AT1G02640"
"26","AT1G02720"
"27","AT1G02730"
"28","AT1G02740"
"29","AT1G02810"
"30","AT1G02860"
"31","AT1G02890"
"32","AT1G02920"
"33","AT1G02930"
"34","AT1G02960"
"35","AT1G02990"
"36","AT1G03000"
"37","AT1G03180"
"38","AT1G03260"
"39","AT1G03365"
"40","AT1G03370"
"41","AT1G03457"
"42","AT1G03475"
"43","AT1G03520"
"44","AT1G03740"
"45","AT1G03760"
"46","AT1G03770"
"47","AT1G03820"
"48","AT1G03905"
"49","AT1G03970"
"50","AT1G04000"
"51","AT1G04020"
"52","AT1G04130"
"53","AT1G04200"
"54","AT1G04230"
"55","AT1G04280"
"56","AT1G04290"
"57","AT1G04433"
"58","AT1G04463"
"59","AT1G04550"
"60","AT1G04555"
"61","AT1G04635"
"62","AT1G04640"
"63","AT1G04790"
"64","AT1G04803"
"65","AT1G04830"
"66","AT1G04837"
"67","AT1G04900"
"68","AT1G04945"
"69","AT1G04977"
"70","AT1G04990"
"71","AT1G05010"
"72","AT1G05055"
"73","AT1G05090"
"74","AT1G05120"
"75","AT1G05160"
"76","AT1G05183"
"77","AT1G05320"
"78","AT1G05470"
"79","AT1G05560"
"80","AT1G05562"
"81","AT1G05590"
"82","AT1G05650"
"83","AT1G05710"
"84","AT1G05730"
"85","AT1G05750"
"86","AT1G05760"
"87","AT1G05767"
"88","AT1G05780"
"89","AT1G05830"
"90","AT1G05835"
"91","AT1G05860"
"92","AT1G06000"
"93","AT1G06002"
"94","AT1G06150"
"95","AT1G06180"
"96","AT1G06225"
"97","AT1G06227"
"98","AT1G06240"
"99","AT1G06380"
"100","AT1G06450"
"101","AT1G06475"
"102","AT1G06500"
"103","AT1G06510"
"104","AT1G06560"
"105","AT1G06590"
"106","AT1G06650"
"107","AT1G06730"
"108","AT1G06770"
"109","AT1G06780"
"110","AT1G06800"
"111","AT1G06820"
"112","AT1G07040"
"113","AT1G07090"
"114","AT1G07110"
"115","AT1G07128"
"116","AT1G07175"
"117","AT1G07200"
"118","AT1G07220"
"119","AT1G07230"
"120","AT1G07240"
"121","AT1G07300"
"122","AT1G07320"
"123","AT1G07367"
"124","AT1G07380"
"125","AT1G07410"
"126","AT1G07520"
"127","AT1G07570"
"128","AT1G07615"
"129","AT1G07630"
"130","AT1G07650"
"131","AT1G07705"
"132","AT1G07725"
"133","AT1G07728"
"134","AT1G07745"
"135","AT1G07780"
"136","AT1G07893"
"137","AT1G07980"
"138","AT1G07983"
"139","AT1G08000"
"140","AT1G08030"
"141","AT1G08040"
"142","AT1G08043"
"143","AT1G08060"
"144","AT1G08220"
"145","AT1G08250"
"146","AT1G08320"
"147","AT1G08340"
"148","AT1G08390"
"149","AT1G08420"
"150","AT1G08430"
"151","AT1G08490"
"152","AT1G08530"
"153","AT1G08590"
"154","AT1G08592"
"155","AT1G08645"
"156","AT1G08710"
"157","AT1G08720"
"158","AT1G08750"
"159","AT1G08760"
"160","AT1G08800"
"161","AT1G08803"
"162","AT1G08845"
"163","AT1G08890"
"164","AT1G08920"
"165","AT1G08940"
"166","AT1G09010"
"167","AT1G09053"
"168","AT1G09060"
"169","AT1G09090"
"170","AT1G09230"
"171","AT1G09300"
"172","AT1G09363"
"173","AT1G09450"
"174","AT1G09470"
"175","AT1G09540"
"176","AT1G09700"
"177","AT1G09730"
"178","AT1G09794"
"179","AT1G09795"
"180","AT1G09810"
"181","AT1G09830"
"182","AT1G09850"
"183","AT1G09910"
"184","AT1G09995"
"185","AT1G10020"
"186","AT1G10150"
"187","AT1G10155"
"188","AT1G10170"
"189","AT1G10210"
"190","AT1G10270"
"191","AT1G10350"
"192","AT1G10400"
"193","AT1G10450"
"194","AT1G10522"
"195","AT1G10570"
"196","AT1G10650"
"197","AT1G10730"
"198","AT1G10750"
"199","AT1G10780"
"200","AT1G10830"
"201","AT1G10870"
"202","AT1G10910"
"203","AT1G10970"
"204","AT1G11060"
"205","AT1G11080"
"206","AT1G11090"
"207","AT1G11120"
"208","AT1G11130"
"209","AT1G11185"
"210","AT1G11190"
"211","AT1G11220"
"212","AT1G11270"
"213","AT1G11280"
"214","AT1G11390"
"215","AT1G11440"
"216","AT1G11450"
"217","AT1G11570"
"218","AT1G11630"
"219","AT1G11660"
"220","AT1G11720"
"221","AT1G11755"
"222","AT1G11760"
"223","AT1G11780"
"224","AT1G11790"
"225","AT1G11820"
"226","AT1G11870"
"227","AT1G11880"
"228","AT1G12020"
"229","AT1G12040"
"230","AT1G12140"
"231","AT1G12200"
"232","AT1G12260"
"233","AT1G12450"
"234","AT1G12470"
"235","AT1G12560"
"236","AT1G12680"
"237","AT1G12740"
"238","AT1G12750"
"239","AT1G12880"
"240","AT1G12930"
"241","AT1G12970"
"242","AT1G12990"
"243","AT1G13000"
"244","AT1G13020"
"245","AT1G13030"
"246","AT1G13080"
"247","AT1G13110"
"248","AT1G13170"
"249","AT1G13180"
"250","AT1G13190"
"251","AT1G13210"
"252","AT1G13350"
"253","AT1G13430"
"254","AT1G13460"
