"","col_GC_c1.which.mclass....1...1."
"1","AT1G01030"
"2","AT1G01040"
"3","AT1G01080"
"4","AT1G01120"
"5","AT1G01140"
"6","AT1G01180"
"7","AT1G01200"
"8","AT1G01220"
"9","AT1G01450"
"10","AT1G01500"
"11","AT1G01580"
"12","AT1G01610"
"13","AT1G01670"
"14","AT1G01790"
"15","AT1G01840"
"16","AT1G01860"
"17","AT1G01970"
"18","AT1G02010"
"19","AT1G02020"
"20","AT1G02050"
"21","AT1G02060"
"22","AT1G02180"
"23","AT1G02290"
"24","AT1G02340"
"25","AT1G02370"
"26","AT1G02400"
"27","AT1G02440"
"28","AT1G02460"
"29","AT1G02910"
"30","AT1G02970"
"31","AT1G03010"
"32","AT1G03100"
"33","AT1G03160"
"34","AT1G03190"
"35","AT1G03270"
"36","AT1G03310"
"37","AT1G03440"
"38","AT1G03470"
"39","AT1G03550"
"40","AT1G03560"
"41","AT1G03650"
"42","AT1G03660"
"43","AT1G03750"
"44","AT1G03830"
"45","AT1G03920"
"46","AT1G03930"
"47","AT1G03950"
"48","AT1G03960"
"49","AT1G04010"
"50","AT1G04047"
"51","AT1G04050"
"52","AT1G04053"
"53","AT1G04100"
"54","AT1G04117"
"55","AT1G04160"
"56","AT1G04180"
"57","AT1G04220"
"58","AT1G04233"
"59","AT1G04295"
"60","AT1G04310"
"61","AT1G04353"
"62","AT1G04360"
"63","AT1G04420"
"64","AT1G04425"
"65","AT1G04540"
"66","AT1G04647"
"67","AT1G04707"
"68","AT1G04710"
"69","AT1G04730"
"70","AT1G04760"
"71","AT1G04773"
"72","AT1G04833"
"73","AT1G04930"
"74","AT1G05060"
"75","AT1G05140"
"76","AT1G05163"
"77","AT1G05187"
"78","AT1G05230"
"79","AT1G05280"
"80","AT1G05310"
"81","AT1G05370"
"82","AT1G05385"
"83","AT1G05440"
"84","AT1G05460"
"85","AT1G05467"
"86","AT1G05553"
"87","AT1G05557"
"88","AT1G05600"
"89","AT1G05630"
"90","AT1G05670"
"91","AT1G05687"
"92","AT1G05700"
"93","AT1G05753"
"94","AT1G05770"
"95","AT1G05790"
"96","AT1G05837"
"97","AT1G05900"
"98","AT1G05950"
"99","AT1G06050"
"100","AT1G06120"
"101","AT1G06270"
"102","AT1G06287"
"103","AT1G06310"
"104","AT1G06420"
"105","AT1G06430"
"106","AT1G06460"
"107","AT1G06473"
"108","AT1G06490"
"109","AT1G06580"
"110","AT1G06660"
"111","AT1G06680"
"112","AT1G06710"
"113","AT1G06740"
"114","AT1G06787"
"115","AT1G06840"
"116","AT1G06910"
"117","AT1G06923"
"118","AT1G06980"
"119","AT1G07000"
"120","AT1G07119"
"121","AT1G07130"
"122","AT1G07135"
"123","AT1G07270"
"124","AT1G07280"
"125","AT1G07290"
"126","AT1G07373"
"127","AT1G07485"
"128","AT1G07490"
"129","AT1G07560"
"130","AT1G07603"
"131","AT1G07607"
"132","AT1G07710"
"133","AT1G07730"
"134","AT1G07733"
"135","AT1G07740"
"136","AT1G07743"
"137","AT1G07795"
"138","AT1G07803"
"139","AT1G07847"
"140","AT1G07870"
