"","X","col_GC_c1.which.mclass....6...1."
"1405",1405,"AT2G40950"
"183",183,"AT1G10850"
"187",187,"AT1G11000"
"2378",2378,"AT4G14360"
"2676",2676,"AT4G35470"
"1945",1945,"AT3G27906"
"968",968,"AT2G02740"
"637",637,"AT1G56010"
"3382",3382,"AT5G55480"
"3529",3529,"AT5G63860"
"660",660,"AT1G58230"
"2896",2896,"AT5G10930"
"386",386,"AT1G26830"
"3149",3149,"AT5G35560"
"286",286,"AT1G18700"
"1314",1314,"AT2G35860"
"1823",1823,"AT3G19200"
"1601",1601,"AT3G06540"
"1424",1424,"AT2G42230"
"272",272,"AT1G17520"
"2515",2515,"AT4G25820"
"1032",1032,"AT2G16060"
"1834",1834,"AT3G19950"
"1517",1517,"AT3G01590"
"1968",1968,"AT3G42150"
"3115",3115,"AT5G26030"
"2741",2741,"AT4G39040"
"1781",1781,"AT3G16230"
"256",256,"AT1G16190"
"1153",1153,"AT2G23540"
"1074",1074,"AT2G18220"
"14",14,"AT1G01770"
"2353",2353,"AT4G12060"
"2830",2830,"AT5G06160"
"1933",1933,"AT3G27027"
"1201",1201,"AT2G26970"
"1936",1936,"AT3G27160"
"1584",1584,"AT3G05520"
"1812",1812,"AT3G18210"
"1813",1813,"AT3G18240"
"2329",2329,"AT4G09200"
"2432",2432,"AT4G18260"
"2270",2270,"AT4G02030"
"2200",2200,"AT3G61180"
"1625",1625,"AT3G07510"
"2402",2402,"AT4G15640"
"1784",1784,"AT3G16430"
"316",316,"AT1G20890"
"1181",1181,"AT2G25880"
"2228",2228,"AT3G63030"
"1455",1455,"AT2G44820"
"1909",1909,"AT3G25120"
"3246",3246,"AT5G45290"
"326",326,"AT1G21760"
"370",370,"AT1G25054"
"3301",3301,"AT5G49810"
"659",659,"AT1G58180"
"1544",1544,"AT3G03050"
"1052",1052,"AT2G17120"
"644",644,"AT1G56430"
"1011",1011,"AT2G13360"
"1984",1984,"AT3G44890"
"526",526,"AT1G47310"
"3110",3110,"AT5G25510"
"1574",1574,"AT3G04810"
"891",891,"AT1G77470"
"3543",3543,"AT5G64340"
"1202",1202,"AT2G26980"
"2921",2921,"AT5G12080"
"1208",1208,"AT2G27350"
"1943",1943,"AT3G27820"
"1650",1650,"AT3G09690"
"2146",2146,"AT3G57410"
"298",298,"AT1G19400"
"2025",2025,"AT3G48970"
"1248",1248,"AT2G30330"
"2109",2109,"AT3G55000"
"17",17,"AT1G02080"
"410",410,"AT1G27760"
"2671",2671,"AT4G35300"
"148",148,"AT1G08600"
"2806",2806,"AT5G04420"
"435",435,"AT1G29320"
"483",483,"AT1G33980"
"2099",2099,"AT3G54360"
"767",767,"AT1G68580"
"2238",2238,"AT3G66658"
"1369",1369,"AT2G39170"
"295",295,"AT1G19180"
"579",579,"AT1G51590"
"3615",3615,"AT5G67630"
"3472",3472,"AT5G60750"
"448",448,"AT1G30260"
"464",464,"AT1G32127"
"1284",1284,"AT2G33210"
"377",377,"AT1G25520"
"3282",3282,"AT5G48360"
"2420",2420,"AT4G17010"
"1368",1368,"AT2G39130"
"2083",2083,"AT3G53180"
"2227",2227,"AT3G63010"
"420",420,"AT1G28190"
"3080",3080,"AT5G23550"
"875",875,"AT1G76500"
"670",670,"AT1G60170"
"3469",3469,"AT5G60570"
"1458",1458,"AT2G44970"
"2675",2675,"AT4G35460"
"115",115,"AT1G06850"
"2366",2366,"AT4G13505"
"782",782,"AT1G69330"
"1598",1598,"AT3G06435"
"2222",2222,"AT3G62880"
"740",740,"AT1G66430"
"196",196,"AT1G11905"
"981",981,"AT2G03760"
"2625",2625,"AT4G32880"
"353",353,"AT1G23800"
"1360",1360,"AT2G38610"
"1328",1328,"AT2G36680"
"304",304,"AT1G19800"
"2860",2860,"AT5G08340"
"3369",3369,"AT5G54690"
"2729",2729,"AT4G38250"
"2073",2073,"AT3G52490"
"2415",2415,"AT4G16444"
"1133",1133,"AT2G21950"
"3182",3182,"AT5G40250"
"3218",3218,"AT5G42970"
"1226",1226,"AT2G28390"
"1101",1101,"AT2G19670"
"1928",1928,"AT3G26730"
"771",771,"AT1G68720"
"2440",2440,"AT4G18800"
"2019",2019,"AT3G48430"
"188",188,"AT1G11020"
"3217",3217,"AT5G42940"
"931",931,"AT1G80370"
"2564",2564,"AT4G28980"
"2628",2628,"AT4G32960"
"580",580,"AT1G51600"
"1183",1183,"AT2G26110"
"665",665,"AT1G59650"
"356",356,"AT1G23890"
"2778",2778,"AT5G02560"
"1408",1408,"AT2G41250"
"438",438,"AT1G29535"
"3428",3428,"AT5G58020"
"116",116,"AT1G06870"
"35",35,"AT1G03090"
"2108",2108,"AT3G54910"
"1364",1364,"AT2G38860"
"3180",3180,"AT5G40020"
"1122",1122,"AT2G20920"
"71",71,"AT1G04980"
"1233",1233,"AT2G28890"
"342",342,"AT1G22800"
"2079",2079,"AT3G52900"
"2575",2575,"AT4G29900"
"2308",2308,"AT4G05420"
"3187",3187,"AT5G40690"
"64",64,"AT1G04780"
"2636",2636,"AT4G33400"
"1134",1134,"AT2G22000"
"470",470,"AT1G32410"
"3585",3585,"AT5G66230"
"1457",1457,"AT2G44870"
"3480",3480,"AT5G61210"
"2670",2670,"AT4G35230"
"3181",3181,"AT5G40200"
"137",137,"AT1G08190"
"948",948,"AT2G01190"
"3392",3392,"AT5G56120"
"877",877,"AT1G76560"
"1634",1634,"AT3G08040"
"3421",3421,"AT5G57785"
"447",447,"AT1G30200"
"886",886,"AT1G77020"
"653",653,"AT1G57820"
"2274",2274,"AT4G02220"
"172",172,"AT1G10430"
"794",794,"AT1G70280"
"1071",1071,"AT2G17980"
"185",185,"AT1G10940"
"714",714,"AT1G63820"
"166",166,"AT1G09980"
"1558",1558,"AT3G03773"
"2276",2276,"AT4G02400"
"581",581,"AT1G52050"
"1612",1612,"AT3G07140"
"1277",1277,"AT2G32650"
"1046",1046,"AT2G16790"
"289",289,"AT1G18950"
"1555",1555,"AT3G03560"
"3470",3470,"AT5G60580"
"1941",1941,"AT3G27530"
"2695",2695,"AT4G36790"
"2769",2769,"AT5G01970"
"3016",3016,"AT5G18410"
"366",366,"AT1G24460"
"677",677,"AT1G60900"
"2933",2933,"AT5G13030"
"3266",3266,"AT5G47060"
"3108",3108,"AT5G25475"
"2637",2637,"AT4G33430"
"309",309,"AT1G20140"
"2174",2174,"AT3G59680"
"1365",1365,"AT2G38880"
"1492",1492,"AT2G47440"
"1670",1670,"AT3G10490"
"783",783,"AT1G69340"
"1297",1297,"AT2G34140"
"2437",2437,"AT4G18670"
"210",210,"AT1G13160"
"3566",3566,"AT5G65520"
"323",323,"AT1G21680"
"1706",1706,"AT3G12370"
"3353",3353,"AT5G53350"
"1771",1771,"AT3G15460"
"30",30,"AT1G02950"
"288",288,"AT1G18890"
"1029",1029,"AT2G15580"
"524",524,"AT1G47230"
"1986",1986,"AT3G45090"
"945",945,"AT2G01110"
"1312",1312,"AT2G35730"
"118",118,"AT1G06950"
"2081",2081,"AT3G53100"
"1819",1819,"AT3G18790"
"63",63,"AT1G04770"
"360",360,"AT1G24170"
"3097",3097,"AT5G24630"
"2982",2982,"AT5G15910"
"583",583,"AT1G52245"
"1726",1726,"AT3G13430"
"2286",2286,"AT4G03120"
"1919",1919,"AT3G25980"
"2206",2206,"AT3G61790"
"984",984,"AT2G04160"
"2325",2325,"AT4G08930"
"942",942,"AT1G80950"
"2846",2846,"AT5G06750"
"510",510,"AT1G44000"
"962",962,"AT2G01910"
"1946",1946,"AT3G27990"
"2039",2039,"AT3G50660"
"442",442,"AT1G29890"
"2266",2266,"AT4G01730"
"322",322,"AT1G21660"
"2191",2191,"AT3G60500"
"2477",2477,"AT4G22463"
"3168",3168,"AT5G37850"
"1444",1444,"AT2G44040"
"1207",1207,"AT2G27310"
"1273",1273,"AT2G32090"
"145",145,"AT1G08460"
"2611",2611,"AT4G31875"
"1491",1491,"AT2G47400"
"1599",1599,"AT3G06450"
"155",155,"AT1G08930"
"1361",1361,"AT2G38620"
"1175",1175,"AT2G25480"
"3216",3216,"AT5G42920"
"1953",1953,"AT3G28690"
"1990",1990,"AT3G45730"
"1055",1055,"AT2G17280"
"1389",1389,"AT2G39805"
"787",787,"AT1G69740"
"3485",3485,"AT5G61510"
"752",752,"AT1G67148"
"2355",2355,"AT4G12390"
"1230",1230,"AT2G28670"
"1373",1373,"AT2G39340"
"2219",2219,"AT3G62680"
"409",409,"AT1G27700"
"1299",1299,"AT2G34260"
"1144",1144,"AT2G22660"
"934",934,"AT1G80560"
"940",940,"AT1G80910"
"804",804,"AT1G70900"
"3048",3048,"AT5G20660"
"238",238,"AT1G15020"
"533",533,"AT1G47570"
"346",346,"AT1G23030"
"2569",2569,"AT4G29210"
"140",140,"AT1G08260"
"3511",3511,"AT5G63110"
"3073",3073,"AT5G23220"
"2953",2953,"AT5G14180"
"2700",2700,"AT4G36910"
"400",400,"AT1G27440"
"1616",1616,"AT3G07220"
"1488",1488,"AT2G47070"
"2773",2773,"AT5G02200"
"2653",2653,"AT4G34540"
"1590",1590,"AT3G05990"
"1786",1786,"AT3G16450"
"2528",2528,"AT4G26690"
"3560",3560,"AT5G65180"
"3385",3385,"AT5G55710"
"871",871,"AT1G76340"
"2619",2619,"AT4G32570"
"1977",1977,"AT3G44280"
"1876",1876,"AT3G23080"
"1120",1120,"AT2G20840"
"1353",1353,"AT2G38360"
"1825",1825,"AT3G19340"
"3032",3032,"AT5G19450"
"2061",2061,"AT3G51770"
"2669",2669,"AT4G35050"
"2873",2873,"AT5G09390"
"864",864,"AT1G75850"
"3430",3430,"AT5G58130"
"1770",1770,"AT3G15430"
"1450",1450,"AT2G44410"
"3475",3475,"AT5G60960"
"1703",1703,"AT3G12300"
"1269",1269,"AT2G31800"
"500",500,"AT1G36380"
"809",809,"AT1G71270"
"3219",3219,"AT5G43100"
"406",406,"AT1G27600"
"620",620,"AT1G54390"
"1482",1482,"AT2G46740"
"222",222,"AT1G13880"
"39",39,"AT1G03290"
"1627",1627,"AT3G07580"
"1603",1603,"AT3G06670"
"680",680,"AT1G60995"
"527",527,"AT1G47330"
"1737",1737,"AT3G13940"
"671",671,"AT1G60200"
"3204",3204,"AT5G42150"
"698",698,"AT1G62850"
"2372",2372,"AT4G13710"
"2359",2359,"AT4G13010"
"48",48,"AT1G03730"
"3091",3091,"AT5G24450"
"3317",3317,"AT5G50960"
"2021",2021,"AT3G48760"
"1875",1875,"AT3G22990"
"2682",2682,"AT4G35905"
"2880",2880,"AT5G09620"
"3137",3137,"AT5G28750"
"2686",2686,"AT4G36210"
"1304",1304,"AT2G34630"
"3321",3321,"AT5G51200"
"2629",2629,"AT4G33060"
"449",449,"AT1G30300"
"1322",1322,"AT2G36240"
"2752",2752,"AT4G39955"
"516",516,"AT1G44900"
"676",676,"AT1G60860"
"2544",2544,"AT4G27720"
"1745",1745,"AT3G14400"
"1053",1053,"AT2G17190"
"3085",3085,"AT5G23840"
"681",681,"AT1G61010"
"616",616,"AT1G54170"
"937",937,"AT1G80700"
"428",428,"AT1G28540"
"2580",2580,"AT4G30290"
"542",542,"AT1G48380"
"283",283,"AT1G18490"
"1059",1059,"AT2G17350"
"23",23,"AT1G02280"
"2697",2697,"AT4G36810"
"2456",2456,"AT4G20170"
"1926",1926,"AT3G26640"
"387",387,"AT1G26840"
"576",576,"AT1G51170"
"2743",2743,"AT4G39170"
"3172",3172,"AT5G38530"
"3200",3200,"AT5G41880"
"2380",2380,"AT4G14510"
"1719",1719,"AT3G13160"
"1296",1296,"AT2G34050"
"2956",2956,"AT5G14270"
"2242",2242,"AT4G00200"
"2346",2346,"AT4G10970"
"2791",2791,"AT5G03430"
"1958",1958,"AT3G29160"
"1225",1225,"AT2G28330"
"764",764,"AT1G68230"
"2327",2327,"AT4G09140"
"2886",2886,"AT5G10060"
"3438",3438,"AT5G58575"
"1157",1157,"AT2G23980"
"3498",3498,"AT5G62500"
"2218",2218,"AT3G62630"
"843",843,"AT1G73920"
"3581",3581,"AT5G66060"
"240",240,"AT1G15110"
"85",85,"AT1G05410"
"896",896,"AT1G77660"
"2826",2826,"AT5G05820"
"793",793,"AT1G70210"
"3568",3568,"AT5G65640"
"2498",2498,"AT4G24740"
"2037",2037,"AT3G50590"
"325",325,"AT1G21740"
"2315",2315,"AT4G07855"
"249",249,"AT1G15740"
"1605",1605,"AT3G06750"
"847",847,"AT1G74520"
"3395",3395,"AT5G56240"
"3554",3554,"AT5G64880"
"2332",2332,"AT4G09620"
"3362",3362,"AT5G53850"
"1127",1127,"AT2G21240"
"2775",2775,"AT5G02410"
"1735",1735,"AT3G13860"
"827",827,"AT1G72440"
"2216",2216,"AT3G62370"
"2447",2447,"AT4G19350"
"499",499,"AT1G36370"
"1907",1907,"AT3G25070"
"149",149,"AT1G08620"
"1916",1916,"AT3G25900"
"2652",2652,"AT4G34430"
"434",434,"AT1G29260"
"569",569,"AT1G50500"
"1435",1435,"AT2G43240"
"839",839,"AT1G73540"
"75",75,"AT1G05150"
"2202",2202,"AT3G61460"
"882",882,"AT1G76878"
"3230",3230,"AT5G43960"
"1108",1108,"AT2G20190"
"2466",2466,"AT4G21090"
"2595",2595,"AT4G31320"
"986",986,"AT2G04340"
"3015",3015,"AT5G18250"
"2945",2945,"AT5G13570"
"58",58,"AT1G04440"
"1105",1105,"AT2G19950"
"932",932,"AT1G80420"
"1556",1556,"AT3G03570"
"2793",2793,"AT5G03540"
"2427",2427,"AT4G17560"
"156",156,"AT1G08970"
"2737",2737,"AT4G38640"
"112",112,"AT1G06630"
"2043",2043,"AT3G50860"
"1853",1853,"AT3G21070"
"2426",2426,"AT4G17410"
"2401",2401,"AT4G15560"
"2855",2855,"AT5G08200"
"3226",3226,"AT5G43720"
"2115",2115,"AT3G55370"
"3235",3235,"AT5G44100"
"1609",1609,"AT3G06868"
"211",211,"AT1G13195"
"2311",2311,"AT4G05590"
"3551",3551,"AT5G64813"
"2851",2851,"AT5G06960"
"254",254,"AT1G15970"
"2589",2589,"AT4G30820"
"3205",3205,"AT5G42220"
"2317",2317,"AT4G08300"
"3174",3174,"AT5G38690"
"2672",2672,"AT4G35335"
"1318",1318,"AT2G35945"
"557",557,"AT1G49570"
"1698",1698,"AT3G12010"
"1123",1123,"AT2G20940"
"1588",1588,"AT3G05710"
"2016",2016,"AT3G48050"
"1244",1244,"AT2G30080"
"3600",3600,"AT5G66930"
"722",722,"AT1G64440"
"3312",3312,"AT5G50410"
"1286",1286,"AT2G33400"
"3195",3195,"AT5G41260"
"2844",2844,"AT5G06640"
"2939",2939,"AT5G13300"
"3037",3037,"AT5G19875"
"2156",2156,"AT3G58490"
"3526",3526,"AT5G63760"
"872",872,"AT1G76405"
"389",389,"AT1G26930"
"2878",2878,"AT5G09480"
"3131",3131,"AT5G27660"
"1416",1416,"AT2G41890"
"696",696,"AT1G62570"
"1371",1371,"AT2G39270"
"3501",3501,"AT5G62560"
"384",384,"AT1G26460"
"2100",2100,"AT3G54380"
"645",645,"AT1G56460"
"1222",1222,"AT2G28160"
"2018",2018,"AT3G48330"
"1548",1548,"AT3G03270"
"1793",1793,"AT3G17000"
"3573",3573,"AT5G65860"
"2381",2381,"AT4G14550"
"3036",3036,"AT5G19740"
"2117",2117,"AT3G55450"
"1016",1016,"AT2G14255"
"3000",3000,"AT5G17020"
"3163",3163,"AT5G37478"
"234",234,"AT1G14710"
"258",258,"AT1G16270"
"3514",3514,"AT5G63160"
"2296",2296,"AT4G04640"
"3103",3103,"AT5G25080"
"1100",1100,"AT2G19640"
"1617",1617,"AT3G07300"
"880",880,"AT1G76760"
"1345",1345,"AT2G37620"
"246",246,"AT1G15440"
"3347",3347,"AT5G53000"
"1502",1502,"AT2G47890"
"1077",1077,"AT2G18510"
"1967",1967,"AT3G33530"
"1434",1434,"AT2G43130"
"2940",2940,"AT5G13390"
"2510",2510,"AT4G25360"
"852",852,"AT1G75080"
"2434",2434,"AT4G18580"
"2180",2180,"AT3G59910"
"3579",3579,"AT5G65940"
"1725",1725,"AT3G13360"
"1832",1832,"AT3G19740"
"413",413,"AT1G27930"
"1691",1691,"AT3G11650"
"1800",1800,"AT3G17430"
"3345",3345,"AT5G52870"
"1223",1223,"AT2G28200"
"1763",1763,"AT3G15120"
"1078",1078,"AT2G18570"
"237",237,"AT1G14990"
"1498",1498,"AT2G47760"
"1791",1791,"AT3G16910"
"2837",2837,"AT5G06320"
"2393",2393,"AT4G15080"
"3398",3398,"AT5G56500"
"667",667,"AT1G59870"
"683",683,"AT1G61100"
"2244",2244,"AT4G00238"
"2102",2102,"AT3G54540"
"3506",3506,"AT5G62810"
"2263",2263,"AT4G01590"
"1170",1170,"AT2G24755"
"779",779,"AT1G69070"
"3374",3374,"AT5G55100"
"3323",3323,"AT5G51340"
"1567",1567,"AT3G04520"
"1992",1992,"AT3G45780"
"2847",2847,"AT5G06780"
"2706",2706,"AT4G37070"
"3021",3021,"AT5G18830"
"917",917,"AT1G79500"
"3583",3583,"AT5G66090"
"1315",1315,"AT2G35900"
"1559",1559,"AT3G03870"
"2620",2620,"AT4G32590"
"753",753,"AT1G67325"
"1716",1716,"AT3G13060"
"689",689,"AT1G61795"
"905",905,"AT1G78680"
"176",176,"AT1G10660"
"3297",3297,"AT5G49560"
"1464",1464,"AT2G45260"
"3117",3117,"AT5G26290"
"2753",2753,"AT4G39990"
"3156",3156,"AT5G36160"
"1158",1158,"AT2G24040"
"1097",1097,"AT2G19570"
"3158",3158,"AT5G36710"
"1549",1549,"AT3G03310"
"3390",3390,"AT5G55990"
"1274",1274,"AT2G32170"
"415",415,"AT1G28100"
"1881",1881,"AT3G23590"
"2150",2150,"AT3G58040"
"2698",2698,"AT4G36860"
"3442",3442,"AT5G58930"
"947",947,"AT2G01170"
"3272",3272,"AT5G47520"
"2451",2451,"AT4G19690"
"1397",1397,"AT2G40475"
"721",721,"AT1G64385"
"3244",3244,"AT5G44860"
"3296",3296,"AT5G49555"
"163",163,"AT1G09870"
"2088",2088,"AT3G53710"
"525",525,"AT1G47270"
"900",900,"AT1G78260"
"1969",1969,"AT3G42950"
"1075",1075,"AT2G18250"
"2586",2586,"AT4G30620"
"974",974,"AT2G03150"
"953",953,"AT2G01640"
"3535",3535,"AT5G63930"
"2258",2258,"AT4G01070"
"2471",2471,"AT4G22130"
"3064",3064,"AT5G22780"
"833",833,"AT1G73165"
"3555",3555,"AT5G64920"
"928",928,"AT1G80260"
"2519",2519,"AT4G26080"
"34",34,"AT1G03080"
"3176",3176,"AT5G38890"
"1107",1107,"AT2G20130"
"2299",2299,"AT4G04810"
"2592",2592,"AT4G31100"
"399",399,"AT1G27390"
"2445",2445,"AT4G19150"
"1942",1942,"AT3G27570"
"113",113,"AT1G06720"
"921",921,"AT1G79820"
"961",961,"AT2G01850"
"619",619,"AT1G54370"
"1142",1142,"AT2G22630"
"1892",1892,"AT3G24120"
"2966",2966,"AT5G14730"
"1828",1828,"AT3G19490"
"1902",1902,"AT3G24590"
"1239",1239,"AT2G29340"
"2722",2722,"AT4G37680"
"3420",3420,"AT5G57700"
"2641",2641,"AT4G33625"
"2288",2288,"AT4G03260"
"1396",1396,"AT2G40190"
"1437",1437,"AT2G43420"
"508",508,"AT1G43900"
"2981",2981,"AT5G15880"
"1381",1381,"AT2G39510"
"42",42,"AT1G03380"
"2612",2612,"AT4G31890"
"2463",2463,"AT4G20390"
"1831",1831,"AT3G19590"
"1657",1657,"AT3G09850"
"2217",2217,"AT3G62460"
"1699",1699,"AT3G12140"
"2576",2576,"AT4G29950"
"331",331,"AT1G22170"
"2068",2068,"AT3G52280"
"838",838,"AT1G73430"
"546",546,"AT1G48650"
"2022",2022,"AT3G48820"
"2689",2689,"AT4G36480"
"230",230,"AT1G14360"
"697",697,"AT1G62810"
"169",169,"AT1G10310"
"951",951,"AT2G01505"
"1034",1034,"AT2G16365"
"2524",2524,"AT4G26400"
"330",330,"AT1G22050"
"350",350,"AT1G23380"
"303",303,"AT1G19770"
"1541",1541,"AT3G02950"
"401",401,"AT1G27470"
"1149",1149,"AT2G23040"
"2561",2561,"AT4G28706"
"364",364,"AT1G24310"
"467",467,"AT1G32310"
"2236",2236,"AT3G63500"
"2979",2979,"AT5G15630"
"3012",3012,"AT5G17930"
"863",863,"AT1G75810"
"1281",1281,"AT2G32910"
"269",269,"AT1G17350"
"321",321,"AT1G21560"
"874",874,"AT1G76460"
"1386",1386,"AT2G39750"
"1486",1486,"AT2G47020"
"465",465,"AT1G32190"
"1921",1921,"AT3G26100"
"1481",1481,"AT2G46630"
"734",734,"AT1G65660"
"829",829,"AT1G72490"
"2764",2764,"AT5G01710"
"3372",3372,"AT5G54980"
"2055",2055,"AT3G51390"
"2411",2411,"AT4G16265"
"2050",2050,"AT3G51130"
"2687",2687,"AT4G36380"
"2819",2819,"AT5G05460"
"2719",2719,"AT4G37630"
"3375",3375,"AT5G55110"
"3614",3614,"AT5G67540"
"3340",3340,"AT5G52210"
"2645",2645,"AT4G33890"
"1172",1172,"AT2G25180"
"2167",2167,"AT3G59210"
"2169",2169,"AT3G59300"
"1700",1700,"AT3G12150"
"1188",1188,"AT2G26400"
"1039",1039,"AT2G16530"
"2291",2291,"AT4G03415"
"1885",1885,"AT3G23750"
"1453",1453,"AT2G44530"
"3562",3562,"AT5G65270"
"3310",3310,"AT5G50310"
"3050",3050,"AT5G20910"
"376",376,"AT1G25510"
"959",959,"AT2G01820"
"1804",1804,"AT3G17609"
"1765",1765,"AT3G15210"
"3575",3575,"AT5G65880"
"1257",1257,"AT2G31081"
"521",521,"AT1G45976"
"2936",2936,"AT5G13110"
"958",958,"AT2G01818"
"3466",3466,"AT5G60490"
"3358",3358,"AT5G53550"
"142",142,"AT1G08350"
"3287",3287,"AT5G48640"
"982",982,"AT2G03780"
"332",332,"AT1G22230"
"2279",2279,"AT4G02740"
"3341",3341,"AT5G52280"
"1694",1694,"AT3G11810"
"1561",1561,"AT3G03890"
"2552",2552,"AT4G28100"
"431",431,"AT1G29025"
"2271",2271,"AT4G02100"
"1",1,"AT1G01020"
"2272",2272,"AT4G02150"
"2504",2504,"AT4G25080"
"563",563,"AT1G50110"
"949",949,"AT2G01260"
"2632",2632,"AT4G33130"
"3212",3212,"AT5G42785"
"2521",2521,"AT4G26130"
"1728",1728,"AT3G13550"
"1462",1462,"AT2G45245"
"1777",1777,"AT3G16100"
"2295",2295,"AT4G04630"
"2421",2421,"AT4G17098"
"1792",1792,"AT3G16990"
"548",548,"AT1G48900"
"3286",3286,"AT5G48630"
"1751",1751,"AT3G14720"
"2056",2056,"AT3G51440"
"3365",3365,"AT5G54080"
"1978",1978,"AT3G44340"
"1370",1370,"AT2G39260"
"161",161,"AT1G09290"
"2390",2390,"AT4G14990"
"3530",3530,"AT5G63870"
"2057",2057,"AT3G51500"
"452",452,"AT1G30910"
"3087",3087,"AT5G24090"
"2572",2572,"AT4G29520"
"3400",3400,"AT5G56650"
"2798",2798,"AT5G03880"
"1794",1794,"AT3G17090"
"357",357,"AT1G23900"
"2384",2384,"AT4G14695"
"2537",2537,"AT4G27280"
"2361",2361,"AT4G13030"
"1445",1445,"AT2G44090"
"2210",2210,"AT3G62060"
"1947",1947,"AT3G28180"
"1964",1964,"AT3G29770"
"2078",2078,"AT3G52860"
"687",687,"AT1G61690"
"3484",3484,"AT5G61450"
"2064",2064,"AT3G52120"
"621",621,"AT1G54490"
"999",999,"AT2G06010"
"1882",1882,"AT3G23640"
"2622",2622,"AT4G32660"
"3111",3111,"AT5G25520"
"799",799,"AT1G70590"
"2124",2124,"AT3G55880"
"898",898,"AT1G77920"
"1761",1761,"AT3G15080"
"1085",1085,"AT2G18876"
"3328",3328,"AT5G51560"
"769",769,"AT1G68660"
"1247",1247,"AT2G30160"
"1442",1442,"AT2G43945"
"1321",1321,"AT2G36230"
"2914",2914,"AT5G11900"
"1410",1410,"AT2G41560"
"3525",3525,"AT5G63680"
"1372",1372,"AT2G39300"
"1151",1151,"AT2G23380"
"625",625,"AT1G55080"
"994",994,"AT2G05250"
"1741",1741,"AT3G14080"
"1495",1495,"AT2G47560"
"2642",2642,"AT4G33666"
"1766",1766,"AT3G15290"
"599",599,"AT1G53290"
"3013",3013,"AT5G18150"
"965",965,"AT2G02180"
"3223",3223,"AT5G43430"
"3435",3435,"AT5G58430"
"1348",1348,"AT2G38090"
"253",253,"AT1G15940"
"1252",1252,"AT2G30710"
"94",94,"AT1G05810"
"745",745,"AT1G66760"
"888",888,"AT1G77220"
"3023",3023,"AT5G18940"
"1268",1268,"AT2G31751"
"1209",1209,"AT2G27370"
"1682",1682,"AT3G11230"
"3242",3242,"AT5G44550"
"453",453,"AT1G31050"
"1705",1705,"AT3G12360"
"1712",1712,"AT3G12780"
"2848",2848,"AT5G06800"
"54",54,"AT1G04210"
"1205",1205,"AT2G27130"
"1673",1673,"AT3G10620"
"345",345,"AT1G23000"
"43",43,"AT1G03430"
"1238",1238,"AT2G29210"
"1106",1106,"AT2G20000"
"2042",2042,"AT3G50830"
"2446",2446,"AT4G19185"
"2664",2664,"AT4G34910"
"2932",2932,"AT5G12880"
"1718",1718,"AT3G13080"
"476",476,"AT1G33250"
"777",777,"AT1G69010"
"122",122,"AT1G07350"
"2065",2065,"AT3G52150"
"1997",1997,"AT3G46510"
"1301",1301,"AT2G34357"
"1185",1185,"AT2G26190"
"100",100,"AT1G05960"
"1459",1459,"AT2G45030"
"3295",3295,"AT5G49550"
"1472",1472,"AT2G46080"
"1814",1814,"AT3G18290"
"1089",1089,"AT2G19160"
"1161",1161,"AT2G24100"
"3004",3004,"AT5G17300"
"1938",1938,"AT3G27280"
"495",495,"AT1G35430"
"608",608,"AT1G53710"
"1317",1317,"AT2G35940"
"98",98,"AT1G05910"
"2511",2511,"AT4G25400"
"2476",2476,"AT4G22320"
"50",50,"AT1G03840"
"1406",1406,"AT2G41130"
"335",335,"AT1G22470"
"860",860,"AT1G75670"
"3273",3273,"AT5G47720"
"139",139,"AT1G08230"
"3290",3290,"AT5G48900"
"1897",1897,"AT3G24490"
"365",365,"AT1G24440"
"2818",2818,"AT5G05450"
"320",320,"AT1G21450"
"661",661,"AT1G58280"
"55",55,"AT1G04240"
"566",566,"AT1G50320"
"3587",3587,"AT5G66310"
"2531",2531,"AT4G26780"
"3203",3203,"AT5G41960"
"1479",1479,"AT2G46520"
"3079",3079,"AT5G23460"
"1655",1655,"AT3G09800"
"3257",3257,"AT5G46280"
"768",768,"AT1G68650"
"31",31,"AT1G03030"
"2802",2802,"AT5G04200"
"3387",3387,"AT5G55790"
"3489",3489,"AT5G61880"
"2262",2262,"AT4G01395"
"975",975,"AT2G03220"
"261",261,"AT1G16520"
"2997",2997,"AT5G16710"
"517",517,"AT1G44960"
"3029",3029,"AT5G19340"
"3391",3391,"AT5G56080"
"20",20,"AT1G02145"
"2213",2213,"AT3G62270"
"2893",2893,"AT5G10730"
"3443",3443,"AT5G58970"
"2059",2059,"AT3G51660"
"2467",2467,"AT4G21140"
"2885",2885,"AT5G10010"
"3124",3124,"AT5G26860"
"2319",2319,"AT4G08350"
"385",385,"AT1G26650"
"29",29,"AT1G02880"
"3436",3436,"AT5G58440"
"3349",3349,"AT5G53170"
"2538",2538,"AT4G27380"
"1475",1475,"AT2G46260"
"505",505,"AT1G43690"
"3373",3373,"AT5G55040"
"351",351,"AT1G23760"
"22",22,"AT1G02170"
"2816",2816,"AT5G05200"
"1081",1081,"AT2G18730"
"924",924,"AT1G79940"
"1536",1536,"AT3G02860"
"2708",2708,"AT4G37120"
"2904",2904,"AT5G11450"
"2474",2474,"AT4G22260"
"1659",1659,"AT3G09940"
"1242",1242,"AT2G29660"
"2958",2958,"AT5G14360"
"856",856,"AT1G75340"
"699",699,"AT1G62880"
"1661",1661,"AT3G10030"
