"","X","col_GC_c1.which.mclass....6...1."
"143",143,"AT1G08410"
"1012",1012,"AT2G13540"
"1136",1136,"AT2G22250"
"1171",1171,"AT2G25170"
"3440",3440,"AT5G58800"
"3333",3333,"AT5G51840"
"3381",3381,"AT5G55310"
"1038",1038,"AT2G16500"
"3102",3102,"AT5G25070"
"1428",1428,"AT2G42770"
"2161",2161,"AT3G58660"
"584",584,"AT1G52340"
"2555",2555,"AT4G28250"
"1316",1316,"AT2G35920"
"3201",3201,"AT5G41910"
"1342",1342,"AT2G37500"
"2201",2201,"AT3G61270"
"2459",2459,"AT4G20300"
"293",293,"AT1G19140"
"3354",3354,"AT5G53420"
"1886",1886,"AT3G23780"
"1678",1678,"AT3G10940"
"3010",3010,"AT5G17900"
"3031",3031,"AT5G19400"
"2787",2787,"AT5G03220"
"795",795,"AT1G70340"
"178",178,"AT1G10700"
"3007",3007,"AT5G17550"
"2246",2246,"AT4G00300"
"3314",3314,"AT5G50443"
"1399",1399,"AT2G40550"
"138",138,"AT1G08210"
"2935",2935,"AT5G13090"
"776",776,"AT1G68990"
"2141",2141,"AT3G57030"
"967",967,"AT2G02570"
"141",141,"AT1G08283"
"1203",1203,"AT2G27000"
"2974",2974,"AT5G15290"
"92",92,"AT1G05660"
"1689",1689,"AT3G11590"
"1063",1063,"AT2G17520"
"78",78,"AT1G05190"
"825",825,"AT1G72340"
"2749",2749,"AT4G39640"
"1683",1683,"AT3G11270"
"3118",3118,"AT5G26330"
"556",556,"AT1G49510"
"3129",3129,"AT5G27540"
"1216",1216,"AT2G27830"
"3471",3471,"AT5G60690"
"76",76,"AT1G05170"
"2049",2049,"AT3G51050"
"2512",2512,"AT4G25690"
"3291",3291,"AT5G48920"
"1554",1554,"AT3G03550"
"214",214,"AT1G13300"
"460",460,"AT1G31830"
"923",923,"AT1G79920"
"2008",2008,"AT3G47620"
"3318",3318,"AT5G51060"
"1148",1148,"AT2G22970"
"1004",1004,"AT2G06990"
"1140",1140,"AT2G22475"
"2198",2198,"AT3G60880"
"1090",1090,"AT2G19180"
"108",108,"AT1G06210"
"1980",1980,"AT3G44600"
"2683",2683,"AT4G35940"
"2442",2442,"AT4G18905"
"489",489,"AT1G34220"
"3404",3404,"AT5G56890"
"690",690,"AT1G61820"
"189",189,"AT1G11175"
"2506",2506,"AT4G25250"
"1197",1197,"AT2G26780"
"2478",2478,"AT4G22530"
"2795",2795,"AT5G03700"
"980",980,"AT2G03730"
"2480",2480,"AT4G22720"
"3044",3044,"AT5G20490"
"3026",3026,"AT5G19140"
"1871",1871,"AT3G22540"
"1717",1717,"AT3G13070"
"1035",1035,"AT2G16370"
"157",157,"AT1G09020"
"287",287,"AT1G18740"
"3478",3478,"AT5G61060"
"1013",1013,"AT2G13550"
"2975",2975,"AT5G15440"
"1652",1652,"AT3G09720"
"558",558,"AT1G49660"
"2792",2792,"AT5G03440"
"1311",1311,"AT2G35510"
"3366",3366,"AT5G54110"
"2598",2598,"AT4G31410"
"1083",1083,"AT2G18770"
"2756",2756,"AT5G01040"
"3139",3139,"AT5G28900"
"3491",3491,"AT5G61970"
"3177",3177,"AT5G39500"
"2314",2314,"AT4G07820"
"1271",1271,"AT2G31960"
"1421",1421,"AT2G42080"
"991",991,"AT2G04850"
"2455",2455,"AT4G20020"
"567",567,"AT1G50380"
"3356",3356,"AT5G53480"
"830",830,"AT1G72770"
"3520",3520,"AT5G63480"
"2305",2305,"AT4G05160"
"11",11,"AT1G01650"
"455",455,"AT1G31420"
"134",134,"AT1G08010"
"475",475,"AT1G32990"
"2197",2197,"AT3G60860"
"2808",2808,"AT5G04475"
"3120",3120,"AT5G26622"
"2203",2203,"AT3G61540"
"3304",3304,"AT5G49980"
"2738",2738,"AT4G38710"
"1351",1351,"AT2G38280"
"3105",3105,"AT5G25170"
"1867",1867,"AT3G22370"
"2665",2665,"AT4G34920"
"2811",2811,"AT5G04870"
"2485",2485,"AT4G23860"
"1051",1051,"AT2G17080"
"3089",3089,"AT5G24314"
"1168",1168,"AT2G24590"
"2605",2605,"AT4G31570"
"2770",2770,"AT5G01980"
"1198",1198,"AT2G26800"
"3334",3334,"AT5G51890"
"997",997,"AT2G05590"
"1237",1237,"AT2G29080"
"1524",1524,"AT3G02000"
"3541",3541,"AT5G64090"
"1890",1890,"AT3G23980"
"1799",1799,"AT3G17420"
"369",369,"AT1G24764"
"806",806,"AT1G71080"
"2712",2712,"AT4G37280"
"1152",1152,"AT2G23420"
"3028",3028,"AT5G19300"
"491",491,"AT1G34550"
"313",313,"AT1G20610"
"239",239,"AT1G15030"
"2894",2894,"AT5G10820"
"181",181,"AT1G10760"
"1806",1806,"AT3G17770"
"1695",1695,"AT3G11900"
"3352",3352,"AT5G53290"
"2027",2027,"AT3G49180"
"1730",1730,"AT3G13610"
"2937",2937,"AT5G13160"
"3076",3076,"AT5G23360"
"2433",2433,"AT4G18360"
"484",484,"AT1G34000"
"2278",2278,"AT4G02680"
"1899",1899,"AT3G24518"
"1952",1952,"AT3G28670"
"1822",1822,"AT3G19010"
"1801",1801,"AT3G17510"
"219",219,"AT1G13635"
"963",963,"AT2G01930"
"1180",1180,"AT2G25790"
"3239",3239,"AT5G44180"
"1082",1082,"AT2G18735"
"1218",1218,"AT2G28060"
"2499",2499,"AT4G24750"
"853",853,"AT1G75130"
"3499",3499,"AT5G62530"
"719",719,"AT1G64140"
"170",170,"AT1G10390"
"2659",2659,"AT4G34710"
"572",572,"AT1G50600"
"684",684,"AT1G61170"
"3173",3173,"AT5G38640"
"536",536,"AT1G47840"
"2594",2594,"AT4G31170"
"1592",1592,"AT3G06110"
"1668",1668,"AT3G10380"
"1119",1119,"AT2G20830"
"398",398,"AT1G27385"
"2503",2503,"AT4G25050"
"3150",3150,"AT5G35670"
"506",506,"AT1G43850"
"1219",1219,"AT2G28070"
"861",861,"AT1G75710"
"1060",1060,"AT2G17370"
"3393",3393,"AT5G56190"
"1635",1635,"AT3G08590"
"3574",3574,"AT5G65870"
"2306",2306,"AT4G05190"
"1206",1206,"AT2G27140"
"3488",3488,"AT5G61840"
"1894",1894,"AT3G24200"
"2075",2075,"AT3G52630"
"3249",3249,"AT5G45480"
"1043",1043,"AT2G16710"
"976",976,"AT2G03390"
"2993",2993,"AT5G16490"
"264",264,"AT1G16916"
"812",812,"AT1G71430"
"1818",1818,"AT3G18580"
"1740",1740,"AT3G14067"
"836",836,"AT1G73350"
"2095",2095,"AT3G54180"
"2821",2821,"AT5G05520"
"1651",1651,"AT3G09700"
"2116",2116,"AT3G55420"
"706",706,"AT1G63410"
"1058",1058,"AT2G17340"
"26",26,"AT1G02680"
"1432",1432,"AT2G43070"
"371",371,"AT1G25150"
"3500",3500,"AT5G62550"
"1357",1357,"AT2G38560"
"279",279,"AT1G18260"
"2313",2313,"AT4G06701"
"679",679,"AT1G60960"
"1641",1641,"AT3G08890"
"1350",1350,"AT2G38230"
"2001",2001,"AT3G47000"
"1753",1753,"AT3G14790"
"1174",1174,"AT2G25355"
"2962",2962,"AT5G14590"
"236",236,"AT1G14920"
"3210",3210,"AT5G42740"
"607",607,"AT1G53680"
"3070",3070,"AT5G23050"
"2190",2190,"AT3G60490"
"2470",2470,"AT4G21680"
"3206",3206,"AT5G42250"
"522",522,"AT1G46554"
"591",591,"AT1G52730"
"3067",3067,"AT5G22875"
"1418",1418,"AT2G41960"
"1810",1810,"AT3G17900"
"2438",2438,"AT4G18760"
"3596",3596,"AT5G66770"
"544",544,"AT1G48550"
"2033",2033,"AT3G49640"
"2130",2130,"AT3G56170"
"2601",2601,"AT4G31450"
"760",760,"AT1G68070"
"127",127,"AT1G07700"
"3460",3460,"AT5G59830"
"3238",3238,"AT5G44170"
"3311",3311,"AT5G50320"
"1672",1672,"AT3G10540"
"1523",1523,"AT3G01995"
"2661",2661,"AT4G34760"
"2696",2696,"AT4G36808"
"2852",2852,"AT5G06970"
"1721",1721,"AT3G13224"
"624",624,"AT1G55000"
"1880",1880,"AT3G23570"
"2395",2395,"AT4G15180"
"1884",1884,"AT3G23730"
"2803",2803,"AT5G04280"
"3342",3342,"AT5G52380"
"2994",2994,"AT5G16560"
"2560",2560,"AT4G28703"
"2638",2638,"AT4G33520"
"1686",1686,"AT3G11420"
"354",354,"AT1G23850"
"1954",1954,"AT3G28720"
"2704",2704,"AT4G37020"
"3618",3618,"ATCG00540"
"1709",1709,"AT3G12620"
"2465",2465,"AT4G20780"
"866",866,"AT1G75980"
"3326",3326,"AT5G51460"
"910",910,"AT1G79180"
"1736",1736,"AT3G13910"
"2989",2989,"AT5G16380"
"456",456,"AT1G31440"
"885",885,"AT1G76940"
"604",604,"AT1G53560"
"2166",2166,"AT3G59090"
"2744",2744,"AT4G39240"
"1551",1551,"AT3G03340"
"3595",3595,"AT5G66730"
"1425",1425,"AT2G42400"
"1962",1962,"AT3G29390"
"1196",1196,"AT2G26700"
"1820",1820,"AT3G18860"
"3389",3389,"AT5G55970"
"1654",1654,"AT3G09795"
"2721",2721,"AT4G37660"
"1438",1438,"AT2G43430"
"2004",2004,"AT3G47490"
"3315",3315,"AT5G50665"
"2657",2657,"AT4G34660"
"2017",2017,"AT3G48210"
"2840",2840,"AT5G06450"
"707",707,"AT1G63430"
"2861",2861,"AT5G08350"
"2030",2030,"AT3G49330"
"1439",1439,"AT2G43590"
"2323",2323,"AT4G08810"
"3003",3003,"AT5G17210"
"123",123,"AT1G07480"
"1532",1532,"AT3G02650"
"129",129,"AT1G07840"
"2023",2023,"AT3G48860"
"802",802,"AT1G70690"
"709",709,"AT1G63500"
"77",77,"AT1G05180"
"3522",3522,"AT5G63570"
"1221",1221,"AT2G28110"
"1042",1042,"AT2G16640"
"586",586,"AT1G52347"
"1229",1229,"AT2G28660"
"2533",2533,"AT4G26900"
"2631",2631,"AT4G33110"
"260",260,"AT1G16340"
"1513",1513,"AT3G01400"
"2961",2961,"AT5G14550"
"2909",2909,"AT5G11800"
"2590",2590,"AT4G30990"
"2333",2333,"AT4G09650"
"700",700,"AT1G62980"
"478",478,"AT1G33700"
"1829",1829,"AT3G19508"
"1915",1915,"AT3G25890"
"3127",3127,"AT5G27150"
"3142",3142,"AT5G32470"
"1576",1576,"AT3G04930"
"2245",2245,"AT4G00270"
"382",382,"AT1G26300"
"2541",2541,"AT4G27585"
"1336",1336,"AT2G37090"
"3461",3461,"AT5G60020"
"723",723,"AT1G64780"
"2300",2300,"AT4G04870"
"1758",1758,"AT3G15010"
"473",473,"AT1G32750"
"2367",2367,"AT4G13510"
"1306",1306,"AT2G34710"
"1253",1253,"AT2G30740"
"3516",3516,"AT5G63220"
"2460",2460,"AT4G20320"
"317",317,"AT1G20980"
"2593",2593,"AT4G31110"
"1873",1873,"AT3G22590"
"125",125,"AT1G07530"
"1251",1251,"AT2G30600"
"3332",3332,"AT5G51700"
"88",88,"AT1G05520"
"2369",2369,"AT4G13620"
"3497",3497,"AT5G62460"
"3338",3338,"AT5G52170"
"1113",1113,"AT2G20562"
"503",503,"AT1G43560"
"3106",3106,"AT5G25270"
"3486",3486,"AT5G61670"
"2732",2732,"AT4G38350"
"2920",2920,"AT5G12050"
"2655",2655,"AT4G34570"
"3446",3446,"AT5G59180"
"2699",2699,"AT4G36890"
"568",568,"AT1G50420"
"2915",2915,"AT5G11910"
"2186",2186,"AT3G60260"
"2869",2869,"AT5G09250"
"299",299,"AT1G19450"
"41",41,"AT1G03360"
"3447",3447,"AT5G59210"
"308",308,"AT1G20110"
"93",93,"AT1G05805"
"1417",1417,"AT2G41945"
"1917",1917,"AT3G25920"
"284",284,"AT1G18500"
"1480",1480,"AT2G46600"
"1640",1640,"AT3G08780"
"1339",1339,"AT2G37230"
"2034",2034,"AT3G49750"
"433",433,"AT1G29220"
"971",971,"AT2G02800"
"2577",2577,"AT4G30160"
"682",682,"AT1G61040"
"2614",2614,"AT4G32140"
"1514",1514,"AT3G01435"
"570",570,"AT1G50510"
"859",859,"AT1G75510"
"1580",1580,"AT3G05100"
"2104",2104,"AT3G54740"
"2723",2723,"AT4G37740"
"3556",3556,"AT5G64970"
"2020",2020,"AT3G48710"
"1847",1847,"AT3G20800"
"3175",3175,"AT5G38720"
"2530",2530,"AT4G26750"
"3121",3121,"AT5G26680"
"147",147,"AT1G08550"
"3014",3014,"AT5G18230"
"2550",2550,"AT4G28025"
"2781",2781,"AT5G02640"
"195",195,"AT1G11740"
"610",610,"AT1G53880"
"2230",2230,"AT3G63240"
"306",306,"AT1G19990"
"2804",2804,"AT5G04320"
"2884",2884,"AT5G09995"
"3136",3136,"AT5G28740"
"247",247,"AT1G15550"
"2454",2454,"AT4G19860"
"2268",2268,"AT4G01870"
"2766",2766,"AT5G01810"
"995",995,"AT2G05260"
"119",119,"AT1G07250"
"531",531,"AT1G47530"
"3122",3122,"AT5G26731"
"1024",1024,"AT2G15270"
"3448",3448,"AT5G59300"
"3030",3030,"AT5G19390"
"3232",3232,"AT5G44030"
"2602",2602,"AT4G31510"
"2429",2429,"AT4G17650"
"2832",2832,"AT5G06240"
"28",28,"AT1G02750"
"2144",2144,"AT3G57300"
"1531",1531,"AT3G02600"
"1138",1138,"AT2G22370"
"128",128,"AT1G07810"
"2667",2667,"AT4G34980"
"3189",3189,"AT5G40870"
"3294",3294,"AT5G49450"
"3527",3527,"AT5G63780"
"587",587,"AT1G52370"
"1411",1411,"AT2G41620"
"2450",2450,"AT4G19670"
"2588",2588,"AT4G30810"
"135",135,"AT1G08125"
"1054",1054,"AT2G17250"
"2568",2568,"AT4G29140"
"2597",2597,"AT4G31360"
"1044",1044,"AT2G16720"
"3611",3611,"AT5G67480"
"504",504,"AT1G43670"
"231",231,"AT1G14380"
"1027",1027,"AT2G15430"
"3222",3222,"AT5G43310"
"1900",1900,"AT3G24520"
"2705",2705,"AT4G37040"
"1679",1679,"AT3G10980"
"2435",2435,"AT4G18593"
"2582",2582,"AT4G30410"
"511",511,"AT1G44170"
"1750",1750,"AT3G14660"
"2674",2674,"AT4G35390"
"1893",1893,"AT3G24180"
"3151",3151,"AT5G35690"
"2157",2157,"AT3G58510"
"83",83,"AT1G05350"
"1243",1243,"AT2G29750"
"2734",2734,"AT4G38490"
"2912",2912,"AT5G11860"
"954",954,"AT2G01650"
"194",194,"AT1G11592"
"1022",1022,"AT2G15000"
"2969",2969,"AT5G14880"
"3355",3355,"AT5G53470"
"2977",2977,"AT5G15580"
"897",897,"AT1G77670"
"1872",1872,"AT3G22565"
"1275",1275,"AT2G32220"
"1298",1298,"AT2G34190"
"1891",1891,"AT3G24020"
"1911",1911,"AT3G25500"
"1742",1742,"AT3G14110"
"479",479,"AT1G33750"
"2963",2963,"AT5G14680"
"969",969,"AT2G02780"
"3188",3188,"AT5G40830"
"412",412,"AT1G27921"
"251",251,"AT1G15810"
"909",909,"AT1G79070"
"232",232,"AT1G14410"
"1337",1337,"AT2G37200"
"3621",3621,"ATCG01010"
"715",715,"AT1G63850"
"1624",1624,"AT3G07420"
"2801",2801,"AT5G04130"
"190",190,"AT1G11200"
"1642",1642,"AT3G09035"
"2026",2026,"AT3G49080"
"1358",1358,"AT2G38580"
"3109",3109,"AT5G25490"
"2759",2759,"AT5G01390"
"104",104,"AT1G06070"
"12",12,"AT1G01725"
"907",907,"AT1G79000"
"1385",1385,"AT2G39630"
"1260",1260,"AT2G31305"
"2907",2907,"AT5G11690"
"1241",1241,"AT2G29510"
"2235",2235,"AT3G63490"
"3154",3154,"AT5G35910"
"1868",1868,"AT3G22415"
"3280",3280,"AT5G48180"
"2322",2322,"AT4G08690"
"1687",1687,"AT3G11490"
"3251",3251,"AT5G45660"
"3019",3019,"AT5G18640"
"2918",2918,"AT5G11980"
"622",622,"AT1G54890"
"617",617,"AT1G54250"
"1846",1846,"AT3G20740"
"1402",1402,"AT2G40820"
"1833",1833,"AT3G19790"
"2715",2715,"AT4G37460"
"2944",2944,"AT5G13500"
"344",344,"AT1G22970"
"2181",2181,"AT3G59950"
"952",952,"AT2G01630"
"555",555,"AT1G49340"
"2407",2407,"AT4G16140"
"3346",3346,"AT5G52980"
"3274",3274,"AT5G47760"
"2992",2992,"AT5G16480"
"1637",1637,"AT3G08670"
"2196",2196,"AT3G60830"
"2673",2673,"AT4G35360"
"2074",2074,"AT3G52500"
"218",218,"AT1G13620"
"1214",1214,"AT2G27590"
"3264",3264,"AT5G46850"
"1931",1931,"AT3G26980"
"890",890,"AT1G77380"
"3546",3546,"AT5G64460"
"3289",3289,"AT5G48720"
"1681",1681,"AT3G11100"
"1851",1851,"AT3G20940"
"2152",2152,"AT3G58130"
"669",669,"AT1G60140"
"758",758,"AT1G67940"
"2382",2382,"AT4G14570"
"2194",2194,"AT3G60700"
"2388",2388,"AT4G14950"
"649",649,"AT1G56590"
"894",894,"AT1G77580"
"1307",1307,"AT2G34720"
"3453",3453,"AT5G59460"
"1535",1535,"AT3G02820"
"2482",2482,"AT4G23430"
"2422",2422,"AT4G17150"
"2290",2290,"AT4G03390"
"640",640,"AT1G56210"
"1710",1710,"AT3G12670"
"1092",1092,"AT2G19430"
"1649",1649,"AT3G09600"
"1623",1623,"AT3G07410"
"588",588,"AT1G52420"
"3557",3557,"AT5G65000"
"466",466,"AT1G32260"
"784",784,"AT1G69390"
"2553",2553,"AT4G28180"
"996",996,"AT2G05330"
"1508",1508,"AT3G01040"
"639",639,"AT1G56190"
"855",855,"AT1G75190"
"2609",2609,"AT4G31860"
"673",673,"AT1G60730"
"368",368,"AT1G24625"
"1236",1236,"AT2G29050"
"2955",2955,"AT5G14250"
"1003",1003,"AT2G06925"
"167",167,"AT1G10130"
"738",738,"AT1G66180"
"718",718,"AT1G64060"
"3504",3504,"AT5G62640"
"111",111,"AT1G06620"
"2973",2973,"AT5G15270"
"2005",2005,"AT3G47550"
"2693",2693,"AT4G36680"
"613",613,"AT1G54115"
"1769",1769,"AT3G15380"
"2239",2239,"AT4G00080"
"3561",3561,"AT5G65250"
"1412",1412,"AT2G41710"
"3034",3034,"AT5G19485"
"1989",1989,"AT3G45640"
"630",630,"AT1G55680"
"3041",3041,"AT5G20130"
"2794",2794,"AT5G03560"
"1290",1290,"AT2G33610"
"3209",3209,"AT5G42560"
"2600",2600,"AT4G31430"
"451",451,"AT1G30480"
"2633",2633,"AT4G33140"
"3364",3364,"AT5G53940"
"379",379,"AT1G25682"
"2758",2758,"AT5G01340"
"3316",3316,"AT5G50740"
"1586",1586,"AT3G05570"
"2618",2618,"AT4G32551"
"3263",3263,"AT5G46780"
"61",61,"AT1G04537"
"1676",1676,"AT3G10760"
"290",290,"AT1G18975"
"1466",1466,"AT2G45440"
"390",390,"AT1G26940"
"1534",1534,"AT3G02750"
"1383",1383,"AT2G39550"
"647",647,"AT1G56570"
"450",450,"AT1G30400"
"626",626,"AT1G55490"
"3439",3439,"AT5G58730"
"3463",3463,"AT5G60210"
"2148",2148,"AT3G57560"
"502",502,"AT1G42990"
"2015",2015,"AT3G47990"
"1187",1187,"AT2G26260"
"1674",1674,"AT3G10640"
"191",191,"AT1G11380"
"1667",1667,"AT3G10330"
"2058",2058,"AT3G51580"
"1845",1845,"AT3G20650"
"2624",2624,"AT4G32860"
"1836",1836,"AT3G20230"
"998",998,"AT2G05630"
"1903",1903,"AT3G24730"
"3571",3571,"AT5G65780"
"494",494,"AT1G35320"
"1398",1398,"AT2G40490"
"1546",1546,"AT3G03130"
"1594",1594,"AT3G06170"
"469",469,"AT1G32380"
"446",446,"AT1G30070"
"2",2,"AT1G01070"
"1529",1529,"AT3G02300"
"2807",2807,"AT5G04440"
"3098",3098,"AT5G24670"
"1638",1638,"AT3G08740"
"1190",1190,"AT2G26460"
"941",941,"AT1G80940"
"656",656,"AT1G58070"
"1839",1839,"AT3G20380"
"1618",1618,"AT3G07310"
"1653",1653,"AT3G09770"
"2548",2548,"AT4G27880"
"1723",1723,"AT3G13320"
"2282",2282,"AT4G02940"
"2304",2304,"AT4G05060"
"2475",2475,"AT4G22285"
"977",977,"AT2G03430"
"2114",2114,"AT3G55340"
"1768",1768,"AT3G15352"
"2031",2031,"AT3G49390"
"268",268,"AT1G17147"
"849",849,"AT1G74790"
"1067",1067,"AT2G17630"
"1349",1349,"AT2G38180"
"600",600,"AT1G53300"
"1929",1929,"AT3G26770"
"2341",2341,"AT4G10360"
"44",44,"AT1G03530"
"3236",3236,"AT5G44110"
"2902",2902,"AT5G11240"
"1394",1394,"AT2G40010"
"3308",3308,"AT5G50200"
"24",24,"AT1G02410"
"2205",2205,"AT3G61770"
"426",426,"AT1G28490"
"1621",1621,"AT3G07330"
"3589",3589,"AT5G66440"
"512",512,"AT1G44180"
"989",989,"AT2G04755"
"2483",2483,"AT4G23460"
"1573",1573,"AT3G04790"
"1656",1656,"AT3G09810"
"1193",1193,"AT2G26600"
"1094",1094,"AT2G19460"
"728",728,"AT1G65020"
"2751",2751,"AT4G39820"
"2119",2119,"AT3G55560"
"2834",2834,"AT5G06270"
"414",414,"AT1G28070"
"920",920,"AT1G79730"
"1262",1262,"AT2G31400"
"1324",1324,"AT2G36300"
"3481",3481,"AT5G61220"
"1159",1159,"AT2G24060"
"2261",2261,"AT4G01310"
"3417",3417,"AT5G57580"
"200",200,"AT1G12350"
"650",650,"AT1G56660"
"2941",2941,"AT5G13460"
"832",832,"AT1G73120"
"1476",1476,"AT2G46270"
"972",972,"AT2G02970"
"1963",1963,"AT3G29575"
"1827",1827,"AT3G19460"
"1346",1346,"AT2G37690"
"2556",2556,"AT4G28310"
"1789",1789,"AT3G16760"
"3159",3159,"AT5G36800"
"1000",1000,"AT2G06025"
"3148",3148,"AT5G35460"
"2549",2549,"AT4G27950"
"1023",1023,"AT2G15230"
"1533",1533,"AT3G02740"
"615",615,"AT1G54150"
"1143",1143,"AT2G22640"
"3305",3305,"AT5G50010"
"223",223,"AT1G13980"
"1733",1733,"AT3G13760"
"2810",2810,"AT5G04860"
"582",582,"AT1G52150"
"1338",1338,"AT2G37220"
"1017",1017,"AT2G14260"
"2685",2685,"AT4G36020"
"2486",2486,"AT4G23870"
"154",154,"AT1G08700"
"496",496,"AT1G35620"
"2328",2328,"AT4G09180"
"2946",2946,"AT5G13640"
"2591",2591,"AT4G31040"
"1971",1971,"AT3G43240"
"3580",3580,"AT5G66050"
"2171",2171,"AT3G59490"
"3183",3183,"AT5G40280"
"3049",3049,"AT5G20830"
"3302",3302,"AT5G49820"
"1607",1607,"AT3G06840"
"207",207,"AT1G12830"
"2014",2014,"AT3G47980"
"1982",1982,"AT3G44680"
"1602",1602,"AT3G06550"
"1447",1447,"AT2G44200"
"3429",3429,"AT5G58100"
"2709",2709,"AT4G37210"
"3545",3545,"AT5G64440"
"2110",2110,"AT3G55005"
"220",220,"AT1G13640"
"3220",3220,"AT5G43130"
"2813",2813,"AT5G04990"
"1104",1104,"AT2G19940"
"229",229,"AT1G14330"
"2010",2010,"AT3G47800"
"936",936,"AT1G80680"
"1811",1811,"AT3G18165"
"3057",3057,"AT5G22120"
"99",99,"AT1G05940"
"3477",3477,"AT5G61030"
"716",716,"AT1G63900"
"2864",2864,"AT5G08540"
"755",755,"AT1G67620"
"3062",3062,"AT5G22555"
"2155",2155,"AT3G58470"
"1756",1756,"AT3G14860"
"3038",3038,"AT5G19970"
"1065",1065,"AT2G17540"
"243",243,"AT1G15240"
"2252",2252,"AT4G00755"
"1856",1856,"AT3G21190"
"1840",1840,"AT3G20410"
"1118",1118,"AT2G20780"
"3292",3292,"AT5G49230"
"3268",3268,"AT5G47190"
"1392",1392,"AT2G39940"
"509",509,"AT1G43910"
"132",132,"AT1G07985"
"1287",1287,"AT2G33450"
"1036",1036,"AT2G16440"
"561",561,"AT1G49890"
"3237",3237,"AT5G44160"
"487",487,"AT1G34130"
"3357",3357,"AT5G53530"
"1086",1086,"AT2G18900"
"1537",1537,"AT3G02870"
"3623",3623,"ATMG01080"
"2051",2051,"AT3G51140"
"297",297,"AT1G19300"
"2007",2007,"AT3G47610"
"3208",3208,"AT5G42470"
"3255",3255,"AT5G46180"
"2644",2644,"AT4G33700"
"1235",1235,"AT2G28950"
"778",778,"AT1G69030"
"175",175,"AT1G10600"
"3069",3069,"AT5G22940"
"1908",1908,"AT3G25110"
"1895",1895,"AT3G24315"
"408",408,"AT1G27695"
"564",564,"AT1G50120"
"2968",2968,"AT5G14790"
"2745",2745,"AT4G39280"
"2774",2774,"AT5G02270"
"785",785,"AT1G69420"
"1366",1366,"AT2G39000"
"930",930,"AT1G80350"
"1427",1427,"AT2G42710"
"3002",3002,"AT5G17070"
"1112",1112,"AT2G20390"
"1587",1587,"AT3G05670"
"485",485,"AT1G34010"
"3371",3371,"AT5G54855"
"736",736,"AT1G65985"
"3487",3487,"AT5G61770"
"1384",1384,"AT2G39580"
"328",328,"AT1G21880"
"3228",3228,"AT5G43850"
"2739",2739,"AT4G38760"
"1045",1045,"AT2G16740"
"2265",2265,"AT4G01710"
"1780",1780,"AT3G16200"
"1460",1460,"AT2G45220"
"348",348,"AT1G23220"
"867",867,"AT1G76140"
"3248",3248,"AT5G45470"
"1335",1335,"AT2G37060"
"2522",2522,"AT4G26210"
"1957",1957,"AT3G29130"
"463",463,"AT1G32090"
"2566",2566,"AT4G29100"
"2249",2249,"AT4G00450"
"2881",2881,"AT5G09680"
"547",547,"AT1G48860"
"1542",1542,"AT3G03000"
"2090",2090,"AT3G53900"
"2054",2054,"AT3G51330"
"3233",3233,"AT5G44070"
"730",730,"AT1G65260"
"638",638,"AT1G56180"
"3022",3022,"AT5G18860"
"68",68,"AT1G04950"
"623",623,"AT1G54920"
"1870",1870,"AT3G22530"
"1852",1852,"AT3G20970"
"1620",1620,"AT3G07320"
"3081",3081,"AT5G23610"
"443",443,"AT1G29940"
"2182",2182,"AT3G59980"
"1979",1979,"AT3G44430"
"3510",3510,"AT5G63050"
"3322",3322,"AT5G51280"
"2000",2000,"AT3G46820"
"3252",3252,"AT5G45920"
"418",418,"AT1G28140"
"876",876,"AT1G76550"
"2158",2158,"AT3G58550"
"612",612,"AT1G54060"
"2980",2980,"AT5G15640"
"2776",2776,"AT5G02440"
"424",424,"AT1G28410"
"1582",1582,"AT3G05165"
"3592",3592,"AT5G66600"
"3162",3162,"AT5G37350"
"2373",2373,"AT4G14145"
"3125",3125,"AT5G26940"
"3433",3433,"AT5G58300"
"1714",1714,"AT3G12860"
"2024",2024,"AT3G48880"
"3066",3066,"AT5G22850"
"1200",1200,"AT2G26830"
"2497",2497,"AT4G24680"
"797",797,"AT1G70480"
"2495",2495,"AT4G24500"
"2998",2998,"AT5G16750"
"1662",1662,"AT3G10050"
"2814",2814,"AT5G05000"
"1030",1030,"AT2G15830"
"705",705,"AT1G63310"
"1680",1680,"AT3G11070"
"1692",1692,"AT3G11700"
"1141",1141,"AT2G22570"
"3207",3207,"AT5G42320"
"2048",2048,"AT3G51030"
"215",215,"AT1G13390"
"3547",3547,"AT5G64570"
"1341",1341,"AT2G37400"
"3507",3507,"AT5G62920"
"3059",3059,"AT5G22280"
"248",248,"AT1G15570"
"2173",2173,"AT3G59670"
"2138",2138,"AT3G56960"
"2694",2694,"AT4G36720"
"1562",1562,"AT3G03940"
"912",912,"AT1G79260"
"2066",2066,"AT3G52190"
"1547",1547,"AT3G03220"
"539",539,"AT1G47970"
"3458",3458,"AT5G59560"
"1509",1509,"AT3G01150"
"2159",2159,"AT3G58560"
"339",339,"AT1G22740"
"1991",1991,"AT3G45770"
"3492",3492,"AT5G62000"
"1859",1859,"AT3G21420"
"3344",3344,"AT5G52830"
"362",362,"AT1G24240"
"2307",2307,"AT4G05400"
"879",879,"AT1G76660"
"694",694,"AT1G62330"
"1382",1382,"AT2G39518"
"2999",2999,"AT5G16800"
"2859",2859,"AT5G08320"
"440",440,"AT1G29820"
