"","col_GC_c1.which.mclass....7...1."
"1","AT1G01150"
"2","AT1G01190"
"3","AT1G01310"
"4","AT1G01420"
"5","AT1G01453"
"6","AT1G01695"
"7","AT1G02205"
"8","AT1G02450"
"9","AT1G02470"
"10","AT1G02490"
"11","AT1G02510"
"12","AT1G02580"
"13","AT1G02650"
"14","AT1G02700"
"15","AT1G02710"
"16","AT1G02813"
"17","AT1G02952"
"18","AT1G02980"
"19","AT1G03106"
"20","AT1G03120"
"21","AT1G03170"
"22","AT1G03390"
"23","AT1G03495"
"24","AT1G03630"
"25","AT1G03700"
"26","AT1G03743"
"27","AT1G03746"
"28","AT1G04017"
"29","AT1G04073"
"30","AT1G04077"
"31","AT1G04090"
"32","AT1G04103"
"33","AT1G04105"
"34","AT1G04123"
"35","AT1G04197"
"36","AT1G04237"
"37","AT1G04273"
"38","AT1G04277"
"39","AT1G04297"
"40","AT1G04303"
"41","AT1G04347"
"42","AT1G04357"
"43","AT1G04445"
"44","AT1G04473"
"45","AT1G04487"
"46","AT1G04523"
"47","AT1G04583"
"48","AT1G04660"
"49","AT1G04670"
"50","AT1G04743"
"51","AT1G04877"
"52","AT1G04933"
"53","AT1G04973"
"54","AT1G05013"
"55","AT1G05047"
"56","AT1G05057"
"57","AT1G05100"
"58","AT1G05143"
"59","AT1G05153"
"60","AT1G05247"
"61","AT1G05253"
"62","AT1G05283"
"63","AT1G05353"
"64","AT1G05357"
"65","AT1G05447"
"66","AT1G05463"
"67","AT1G05490"
"68","AT1G05517"
"69","AT1G05540"
"70","AT1G05690"
"71","AT1G05703"
"72","AT1G05813"
"73","AT1G05894"
"74","AT1G05913"
"75","AT1G05917"
"76","AT1G05920"
"77","AT1G05937"
"78","AT1G05943"
"79","AT1G05973"
"80","AT1G05990"
"81","AT1G05997"
"82","AT1G06003"
"83","AT1G06017"
"84","AT1G06030"
"85","AT1G06033"
"86","AT1G06087"
"87","AT1G06153"
"88","AT1G06173"
"89","AT1G06177"
"90","AT1G06207"
"91","AT1G06233"
"92","AT1G06237"
"93","AT1G06250"
"94","AT1G06253"
"95","AT1G06257"
"96","AT1G06260"
"97","AT1G06283"
"98","AT1G06320"
"99","AT1G06337"
"100","AT1G06423"
"101","AT1G06453"
"102","AT1G06467"
"103","AT1G06483"
"104","AT1G06520"
"105","AT1G06553"
"106","AT1G06607"
"107","AT1G06667"
"108","AT1G06687"
"109","AT1G06773"
"110","AT1G06837"
"111","AT1G06977"
"112","AT1G06983"
"113","AT1G07010"
"114","AT1G07017"
"115","AT1G07060"
"116","AT1G07143"
"117","AT1G07160"
"118","AT1G07180"
"119","AT1G07187"
"120","AT1G07287"
"121","AT1G07473"
"122","AT1G07477"
"123","AT1G07500"
"124","AT1G07517"
"125","AT1G07547"
"126","AT1G07550"
"127","AT1G07563"
"128","AT1G07587"
"129","AT1G07647"
"130","AT1G07657"
"131","AT1G07703"
"132","AT1G07877"
"133","AT1G07901"
"134","AT1G08035"
"135","AT1G08090"
"136","AT1G08103"
"137","AT1G08173"
"138","AT1G08273"
"139","AT1G08287"
"140","AT1G08293"
"141","AT1G08393"
"142","AT1G08513"
"143","AT1G08537"
"144","AT1G08573"
"145","AT1G08597"
"146","AT1G08630"
"147","AT1G08633"
"148","AT1G08667"
"149","AT1G08697"
"150","AT1G08713"
"151","AT1G08810"
"152","AT1G08847"
"153","AT1G08903"
"154","AT1G09003"
"155","AT1G09063"
"156","AT1G09083"
"157","AT1G09157"
"158","AT1G09167"
"159","AT1G09176"
"160","AT1G09193"
"161","AT1G09253"
"162","AT1G09260"
"163","AT1G09317"
"164","AT1G09400"
"165","AT1G09410"
