"","col_GC_c1.which.mclass....3...1."
"1","AT1G01130"
"2","AT1G01340"
"3","AT1G01380"
"4","AT1G01480"
"5","AT1G01570"
"6","AT1G01660"
"7","AT1G01700"
"8","AT1G01715"
"9","AT1G01740"
"10","AT1G01810"
"11","AT1G01880"
"12","AT1G01900"
"13","AT1G02030"
"14","AT1G02230"
"15","AT1G02300"
"16","AT1G02310"
"17","AT1G02350"
"18","AT1G02380"
"19","AT1G02390"
"20","AT1G02420"
"21","AT1G02530"
"22","AT1G02570"
"23","AT1G02575"
"24","AT1G02660"
"25","AT1G02670"
"26","AT1G02705"
"27","AT1G03070"
"28","AT1G03130"
"29","AT1G03200"
"30","AT1G03240"
"31","AT1G03300"
"32","AT1G03340"
"33","AT1G03400"
"34","AT1G03510"
"35","AT1G03540"
"36","AT1G03545"
"37","AT1G03600"
"38","AT1G03620"
"39","AT1G03800"
"40","AT1G03940"
"41","AT1G03980"
"42","AT1G03990"
"43","AT1G03993"
"44","AT1G04007"
"45","AT1G04067"
"46","AT1G04150"
"47","AT1G04163"
"48","AT1G04247"
"49","AT1G04330"
"50","AT1G04350"
"51","AT1G04390"
"52","AT1G04477"
"53","AT1G04490"
"54","AT1G04513"
"55","AT1G04570"
"56","AT1G04600"
"57","AT1G04620"
"58","AT1G04650"
"59","AT1G04700"
"60","AT1G04733"
"61","AT1G04767"
"62","AT1G04778"
"63","AT1G04823"
"64","AT1G04827"
"65","AT1G04840"
"66","AT1G04873"
"67","AT1G04880"
"68","AT1G04917"
"69","AT1G05030"
"70","AT1G05033"
"71","AT1G05065"
"72","AT1G05087"
"73","AT1G05200"
"74","AT1G05240"
"75","AT1G05267"
"76","AT1G05273"
"77","AT1G05277"
"78","AT1G05287"
"79","AT1G05300"
"80","AT1G05333"
"81","AT1G05397"
"82","AT1G05400"
"83","AT1G05420"
"84","AT1G05453"
"85","AT1G05530"
"86","AT1G05577"
"87","AT1G05607"
"88","AT1G05610"
"89","AT1G05640"
"90","AT1G05773"
"91","AT1G05820"
"92","AT1G05843"
"93","AT1G05873"
"94","AT1G06045"
"95","AT1G06080"
"96","AT1G06083"
"97","AT1G06113"
"98","AT1G06140"
"99","AT1G06143"
"100","AT1G06160"
"101","AT1G06213"
"102","AT1G06265"
"103","AT1G06330"
"104","AT1G06357"
"105","AT1G06440"
"106","AT1G06463"
"107","AT1G06643"
"108","AT1G06647"
"109","AT1G06690"
"110","AT1G06990"
"111","AT1G07120"
"112","AT1G07150"
"113","AT1G07390"
"114","AT1G07397"
"115","AT1G07400"
"116","AT1G07407"
"117","AT1G07513"
"118","AT1G07567"
"119","AT1G07620"
"120","AT1G07667"
"121","AT1G07737"
"122","AT1G07753"
"123","AT1G07813"
"124","AT1G07897"
"125","AT1G07902"
"126","AT1G07903"
"127","AT1G08050"
"128","AT1G08070"
"129","AT1G08213"
"130","AT1G08217"
"131","AT1G08270"
"132","AT1G08290"
"133","AT1G08300"
"134","AT1G08310"
"135","AT1G08317"
"136","AT1G08463"
"137","AT1G08507"
"138","AT1G08723"
"139","AT1G08730"
"140","AT1G08753"
"141","AT1G08857"
"142","AT1G08900"
"143","AT1G08973"
"144","AT1G08980"
"145","AT1G09155"
"146","AT1G09170"
"147","AT1G09190"
"148","AT1G09220"
"149","AT1G09297"
"150","AT1G09310"
"151","AT1G09327"
"152","AT1G09340"
"153","AT1G09383"
"154","AT1G09420"
"155","AT1G09443"
"156","AT1G09473"
"157","AT1G09480"
"158","AT1G09493"
"159","AT1G09497"
"160","AT1G09523"
"161","AT1G09533"
"162","AT1G09543"
"163","AT1G09600"
"164","AT1G09617"
"165","AT1G09627"
"166","AT1G09650"
"167","AT1G09673"
"168","AT1G09680"
"169","AT1G09697"
"170","AT1G09812"
"171","AT1G09833"
"172","AT1G09860"
"173","AT1G09880"
"174","AT1G09913"
"175","AT1G09963"
"176","AT1G09987"
"177","AT1G09993"
"178","AT1G10000"
"179","AT1G10095"
"180","AT1G10110"
"181","AT1G10220"
"182","AT1G10300"
"183","AT1G10330"
"184","AT1G10340"
"185","AT1G10360"
"186","AT1G10370"
"187","AT1G10417"
"188","AT1G10657"
"189","AT1G10770"
"190","AT1G10800"
"191","AT1G10920"
"192","AT1G11100"
"193","AT1G11170"
"194","AT1G11210"
"195","AT1G11290"
"196","AT1G11460"
"197","AT1G11490"
"198","AT1G11500"
"199","AT1G11591"
"200","AT1G11655"
"201","AT1G11730"
"202","AT1G11960"
"203","AT1G12030"
"204","AT1G12060"
"205","AT1G12130"
"206","AT1G12211"
"207","AT1G12220"
"208","AT1G12280"
"209","AT1G12290"
"210","AT1G12300"
"211","AT1G12330"
"212","AT1G12480"
"213","AT1G12550"
"214","AT1G12700"
"215","AT1G12890"
"216","AT1G12950"
"217","AT1G13040"
"218","AT1G13050"
"219","AT1G13090"
"220","AT1G13100"
"221","AT1G13140"
"222","AT1G13340"
"223","AT1G13410"
"224","AT1G13480"
"225","AT1G13510"
"226","AT1G13520"
"227","AT1G13550"
"228","AT1G13630"
"229","AT1G13680"
"230","AT1G14030"
"231","AT1G14150"
"232","AT1G14185"
"233","AT1G14205"
"234","AT1G14270"
"235","AT1G14345"
"236","AT1G14430"
"237","AT1G14470"
"238","AT1G14500"
"239","AT1G14520"
"240","AT1G14540"
"241","AT1G14660"
"242","AT1G14680"
"243","AT1G14686"
"244","AT1G14687"
"245","AT1G14750"
"246","AT1G14780"
"247","AT1G14960"
"248","AT1G15050"
"249","AT1G15160"
"250","AT1G15180"
"251","AT1G15190"
"252","AT1G15415"
"253","AT1G15460"
"254","AT1G15510"
"255","AT1G15520"
"256","AT1G15890"
"257","AT1G16025"
"258","AT1G16090"
"259","AT1G16110"
"260","AT1G16225"
"261","AT1G16260"
"262","AT1G16360"
"263","AT1G16370"
"264","AT1G16390"
"265","AT1G16400"
"266","AT1G16445"
"267","AT1G16490"
"268","AT1G16515"
"269","AT1G16640"
"270","AT1G16720"
"271","AT1G16780"
"272","AT1G16850"
"273","AT1G16905"
"274","AT1G17065"
"275","AT1G17100"
"276","AT1G17230"
"277","AT1G17232"
"278","AT1G17240"
"279","AT1G17250"
"280","AT1G17480"
"281","AT1G17820"
"282","AT1G17870"
"283","AT1G17920"
"284","AT1G17950"
"285","AT1G18000"
"286","AT1G18075"
"287","AT1G18280"
"288","AT1G18382"
"289","AT1G18420"
"290","AT1G18485"
"291","AT1G18750"
"292","AT1G19025"
"293","AT1G19190"
"294","AT1G19230"
"295","AT1G19250"
"296","AT1G19330"
"297","AT1G19650"
"298","AT1G19715"
"299","AT1G19720"
"300","AT1G19780"
"301","AT1G19900"
"302","AT1G19940"
"303","AT1G20230"
"304","AT1G20515"
"305","AT1G20570"
"306","AT1G21110"
"307","AT1G21120"
"308","AT1G21130"
"309","AT1G21210"
"310","AT1G21340"
"311","AT1G21400"
"312","AT1G21460"
"313","AT1G21510"
"314","AT1G21530"
"315","AT1G21670"
"316","AT1G21695"
"317","AT1G21910"
"318","AT1G21990"
"319","AT1G22275"
"320","AT1G22340"
"321","AT1G22370"
"322","AT1G22490"
"323","AT1G22570"
"324","AT1G22650"
"325","AT1G22830"
"326","AT1G22890"
"327","AT1G23110"
"328","AT1G23201"
"329","AT1G23210"
"330","AT1G23350"
"331","AT1G23465"
"332","AT1G23550"
"333","AT1G23840"
"334","AT1G23985"
"335","AT1G24068"
"336","AT1G24140"
"337","AT1G24150"
"338","AT1G24210"
"339","AT1G24405"
"340","AT1G24430"
"341","AT1G24480"
"342","AT1G24620"
"343","AT1G24851"
"344","AT1G25180"
"345","AT1G25360"
"346","AT1G25370"
"347","AT1G25400"
"348","AT1G25425"
"349","AT1G25460"
"350","AT1G26130"
"351","AT1G26200"
"352","AT1G26220"
"353","AT1G26250"
"354","AT1G26255"
"355","AT1G26290"
"356","AT1G26500"
"357","AT1G26570"
"358","AT1G26590"
"359","AT1G26610"
"360","AT1G26790"
"361","AT1G26890"
"362","AT1G27020"
"363","AT1G27110"
"364","AT1G27640"
"365","AT1G27720"
"366","AT1G28210"
"367","AT1G28230"
"368","AT1G28360"
"369","AT1G28450"
"370","AT1G28660"
"371","AT1G28765"
"372","AT1G29000"
"373","AT1G29071"
"374","AT1G29179"
"375","AT1G29180"
"376","AT1G29240"
"377","AT1G29540"
"378","AT1G29590"
"379","AT1G29600"
"380","AT1G29770"
"381","AT1G29830"
"382","AT1G29860"
"383","AT1G29920"
"384","AT1G30020"
"385","AT1G30050"
"386","AT1G30282"
"387","AT1G30515"
"388","AT1G30530"
"389","AT1G30860"
"390","AT1G31240"
"391","AT1G31258"
"392","AT1G31310"
"393","AT1G31430"
"394","AT1G31490"
"395","AT1G31670"
"396","AT1G31790"
"397","AT1G31800"
"398","AT1G31840"
"399","AT1G31990"
"400","AT1G32270"
"401","AT1G32415"
"402","AT1G32470"
"403","AT1G32940"
"404","AT1G33030"
"405","AT1G33090"
"406","AT1G33320"
"407","AT1G33350"
"408","AT1G33440"
"409","AT1G33500"
"410","AT1G33560"
"411","AT1G33600"
"412","AT1G33615"
"413","AT1G33840"
"414","AT1G34060"
"415","AT1G34180"
"416","AT1G34317"
"417","AT1G34460"
"418","AT1G34480"
"419","AT1G34640"
"420","AT1G34844"
"421","AT1G35140"
"422","AT1G35210"
"423","AT1G35230"
"424","AT1G35250"
"425","AT1G35255"
"426","AT1G35330"
"427","AT1G35350"
"428","AT1G35530"
"429","AT1G35545"
"430","AT1G36180"
"431","AT1G36622"
"432","AT1G36640"
"433","AT1G43040"
"434","AT1G43140"
"435","AT1G44020"
"436","AT1G44318"
"437","AT1G44740"
"438","AT1G44830"
"439","AT1G45229"
"440","AT1G47560"
"441","AT1G47578"
"442","AT1G47600"
"443","AT1G47603"
"444","AT1G47620"
"445","AT1G47655"
"446","AT1G47760"
"447","AT1G48000"
"448","AT1G48260"
"449","AT1G48670"
"450","AT1G48740"
"451","AT1G48780"
"452","AT1G49000"
"453","AT1G49380"
"454","AT1G49430"
"455","AT1G49490"
"456","AT1G49650"
"457","AT1G49940"
"458","AT1G50040"
"459","AT1G50090"
"460","AT1G50250"
"461","AT1G50270"
"462","AT1G50400"
"463","AT1G50450"
"464","AT1G50590"
"465","AT1G50720"
"466","AT1G50790"
"467","AT1G51020"
"468","AT1G51100"
"469","AT1G51260"
"470","AT1G51270"
"471","AT1G51340"
"472","AT1G51405"
"473","AT1G51620"
"474","AT1G51890"
"475","AT1G52100"
"476","AT1G52120"
"477","AT1G52230"
"478","AT1G52290"
"479","AT1G52415"
"480","AT1G52450"
"481","AT1G52510"
"482","AT1G52530"
"483","AT1G52620"
"484","AT1G52640"
"485","AT1G52650"
"486","AT1G52660"
"487","AT1G52820"
"488","AT1G52870"
"489","AT1G52880"
"490","AT1G52920"
"491","AT1G53060"
"492","AT1G53090"
"493","AT1G53250"
"494","AT1G53270"
"495","AT1G53330"
"496","AT1G53340"
"497","AT1G53420"
"498","AT1G53600"
"499","AT1G53625"
"500","AT1G53708"
"501","AT1G53790"
"502","AT1G53900"
"503","AT1G53970"
"504","AT1G53980"
"505","AT1G54095"
"506","AT1G54160"
"507","AT1G54540"
"508","AT1G54780"
"509","AT1G54950"
"510","AT1G55020"
"511","AT1G55040"
"512","AT1G55050"
"513","AT1G55200"
"514","AT1G55390"
"515","AT1G55420"
"516","AT1G55480"
"517","AT1G55580"
"518","AT1G55640"
"519","AT1G55673"
"520","AT1G55700"
"521","AT1G55865"
"522","AT1G55940"
"523","AT1G55970"
"524","AT1G55980"
"525","AT1G55990"
"526","AT1G56120"
"527","AT1G56500"
"528","AT1G56670"
"529","AT1G56690"
"530","AT1G56710"
"531","AT1G57560"
"532","AT1G57570"
"533","AT1G58037"
"534","AT1G58170"
"535","AT1G58590"
"536","AT1G58602"
"537","AT1G59171"
"538","AT1G59720"
"539","AT1G59850"
"540","AT1G60030"
"541","AT1G60095"
"542","AT1G60160"
"543","AT1G60460"
"544","AT1G60530"
"545","AT1G60600"
"546","AT1G60930"
"547","AT1G61275"
"548","AT1G61390"
"549","AT1G61400"
"550","AT1G61410"
"551","AT1G61415"
"552","AT1G61440"
"553","AT1G61460"
"554","AT1G61490"
"555","AT1G61550"
"556","AT1G61680"
"557","AT1G61860"
"558","AT1G61930"
"559","AT1G62260"
"560","AT1G62290"
"561","AT1G62320"
"562","AT1G62400"
"563","AT1G62420"
"564","AT1G62620"
"565","AT1G62670"
"566","AT1G62710"
"567","AT1G62720"
"568","AT1G62780"
"569","AT1G62870"
"570","AT1G62910"
"571","AT1G62930"
"572","AT1G62935"
"573","AT1G63020"
"574","AT1G63080"
"575","AT1G63150"
"576","AT1G63240"
"577","AT1G63380"
"578","AT1G63400"
"579","AT1G63580"
"580","AT1G63730"
"581","AT1G63750"
"582","AT1G63860"
"583","AT1G63910"
"584","AT1G64000"
"585","AT1G64150"
"586","AT1G64170"
"587","AT1G64180"
"588","AT1G64300"
"589","AT1G64320"
"590","AT1G64355"
"591","AT1G64430"
"592","AT1G64563"
"593","AT1G64610"
"594","AT1G64940"
"595","AT1G65120"
"596","AT1G65310"
"597","AT1G65481"
"598","AT1G65484"
"599","AT1G65486"
"600","AT1G65920"
"601","AT1G66020"
"602","AT1G66040"
"603","AT1G66130"
"604","AT1G66160"
"605","AT1G66350"
"606","AT1G66400"
"607","AT1G66440"
"608","AT1G66450"
"609","AT1G66465"
"610","AT1G66480"
"611","AT1G66600"
"612","AT1G66700"
"613","AT1G66930"
"614","AT1G67040"
"615","AT1G67070"
"616","AT1G67400"
"617","AT1G67440"
"618","AT1G67470"
"619","AT1G67650"
"620","AT1G67760"
"621","AT1G67790"
"622","AT1G68030"
"623","AT1G68050"
"624","AT1G68110"
"625","AT1G68180"
"626","AT1G68200"
"627","AT1G68240"
"628","AT1G68290"
"629","AT1G68350"
"630","AT1G68360"
"631","AT1G68390"
"632","AT1G68460"
"633","AT1G68470"
"634","AT1G68500"
"635","AT1G68585"
"636","AT1G68590"
"637","AT1G68630"
"638","AT1G68723"
"639","AT1G68870"
"640","AT1G68890"
"641","AT1G68930"
"642","AT1G68940"
"643","AT1G69160"
"644","AT1G69240"
"645","AT1G69290"
"646","AT1G69350"
"647","AT1G69440"
"648","AT1G69485"
"649","AT1G69523"
"650","AT1G69610"
"651","AT1G69710"
"652","AT1G69790"
"653","AT1G69900"
"654","AT1G69920"
"655","AT1G70070"
"656","AT1G70170"
"657","AT1G70185"
"658","AT1G70250"
"659","AT1G70335"
"660","AT1G70430"
"661","AT1G70475"
"662","AT1G70510"
"663","AT1G70640"
"664","AT1G70680"
"665","AT1G70800"
"666","AT1G70920"
"667","AT1G70985"
"668","AT1G71050"
"669","AT1G71330"
"670","AT1G71420"
"671","AT1G71480"
"672","AT1G71490"
"673","AT1G71760"
"674","AT1G71866"
"675","AT1G71910"
"676","AT1G71920"
"677","AT1G72120"
"678","AT1G72280"
"679","AT1G72450"
"680","AT1G72520"
"681","AT1G72540"
"682","AT1G72610"
"683","AT1G72640"
"684","AT1G72660"
"685","AT1G72720"
"686","AT1G72950"
"687","AT1G73010"
"688","AT1G73066"
"689","AT1G73140"
"690","AT1G73360"
"691","AT1G73400"
"692","AT1G73550"
"693","AT1G73570"
"694","AT1G73600"
"695","AT1G73680"
"696","AT1G73910"
"697","AT1G74000"
"698","AT1G74010"
"699","AT1G74070"
"700","AT1G74080"
"701","AT1G74180"
"702","AT1G74200"
"703","AT1G74310"
"704","AT1G74350"
"705","AT1G74360"
"706","AT1G74385"
"707","AT1G74400"
"708","AT1G74420"
"709","AT1G74540"
"710","AT1G74545"
"711","AT1G74580"
"712","AT1G74600"
"713","AT1G74650"
"714","AT1G74730"
"715","AT1G74850"
"716","AT1G75000"
"717","AT1G75100"
"718","AT1G75110"
"719","AT1G75120"
"720","AT1G75125"
"721","AT1G75250"
"722","AT1G75260"
"723","AT1G75290"
"724","AT1G75550"
"725","AT1G75600"
"726","AT1G75620"
"727","AT1G75690"
"728","AT1G75770"
"729","AT1G75960"
"730","AT1G76080"
"731","AT1G76220"
"732","AT1G76360"
"733","AT1G76470"
"734","AT1G76570"
"735","AT1G76640"
"736","AT1G76650"
"737","AT1G76730"
"738","AT1G76770"
"739","AT1G76820"
"740","AT1G77120"
"741","AT1G77138"
"742","AT1G77145"
"743","AT1G77200"
"744","AT1G77270"
"745","AT1G77390"
"746","AT1G77405"
"747","AT1G77410"
"748","AT1G77730"
"749","AT1G77855"
"750","AT1G77870"
"751","AT1G77950"
"752","AT1G77990"
"753","AT1G78070"
"754","AT1G78172"
"755","AT1G78180"
"756","AT1G78360"
"757","AT1G78370"
"758","AT1G78460"
"759","AT1G78476"
"760","AT1G78480"
"761","AT1G78530"
"762","AT1G78730"
"763","AT1G78940"
"764","AT1G78950"
"765","AT1G78955"
"766","AT1G78990"
"767","AT1G79103"
"768","AT1G79130"
"769","AT1G79160"
"770","AT1G79320"
"771","AT1G79330"
"772","AT1G79360"
"773","AT1G79510"
"774","AT1G79840"
"775","AT1G79890"
"776","AT1G79900"
"777","AT1G79960"
"778","AT1G80080"
"779","AT1G80315"
"780","AT1G80320"
"781","AT1G80730"
"782","AT1G80960"
"783","AT2G01175"
"784","AT2G01320"
"785","AT2G01390"
"786","AT2G01510"
"787","AT2G01580"
"788","AT2G01590"
"789","AT2G01610"
"790","AT2G01730"
"791","AT2G01740"
"792","AT2G01760"
"793","AT2G01870"
"794","AT2G02000"
"795","AT2G02120"
"796","AT2G02250"
"797","AT2G02300"
"798","AT2G02310"
"799","AT2G02350"
"800","AT2G02380"
"801","AT2G02540"
"802","AT2G02690"
"803","AT2G02700"
"804","AT2G02750"
"805","AT2G02850"
"806","AT2G02930"
"807","AT2G02980"
"808","AT2G02990"
"809","AT2G03010"
"810","AT2G03110"
"811","AT2G03260"
"812","AT2G03360"
"813","AT2G03380"
"814","AT2G03420"
"815","AT2G03600"
"816","AT2G03750"
"817","AT2G03770"
"818","AT2G03850"
"819","AT2G03880"
"820","AT2G03895"
"821","AT2G03995"
"822","AT2G04090"
"823","AT2G04215"
"824","AT2G04230"
"825","AT2G04680"
"826","AT2G04790"
"827","AT2G04860"
"828","AT2G05100"
"829","AT2G05205"
"830","AT2G05255"
"831","AT2G05310"
"832","AT2G05350"
"833","AT2G05400"
"834","AT2G05540"
"835","AT2G06835"
"836","AT2G07275"
"837","AT2G07495"
"838","AT2G07585"
"839","AT2G07599"
"840","AT2G07633"
"841","AT2G07644"
"842","AT2G07652"
"843","AT2G07662"
"844","AT2G07672"
"845","AT2G07689"
"846","AT2G07706"
"847","AT2G07724"
"848","AT2G07749"
"849","AT2G07771"
"850","AT2G07776"
"851","AT2G07779"
"852","AT2G07785"
"853","AT2G07798"
"854","AT2G07806"
"855","AT2G07815"
"856","AT2G07825"
"857","AT2G07835"
"858","AT2G07845"
"859","AT2G08345"
"860","AT2G08425"
"861","AT2G08480"
"862","AT2G08485"
"863","AT2G08570"
"864","AT2G08730"
"865","AT2G08735"
"866","AT2G08780"
"867","AT2G08865"
"868","AT2G09010"
"869","AT2G09090"
"870","AT2G09190"
"871","AT2G09200"
"872","AT2G09325"
"873","AT2G09350"
"874","AT2G09370"
"875","AT2G09420"
"876","AT2G09470"
"877","AT2G09935"
"878","AT2G09975"
"879","AT2G11035"
"880","AT2G13810"
"881","AT2G14095"
"882","AT2G14290"
"883","AT2G14960"
"884","AT2G15128"
"885","AT2G15340"
"886","AT2G15590"
"887","AT2G15630"
"888","AT2G15760"
"889","AT2G15960"
"890","AT2G16250"
"891","AT2G16380"
"892","AT2G16870"
"893","AT2G17140"
"894","AT2G17260"
"895","AT2G17430"
"896","AT2G17525"
"897","AT2G17590"
"898","AT2G17940"
"899","AT2G17972"
"900","AT2G18000"
"901","AT2G18060"
"902","AT2G18100"
"903","AT2G18210"
"904","AT2G18270"
"905","AT2G18300"
"906","AT2G18450"
"907","AT2G18650"
"908","AT2G18660"
"909","AT2G18680"
"910","AT2G18780"
"911","AT2G18938"
"912","AT2G18969"
"913","AT2G18970"
"914","AT2G19130"
"915","AT2G19240"
"916","AT2G19330"
"917","AT2G19780"
"918","AT2G19900"
"919","AT2G19970"
"920","AT2G20030"
"921","AT2G20080"
"922","AT2G20142"
"923","AT2G20340"
"924","AT2G20540"
"925","AT2G20880"
"926","AT2G21030"
"927","AT2G21080"
"928","AT2G21188"
"929","AT2G21280"
"930","AT2G21320"
"931","AT2G21400"
"932","AT2G21430"
"933","AT2G21595"
"934","AT2G21710"
"935","AT2G21820"
"936","AT2G21860"
"937","AT2G21900"
"938","AT2G21960"
"939","AT2G22070"
"940","AT2G22140"
"941","AT2G22460"
"942","AT2G22482"
"943","AT2G22600"
"944","AT2G22790"
"945","AT2G22821"
"946","AT2G22880"
"947","AT2G22905"
"948","AT2G22980"
"949","AT2G23060"
"950","AT2G23100"
"951","AT2G23130"
"952","AT2G23170"
"953","AT2G23410"
"954","AT2G23430"
"955","AT2G23440"
"956","AT2G23630"
"957","AT2G23670"
"958","AT2G23680"
"959","AT2G23760"
"960","AT2G23770"
"961","AT2G23910"
"962","AT2G23945"
"963","AT2G23987"
"964","AT2G24130"
"965","AT2G24220"
